EPA_DOS;NOTA_TOP;NOTA_PROGB;NOTA_FIS_UNO;NOTA_HIST;LITERATURA_ICFES;NOTA_INT;VECES_TOP;NCA_UNO;IDIOMA_ICFES;NAP_UNO;VECES_HIST;NOTA_EYB;NOTA_DIF;BIOLOGIA_ICFES;NCP_UNO;NOTA_DITO;NAA_DOS;NCA_DOS;CAR_DOS;NOTA_SEM;VECES_PROGB;VECES_INT;CON_MAT_ICFES;VECES_ALGEBRA;NAC_DOS;NAA_UNO;NAP_DOS;NOTA_ALGEBRA;NOTA_CD&C;NCP_DOS;NOTA_ASES;NCC_DOS;VECES_FIS_UNO;NOTA_TEXTOS;QUIMICA_ICFES;FILOSOFIA_ICFES;VECES_ASES;GENERO;VECES_EYB;CREDITOS_ASES;CREDITOS_EYB;CREDITOS_FIS_UNO;CREDITOS_PROGB;CREDITOS_TOP;PROMEDIO_DOS;PROMEDIO_UNO;CREDITOS_INT;RENDIMIENTO_TRES;PROMEDIO_TRES
1;0;0;0;43;67.0;0;0;6.0;50.0;3;1;0;15;58.0;9.0;18;0;0.0;0;36;0;0;62.0;3;0;4;0;20;35;0.0;0;0.0;0;40;62.0;54.0;0;0;0;3;2;3;3;3;0.0;26.2;3;1.0;3.0
2;34;37;39;40;65.0;31;1;15.0;80.0;0;1;34;36;62.0;0.0;41;6;17.0;0;34;1;1;68.0;1;6;7;0;33;36;0.0;30;17.0;1;37;66.0;49.0;1;0;1;3;2;3;3;3;34.1764705882353;36.6;3;3.0;40.55555555555556
2;31;30;30;40;57.0;33;1;15.0;43.0;0;1;40;37;58.0;0.0;40;6;17.0;2;31;1;2;69.0;2;6;7;0;30;35;0.0;38;17.0;2;38;55.0;59.0;1;0;1;3;2;3;3;3;33.294117647058826;36.0;3;2.0;36.833333333333336
2;35;38;44;43;56.0;37;1;15.0;72.0;0;1;37;38;53.0;0.0;42;6;17.0;0;38;1;1;60.0;1;6;7;0;45;34;0.0;46;17.0;1;42;58.0;51.0;1;1;1;3;2;3;3;3;39.64705882352941;40.86666666666667;3;2.0;39.0
2;34;30;30;38;59.0;30;1;15.0;57.0;0;1;41;32;59.0;0.0;33;6;17.0;1;36;1;1;70.0;3;6;7;0;35;31;0.0;40;17.0;3;36;57.0;50.0;1;0;1;3;2;3;3;3;33.76470588235294;34.266666666666666;3;2.0;33.333333333333336
2;32;37;30;41;68.0;31;1;15.0;50.0;0;1;39;35;59.0;0.0;32;6;17.0;2;35;1;2;64.0;3;6;7;0;36;38;0.0;33;17.0;2;35;50.0;40.0;1;0;1;3;2;3;3;3;33.35294117647059;35.8;3;2.0;36.666666666666664
2;31;33;37;42;53.0;31;2;15.0;53.0;0;1;50;38;64.0;0.0;33;6;17.0;3;30;2;1;65.0;3;6;7;0;30;34;0.0;36;17.0;2;35;0.0;0.0;1;1;1;3;2;3;3;3;35.529411764705884;35.06666666666667;3;2.0;30.72222222222222
2;32;39;42;41;59.0;31;1;15.0;41.0;0;1;37;35;48.0;0.0;33;6;17.0;1;38;2;1;62.0;1;6;7;0;32;35;0.0;36;17.0;1;39;0.0;0.0;1;1;1;3;2;3;3;3;36.11764705882353;35.666666666666664;3;2.0;34.94444444444444
2;30;30;31;40;69.0;41;1;15.0;58.0;0;1;38;40;70.0;0.0;36;6;17.0;1;34;1;2;75.0;1;6;7;0;31;37;0.0;36;17.0;1;38;0.0;0.0;1;0;1;3;2;3;3;3;34.11764705882353;36.8;3;2.0;34.416666666666664
2;32;41;43;43;69.0;33;1;15.0;70.0;0;1;35;30;59.0;0.0;39;6;17.0;0;30;1;1;68.0;2;6;7;0;30;36;0.0;30;17.0;1;35;0.0;0.0;1;1;1;3;2;3;3;3;35.705882352941174;34.0;3;2.0;35.388888888888886
2;30;46;33;42;64.0;30;1;15.0;66.0;0;1;38;34;78.0;0.0;37;6;17.0;0;35;1;1;77.0;1;6;7;0;34;37;0.0;43;17.0;1;41;0.0;0.0;1;0;1;3;2;3;3;3;36.588235294117645;36.666666666666664;3;2.0;36.166666666666664
2;31;36;30;42;55.0;30;1;15.0;54.0;0;1;47;30;68.0;0.0;30;6;17.0;1;34;1;2;69.0;1;6;7;0;30;40;0.0;30;17.0;1;41;0.0;0.0;1;1;1;3;2;3;3;3;33.23529411764706;34.0;3;2.0;34.8
2;36;38;42;42;63.0;30;1;15.0;48.0;0;1;50;46;69.0;0.0;36;6;17.0;0;38;1;1;64.0;1;6;7;0;46;38;0.0;49;17.0;1;41;0.0;0.0;1;1;1;3;2;3;3;3;40.294117647058826;42.4;3;2.0;39.888888888888886
2;42;36;44;42;52.0;36;1;15.0;58.0;0;1;45;46;59.0;0.0;40;6;17.0;0;42;1;1;59.0;1;6;7;0;48;32;0.0;46;17.0;1;40;54.0;46.0;1;0;1;3;2;3;3;3;41.294117647058826;43.06666666666667;3;3.0;40.611111111111114
2;30;33;0;39;58.0;0;2;11.0;53.0;1;1;0;14;67.0;4.0;31;3;9.0;1;34;1;0;70.0;2;3;6;0;30;34;0.0;34;9.0;0;36;0.0;0.0;1;0;0;3;2;3;3;3;32.333333333333336;28.4;3;1.0;17.0
2;35;35;31;38;58.0;30;1;15.0;43.0;0;1;30;30;67.0;0.0;30;6;17.0;1;30;1;1;68.0;3;6;7;0;31;32;0.0;44;17.0;2;38;0.0;0.0;1;0;1;3;2;3;3;3;34.411764705882355;32.46666666666667;3;2.0;34.0
2;30;30;31;40;62.0;33;1;15.0;59.0;0;1;42;33;62.0;0.0;33;6;17.0;1;33;1;1;70.0;2;6;7;0;34;41;0.0;37;17.0;2;38;0.0;0.0;1;1;1;3;2;3;3;3;33.35294117647059;35.333333333333336;3;2.0;36.611111111111114
2;32;36;31;38;59.0;31;1;15.0;72.0;0;1;39;30;67.0;0.0;30;6;17.0;1;34;1;2;62.0;1;6;7;0;30;38;0.0;30;17.0;1;38;0.0;0.0;1;0;1;3;2;3;3;3;32.8235294117647;32.93333333333333;3;2.0;34.05555555555556
2;31;31;38;42;65.0;30;1;15.0;58.0;0;1;47;32;67.0;0.0;43;6;17.0;0;31;1;1;66.0;1;6;7;0;32;38;0.0;31;17.0;1;37;0.0;0.0;1;0;1;3;2;3;3;3;33.94117647058823;35.8;3;1.0;27.133333333333333
2;32;38;30;41;59.0;38;1;15.0;53.0;0;1;42;41;59.0;0.0;34;6;17.0;1;36;1;3;68.0;3;6;7;0;33;37;0.0;46;17.0;1;39;0.0;0.0;1;0;1;3;2;3;3;3;37.411764705882355;37.6;3;2.0;36.666666666666664
2;30;32;34;41;64.0;39;1;15.0;53.0;0;1;33;30;61.0;0.0;34;6;17.0;0;33;1;1;70.0;1;6;7;0;32;36;0.0;32;17.0;1;36;0.0;0.0;1;0;1;3;2;3;3;3;33.35294117647059;33.8;3;2.0;31.11111111111111
2;39;40;34;41;55.0;33;1;15.0;58.0;0;1;39;30;69.0;0.0;35;6;17.0;0;34;1;1;62.0;1;6;7;0;31;37;0.0;40;17.0;1;37;0.0;0.0;1;0;1;3;2;3;3;3;37.411764705882355;34.0;3;2.0;35.666666666666664
2;39;40;30;34;50.0;30;1;15.0;52.0;0;1;33;33;47.0;0.0;30;6;17.0;1;33;1;1;67.0;3;6;7;0;40;30;0.0;39;17.0;1;30;66.0;51.0;1;0;2;3;2;3;3;3;35.294117647058826;33.53333333333333;3;2.0;34.27777777777778
2;31;36;30;48;60.0;31;1;15.0;51.0;0;1;41;31;59.0;0.0;37;6;17.0;0;35;1;1;67.0;2;6;7;0;41;48;0.0;41;17.0;1;44;0.0;0.0;1;0;1;3;2;3;3;3;34.64705882352941;39.2;3;2.0;33.05555555555556
2;30;31;0;42;58.0;0;1;15.0;57.0;0;1;35;42;59.0;0.0;31;4;11.0;0;34;1;0;65.0;2;4;7;0;34;33;0.0;42;11.0;0;39;0.0;0.0;1;1;1;3;2;3;3;3;34.45454545454545;37.4;3;2.0;30.333333333333332
2;30;35;0;30;58.0;0;1;11.0;43.0;1;1;34;19;64.0;4.0;31;3;8.0;1;32;2;0;68.0;2;4;6;1;31;48;3.0;27;11.0;0;37;0.0;0.0;1;1;1;3;2;3;3;3;31.272727272727273;29.666666666666668;3;2.0;37.333333333333336
2;39;40;35;41;49.0;37;1;15.0;55.0;0;1;48;34;67.0;0.0;35;6;17.0;0;32;1;1;67.0;1;6;7;0;31;48;0.0;38;17.0;1;45;0.0;0.0;1;1;1;3;2;3;3;3;39.0;36.733333333333334;3;2.0;35.833333333333336
2;39;45;48;44;62.0;37;1;15.0;64.0;0;1;46;43;61.0;0.0;41;6;17.0;0;41;1;1;71.0;1;6;7;0;46;48;0.0;47;17.0;1;41;0.0;0.0;1;0;1;3;2;3;3;3;43.529411764705884;43.4;3;2.0;36.0
2;37;45;43;44;57.0;35;1;15.0;50.0;0;1;48;42;46.0;0.0;42;6;17.0;0;43;1;1;73.0;1;6;7;0;32;48;0.0;47;17.0;1;43;60.0;50.0;1;1;1;3;2;3;3;3;42.1764705882353;40.86666666666667;3;2.0;36.111111111111114
2;35;34;40;39;75.0;30;1;15.0;73.0;0;1;44;37;67.0;0.0;37;6;17.0;1;46;1;1;72.0;2;6;7;0;32;36;0.0;35;17.0;2;42;0.0;0.0;1;1;1;3;2;3;3;3;35.88235294117647;37.46666666666667;3;2.0;35.333333333333336
2;33;34;34;32;71.0;43;1;15.0;55.0;0;2;33;38;69.0;0.0;37;6;17.0;0;38;1;1;71.0;2;6;7;0;35;42;0.0;33;17.0;1;47;0.0;0.0;1;0;1;3;2;3;3;3;35.11764705882353;37.93333333333333;3;1.0;28.61111111111111
2;49;46;32;30;60.0;31;1;15.0;58.0;0;1;45;38;51.0;0.0;46;6;17.0;0;38;1;1;74.0;1;6;7;0;37;41;0.0;46;17.0;1;38;59.0;53.0;1;0;1;3;2;3;3;3;41.294117647058826;38.0;3;2.0;38.72222222222222
2;33;38;35;38;65.0;32;1;15.0;74.0;0;1;41;35;67.0;0.0;42;6;17.0;0;45;1;1;68.0;1;6;7;0;43;49;0.0;44;17.0;1;50;0.0;0.0;1;1;1;3;2;3;3;3;36.94117647058823;41.53333333333333;3;2.0;37.666666666666664
2;38;33;37;37;68.0;31;1;15.0;87.0;0;1;30;38;79.0;0.0;39;6;17.0;0;44;1;1;86.0;1;6;7;0;37;46;0.0;32;17.0;1;36;0.0;0.0;1;1;1;3;2;3;3;3;33.705882352941174;38.46666666666667;3;1.0;22.555555555555557
2;0;0;0;32;67.0;0;0;11.0;76.0;1;1;36;20;69.0;4.0;31;2;5.0;1;38;0;0;60.0;2;2;6;0;30;41;0.0;40;5.0;0;45;0.0;0.0;2;1;1;3;2;3;3;3;38.4;31.0;3;3.0;43.0
2;31;30;36;40;74.0;30;1;15.0;68.0;0;1;42;30;70.0;0.0;40;6;17.0;1;45;1;2;67.0;1;6;7;0;37;35;0.0;34;17.0;1;42;0.0;0.0;1;1;1;3;2;3;3;3;33.35294117647059;37.0;3;2.0;33.77777777777778
2;34;38;30;34;57.0;35;2;15.0;85.0;0;1;36;33;62.0;0.0;40;6;17.0;1;41;1;1;82.0;1;6;7;0;30;37;0.0;30;17.0;1;34;0.0;0.0;1;0;1;3;2;3;3;3;33.705882352941174;34.4;3;2.0;34.833333333333336
2;35;41;35;41;66.0;38;1;15.0;49.0;0;1;39;37;71.0;0.0;39;6;17.0;2;41;2;2;78.0;2;6;7;0;39;38;0.0;41;17.0;1;35;0.0;0.0;1;0;1;3;2;3;3;3;38.11764705882353;38.266666666666666;3;2.0;35.166666666666664
2;30;30;39;39;65.0;37;1;15.0;61.0;0;1;37;30;65.0;0.0;39;6;17.0;1;42;1;1;69.0;2;6;7;0;31;41;0.0;43;17.0;3;42;0.0;0.0;1;1;1;3;2;3;3;3;35.94117647058823;35.733333333333334;3;2.0;34.333333333333336
2;40;32;30;35;65.0;37;1;15.0;60.0;0;1;41;30;61.0;0.0;39;6;17.0;1;44;1;2;82.0;1;6;7;0;31;36;0.0;38;17.0;1;44;0.0;0.0;1;1;1;3;2;3;3;3;36.05882352941177;35.266666666666666;3;2.0;36.388888888888886
2;36;37;30;35;57.0;30;1;15.0;62.0;0;1;35;32;70.0;0.0;40;6;17.0;1;36;1;2;84.0;1;6;7;0;36;41;0.0;34;17.0;1;44;0.0;0.0;1;0;1;3;2;3;3;3;33.588235294117645;36.733333333333334;3;2.0;35.666666666666664
2;34;34;30;41;67.0;30;1;15.0;68.0;0;1;41;36;77.0;0.0;41;6;17.0;1;46;2;1;70.0;1;6;7;0;32;41;0.0;39;17.0;1;49;0.0;0.0;1;1;1;3;2;3;3;3;34.294117647058826;39.266666666666666;3;2.0;34.55555555555556
2;46;41;31;34;57.0;36;1;15.0;49.0;0;1;30;30;63.0;0.0;37;6;17.0;2;38;2;2;87.0;1;6;7;0;40;42;0.0;42;17.0;1;38;0.0;0.0;1;0;1;3;2;3;3;3;38.11764705882353;35.86666666666667;3;2.0;36.588235294117645
2;36;32;9;33;62.0;31;1;15.0;58.0;0;1;47;30;81.0;0.0;31;5;14.0;1;40;1;1;84.0;3;6;7;1;37;39;3.0;43;17.0;2;42;0.0;0.0;1;0;1;3;2;3;3;3;32.1764705882353;34.8;3;2.0;35.333333333333336
2;36;48;40;43;74.0;36;1;15.0;55.0;0;1;44;35;75.0;0.0;42;6;17.0;0;45;1;1;75.0;1;6;7;0;33;41;0.0;36;17.0;1;50;0.0;0.0;1;1;1;3;2;3;3;3;39.76470588235294;39.666666666666664;3;3.0;40.666666666666664
1;18;34;6;30;61.0;30;2;15.0;77.0;0;2;33;31;72.0;0.0;31;4;11.0;2;35;1;1;84.0;2;6;7;2;36;43;6.0;39;17.0;2;32;0.0;0.0;1;0;1;3;2;3;3;3;26.294117647058822;33.06666666666667;3;1.0;20.2
2;41;37;30;35;60.0;34;1;15.0;71.0;0;1;37;41;65.0;0.0;42;6;17.0;0;40;1;1;68.0;1;6;7;0;38;41;0.0;42;17.0;1;44;62.0;56.0;1;1;1;3;2;3;3;3;36.8235294117647;40.06666666666667;3;2.0;39.05555555555556
2;30;48;20;30;65.0;33;1;15.0;68.0;0;1;32;32;70.0;0.0;35;5;14.0;1;38;1;1;82.0;1;6;7;1;31;33;3.0;35;17.0;2;43;0.0;0.0;1;1;1;3;2;3;3;3;33.05882352941177;33.86666666666667;3;2.0;35.25
2;37;31;30;40;80.0;36;1;15.0;85.0;0;1;37;31;62.0;0.0;37;6;17.0;0;44;1;1;70.0;1;6;7;0;31;39;0.0;35;17.0;1;42;0.0;0.0;1;1;1;3;2;3;3;3;34.1764705882353;35.86666666666667;3;2.0;38.5
2;30;31;30;38;71.0;31;1;15.0;68.0;0;1;43;37;71.0;0.0;31;6;17.0;1;43;1;1;78.0;2;6;7;0;30;42;0.0;32;17.0;2;45;0.0;0.0;1;1;1;3;2;3;3;3;32.23529411764706;36.733333333333334;3;2.0;37.75
2;36;37;32;34;67.0;37;1;15.0;100.0;0;1;36;35;70.0;0.0;36;6;17.0;1;44;1;2;66.0;1;6;7;0;32;43;0.0;44;17.0;1;38;0.0;0.0;1;0;1;3;2;3;3;3;37.05882352941177;35.93333333333333;3;2.0;34.5
2;38;42;32;43;62.0;38;1;15.0;68.0;0;1;40;38;66.0;0.0;33;6;17.0;0;43;1;1;72.0;1;6;7;0;38;34;0.0;42;17.0;1;42;0.0;0.0;1;0;1;3;2;3;3;3;38.588235294117645;38.6;3;2.0;39.611111111111114
2;31;37;30;38;57.0;39;2;15.0;57.0;0;1;36;42;76.0;0.0;35;6;17.0;3;44;1;2;76.0;1;6;7;0;30;41;0.0;42;17.0;1;47;0.0;0.0;1;1;2;3;2;3;3;3;35.8235294117647;38.86666666666667;3;2.0;36.888888888888886
2;37;37;37;37;67.0;30;1;15.0;60.0;0;1;31;34;78.0;0.0;33;6;17.0;3;44;1;2;80.0;2;6;7;0;39;37;0.0;47;17.0;2;47;0.0;0.0;2;0;1;3;2;3;3;3;36.8235294117647;37.86666666666667;3;2.0;32.2
2;30;36;30;39;56.0;37;1;15.0;64.0;0;1;41;34;73.0;0.0;34;6;17.0;1;42;1;3;78.0;3;6;7;0;38;38;0.0;44;17.0;1;49;0.0;0.0;1;0;1;3;2;3;3;3;36.05882352941177;38.266666666666666;3;2.0;33.6
2;32;41;31;44;71.0;38;1;15.0;63.0;0;1;38;30;68.0;0.0;37;6;17.0;2;44;2;2;68.0;1;6;7;0;38;40;0.0;44;17.0;1;49;0.0;0.0;1;0;1;3;2;3;3;3;37.294117647058826;38.53333333333333;3;2.0;39.55555555555556
2;31;33;30;42;65.0;36;1;15.0;71.0;0;1;0;30;68.0;0.0;33;5;15.0;0;43;1;1;78.0;2;5;7;0;34;35;0.0;41;15.0;1;37;0.0;0.0;1;1;0;3;2;3;3;3;34.2;34.93333333333333;3;2.0;35.55555555555556
2;32;44;40;43;56.0;31;1;15.0;52.0;0;1;42;37;53.0;0.0;32;6;17.0;0;43;1;1;78.0;2;6;7;0;34;42;0.0;42;17.0;1;39;62.0;56.0;1;1;1;3;2;3;3;3;38.294117647058826;37.53333333333333;3;2.0;36.833333333333336
2;34;33;35;34;65.0;30;1;15.0;49.0;0;1;47;39;65.0;0.0;31;6;17.0;0;36;1;1;77.0;3;6;7;0;37;39;0.0;44;17.0;1;42;0.0;0.0;1;0;1;3;2;3;3;3;36.588235294117645;37.06666666666667;3;2.0;36.0
2;34;32;33;39;59.0;36;1;15.0;58.0;0;1;36;32;67.0;0.0;40;6;17.0;0;43;1;1;84.0;1;6;7;0;31;40;0.0;43;17.0;1;39;0.0;0.0;1;1;1;3;2;3;3;3;35.64705882352941;36.0;3;2.0;35.8
2;35;39;30;32;64.0;31;2;15.0;75.0;0;1;44;43;69.0;0.0;32;6;17.0;2;42;1;1;74.0;1;6;7;0;34;46;0.0;43;17.0;1;40;59.0;43.0;2;1;1;3;2;3;3;3;36.588235294117645;38.0;3;1.0;28.27777777777778
2;45;37;40;42;76.0;34;1;15.0;60.0;0;1;42;38;83.0;0.0;40;6;17.0;0;45;1;1;76.0;1;6;7;0;38;44;0.0;46;17.0;1;50;0.0;0.0;1;1;1;3;2;3;3;3;40.588235294117645;41.266666666666666;3;3.0;41.05555555555556
2;33;31;30;42;80.0;37;1;15.0;65.0;0;1;33;33;73.0;0.0;45;6;17.0;1;34;1;2;72.0;1;6;7;0;31;36;0.0;41;17.0;1;39;0.0;0.0;1;1;1;3;2;3;3;3;34.23529411764706;36.46666666666667;3;2.0;35.833333333333336
2;38;33;31;41;57.0;38;1;15.0;53.0;0;1;50;30;71.0;0.0;40;6;17.0;1;30;1;2;72.0;1;6;7;0;30;38;0.0;42;17.0;1;38;0.0;0.0;1;0;1;3;2;3;3;3;38.0;34.4;3;2.0;34.833333333333336
2;40;35;0;40;69.0;0;1;11.0;76.0;1;1;20;26;90.0;4.0;46;3;9.0;0;36;1;0;82.0;1;4;6;1;40;38;2.0;48;11.0;0;40;0.0;0.0;1;0;1;3;2;3;3;3;37.18181818181818;36.666666666666664;3;1.0;27.0
2;32;34;30;43;58.0;34;1;15.0;54.0;0;1;40;33;45.0;0.0;40;6;17.0;1;34;1;2;58.0;1;6;7;0;39;37;0.0;40;17.0;1;39;54.0;58.0;1;0;1;3;2;3;3;3;34.705882352941174;37.6;3;2.0;33.833333333333336
2;36;38;36;43;69.0;33;1;15.0;85.0;0;1;36;39;71.0;0.0;44;6;17.0;1;38;1;2;96.0;1;6;7;0;31;40;0.0;38;17.0;1;43;0.0;0.0;1;0;1;3;2;3;3;3;36.1764705882353;39.13333333333333;3;2.0;34.833333333333336
2;30;32;30;44;71.0;32;1;15.0;73.0;0;1;40;30;66.0;0.0;42;6;17.0;2;37;1;3;67.0;1;6;7;0;31;36;0.0;43;17.0;2;35;0.0;0.0;1;1;1;3;2;3;3;3;34.1764705882353;35.2;3;2.0;33.166666666666664
2;30;34;30;44;53.0;30;1;15.0;70.0;0;1;44;33;63.0;0.0;39;6;17.0;1;37;2;1;84.0;1;6;7;0;37;37;0.0;30;17.0;1;38;0.0;0.0;1;1;1;3;2;3;3;3;32.35294117647059;37.266666666666666;3;2.0;37.22222222222222
2;31;32;30;43;65.0;30;1;15.0;73.0;0;1;30;30;68.0;0.0;30;6;17.0;2;43;1;2;70.0;2;6;7;0;40;38;0.0;31;17.0;2;41;0.0;0.0;1;0;1;3;2;3;3;3;30.705882352941178;36.6;3;2.0;30.416666666666668
2;39;37;33;39;61.0;43;3;15.0;46.0;0;1;38;30;66.0;0.0;39;6;17.0;5;35;3;2;74.0;2;6;7;0;34;39;0.0;36;17.0;2;35;0.0;0.0;2;0;1;3;2;3;3;3;37.64705882352941;34.8;3;2.0;33.333333333333336
2;34;31;42;40;69.0;32;1;15.0;79.0;0;1;47;33;73.0;0.0;41;6;17.0;0;40;1;1;70.0;1;6;7;0;38;42;0.0;45;17.0;1;38;0.0;0.0;1;1;1;3;2;3;3;3;38.0;37.733333333333334;3;2.0;35.611111111111114
1;14;13;18;42;69.0;15;1;15.0;77.0;0;1;19;36;78.0;0.0;45;0;0.0;0;36;1;1;72.0;1;6;7;6;38;39;17.0;1;17.0;1;37;0.0;0.0;1;0;1;3;2;3;3;3;13.0;38.733333333333334;3;1.0;27.0
2;33;43;30;43;71.0;32;1;15.0;73.0;0;1;45;31;70.0;0.0;37;6;17.0;2;37;3;2;72.0;1;6;7;0;35;39;0.0;30;17.0;1;36;0.0;0.0;1;1;1;3;2;3;3;3;34.94117647058823;35.8;3;2.0;34.72222222222222
2;30;31;30;33;52.0;36;1;15.0;57.0;0;2;34;42;55.0;0.0;36;6;17.0;2;50;2;2;78.0;2;6;7;0;31;35;0.0;30;17.0;1;50;69.0;58.0;1;0;1;3;2;3;3;3;31.705882352941178;38.93333333333333;3;1.0;27.333333333333332
2;36;41;25;30;69.0;31;1;15.0;79.0;0;1;30;30;65.0;0.0;30;5;14.0;2;32;2;1;65.0;3;6;7;1;41;36;3.0;34;17.0;3;30;0.0;0.0;1;0;1;3;2;3;3;3;33.0;32.733333333333334;3;2.0;31.75
2;35;31;26;44;68.0;30;1;15.0;52.0;0;1;45;36;55.0;0.0;40;5;14.0;1;36;1;1;74.0;1;6;7;1;36;37;3.0;34;17.0;3;39;59.0;70.0;1;1;1;3;2;3;3;3;32.8235294117647;38.06666666666667;3;2.0;38.083333333333336
2;43;42;33;42;60.0;36;1;15.0;68.0;0;1;37;30;72.0;0.0;36;6;17.0;1;34;1;2;69.0;2;6;7;0;40;43;0.0;35;17.0;1;38;0.0;0.0;1;0;1;3;2;3;3;3;37.705882352941174;36.6;3;2.0;35.333333333333336
2;32;41;36;44;63.0;35;1;15.0;54.0;0;1;45;33;73.0;0.0;44;6;17.0;1;36;1;2;70.0;1;6;7;0;34;38;0.0;40;17.0;1;41;0.0;0.0;1;1;1;3;2;3;3;3;37.76470588235294;37.733333333333334;3;2.0;37.166666666666664
2;31;34;38;42;71.0;17;1;12.0;76.0;1;1;35;30;80.0;3.0;37;5;14.0;1;31;1;2;74.0;3;6;6;1;22;38;3.0;33;17.0;1;39;0.0;0.0;1;0;1;3;2;3;3;3;31.11764705882353;32.733333333333334;3;2.0;33.22222222222222
1;30;31;29;43;85.0;34;1;15.0;80.0;0;1;39;34;63.0;0.0;40;4;11.0;2;37;1;2;67.0;1;6;7;2;36;37;6.0;2;17.0;3;38;0.0;0.0;1;1;1;3;2;3;3;3;26.823529411764707;37.333333333333336;3;1.0;12.083333333333334
2;33;35;33;43;69.0;33;1;15.0;82.0;0;1;40;49;68.0;0.0;38;6;17.0;1;33;2;1;69.0;1;6;7;0;46;41;0.0;43;17.0;1;37;0.0;0.0;1;1;1;3;2;3;3;3;35.94117647058823;42.93333333333333;3;2.0;35.888888888888886
2;31;30;31;42;57.0;31;1;15.0;79.0;0;1;35;34;70.0;0.0;46;6;17.0;0;34;1;1;70.0;1;6;7;0;31;38;0.0;40;17.0;1;40;0.0;0.0;1;1;1;3;2;3;3;3;32.88235294117647;37.13333333333333;3;2.0;37.05555555555556
2;33;30;0;41;69.0;0;1;8.0;79.0;2;1;31;4;71.0;7.0;42;3;8.0;0;38;1;0;59.0;3;3;5;0;18;37;0.0;0;8.0;0;38;0.0;0.0;0;0;1;3;2;3;3;3;31.375;25.8;3;1.0;29.22222222222222
2;36;39;36;34;64.0;30;1;15.0;59.0;0;1;41;35;62.0;0.0;38;6;17.0;1;34;2;1;71.0;1;6;7;0;38;40;0.0;46;17.0;1;36;57.0;48.0;1;0;1;3;2;3;3;3;37.8235294117647;36.266666666666666;3;2.0;35.833333333333336
2;44;38;41;44;55.0;37;1;15.0;80.0;0;1;33;50;65.0;0.0;48;6;17.0;1;32;2;1;97.0;1;6;7;0;50;41;0.0;42;17.0;1;37;62.0;55.0;1;1;1;3;2;3;3;3;39.529411764705884;45.4;3;2.0;36.166666666666664
2;37;32;38;42;58.0;34;1;15.0;53.0;0;1;40;30;63.0;0.0;43;6;17.0;1;43;1;2;65.0;1;6;7;0;30;37;0.0;46;17.0;1;36;58.0;50.0;1;0;1;3;2;3;3;3;37.705882352941174;35.46666666666667;3;2.0;33.833333333333336
2;32;36;36;44;54.0;40;1;15.0;50.0;0;1;44;35;60.0;0.0;39;6;17.0;0;38;1;1;82.0;1;6;7;0;36;37;0.0;41;17.0;1;31;0.0;0.0;1;1;1;3;2;3;3;3;37.8235294117647;36.733333333333334;3;2.0;37.55555555555556
2;38;32;22;44;53.0;30;1;15.0;55.0;0;1;43;38;71.0;0.0;38;5;14.0;2;32;1;2;70.0;1;6;7;1;37;36;3.0;31;17.0;3;40;0.0;0.0;1;1;1;3;2;3;3;3;32.05882352941177;38.333333333333336;3;2.0;33.666666666666664
2;31;43;35;43;71.0;41;1;15.0;76.0;0;1;45;40;64.0;0.0;45;6;17.0;2;37;2;2;74.0;1;6;7;0;30;40;0.0;37;17.0;1;43;0.0;0.0;1;1;1;3;2;3;3;3;38.294117647058826;39.266666666666666;3;2.0;37.111111111111114
2;43;30;41;43;65.0;36;1;15.0;68.0;0;1;37;31;83.0;0.0;43;6;17.0;2;34;1;2;84.0;1;6;7;0;34;38;0.0;45;17.0;1;36;0.0;0.0;2;0;1;3;2;3;3;3;38.76470588235294;36.13333333333333;3;2.0;34.666666666666664
2;46;35;38;41;62.0;35;1;15.0;52.0;0;1;38;42;76.0;0.0;43;6;17.0;0;34;1;1;83.0;1;6;7;0;38;38;0.0;39;17.0;1;35;0.0;0.0;1;0;1;3;2;3;3;3;38.529411764705884;39.46666666666667;3;2.0;39.666666666666664
2;42;49;38;42;62.0;24;1;15.0;80.0;0;1;32;30;78.0;0.0;40;5;14.0;1;36;1;3;82.0;1;6;7;1;32;39;3.0;32;17.0;1;49;0.0;0.0;1;0;1;3;2;3;3;3;36.411764705882355;36.86666666666667;3;2.0;37.888888888888886
2;31;38;30;43;57.0;37;1;15.0;48.0;0;1;50;34;53.0;0.0;42;6;17.0;2;38;1;2;71.0;1;6;7;0;35;39;0.0;30;17.0;3;43;51.0;50.0;1;0;1;3;2;3;3;3;35.1764705882353;38.266666666666666;3;2.0;36.083333333333336
2;30;50;36;42;63.0;37;1;15.0;76.0;0;1;39;39;60.0;0.0;30;6;17.0;2;39;2;2;74.0;1;6;7;0;45;37;0.0;50;17.0;1;46;0.0;0.0;1;1;1;3;2;3;3;3;40.411764705882355;40.2;3;2.0;38.611111111111114
2;30;40;33;42;65.0;31;1;15.0;100.0;0;1;39;39;62.0;0.0;35;6;17.0;1;33;1;1;74.0;2;6;7;0;36;38;0.0;31;17.0;2;45;0.0;0.0;1;0;1;3;2;3;3;3;33.705882352941174;38.6;3;2.0;34.6
