CON_MAT_ICFES;IDIOMA_ICFES;BIOLOGIA_ICFES;GENERO;FILOSOFIA_ICFES;LOCALIDAD;LITERATURA_ICFES;QUIMICA_ICFES;PG_ICFES;PROMEDIO_UNO;NOTA_ALGEBRA;NOTA_DITO;NOTA_TEXTOS;NOTA_CD&C;NCA_UNO;NAA_UNO;NOTA_HIST;NOTA_SEM;NOTA_DIF;NAP_UNO;VECES_HIST;VECES_ALGEBRA;NCP_UNO;PROMEDIO_TRES;RENDIMIENTO_TRES
66.17;59.21;61.28;0;72.54;20;53.63;66.99;456.17;34.0;35;40;30;40;15.0;7;30;45;30;0;1;1;0.0;32.333333333333336;2.0
79.26;64.24;63.2;0;69.52;3;62.21;75.02;469.84;34.4;32;35;40;35;15.0;7;40;35;30;0;1;2;0.0;35.166666666666664;2.0
60.51;75.1;63.99;0;74.04;18;67.8;72.45;470.33;39.733333333333334;43;35;45;45;15.0;7;45;40;33;0;1;2;0.0;41.77777777777778;3.0
65.63;69.93;52.34;0;62.46;11;62.11;71.97;433.63;35.6;33;35;40;45;15.0;7;45;30;30;0;1;2;0.0;23.333333333333332;1.0
68.39;59.67;68.87;1;62.46;16;56.41;86.89;470.25;37.86666666666667;35;35;35;45;15.0;7;45;40;37;0;1;1;0.0;37.666666666666664;2.0
65.63;64.24;57.8;1;65.24;18;67.8;63.93;433.81;35.46666666666667;34;35;40;35;15.0;7;45;35;30;0;1;3;0.0;34.333333333333336;2.0
75.41;48.86;58.6;1;57.9;18;59.4;82.67;459.03;35.0;34;35;30;40;15.0;7;45;35;32;0;1;3;0.0;32.77777777777778;2.0
65.63;73.68;71.9;0;53.93;20;59.27;61.43;452.46;31.0;20;40;45;45;8.0;5;45;40;15;2;1;1;7.0;22.0;1.0
68.39;69.93;61.28;0;62.46;18;67.8;66.99;459.21;36.0;35;40;40;40;15.0;7;35;45;30;0;1;2;0.0;40.666666666666664;3.0
63.02;50.1;52.34;0;56.82;10;64.91;59.0;420.25;38.4;30;40;40;40;15.0;7;45;40;39;0;1;1;0.0;37.0;2.0
66.17;54.92;68.87;0;63.68;7;62.21;71.97;457.43;35.2;30;40;40;40;15.0;7;40;30;32;0;1;1;0.0;35.888888888888886;2.0
72.05;56.09;87.87;0;69.52;20;59.4;69.14;485.61;41.0;35;40;40;40;15.0;7;45;40;45;0;1;1;0.0;42.05555555555556;3.0
75.41;79.4;83.7;1;72.54;16;65.03;57.08;481.89;37.6;30;40;40;40;15.0;7;40;30;41;0;1;1;0.0;37.388888888888886;2.0
65.63;73.24;72.69;1;62.46;11;56.41;69.64;463.14;35.0;30;30;40;40;15.0;7;45;45;30;0;1;1;0.0;37.27777777777778;2.0
69.01;55.62;71.9;0;48.66;19;59.4;71.97;439.3;42.333333333333336;40;40;40;45;15.0;7;45;40;45;0;1;1;0.0;43.833333333333336;3.0
60.91;69.93;66.77;1;72.54;9;59.4;69.64;463.46;34.0;30;40;35;40;15.0;7;35;40;30;0;1;1;0.0;37.111111111111114;2.0
78.36;58.01;60.48;0;44.32;1;59.27;59.0;431.82;30.466666666666665;30;38;35;15;10.0;5;40;30;24;2;1;4;5.0;19.625;1.0
53.16;68.86;52.34;0;65.24;20;67.8;63.93;432.21;33.0;21;44;35;45;12.0;6;35;35;31;1;1;4;3.0;34.0;2.0
65.63;61.66;68.87;1;56.82;8;62.11;63.93;442.37;33.333333333333336;30;30;40;35;15.0;7;40;35;30;0;1;1;0.0;36.0;2.0
83.87;62.94;60.48;1;66.58;16;77.28;69.14;470.26;37.06666666666667;37;35;40;35;15.0;7;40;40;35;0;1;2;0.0;36.111111111111114;2.0
66.17;64.7;63.99;1;57.9;19;56.55;66.99;446.54;35.666666666666664;30;40;45;45;15.0;7;40;30;30;0;1;1;0.0;41.0;3.0
79.26;71.98;65.98;1;79.06;7;65.03;69.14;483.02;38.2;40;35;40;45;15.0;7;45;40;32;0;1;2;0.0;38.666666666666664;2.0
69.01;44.51;66.77;0;60.81;20;56.55;69.64;437.78;34.13333333333333;34;42;30;40;15.0;7;35;36;30;0;1;2;0.0;35.611111111111114;2.0
63.5;44.51;60.48;0;63.68;20;59.4;66.48;447.34;32.333333333333336;30;30;40;35;15.0;7;35;30;30;0;1;1;0.0;33.72222222222222;2.0
69.01;79.4;60.48;0;69.52;11;62.21;63.93;439.28;34.86666666666667;34;30;35;40;15.0;7;40;35;34;0;1;4;0.0;30.533333333333335;2.0
63.5;58.47;66.77;1;72.54;11;56.55;66.99;455.19;35.0;30;40;40;40;15.0;7;40;35;30;0;1;1;0.0;38.44444444444444;2.0
60.51;61.66;63.2;1;62.46;11;62.11;61.43;435.33;33.53333333333333;36;30;35;35;15.0;7;40;30;30;0;1;4;0.0;33.388888888888886;2.0
71.35;61.66;53.19;1;62.46;10;77.1;72.45;475.05;39.0;35;35;45;45;15.0;7;40;35;40;0;1;1;0.0;40.888888888888886;3.0
66.17;69.93;52.34;0;60.81;20;65.03;54.1;422.18;33.46666666666667;30;30;30;40;15.0;7;30;40;38;0;1;1;0.0;32.27777777777778;2.0
60.91;57.29;60.48;0;75.71;8;65.03;63.93;456.16;30.0;30;35;30;40;11.0;6;30;30;25;1;2;3;4.0;4.75;1.0
75.41;68.41;75.16;0;51.89;10;62.21;66.48;441.74;35.4;32;35;40;40;15.0;7;45;35;30;0;1;2;0.0;32.94444444444444;2.0
58.38;82.38;66.77;1;60.81;6;70.87;64.44;448.01;33.53333333333333;30;39;35;35;15.0;7;40;30;30;0;1;1;0.0;36.111111111111114;2.0
72.05;75.52;53.19;0;60.81;9;67.92;52.07;442.63;31.133333333333333;30;32;28;35;13.0;6;36;30;30;1;4;2;2.0;19.0;1.0
60.91;55.62;61.28;0;69.52;11;65.03;59.52;442.07;33.86666666666667;30;35;40;40;11.0;6;40;40;27;1;1;5;4.0;30.166666666666668;2.0
69.01;47.15;60.48;1;48.66;11;62.21;54.1;417.38;34.0;30;30;40;35;15.0;7;45;35;30;0;1;1;0.0;30.0;1.0
75.41;69.93;47.48;0;54.95;11;50.6;72.45;425.16;35.86666666666667;33;39;40;30;15.0;7;40;35;34;0;1;3;0.0;30.0;1.0
60.51;58.47;53.19;0;62.46;10;73.83;57.08;434.85;34.0;30;35;40;30;15.0;7;45;30;30;0;1;2;0.0;33.27777777777778;2.0
74.62;68.86;49.51;0;62.46;11;64.91;71.97;456.4;34.46666666666667;32;31;40;39;15.0;7;40;40;30;0;1;2;0.0;34.388888888888886;2.0
60.91;67.41;66.77;0;63.68;10;65.03;75.48;453.75;38.666666666666664;35;45;40;40;15.0;7;40;45;35;0;1;1;0.0;41.833333333333336;3.0
75.41;59.21;63.2;0;57.9;8;62.21;69.14;457.96;32.666666666666664;30;35;30;30;15.0;7;45;30;30;0;1;1;0.0;32.0;2.0
53.37;53.27;63.99;1;60.81;8;65.03;66.99;444.73;32.46666666666667;31;35;30;40;15.0;7;30;40;31;0;1;2;0.0;35.0;2.0
71.35;62.13;75.16;0;71.0;19;56.41;61.43;454.47;34.733333333333334;33;35;35;35;15.0;7;40;35;33;0;1;2;0.0;39.77777777777778;2.0
69.01;69.93;65.98;1;69.52;7;65.03;63.93;460.27;34.333333333333336;30;35;40;45;15.0;7;40;30;30;0;1;1;0.0;35.166666666666664;2.0
75.41;54.45;63.2;0;54.95;9;59.4;71.97;447.18;35.6;35;42;40;30;15.0;7;40;35;30;0;1;1;0.0;32.72222222222222;2.0
60.91;65.57;55.92;0;54.95;8;70.87;61.96;432.05;34.2;31;35;40;35;15.0;7;40;35;30;0;1;4;0.0;35.05555555555556;2.0
66.17;62.94;58.6;1;48.66;16;53.63;69.64;423.25;34.666666666666664;30;35;40;40;15.0;7;45;30;30;0;1;1;0.0;30.0;1.0
65.63;53.27;63.2;0;56.82;11;53.5;59.0;426.21;33.86666666666667;31;35;35;35;15.0;7;40;40;30;0;1;2;0.0;36.0;2.0
69.01;54.45;61.28;0;45.2;20;53.63;61.96;420.67;33.333333333333336;30;30;40;40;15.0;7;40;30;30;0;1;1;0.0;35.833333333333336;2.0
72.05;81.98;63.99;1;57.9;8;59.4;69.64;461.5;37.333333333333336;35;35;45;45;15.0;7;45;40;30;0;1;1;0.0;34.888888888888886;2.0
71.35;65.57;68.87;1;71.0;8;67.8;63.93;469.38;33.0;30;30;35;40;15.0;7;40;35;30;0;1;1;0.0;37.333333333333336;2.0
53.16;64.24;58.6;1;62.46;20;64.91;69.64;417.49;34.333333333333336;30;30;40;35;15.0;7;45;40;30;0;1;1;0.0;36.611111111111114;2.0
58.05;68.41;82.9;1;71.0;10;73.83;63.93;476.14;39.333333333333336;35;45;40;45;15.0;7;45;40;35;0;1;1;0.0;39.05555555555556;2.0
60.51;71.98;63.99;1;62.46;7;67.8;59.52;452.79;35.93333333333333;33;35;40;45;15.0;7;40;45;30;0;1;4;0.0;34.94444444444444;2.0
65.63;77.13;60.48;1;71.0;18;70.74;71.97;475.48;35.86666666666667;30;30;40;30;15.0;7;45;40;37;0;1;1;0.0;36.77777777777778;2.0
66.17;58.47;66.77;0;66.58;7;56.55;64.44;456.53;35.4;37;30;40;35;15.0;7;45;35;30;0;1;3;0.0;33.22222222222222;2.0
71.35;54.45;69.65;0;59.66;16;62.11;72.45;469.11;37.93333333333333;35;35;40;40;15.0;7;45;40;36;0;1;1;0.0;24.6;1.0
45.38;50.87;47.48;0;63.68;20;62.21;57.08;404.67;30.0;25;30;40;45;8.0;5;45;40;15;2;1;5;7.0;10.333333333333334;1.0
69.01;58.01;68.87;0;51.89;20;56.55;59.0;446.87;36.06666666666667;34;35;40;45;15.0;7;45;30;31;0;1;2;0.0;30.733333333333334;2.0
58.05;47.58;49.51;0;65.24;8;64.91;61.43;427.2;36.733333333333334;30;40;40;45;15.0;7;30;40;39;0;1;1;0.0;37.77777777777778;2.0
55.89;56.82;69.65;0;60.81;8;59.4;66.99;443.12;30.8;30;35;30;35;11.0;6;40;35;23;1;1;1;4.0;32.6;2.0
71.35;62.94;63.2;0;53.93;7;73.83;59.0;445.2;38.733333333333334;40;40;45;45;15.0;7;45;36;30;0;1;1;0.0;24.88888888888889;1.0
55.89;73.68;75.95;0;63.68;7;70.87;66.99;450.65;33.86666666666667;30;30;40;30;15.0;7;40;40;32;0;1;2;0.0;33.833333333333336;2.0
60.51;58.47;58.6;0;50.93;4;64.91;59.52;420.69;33.333333333333336;30;40;40;40;15.0;7;30;30;30;0;1;1;0.0;34.111111111111114;2.0
78.36;58.01;60.48;0;50.93;19;62.11;51.58;416.78;30.333333333333332;30;30;35;45;11.0;6;40;30;20;1;1;3;4.0;14.2;1.0
63.02;48.42;58.6;1;62.46;8;64.91;66.99;438.79;34.266666666666666;30;30;40;40;15.0;7;45;30;31;0;1;4;0.0;35.333333333333336;2.0
81.33;68.31;54.16;0;32.21;20;60.16;58.82;410.68;36.6;31;37;39;38;15.0;7;47;32;35;0;1;1;0.0;25.166666666666668;1.0
67.28;69.93;61.52;0;52.03;16;58.33;76.27;432.88;38.733333333333334;37;37;37;39;15.0;7;47;37;38;0;1;1;0.0;33.94444444444444;2.0
64.12;66.95;55.21;1;61.84;7;58.33;65.81;426.17;36.4;33;38;37;38;15.0;7;47;41;31;0;1;1;0.0;37.27777777777778;2.0
61.16;68.41;47.34;1;52.03;5;64.85;61.2;412.56;34.46666666666667;34;33;35;37;15.0;7;42;38;30;0;1;1;0.0;32.666666666666664;2.0
68.85;87.56;58.75;0;48.56;20;64.17;51.07;405.71;36.266666666666666;30;40;36;37;15.0;7;40;33;38;0;1;1;0.0;38.55555555555556;2.0
74.79;73.24;59.32;1;36.96;10;56.32;63.39;397.55;37.93333333333333;36;37;37;38;15.0;7;42;43;37;0;1;1;0.0;37.44444444444444;2.0
69.96;67.41;59.89;0;48.75;11;54.28;55.8;403.81;35.6;32;30;37;39;15.0;7;45;35;35;0;1;1;0.0;25.333333333333332;1.0
88.88;56.48;56.82;0;46.77;20;50.37;54.3;400.71;30.4;34;35;0;10;12.0;5;40;38;39;2;1;1;3.0;14.0;1.0
76.1;50.86;67.79;1;46.79;20;52.42;56.55;404.6;35.13333333333333;31;34;38;35;15.0;7;44;43;31;0;1;1;0.0;33.611111111111114;2.0
67.28;61.66;59.89;0;44.91;4;64.85;57.63;403.12;39.4;42;37;39;37;15.0;7;45;38;37;0;1;1;0.0;36.22222222222222;2.0
66.56;81.98;61.52;1;48.75;10;56.23;53.65;399.16;37.2;41;36;33;38;15.0;7;37;41;36;0;1;1;0.0;37.72222222222222;2.0
65.46;62.69;47.62;0;46.79;11;59.95;56.55;388.6;35.0;33;39;36;38;15.0;7;40;34;31;0;1;2;0.0;31.555555555555557;2.0
67.28;59.21;66.5;0;39.78;20;58.33;55.44;398.6;33.333333333333336;30;33;36;36;15.0;7;40;36;30;0;1;2;0.0;36.22222222222222;2.0
55.27;56.82;55.21;0;46.43;10;58.25;59.17;396.06;38.8;42;43;40;37;15.0;7;48;33;31;0;1;1;0.0;38.111111111111114;2.0
61.16;73.24;67.08;0;52.03;10;60.38;54.03;406.64;33.2;31;30;31;40;15.0;7;40;35;32;0;1;1;0.0;31.666666666666668;2.0
61.49;56.48;54.77;1;55.96;8;61.03;50.85;400.67;33.06666666666667;32;30;33;37;15.0;7;40;33;31;0;1;2;0.0;36.833333333333336;2.0
55.27;69.93;55.79;1;44.08;20;52.31;59.53;390.96;39.4;37;38;40;38;15.0;7;44;38;40;0;1;1;0.0;39.0;2.0
70.78;68.86;55.79;1;52.03;7;54.35;61.55;395.67;37.0;30;38;40;40;15.0;7;48;37;34;0;1;1;0.0;37.166666666666664;2.0
65.93;45.94;54.13;0;51.21;7;58.05;56.98;394.91;38.4;42;37;40;39;15.0;7;39;43;34;0;1;1;0.0;40.388888888888886;3.0
63.76;71.12;65.04;0;47.29;14;62.78;51.89;398.73;37.86666666666667;40;39;36;39;15.0;7;48;31;33;0;1;1;0.0;36.888888888888886;2.0
60.6;94.05;55.21;1;53.3;16;62.45;57.27;400.35;35.733333333333334;33;39;34;37;15.0;7;42;38;33;0;1;1;0.0;33.888888888888886;2.0
74.79;65.57;55.79;1;54.39;10;56.32;54.03;391.98;36.93333333333333;32;42;40;37;15.0;7;44;41;32;0;1;1;0.0;39.666666666666664;2.0
61.16;61.66;49.94;1;56.79;19;54.35;55.8;392.4;36.46666666666667;34;39;40;37;15.0;7;44;38;31;0;1;1;0.0;36.166666666666664;2.0
61.16;75.1;57.23;1;49.69;8;60.38;57.27;393.94;41.666666666666664;41;44;44;41;15.0;7;43;39;40;0;1;1;0.0;41.5;3.0
58.38;45.84;57.8;0;52.03;10;52.4;50.53;392.02;33.93333333333333;30;33;34;37;15.0;7;44;36;31;0;1;1;0.0;36.388888888888886;2.0
66.56;79.81;55.21;1;46.43;11;58.25;57.27;389.24;34.13333333333333;31;30;38;39;15.0;7;39;38;32;0;1;1;0.0;36.888888888888886;2.0
60.6;54.92;49.34;1;65.95;7;50.31;55.44;395.05;36.53333333333333;31;40;37;41;15.0;7;47;38;32;0;1;1;0.0;38.388888888888886;2.0
63.47;81.98;55.79;1;48.75;9;52.31;59.53;391.24;39.266666666666666;40;39;38;39;15.0;7;45;42;36;0;1;1;0.0;37.888888888888886;2.0
56.46;39.05;50.78;0;64.01;11;54.54;49.12;396.43;35.4;36;44;37;39;15.0;7;36;30;30;0;1;3;0.0;34.666666666666664;2.0
63.47;53.27;51.3;1;60.48;5;52.31;63.39;396.47;34.666666666666664;32;33;39;36;15.0;7;45;34;30;0;1;1;0.0;38.55555555555556;2.0
61.4;53.32;51.94;0;51.65;18;52.97;57.36;388.74;30.733333333333334;20;31;40;36;12.0;6;35;33;30;1;1;3;3.0;34.0;2.0
64.12;77.55;51.3;0;47.31;16;54.35;48.39;379.27;31.066666666666666;30;30;38;38;11.0;6;43;32;21;1;1;2;4.0;17.0;1.0
60.6;57.29;59.89;0;46.43;16;52.31;52.28;382.83;35.46666666666667;30;45;39;39;15.0;7;40;35;30;0;1;2;0.0;35.0;2.0
54.94;59.9;54.13;0;51.21;11;56.37;51.26;384.68;36.53333333333333;33;42;37;36;15.0;7;42;39;33;0;1;1;0.0;34.888888888888886;2.0
67.28;60.44;59.32;0;39.78;20;46.27;57.27;379.6;33.0;30;32;36;37;15.0;7;40;32;30;0;1;2;0.0;31.75;2.0
68.85;54.64;64.2;1;38.84;19;55.57;52.9;383.7;32.266666666666666;26;30;38;32;12.0;6;41;36;30;1;1;3;3.0;44.0;3.0
66.56;75.52;35.73;0;39.03;20;56.23;57.27;361.51;35.2;26;48;38;43;12.0;6;39;37;30;1;1;3;3.0;45.0;3.0
61.16;54.45;49.34;1;47.31;16;58.33;53.65;381.06;39.06666666666667;40;35;40;35;15.0;7;41;43;39;0;1;2;0.0;39.166666666666664;2.0
63.47;68.41;51.3;1;55.62;19;60.29;51.9;387.44;38.6;33;45;40;42;15.0;7;43;42;35;0;1;1;0.0;36.44444444444444;2.0
57.27;48.4;45.5;1;46.1;10;56.18;49.27;372.7;35.06666666666667;33;34;38;38;15.0;7;40;41;31;0;1;2;0.0;37.166666666666664;2.0
60.6;89.24;59.32;1;51.03;13;52.31;48.39;381.27;33.666666666666664;30;42;33;34;15.0;7;40;31;30;0;1;2;0.0;34.333333333333336;2.0
65.93;58.59;51.9;1;46.38;8;56.37;53.09;377.98;36.06666666666667;32;44;39;37;15.0;7;43;32;31;0;1;3;0.0;39.77777777777778;2.0
59.77;31.34;47.62;0;57.15;19;55.57;52.62;383.83;34.13333333333333;30;35;35;37;15.0;7;35;31;36;0;1;1;0.0;34.388888888888886;2.0
55.69;62.13;55.79;1;56.79;15;54.35;55.8;388.86;38.733333333333334;36;44;40;41;15.0;7;44;40;34;0;1;1;0.0;36.72222222222222;2.0
60.6;58.01;55.21;0;46.43;11;52.31;55.44;377.2;30.933333333333334;30;30;36;31;11.0;6;34;35;27;1;1;1;4.0;42.0;3.0
61.16;53.27;59.32;0;47.31;6;56.32;48.39;380.21;36.2;35;41;39;35;15.0;7;40;39;31;0;1;3;0.0;35.166666666666664;2.0
64.12;69.93;64.45;0;39.78;12;54.35;54.03;378.48;32.13333333333333;25;37;39;35;12.0;6;35;30;30;1;1;3;3.0;31.0;2.0
73.85;54.45;62.09;0;48.75;16;50.31;46.93;377.1;35.266666666666666;37;39;33;38;15.0;7;41;34;30;0;1;3;0.0;32.94444444444444;2.0
57.11;47.17;51.95;0;49.23;10;54.32;52.62;377.46;36.0;33;42;40;39;15.0;7;41;36;30;0;1;2;0.0;36.611111111111114;2.0
60.49;52.09;40.94;0;50.76;11;53.22;48.97;365.54;34.8;31;41;39;35;15.0;7;40;30;31;0;1;2;0.0;35.05555555555556;2.0
50.18;55.62;43.82;0;48.75;8;50.31;52.28;366.92;36.0;40;37;37;37;15.0;7;38;35;31;0;1;3;0.0;35.0;2.0
60.6;54.45;49.94;1;46.43;7;56.23;46.93;371.97;34.06666666666667;31;36;38;34;15.0;7;40;36;30;0;1;2;0.0;34.666666666666664;2.0
61.16;70.37;59.32;1;47.31;16;56.32;55.44;382.78;35.86666666666667;30;44;35;36;15.0;7;41;36;34;0;1;2;0.0;39.111111111111114;2.0
60.6;66.03;51.3;0;55.62;18;62.45;55.44;383.29;32.53333333333333;27;34;35;36;12.0;6;39;31;31;1;1;3;3.0;32.75;2.0
61.16;44.51;53.82;1;54.39;10;54.35;46.93;378.21;35.0;30;40;40;34;15.0;7;42;37;30;0;1;1;0.0;35.05555555555556;2.0
55.69;53.27;55.79;1;47.31;11;56.32;50.53;379.29;34.8;32;35;38;40;15.0;7;42;36;30;0;1;2;0.0;34.27777777777778;2.0
55.27;60.9;53.82;1;41.63;20;58.25;57.63;375.01;34.93333333333333;31;30;39;37;15.0;7;42;36;34;0;1;3;0.0;35.5;2.0
59.77;41.43;41.07;1;51.75;20;56.37;48.96;367.92;35.4;35;38;38;39;15.0;7;41;33;30;0;1;2;0.0;35.111111111111114;2.0
52.71;44.51;53.24;0;41.63;20;48.29;59.17;368.36;35.6;40;35;36;38;15.0;7;42;30;30;0;1;2;0.0;31.27777777777778;2.0
64.12;59.67;47.34;0;47.31;20;54.35;46.58;362.53;35.46666666666667;27;43;40;41;12.0;6;42;40;30;1;1;3;3.0;32.666666666666664;2.0
55.27;56.82;57.8;0;48.75;20;54.28;54.03;377.15;39.93333333333333;40;39;41;37;15.0;7;38;38;42;0;1;2;0.0;35.888888888888886;2.0
67.28;58.01;55.79;0;52.03;11;56.32;45.05;377.2;36.4;41;32;37;33;15.0;7;42;36;33;0;1;3;0.0;36.22222222222222;2.0
65.46;48.4;56.51;1;49.23;11;52.56;50.78;371.96;40.333333333333336;33;44;46;43;15.0;7;47;37;38;0;1;1;0.0;34.333333333333336;2.0
55.27;58.01;59.32;0;51.03;7;58.25;57.27;378.29;34.06666666666667;31;36;38;37;15.0;7;40;33;30;0;1;1;0.0;34.27777777777778;2.0
64.12;53.27;55.21;1;52.03;20;52.4;59.17;380.77;34.06666666666667;30;39;38;36;15.0;7;40;31;30;0;1;2;0.0;34.5;2.0
53.05;60.9;49.94;0;47.31;8;50.41;46.93;368.31;32.13333333333333;30;30;36;34;15.0;7;38;30;30;0;1;1;0.0;33.72222222222222;2.0
58.94;65.1;50.78;0;46.77;20;58.8;45.59;363.01;34.86666666666667;30;37;42;42;11.0;6;42;33;29;1;1;2;4.0;38.0;2.0
57.88;61.66;51.88;0;41.63;11;58.25;54.03;367.76;37.6;34;39;41;41;15.0;7;43;39;34;0;1;2;0.0;41.111111111111114;3.0
57.88;56.82;53.24;0;53.3;4;48.29;50.15;373.36;33.93333333333333;31;32;40;40;15.0;7;38;32;31;0;1;2;0.0;38.5;2.0
50.18;62.94;57.8;0;46.43;3;62.45;55.8;381.99;36.46666666666667;38;33;40;37;15.0;7;44;38;31;0;2;2;0.0;30.0;1.0
62.53;45.63;49.77;0;46.79;4;61.41;50.78;368.8;32.13333333333333;30;35;38;33;11.0;6;41;31;25;1;1;2;4.0;35.0;2.0
57.88;67.41;49.94;1;48.75;18;56.23;54.03;372.22;34.733333333333334;30;35;41;43;15.0;7;40;32;31;0;1;1;0.0;35.0;2.0
58.38;48.86;49.94;0;44.91;7;58.33;50.53;365.77;31.466666666666665;23;34;38;33;8.0;5;43;36;26;2;1;2;7.0;27.444444444444443;1.0
69.96;40.54;51.3;1;51.03;7;48.29;57.27;370.34;36.4;35;36;41;40;15.0;7;43;37;31;0;1;1;0.0;34.666666666666664;2.0
57.34;55.95;53.46;0;45.93;18;56.74;57.67;375.78;33.13333333333333;30;31;31;35;15.0;7;41;34;33;0;1;3;0.0;35.22222222222222;2.0
57.88;64.24;43.16;1;55.62;8;56.23;51.9;370.31;36.6;33;35;41;42;15.0;7;40;36;35;0;1;2;0.0;34.72222222222222;2.0
69.96;52.08;43.16;0;51.03;18;52.31;44.7;358.36;34.46666666666667;30;38;41;41;15.0;7;39;30;30;0;1;2;0.0;32.05555555555556;2.0
60.6;66.95;55.21;0;44.08;4;58.25;46.58;365.13;35.53333333333333;30;36;40;39;15.0;7;44;36;32;0;3;2;0.0;37.111111111111114;2.0
52.71;43.53;47.96;0;41.63;5;52.31;50.53;360.27;32.46666666666667;30;31;37;38;15.0;7;36;31;30;0;1;2;0.0;26.0;1.0
66.56;69.93;57.23;1;44.08;6;54.28;48.39;369.64;32.86666666666667;31;35;37;38;11.0;6;40;30;27;1;1;3;4.0;40.0;2.0
55.69;56.82;55.21;1;44.91;16;62.55;48.39;368.65;36.93333333333333;42;38;36;40;15.0;7;42;32;31;0;1;2;0.0;35.388888888888886;2.0
61.16;54.45;36.54;1;52.03;7;50.41;48.76;356.46;32.6;24;38;40;39;8.0;5;44;30;26;2;1;2;7.0;25.666666666666668;1.0
46.45;47.17;53.07;1;48.86;8;50.37;47.62;353.43;36.46666666666667;33;42;40;40;15.0;7;42;32;32;0;1;3;0.0;28.2;1.0
64.11;0.0;47.96;1;47.31;20;50.41;54.02;423.85;36.0;30;41;38;38;15.0;7;42;30;35;0;1;2;0.0;34.666666666666664;2.0
59.0;43.0;63.0;1;60.0;20;91.0;63.0;474.0;38.333333333333336;33;38;43;42;15.0;7;43;42;36;0;1;1;0.0;39.94444444444444;2.0
76.0;41.0;59.0;0;33.0;11;77.0;62.0;443.0;32.333333333333336;31;32;31;30;15.0;7;37;34;32;0;1;1;0.0;33.72222222222222;2.0
102.0;55.0;76.0;0;44.0;19;53.0;55.0;449.0;33.4;31;34;38;40;15.0;7;35;34;30;0;1;2;0.0;38.27777777777778;2.0
76.0;50.0;63.0;0;84.0;2;58.0;67.0;483.0;35.0;32;34;38;42;15.0;7;41;37;31;0;1;2;0.0;37.333333333333336;2.0
76.0;49.0;63.0;0;53.0;3;91.0;55.0;457.0;34.0;34;35;38;32;15.0;7;38;34;30;0;1;2;0.0;34.72222222222222;2.0
68.0;63.0;63.0;0;84.0;3;68.0;59.0;478.0;33.13333333333333;30;35;39;34;15.0;7;36;33;30;0;1;1;0.0;21.77777777777778;1.0
76.0;55.0;68.0;0;59.0;8;63.0;67.0;452.0;32.733333333333334;31;41;33;37;15.0;7;31;31;30;0;1;1;0.0;35.44444444444444;2.0
63.0;63.0;63.0;0;69.0;10;68.0;63.0;464.0;44.86666666666667;44;46;50;50;15.0;7;41;49;42;0;1;1;0.0;4.0;1.0
63.0;61.0;59.0;0;60.0;1;69.0;59.0;447.0;31.533333333333335;30;34;32;32;15.0;7;31;37;30;0;1;3;0.0;15.5;1.0
68.0;56.0;55.0;0;53.0;9;69.0;59.0;436.0;40.06666666666667;34;40;46;44;15.0;7;37;41;42;0;1;1;0.0;24.0;1.0
86.0;45.0;51.0;1;53.0;10;69.0;46.0;417.0;33.6;30;31;43;40;15.0;7;35;36;30;0;1;1;0.0;26.666666666666668;1.0
76.0;60.0;63.0;0;59.0;9;57.0;41.0;424.0;36.333333333333336;32;41;40;46;15.0;7;41;39;30;0;1;1;0.0;36.27777777777778;2.0
63.0;43.0;63.0;0;49.0;8;78.0;56.0;437.0;33.666666666666664;31;33;38;30;15.0;7;39;38;31;0;1;1;0.0;35.44444444444444;2.0
63.0;58.0;77.0;0;54.0;10;69.0;56.0;448.0;35.06666666666667;32;36;33;30;15.0;7;37;36;38;0;1;1;0.0;43.77777777777778;3.0
69.0;58.0;63.0;1;53.0;10;68.0;59.0;435.0;37.46666666666667;30;42;42;35;15.0;7;44;41;35;0;1;1;0.0;37.77777777777778;2.0
69.0;58.0;68.0;0;60.0;8;63.0;74.0;453.0;37.8;35;36;42;39;15.0;7;42;31;38;0;1;1;0.0;45.44444444444444;4.0
76.0;56.0;68.0;0;60.0;1;58.0;47.0;431.0;33.06666666666667;33;34;31;31;15.0;7;37;38;31;0;1;1;0.0;36.27777777777778;2.0
76.0;53.0;55.0;1;53.0;3;63.0;67.0;423.0;34.06666666666667;30;41;30;35;15.0;7;39;34;33;0;1;1;0.0;33.888888888888886;2.0
