CON_MAT_ICFES;IDIOMA_ICFES;BIOLOGIA_ICFES;GENERO;FILOSOFIA_ICFES;LOCALIDAD;LITERATURA_ICFES;QUIMICA_ICFES;PG_ICFES;PROMEDIO_UNO;NOTA_ALGEBRA;NOTA_DITO;NOTA_TEXTOS;NOTA_CD&C;NCA_UNO;NAA_UNO;NOTA_HIST;NOTA_SEM;NOTA_DIF;NAP_UNO;VECES_HIST;VECES_ALGEBRA;NCP_UNO;PROMEDIO_DOS;EPA_DOS;NOTA_TOP;NOTA_PROGB;NOTA_FIS_UNO;NOTA_INT;VECES_TOP;NOTA_EYB;PROMEDIO_TRES;NOTA_SUELOS;NOTA_POO;NOTA_FIS_DOS;NOTA_ECUA;NCA_TRES;NOTA_FOTO;NOTA_CFJC;VECES_SUELOS;PROMEDIO_CINCO;RENDIMIENTO_CINCO
68.0;94.0;56.0;0;50.0;1;54.0;52.0;392.0;38.4;35;38;37;32;15.0;7;42;37;42;0;1;1;0.0;36.11764705882353;2;32;47;34;35;1;40;35.44444444444444;43;36;31;32;18.0;40;36;1;35.05555555555556;2.0
65.0;63.0;57.0;0;47.0;11;54.0;55.0;393.0;35.0;34;38;39;37;15.0;7;30;40;33;0;1;2;0.0;33.529411764705884;2;35;30;31;30;1;42;37.55555555555556;38;39;32;41;18.0;42;40;1;35.111111111111114;2.0
55.0;59.0;59.0;0;45.0;6;55.0;50.0;392.0;36.86666666666667;30;40;43;32;15.0;7;40;37;37;0;1;1;0.0;33.76470588235294;2;36;32;31;31;1;35;34.05555555555556;38;38;30;31;18.0;34;38;1;36.388888888888886;2.0
53.0;48.0;64.0;1;50.0;10;57.0;61.0;405.0;35.4;31;38;37;33;15.0;7;36;39;36;0;1;1;0.0;32.11764705882353;2;30;36;36;30;2;30;32.611111111111114;32;31;31;35;18.0;36;38;1;35.611111111111114;2.0
74.0;56.0;58.0;0;42.0;10;52.0;58.0;386.0;36.666666666666664;42;41;39;30;15.0;7;32;42;32;0;2;3;0.0;33.35294117647059;2;30;34;31;30;1;36;37.22222222222222;39;41;35;40;18.0;41;33;1;33.166666666666664;2.0
64.0;53.0;57.0;0;56.0;7;52.0;55.0;398.0;39.2;39;38;44;37;15.0;7;40;42;37;0;1;1;0.0;36.411764705882355;2;35;39;34;33;1;35;37.611111111111114;41;39;35;38;18.0;43;33;1;37.833333333333336;2.0
68.0;45.0;53.0;0;46.0;20;54.0;55.0;386.0;36.333333333333336;34;40;39;30;15.0;7;38;39;35;0;1;1;0.0;34.11764705882353;2;38;43;33;31;1;23;34.94444444444444;37;42;33;32;15.0;40;36;1;34.714285714285715;2.0
64.0;47.0;65.0;0;58.0;7;50.0;62.0;407.0;31.333333333333332;30;31;30;34;15.0;7;37;30;30;0;1;2;0.0;34.76470588235294;2;33;42;36;35;1;30;26.88888888888889;33;33;30;17;11.0;34;20;1;31.0;2.0
56.0;65.0;61.0;0;49.0;11;70.0;51.0;398.0;34.6;30;35;40;37;15.0;7;36;42;32;0;1;2;0.0;34.705882352941174;2;36;32;33;30;1;43;35.77777777777778;34;39;34;35;18.0;41;34;1;35.27777777777778;2.0
61.0;59.0;59.0;1;47.0;4;57.0;57.0;394.0;38.93333333333333;37;40;40;39;15.0;7;43;40;37;0;1;2;0.0;37.529411764705884;2;40;34;40;39;1;40;34.833333333333336;36;36;31;34;18.0;45;36;1;37.55555555555556;2.0
67.0;46.0;56.0;1;45.0;7;59.0;55.0;390.0;33.93333333333333;31;32;36;30;15.0;7;35;36;36;0;1;2;0.0;33.8235294117647;2;31;35;35;31;1;37;37.22222222222222;34;44;31;42;18.0;30;37;1;39.333333333333336;2.0
55.0;55.0;54.0;1;55.0;20;55.0;54.0;398.0;34.4;34;30;44;30;15.0;7;39;30;32;0;1;2;0.0;33.23529411764706;2;31;33;35;30;2;35;38.111111111111114;39;36;0;0;9.0;42;34;1;31.0;2.0
61.16;50.1;55.79;0;56.79;11;58.33;55.8;396.38;33.333333333333336;38;30;37;30;15.0;7;31;40;30;0;1;3;0.0;35.0;2;34;37;36;30;2;35;32.55555555555556;32;34;34;31;18.0;32;39;1;35.27777777777778;2.0
70.0;51.0;54.0;0;53.0;10;59.0;58.0;395.0;34.86666666666667;34;36;39;33;15.0;7;40;38;30;0;1;2;0.0;31.941176470588236;2;30;31;34;32;1;36;34.666666666666664;42;34;30;33;18.0;40;37;1;35.22222222222222;2.0
73.57;54.9;54.77;0;39.79;10;48.26;54.3;387.26;34.6;38;35;33;32;15.0;7;39;39;30;0;1;1;0.0;35.294117647058826;2;39;39;31;31;1;33;36.166666666666664;40;33;39;40;18.0;33;36;1;37.72222222222222;2.0
52.06;49.65;57.84;1;46.69;15;60.56;54.29;371.46;47.06666666666667;50;45;45;41;15.0;7;45;45;50;0;1;1;0.0;40.11764705882353;2;43;40;40;45;1;41;40.111111111111114;38;41;35;41;18.0;46;45;1;40.333333333333336;3.0
84.0;80.0;53.0;0;75.0;11;65.0;60.0;459.0;35.46666666666667;34;40;33;32;15.0;7;44;36;32;0;1;1;0.0;35.64705882352941;2;39;34;31;33;1;30;37.333333333333336;41;38;36;41;15.0;46;34;1;31.846153846153847;2.0
99.0;56.0;53.0;0;53.0;16;59.0;58.0;432.0;35.86666666666667;38;40;32;37;15.0;7;42;35;31;0;1;1;0.0;34.23529411764706;2;32;32;30;32;1;42;36.111111111111114;34;47;32;33;18.0;32;37;1;35.111111111111114;2.0
73.0;61.0;56.0;0;69.0;20;60.0;60.0;442.0;37.733333333333334;33;38;40;44;15.0;7;38;39;38;0;1;1;0.0;36.23529411764706;2;37;33;38;32;1;47;33.388888888888886;36;30;33;32;18.0;41;36;1;38.611111111111114;2.0
77.0;75.0;57.0;0;47.0;11;61.0;55.0;422.0;36.06666666666667;37;41;36;39;15.0;7;42;33;30;0;1;1;0.0;36.11764705882353;2;39;36;36;32;1;40;36.77777777777778;34;42;41;33;18.0;36;44;1;34.55555555555556;2.0
72.0;59.0;62.0;1;53.0;20;68.0;58.0;432.0;41.666666666666664;40;45;43;39;15.0;7;43;32;43;0;1;1;0.0;37.411764705882355;2;37;38;34;30;1;45;34.94444444444444;43;33;34;30;18.0;38;43;1;35.833333333333336;2.0
78.0;75.0;51.0;1;53.0;18;60.0;65.0;420.0;37.6;39;42;43;32;15.0;7;44;37;30;0;1;1;0.0;36.529411764705884;2;33;45;37;30;1;42;34.888888888888886;36;33;32;35;18.0;45;34;1;36.94444444444444;2.0
75.0;50.0;63.0;0;49.0;20;68.0;59.0;423.0;35.46666666666667;40;32;38;30;15.0;7;41;36;31;0;1;1;0.0;36.294117647058826;2;30;35;32;49;1;40;36.166666666666664;44;30;39;37;18.0;36;36;1;33.388888888888886;2.0
73.0;59.0;56.0;0;45.0;2;57.0;62.0;411.0;36.2;40;41;38;32;15.0;7;39;35;30;0;1;1;0.0;37.23529411764706;2;37;38;33;41;1;42;35.388888888888886;34;34;35;38;18.0;43;35;1;38.388888888888886;2.0
78.0;50.0;65.0;0;59.0;20;67.0;52.0;429.0;36.733333333333334;37;43;38;33;15.0;7;42;41;30;0;1;1;0.0;37.294117647058826;2;38;42;36;30;1;44;37.333333333333336;49;37;33;30;18.0;43;37;1;39.94444444444444;2.0
65.0;60.0;58.0;1;50.0;20;54.0;55.0;421.0;37.733333333333334;39;42;35;37;15.0;7;42;34;35;0;1;1;0.0;36.294117647058826;2;36;35;30;31;1;40;35.0;34;35;35;36;18.0;34;43;1;36.44444444444444;2.0
78.0;58.0;51.0;1;53.0;11;50.0;60.0;406.0;37.0;33;43;40;43;15.0;7;45;37;30;0;1;1;0.0;34.23529411764706;2;30;32;37;33;1;42;35.666666666666664;37;36;37;32;18.0;45;36;1;35.22222222222222;2.0
73.0;52.0;65.0;1;50.0;8;60.0;60.0;419.0;39.46666666666667;37;46;35;42;15.0;7;46;37;37;0;1;1;0.0;36.94117647058823;2;38;36;40;30;1;47;37.94444444444444;44;32;37;38;18.0;42;38;1;39.166666666666664;2.0
82.69;42.76;53.07;0;44.29;8;56.64;64.8;402.35;36.06666666666667;36;43;38;33;15.0;7;42;30;31;0;1;1;0.0;34.05882352941177;2;31;31;34;34;1;39;33.44444444444444;34;32;38;30;18.0;33;41;1;33.666666666666664;2.0
73.0;61.0;54.0;1;56.0;8;54.0;65.0;412.0;37.266666666666666;35;40;42;42;15.0;7;45;38;30;0;1;1;0.0;35.294117647058826;2;33;36;32;36;1;42;35.611111111111114;36;39;32;38;18.0;41;31;1;37.44444444444444;2.0
67.0;63.0;55.0;1;51.0;8;59.0;54.0;402.0;36.46666666666667;35;41;38;38;15.0;7;44;38;30;0;1;1;0.0;32.588235294117645;2;33;31;30;36;1;34;37.333333333333336;39;38;36;38;18.0;43;43;1;35.111111111111114;2.0
74.0;56.0;52.0;1;39.0;20;55.0;64.0;395.0;36.733333333333334;34;41;38;40;15.0;7;44;31;33;0;1;1;0.0;34.411764705882355;2;35;34;35;31;1;42;39.72222222222222;40;40;41;40;18.0;36;34;1;37.5;2.0
67.0;65.0;56.0;1;47.0;20;64.0;60.0;404.0;37.666666666666664;37;45;33;42;15.0;7;43;38;33;0;1;1;0.0;35.411764705882355;2;40;34;36;31;2;40;34.611111111111114;32;38;36;30;18.0;42;38;1;39.388888888888886;2.0
64.0;63.0;59.0;0;59.0;20;52.0;51.0;410.0;41.13333333333333;38;46;39;39;15.0;7;45;40;41;0;1;1;0.0;36.411764705882355;2;35;33;43;31;1;44;37.833333333333336;37;32;43;43;18.0;39;45;1;39.77777777777778;2.0
55.0;49.0;63.0;1;54.0;10;50.0;53.0;407.0;35.46666666666667;30;37;42;40;15.0;7;42;36;31;0;1;1;0.0;37.05882352941177;2;36;30;33;38;1;45;33.833333333333336;34;30;32;33;18.0;37;43;1;36.611111111111114;2.0
67.0;51.0;53.0;1;49.0;8;53.0;63.0;401.0;40.53333333333333;37;47;42;40;15.0;7;44;35;39;0;1;1;0.0;37.0;2;35;38;31;30;1;43;36.166666666666664;36;41;36;36;18.0;38;35;1;35.94444444444444;2.0
67.0;57.0;52.0;0;53.0;20;52.0;58.0;402.0;37.666666666666664;40;45;35;37;15.0;7;42;36;32;0;1;1;0.0;32.64705882352941;2;30;30;36;30;1;39;33.388888888888886;33;31;36;32;18.0;42;31;1;37.5;2.0
67.0;65.0;51.0;1;60.0;7;57.0;59.0;405.0;36.06666666666667;32;37;40;43;15.0;7;40;32;34;0;1;2;0.0;35.94117647058823;2;40;34;32;34;1;40;36.611111111111114;36;37;34;40;18.0;42;35;1;38.5;2.0
53.0;65.0;54.0;1;55.0;8;70.0;55.0;408.0;37.6;40;33;40;45;15.0;7;44;37;32;0;1;2;0.0;40.411764705882355;2;40;38;41;36;1;42;35.22222222222222;39;34;32;36;18.0;42;34;1;40.22222222222222;3.0
69.0;43.0;51.0;0;55.0;1;61.0;52.0;398.0;35.0;37;33;39;39;15.0;7;39;33;30;0;1;2;0.0;33.529411764705884;2;32;40;30;30;1;42;34.888888888888886;32;45;32;33;18.0;38;30;1;34.27777777777778;2.0
63.0;52.0;48.0;1;54.0;5;62.0;63.0;402.0;37.6;42;32;39;43;15.0;7;46;41;30;0;1;3;0.0;32.411764705882355;2;30;33;30;30;1;43;34.666666666666664;33;37;32;42;18.0;32;38;1;35.77777777777778;2.0
70.0;57.0;49.0;1;43.0;8;50.0;59.0;385.0;40.4;37;33;39;41;15.0;7;44;30;48;0;1;2;0.0;36.1764705882353;2;38;31;38;30;1;39;34.666666666666664;31;34;33;39;18.0;33;30;2;34.77777777777778;2.0
72.0;77.0;57.0;1;43.0;16;65.0;59.0;399.0;35.0;30;35;39;44;15.0;7;44;35;30;0;1;2;0.0;31.705882352941178;2;31;30;31;30;1;40;35.2;35;30;37;0;15.0;41;32;1;33.0;2.0
59.0;49.0;51.0;0;54.0;9;50.0;44.0;391.0;35.4;30;34;40;43;15.0;7;48;34;30;0;1;1;0.0;37.05882352941177;2;38;35;38;30;1;42;36.0;42;32;37;34;18.0;36;33;1;35.888888888888886;2.0
58.0;60.0;62.0;1;59.0;7;57.0;62.0;411.0;37.2;30;33;39;43;15.0;7;44;41;38;0;1;2;0.0;36.1764705882353;2;34;37;37;38;1;42;36.22222222222222;44;34;30;33;18.0;43;38;1;38.611111111111114;2.0
56.0;55.0;63.0;0;53.0;8;58.0;55.0;407.0;35.6;31;38;38;40;15.0;7;41;31;34;0;1;2;0.0;32.588235294117645;2;30;36;32;31;1;31;34.888888888888886;42;33;37;31;18.0;38;30;1;33.05555555555556;2.0
58.0;58.0;56.0;1;65.0;10;50.0;60.0;408.0;35.2;32;31;41;44;15.0;7;43;38;30;0;1;2;0.0;38.8235294117647;2;37;40;37;38;1;36;34.77777777777778;36;35;36;34;18.0;39;32;1;35.72222222222222;2.0
64.0;68.0;58.0;1;45.0;16;57.0;65.0;399.0;39.06666666666667;32;36;42;38;15.0;7;45;34;43;0;1;1;0.0;38.11764705882353;2;36;33;37;31;1;45;38.611111111111114;38;39;39;41;18.0;39;35;1;39.666666666666664;2.0
67.0;72.0;61.0;0;56.0;8;52.0;57.0;403.0;37.86666666666667;31;37;37;42;15.0;7;37;31;45;0;1;2;0.0;34.11764705882353;2;30;32;36;30;1;41;35.388888888888886;33;38;41;31;18.0;40;35;1;37.166666666666664;2.0
42.0;60.0;54.0;1;48.0;9;74.0;54.0;399.0;38.0;38;44;41;42;15.0;7;43;38;30;0;1;2;0.0;36.588235294117645;2;31;46;33;32;1;44;37.333333333333336;36;43;36;41;18.0;40;34;1;34.611111111111114;2.0
73.0;45.0;54.0;1;43.0;7;54.0;56.0;383.0;38.8;32;44;40;42;15.0;7;43;38;38;0;1;2;0.0;31.294117647058822;2;32;32;30;30;1;35;33.333333333333336;34;30;35;31;18.0;42;36;1;35.77777777777778;2.0
72.0;52.0;46.0;0;55.0;11;53.0;62.0;391.0;38.53333333333333;35;41;40;43;15.0;7;38;36;39;0;1;2;0.0;32.588235294117645;2;33;30;30;35;1;31;36.166666666666664;30;42;32;36;18.0;39;33;1;37.44444444444444;2.0
56.0;55.0;62.0;0;55.0;11;59.0;62.0;405.0;34.0;33;37;31;41;15.0;7;40;34;30;0;1;2;0.0;34.64705882352941;2;37;31;35;34;2;35;35.333333333333336;33;35;32;36;18.0;38;32;1;36.22222222222222;2.0
62.53;62.69;58.96;1;51.75;18;58.25;54.54;398.05;36.733333333333334;37;41;40;43;15.0;7;41;33;30;0;1;1;0.0;35.94117647058823;2;30;46;37;32;1;43;35.72222222222222;31;40;35;37;18.0;43;38;1;34.05555555555556;2.0
48.0;45.0;57.0;1;48.0;11;70.0;54.0;393.0;37.13333333333333;37;40;41;42;15.0;7;42;38;30;0;1;2;0.0;33.470588235294116;2;30;40;31;30;1;43;35.388888888888886;36;34;37;37;18.0;40;32;1;33.666666666666664;2.0
63.87;48.43;55.79;0;51.65;8;52.97;73.56;403.88;36.13333333333333;34;42;38;43;15.0;7;39;39;30;0;1;1;0.0;34.0;2;36;32;35;30;2;40;33.5;31;33;30;32;18.0;38;38;1;33.55555555555556;2.0
59.0;59.0;59.0;0;50.0;11;53.0;57.0;395.0;41.0;46;45;43;40;15.0;7;44;37;34;0;1;3;0.0;35.411764705882355;2;37;34;37;31;1;43;35.77777777777778;38;34;32;38;18.0;41;40;1;38.77777777777778;2.0
68.0;43.0;51.0;1;45.0;20;69.0;44.0;379.0;38.86666666666667;31;40;38;42;15.0;7;47;38;40;0;1;1;0.0;37.588235294117645;2;34;30;41;36;1;45;36.22222222222222;38;37;35;39;18.0;33;40;1;35.833333333333336;2.0
55.0;51.0;69.0;0;54.0;5;55.0;59.0;408.0;35.733333333333334;36;34;38;41;15.0;7;36;31;35;0;1;2;0.0;35.294117647058826;2;38;30;35;33;2;36;36.111111111111114;33;38;41;38;18.0;37;33;1;33.72222222222222;2.0
74.0;40.0;48.0;0;47.0;4;52.0;47.0;377.0;35.0;30;35;39;39;15.0;7;45;30;32;0;1;2;0.0;35.94117647058823;2;33;39;35;36;1;43;37.388888888888886;31;47;38;37;18.0;40;38;1;38.166666666666664;2.0
67.0;60.0;56.0;0;48.0;11;57.0;53.0;387.0;35.46666666666667;36;40;38;38;15.0;7;30;30;35;0;1;2;0.0;35.588235294117645;2;33;37;36;30;1;40;34.77777777777778;34;38;34;32;18.0;41;40;1;35.833333333333336;2.0
51.0;75.0;56.0;0;50.0;3;83.0;52.0;397.0;37.333333333333336;36;36;45;38;15.0;7;45;42;30;0;1;3;0.0;35.411764705882355;2;35;32;33;40;1;43;37.44444444444444;36;42;32;37;18.0;43;36;1;37.333333333333336;2.0
61.0;63.0;59.0;1;65.0;1;61.0;51.0;398.0;37.2;34;40;45;42;15.0;7;41;38;31;0;1;2;0.0;36.529411764705884;2;42;35;30;34;1;36;41.166666666666664;49;42;33;45;18.0;44;32;1;40.333333333333336;3.0
58.0;60.0;46.0;1;42.0;18;47.0;53.0;374.0;36.2;32;41;40;41;15.0;7;40;36;32;0;1;3;0.0;37.8235294117647;2;31;42;30;43;1;47;35.27777777777778;42;42;35;34;15.0;39;44;1;35.45454545454545;2.0
69.96;56.82;43.82;1;55.62;1;52.31;50.53;375.37;36.46666666666667;41;30;40;42;15.0;7;41;40;30;0;1;3;0.0;34.05882352941177;2;36;39;30;33;1;36;38.27777777777778;44;37;35;39;18.0;44;46;1;37.111111111111114;2.0
67.0;42.0;51.0;0;49.0;20;46.0;55.0;381.0;34.86666666666667;32;40;32;38;15.0;7;43;39;30;0;1;2;0.0;35.05882352941177;2;32;43;30;33;1;37;35.05555555555556;36;32;32;40;18.0;41;36;1;39.5;2.0
58.0;94.0;58.0;1;48.0;8;58.0;57.0;391.0;37.8;32;40;44;44;15.0;7;44;43;32;0;1;1;0.0;35.76470588235294;2;36;31;44;30;1;43;40.666666666666664;47;48;41;39;18.0;42;33;1;37.388888888888886;2.0
64.0;42.0;59.0;1;47.0;20;48.0;55.0;386.0;38.333333333333336;38;40;37;38;15.0;7;41;35;38;0;1;1;0.0;36.411764705882355;2;36;34;39;37;1;38;38.0;43;45;32;38;18.0;42;33;1;38.72222222222222;2.0
61.0;60.0;54.0;0;38.0;10;57.0;56.0;372.0;34.06666666666667;30;33;33;44;15.0;7;42;33;32;0;1;2;0.0;36.35294117647059;2;33;39;40;30;1;42;35.72222222222222;35;35;42;34;18.0;39;31;1;34.94444444444444;2.0
73.0;48.0;47.0;0;50.0;14;50.0;56.0;374.0;35.86666666666667;36;31;34;42;15.0;7;40;30;37;0;1;2;0.0;35.11764705882353;2;40;36;33;30;1;36;33.05555555555556;36;30;30;40;18.0;30;37;1;32.27272727272727;2.0
58.38;50.1;55.79;0;47.31;4;58.33;54.03;383.83;36.8;37;39;40;37;15.0;7;42;34;32;0;1;2;0.0;35.94117647058823;2;32;46;33;31;1;37;35.44444444444444;37;32;30;39;18.0;45;41;1;36.5;2.0
61.0;54.0;54.0;0;50.0;11;57.0;54.0;382.0;36.4;32;41;37;42;15.0;7;42;36;33;0;1;2;0.0;39.294117647058826;2;40;46;30;30;1;43;36.111111111111114;37;34;39;36;18.0;44;34;1;34.94444444444444;2.0
58.0;83.0;56.0;1;50.0;5;63.0;52.0;388.0;36.4;35;34;44;40;15.0;7;45;35;30;0;1;2;0.0;33.294117647058826;2;37;30;31;30;1;46;33.388888888888886;36;31;36;31;18.0;37;32;1;33.94444444444444;2.0
63.73;48.43;62.35;0;42.25;4;58.52;54.29;381.87;39.4;43;44;31;36;15.0;7;40;32;41;0;1;1;0.0;35.94117647058823;2;32;33;41;37;1;43;34.94444444444444;33;33;32;37;18.0;37;33;1;36.05555555555556;2.0
58.0;59.0;62.0;1;48.0;13;63.0;56.0;391.0;33.266666666666666;30;32;38;41;15.0;7;36;36;30;0;1;2;0.0;35.05882352941177;2;36;40;36;30;1;40;29.333333333333332;35;15;37;25;9.0;41;32;2;40.0;2.0
61.0;48.0;49.0;1;53.0;7;70.0;54.0;383.0;37.46666666666667;37;38;39;43;15.0;7;44;34;33;0;1;3;0.0;35.529411764705884;2;33;47;30;30;1;41;40.44444444444444;44;42;42;40;18.0;44;37;1;39.27777777777778;2.0
64.0;45.0;45.0;0;53.0;8;49.0;59.0;384.0;35.53333333333333;36;38;35;38;15.0;7;42;37;30;0;1;2;0.0;35.35294117647059;2;36;43;30;30;2;35;39.77777777777778;41;44;41;40;18.0;43;42;1;38.666666666666664;2.0
58.0;63.0;43.0;0;50.0;14;62.0;51.0;372.0;36.733333333333334;32;30;38;41;15.0;7;44;30;40;0;1;2;0.0;32.76470588235294;2;31;30;36;34;1;31;32.888888888888886;33;30;35;30;18.0;36;37;1;33.0;2.0
53.0;40.0;47.0;1;57.0;11;57.0;57.0;382.0;37.666666666666664;35;36;42;38;15.0;7;41;40;36;0;1;2;0.0;32.94117647058823;2;34;30;33;31;1;43;37.888888888888886;35;48;30;38;18.0;36;37;1;37.611111111111114;2.0
62.0;39.0;54.0;1;50.0;5;56.0;52.0;374.0;37.0;30;41;43;42;15.0;7;43;37;33;0;1;1;0.0;32.11764705882353;2;35;31;30;30;1;39;39.77777777777778;45;50;36;37;18.0;42;38;1;40.05555555555556;3.0
63.0;43.0;37.0;1;45.0;8;69.0;50.0;359.0;36.666666666666664;30;40;42;32;15.0;7;45;34;35;0;1;3;0.0;36.529411764705884;2;33;47;33;35;1;39;36.166666666666664;45;35;34;35;18.0;39;36;1;34.833333333333336;2.0
62.53;45.63;49.77;0;46.79;4;61.41;50.78;368.8;35.86666666666667;36;41;37;40;15.0;7;39;36;30;0;1;1;0.0;35.294117647058826;2;33;41;33;30;1;42;37.833333333333336;43;35;36;43;18.0;39;33;1;37.888888888888886;2.0
58.0;51.0;66.0;1;54.0;8;57.0;57.0;392.0;37.86666666666667;41;39;47;42;15.0;7;38;35;30;0;1;3;0.0;38.23529411764706;2;42;48;31;31;1;37;35.833333333333336;34;40;30;37;18.0;43;37;1;37.388888888888886;2.0
58.0;59.0;41.0;0;53.0;11;57.0;56.0;371.0;37.46666666666667;38;37;39;42;15.0;7;42;38;33;0;1;3;0.0;32.64705882352941;2;30;35;30;31;1;39;35.77777777777778;35;34;35;36;18.0;43;42;1;37.333333333333336;2.0
61.0;75.0;51.0;0;60.0;20;53.0;63.0;388.0;35.666666666666664;31;36;40;43;15.0;7;41;37;32;0;1;1;0.0;32.05882352941177;2;30;30;30;30;1;40;35.2;36;43;30;0;15.0;38;32;1;36.666666666666664;2.0
58.0;72.0;47.0;0;48.0;11;57.0;56.0;375.0;32.666666666666664;31;35;33;37;15.0;7;37;30;30;0;1;2;0.0;32.64705882352941;2;33;30;30;35;1;30;21.866666666666667;31;35;6;0;9.0;34;35;1;30.0;1.0
58.0;50.0;50.0;1;48.0;8;52.0;54.0;370.0;34.666666666666664;33;40;38;33;15.0;7;41;30;30;0;1;1;0.0;34.64705882352941;2;36;33;34;35;1;41;33.166666666666664;33;31;32;31;18.0;41;35;1;36.333333333333336;2.0
62.0;58.0;52.0;1;45.0;20;56.0;49.0;371.0;34.13333333333333;30;30;38;39;15.0;7;41;33;33;0;1;3;0.0;34.11764705882353;2;33;35;31;30;1;47;36.111111111111114;30;47;34;38;18.0;40;30;1;33.666666666666664;2.0
61.0;48.0;54.0;0;46.0;10;63.0;34.0;369.0;34.93333333333333;30;39;35;42;15.0;7;41;38;31;0;1;3;0.0;34.64705882352941;2;30;43;32;30;1;35;34.333333333333336;33;35;32;35;18.0;34;43;1;34.5;2.0
67.0;61.0;54.0;0;45.0;4;50.0;54.0;374.0;34.2;32;42;33;32;15.0;7;42;31;30;0;1;1;0.0;32.07142857142857;2;30;32;0;31;1;31;23.0;31;0;0;0;6.0;39;36;1;18.8;1.0
58.0;56.0;54.0;1;63.0;10;55.0;49.0;389.0;33.733333333333334;31;32;36;37;15.0;7;42;36;30;0;1;2;0.0;34.470588235294116;2;38;30;30;31;1;47;38.77777777777778;47;43;36;35;18.0;40;36;1;37.27777777777778;2.0
61.16;56.82;53.82;0;42.41;19;46.27;46.93;365.38;37.6;38;41;33;37;15.0;7;43;35;36;0;1;1;0.0;35.294117647058826;2;35;35;35;41;1;30;36.0;33;45;40;30;18.0;35;44;1;35.0;2.0
64.0;50.0;54.0;0;50.0;7;55.0;54.0;384.0;33.46666666666667;32;34;34;35;15.0;7;41;33;30;0;1;3;0.0;33.23529411764706;2;34;30;37;30;1;38;32.05555555555556;34;32;27;39;15.0;30;31;1;32.23076923076923;2.0
63.47;73.24;53.24;0;53.3;10;50.31;51.9;378.91;34.53333333333333;34;36;34;32;15.0;7;35;30;36;0;1;1;0.0;32.76470588235294;2;39;42;26;17;1;31;33.111111111111114;34;34;0;0;9.0;31;32;2;34.0;2.0
64.0;50.0;54.0;0;59.0;8;55.0;55.0;383.0;34.53333333333333;31;36;35;36;15.0;7;42;31;33;0;1;2;0.0;32.529411764705884;2;32;31;37;31;1;35;32.388888888888886;31;35;38;25;15.0;38;30;2;33.07692307692308;2.0
83.0;74.0;71.0;1;61.0;20;65.0;69.0;484.0;38.333333333333336;37;38;45;47;15.0;7;43;37;32;0;1;1;0.0;37.94117647058823;2;38;37;43;30;1;42;36.833333333333336;37;43;38;38;18.0;34;31;1;40.94444444444444;3.0
68.0;57.0;55.0;0;69.0;11;64.0;65.0;462.0;37.4;33;43;47;39;15.0;7;38;39;32;0;1;1;0.0;34.0;2;35;35;34;31;1;40;38.77777777777778;40;45;37;37;18.0;40;30;1;35.333333333333336;2.0
68.0;58.0;64.0;0;66.0;8;75.0;62.0;473.0;35.06666666666667;37;38;32;39;15.0;7;40;32;31;0;1;2;0.0;34.35294117647059;2;32;35;33;34;2;34;36.666666666666664;38;40;39;30;18.0;39;36;1;36.22222222222222;2.0
75.0;47.0;56.0;0;61.0;16;57.0;68.0;452.0;37.8;41;42;42;46;15.0;7;38;34;30;0;1;1;0.0;34.23529411764706;2;37;33;33;30;1;42;36.72222222222222;38;32;40;35;18.0;45;34;1;38.111111111111114;2.0
63.0;49.0;68.0;0;69.0;7;91.0;47.0;469.0;37.46666666666667;33;37;37;42;15.0;7;41;35;39;0;1;1;0.0;32.705882352941174;2;33;31;33;31;1;38;35.0;40;32;35;30;18.0;43;43;1;38.611111111111114;2.0
80.0;77.0;69.0;1;60.0;8;67.0;66.0;460.0;42.93333333333333;43;43;45;45;15.0;7;43;40;42;0;1;1;0.0;41.8235294117647;2;40;39;43;41;1;42;41.0;42;43;44;44;18.0;42;39;1;43.333333333333336;3.0
59.0;74.0;57.0;1;48.0;20;67.0;69.0;446.0;34.93333333333333;30;33;41;32;15.0;7;42;38;33;0;1;2;0.0;34.411764705882355;2;32;35;32;37;1;39;37.111111111111114;38;34;34;37;18.0;43;45;1;38.22222222222222;2.0
68.0;80.0;62.0;1;70.0;20;71.0;65.0;462.0;38.46666666666667;43;39;41;43;15.0;7;42;41;30;0;1;3;0.0;33.705882352941174;2;30;34;34;32;1;45;35.27777777777778;32;42;30;41;18.0;40;30;1;34.55555555555556;2.0
71.0;60.0;59.0;1;59.0;11;65.0;65.0;446.0;40.53333333333333;41;38;41;39;15.0;7;43;38;41;0;1;1;0.0;36.88235294117647;2;37;36;42;36;1;42;34.05555555555556;37;30;37;36;18.0;34;35;1;38.111111111111114;2.0
86.0;43.0;63.0;0;44.0;11;58.0;58.0;426.0;38.0;33;41;42;40;15.0;7;41;31;38;0;1;1;0.0;35.294117647058826;2;30;41;36;30;1;36;32.888888888888886;32;30;34;30;18.0;45;34;1;36.833333333333336;2.0
65.0;94.0;55.0;0;62.0;6;67.0;62.0;438.0;37.46666666666667;36;43;38;31;15.0;7;41;35;36;0;1;1;0.0;31.941176470588236;2;30;30;33;36;1;33;36.94444444444444;35;35;39;43;18.0;43;30;1;40.27777777777778;3.0
