CON_MAT_ICFES;IDIOMA_ICFES;BIOLOGIA_ICFES;GENERO;FILOSOFIA_ICFES;LOCALIDAD;LITERATURA_ICFES;QUIMICA_ICFES;PG_ICFES;PROMEDIO_UNO;NOTA_ALGEBRA;NOTA_DITO;NOTA_TEXTOS;NOTA_CD&C;NCA_UNO;NAA_UNO;NOTA_HIST;NOTA_SEM;NOTA_DIF;NAP_UNO;VECES_HIST;VECES_ALGEBRA;NCP_UNO;PROMEDIO_DOS;EPA_DOS;NOTA_TOP;NOTA_PROGB;NOTA_FIS_UNO;NOTA_INT;VECES_TOP;NOTA_EYB;PROMEDIO_TRES;NOTA_SUELOS;NOTA_POO;NOTA_FIS_DOS;NOTA_ECUA;NCA_TRES;NOTA_FOTO;NOTA_CFJC;VECES_SUELOS;PROMEDIO_CINCO;RENDIMIENTO_CINCO
51.6;47.17;44.68;1;46.77;10;61.07;59.89;425.39;36.666666666666664;30;40;45;50;15.0;7;40;40;30;0;1;1;0.0;40.294117647058826;2;40;50;40;30;1;35;39.94444444444444;40;50;41;37;18.0;40;45;1;41.111111111111114;3.0
70.11;54.9;54.77;0;51.28;15;50.37;56.08;425.21;35.0;30;30;40;45;15.0;7;45;40;30;0;1;1;0.0;35.88235294117647;2;35;50;30;30;1;35;37.5;44;44;37;33;18.0;30;45;1;33.77777777777778;2.0
64.16;54.9;46.76;1;55.96;20;58.8;49.12;426.13;35.0;30;35;35;35;15.0;7;40;40;35;0;1;3;0.0;34.1764705882353;2;33;35;39;30;1;37;31.0;31;30;30;33;18.0;33;30;1;40.111111111111114;3.0
70.62;54.64;52.41;1;47.29;8;55.4;61.37;430.39;37.666666666666664;30;40;40;45;15.0;7;45;40;35;0;1;1;0.0;34.11764705882353;2;35;35;30;35;1;35;34.888888888888886;30;43;30;37;18.0;38;30;1;37.72222222222222;2.0
58.94;65.1;55.09;1;61.03;20;39.08;56.4;437.93;35.333333333333336;33;35;35;35;15.0;7;40;40;34;0;1;5;0.0;16.58823529411765;1;34;30;0;5;1;30;16.714285714285715;24;5;0;0;1.0;0;30;3;10.0;1.0
49.14;65.1;48.79;1;51.28;13;61.07;57.93;439.88;35.0;30;40;35;45;15.0;7;40;40;30;0;1;3;0.0;32.88235294117647;2;30;35;31;30;1;35;34.0;30;43;30;38;18.0;32;35;1;34.111111111111114;2.0
61.53;72.32;53.07;1;46.59;20;63.4;54.59;445.26;37.0;30;40;40;50;15.0;7;45;45;30;0;1;2;0.0;32.05882352941177;2;30;35;30;30;1;40;35.833333333333336;32;43;40;30;18.0;40;40;1;34.94444444444444;2.0
58.94;61.22;55.09;0;51.14;8;58.84;60.27;461.48;34.0;35;30;35;35;15.0;7;40;40;30;0;1;2;0.0;32.0;2;30;36;31;31;1;35;34.833333333333336;35;36;37;36;18.0;30;45;2;34.72222222222222;2.0
51.49;35.81;44.9;0;48.86;20;61.03;45.83;413.1;33.0;30;30;40;30;15.0;7;35;45;30;0;1;5;0.0;34.76470588235294;2;43;30;33;31;2;33;35.77777777777778;42;36;31;38;18.0;40;30;2;39.27777777777778;2.0
51.49;45.94;42.7;0;48.86;8;52.45;47.62;419.43;37.0;30;40;40;50;15.0;7;45;45;30;0;1;1;0.0;33.23529411764706;2;35;35;30;30;1;35;37.27777777777778;30;45;35;40;18.0;40;45;1;34.72222222222222;2.0
58.94;45.94;52.77;1;53.59;10;50.37;50.85;439.86;36.666666666666664;30;40;45;45;15.0;7;40;45;30;0;1;2;0.0;31.705882352941178;2;30;35;30;30;1;37;39.666666666666664;35;50;40;40;18.0;45;39;1;37.77777777777778;2.0
58.94;61.22;46.76;1;55.96;7;52.54;57.93;461.6;37.666666666666664;40;30;45;40;15.0;7;45;45;30;0;1;3;0.0;31.823529411764707;2;30;30;36;31;2;35;38.0;40;50;33;36;18.0;34;43;1;38.05555555555556;2.0
58.94;54.9;53.07;1;58.36;8;50.47;67.52;451.91;37.0;30;40;45;50;15.0;7;40;45;30;0;1;1;0.0;35.588235294117645;2;30;40;35;35;1;40;37.388888888888886;35;42;30;44;18.0;45;40;1;39.44444444444444;2.0
56.43;52.09;53.07;0;58.36;5;58.8;52.83;446.66;36.666666666666664;35;35;40;45;15.0;7;40;50;30;0;1;2;0.0;36.1764705882353;2;30;45;40;30;1;45;38.77777777777778;35;35;44;39;18.0;43;45;1;39.55555555555556;2.0
56.46;65.1;54.77;0;42.19;6;61.07;52.57;442.01;34.666666666666664;30;40;45;30;15.0;7;35;40;30;0;1;2;0.0;32.705882352941174;2;30;35;35;32;1;35;33.388888888888886;32;43;30;30;18.0;33;40;1;34.333333333333336;2.0
61.49;44.71;46.76;1;42.19;20;54.6;52.57;420.22;39.333333333333336;30;45;50;40;15.0;7;50;50;30;0;1;1;0.0;32.94117647058823;2;40;30;30;30;1;40;35.388888888888886;33;45;36;30;18.0;40;35;1;38.611111111111114;2.0
61.53;47.17;51.06;0;46.59;6;46.23;51.1;421.37;34.666666666666664;30;35;35;40;15.0;7;40;50;30;0;1;1;0.0;31.470588235294116;2;30;30;35;30;2;35;32.27777777777778;30;33;35;30;18.0;31;30;1;34.05555555555556;2.0
58.94;47.17;49.05;0;51.14;11;54.54;52.83;428.82;36.0;30;40;45;45;15.0;7;35;45;30;0;1;1;0.0;35.35294117647059;2;42;35;30;40;3;35;34.0;31;40;33;38;18.0;30;33;1;35.166666666666664;2.0
64.24;62.69;57.16;1;53.46;20;54.54;64.8;458.73;34.666666666666664;30;35;40;35;15.0;7;40;45;30;0;1;1;0.0;32.94117647058823;2;30;35;30;30;1;40;35.5;30;45;30;35;18.0;35;35;1;34.5;2.0
67.01;49.63;42.51;0;46.77;11;50.37;67.0;425.99;37.0;30;40;40;30;15.0;7;35;45;40;0;1;1;0.0;35.0;2;30;40;40;35;1;35;35.05555555555556;35;31;33;36;18.0;41;30;1;38.94444444444444;2.0
58.94;53.32;53.07;1;55.86;8;54.6;54.59;453.41;38.0;40;35;45;40;15.0;7;40;50;30;0;1;1;0.0;34.705882352941174;2;35;35;40;30;1;40;35.05555555555556;30;45;39;30;18.0;39;31;1;37.55555555555556;2.0
53.42;49.6;65.51;0;53.94;20;55.21;65.03;465.32;39.333333333333336;45;40;45;45;15.0;7;40;40;30;0;1;3;0.0;31.88235294117647;2;35;45;21;16;2;40;21.625;20;25;0;0;0.0;19;0;2;13.0;1.0
67.13;50.86;51.06;0;34.19;7;48.26;49.37;392.25;35.666666666666664;30;35;45;40;15.0;7;40;45;30;0;1;1;0.0;32.35294117647059;2;30;40;30;30;1;35;36.5;30;45;37;37;18.0;40;40;1;34.611111111111114;2.0
49.84;55.84;62.36;1;49.38;20;52.97;53.84;446.72;37.0;30;35;40;45;15.0;7;40;50;35;0;1;1;0.0;33.23529411764706;2;35;35;35;30;1;35;34.666666666666664;30;40;30;37;18.0;40;40;1;36.888888888888886;2.0
53.95;61.22;51.06;0;46.59;10;39.08;58.28;424.77;38.0;35;40;45;40;15.0;7;45;45;30;0;1;1;0.0;34.705882352941174;2;30;40;35;30;1;40;31.333333333333332;30;30;33;30;18.0;30;45;1;36.22222222222222;2.0
64.24;48.4;42.7;0;48.86;20;58.8;60.27;441.14;36.333333333333336;30;35;40;35;15.0;7;40;50;35;0;1;2;0.0;35.529411764705884;2;30;44;36;30;1;35;34.166666666666664;31;41;39;31;18.0;30;30;1;33.833333333333336;2.0
58.89;52.09;62.35;1;39.64;11;60.56;67.93;452.93;36.666666666666664;30;35;45;40;15.0;7;45;50;30;0;1;1;0.0;37.705882352941174;2;35;45;42;30;1;40;36.05555555555556;35;37;32;33;18.0;43;50;1;36.27777777777778;2.0
61.49;50.86;44.68;0;44.51;5;54.6;54.3;410.83;37.0;35;40;45;35;15.0;7;40;45;30;0;1;3;0.0;31.647058823529413;2;30;32;33;31;1;35;34.27777777777778;39;31;34;37;18.0;30;44;1;34.166666666666664;2.0
67.01;58.06;56.82;1;55.96;10;48.26;50.85;453.08;40.333333333333336;35;35;50;50;15.0;7;45;50;35;0;1;1;0.0;32.64705882352941;2;35;30;30;30;1;45;34.22222222222222;35;40;30;32;18.0;35;45;1;37.44444444444444;2.0
53.95;52.09;61.56;1;46.59;7;50.37;54.59;434.23;38.666666666666664;35;35;45;50;15.0;7;40;45;35;0;1;1;0.0;35.588235294117645;2;35;35;30;35;2;40;36.55555555555556;30;50;38;34;18.0;36;34;1;37.666666666666664;2.0
58.13;48.43;53.95;0;48.41;10;51.21;43.47;405.3;28.866666666666667;15;30;40;35;8.0;5;40;45;22;2;1;6;7.0;22.5;1;34;4;0;0;2;33;20.833333333333332;28;0;0;0;1.0;4;33;1;3.0;1.0
67.01;59.64;44.68;1;42.19;16;54.54;56.08;410.94;39.0;40;35;45;50;15.0;7;45;45;30;0;1;1;0.0;32.94117647058823;2;30;30;35;30;1;40;33.44444444444444;30;35;30;39;18.0;40;30;1;39.111111111111114;2.0
64.09;59.9;56.75;0;54.45;18;51.14;55.14;431.95;35.0;30;30;45;35;15.0;7;40;50;30;0;1;1;0.0;35.05882352941177;2;35;40;35;32;1;40;35.94444444444444;30;39;32;34;18.0;34;45;1;36.44444444444444;2.0
51.49;49.63;51.06;0;46.59;8;54.6;52.83;404.64;36.333333333333336;30;45;40;45;15.0;7;30;40;35;0;1;1;0.0;34.411764705882355;2;30;35;30;50;1;30;37.388888888888886;35;39;35;42;18.0;42;40;1;40.55555555555556;3.0
51.6;52.09;48.79;1;46.77;19;50.37;56.08;445.65;35.666666666666664;40;35;40;40;15.0;7;35;35;30;0;1;2;0.0;34.411764705882355;2;30;40;30;30;1;45;37.05555555555556;35;42;33;40;18.0;31;50;1;34.833333333333336;2.0
56.43;39.05;55.09;1;48.86;19;56.64;51.1;457.37;33.666666666666664;30;35;40;35;15.0;7;35;40;30;0;1;2;0.0;32.05882352941177;2;30;30;35;30;1;40;34.55555555555556;38;34;32;30;18.0;40;35;1;32.94444444444444;2.0
56.43;61.22;51.06;0;44.29;8;54.6;54.59;438.17;35.0;30;40;40;45;15.0;7;35;40;30;0;1;1;0.0;35.588235294117645;2;35;50;30;30;1;40;38.611111111111114;30;50;30;45;18.0;36;50;1;36.55555555555556;2.0
69.18;39.11;57.84;1;46.69;16;54.66;54.29;440.78;37.666666666666664;35;45;35;50;15.0;7;35;40;35;0;1;1;0.0;34.705882352941174;2;40;35;30;30;1;40;37.77777777777778;35;43;35;37;18.0;40;45;1;37.44444444444444;2.0
53.95;54.9;49.05;1;44.29;20;56.64;60.27;438.08;34.666666666666664;30;35;40;30;15.0;7;35;40;35;0;1;2;0.0;32.94117647058823;2;35;37;30;30;1;37;34.55555555555556;37;40;33;36;18.0;32;30;1;34.888888888888886;2.0
73.76;47.17;47.0;0;48.86;15;46.1;62.42;446.65;34.666666666666664;30;40;40;40;15.0;7;35;40;30;0;1;1;0.0;31.470588235294116;2;30;35;30;30;1;35;35.333333333333336;35;38;30;36;18.0;34;40;1;38.111111111111114;2.0
56.59;58.45;64.97;0;44.33;11;56.57;57.92;459.43;31.333333333333332;30;30;30;40;15.0;7;30;40;30;0;2;1;0.0;34.705882352941174;2;30;34;30;32;1;40;34.0;30;34;30;37;18.0;34;40;2;34.888888888888886;2.0
67.13;52.09;44.9;1;51.14;7;52.45;54.59;443.6;38.333333333333336;35;45;40;50;15.0;7;35;40;35;0;1;1;0.0;40.0;2;45;40;45;35;1;40;39.0;35;45;35;39;18.0;40;40;1;41.166666666666664;3.0
64.24;58.06;51.06;0;46.59;7;58.84;52.83;431.95;35.0;30;45;35;45;15.0;7;35;40;30;0;1;1;0.0;35.294117647058826;2;40;35;35;30;1;45;35.388888888888886;35;35;35;38;18.0;40;35;1;38.0;2.0
54.03;50.86;50.78;0;42.19;9;61.07;56.08;446.63;31.0;30;30;30;40;15.0;7;30;35;30;0;2;2;0.0;31.529411764705884;2;30;30;30;32;1;40;33.611111111111114;36;30;33;31;18.0;35;31;1;35.05555555555556;2.0
67.13;59.64;44.9;0;41.95;7;52.45;51.1;429.66;37.333333333333336;40;35;35;40;15.0;7;30;40;40;0;1;1;0.0;36.76470588235294;2;40;40;35;35;1;35;36.94444444444444;35;38;40;37;18.0;45;35;1;27.833333333333332;1.0
64.24;43.48;55.09;0;53.46;10;50.37;56.4;429.4;34.666666666666664;30;40;35;45;15.0;7;30;35;35;0;1;1;0.0;32.529411764705884;2;33;33;30;31;3;35;29.555555555555557;36;31;0;0;8.0;30;5;2;30.0;1.0
67.01;77.14;63.55;0;55.96;8;52.45;57.93;477.57;33.666666666666664;30;35;35;45;15.0;7;35;40;30;0;1;2;0.0;34.8235294117647;2;30;45;34;30;1;35;35.0;36;39;31;33;18.0;35;47;1;35.888888888888886;2.0
58.13;57.13;53.95;0;46.04;11;55.25;55.7;455.33;39.0;45;35;35;50;15.0;7;30;40;40;0;1;1;0.0;37.35294117647059;2;40;45;30;35;1;40;37.111111111111114;35;39;35;42;18.0;35;40;1;36.388888888888886;2.0
64.16;53.32;48.79;1;34.5;20;52.45;50.85;416.05;34.333333333333336;35;35;40;40;15.0;7;30;40;30;0;1;2;0.0;33.23529411764706;2;30;45;30;30;1;35;33.388888888888886;30;30;36;36;18.0;33;40;1;39.22222222222222;2.0
54.03;67.51;56.82;1;49.02;7;63.42;50.85;436.75;34.333333333333336;30;35;40;45;15.0;7;35;40;30;0;1;2;0.0;32.94117647058823;2;30;40;30;30;1;40;35.388888888888886;30;43;32;30;18.0;35;45;1;34.666666666666664;2.0
53.95;77.14;53.07;1;41.95;10;58.84;56.4;427.76;34.333333333333336;30;35;40;50;15.0;7;35;35;30;0;1;1;0.0;37.35294117647059;2;35;50;35;30;1;40;36.611111111111114;47;33;37;30;18.0;40;45;1;35.166666666666664;2.0
56.46;65.1;58.93;0;44.51;20;54.6;56.08;424.44;36.0;30;40;40;40;15.0;7;35;40;35;0;1;1;0.0;35.588235294117645;2;30;50;35;30;1;40;34.833333333333336;35;35;38;30;18.0;40;40;1;32.833333333333336;2.0
73.57;48.4;46.76;0;49.02;15;43.85;56.08;429.21;32.666666666666664;30;35;35;35;15.0;7;35;35;30;0;1;1;0.0;31.470588235294116;2;35;30;30;30;1;35;34.05555555555556;31;35;35;31;18.0;44;39;1;35.27777777777778;2.0
61.49;53.32;52.77;1;55.96;11;48.26;50.85;429.52;35.0;30;40;35;45;15.0;7;40;40;30;0;1;1;0.0;32.35294117647059;2;35;30;30;35;1;35;35.27777777777778;30;35;30;41;18.0;40;45;1;36.44444444444444;2.0
70.38;53.32;52.41;1;44.77;11;51.14;55.14;421.02;33.0;30;30;35;35;15.0;7;40;40;30;0;1;1;0.0;35.0;2;40;30;40;35;1;35;37.111111111111114;35;45;36;39;18.0;35;40;1;38.05555555555556;2.0
56.46;49.63;50.78;1;55.96;7;56.7;49.12;431.63;38.333333333333336;30;45;35;50;15.0;7;45;45;35;0;1;2;0.0;35.705882352941174;2;40;35;36;33;1;35;38.166666666666664;32;50;38;32;18.0;38;38;1;38.333333333333336;2.0
58.94;49.63;37.89;0;53.46;20;61.03;58.28;431.91;36.333333333333336;40;35;35;40;15.0;7;30;45;35;0;1;1;0.0;33.8235294117647;2;40;30;35;30;1;40;37.72222222222222;35;50;40;30;18.0;35;45;1;37.5;2.0
61.53;58.06;47.0;1;53.46;10;50.37;54.59;405.25;35.2;31;40;35;45;15.0;7;45;30;30;0;1;5;0.0;30.941176470588236;2;40;25;30;26;2;35;32.166666666666664;35;0;0;0;5.0;30;28;1;44.0;3.0
56.43;65.1;61.56;0;48.86;20;63.4;58.28;463.3;34.333333333333336;30;40;35;30;15.0;7;40;45;30;0;1;1;0.0;32.35294117647059;2;40;30;30;30;1;35;34.388888888888886;30;50;30;30;18.0;30;40;1;34.72222222222222;2.0
67.01;43.48;44.68;0;44.51;20;52.45;45.59;420.89;33.666666666666664;30;40;35;45;15.0;7;30;40;30;0;1;3;0.0;31.11764705882353;2;30;30;33;30;1;35;33.72222222222222;31;39;30;33;18.0;39;31;2;36.94444444444444;2.0
66.5;40.89;53.84;0;44.72;16;52.97;63.57;422.19;35.666666666666664;30;40;35;45;15.0;7;30;30;40;0;1;1;0.0;34.11764705882353;2;35;45;30;30;1;35;35.72222222222222;35;30;39;36;18.0;43;35;1;36.22222222222222;2.0
70.26;56.48;57.16;1;46.59;6;56.7;56.4;457.38;40.333333333333336;40;50;40;45;15.0;7;40;40;35;0;1;1;0.0;36.76470588235294;2;40;35;35;35;1;35;39.44444444444444;40;45;40;40;18.0;40;45;1;38.611111111111114;2.0
63.76;48.65;55.27;0;43.64;10;62.78;57.25;454.26;34.333333333333336;30;35;40;45;15.0;7;35;40;30;0;1;1;0.0;33.529411764705884;2;35;35;30;30;1;45;33.833333333333336;35;43;30;30;18.0;35;35;1;36.166666666666664;2.0
61.22;53.32;59.08;0;42.4;7;53.24;59.09;424.52;32.666666666666664;30;35;35;35;15.0;7;30;45;30;0;1;2;0.0;32.705882352941174;2;30;38;30;30;1;35;36.0;34;50;36;30;18.0;31;37;1;34.166666666666664;2.0
70.26;53.32;49.05;0;44.29;20;46.23;56.4;448.41;35.0;35;35;40;40;15.0;7;35;40;30;0;1;3;0.0;28.705882352941178;1;34;21;31;24;1;31;32.833333333333336;31;0;0;0;6.0;35;34;2;45.0;3.0
51.49;65.1;47.0;1;48.86;7;61.03;56.4;431.05;34.666666666666664;30;35;35;45;15.0;7;40;45;30;0;1;1;0.0;35.0;2;40;40;35;30;1;35;33.166666666666664;30;35;33;32;18.0;41;35;1;38.333333333333336;2.0
53.95;53.32;49.05;1;48.86;12;54.6;54.59;440.2;36.666666666666664;30;45;40;45;15.0;7;40;45;30;0;1;2;0.0;37.588235294117645;2;40;45;35;30;1;42;34.166666666666664;35;35;30;35;18.0;40;40;1;36.5;2.0
56.46;56.48;50.78;0;49.02;20;61.07;57.93;439.13;36.0;30;40;40;45;15.0;7;40;45;30;0;1;1;0.0;32.35294117647059;2;35;30;30;35;1;35;38.888888888888886;35;50;40;39;18.0;35;30;1;33.833333333333336;2.0
50.65;46.06;52.41;0;46.63;18;65.43;46.68;421.54;32.666666666666664;30;35;35;35;15.0;7;30;45;30;0;1;3;0.0;35.470588235294116;2;38;35;34;31;2;45;32.77777777777778;35;30;33;31;18.0;31;45;1;33.72222222222222;2.0
58.94;54.9;53.07;0;51.14;8;50.47;60.27;440.08;34.333333333333336;30;35;40;45;15.0;7;35;40;30;0;1;1;0.0;34.1764705882353;2;30;40;30;32;1;40;35.388888888888886;36;38;31;32;18.0;38;36;1;36.888888888888886;2.0
58.94;69.92;51.06;0;46.59;20;52.54;54.59;437.52;33.333333333333336;30;30;30;30;15.0;7;30;40;40;0;1;2;0.0;33.470588235294116;2;33;37;36;30;1;40;35.55555555555556;36;30;0;0;9.0;40;42;3;19.0;1.0
58.94;48.4;53.07;0;58.36;8;52.45;49.37;426.9;34.333333333333336;30;35;40;45;15.0;7;35;40;30;0;1;1;0.0;32.470588235294116;2;30;40;33;31;1;30;34.111111111111114;30;43;32;32;18.0;30;47;1;35.27777777777778;2.0
46.62;62.69;44.68;1;55.96;20;58.8;54.3;426.74;35.666666666666664;30;40;40;45;15.0;7;40;40;30;0;1;2;0.0;34.23529411764706;2;34;38;32;31;2;42;34.55555555555556;31;38;36;30;18.0;44;30;1;34.5;2.0
50.56;37.38;50.99;1;49.72;8;57.88;37.8;411.47;32.333333333333336;30;30;35;45;15.0;7;30;40;30;0;1;3;0.0;31.352941176470587;2;38;23;30;30;2;40;33.75;39;0;0;0;3.0;0;18;1;13.0;1.0
64.16;62.69;46.76;0;46.77;14;48.37;54.3;410.48;33.0;30;30;40;30;15.0;7;40;35;30;0;2;2;0.0;34.64705882352941;2;35;34;35;34;2;35;36.27777777777778;33;43;33;40;18.0;37;36;1;32.94444444444444;2.0
56.43;50.86;51.06;0;48.86;4;54.6;49.37;426.51;37.666666666666664;35;35;40;45;15.0;7;35;35;40;0;1;2;0.0;37.23529411764706;2;38;31;39;30;1;45;35.94444444444444;31;31;34;36;18.0;41;40;1;7.0;1.0
56.43;56.48;57.16;1;51.14;12;46.23;54.59;426.57;35.666666666666664;30;40;40;45;15.0;7;40;40;30;0;1;2;0.0;37.588235294117645;2;35;36;32;41;2;45;33.5;30;42;31;32;18.0;35;38;1;35.05555555555556;2.0
57.29;53.32;62.19;0;56.42;10;64.83;59.56;479.27;32.2;41;30;30;30;15.0;7;30;30;30;0;2;3;0.0;37.470588235294116;2;34;43;35;31;1;47;35.166666666666664;27;45;40;30;15.0;33;30;1;30.0;1.0
58.94;45.94;44.68;0;42.19;8;50.47;50.85;424.69;33.333333333333336;30;40;35;40;15.0;7;30;40;30;0;1;2;0.0;34.94117647058823;2;42;39;34;30;2;30;36.22222222222222;32;44;30;40;18.0;37;38;1;36.333333333333336;2.0
56.43;53.32;61.56;0;55.86;10;54.6;58.28;455.48;37.333333333333336;30;45;40;45;15.0;7;35;45;35;0;1;1;0.0;36.470588235294116;2;40;40;35;35;1;40;38.5;35;42;36;44;18.0;38;47;1;38.0;2.0
70.11;67.51;50.78;0;51.28;4;50.37;52.57;444.4;35.666666666666664;30;30;40;45;15.0;7;40;40;35;0;1;1;0.0;33.76470588235294;2;35;35;30;33;1;35;33.0;33;41;28;36;12.0;36;30;1;35.1;2.0
54.77;59.9;51.5;0;53.66;11;52.83;52.15;431.85;35.666666666666664;35;40;40;45;15.0;7;35;35;30;0;1;4;0.0;36.35294117647059;2;36;40;32;38;2;45;36.333333333333336;37;45;30;37;18.0;35;38;1;37.888888888888886;2.0
55.71;44.74;58.09;0;48.41;10;57.32;59.25;441.03;35.666666666666664;30;45;40;45;15.0;7;35;40;30;0;1;1;0.0;34.64705882352941;2;30;44;39;30;1;35;38.666666666666664;35;45;38;35;18.0;36;48;1;35.111111111111114;2.0
60.92;42.2;48.87;1;50.07;4;53.5;48.59;406.89;35.0;30;40;40;45;15.0;7;35;40;30;0;1;1;0.0;31.058823529411764;2;30;34;30;32;1;30;33.888888888888886;41;31;30;31;18.0;39;37;1;34.833333333333336;2.0
34.66;44.71;49.05;1;44.29;20;52.54;42.01;363.3;30.333333333333332;30;30;45;45;11.0;6;30;30;20;1;1;3;4.0;21.818181818181817;1;33;9;0;0;2;30;29.166666666666668;32;0;0;0;4.0;24;31;1;20.0;1.0
64.24;61.22;51.06;0;46.59;8;54.54;47.62;443.86;40.333333333333336;40;40;45;45;15.0;7;35;40;40;0;1;1;0.0;34.94117647058823;2;35;35;38;30;1;45;36.05555555555556;33;34;41;38;18.0;40;41;1;36.22222222222222;2.0
62.56;67.51;57.54;0;48.58;20;56.52;57.67;435.81;35.666666666666664;35;40;45;45;15.0;7;30;35;30;0;1;1;0.0;34.0;2;35;33;35;31;1;43;36.72222222222222;44;40;30;30;18.0;37;47;2;37.27777777777778;2.0
54.03;53.32;58.93;0;39.79;8;56.64;50.85;410.44;34.666666666666664;35;40;35;45;15.0;7;30;40;30;0;1;2;0.0;33.64705882352941;2;35;30;33;30;1;37;33.22222222222222;31;30;32;36;18.0;40;38;1;35.833333333333336;2.0
51.49;53.32;55.09;1;48.86;10;52.54;67.52;440.36;34.333333333333336;30;35;40;45;15.0;7;35;40;30;0;2;3;0.0;33.94117647058823;2;32;30;39;30;1;35;34.5;39;43;33;30;18.0;30;33;1;36.27777777777778;2.0
45.01;42.2;55.79;1;46.69;8;52.97;48.83;423.72;36.0;30;40;45;40;15.0;7;40;40;30;0;1;1;0.0;32.76470588235294;2;37;30;30;30;2;40;32.44444444444444;30;31;38;31;18.0;32;40;1;34.666666666666664;2.0
53.95;44.71;57.16;1;48.86;9;56.7;52.83;441.27;37.0;30;35;45;45;15.0;7;40;40;35;0;1;5;0.0;32.05882352941177;2;33;33;30;28;1;40;34.77777777777778;30;43;0;0;9.0;30;34;1;22.0;1.0
73.57;58.06;52.77;0;46.77;10;56.7;50.85;440.51;34.666666666666664;30;40;40;45;15.0;7;35;35;30;0;1;2;0.0;36.8235294117647;2;33;41;36;33;1;40;36.22222222222222;45;40;33;32;18.0;35;33;1;34.55555555555556;2.0
68.03;42.76;53.65;0;33.5;10;54.57;53.73;425.0;41.0;35;50;45;45;15.0;7;35;45;40;0;1;1;0.0;35.0;2;40;35;35;35;1;35;36.27777777777778;31;47;30;34;18.0;38;46;1;34.611111111111114;2.0
70.26;49.63;47.0;1;36.95;7;48.37;51.1;386.47;35.0;30;40;40;45;15.0;7;35;40;30;0;1;1;0.0;33.35294117647059;2;30;41;35;33;1;30;35.0;35;42;30;40;18.0;33;33;1;35.44444444444444;2.0
57.29;44.92;55.63;0;53.93;1;56.52;41.56;414.55;34.8;34;40;45;35;15.0;7;30;35;30;0;1;3;0.0;34.294117647058826;2;30;40;35;30;1;35;35.388888888888886;35;45;34;36;18.0;32;30;1;35.44444444444444;2.0
61.53;56.48;51.06;1;53.46;18;48.37;54.59;445.24;36.0;35;35;40;45;15.0;7;40;40;30;0;1;1;0.0;33.05882352941177;2;34;30;36;30;2;35;37.666666666666664;33;41;34;39;18.0;40;40;1;34.888888888888886;2.0
46.62;50.86;52.77;1;55.96;20;52.54;52.57;421.65;35.0;30;40;40;40;15.0;7;40;35;30;0;1;1;0.0;31.235294117647058;2;37;30;30;30;2;30;35.27777777777778;31;35;41;38;18.0;32;40;1;39.111111111111114;2.0
65.19;52.09;47.86;1;53.93;5;60.74;59.56;421.62;36.0;35;35;40;45;15.0;7;40;40;30;0;1;3;0.0;31.705882352941178;2;33;30;30;30;1;40;36.666666666666664;34;45;35;32;18.0;45;30;1;40.111111111111114;3.0
53.95;53.32;47.0;0;53.46;11;52.45;52.83;444.06;37.733333333333334;38;41;44;37;15.0;7;44;37;30;0;2;3;0.0;31.88235294117647;2;32;30;34;30;1;37;34.0;38;35;31;37;18.0;32;35;1;33.72222222222222;2.0
51.49;54.9;51.06;1;53.46;8;46.1;52.83;422.41;35.333333333333336;30;45;35;40;15.0;7;40;40;30;0;1;1;0.0;32.705882352941174;2;30;30;37;30;1;35;37.5;34;48;31;33;18.0;40;40;1;36.5;2.0
52.17;74.73;47.62;1;51.15;1;69.87;47.05;431.11;34.666666666666664;30;35;40;45;15.0;7;40;35;30;0;1;1;0.0;32.8235294117647;2;30;35;38;33;1;30;37.888888888888886;44;42;34;34;18.0;36;40;1;37.0;2.0
58.94;61.22;48.79;0;49.02;9;54.54;70.24;433.86;35.13333333333333;30;35;40;40;15.0;7;40;35;33;0;1;2;0.0;36.11764705882353;2;38;40;39;30;2;40;30.444444444444443;33;39;30;19;15.0;32;31;1;23.692307692307693;1.0
58.13;47.21;53.95;1;43.59;4;57.32;50.66;439.04;37.0;35;40;40;40;15.0;7;45;40;30;0;1;1;0.0;35.1764705882353;2;30;40;40;31;1;35;36.833333333333336;33;44;32;36;18.0;40;40;1;37.77777777777778;2.0
57.34;53.32;55.46;0;48.58;11;54.57;52.15;451.89;34.333333333333336;30;35;40;35;15.0;7;40;40;30;0;1;2;0.0;35.0;2;38;36;37;30;2;35;32.55555555555556;41;31;31;30;18.0;31;35;1;35.833333333333336;2.0
70.62;48.65;46.13;0;56.81;3;53.24;51.64;427.95;34.6;33;35;40;35;15.0;7;40;35;30;0;1;4;0.0;31.823529411764707;2;30;37;30;30;2;35;32.888888888888886;31;33;30;31;18.0;37;35;1;33.94444444444444;2.0
57.34;46.35;53.46;0;45.93;20;54.57;55.74;439.94;32.666666666666664;30;30;35;40;15.0;7;35;40;30;0;1;1;0.0;31.764705882352942;2;30;40;30;30;1;30;34.111111111111114;31;50;31;30;18.0;31;30;1;36.888888888888886;2.0
70.26;54.9;44.9;0;46.59;16;48.26;56.4;418.32;35.333333333333336;30;40;40;40;15.0;7;40;40;30;0;1;1;0.0;35.11764705882353;2;30;35;36;38;1;45;36.05555555555556;31;37;45;31;18.0;36;46;1;39.0;2.0
