NUMERO;PROMEDIO_UNO;PROMEDIO_DOS;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NOTA_MULTIVARIADO;NOTA_FISICA_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;NOTA_ECONOMIA_DOS;VECES_ECONOMIA_DOS;CREDITOS_ECONOMIA_DOS;NOTA_PLINEAL;VECES_PLINEAL;CREDITOS_PLINEAL;NOTA_DERECHO;VECES_DERECHO;CREDITOS_DERECHO;NOTA_IECONOMICA;VECES_IECONOMICA;CREDITOS_IECONOMICA;NOTA_DISENO;VECES_DISENO;CREDITOS_DISENO;NOTA_METODOS;VECES_METODOS;CREDITOS_METODOS;NOTA_SEGURIDAD;VECES_SEGURIDAD;CREDITOS_SEGURIDAD;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;RENDIMIENTO_SIETE;PROMEDIO_SIETE
254;33.33333333333334;33.5625;31.0;45.0;36.73333333333333;30.0;30.0;47;31.54545454545455;31.0;40.0;0.0;0.0;0.0;35.8;0;15;15;0;7;7;0;2;45.0;1;2;31.0;1;3;45.0;1;1;30.0;1;2;31.0;1;2;31.0;1;3;47.0;1;2;0;0;2;2;38.22222222222222
255;33.43333333333333;30.05;30.0;34.0;32.375;0.0;0.0;0;31.0;0.0;40.0;0.0;32.0;0.0;29.73333333333333;1;5;3;2;2;1;1;1;20.33333333333333;3;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;36.0;1;3;0.0;0;2;0;0;2;2;35.0
258;34.66666666666666;33.71875;41.0;45.0;38.6;35.0;35.0;36;39.0;39.0;36.0;0.0;42.0;45.0;38.4;0;15;15;0;7;7;0;2;40.0;1;2;30.0;1;3;39.0;1;1;43.0;1;2;45.0;1;2;35.0;1;3;43.0;1;2;0;0;2;3;42.0
259;38.0;39.3125;40.0;42.0;42.6;40.0;40.0;45;40.46153846153846;45.0;40.0;0.0;44.0;0.0;38.6;0;15;15;0;7;7;0;2;40.0;1;2;32.0;1;3;48.0;1;1;40.0;1;2;40.0;1;2;39.0;1;3;39.0;1;2;0;0;2;2;36.63636363636363
261;35.0;33.21875;29.5;45.0;36.73333333333333;30.0;30.0;40;36.5;39.0;31.0;46.0;43.0;0.0;31.93333333333333;2;15;10;5;7;5;2;2;30.0;1;2;28.0;2;3;43.0;1;1;27.5;2;2;35.0;1;2;31.0;1;3;37.0;1;2;0;0;2;2;38.33333333333334
262;38.33333333333334;34.65625;36.0;50.0;40.2;35.0;35.0;50;36.95555555555555;34.0;35.0;43.66666666666666;45.0;0.0;40.06666666666667;0;15;15;0;7;7;0;2;35.0;1;2;34.0;1;3;48.0;1;1;45.0;1;2;50.0;1;2;35.0;1;3;43.0;1;2;0;0;2;3;42.66666666666666
263;33.3;38.3125;39.0;50.0;35.66666666666666;30.0;35.0;45;33.63636363636363;34.0;30.0;0.0;0.0;0.0;38.26666666666667;0;15;15;0;7;7;0;2;30.0;1;2;37.0;1;3;40.0;1;1;47.0;1;2;45.0;1;2;33.0;1;3;40.0;1;2;0;0;2;2;39.33333333333334
267;33.86666666666667;32.875;35.0;41.0;31.4;28.5;27.5;50;32.86666666666667;31.0;30.0;0.0;44.0;31.0;37.03333333333333;1;15;15;0;7;7;0;2;40.0;1;2;31.5;2;3;45.0;1;1;39.0;1;2;40.0;1;2;38.0;1;3;32.0;1;2;0;0;2;2;36.88888888888889
269;35.53333333333333;35.3125;35.0;45.0;35.13333333333333;35.0;30.0;40;35.53333333333333;34.0;30.0;47.0;46.0;0.0;35.93333333333333;0;15;15;0;7;7;0;2;30.0;1;2;32.0;1;3;45.0;1;1;35.0;1;2;45.0;1;2;30.0;1;3;44.0;1;2;0;0;2;2;38.66666666666666
270;36.33333333333334;36.25;30.0;50.0;38.93333333333333;35.0;35.0;45;40.61538461538461;40.0;45.0;0.0;44.0;0.0;38.0;0;15;15;0;7;7;0;2;35.0;1;2;31.0;1;3;40.0;1;1;35.0;1;2;45.0;1;2;41.0;1;3;42.0;1;2;0;0;2;2;38.36363636363637
271;40.33333333333334;40.0;35.0;45.0;40.46666666666667;45.0;40.0;41;43.18181818181818;45.0;40.0;0.0;0.0;0.0;39.53333333333333;0;15;15;0;7;7;0;2;40.0;1;2;37.0;1;3;42.0;1;1;40.0;1;2;45.0;1;2;38.0;1;3;38.0;1;2;0;0;2;2;38.81818181818182
272;32.5;34.875;32.0;37.0;36.13333333333333;30.0;32.5;39;36.53333333333333;46.0;31.0;42.0;39.0;0.0;35.73333333333333;0;15;15;0;7;7;0;2;30.0;1;2;33.0;1;3;39.0;1;1;35.0;1;2;45.0;1;2;30.0;1;3;44.0;1;2;0;0;2;2;34.44444444444444
273;38.8;33.5625;41.0;40.0;40.06666666666667;40.0;30.0;45;34.41025641025641;35.0;32.0;42.66666666666666;0.0;0.0;36.73333333333333;0;15;15;0;7;7;0;2;30.0;1;2;30.0;1;3;44.0;1;1;40.0;1;2;45.0;1;2;37.0;1;3;38.0;1;2;0;0;2;2;38.44444444444444
278;35.33333333333334;35.4375;40.0;41.0;38.26666666666667;30.0;30.0;50;39.61538461538461;40.0;35.0;0.0;45.0;0.0;37.2;1;15;12;3;7;6;1;2;35.0;1;2;25.0;2;3;48.0;1;1;40.0;1;2;45.0;1;2;39.0;1;3;39.0;1;2;0;0;2;2;39.66666666666666
282;41.66666666666666;36.25;35.0;45.0;39.26666666666667;30.0;40.0;45;38.87179487179487;35.0;30.0;47.66666666666666;0.0;0.0;40.53333333333333;0;15;15;0;7;7;0;2;30.0;1;2;37.0;1;3;48.0;1;1;43.0;1;2;50.0;1;2;39.0;1;3;43.0;1;2;0;0;2;2;39.66666666666666
290;29.61538461538462;30.38461538461538;0.0;0.0;31.36363636363636;29.33333333333333;0.0;0;27.45454545454545;22.0;41.0;0.0;0.0;0.0;34.57142857142857;0;7;7;0;3;3;0;2;32.0;1;2;0.0;0;3;0.0;0;1;0.0;0;2;41.0;1;2;32.0;1;3;0.0;0;2;0;0;2;0;0.0
294;42.0;37.34375;40.0;45.0;38.93333333333333;35.0;40.0;45;40.53846153846154;45.0;35.0;46.0;0.0;0.0;39.4;0;15;15;0;7;7;0;2;35.0;1;2;32.0;1;3;43.0;1;1;40.0;1;2;50.0;1;2;38.0;1;3;44.0;1;2;0;0;2;3;42.66666666666666
298;37.66666666666666;37.8125;40.0;45.0;37.6;35.0;40.0;46;42.15384615384615;45.0;35.0;46.5;0.0;0.0;40.4;0;15;15;0;7;7;0;2;35.0;1;2;38.0;1;3;42.0;1;1;45.0;1;2;45.0;1;2;40.0;1;3;40.0;1;2;0;0;2;3;42.33333333333334
301;40.66666666666666;40.125;40.0;41.0;38.93333333333333;35.0;40.0;45;43.46153846153846;40.0;45.0;0.0;49.0;0.0;39.8;0;15;15;0;7;7;0;2;35.0;1;2;39.0;1;3;48.0;1;1;40.0;1;2;40.0;1;2;42.0;1;3;38.0;1;2;0;0;2;2;38.22222222222222
305;37.66666666666666;32.84375;39.0;40.0;37.6;45.0;35.0;47;33.30769230769231;30.0;31.0;0.0;33.0;0.0;37.66666666666666;1;15;15;0;7;7;0;2;32.5;2;2;33.0;1;3;43.0;1;1;40.0;1;2;40.0;1;2;40.0;1;3;39.0;1;2;0;0;2;3;41.55555555555556
306;42.66666666666666;36.5625;35.0;40.0;41.86666666666667;40.0;40.0;50;42.76923076923077;40.0;40.0;48.0;0.0;0.0;37.8;0;15;15;0;7;7;0;2;40.0;1;2;30.0;1;3;43.0;1;1;30.0;1;2;45.0;1;2;38.0;1;3;45.0;1;2;0;0;2;3;40.22222222222222
308;44.46666666666667;44.375;40.0;45.0;44.26666666666667;45.0;45.0;40;41.90909090909091;40.0;40.0;0.0;0.0;0.0;41.5;1;15;12;3;7;6;1;2;45.0;1;2;27.5;2;3;50.0;1;1;45.0;1;2;45.0;1;2;40.0;1;3;50.0;1;2;0;0;2;3;42.44444444444444
309;44.0;42.3125;50.0;41.0;44.86666666666667;45.0;50.0;41;45.23076923076923;45.0;40.0;50.0;0.0;0.0;41.4;0;15;15;0;7;7;0;2;40.0;1;2;38.0;1;3;43.0;1;1;40.0;1;2;50.0;1;2;38.0;1;3;45.0;1;2;0;0;2;3;42.33333333333334
310;37.66666666666666;34.375;35.0;45.0;40.4;35.0;40.0;45;37.72727272727273;35.0;40.0;0.0;0.0;0.0;40.0;0;15;15;0;7;7;0;2;45.0;1;2;32.0;1;3;42.0;1;1;40.0;1;2;50.0;1;2;38.0;1;3;39.0;1;2;0;0;2;2;37.11111111111111
311;37.66666666666666;38.625;30.0;39.0;39.86666666666667;35.0;30.0;45;36.06666666666667;36.0;40.0;0.0;36.0;43.0;35.83333333333334;1;15;12;3;7;6;1;2;40.0;1;2;19.5;2;3;48.0;1;1;40.0;1;2;40.0;1;2;37.0;1;3;40.0;1;2;0;0;2;2;39.33333333333334
316;32.33333333333334;36.0;41.0;43.0;40.2;30.0;31.0;47;30.53333333333333;34.0;30.0;0.0;35.0;30.0;32.35555555555556;2;15;10;5;7;5;2;2;35.0;1;2;29.0;3;3;41.0;1;1;25.66666666666667;3;2;35.0;1;2;34.0;1;3;32.0;1;2;0;0;2;2;33.11111111111111
317;34.33333333333334;39.375;35.0;40.0;36.07692307692308;35.0;35.0;0;35.0;30.0;40.0;0.0;0.0;0.0;35.96428571428572;1;14;11;3;6;5;1;2;30.0;1;2;21.5;2;3;0.0;0;1;45.0;1;2;50.0;1;2;35.0;1;3;42.0;1;2;0;0;2;2;37.77777777777778
319;29.26666666666667;33.75;0.0;0.0;33.81818181818182;31.0;30.0;0;32.18181818181818;30.0;30.0;0.0;0.0;0.0;31.83333333333334;1;4;2;2;2;1;1;2;35.0;1;2;0.0;0;3;0.0;0;1;28.66666666666667;3;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
321;33.0;32.78125;40.0;36.0;38.86666666666667;40.0;34.5;42;34.07692307692308;37.0;35.0;0.0;36.0;0.0;37.06666666666667;0;15;15;0;7;7;0;2;30.0;1;2;38.0;1;3;46.0;1;1;35.0;1;2;40.0;1;2;36.0;1;3;39.0;1;2;0;0;2;2;39.77777777777778
327;34.0;36.90625;39.0;50.0;32.36666666666667;27.5;30.0;35;34.8;38.0;35.0;0.0;34.0;35.0;32.83333333333334;1;15;12;3;7;6;1;2;30.0;1;2;26.5;2;3;44.0;1;1;34.0;1;2;35.0;1;2;31.0;1;3;39.0;1;2;0;0;2;2;37.0
328;34.0;35.78125;39.0;41.0;36.53333333333333;30.0;34.0;41;36.96666666666667;41.0;38.0;0.0;40.0;41.0;33.05882352941177;3;17;12;5;8;6;2;2;30.0;2;2;26.66666666666667;3;3;44.0;1;1;22.0;3;2;45.0;1;2;30.0;1;3;40.0;1;2;37;1;2;2;36.11111111111111
334;36.0;32.47058823529412;35.0;41.0;34.25;30.0;30.0;50;39.1764705882353;43.0;42.0;35.0;41.0;36.0;35.3235294117647;2;17;12;5;8;6;2;2;19.5;2;2;26.5;2;3;40.0;1;1;40.0;1;2;41.0;1;2;36.0;1;3;42.0;1;2;44;1;2;2;37.33333333333334
354;36.0;33.58823529411764;30.0;33.0;31.75;19.5;30.0;0;37.94117647058823;43.0;41.0;36.0;41.0;38.0;36.94117647058823;1;17;17;0;8;8;0;2;37.0;1;2;30.0;1;3;42.0;1;1;33.5;2;2;39.0;1;2;39.0;1;3;40.0;1;2;40;1;2;3;40.4
366;35.0;36.47058823529412;40.0;45.0;33.55555555555556;30.0;9.666666666666666;44;40.16666666666666;0.0;37.0;40.0;37.0;42.0;27.0;0;3;1;2;2;1;1;1;21.0;1;2;0.0;0;3;39.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;22.0
376;34.8;35.16176470588236;30.0;39.0;29.61111111111111;11.0;0.0;0;34.0;0.0;0.0;40.0;0.0;0.0;35.0;0;2;2;0;1;1;0;2;35.0;1;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
377;32.0;30.05882352941176;35.0;33.0;31.38888888888889;28.0;31.0;0;34.94117647058823;30.0;38.0;45.0;45.0;30.0;36.23529411764706;1;17;14;3;8;7;1;2;40.0;1;2;29.0;2;3;41.0;1;1;34.0;1;2;33.0;1;2;38.0;1;3;43.0;1;2;37;1;2;2;35.93333333333333
381;34.46666666666667;32.41176470588236;30.0;43.0;33.94444444444444;35.0;31.0;0;34.88235294117647;38.0;36.0;40.0;39.0;43.0;35.11764705882353;2;17;14;3;8;7;1;2;31.0;1;2;26.0;4;3;44.0;1;1;30.5;2;2;40.0;1;2;38.0;1;3;42.0;1;2;37;1;2;2;35.4
382;31.9;33.44117647058823;30.0;43.0;34.11111111111111;35.0;41.0;31;35.94117647058823;32.0;40.0;50.0;39.0;34.0;38.47058823529412;0;17;17;0;8;8;0;2;30.0;1;2;37.0;1;3;45.0;1;1;39.0;1;2;45.0;1;2;38.0;1;3;44.0;1;2;34;1;2;2;38.26666666666667
383;31.88888888888889;34.1764705882353;30.0;41.0;31.30555555555556;30.0;30.0;0;37.23529411764706;33.0;41.0;44.0;39.0;40.0;36.26470588235294;1;17;14;3;8;7;1;2;36.0;1;2;28.5;2;3;44.0;1;1;30.0;1;2;41.0;1;2;33.0;1;3;44.0;1;2;43;1;2;3;42.6
400;28.33333333333333;27.53333333333333;27.5;0.0;32.85714285714285;0.0;0.0;0;29.0;0.0;38.0;0.0;9.5;35.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
402;35.0;37.11764705882353;30.0;43.0;35.55555555555556;35.0;30.0;50;38.1764705882353;37.0;40.0;50.0;42.0;33.0;36.35294117647059;1;17;17;0;8;8;0;2;30.5;2;2;30.0;1;3;31.0;1;1;34.0;1;2;45.0;1;2;34.0;1;3;44.0;1;2;44;1;2;3;40.6
404;26.8;31.61764705882353;30.0;35.0;34.36111111111111;30.0;25.0;0;34.20588235294117;30.0;37.0;46.0;39.0;39.0;35.41176470588236;0;17;17;0;8;8;0;2;30.0;1;2;31.0;1;3;32.0;1;1;30.0;1;2;40.0;1;2;37.0;1;3;39.0;1;2;44;1;2;2;35.46666666666667
407;31.43333333333333;31.11764705882353;30.0;32.0;34.61111111111111;40.0;28.5;0;33.20588235294117;28.0;30.5;44.0;41.0;45.0;33.08823529411764;3;17;12;5;8;6;2;2;29.5;2;2;29.0;2;3;39.0;1;1;32.0;1;2;38.0;1;2;30.5;2;3;31.0;1;2;42;1;2;2;34.06666666666667
409;31.5;30.08823529411765;25.5;34.0;34.5;28.0;34.0;31;37.0;36.0;38.0;39.0;44.0;41.0;35.70588235294117;0;17;17;0;8;8;0;2;32.0;1;2;30.0;1;3;41.0;1;1;41.0;1;2;41.0;1;2;32.0;1;3;41.0;1;2;35;1;2;2;36.73333333333333
420;28.78787878787879;28.68333333333333;29.0;0.0;35.0;0.0;0.0;0;31.875;0.0;35.0;0.0;0.0;0.0;24.0;0;4;0;4;2;0;2;1;25.0;1;2;0.0;0;3;0.0;0;1;23.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;30.0
425;37.46666666666667;34.35294117647059;35.0;37.0;35.22222222222222;30.0;32.0;0;36.8235294117647;39.0;40.0;48.0;36.0;35.0;40.35294117647059;0;17;17;0;8;8;0;2;39.0;1;2;38.0;1;3;45.0;1;1;39.0;1;2;41.0;1;2;39.0;1;3;40.0;1;2;46;1;2;2;36.26666666666667
426;35.86666666666667;29.88235294117647;30.0;39.0;28.84722222222222;23.25;32.0;0;33.64705882352941;31.0;36.0;35.0;38.0;38.0;37.29411764705883;1;17;15;2;8;7;1;2;44.0;1;2;35.0;1;3;44.0;1;1;27.0;2;2;39.0;1;2;35.0;1;3;44.0;1;2;36;1;2;2;39.06666666666667
427;33.88888888888889;29.38235294117647;30.0;33.0;31.19444444444444;24.66666666666667;31.0;38;34.94117647058823;39.0;38.0;38.0;36.0;35.0;34.70588235294117;1;17;17;0;8;8;0;2;30.0;2;2;30.0;1;3;44.0;1;1;30.0;1;2;42.0;1;2;32.0;1;3;43.0;1;2;35;1;2;2;37.86666666666667
428;35.2;35.8235294117647;35.0;42.0;32.83333333333334;30.0;30.0;41;37.94117647058823;33.0;41.0;50.0;41.0;45.0;34.70588235294117;2;17;14;3;8;7;1;2;34.0;1;2;26.0;2;3;40.0;1;1;30.0;2;2;40.0;1;2;36.0;1;3;42.0;1;2;36;1;2;2;34.33333333333334
431;35.2;35.05882352941177;30.0;43.0;36.88888888888889;30.0;35.0;44;38.11764705882353;35.0;35.0;48.0;41.0;37.0;39.02941176470588;1;17;14;3;8;7;1;2;46.0;1;2;29.5;2;3;40.0;1;1;42.0;1;2;40.0;1;2;37.0;1;3;40.0;1;2;44;1;2;3;40.73333333333333
432;34.13333333333333;34.58823529411764;30.0;39.0;36.44444444444444;35.0;35.0;0;37.88235294117647;34.0;38.0;48.0;48.0;34.0;37.47058823529412;1;17;14;3;8;7;1;2;34.0;1;2;29.0;2;3;40.0;1;1;45.0;1;2;45.0;1;2;32.0;1;3;41.0;1;2;42;1;2;3;40.53333333333333
433;36.83333333333334;33.94117647058823;30.0;41.0;32.55555555555556;28.5;33.0;33;36.23529411764706;40.0;36.0;42.0;37.0;33.0;34.55882352941177;1;17;14;3;8;7;1;2;34.0;1;2;27.5;2;3;43.0;1;1;31.0;1;2;39.0;1;2;38.0;1;3;39.0;1;2;31;1;2;2;37.53333333333333
435;32.8;31.91176470588235;30.0;35.0;37.88888888888889;34.0;33.0;44;35.23529411764706;39.0;40.0;35.0;41.0;32.0;36.35294117647059;0;17;17;0;8;8;0;2;30.0;1;2;35.0;1;3;45.0;1;1;40.0;1;2;40.0;1;2;36.0;1;3;39.0;1;2;31;1;2;2;34.6
438;35.33333333333334;35.79411764705883;30.0;43.0;37.55555555555556;35.0;40.0;45;37.23529411764706;35.0;40.0;45.0;41.0;34.0;40.64705882352941;0;17;17;0;8;8;0;2;45.0;1;2;37.0;1;3;45.0;1;1;37.0;1;2;45.0;1;2;37.0;1;3;41.0;1;2;44;1;2;2;39.33333333333334
439;37.26666666666667;36.23529411764706;30.0;43.0;33.05555555555556;30.0;38.0;43;35.8235294117647;32.0;38.0;47.0;34.0;40.0;34.91176470588236;2;17;12;5;8;6;2;2;37.0;1;2;26.5;2;3;37.0;1;1;28.5;2;2;42.0;1;2;40.0;1;3;39.0;1;2;32;1;2;2;37.93333333333333
442;38.2;38.1764705882353;35.0;47.0;35.97222222222222;28.5;32.5;0;38.83333333333334;0.0;40.0;0.0;44.0;43.0;35.0;0;3;3;0;2;2;0;2;0.0;0;2;0.0;0;3;37.0;1;1;34.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
450;38.06666666666667;33.26470588235294;30.0;46.0;35.27777777777778;30.0;40.0;0;38.58823529411764;38.0;41.0;30.0;44.0;42.0;40.1764705882353;1;17;17;0;8;8;0;2;41.0;1;2;34.0;1;3;45.0;1;1;35.5;2;2;47.0;1;2;37.0;1;3;44.0;1;2;45;1;2;2;39.86666666666667
451;33.2;31.26470588235294;39.0;44.0;31.94444444444444;31.0;34.0;48;38.52941176470588;30.0;42.0;50.0;47.0;42.0;38.08823529411764;2;17;17;0;8;8;0;2;36.0;2;2;30.5;2;3;31.0;1;1;40.0;1;2;38.0;1;2;37.0;1;3;45.0;1;2;48;1;2;2;38.26666666666667
454;41.6;37.41176470588236;40.0;43.0;35.5625;30.0;37.0;0;34.46153846153846;32.0;42.0;0.0;44.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
459;35.66666666666666;33.08823529411764;30.0;40.0;35.22222222222222;30.0;29.5;46;39.88235294117647;42.0;40.0;42.0;44.0;38.0;37.88235294117647;0;17;17;0;8;8;0;2;39.0;1;2;30.0;1;3;30.0;1;1;40.0;1;2;39.0;1;2;36.0;1;3;42.0;1;2;48;1;2;2;36.73333333333333
461;39.2;37.05882352941177;35.0;35.0;34.05555555555556;29.0;31.0;48;35.70588235294117;35.0;39.0;47.0;34.0;32.0;37.85294117647059;1;17;17;0;8;8;0;2;33.0;1;2;31.5;2;3;44.0;1;1;34.0;1;2;46.0;1;2;37.0;1;3;39.0;1;2;45;1;2;3;40.4
462;40.86666666666667;37.41176470588236;35.0;43.0;36.83333333333334;30.0;30.0;0;39.41176470588236;38.0;47.0;44.0;44.0;46.0;39.52941176470588;0;17;17;0;8;8;0;2;45.0;1;2;30.0;1;3;46.0;1;1;35.0;1;2;46.0;1;2;36.0;1;3;44.0;1;2;44;1;2;3;43.13333333333333
463;31.88888888888889;30.70588235294118;27.5;27.0;30.75;25.5;31.0;0;30.07692307692308;18.5;36.0;0.0;33.0;0.0;29.7;2;10;5;5;5;3;2;1;26.0;2;2;26.0;2;3;41.0;1;1;31.0;1;2;0.0;0;2;0.0;0;3;32.0;1;2;0;0;2;2;34.0
464;29.41025641025641;33.86666666666667;30.0;0.0;30.375;30.0;30.0;0;34.5;0.0;0.0;0.0;40.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
465;38.66666666666666;31.76470588235294;30.0;41.0;35.44444444444444;29.5;30.0;42;35.47058823529412;35.0;40.0;30.0;41.0;40.0;35.23529411764706;2;17;12;5;8;6;2;2;32.0;1;2;24.0;2;3;48.0;1;1;29.0;2;2;42.0;1;2;35.0;1;3;41.0;1;2;43;1;2;2;38.2
466;40.06666666666667;41.41176470588236;35.0;47.0;38.72222222222222;30.0;33.0;48;41.41176470588236;35.0;39.0;50.0;44.0;48.0;41.41176470588236;0;17;17;0;8;8;0;2;39.0;1;2;38.0;1;3;45.0;1;1;47.0;1;2;50.0;1;2;33.0;1;3;40.0;1;2;47;1;2;3;42.33333333333334
467;37.56666666666667;37.3235294117647;45.0;46.0;36.75;38.0;31.0;0;38.0;33.0;42.0;47.5;42.0;45.0;37.29411764705883;1;17;15;2;8;7;1;2;25.0;2;2;35.0;1;3;45.0;1;1;33.0;1;2;46.0;1;2;36.0;1;3;44.0;1;2;40;1;2;3;40.73333333333333
469;44.6;42.41176470588236;40.0;38.0;40.33333333333334;35.0;41.0;49;41.1764705882353;33.0;47.0;50.0;44.0;37.0;39.1764705882353;0;17;17;0;8;8;0;2;42.0;1;2;33.0;1;3;44.0;1;1;33.0;1;2;46.0;1;2;35.0;1;3;43.0;1;2;45;1;2;2;39.13333333333333
472;38.2;35.14705882352941;35.0;45.0;36.38888888888889;30.0;36.0;40;34.05882352941177;40.0;37.0;46.0;32.0;22.0;36.05882352941177;0;17;17;0;8;8;0;2;47.0;1;2;31.0;1;3;34.0;1;1;35.0;1;2;32.0;1;2;36.0;1;3;41.0;1;2;34;1;2;2;35.2
474;34.0;31.33333333333333;35.0;0.0;19.84375;5.666666666666667;0.0;0;24.23076923076923;0.0;29.0;34.0;32.0;22.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;4.0
476;40.66666666666666;39.1764705882353;35.0;43.0;36.5;30.0;46.0;45;40.0;36.0;45.0;45.0;45.0;46.0;40.29411764705883;0;17;17;0;8;8;0;2;35.0;1;2;36.0;1;3;48.0;1;1;35.0;1;2;47.0;1;2;37.0;1;3;44.0;1;2;48;1;2;3;41.93333333333333
479;36.8;37.94117647058823;30.0;40.0;37.66666666666666;30.0;44.0;44;40.41176470588236;42.0;42.0;43.0;45.0;47.0;39.8235294117647;0;17;17;0;8;8;0;2;42.0;1;2;33.0;1;3;30.0;1;1;41.0;1;2;40.0;1;2;38.0;1;3;46.0;1;2;48;1;2;3;41.13333333333333
483;35.4;33.58823529411764;37.0;31.0;34.3125;28.5;30.0;0;35.58823529411764;31.0;39.0;45.0;40.0;39.0;36.64705882352941;0;17;17;0;8;8;0;2;35.0;1;2;35.0;1;3;34.0;1;1;30.0;1;2;42.0;1;2;32.0;1;3;41.0;1;2;46;1;2;2;35.30769230769231
485;45.86666666666667;41.0;45.0;41.0;38.66666666666666;30.0;47.0;44;41.29411764705883;38.0;46.0;49.0;41.0;45.0;42.1764705882353;0;17;17;0;8;8;0;2;45.0;1;2;35.0;1;3;45.0;1;1;43.0;1;2;46.0;1;2;37.0;1;3;46.0;1;2;48;1;2;3;41.4
487;38.0;37.76470588235294;40.0;41.0;40.11111111111111;30.0;38.0;49;40.35294117647059;36.0;40.0;47.0;40.0;46.0;42.52941176470588;0;17;17;0;8;8;0;2;45.0;1;2;39.0;1;3;43.0;1;1;35.0;1;2;50.0;1;2;39.0;1;3;45.0;1;2;48;1;2;3;42.8
488;40.2;37.88235294117647;40.0;42.0;41.44444444444444;35.0;42.0;50;40.76470588235294;36.0;49.0;50.0;44.0;45.0;41.88235294117647;0;17;17;0;8;8;0;2;48.0;1;2;30.0;1;3;43.0;1;1;45.0;1;2;45.0;1;2;39.0;1;3;45.0;1;2;48;1;2;3;42.66666666666666
490;38.2;36.58823529411764;40.0;41.0;37.52777777777778;30.0;39.0;47;40.3235294117647;45.0;45.0;45.0;39.0;48.0;38.05882352941177;0;17;17;0;8;8;0;2;33.0;1;2;30.0;1;3;43.0;1;1;35.0;1;2;41.0;1;2;38.0;1;3;43.0;1;2;48;1;2;3;41.0
492;27.42307692307692;24.15;30.0;0.0;35.0;0.0;0.0;0;29.75;0.0;39.0;40.0;32.0;48.0;19.66666666666667;0;3;1;2;2;1;1;1;0.0;0;2;0.0;0;3;31.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;14;1;2;2;33.0
494;34.06666666666667;36.58823529411764;35.0;43.0;35.94444444444444;28.33333333333333;35.0;36;35.6764705882353;32.0;39.0;40.0;42.0;37.0;37.52941176470588;2;17;17;0;8;8;0;2;38.0;1;2;33.0;2;3;42.0;1;1;33.0;2;2;44.0;1;2;31.0;1;3;41.0;1;2;46;1;2;2;39.53333333333333
498;31.33333333333333;30.80882352941176;30.0;43.0;36.0;0.0;0.0;0;28.57142857142857;0.0;40.0;40.0;36.0;14.0;34.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;34.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;39.0
505;39.2;38.64705882352941;35.0;41.0;41.05555555555556;35.0;40.0;42;41.64705882352941;37.0;49.0;41.0;44.0;46.0;44.1764705882353;0;17;17;0;8;8;0;2;49.0;1;2;39.0;1;3;48.0;1;1;43.0;1;2;50.0;1;2;40.0;1;3;46.0;1;2;45;1;2;3;44.86666666666667
507;40.06666666666667;35.76470588235294;35.0;39.0;35.05555555555556;30.0;44.0;46;38.23529411764706;30.0;36.0;50.0;45.0;43.0;39.35294117647059;0;17;17;0;8;8;0;2;36.0;1;2;37.0;1;3;44.0;1;1;37.0;1;2;41.0;1;2;38.0;1;3;45.0;1;2;41;1;2;3;40.53333333333333
509;25.13333333333333;17.05;0.0;27.0;35.5;0.0;0.0;0;22.0;0.0;0.0;16.0;25.0;25.0;31.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;31.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
