NUMERO;PROMEDIO_UNO;PROMEDIO_DOS;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NOTA_MULTIVARIADO;NOTA_FISICA_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;NOTA_ECONOMIA_DOS;VECES_ECONOMIA_DOS;CREDITOS_ECONOMIA_DOS;NOTA_PLINEAL;VECES_PLINEAL;CREDITOS_PLINEAL;NOTA_DERECHO;VECES_DERECHO;CREDITOS_DERECHO;NOTA_IECONOMICA;VECES_IECONOMICA;CREDITOS_IECONOMICA;NOTA_DISENO;VECES_DISENO;CREDITOS_DISENO;NOTA_METODOS;VECES_METODOS;CREDITOS_METODOS;NOTA_SEGURIDAD;VECES_SEGURIDAD;CREDITOS_SEGURIDAD;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;RENDIMIENTO_SIETE;PROMEDIO_SIETE
1877;33.47777777777778;27.67647058823529;32.0;45.0;36.0;0.0;0.0;0;29.26190476190476;0.0;35.0;47.0;31.0;15.0;40.5;0;4;4;0;2;2;0;2;0.0;0;2;0.0;0;3;0.0;0;1;39.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;42;1;2;3;43.0
1879;36.13333333333333;37.1764705882353;35.0;43.0;39.77777777777778;43.0;44.0;0;38.05882352941177;33.0;38.0;48.0;37.0;37.0;34.61538461538461;0;13;13;0;6;6;0;2;0.0;0;2;33.0;1;3;47.0;1;1;43.0;1;2;31.0;1;2;32.0;1;3;30.0;1;2;0;0;2;3;42.33333333333334
1893;35.2;39.0;35.0;45.0;41.0;43.0;34.0;0;37.14705882352941;32.0;35.0;41.0;38.0;43.0;34.21428571428572;0;14;14;0;6;6;0;2;30.0;1;2;31.0;1;3;0.0;0;1;37.0;1;2;37.0;1;2;30.0;1;3;0.0;0;2;44;1;2;2;38.30769230769231
1900;37.6;39.70588235294117;35.0;48.0;44.83333333333334;43.0;41.0;0;37.88235294117647;30.0;33.0;42.0;41.0;40.0;32.1;0;10;10;0;4;4;0;2;32.0;1;2;35.0;1;3;0.0;0;1;31.0;1;2;0.0;0;2;30.0;1;3;0.0;0;2;0;0;2;3;40.55555555555556
1905;34.4;36.35294117647059;32.0;47.0;39.55555555555556;36.0;0.0;44;35.58823529411764;34.0;30.0;42.0;33.5;42.0;34.5;0;8;8;0;4;4;0;2;0.0;0;2;32.0;1;3;44.0;1;1;30.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;38;1;2;3;40.71428571428572
1911;34.46666666666667;33.7;31.0;0.0;37.75;33.0;0.0;0;34.27272727272727;35.0;30.0;0.0;0.0;0.0;32.28571428571428;1;7;7;0;3;3;0;2;31.0;2;2;30.0;1;3;0.0;0;1;37.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;41.0
1912;32.0;30.73333333333333;34.0;0.0;30.375;32.0;0.0;0;32.75;0.0;36.0;43.0;30.0;0.0;28.33333333333333;1;3;1;2;2;1;1;1;0.0;0;2;0.0;0;3;38.0;1;1;23.5;2;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;40.2
1913;24.06410256410256;31.86666666666667;29.5;0.0;26.625;17.0;27.0;0;31.5;0.0;0.0;0.0;32.0;0.0;32.0;0;2;2;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;1;32.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;39.33333333333334
1915;34.67777777777778;39.35294117647059;34.0;45.0;39.55555555555556;31.0;35.0;0;32.5;25.0;28.5;39.0;37.0;39.0;36.6;0;5;5;0;3;3;0;2;0.0;0;2;0.0;0;3;33.0;1;1;38.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;37;1;2;2;39.0
1916;35.13333333333333;31.97058823529412;33.0;42.0;37.8;0.0;0.0;0;33.46428571428572;0.0;42.0;42.0;33.0;34.0;30.85714285714286;1;7;3;4;4;2;2;2;29.0;1;2;0.0;0;3;40.0;1;1;27.0;2;2;0.0;0;2;0.0;0;3;0.0;0;2;32;1;2;2;40.0
1918;35.63333333333333;35.33333333333334;34.0;0.0;36.25;31.0;33.0;0;35.75;30.0;36.0;43.0;34.0;42.0;22.33333333333333;0;6;2;4;3;1;2;1;0.0;0;2;0.0;0;3;0.0;0;1;16.0;1;2;0.0;0;2;0.0;0;3;16.0;1;2;35;1;2;1;24.28571428571428
1921;35.6;35.35294117647059;36.0;50.0;40.4375;43.0;32.0;0;33.8125;0.0;43.0;0.0;0.0;0.0;47.0;0;3;3;0;2;2;0;2;0.0;0;2;0.0;0;3;45.0;1;1;48.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;39.0
1926;31.5;30.86666666666667;31.0;0.0;32.25;30.0;0.0;0;36.5;0.0;0.0;40.0;33.0;34.0;39.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;39.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
1930;36.03333333333333;34.0;35.0;0.0;35.28125;30.0;0.0;0;38.3235294117647;40.0;37.0;44.0;33.0;44.0;34.5;0;8;8;0;4;4;0;2;0.0;0;2;32.0;1;3;40.0;1;1;30.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;40;1;2;2;40.0
1942;37.93333333333333;38.11764705882353;32.0;45.0;37.6875;34.0;40.0;0;37.6;36.0;42.0;0.0;44.0;33.0;38.28571428571428;0;7;7;0;3;3;0;2;38.0;1;2;32.0;1;3;0.0;0;1;48.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;41.66666666666666
1993;35.73076923076923;37.36666666666667;30.5;0.0;38.1875;39.0;34.0;0;32.79166666666666;0.0;40.0;0.0;30.0;34.0;31.875;1;4;4;0;2;2;0;2;0.0;0;2;31.5;2;3;33.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;35.0
2006;30.61538461538462;29.16666666666667;30.0;0.0;32.0625;31.0;0.0;0;30.0;0.0;23.0;0.0;48.0;33.0;34.0;0;2;2;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;34;1;2;2;38.0
2007;39.46666666666667;41.41176470588236;36.0;45.0;39.25;42.0;35.0;0;38.69230769230769;37.0;39.0;0.0;41.0;0.0;38.46666666666667;0;15;15;0;7;7;0;2;34.0;1;2;35.0;1;3;49.0;1;1;47.0;1;2;36.0;1;2;35.0;1;3;42.0;1;2;0;0;2;2;39.0
2060;33.84444444444445;30.26666666666667;31.0;0.0;38.64285714285715;34.0;0.0;0;35.88888888888889;0.0;38.0;0.0;30.0;37.0;35.6;0;5;5;0;3;3;0;2;0.0;0;2;0.0;0;3;50.0;1;1;32.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;32;1;2;3;40.5
2130;38.73333333333333;38.33333333333334;32.0;0.0;38.625;36.0;0.0;0;33.25;0.0;32.0;0.0;0.0;0.0;47.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;47.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;38.66666666666666
2162;29.74358974358974;27.53333333333333;31.0;0.0;33.0;0.0;0.0;0;37.125;0.0;38.0;47.0;29.5;34.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2165;34.4;30.66666666666667;29.0;0.0;34.57142857142857;0.0;0.0;0;34.54545454545455;0.0;34.0;50.0;36.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;40.0
2202;40.4;36.94117647058823;31.0;47.0;38.84375;43.0;0.0;0;39.66666666666666;0.0;0.0;43.0;45.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;31.0
2203;36.06666666666667;32.11764705882353;30.0;50.0;33.63636363636363;0.0;0.0;0;33.66666666666666;0.0;0.0;45.0;32.0;37.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2205;39.46666666666667;36.11764705882353;32.0;42.0;41.0;37.0;38.0;0;42.6;0.0;42.0;50.0;0.0;0.0;39.0;0;2;2;0;1;1;0;2;39.0;1;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2206;36.2;33.9;32.0;0.0;32.59375;30.0;0.0;0;26.8;0.0;0.0;34.0;0.0;0.0;32.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;32.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;31.0
2271;34.86666666666667;35.23333333333333;34.0;0.0;37.5;0.0;0.0;0;35.8;0.0;38.0;39.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2446;33.86666666666667;26.33333333333333;30.0;0.0;37.6;0.0;0.0;0;43.33333333333334;0.0;0.0;0.0;41.0;0.0;37.0;0;2;2;0;1;1;0;2;37.0;1;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;35.33333333333334
3;30.83333333333333;26.53846153846154;0.0;0.0;34.54545454545455;35.0;0.0;0;33.5;0.0;30.0;0.0;40.0;0.0;9.0;0;5;0;5;2;0;2;1;18.0;1;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;3.0;1;3;0.0;0;2;0;0;2;0;0.0
260;38.66666666666666;35.6875;30.5;30.0;38.73333333333333;35.0;30.0;31;38.30769230769231;35.0;40.0;0.0;34.0;0.0;34.25;2;15;11;4;7;5;2;2;30.0;1;2;21.75;4;3;25.5;2;1;35.0;1;2;45.0;1;2;39.0;1;3;43.0;1;2;0;0;2;2;36.0
325;33.33333333333334;35.6875;36.0;32.0;34.0;30.0;30.0;30;33.16666666666666;33.0;35.0;0.0;39.0;30.0;36.35294117647059;0;17;17;0;8;8;0;2;35.0;1;2;30.0;1;3;46.0;1;1;35.0;1;2;40.0;1;2;32.0;1;3;39.0;1;2;44;1;2;2;36.0
606;35.06666666666667;35.23529411764706;35.0;32.0;36.27777777777778;30.0;36.0;50;39.20588235294117;38.0;38.0;50.0;39.0;50.0;39.05882352941177;0;17;17;0;8;8;0;2;42.0;1;2;39.0;1;3;36.0;1;1;39.0;1;2;39.0;1;2;39.0;1;3;34.0;1;2;43;1;2;2;39.93333333333333
687;28.92307692307692;36.03333333333333;30.0;0.0;33.25;31.0;0.0;0;28.34615384615385;29.0;33.0;0.0;37.0;0.0;33.0;0;2;2;0;1;1;0;2;33.0;1;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
700;36.33333333333334;37.5;39.0;39.0;38.11111111111111;38.0;40.0;0;36.88235294117647;32.0;37.0;50.0;37.0;41.0;36.5;0;14;12;2;7;6;1;2;39.0;1;2;0.0;0;3;44.0;1;1;28.0;1;2;39.0;1;2;33.0;1;3;31.0;1;2;47;1;2;2;37.0
1199;35.26666666666667;38.70588235294117;30.5;49.0;37.72222222222222;33.0;35.0;0;36.88235294117647;32.0;35.0;48.0;40.0;43.0;40.41176470588236;0;17;17;0;8;8;0;2;50.0;1;2;30.0;1;3;41.0;1;1;50.0;1;2;38.0;1;2;36.0;1;3;40.0;1;2;46;1;2;3;40.8
5;36.33333333333334;34.78125;35.0;37.0;37.0;35.0;40.0;45;33.18181818181818;30.0;35.0;0.0;0.0;0.0;35.46666666666667;1;15;12;3;7;6;1;2;35.0;1;2;25.0;3;3;47.0;1;1;40.0;1;2;45.0;1;2;30.0;1;3;40.0;1;2;0;0;2;2;36.88888888888889
1001;38.0;37.50980392156863;33.0;45.0;38.30555555555556;42.0;31.0;42;35.64705882352941;29.0;36.0;43.0;34.0;45.0;40.88235294117647;0;17;17;0;8;8;0;2;45.0;1;2;39.0;1;3;37.0;1;1;39.0;1;2;43.0;1;2;37.0;1;3;43.0;1;2;45;1;2;3;42.13333333333333
30;35.06666666666667;36.5625;27.5;40.0;37.6;30.0;30.0;45;39.92307692307692;35.0;45.0;0.0;42.0;0.0;36.06666666666667;0;15;15;0;7;7;0;2;30.0;1;2;30.0;1;3;45.0;1;1;40.0;1;2;45.0;1;2;34.0;1;3;37.0;1;2;0;0;2;2;32.66666666666666
39;37.0;35.46875;40.0;45.0;36.1;22.5;35.0;36;39.07692307692308;35.0;40.0;0.0;44.0;0.0;37.4;0;15;15;0;7;7;0;2;30.0;1;2;30.0;1;3;46.0;1;1;35.0;1;2;40.0;1;2;45.0;1;3;40.0;1;2;0;0;2;3;41.55555555555556
54;29.73333333333333;33.125;39.0;31.0;28.5;26.0;33.0;47;31.15384615384615;30.0;40.0;35.0;0.0;0.0;32.93333333333333;2;15;13;2;7;6;1;2;35.0;1;2;30.0;2;3;44.0;1;1;22.5;2;2;35.0;1;2;33.0;1;3;38.0;1;2;0;0;2;2;37.22222222222222
55;35.33333333333334;38.375;35.0;32.0;39.0;35.0;35.0;30;36.46153846153846;35.0;40.0;0.0;47.0;0.0;33.26666666666667;1;15;13;2;7;6;1;2;30.0;1;2;30.0;1;3;38.0;1;1;40.0;1;2;25.0;2;2;35.0;1;3;38.0;1;2;0;0;2;2;39.22222222222222
57;39.66666666666666;40.3125;30.0;45.0;40.2;30.0;35.0;45;37.07692307692308;35.0;40.0;41.0;0.0;0.0;36.6;0;15;15;0;7;7;0;2;45.0;1;2;30.0;1;3;40.0;1;1;35.0;1;2;40.0;1;2;35.0;1;3;37.0;1;2;0;0;2;3;43.44444444444444
87;36.53333333333333;33.6875;32.0;35.0;37.4;35.0;30.0;50;35.66666666666666;30.0;30.0;39.5;38.0;0.0;35.86666666666667;1;15;15;0;7;7;0;2;40.0;1;2;30.0;2;3;34.0;1;1;30.0;1;2;40.0;1;2;40.0;1;3;37.0;1;2;0;0;2;2;37.0
115;32.33333333333334;26.875;0.0;0.0;30.83333333333333;30.0;0.0;0;23.2;0.0;35.0;0.0;30.0;0.0;12.0;1;2;0;2;1;0;1;1;12.0;2;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;40.0
120;34.73333333333333;37.05882352941177;30.0;45.0;37.86666666666667;35.0;35.0;44;33.63636363636363;35.0;35.0;0.0;0.0;0.0;37.0;0;15;15;0;7;7;0;2;30.0;1;2;30.0;1;3;49.0;1;1;35.0;1;2;45.0;1;2;40.0;1;3;38.0;1;2;0;0;2;2;34.55555555555556
127;35.06666666666667;38.52941176470588;30.0;45.0;40.46666666666667;40.0;35.0;41;33.63636363636363;35.0;30.0;0.0;0.0;0.0;33.76666666666667;2;15;12;3;7;6;1;2;35.0;1;2;25.5;2;3;40.0;1;1;35.0;1;2;40.0;1;2;30.0;2;3;40.0;1;2;0;0;2;2;37.11111111111111
130;29.77777777777778;27.61764705882353;31.0;30.0;32.26666666666667;30.0;37.0;0;29.1;25.0;35.0;0.0;19.0;45.0;31.85555555555556;3;15;11;4;7;5;2;2;28.66666666666667;3;2;31.5;2;3;39.0;1;1;27.5;2;2;35.0;1;2;30.0;1;3;36.0;1;2;0;0;2;2;32.55555555555556
133;34.73333333333333;39.0;40.0;47.0;41.0;45.0;35.0;44;35.0;35.0;30.0;42.5;0.0;0.0;35.46666666666667;1;15;12;3;7;6;1;2;35.0;1;2;23.33333333333333;3;3;45.0;1;1;35.0;1;2;45.0;1;2;35.0;1;3;41.0;1;2;0;0;2;2;35.44444444444444
134;30.2;29.96875;35.0;36.0;34.83333333333334;30.0;30.0;37;30.6;36.0;35.0;0.0;30.0;30.0;34.64705882352941;1;17;15;2;8;7;1;2;31.0;1;2;34.0;1;3;44.0;1;1;26.0;2;2;45.0;1;2;35.0;1;3;37.0;1;2;30;1;2;2;34.88888888888889
135;32.78888888888888;34.0;28.5;43.0;29.9;27.5;27.5;40;30.73076923076923;31.0;30.0;41.0;0.0;0.0;32.03333333333333;2;15;10;5;7;5;2;2;30.0;1;2;28.5;2;3;44.0;1;1;22.5;2;2;35.0;1;2;32.0;1;3;40.0;1;2;0;0;2;2;39.33333333333334
139;32.69230769230769;27.08333333333333;0.0;0.0;30.27272727272727;21.0;0.0;0;31.13636363636364;35.0;30.0;0.0;0.0;0.0;31.88888888888889;0;9;9;0;4;4;0;2;31.0;1;2;0.0;0;3;0.0;0;1;30.0;1;2;30.0;1;2;35.0;1;3;0.0;0;2;0;0;2;2;38.0
143;35.73333333333333;35.9375;35.0;35.0;37.6;35.0;35.0;45;39.0;45.0;40.0;0.0;46.0;0.0;34.8;1;15;12;3;7;6;1;2;35.0;1;2;25.0;2;3;37.0;1;1;40.0;1;2;35.0;1;2;40.0;1;3;35.0;1;2;0;0;2;2;39.0
167;31.66666666666667;34.375;40.0;40.0;34.0;30.0;37.0;30;33.96666666666667;38.0;30.0;39.0;40.0;0.0;34.53333333333333;0;15;15;0;7;7;0;2;40.0;1;2;30.0;1;3;42.0;1;1;35.0;1;2;30.0;1;2;30.0;1;3;43.0;1;2;0;0;2;2;37.44444444444444
174;35.4;36.09375;30.0;45.0;37.26666666666667;40.0;35.0;44;40.46666666666667;40.0;45.0;44.0;42.0;0.0;34.86666666666667;1;15;15;0;7;7;0;2;30.0;1;2;30.0;1;3;43.0;1;1;32.5;2;2;45.0;1;2;35.0;1;3;35.0;1;2;0;0;2;3;40.11111111111111
179;35.8;35.71875;42.0;45.0;38.86666666666667;35.0;30.0;40;35.76923076923077;30.0;35.0;0.0;50.0;0.0;35.0;1;15;12;3;7;6;1;2;35.0;1;2;24.0;3;3;36.0;1;1;30.0;1;2;45.0;1;2;39.0;1;3;40.0;1;2;0;0;2;3;42.33333333333334
190;37.46666666666667;35.625;30.0;45.0;41.93333333333333;35.0;35.0;42;35.0;35.0;30.0;0.0;0.0;0.0;36.2;1;15;12;3;7;6;1;2;35.0;1;2;25.0;2;3;43.0;1;1;30.0;1;2;40.0;1;2;45.0;1;3;40.0;1;2;0;0;2;2;37.11111111111111
192;35.57777777777778;33.1875;31.0;47.0;37.6;30.0;39.0;42;33.63636363636363;30.0;35.0;0.0;0.0;0.0;32.93333333333333;1;15;12;3;7;6;1;2;35.0;1;2;25.0;3;3;42.0;1;1;30.0;1;2;40.0;1;2;33.0;1;3;34.0;1;2;0;0;2;2;35.77777777777778
193;32.51111111111111;35.5;34.0;40.0;35.4;35.0;30.0;45;34.0;36.0;35.0;0.0;35.0;0.0;34.8;0;15;15;0;7;7;0;2;35.0;1;2;30.0;1;3;30.0;1;1;40.0;1;2;35.0;1;2;34.0;1;3;40.0;1;2;0;0;2;2;34.11111111111111
194;31.64444444444445;30.03125;39.0;35.0;30.5;27.5;29.0;40;29.0;31.0;30.0;0.0;40.0;0.0;31.26666666666667;1;15;13;2;7;6;1;2;30.0;1;2;30.0;1;3;45.0;1;1;19.0;2;2;30.0;1;2;32.0;1;3;40.0;1;2;0;0;2;2;35.33333333333334
207;33.5;32.6875;28.5;38.0;37.33333333333334;30.0;23.5;45;30.65384615384615;34.5;30.0;0.0;35.0;0.0;31.8;2;15;10;5;7;5;2;2;25.0;2;2;25.0;3;3;45.0;1;1;30.0;1;2;35.0;1;2;33.0;1;3;39.0;1;2;0;0;2;2;38.0
211;33.66666666666666;36.375;30.0;36.0;37.66666666666666;40.0;30.0;40;36.07692307692308;35.0;40.0;0.0;44.0;0.0;31.3;2;15;10;5;7;5;2;2;27.5;2;2;22.5;2;3;40.0;1;1;30.0;1;2;30.0;1;2;35.0;1;3;41.0;1;2;0;0;2;2;34.77777777777778
212;31.26666666666667;32.28125;39.0;43.0;38.66666666666666;40.0;30.0;30;33.03333333333333;35.0;34.0;0.0;39.0;36.0;33.86666666666667;3;15;10;5;7;5;2;2;25.0;2;2;27.0;2;3;45.0;1;1;35.0;2;2;35.0;1;2;36.0;1;3;42.0;1;2;0;0;2;3;40.11111111111111
213;31.0;31.0625;34.0;37.0;34.06666666666667;30.0;29.5;38;34.38235294117647;30.0;35.0;45.0;45.0;36.0;34.36666666666667;2;15;13;2;7;6;1;2;30.0;1;2;34.5;2;3;44.0;1;1;22.5;2;2;40.0;1;2;35.0;1;3;39.0;1;2;0;0;2;2;38.77777777777778
223;38.33333333333334;32.71875;35.0;43.0;36.06666666666667;30.0;35.0;45;40.38461538461539;45.0;40.0;0.0;45.0;0.0;36.03333333333333;1;15;12;3;7;6;1;2;35.0;1;2;29.5;2;3;48.0;1;1;35.0;1;2;35.0;1;2;38.0;1;3;40.0;1;2;0;0;2;3;42.27272727272727
264;32.33333333333334;31.25;0.0;0.0;24.11111111111111;12.33333333333333;0.0;0;18.04545454545455;10.33333333333333;30.0;0.0;0.0;0.0;30.66666666666667;1;6;4;2;3;2;1;2;30.0;1;2;0.0;0;3;0.0;0;1;17.0;2;2;45.0;1;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
266;38.0;36.875;40.0;45.0;43.13333333333333;45.0;40.0;50;39.23076923076923;40.0;40.0;42.5;0.0;0.0;35.73333333333333;0;15;15;0;7;7;0;2;35.0;1;2;30.0;1;3;34.0;1;1;35.0;1;2;35.0;1;2;38.0;1;3;44.0;1;2;0;0;2;2;38.44444444444444
274;33.83333333333334;31.375;37.0;34.0;34.06666666666667;30.0;35.0;31;38.13333333333333;46.0;30.0;44.0;45.0;0.0;36.0;2;15;15;0;7;7;0;2;35.0;2;2;30.0;1;3;44.0;1;1;30.0;2;2;45.0;1;2;34.0;1;3;42.0;1;2;0;0;2;2;38.0
275;33.66666666666666;31.375;32.0;39.0;34.7;30.0;31.5;47;36.30769230769231;32.0;40.0;0.0;45.0;0.0;33.13333333333333;1;15;13;2;7;6;1;2;30.0;1;2;30.0;1;3;44.0;1;1;28.5;2;2;35.0;1;2;30.0;1;3;43.0;1;2;0;0;2;2;37.22222222222222
279;39.33333333333334;39.25;35.0;39.0;38.46666666666667;40.0;35.0;50;41.53333333333333;45.0;35.0;0.0;45.0;44.0;37.6;1;15;12;3;7;6;1;2;40.0;1;2;25.0;2;3;44.0;1;1;45.0;1;2;40.0;1;2;37.0;1;3;42.0;1;2;0;0;2;3;41.0
280;44.0;38.4375;40.0;35.0;40.0;35.0;40.0;45;39.26923076923077;40.0;40.0;45.25;0.0;0.0;40.4;0;15;15;0;7;7;0;2;40.0;1;2;36.0;1;3;50.0;1;1;40.0;1;2;50.0;1;2;36.0;1;3;40.0;1;2;0;0;2;3;41.22222222222222
284;32.33333333333334;29.5;31.0;40.0;36.33333333333334;31.0;33.0;46;32.5;30.0;40.0;0.0;0.0;0.0;35.33333333333334;0;15;15;0;7;7;0;2;35.0;1;2;33.0;1;3;45.0;1;1;32.0;1;2;35.0;1;2;30.0;1;3;46.0;1;2;0;0;2;3;40.33333333333334
285;32.8;29.171875;25.5;35.0;33.96666666666667;30.0;22.5;31;30.77272727272727;31.0;37.0;0.0;0.0;0.0;29.13333333333333;3;15;9;6;7;4;3;1;28.5;2;2;30.0;1;3;19.5;2;1;34.0;1;2;33.0;1;2;25.5;2;3;30.0;1;2;0;0;2;2;35.55555555555556
286;37.66666666666666;35.9375;30.0;40.0;41.46666666666667;35.0;35.0;46;38.69230769230769;45.0;40.0;44.0;0.0;0.0;37.8;0;15;15;0;7;7;0;2;40.0;1;2;34.0;1;3;43.0;1;1;30.0;1;2;40.0;1;2;38.0;1;3;44.0;1;2;0;0;2;3;42.88888888888889
288;35.33333333333334;32.5;0.0;40.0;30.42307692307692;30.0;0.0;0;17.97692307692308;8.5;30.0;0.0;30.0;0.0;21.44444444444444;3;9;2;7;4;1;3;1;25.0;2;2;11.0;2;3;0.0;0;1;20.0;3;2;35.0;1;2;0.0;0;3;0.0;0;2;0;0;2;2;40.0
291;30.66666666666667;27.39285714285714;0.0;37.0;27.66666666666667;18.0;0.0;0;27.625;0.0;37.0;0.0;0.0;0.0;35.0;0;4;4;0;2;2;0;2;35.0;1;2;0.0;0;3;0.0;0;1;0.0;0;2;35.0;1;2;0.0;0;3;0.0;0;2;0;0;2;2;35.0
293;38.33333333333334;38.65625;42.0;46.0;37.6;25.0;35.0;46;38.0;40.0;40.0;47.0;0.0;0.0;39.73333333333333;0;15;15;0;7;7;0;2;35.0;1;2;33.0;1;3;44.0;1;1;45.0;1;2;50.0;1;2;37.0;1;3;41.0;1;2;0;0;2;2;39.11111111111111
295;33.77777777777778;34.0625;39.0;31.0;38.93333333333333;35.0;35.0;43;39.06666666666667;40.0;35.0;0.0;39.0;41.0;36.4;0;15;15;0;7;7;0;2;30.0;1;2;30.0;1;3;44.0;1;1;40.0;1;2;40.0;1;2;38.0;1;3;39.0;1;2;0;0;2;2;38.66666666666666
296;34.86666666666667;32.59375;37.0;40.0;33.8;35.0;34.0;45;27.54545454545455;30.0;30.0;0.0;0.0;0.0;31.02222222222223;2;15;10;5;7;5;2;2;30.0;1;2;27.0;3;3;41.0;1;1;21.66666666666667;3;2;35.0;1;2;32.0;1;3;37.0;1;2;0;0;2;2;38.44444444444444
304;37.86666666666667;34.46875;37.0;40.0;35.0;30.0;34.0;42;34.66666666666666;30.0;32.0;0.0;33.0;50.0;30.86666666666667;2;15;11;4;7;5;2;2;25.0;2;2;31.0;1;3;45.0;1;1;30.0;1;2;22.5;2;2;30.0;1;3;40.0;1;2;0;0;2;2;36.44444444444444
313;38.33333333333334;36.3125;30.0;43.0;42.0;30.0;35.0;40;43.33333333333334;45.0;45.0;44.5;48.0;0.0;38.33333333333334;0;15;15;0;7;7;0;2;30.0;1;2;32.0;1;3;44.0;1;1;35.0;1;2;50.0;1;2;39.0;1;3;44.0;1;2;0;0;2;3;42.33333333333334
315;38.33333333333334;38.8125;35.0;43.0;40.33333333333334;35.0;35.0;45;39.8;41.0;40.0;0.0;45.0;44.0;37.46666666666667;0;15;15;0;7;7;0;2;35.0;1;2;31.0;1;3;50.0;1;1;40.0;1;2;40.0;1;2;37.0;1;3;39.0;1;2;0;0;2;3;41.0
322;33.4;32.6875;34.0;40.0;37.46666666666667;30.0;30.5;40;35.18181818181818;38.0;34.5;0.0;0.0;0.0;33.1;3;15;10;5;7;5;2;2;30.0;2;2;28.5;2;3;38.0;1;1;28.5;2;2;40.0;1;2;30.0;1;3;43.0;1;2;0;0;2;2;38.0
331;45.0;45.0;0.0;45.0;50.0;0.0;0.0;45;40.0;0.0;0.0;40.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
336;42.0;43.23529411764706;45.0;45.0;38.44444444444444;40.0;41.0;46;40.64705882352941;39.0;37.0;50.0;37.0;41.0;39.8235294117647;0;17;17;0;8;8;0;2;45.0;1;2;30.0;1;3;46.0;1;1;44.0;1;2;45.0;1;2;35.0;1;3;42.0;1;2;42;1;2;3;41.46666666666667
