NOTA_EL_DOS;NOTA_MPI;NOTA_ME;NOTA_PYE;NOTA_ELD;VECES_ME;VECES_EL_DOS;NOTA_GEE;NOTA_CIR_TRES;VECES_PYE;PROMEDIO_DOS;VECES_ECUA;NCP_TRES;NOTA_ECUA;VECES_MPI;PROMEDIO_TRES;VECES_CIR_TRES;VECES_ELD;NOTA_CIR_DOS;NAP_TRES;NAC_TRES;NAA_TRES;NOTA_TERMO;NOTA_EL_UNO;NOTA_MULTI;VECES_GEE;NCA_TRES;CAR_TRES;NCP_DOS;NCC_TRES;NCA_DOS;EPA_TRES;VECES_TERMO;NOTA_FIS_TRES;NOTA_FIS_DOS;CREDITOS_CIR_TRES;CREDITOS_EL_DOS;CREDITOS_ELD;CREDITOS_PYE;CREDITOS_MPI;CREDITOS_ME;CREDITOS_GEE;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO
32;30;30;31;38;2;1;33;45;1;32.5;1;0.0;30;1;34.0;1;1;34;0;6;6;50;30;30;1;18.0;3;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;34.0
0;31;0;0;0;0;0;0;0;0;30.0625;0;0.0;0;1;32.0;0;0;0;0;2;2;34;0;0;0;6.0;2;6.0;6.0;10.0;2;2;30;30;2;3;3;2;2;3;2;2.0;31.0
44;32;38;41;44;1;2;34;37;1;34.125;1;0.0;30;1;34.5;2;1;38;0;6;6;36;31;37;1;18.0;5;0.0;18.0;16.0;2;2;35;35;2;3;3;2;2;3;2;2.0;39.1764705882353
36;35;32;33;44;1;1;36;44;1;35.75;1;0.0;30;1;35.833333333333336;1;1;30;0;6;6;50;40;30;2;18.0;1;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;37.1764705882353
0;35;0;0;0;0;0;0;0;0;35.3125;1;6.0;0;1;21.2;0;0;0;2;5;3;32;39;0;0;9.0;1;0.0;15.0;16.0;1;1;35;35;2;3;3;2;2;3;2;2.0;35.0
35;35;30;0;41;2;1;33;0;0;35.0;1;0.0;30;1;36.666666666666664;0;1;35;0;6;6;50;35;30;1;18.0;2;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;34.92307692307692
30;0;0;34;27;0;1;0;0;1;29.375;2;6.0;25;0;28.666666666666668;0;2;24;2;6;4;30;30;33;0;12.0;5;3.0;18.0;13.0;1;2;30;30;2;3;3;2;2;3;2;1.0;29.875
0;0;0;31;0;0;0;0;0;1;33.25;1;0.0;32;0;33.0;0;0;0;0;3;3;0;0;30;0;9.0;1;3.0;9.0;13.0;2;0;37;37;2;3;3;2;2;3;2;2.0;31.0
34;40;39;34;49;1;1;35;31;1;39.0625;2;0.0;40;1;35.0;1;1;30;0;6;6;50;30;30;2;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;38.0
39;35;37;37;30;1;1;32;40;1;35.9375;1;0.0;35;1;35.5;3;1;30;0;6;6;50;30;33;1;18.0;1;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;35.64705882352941
0;7;0;0;0;0;0;0;0;1;34.6875;1;12.0;4;3;17.333333333333332;0;0;15;4;6;2;36;14;0;0;6.0;3;0.0;18.0;16.0;1;1;35;35;2;3;3;2;2;3;2;1.0;3.5
0;35;30;28;0;1;0;0;0;2;31.125;1;0.0;35;1;36.25;0;0;0;0;4;4;50;0;30;0;12.0;0;3.0;12.0;13.0;2;1;30;30;2;3;3;2;2;3;2;2.0;30.857142857142858
34;35;34;32;36;1;1;37;47;2;37.8125;1;0.0;39;1;37.0;1;2;32;0;6;6;50;35;36;1;18.0;0;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;36.11764705882353
32;38;38;31;34;1;1;33;31;2;34.0625;1;0.0;41;1;35.833333333333336;2;3;32;0;6;6;34;33;40;1;18.0;1;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;34.0
33;36;35;35;32;1;1;31;39;1;34.6875;1;0.0;39;1;35.333333333333336;1;1;30;0;6;6;36;30;37;1;18.0;1;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;34.23529411764706
0;30;0;0;0;0;0;4;0;0;32.0625;1;6.0;29;1;26.833333333333332;0;0;31;2;6;4;30;31;10;1;12.0;2;0.0;18.0;16.0;1;1;30;30;2;3;3;2;2;3;2;1.0;17.0
40;39;37;31;33;1;1;30;47;1;36.0625;1;0.0;38;1;34.5;1;1;30;0;6;6;37;31;31;1;18.0;0;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;36.705882352941174
30;33;34;34;35;2;1;34;44;1;33.9375;1;0.0;33;1;31.333333333333332;2;1;33;0;6;6;32;30;30;2;18.0;2;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;34.529411764705884
39;36;35;34;39;3;2;32;43;1;36.75;1;0.0;30;1;35.0;1;1;34;0;6;6;37;42;32;2;18.0;3;0.0;18.0;16.0;2;2;35;35;2;3;3;2;2;3;2;2.0;37.0
38;30;33;35;33;2;2;24;32;1;34.6875;1;0.0;39;1;32.5;1;1;33;0;6;6;30;30;33;2;18.0;2;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;32.588235294117645
0;35;0;0;0;0;0;0;0;0;33.4375;0;0.0;0;1;37.5;0;0;0;0;2;2;45;0;0;0;6.0;0;6.0;6.0;10.0;2;1;30;30;2;3;3;2;2;3;2;2.0;35.0
0;39;0;0;34;0;0;0;0;0;34.8125;1;9.0;15;1;28.5;0;1;26;3;6;3;41;30;24;0;9.0;3;0.0;18.0;16.0;1;2;35;35;2;3;3;2;2;3;2;2.0;36.0
33;35;40;30;34;1;2;33;43;2;40.625;1;0.0;32;1;37.0;1;1;31;0;6;6;50;42;32;2;18.0;2;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;35.470588235294116
0;41;0;0;0;0;0;0;0;0;30.733333333333334;0;3.0;0;1;27.5;0;0;0;1;2;1;24;0;0;0;3.0;1;6.0;6.0;9.0;1;1;31;31;2;3;3;2;2;3;2;3.0;41.0
36;35;36;32;39;1;2;30;44;1;36.625;1;0.0;30;1;35.333333333333336;1;1;42;0;6;6;36;35;34;1;18.0;0;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;36.1764705882353
0;38;0;0;0;0;0;0;0;0;35.625;3;9.0;32;2;25.833333333333332;0;0;4;3;6;3;34;23;27;0;9.0;6;0.0;18.0;16.0;1;2;35;35;2;3;3;2;2;3;2;2.0;38.0
34;35;40;32;43;1;2;33;46;1;39.6875;1;0.0;34;1;38.833333333333336;2;1;47;0;6;6;50;30;37;1;18.0;2;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;37.8235294117647
40;40;45;37;39;1;2;34;46;1;35.9375;2;0.0;30;1;34.333333333333336;1;1;30;0;6;6;50;30;36;2;18.0;2;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;3.0;40.35294117647059
33;41;37;36;35;1;1;32;30;1;38.5625;1;0.0;33;1;35.833333333333336;1;1;31;0;6;6;35;34;42;1;18.0;1;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;34.88235294117647
39;31;36;33;33;1;3;30;12;1;35.5625;3;0.0;37;1;31.666666666666668;2;1;30;0;6;6;33;30;30;2;18.0;4;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;31.529411764705884
36;40;39;36;30;1;1;37;32;1;39.375;1;0.0;30;1;36.5;1;1;30;0;6;6;50;30;39;1;18.0;0;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;35.588235294117645
0;37;0;0;0;0;0;0;0;0;33.13333333333333;1;6.0;30;1;22.5;0;0;0;2;4;2;3;0;26;0;6.0;3;3.0;12.0;12.0;1;2;31;31;2;3;3;2;2;3;2;2.0;37.0
36;39;39;34;0;1;1;14;0;1;37.625;1;0.0;37;1;33.666666666666664;0;0;31;0;6;6;30;37;32;1;18.0;4;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;33.25
11;30;0;0;5;0;2;18;0;0;32.8125;2;6.0;7;1;25.833333333333332;0;2;30;2;6;4;45;30;13;2;12.0;2;0.0;18.0;16.0;1;1;30;30;2;3;3;2;2;3;2;1.0;14.4
36;41;42;34;37;1;1;35;44;1;39.375;1;0.0;33;1;34.833333333333336;2;1;34;0;6;6;32;40;30;1;18.0;3;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;38.411764705882355
0;11;21;38;0;1;0;0;0;2;37.2;1;3.0;30;1;26.5;0;0;0;1;4;3;0;0;41;0;9.0;1;3.0;12.0;12.0;1;1;35;35;2;3;3;2;2;3;2;1.0;23.0
0;35;0;0;0;0;0;0;0;0;36.5;0;0.0;0;1;32.5;0;0;0;0;2;2;30;0;0;0;6.0;0;3.0;6.0;13.0;2;1;35;35;2;3;3;2;2;3;2;2.0;35.0
32;38;38;32;39;1;1;34;47;1;35.625;1;0.0;38;1;33.166666666666664;1;1;30;0;6;6;35;30;36;1;18.0;2;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;37.0
41;35;38;37;36;1;1;31;31;1;35.9375;1;0.0;34;1;36.166666666666664;2;1;43;0;6;6;35;36;39;1;18.0;0;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;36.05882352941177
33;32;33;37;30;1;1;38;41;1;36.5625;1;0.0;30;1;33.666666666666664;1;1;30;0;6;6;50;32;30;1;18.0;2;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;34.35294117647059
28;35;35;33;45;1;1;0;37;1;37.5;1;0.0;35;1;35.666666666666664;1;1;30;0;6;6;50;39;30;0;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;35.6
35;35;30;39;48;1;1;30;42;1;41.5625;1;0.0;35;1;35.0;1;1;35;0;6;6;50;30;30;1;18.0;0;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;37.11764705882353
33;38;33;32;31;2;1;35;32;3;36.25;1;0.0;30;1;31.666666666666668;3;1;32;0;6;6;30;35;33;3;18.0;2;0.0;18.0;16.0;2;2;30;30;2;3;3;2;2;3;2;2.0;33.23529411764706
33;35;33;32;38;1;2;35;43;1;37.1875;1;0.0;35;1;35.5;1;2;34;0;6;6;50;30;34;1;18.0;2;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;35.411764705882355
36;35;38;30;46;1;1;39;41;1;39.6875;1;0.0;30;1;38.0;1;1;30;0;6;6;50;35;38;2;18.0;0;0.0;18.0;16.0;2;1;45;45;2;3;3;2;2;3;2;2.0;38.23529411764706
0;11;0;0;0;0;0;0;0;0;32.8125;2;12.0;9;2;20.5;0;0;25;4;6;2;9;20;30;0;6.0;5;0.0;18.0;16.0;1;1;30;30;2;3;3;2;2;3;2;1.0;11.0
0;35;0;6;0;0;0;0;0;1;34.8125;2;3.0;30;1;31.166666666666668;0;0;21;1;6;5;30;35;41;0;15.0;4;0.0;18.0;16.0;2;2;30;30;2;3;3;2;2;3;2;1.0;20.5
30;30;31;32;32;1;1;41;32;1;34.6875;1;0.0;35;1;35.5;1;1;30;0;6;6;50;33;35;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;32.294117647058826
34;40;38;36;34;1;1;31;50;1;37.8125;1;0.0;30;1;37.333333333333336;3;1;30;0;6;6;50;35;39;1;18.0;0;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;37.1764705882353
37;40;43;33;37;1;1;31;34;1;37.5625;1;0.0;38;1;38.833333333333336;1;1;33;0;6;6;50;41;36;1;18.0;2;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;36.88235294117647
31;35;42;30;42;2;1;30;50;1;36.875;1;0.0;32;1;36.0;3;1;30;0;6;6;50;30;39;1;18.0;1;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;37.35294117647059
36;36;41;39;46;1;1;30;30;1;37.0;1;0.0;30;1;37.5;1;1;36;0;6;6;43;46;31;1;18.0;2;0.0;18.0;16.0;2;1;39;39;2;3;3;2;2;3;2;2.0;37.588235294117645
37;30;42;35;35;1;1;30;44;1;33.5;1;0.0;30;1;35.166666666666664;3;1;35;0;6;6;50;32;34;2;18.0;2;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;36.470588235294116
0;34;0;0;0;0;0;0;0;0;35.714285714285715;3;12.0;16;3;22.0;0;0;19;4;6;2;11;34;22;0;6.0;4;0.0;18.0;14.0;1;2;30;30;2;3;3;2;2;3;2;2.0;34.0
39;35;31;34;48;1;3;30;36;2;36.875;1;0.0;36;1;32.333333333333336;1;2;31;0;6;6;30;31;36;1;18.0;0;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;36.705882352941174
32;35;38;30;30;1;1;31;44;1;35.625;1;0.0;37;1;35.833333333333336;3;1;30;0;6;6;50;33;35;1;18.0;0;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;34.11764705882353
41;36;31;35;35;1;1;37;46;1;36.5625;1;0.0;30;1;35.0;1;1;30;0;6;6;50;30;35;3;18.0;0;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;37.0
31;44;34;34;33;1;1;34;31;1;38.125;1;0.0;35;1;38.166666666666664;1;1;35;0;6;6;50;38;31;1;18.0;3;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;34.11764705882353
22;38;34;0;24;2;1;0;0;0;36.4375;1;3.0;44;1;35.666666666666664;0;2;23;1;6;5;40;36;31;0;15.0;1;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;1.0;28.727272727272727
39;42;37;36;48;1;1;31;48;1;36.3125;2;0.0;30;1;32.5;1;1;33;0;6;6;34;33;30;1;18.0;2;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;3.0;40.35294117647059
39;40;35;36;33;1;3;37;49;1;33.0625;2;0.0;31;1;32.0;1;1;30;0;6;6;33;38;30;3;18.0;2;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;37.94117647058823
0;39;0;34;0;0;0;0;0;1;35.4;1;3.0;36;1;30.25;0;0;0;1;4;3;31;0;14;0;9.0;1;3.0;12.0;12.0;2;1;40;40;2;3;3;2;2;3;2;2.0;36.5
39;40;47;37;44;1;1;40;41;1;40.3125;1;0.0;47;1;41.833333333333336;1;1;37;0;6;6;47;45;45;1;18.0;0;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;3.0;41.529411764705884
31;40;32;33;31;1;1;30;33;1;34.5;1;0.0;30;1;32.5;1;1;34;0;6;6;36;32;32;1;18.0;1;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;32.588235294117645
0;37;0;0;0;0;0;0;0;0;35.666666666666664;3;0.0;34;1;34.5;0;0;39;0;6;6;32;33;34;0;18.0;4;0.0;18.0;15.0;2;1;35;35;2;3;3;2;2;3;2;2.0;37.0
0;30;33;0;0;1;0;0;0;0;37.0625;3;6.0;42;1;29.5;0;0;7;2;6;4;32;27;30;0;12.0;3;0.0;18.0;16.0;1;1;39;39;2;3;3;2;2;3;2;2.0;31.8
0;0;0;30;0;0;0;0;0;2;29.625;2;6.0;21;0;24.333333333333332;0;0;0;2;3;1;0;0;15;0;3.0;3;5.0;9.0;11.0;1;0;37;37;2;3;3;2;2;3;2;1.0;30.0
30;41;34;31;43;1;1;20;0;2;33.75;1;0.0;31;1;32.666666666666664;0;1;30;0;6;6;30;40;30;1;18.0;2;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;33.666666666666664
33;40;37;30;33;1;2;31;47;1;33.75;1;0.0;40;1;32.833333333333336;2;1;30;0;6;6;33;33;31;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;35.588235294117645
36;38;33;33;34;1;1;38;41;1;34.625;1;0.0;36;1;33.666666666666664;2;1;31;0;6;6;34;31;40;1;18.0;0;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;35.8235294117647
0;39;0;43;0;0;0;0;0;1;35.3125;1;3.0;37;1;33.166666666666664;0;0;22;1;6;5;34;34;37;0;15.0;1;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;3.0;41.0
38;42;37;37;44;1;1;35;45;1;39.8;1;0.0;43;1;40.0;1;1;32;0;6;6;47;41;38;1;18.0;1;0.0;18.0;15.0;2;1;39;39;2;3;3;2;2;3;2;2.0;39.705882352941174
38;42;32;38;44;1;1;30;48;1;37.1875;1;0.0;30;1;32.5;1;2;34;0;6;6;30;30;31;1;18.0;1;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;38.705882352941174
32;44;40;37;33;1;1;30;50;1;38.0625;1;0.0;43;1;39.5;1;1;30;0;6;6;38;41;42;1;18.0;1;0.0;18.0;16.0;2;1;43;43;2;3;3;2;2;3;2;2.0;37.470588235294116
32;38;36;30;34;1;2;33;45;1;37.375;1;0.0;33;1;33.666666666666664;1;1;33;0;6;6;30;30;33;1;18.0;2;0.0;18.0;16.0;2;1;43;43;2;3;3;2;2;3;2;2.0;35.1764705882353
33;39;46;37;44;1;1;35;34;1;37.5;1;0.0;47;1;40.5;1;1;31;0;6;6;45;45;40;1;18.0;0;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;38.76470588235294
35;39;33;41;33;2;1;0;0;1;36.125;1;3.0;34;1;33.333333333333336;0;2;28;1;6;5;33;35;30;0;15.0;2;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;35.61538461538461
31;38;41;40;43;1;1;36;37;2;36.5;1;0.0;40;1;37.833333333333336;2;1;34;0;6;6;39;39;40;1;18.0;0;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;38.05882352941177
31;38;38;34;37;2;1;34;49;1;37.0;1;0.0;30;1;32.833333333333336;1;1;33;0;6;6;31;31;31;2;18.0;1;0.0;18.0;16.0;2;1;41;41;2;3;3;2;2;3;2;2.0;36.94117647058823
30;36;33;0;39;1;1;34;30;2;34.375;1;0.0;41;1;37.5;1;1;40;0;6;6;37;36;36;1;18.0;0;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;1.0;29.764705882352942
36;39;32;28;0;1;1;0;0;2;33.4375;1;3.0;33;1;31.0;0;0;22;1;6;5;36;30;35;0;15.0;4;0.0;18.0;16.0;2;3;30;30;2;3;3;2;2;3;2;2.0;33.8
37;43;41;32;31;1;1;31;47;1;33.75;1;0.0;32;1;34.833333333333336;1;1;30;0;6;6;34;41;42;2;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;37.23529411764706
31;42;33;26;36;1;1;33;37;1;33.4;1;0.0;30;1;32.5;1;1;37;0;6;6;30;37;30;1;18.0;2;0.0;18.0;15.0;2;1;31;31;2;3;3;2;2;3;2;2.0;33.88235294117647
37;40;40;34;40;1;1;37;30;1;35.75;1;0.0;31;1;32.5;1;1;35;0;6;6;34;34;31;1;18.0;0;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;37.23529411764706
31;40;41;34;38;1;1;36;45;1;35.625;1;0.0;34;1;36.333333333333336;2;1;37;0;6;6;38;40;34;1;18.0;0;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;37.64705882352941
35;38;31;34;39;1;3;33;43;1;36.1875;1;0.0;34;1;35.333333333333336;1;1;33;0;6;6;31;39;35;1;18.0;1;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;35.94117647058823
34;41;32;30;30;1;1;0;0;3;37.375;2;3.0;31;1;33.833333333333336;0;1;29;1;6;5;33;33;38;0;15.0;4;0.0;18.0;16.0;2;2;39;39;2;3;3;2;2;3;2;2.0;33.07692307692308
31;40;34;33;36;1;2;30;40;1;36.8125;1;0.0;31;1;37.166666666666664;1;1;30;0;6;6;42;34;43;2;18.0;2;0.0;18.0;16.0;2;1;43;43;2;3;3;2;2;3;2;2.0;34.64705882352941
38;39;41;33;36;1;1;30;32;1;34.0;1;0.0;40;1;35.833333333333336;1;1;37;0;6;6;39;38;31;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;36.05882352941177
0;35;0;0;0;0;0;0;0;0;31.76923076923077;0;6.0;0;1;23.0;0;0;18;2;3;1;0;21;0;0;3.0;2;3.0;9.0;10.0;1;0;30;30;2;3;3;2;2;3;2;2.0;35.0
39;40;33;31;30;1;2;30;41;1;36.25;2;0.0;31;1;33.0;1;1;30;0;6;6;32;32;38;1;18.0;3;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;34.705882352941174
38;37;43;35;38;1;1;36;36;1;40.625;1;0.0;39;1;37.833333333333336;1;1;30;0;6;6;39;39;40;1;18.0;0;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;37.94117647058823
33;40;38;32;35;2;1;36;30;1;35.1875;1;0.0;30;1;32.333333333333336;1;1;33;0;6;6;30;33;33;1;18.0;1;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;34.94117647058823
38;32;31;30;37;1;2;30;33;2;36.125;1;0.0;30;1;35.0;1;1;30;0;6;6;43;31;33;2;18.0;0;0.0;18.0;16.0;2;1;43;43;2;3;3;2;2;3;2;2.0;33.411764705882355
35;41;39;30;34;1;1;30;30;1;40.625;1;0.0;30;1;33.666666666666664;1;1;34;0;6;6;36;35;32;1;18.0;0;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;34.470588235294116
34;42;38;37;35;1;2;31;32;2;36.3125;1;0.0;40;1;34.333333333333336;1;1;30;0;6;6;30;32;34;1;18.0;0;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;35.588235294117645
40;36;43;33;41;1;1;35;39;1;40.9375;1;0.0;37;1;38.166666666666664;1;1;36;0;6;6;38;39;39;1;18.0;0;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;38.705882352941174
35;38;41;37;43;1;1;30;46;1;36.8125;1;0.0;44;1;36.666666666666664;1;1;41;0;6;6;41;34;30;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;38.76470588235294
39;0;0;0;0;0;1;0;0;0;35.625;1;3.0;34;0;32.0;0;0;26;1;4;3;0;35;0;0;9.0;1;0.0;12.0;16.0;2;0;33;33;2;3;3;2;2;3;2;2.0;39.0
0;0;35;33;26;1;0;0;0;1;33.5;1;3.0;31;0;31.5;0;2;19;1;6;5;35;38;31;0;15.0;3;0.0;18.0;16.0;2;2;35;35;2;3;3;2;2;3;2;2.0;31.125
0;36;0;0;0;0;0;0;0;0;32.3125;2;0.0;30;1;30.666666666666668;0;0;0;0;3;3;32;0;0;0;9.0;1;3.0;9.0;13.0;2;1;30;30;2;3;3;2;2;3;2;2.0;36.0
30;35;35;34;30;1;1;32;48;1;33.6875;2;0.0;35;1;33.0;1;1;37;0;6;6;30;30;33;2;18.0;2;0.0;18.0;16.0;2;1;33;33;2;3;3;2;2;3;2;2.0;34.294117647058826
34;42;33;34;40;1;1;30;44;1;36.5;1;0.0;33;1;35.5;2;1;36;0;6;6;39;34;31;1;18.0;0;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;36.529411764705884
34;33;31;36;34;1;1;0;0;3;37.5625;1;3.0;32;1;33.5;0;1;26;1;6;5;37;33;38;0;15.0;1;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;33.46153846153846
35;39;38;33;31;1;1;32;31;2;31.9375;1;0.0;31;1;34.333333333333336;2;2;38;0;6;6;37;31;39;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;34.23529411764706
0;0;0;14;0;0;0;0;0;1;33.86666666666667;1;3.0;10;0;25.0;0;0;0;1;3;2;0;0;34;0;6.0;0;0.0;9.0;15.0;1;0;31;31;2;3;3;2;2;3;2;1.0;14.0
38;0;33;0;35;1;3;0;0;0;35.4375;3;0.0;30;0;32.5;0;1;37;0;6;6;30;30;36;0;18.0;3;0.0;18.0;16.0;2;1;32;32;2;3;3;2;2;3;2;2.0;35.333333333333336
37;37;30;33;38;1;2;36;0;1;36.6875;1;0.0;41;1;38.0;1;2;34;0;6;6;44;41;35;1;18.0;1;0.0;18.0;16.0;2;1;33;33;2;3;3;2;2;3;2;2.0;31.0
38;41;35;30;34;1;1;30;36;2;35.3125;3;0.0;30;1;34.333333333333336;3;1;32;0;6;6;45;34;30;1;18.0;4;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;35.0
40;39;35;41;39;1;1;30;42;2;39.0;1;0.0;30;1;36.833333333333336;1;1;42;0;6;6;31;42;31;1;18.0;0;0.0;18.0;16.0;2;1;45;45;2;3;3;2;2;3;2;2.0;38.0
45;43;30;37;42;1;1;31;49;1;35.75;1;0.0;42;1;38.833333333333336;1;1;42;0;6;6;44;38;37;1;18.0;0;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;39.470588235294116
37;39;30;30;30;1;1;30;31;2;38.0625;1;0.0;33;1;34.0;2;1;30;0;6;6;31;33;32;1;18.0;2;0.0;18.0;16.0;2;1;45;45;2;3;3;2;2;3;2;2.0;32.411764705882355
40;0;21;0;24;1;1;0;0;0;35.733333333333334;1;3.0;31;0;32.333333333333336;0;1;21;1;6;5;42;30;30;0;15.0;1;0.0;18.0;15.0;2;1;40;40;2;3;3;2;2;3;2;1.0;28.333333333333332
39;40;47;39;45;1;1;38;41;1;43.25;1;0.0;41;1;41.833333333333336;1;1;44;0;6;6;45;44;41;1;18.0;0;0.0;18.0;16.0;2;1;36;36;2;3;3;2;2;3;2;3.0;41.705882352941174
0;33;0;15;0;0;0;0;0;1;32.0625;1;6.0;16;1;18.333333333333332;0;0;0;2;3;1;0;0;8;0;3.0;0;4.0;9.0;12.0;1;0;31;31;2;3;3;2;2;3;2;1.0;24.0
38;40;30;34;30;1;1;0;0;3;39.25;1;3.0;31;1;32.5;0;1;25;1;6;5;31;33;30;0;15.0;1;0.0;18.0;16.0;2;1;45;45;2;3;3;2;2;3;2;2.0;34.0
31;36;34;36;36;1;2;30;45;1;40.875;1;0.0;40;1;38.166666666666664;2;1;30;0;6;6;43;31;38;1;18.0;0;0.0;18.0;16.0;2;1;47;47;2;3;3;2;2;3;2;2.0;35.11764705882353
0;35;0;0;0;0;0;0;0;0;34.61538461538461;0;0.0;0;1;34.0;0;0;0;0;1;1;0;0;0;0;3.0;0;3.0;3.0;10.0;2;0;34;34;2;3;3;2;2;3;2;2.0;35.0
37;46;31;33;22;1;1;0;0;1;38.9375;1;3.0;30;1;32.666666666666664;0;2;26;1;6;5;35;32;39;0;15.0;2;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;2.0;32.92307692307692
0;15;0;0;0;0;0;0;0;0;34.61538461538461;0;0.0;0;1;36.0;0;0;0;0;1;1;0;0;0;0;3.0;0;0.0;3.0;13.0;2;0;36;36;2;3;3;2;2;3;2;1.0;15.0
40;37;44;30;35;1;1;36;46;1;40.25;1;0.0;34;1;38.333333333333336;1;1;44;0;6;6;31;37;39;1;18.0;0;0.0;18.0;16.0;2;1;45;45;2;3;3;2;2;3;2;2.0;38.529411764705884
