NOTA_SISDIN;NOTA_ELECPOT;PROMEDIO_SIETE;PROMEDIO_TRES;NOTA_COMDIG;NOTA_FDS;NOTA_VARCOM;CON_MAT_ICFES;NOTA_TFM;PROMEDIO_SEIS;NCC_SIETE;NOTA_COMANA;NAA_SIETE;NOTA_ECO;NCA_SIETE;VECES_COMANA;PG_ICFES;VECES_ELECPOT;NOTA_CCON;VECES_COMDIG;VECES_ADMICRO;NOTA_L_TRES;NCP_SIETE;PROMEDIO_CINCO;NAC_SIETE;CAR_SIETE;NOTA_HSE;NAP_SIETE;VECES_ECO;VECES_FDS;VECES_SISDIN;EPA_SIETE;VECES_DDM;VECES_L_TRES;CREDITOS_ELECPOT;VECES_HSE;RENDIMIENTO_OCHO;PROMEDIO_OCHO
30.0;17.0;27.0;30.823529411764707;34.0;22.0;30.0;75.98;0.0;29.130952381428575;12.0;21.5;3;33.5;7.0;2;446.63;2;35.0;1;1;0.0;5.0;32.305555555000005;5;3;0.0;2;2;3;1;1;2;0;3;0;2.0;39.5
25.0;0.0;25.0;31.617647059411766;0.0;0.0;40.0;74.38;0.0;28.0;2.0;13.0;0;0.0;0.0;2;444.57;0;45.0;0;1;0.0;2.0;32.375;1;1;0.0;1;0;0;2;1;2;0;3;0;2.0;37.0
35.0;48.0;42.666666666666664;41.470588235294116;40.0;44.0;40.0;81.5;46.0;44.785714285714285;12.0;39.0;5;45.0;12.0;1;457.4;1;40.0;1;1;0.0;0.0;44.2;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;43.611111111111114
31.0;28.0;35.333333333333336;36.76470588235294;45.0;35.0;35.0;61.4;38.0;41.357142857142854;12.0;36.0;4;36.5;9.0;1;468.98;2;40.0;1;1;0.0;3.0;37.86666666666667;5;2;0.0;1;2;1;1;2;1;0;3;0;3.0;40.388888888888886
31.0;0.0;34.0;34.11764705882353;0.0;0.0;40.0;52.15;0.0;29.857142857142858;4.0;22.0;2;37.0;4.0;2;469.13;0;40.0;0;1;0.0;0.0;32.5833333325;2;1;0.0;0;1;0;3;2;1;0;3;0;1.0;26.375
27.25;17.33333333;23.541666665833333;28.823529411764707;32.0;18.0;25.0;66.35;0.0;23.428571428571427;12.0;33.0;1;22.0;3.0;1;453.5;3;40.0;1;1;0.0;9.0;25.52777777833333;5;4;0.0;4;2;3;4;1;2;0;3;0;2.0;38.0
30.0;45.0;41.666666666666664;38.38235294117647;47.0;42.0;45.0;54.43;47.0;33.92857142857143;12.0;41.0;5;40.0;12.0;1;473.77;1;35.0;1;1;0.0;0.0;41.53333333333333;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;42.44444444444444
30.0;29.0;28.333333333333332;36.05882352941177;0.0;24.0;25.33333333;66.35;0.0;30.142857142142855;9.0;28.33333333;2;30.0;4.0;3;446.23;1;40.0;0;1;0.0;5.0;31.875;4;0;0.0;2;1;1;1;1;1;0;3;0;3.0;41.333333333333336
30.0;0.0;30.0;29.61764705882353;0.0;0.0;3.0;63.73;0.0;13.000000002000002;4.0;0.0;2;30.0;4.0;0;455.21;0;0.0;0;0;0.0;0.0;15.928571428571429;2;0;0.0;0;1;0;1;2;0;0;3;0;2.0;30.5
30.0;11.0;15.0;35.705882352941174;0.0;6.0;26.33333333;54.43;0.0;19.299999999;7.0;0.0;1;0.0;2.0;0;473.74;2;0.0;0;1;0.0;5.0;33.333333333333336;3;1;0.0;2;0;1;1;1;3;0;3;0;2.0;40.0
35.0;45.0;41.166666666666664;37.35294117647059;47.0;39.0;40.0;67.05;48.0;36.57142857142857;12.0;35.0;5;35.0;12.0;1;454.25;1;40.0;1;1;0.0;0.0;42.93333333333333;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;42.72222222222222
25.0;31.0;31.916666666666668;31.08823529411765;38.0;33.0;30.0;63.87;38.0;28.428571428571427;12.0;34.0;4;30.0;10.0;1;450.9;2;41.0;1;2;0.0;2.0;27.033333333333335;5;2;0.0;1;1;1;2;2;1;0;3;0;2.0;37.388888888888886
17.5;23.66666667;27.833333334166667;31.470588235294116;42.0;25.0;30.0;61.4;42.0;35.07142857214286;12.0;21.66666667;1;26.0;3.0;3;438.34;3;40.0;1;1;0.0;9.0;32.7;5;4;0.0;4;3;3;2;1;1;0;3;0;2.0;38.55555555555556
32.0;32.0;32.833333333333336;27.117647058235292;38.0;30.0;24.0;69.18;37.0;26.964285714285715;12.0;32.0;5;30.0;12.0;1;466.94;1;43.0;1;2;0.0;0.0;25.700000000666666;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;35.16666666722222
30.5;20.66666667;33.933333334000004;35.5;36.0;30.0;30.0;56.71;37.0;39.4375;15.0;32.0;6;49.0;12.0;1;460.31;3;49.0;1;1;38.0;3.0;35.833333333333336;7;2;44.0;1;1;1;2;2;1;1;3;1;2.0;37.25
28.0;41.0;39.0;35.77777777777778;44.0;30.0;35.0;66.83;47.0;38.4375;15.0;36.0;6;39.0;13.0;1;467.85;1;50.0;1;1;46.0;2.0;40.6;7;1;44.0;1;1;1;2;2;1;1;3;1;2.0;38.96875
30.0;41.0;36.733333333333334;33.666666666666664;38.0;30.0;30.0;63.76;41.0;41.1875;15.0;32.0;7;33.0;15.0;1;459.23;1;50.0;1;1;43.0;0.0;39.86666666666667;7;0;42.0;0;1;1;1;2;1;1;3;1;2.0;39.625
36.0;31.0;37.333333333333336;32.638888888888886;35.0;32.0;30.0;63.76;36.0;39.9375;15.0;30.0;7;50.0;15.0;1;442.53;1;41.0;1;1;42.0;0.0;37.06666666666667;7;1;42.0;0;1;1;2;2;1;1;3;1;2.0;38.125
45.0;43.0;42.86666666666667;39.94444444444444;40.0;45.0;45.0;63.87;48.0;41.75;15.0;33.0;7;41.0;15.0;1;452.48;1;50.0;1;1;44.0;0.0;44.266666666666666;7;0;44.0;0;1;1;1;2;1;1;3;1;3.0;42.8125
33.0;3.0;24.423076923076923;31.02777777777778;15.5;33.0;32.0;63.78;29.0;29.333333333333332;13.0;33.0;4;48.0;7.0;1;453.35;2;49.0;2;1;0.0;6.0;23.6;6;2;34.0;2;1;1;1;1;1;0;3;1;3.0;44.0
32.0;24.0;31.733333333333334;30.25;33.0;31.0;36.0;69.34;35.0;34.1875;15.0;31.0;6;36.0;12.0;1;416.55;2;47.0;1;2;31.0;3.0;32.266666666666666;7;2;45.0;1;2;1;1;2;2;1;3;1;2.0;37.0
37.0;42.0;35.333333333333336;35.638888888888886;36.0;30.0;35.0;69.18;37.0;38.9375;15.0;30.0;7;33.0;15.0;1;425.88;1;45.0;1;1;30.0;0.0;38.266666666666666;7;0;36.0;0;1;1;1;2;1;1;3;1;2.0;36.8125
29.5;25.5;31.9;29.75;33.0;30.0;28.0;79.06;30.5;33.093750000625;15.0;20.5;4;29.5;8.0;2;448.07;2;42.0;1;1;42.0;7.0;31.1;7;3;41.0;3;2;1;2;1;3;1;3;1;2.0;35.5
18.5;27.5;28.033333333333335;27.972222222777777;34.0;18.5;32.5;60.82;38.0;35.25;15.0;30.0;3;36.0;6.0;2;472.65;2;36.0;1;2;24.0;9.0;30.433333333333334;7;4;42.0;4;1;2;2;1;1;2;3;1;2.0;36.1875
33.0;24.0;36.06666666666667;32.44444444444444;40.0;43.0;37.0;52.06;42.0;30.875;15.0;35.0;6;34.0;12.0;1;438.25;3;38.0;1;1;42.0;3.0;34.82222222266667;7;1;45.0;1;1;1;1;2;1;1;3;1;2.0;36.71875
36.0;32.0;35.61538461538461;33.0;35.0;36.0;33.0;53.2;30.0;36.5;13.0;35.0;6;36.0;13.0;1;406.9;1;33.0;1;1;0.0;0.0;33.13333333333333;6;0;46.0;0;1;1;1;2;1;0;3;1;2.0;39.3125
30.33333333;32.0;33.844444444;37.0;30.0;33.5;34.0;67.19;35.0;38.375;15.0;30.0;7;34.0;15.0;1;418.61;1;50.0;1;1;41.0;0.0;38.733333333333334;7;2;44.0;0;1;2;3;2;1;1;3;1;2.0;39.1875
36.0;25.0;33.03333333333333;30.13888888888889;37.0;35.0;28.5;58.5;28.5;35.875000000625;15.0;25.66666667;5;30.0;11.0;3;467.75;4;48.0;1;3;39.0;4.0;32.03333333333333;7;2;29.5;2;1;1;1;2;1;1;3;2;2.0;34.40625
38.0;30.0;33.4;33.77777777777778;37.0;22.0;34.0;61.26;39.0;33.28125;15.0;31.0;6;33.0;13.0;1;445.78;1;37.0;1;1;38.0;2.0;33.166666666666664;7;1;38.0;1;1;2;1;2;2;1;3;1;3.0;41.5
27.66666667;20.25;31.405555556000003;31.333333332777777;44.0;26.5;40.0;69.18;32.0;36.5;15.0;36.0;4;31.0;8.0;1;442.28;4;50.0;1;1;32.0;7.0;36.0;7;3;44.0;3;1;2;3;1;1;1;3;1;2.0;38.6875
22.5;42.0;36.6;32.52777777777778;42.0;29.5;33.0;50.97;34.0;35.875;15.0;30.0;5;30.0;11.0;1;468.92;1;43.0;1;1;42.0;4.0;36.4;7;2;49.0;2;1;2;2;2;1;1;3;1;2.0;33.0
32.0;19.66666667;29.066666667333333;28.083333333333332;31.0;33.0;35.0;72.34;28.0;36.3125;15.0;30.0;5;21.0;10.0;1;476.44;3;50.0;2;1;39.0;5.0;32.93333333333333;7;3;34.0;2;2;1;1;1;1;1;3;1;2.0;39.9375
37.0;14.0;31.244444444000003;33.27777777777778;37.0;24.33333333;32.0;61.0;30.0;32.625;15.0;30.0;5;32.0;10.0;2;458.51;1;42.0;1;2;41.0;5.0;30.033333334;7;1;47.0;2;1;3;1;2;1;1;3;1;2.0;36.285714285714285
32.0;20.0;31.711111110666668;30.305555556111113;34.0;23.33333333;33.0;55.9;20.5;33.3125;15.0;28.5;5;36.0;10.0;2;454.25;3;36.0;1;3;42.0;5.0;26.300000000666667;7;2;47.0;2;1;3;1;2;1;1;3;1;2.0;32.224999999375
34.0;32.0;38.0;35.666666666666664;38.0;30.0;35.0;58.15;36.0;40.125;15.0;30.0;7;50.0;15.0;2;438.4;1;42.0;1;1;44.0;0.0;37.86666666666667;7;0;44.0;0;1;1;1;2;1;1;3;1;2.0;39.625
25.5;19.66666667;33.533333334;33.83333333388889;39.0;39.0;36.0;72.5;36.0;35.437500000625;15.0;36.0;5;36.0;10.0;1;479.47;3;42.0;1;1;42.0;5.0;36.53333333333333;7;2;42.0;2;1;1;2;2;3;1;3;1;2.0;38.96875
30.5;33.0;35.53333333333333;34.0;35.0;35.5;31.5;66.83;30.0;43.1875;15.0;32.0;7;35.0;15.0;1;453.07;1;43.0;1;1;41.0;0.0;36.3;7;2;45.0;0;1;2;2;2;1;1;3;1;2.0;38.03125
31.5;19.0;32.4;33.22222222277778;38.0;30.0;30.0;58.15;44.0;40.3125;15.0;30.0;6;33.0;12.0;2;466.67;2;43.0;1;1;43.0;3.0;36.46666666666667;7;2;40.0;1;1;1;2;2;1;1;3;1;2.0;37.625
31.0;33.0;37.0;33.833333333333336;41.0;30.0;41.0;60.49;48.0;39.0;15.0;33.0;7;38.0;15.0;1;447.32;1;50.0;1;1;46.0;0.0;42.333333333333336;7;0;43.0;0;1;1;1;2;1;1;3;1;3.0;40.0625
32.0;25.0;32.333333333333336;34.666666666666664;39.0;36.0;37.0;66.96;48.0;39.125;15.0;32.0;5;20.5;10.0;1;447.59;4;33.0;1;1;39.0;5.0;39.400000000666665;7;2;38.0;2;2;1;1;2;1;1;3;1;2.0;33.343750000625
26.5;32.0;33.6;30.63888888888889;35.0;30.0;30.0;78.81;38.0;40.09375;15.0;31.0;6;36.0;13.0;1;451.84;1;27.5;1;2;40.0;2.0;33.733333333333334;7;2;38.0;1;1;2;2;2;1;1;3;1;2.0;33.5
39.0;43.0;42.06666666666667;44.27777777777778;49.0;30.0;40.0;58.15;36.0;40.8125;15.0;31.0;7;43.0;15.0;1;475.99;1;40.0;1;1;44.0;0.0;43.8;7;0;43.0;0;1;1;1;2;1;1;3;1;3.0;41.625
20.5;25.0;30.333333333333332;30.666666666666668;35.0;32.0;33.0;74.12;29.0;36.09375;15.0;25.5;5;34.0;10.0;2;444.24;2;37.0;1;2;34.0;5.0;30.4;7;2;34.0;2;1;1;2;2;1;1;3;1;2.0;38.21875
30.0;26.0;32.333333333333336;36.888888888888886;33.0;31.0;30.5;52.82;37.0;30.4375;15.0;32.0;5;24.5;10.0;1;467.38;2;47.0;1;1;45.0;5.0;31.68888888933333;7;2;47.0;2;2;1;1;2;2;1;3;1;2.0;36.375
33.0;26.66666667;30.24444444466667;33.69444444444444;35.0;24.33333333;36.0;74.12;20.5;28.5625;15.0;22.5;4;22.0;8.0;2;446.8;3;44.0;1;1;40.0;7.0;27.233333333333334;7;3;30.0;3;3;3;1;1;2;1;3;1;2.0;34.75
26.0;13.0;30.2;32.50000000055556;39.0;30.0;30.0;66.83;33.0;29.260416666250002;15.0;23.5;5;31.0;10.0;2;440.19;4;40.0;1;1;40.0;5.0;31.622222222666664;7;2;43.0;2;1;1;2;2;2;1;3;1;1.0;28.718749999375
35.0;18.5;30.9;31.138888888333334;35.0;42.0;26.33333333;72.34;44.0;33.625;15.0;36.0;5;34.0;10.0;1;458.75;2;40.0;1;1;19.0;5.0;34.13333333333333;7;2;43.0;2;1;1;1;2;1;2;3;1;2.0;36.59375
37.0;46.0;40.93333333333333;45.94444444444444;39.0;34.0;35.0;70.42;48.0;44.75;15.0;42.0;7;43.0;15.0;1;470.23;1;50.0;1;1;44.0;0.0;44.93333333333333;7;0;43.0;0;1;1;1;2;1;1;3;1;3.0;42.25
32.0;30.0;35.6;36.94444444444444;40.0;37.0;28.0;63.73;31.0;38.375;15.0;31.0;7;31.0;15.0;1;443.1;1;49.0;1;1;41.0;0.0;33.266666666666666;7;1;42.0;0;1;1;2;2;1;1;3;1;3.0;40.8125
32.0;30.0;34.6;31.22222222222222;36.0;37.0;32.0;66.96;30.0;33.5625;15.0;28.5;6;24.5;13.0;2;450.26;1;41.0;1;2;49.0;2.0;27.533333333333335;7;1;36.0;1;2;1;1;2;2;1;3;1;2.0;36.1875
21.0;25.66666667;31.133333334;33.55555555555556;40.0;30.0;31.0;74.12;35.0;34.9375;15.0;32.0;4;19.5;8.0;1;444.98;3;40.0;1;2;43.0;7.0;32.93333333333333;7;3;43.0;3;2;1;2;1;1;1;3;1;2.0;38.8125
26.5;20.5;29.033333333333335;35.44444444444444;27.0;36.0;28.33333333;63.73;40.0;33.9375;15.0;29.0;4;30.0;7.0;3;436.03;2;50.0;2;1;34.0;8.0;34.8;7;4;40.0;3;1;1;2;1;1;2;3;1;2.0;34.0625
37.0;17.5;34.36666666666667;31.22222222222222;37.0;39.0;33.0;74.56;40.0;37.8125;15.0;31.0;6;39.0;12.0;1;460.74;2;36.0;1;1;39.0;3.0;36.9;7;1;44.0;1;1;1;1;2;1;1;3;1;2.0;38.9375
32.0;31.0;25.1;24.750000000555556;0.0;0.0;32.0;66.5;26.0;24.607142857142858;10.0;12.0;3;27.5;6.0;3;426.22;1;50.0;0;2;0.0;4.0;21.85897435846154;5;1;39.0;2;2;0;1;1;2;1;3;1;2.0;33.0
39.0;45.0;39.86666666666667;43.72222222222222;37.0;32.0;35.0;74.44;47.0;43.0625;15.0;39.0;7;39.0;15.0;1;443.43;1;50.0;1;1;44.0;0.0;43.53333333333333;7;0;44.0;0;1;1;1;2;1;1;3;1;3.0;42.5625
31.0;36.0;37.53333333333333;33.24999999944444;43.0;42.0;27.0;60.48;33.0;39.34375;15.0;36.5;7;30.0;15.0;2;467.9;1;39.0;1;1;42.0;0.0;35.48888888933333;7;0;36.0;0;1;1;1;2;1;1;3;1;3.0;40.75
0.0;0.0;30.0;24.916666666666668;0.0;0.0;1.0;70.23;0.0;0.0;2.0;0.0;1;30.0;2.0;0;443.98;0;0.0;0;0;0.0;0.0;33.0;1;0;0.0;0;1;0;0;2;0;0;3;0;1.0;13.0
31.5;27.66666667;32.866666667333334;35.02777777777778;39.0;20.0;27.5;55.71;34.0;39.25;15.0;30.0;5;35.0;10.0;1;467.93;3;50.0;1;1;40.0;5.0;39.6;7;3;40.0;2;1;2;2;2;1;1;3;1;3.0;40.5
34.0;39.0;38.53333333333333;41.22222222222222;43.0;30.0;36.0;70.62;42.0;42.0;15.0;39.0;7;34.0;15.0;1;454.59;1;50.0;1;1;46.0;0.0;38.93333333333333;7;0;44.0;0;1;1;1;2;1;1;3;1;3.0;42.875
27.5;41.0;37.93333333333333;36.22222222222222;43.0;31.0;30.0;70.62;47.0;38.1875;15.0;32.0;6;33.0;13.0;1;456.24;1;50.0;1;1;45.0;2.0;37.8;7;1;44.0;1;1;1;2;2;1;1;3;1;2.0;38.21875
27.5;27.0;31.733333333333334;29.055555555555557;40.0;30.0;30.0;58.13;32.0;35.46875;15.0;33.0;4;29.0;8.0;1;416.01;2;45.0;1;2;33.0;7.0;32.666666666666664;7;3;36.0;3;2;1;2;1;1;1;3;1;2.0;39.3125
28.0;32.0;32.06666666666667;34.583333333333336;32.0;30.0;35.0;66.94;36.0;38.4375;15.0;33.0;6;30.5;13.0;1;458.64;1;43.0;1;1;33.0;2.0;34.86666666666667;7;2;46.0;1;2;1;2;2;1;1;3;1;2.0;36.15625
30.0;26.25;31.783333333333335;31.583333333333332;36.0;30.0;29.5;53.09;41.0;28.187499999375;15.0;18.0;6;30.0;12.0;3;421.5;4;45.0;1;1;36.0;3.0;35.8;7;2;38.0;1;3;1;1;2;3;1;3;1;2.0;36.8125
37.0;18.0;33.0;31.444444444444443;40.0;32.0;34.0;66.83;30.0;36.53125;15.0;30.0;6;34.0;12.0;1;430.87;3;50.0;1;3;38.0;3.0;30.566666666;7;1;39.0;1;1;1;1;2;1;1;3;1;2.0;33.9375
34.0;30.0;34.0;32.00000000055556;35.0;30.0;30.0;58.15;33.5;35.875;15.0;30.5;7;34.0;15.0;2;461.75;1;48.0;1;3;40.0;0.0;31.233333332666668;7;0;39.0;0;1;1;1;2;2;1;3;1;2.0;39.625
30.0;45.0;40.0;35.27777777777778;41.0;43.0;35.0;61.26;33.0;38.3125;15.0;31.0;7;32.0;15.0;2;441.18;1;50.0;1;1;43.0;0.0;35.666666666666664;7;0;46.0;0;1;1;1;2;1;1;3;1;2.0;37.6875
34.0;0.0;32.333333333333336;32.94444444444444;0.0;30.0;36.0;56.71;32.5;31.785714285714285;6.0;30.0;3;33.0;6.0;1;467.83;0;50.0;0;1;0.0;0.0;28.416666666666668;3;0;0.0;0;1;1;1;2;1;0;3;0;2.0;33.0
28.0;37.0;36.266666666666666;34.916666666666664;39.0;30.0;35.0;61.26;32.0;41.625;15.0;30.0;6;36.0;13.0;1;479.74;1;50.0;1;1;43.0;2.0;39.86666666666667;7;1;42.0;1;1;1;2;2;1;1;3;1;2.0;37.6875
33.0;18.5;34.36666666666667;32.77777777777778;44.0;37.0;33.0;63.76;25.5;31.75;15.0;35.0;6;32.0;12.0;1;465.21;2;39.0;1;2;43.0;3.0;28.033333333333335;7;2;38.0;1;1;1;2;2;1;1;3;1;2.0;37.875
30.0;35.0;37.13333333333333;37.388888888888886;42.0;30.0;37.0;78.81;31.0;37.34375;15.0;39.0;7;39.0;15.0;1;449.26;1;42.0;1;1;42.0;0.0;36.13333333333333;7;0;44.0;0;1;1;1;2;1;1;3;1;2.0;39.1875
35.0;0.0;25.571428571428573;28.638888888333334;0.0;0.0;30.0;69.18;30.0;25.571428570714286;7.0;15.0;3;34.0;5.0;1;437.25;0;50.0;0;1;0.0;2.0;29.923076923076923;4;0;41.0;1;1;1;1;1;2;0;3;1;1.0;18.0
29.0;30.0;32.53333333333333;32.97222222222222;34.0;31.0;30.0;58.15;36.0;37.0625;15.0;32.0;6;30.0;13.0;1;440.68;1;50.0;1;1;38.0;2.0;33.666666666666664;7;1;40.0;1;1;1;2;2;1;1;3;1;2.0;32.25
32.5;35.0;35.06666666666667;38.666666666666664;33.0;31.0;30.0;52.15;39.0;41.0625;15.0;31.0;7;36.0;15.0;1;425.35;1;50.0;1;1;40.0;0.0;40.333333333333336;7;1;43.0;0;1;1;2;2;1;1;3;1;2.0;38.5625
35.0;39.0;38.6;36.388888888888886;38.0;32.0;30.0;58.89;42.0;42.1875;15.0;39.0;7;39.0;15.0;1;439.37;1;40.0;1;1;47.0;0.0;38.6;7;0;42.0;0;1;1;1;2;1;1;3;1;2.0;37.0625
33.0;15.5;30.866666666666667;33.72222222222222;36.0;31.0;28.5;65.25;31.0;31.9375;15.0;31.0;6;33.0;12.0;1;438.01;2;39.0;1;1;41.0;3.0;33.166666666666664;7;3;32.5;1;1;2;1;2;1;1;3;2;2.0;37.0
22.5;4.0;25.307692307692307;35.888888888888886;34.0;31.0;43.0;65.16;30.0;26.625000000625;13.0;26.5;4;35.0;8.0;2;410.64;2;39.0;1;3;0.0;5.0;24.066666666666666;6;2;38.0;2;1;1;2;1;3;0;3;1;2.0;39.5
42.0;0.0;33.066666665999996;30.138888888333334;33.0;30.0;35.0;66.35;29.33333333;30.09090909090909;10.0;38.0;4;22.33333333;8.0;1;433.01;0;45.0;1;1;0.0;2.0;20.755555555999997;5;1;43.0;1;3;1;1;2;0;0;3;1;2.0;37.0
38.0;2.0;19.333333333333332;31.333333333333332;5.0;15.5;32.0;62.52;31.0;27.656249999375;15.0;16.5;3;21.0;5.0;2;424.25;2;50.0;2;2;39.0;10.0;27.033333334;7;4;42.0;4;3;2;1;1;3;1;3;1;1.0;22.8
27.0;31.0;33.53333333333333;37.111111111111114;37.0;30.0;30.0;60.8;38.0;40.3125;15.0;32.0;6;31.0;13.0;1;420.67;1;44.0;1;1;39.0;2.0;36.266666666666666;7;1;45.0;1;1;1;2;2;1;1;3;1;2.0;34.6875
41.0;37.0;42.666666666666664;34.833333333333336;44.0;46.0;38.0;78.81;39.0;40.75;15.0;41.0;7;42.0;15.0;1;453.65;1;49.0;1;1;48.0;0.0;36.86666666666667;7;0;43.0;0;1;1;1;2;1;1;3;1;3.0;43.5
44.0;44.0;44.0;35.333333333333336;46.0;44.0;36.0;48.4;36.0;41.3125;15.0;39.0;7;42.0;15.0;1;419.64;1;50.0;1;1;42.0;0.0;36.733333333333334;7;0;46.0;0;1;1;1;2;1;1;3;1;3.0;41.875
33.0;28.0;35.666666666666664;36.27777777777778;38.0;31.0;38.0;70.26;36.0;32.5625;15.0;25.0;6;38.0;12.0;2;493.37;2;40.0;1;1;45.0;3.0;33.53333333333333;7;1;43.0;1;1;1;1;2;1;1;3;1;2.0;37.0
37.0;33.0;37.53333333333333;36.638888888888886;39.0;35.0;42.0;73.76;33.0;36.125;15.0;32.0;7;33.0;15.0;1;474.76;2;41.0;1;1;46.0;0.0;36.666666666666664;7;1;45.0;0;1;1;1;2;1;1;3;1;3.0;41.0625
35.0;27.5;35.5;32.77777777777778;43.0;32.5;24.0;70.26;30.0;33.687499999375;15.0;22.33333333;6;31.0;12.0;3;465.38;2;42.0;1;1;41.0;3.0;29.222222222666666;7;2;42.0;1;1;2;1;2;1;1;3;1;2.0;38.53125
37.0;29.0;37.6;35.138888888888886;40.0;38.0;33.0;70.11;30.0;37.6875;15.0;35.0;6;37.0;12.0;1;458.67;2;44.0;1;1;44.0;3.0;34.53333333333333;7;1;45.0;1;1;1;1;2;1;1;3;1;2.0;39.375
33.5;27.0;34.2;34.55555555555556;40.0;30.0;31.5;73.76;33.0;34.4375;15.0;30.0;6;33.0;12.0;1;456.59;3;45.0;1;1;38.0;3.0;33.6;7;2;43.0;1;1;1;2;2;1;1;3;1;2.0;37.65625
32.0;31.0;37.46666666666667;38.333333333333336;39.0;42.0;37.0;67.01;33.0;35.4375;15.0;33.0;7;38.0;15.0;1;489.12;1;50.0;1;1;42.0;0.0;35.06666666666667;7;0;44.0;0;1;1;1;2;1;1;3;1;3.0;43.375
40.0;49.0;43.13333333333333;38.333333333333336;41.0;35.0;34.0;67.13;38.0;44.4375;15.0;39.0;7;48.0;15.0;1;473.69;1;44.0;1;1;43.0;0.0;40.733333333333334;7;0;45.0;0;1;1;1;2;1;1;3;1;2.0;39.875
36.0;23.0;32.86666666666667;36.666666666666664;35.0;31.0;33.0;73.57;33.0;43.125;15.0;35.0;6;32.5;12.0;1;482.04;2;50.0;2;1;38.0;3.0;35.666666666666664;7;3;44.0;1;2;1;1;2;1;1;3;1;2.0;39.21875
36.0;37.0;39.266666666666666;40.5;41.0;43.0;36.0;70.26;39.0;44.1875;15.0;42.0;7;32.0;15.0;1;473.81;1;50.0;1;1;45.0;0.0;40.2;7;0;43.0;0;1;1;1;2;1;1;3;1;2.0;36.59375
26.0;23.5;31.464285714285715;34.77777777777778;37.0;32.0;24.5;53.81;29.0;29.6875;14.0;31.0;4;38.0;9.0;1;434.09;2;36.0;1;1;33.5;5.0;31.966666666666665;6;3;0.0;2;1;1;2;2;1;2;3;0;2.0;33.0
32.0;33.0;36.8;36.72222222222222;42.0;36.0;30.0;82.69;38.0;41.8125;15.0;30.0;7;31.0;15.0;1;498.57;1;50.0;1;1;43.0;0.0;37.6;7;1;43.0;0;1;1;2;2;1;1;3;1;3.0;40.4375
32.5;31.5;34.43333333333333;32.638888888888886;42.0;34.0;35.0;47.41;28.66666667;34.375;15.0;32.0;6;19.0;13.0;1;424.04;2;42.0;1;1;44.0;2.0;33.866666667333334;7;3;37.0;1;2;1;2;2;2;1;3;1;2.0;37.375
40.0;34.0;40.13333333333333;38.72222222222222;43.0;44.0;33.5;61.53;32.0;41.0;15.0;35.0;7;31.0;15.0;1;475.92;1;44.0;1;1;48.0;0.0;36.8;7;0;45.0;0;1;1;1;2;1;1;3;1;3.0;41.5625
40.0;45.0;40.666666666666664;37.77777777777778;46.0;34.0;36.0;70.26;38.0;42.8125;15.0;35.0;7;34.0;15.0;1;484.29;1;50.0;1;1;40.0;0.0;36.48888888933333;7;0;41.0;0;1;1;1;2;1;1;3;1;2.0;38.78125
36.0;20.0;31.4;31.75;38.0;34.0;28.0;64.16;34.0;35.5;15.0;30.0;5;30.0;11.0;1;475.42;2;45.0;1;1;37.0;4.0;34.0;7;2;23.0;2;1;1;1;2;1;1;3;2;2.0;37.5625
33.5;44.0;38.8;38.44444444444444;39.0;31.0;38.0;70.26;31.0;42.125;15.0;41.0;7;33.0;15.0;1;462.82;1;49.0;1;1;49.0;0.0;36.0;7;1;40.0;0;1;1;2;2;1;1;3;1;3.0;40.0625
32.0;25.5;33.03333333333333;32.333333333333336;39.0;23.5;29.5;88.88;28.0;35.23958333375;15.0;26.0;5;33.5;10.0;2;512.2;2;44.0;1;2;44.0;5.0;30.4;7;3;36.0;2;2;2;1;2;2;1;3;1;2.0;37.875
43.0;47.0;42.93333333333333;37.5;45.0;36.0;44.0;73.57;38.0;43.5625;15.0;41.0;7;42.0;15.0;1;499.96;1;50.0;1;1;41.0;0.0;42.06666666666667;7;0;44.0;0;1;1;1;2;1;1;3;1;3.0;41.3125
30.5;26.0;31.933333333333334;33.55555555555556;34.0;25.0;27.0;70.26;38.0;36.25;15.0;30.0;5;30.0;10.0;2;474.61;3;41.0;1;1;45.0;5.0;36.666666666666664;7;3;38.0;2;1;2;2;2;1;1;3;1;2.0;36.28125
30.0;26.0;31.933333333333334;35.94444444444444;35.0;32.0;26.5;64.09;31.0;34.8125;15.0;29.0;6;32.0;12.0;2;472.11;2;44.0;1;1;37.0;3.0;30.733333333333334;7;1;34.0;1;1;1;1;2;1;1;3;1;2.0;39.0
31.5;29.5;34.36666666666667;37.05555555555556;31.0;33.0;26.0;61.0;37.0;33.5625;15.0;23.0;6;35.0;12.0;2;488.99;2;40.0;1;1;47.0;3.0;34.06666666666667;7;2;41.0;1;1;1;2;2;2;1;3;1;2.0;38.625
33.0;28.0;33.46666666666667;33.583333333333336;36.0;32.0;39.0;82.45;39.0;37.15625;15.0;33.0;6;32.0;12.0;1;477.39;2;49.0;1;1;37.0;3.0;36.266666666666666;7;1;42.0;1;1;1;1;2;2;1;3;1;3.0;40.4375
