LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;CREDITOS_DIFERENCIAL;ESTADO_FINAL;NOTA_DIFERENCIAL;VECES_DIFERENCIAL;NOTA_DIBUJO;VECES_DIBUJO;CREDITOS_DIBUJO;NOTA_QUIMICA;VECES_QUIMICA;CREDITOS_QUIMICA;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEMINARIO;VECES_SEMINARIO;CREDITOS_SEMINARIO;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS
10;426.55;62.82;61.41;51.92;55.84;12;30.51282051282051;1;13;9;4;6;5;1;2;4;10;21.66666666666667;3;30.0;1;2;35.0;1;3;45.0;1;1;30.0;1;2;40.0;1;1;0.0;0;2;1;29.42307692307692
9;457.67;65.16;61.41;60.25;48.43;9;15.0;0;11;0;11;5;0;5;1;4;10;15.0;1;0.0;0;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;15.0;1;2;1;15.0
16;480.05;60.24;58.7;58.72;54.19;10;34.33333333333334;1;15;11;4;7;6;1;2;4;5;27.5;2;35.0;1;2;35.0;1;3;35.0;1;1;35.0;1;2;35.0;1;1;45.0;1;2;2;38.88235294117647
17;453.09;60.48;51.55;57.36;45.71;16;22.77777777777778;3;15;4;11;7;3;4;1;4;10;16.66666666666667;3;15.0;1;2;23.33333333333333;3;3;30.0;1;1;17.5;2;2;40.0;1;1;35.0;1;2;1;20.0
11;466.72;60.49;56.51;60.25;49.65;11;15.0;0;10;0;10;4;0;4;1;4;10;15.0;1;0.0;0;2;15.0;1;3;0.0;0;1;0.0;0;2;15.0;1;1;15.0;1;2;1;15.0
2;460.84;63.78;46.7;56.37;47.79;8;23.88888888888889;0;9;2;7;4;2;2;1;4;1;15.0;1;0.0;0;2;25.0;1;3;35.0;1;1;0.0;0;2;45.0;1;1;0.0;0;2;2;32.5
10;449.24;47.67;64.0;65.0;53.32;10;28.97435897435897;3;13;9;4;6;5;1;1;4;1;21.66666666666667;3;30.0;1;2;30.0;2;3;40.0;1;1;30.0;2;2;40.0;1;1;0.0;0;2;1;28.33333333333333
18;443.8;57.98;58.7;55.18;43.4;19;15.0;2;11;0;11;5;0;5;1;4;1;15.0;2;0.0;0;2;15.0;2;3;15.0;1;1;0.0;0;2;15.0;1;1;15.0;1;2;1;15.0
9;479.29;66.5;60.61;51.94;73.83;6;37.30769230769231;0;13;13;0;6;6;0;2;4;1;35.0;1;40.0;1;2;35.0;1;3;40.0;1;1;0.0;0;2;40.0;1;1;40.0;1;2;2;33.75
8;457.15;69.34;53.45;55.79;58.45;8;32.8;1;15;11;4;7;6;1;2;4;5;25.0;2;30.0;1;2;40.0;1;3;40.0;1;1;30.0;1;2;40.0;1;1;36.0;1;2;2;33.78125
17;491.4;65.16;56.51;58.09;59.81;19;34.0;0;15;15;0;7;7;0;2;4;5;30.0;1;40.0;1;2;30.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;35.0;1;2;2;32.5625
15;453.5;66.35;54.91;50.09;69.48;15;37.93333333333333;1;15;11;4;7;6;1;2;4;5;27.5;2;40.0;1;2;45.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;47.0;1;2;2;35.15625
7;458.49;66.5;58.23;55.79;47.21;7;15.0;0;11;0;11;5;0;5;1;4;10;15.0;1;0.0;0;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;15.0;1;2;1;15.0
9;449.0;58.89;61.99;51.96;42.2;9;28.46153846153846;1;13;7;6;6;4;2;1;4;1;22.5;2;0.0;0;2;30.0;1;3;40.0;1;1;25.0;1;2;40.0;1;1;30.0;1;2;1;25.0
11;452.78;69.34;55.85;53.84;57.13;11;38.33333333333334;1;15;11;4;7;6;1;2;4;5;25.0;2;40.0;1;2;45.0;1;3;40.0;1;1;50.0;1;2;40.0;1;1;40.0;1;2;2;35.78125
1;461.2;69.18;50.09;67.99;69.48;1;36.53846153846154;1;13;9;4;6;5;1;2;4;1;25.0;2;0.0;0;2;45.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;2;33.125
7;471.24;55.8;58.68;61.19;49.6;7;15.0;0;11;0;11;5;0;5;1;4;1;15.0;1;0.0;0;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;15.0;1;2;1;15.0
10;457.61;62.82;58.93;58.09;59.81;10;39.4;0;15;15;0;7;7;0;2;4;15;40.0;1;40.0;1;2;35.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;43.0;1;2;2;37.9375
16;522.24;67.77;68.47;65.51;69.4;16;33.16666666666666;2;15;8;7;7;5;2;2;4;10;25.0;3;40.0;1;2;27.5;2;3;40.0;1;1;35.0;1;2;45.0;1;1;40.0;1;2;2;30.125
4;460.51;63.73;61.99;51.96;67.6;4;34.56666666666667;2;15;11;4;7;6;1;2;4;5;25.0;2;40.0;1;2;32.5;2;3;40.0;1;1;40.0;1;2;35.0;1;1;43.0;1;2;2;31.44117647058824
10;368.97;49.84;45.69;50.07;53.32;10;33.33333333333334;1;15;15;0;7;7;0;2;4;5;30.0;2;30.0;1;2;30.0;1;3;40.0;1;1;30.0;1;2;40.0;1;1;45.0;1;2;2;33.5625
7;388.62;36.42;52.53;42.4;39.11;7;33.43333333333333;2;15;9;6;7;5;2;2;4;1;20.625;8;27.0;3;2;35.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;50.0;1;2;2;30.05
11;495.51;69.34;58.23;64.99;97.34;20;15.0;0;11;0;11;5;0;5;1;4;10;15.0;1;0.0;0;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;15.0;1;2;1;15.0
12;424.1;63.87;48.41;51.94;73.83;10;34.66666666666666;1;15;11;4;7;6;1;2;4;5;27.5;2;35.0;1;2;30.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;45.0;1;2;2;33.71875
14;444.45;80.57;42.75;53.84;57.13;8;38.0;0;15;15;0;7;7;0;2;4;5;35.0;1;40.0;1;2;40.0;1;3;40.0;1;1;30.0;1;2;40.0;1;1;45.0;1;2;2;39.3125
12;463.4;63.87;63.02;51.94;65.86;8;35.0;1;15;11;4;7;6;1;2;4;5;25.0;2;35.0;1;2;30.0;1;3;40.0;1;1;45.0;1;2;45.0;1;1;45.0;1;2;2;33.21875
8;461.29;76.15;58.23;57.84;57.13;8;38.33333333333334;1;15;15;0;7;7;0;2;4;5;32.5;2;30.0;1;2;40.0;1;3;40.0;1;1;50.0;1;2;45.0;1;1;40.0;1;2;2;34.65625
12;461.81;66.5;50.98;57.84;44.74;10;33.3;2;15;11;4;7;6;1;2;4;5;22.5;2;35.0;1;2;32.5;2;3;40.0;1;1;35.0;1;2;40.0;1;1;46.0;1;2;2;38.3125
1;478.8;66.35;54.91;57.84;52.09;11;33.86666666666667;1;15;11;4;7;6;1;2;4;5;25.0;2;39.0;1;2;30.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;45.0;1;2;2;32.875
10;477.64;59.02;53.45;64.99;49.65;10;35.53333333333333;0;15;15;0;7;7;0;2;4;5;30.0;1;35.0;1;2;35.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;39.0;1;2;2;35.3125
2;473.53;66.5;50.98;62.36;79.55;10;36.33333333333334;0;15;15;0;7;7;0;2;4;5;30.0;1;35.0;1;2;30.0;1;3;40.0;1;1;45.0;1;2;45.0;1;1;45.0;1;2;2;36.25
17;464.33;75.98;52.53;55.8;65.86;15;40.33333333333334;0;15;15;0;7;7;0;2;4;5;45.0;1;40.0;1;2;40.0;1;3;40.0;1;1;35.0;1;2;35.0;1;1;40.0;1;2;2;40.0
10;460.87;69.18;54.91;57.84;35.21;10;32.5;2;15;8;7;7;5;2;2;4;5;27.5;2;30.0;1;2;27.5;2;3;40.0;1;1;35.0;1;2;45.0;1;1;40.0;1;2;2;34.875
12;455.73;75.27;54.12;58.09;69.48;8;38.8;0;15;15;0;7;7;0;2;4;15;35.0;1;40.0;1;2;35.0;1;3;40.0;1;1;45.0;1;2;45.0;1;1;41.0;1;2;2;33.5625
8;458.24;55.8;65.89;53.71;55.64;8;30.88888888888889;1;15;11;4;7;6;1;2;4;1;23.33333333333333;3;35.0;1;2;30.0;1;3;30.0;1;1;35.0;1;2;40.0;1;1;35.0;1;2;1;27.67857142857143
14;443.1;78.22;51.73;58.09;44.74;14;26.81818181818182;4;11;5;6;5;2;3;1;4;1;25.0;2;0.0;0;2;30.0;2;3;15.0;2;1;0.0;0;2;20.0;2;1;35.0;1;2;2;32.5
10;463.45;69.18;59.61;51.96;69.48;8;35.33333333333334;1;15;11;4;7;6;1;2;4;5;25.0;2;40.0;1;2;35.0;1;3;40.0;1;1;40.0;1;2;45.0;1;1;40.0;1;2;2;35.4375
17;486.84;61.26;59.61;60.0;69.48;17;41.66666666666666;0;15;15;0;7;7;0;2;4;5;40.0;1;40.0;1;2;40.0;1;3;40.0;1;1;45.0;1;2;45.0;1;1;45.0;1;2;2;36.25
10;446.22;72.55;64.0;55.99;65.86;7;31.81818181818182;0;11;8;3;5;4;1;2;4;1;30.0;1;0.0;0;2;25.0;1;3;40.0;1;1;0.0;0;2;45.0;1;1;35.0;1;2;1;20.0
19;455.6;76.15;55.85;53.84;49.65;7;30.0;1;13;7;6;6;4;2;2;4;1;25.0;2;0.0;0;2;30.0;1;3;40.0;1;1;25.0;1;2;40.0;1;1;35.0;1;2;1;26.66666666666667
11;480.62;66.35;61.99;67.99;71.53;11;29.61538461538462;2;13;9;4;6;5;1;1;4;4;22.5;2;32.5;2;2;30.0;1;3;30.0;1;1;0.0;0;2;40.0;1;1;35.0;1;2;2;30.38461538461538
7;457.74;69.18;54.91;57.84;69.48;7;42.0;0;15;15;0;7;7;0;2;4;5;45.0;1;40.0;1;2;35.0;1;3;40.0;1;1;45.0;1;2;45.0;1;1;45.0;1;2;2;37.34375
10;469.16;63.73;57.26;67.99;54.57;10;37.66666666666666;0;15;15;0;7;7;0;2;4;5;30.0;1;40.0;1;2;35.0;1;3;40.0;1;1;45.0;1;2;40.0;1;1;45.0;1;2;2;37.8125
11;488.94;66.5;60.61;62.36;52.09;12;37.27272727272727;0;11;11;0;5;5;0;2;4;1;40.0;1;0.0;0;2;35.0;1;3;35.0;1;1;0.0;0;2;40.0;1;1;35.0;1;2;2;40.0
13;477.84;63.73;50.09;64.97;71.53;10;33.18181818181818;1;11;7;4;5;4;1;2;4;1;27.5;2;0.0;0;2;35.0;1;3;40.0;1;1;0.0;0;2;40.0;1;1;35.0;1;2;1;27.5
13;464.55;72.5;55.85;50.07;80.55;16;40.66666666666666;0;15;15;0;7;7;0;2;4;5;35.0;1;40.0;1;2;45.0;1;3;40.0;1;1;40.0;1;2;45.0;1;1;45.0;1;2;3;40.125
17;474.39;67.77;63.43;63.27;69.4;15;37.66666666666666;0;15;15;0;7;7;0;2;4;5;35.0;1;35.0;1;2;35.0;1;3;30.0;1;1;45.0;1;2;40.0;1;1;45.0;1;2;2;32.84375
6;463.7;69.34;55.85;48.2;69.48;8;42.66666666666666;0;15;15;0;7;7;0;2;4;5;40.0;1;45.0;1;2;40.0;1;3;40.0;1;1;50.0;1;2;40.0;1;1;45.0;1;2;2;36.5625
11;473.05;76.15;45.69;68.01;97.34;11;26.81818181818182;0;11;4;7;5;3;2;1;4;10;15.0;1;0.0;0;2;25.0;1;3;35.0;1;1;0.0;0;2;45.0;1;1;40.0;1;2;3;45.0
8;450.36;69.34;53.45;64.99;58.45;8;44.46666666666667;0;15;15;0;7;7;0;2;4;5;45.0;1;40.0;1;2;45.0;1;3;40.0;1;1;50.0;1;2;40.0;1;1;46.0;1;2;3;44.375
8;505.78;61.4;55.85;62.36;79.55;8;44.0;0;15;15;0;7;7;0;2;4;5;45.0;1;45.0;1;2;45.0;1;3;40.0;1;1;40.0;1;2;45.0;1;1;45.0;1;2;3;42.3125
10;468.22;69.34;50.98;62.36;53.32;10;37.66666666666666;0;15;15;0;7;7;0;2;4;5;30.0;1;40.0;1;2;35.0;1;3;35.0;1;1;45.0;1;2;45.0;1;1;45.0;1;2;2;34.375
10;474.96;66.5;55.85;68.01;55.84;10;37.66666666666666;0;15;15;0;7;7;0;2;4;5;35.0;1;40.0;1;2;35.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;2;38.625
10;472.87;61.4;55.85;71.69;59.81;10;34.23076923076923;1;13;13;0;6;6;0;2;4;1;30.0;2;0.0;0;2;30.0;1;3;40.0;1;1;40.0;1;2;35.0;1;1;40.0;1;2;1;26.66666666666667
15;480.95;63.73;59.61;55.8;81.05;8;32.33333333333334;1;15;11;4;7;6;1;2;4;15;22.5;2;35.0;1;2;30.0;1;3;40.0;1;1;40.0;1;2;35.0;1;1;40.0;1;2;2;36.0
7;457.83;58.89;59.61;57.84;39.11;7;34.33333333333334;1;15;11;4;7;6;1;2;4;10;27.5;2;35.0;1;2;35.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;40.0;1;2;2;39.375
11;473.99;61.4;53.45;53.84;39.11;11;29.26666666666667;2;15;8;7;7;5;2;1;4;1;22.5;4;32.0;1;2;25.0;2;3;35.0;1;1;35.0;1;2;35.0;1;1;35.0;1;2;2;33.75
1;479.82;59.02;55.85;62.36;81.05;10;33.0;2;15;15;0;7;7;0;2;4;5;32.5;2;30.0;1;2;30.0;2;3;40.0;1;1;30.0;1;2;35.0;1;1;40.0;1;2;2;32.78125
10;446.43;63.87;58.23;53.84;59.81;10;33.63636363636363;0;11;11;0;5;5;0;2;4;1;30.0;1;0.0;0;2;30.0;1;3;45.0;1;1;0.0;0;2;35.0;1;1;40.0;1;2;1;28.75
9;440.35;56.59;61.99;48.23;58.45;9;33.18181818181818;1;11;11;0;5;5;0;2;4;1;32.5;2;0.0;0;2;30.0;1;3;40.0;1;1;0.0;0;2;35.0;1;1;35.0;1;2;2;32.5
9;421.17;66.5;60.61;46.32;57.13;9;34.0;0;15;15;0;7;7;0;2;4;5;30.0;1;40.0;1;2;30.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;35.0;1;2;2;36.90625
10;449.66;58.89;59.61;53.85;58.45;5;34.0;2;15;11;4;7;6;1;2;4;5;27.5;2;35.0;1;2;30.0;2;3;40.0;1;1;35.0;1;2;40.0;1;1;45.0;1;2;2;35.78125
9;430.6;78.22;51.73;55.99;52.09;9;36.0;1;15;11;4;7;6;1;2;4;5;27.5;2;45.0;1;2;30.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;50.0;1;2;2;32.47058823529412
9;381.58;39.55;57.26;48.23;49.65;9;26.59090909090909;2;11;4;7;5;3;2;1;4;1;17.5;2;45.0;1;2;17.5;2;3;35.0;1;1;0.0;0;2;45.0;1;1;0.0;0;2;1;15.0
8;425.17;60.8;49.27;62.6;53.98;20;25.45454545454545;2;11;4;7;5;3;2;1;4;1;15.0;2;40.0;1;2;20.0;2;3;40.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;1;17.0
10;442.53;53.45;56.39;51.63;50.67;10;27.72727272727273;1;11;7;4;5;4;1;1;4;1;20.0;6;30.0;1;2;30.0;1;3;35.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;1;19.14814814814815
8;452.47;60.24;56.39;58.72;56.01;8;36.81818181818182;0;11;11;0;5;5;0;2;4;1;30.0;1;50.0;1;2;35.0;1;3;45.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;1;22.0
8;455.69;58.13;56.51;53.95;49.65;8;36.0;1;15;11;4;7;6;1;2;4;5;25.0;2;45.0;1;2;35.0;1;3;45.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;2;33.58823529411764
11;460.47;60.48;53.97;53.71;47.66;11;26.92307692307692;1;13;7;6;6;4;2;1;4;13;22.5;4;40.0;1;2;35.0;1;3;35.0;1;1;0.0;1;2;40.0;1;1;0.0;0;2;1;25.375
12;451.11;67.54;58.93;58.09;52.09;11;29.09090909090909;1;11;7;4;5;4;1;1;4;1;17.5;2;40.0;1;2;30.0;1;3;40.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;1;15.41666666666667
9;460.54;63.86;58.4;59.08;83.41;8;29.56410256410256;2;13;6;7;6;4;2;1;4;10;23.33333333333333;3;40.0;1;2;25.0;2;3;35.0;1;1;33.0;1;2;35.0;1;1;0.0;0;2;2;32.66666666666666
19;428.54;60.48;43.5;55.53;49.6;19;12.75757575757576;4;11;0;11;5;0;5;1;4;1;12.33333333333333;3;15.0;2;2;10.33333333333333;3;3;15.0;1;1;0.0;0;2;15.0;2;1;0.0;0;2;0;0.0
16;438.31;53.42;49.04;63.27;47.66;19;35.0;2;15;11;4;7;6;1;2;4;10;27.5;2;40.0;1;2;30.0;2;3;40.0;1;1;45.0;1;2;35.0;1;1;40.0;1;2;2;36.47058823529412
7;443.95;56.59;47.54;55.8;49.65;7;24.43181818181818;2;11;4;7;5;3;2;1;4;1;17.5;4;30.0;1;2;21.25;4;3;40.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;2;35.0
10;460.31;60.24;51.53;55.18;59.92;11;20.45454545454545;4;11;3;8;5;2;3;1;4;1;16.25;4;30.0;1;2;15.0;4;3;30.0;2;1;0.0;0;2;25.0;3;1;0.0;0;2;1;15.0
16;445.93;66.5;53.45;50.07;44.74;6;34.8;1;15;11;4;7;6;1;2;4;1;25.0;3;40.0;1;2;35.0;1;3;40.0;1;1;37.0;1;2;35.0;1;1;44.0;1;2;2;35.16176470588236
11;428.23;75.98;52.53;53.85;39.11;11;32.0;1;15;12;3;7;6;1;2;4;5;30.0;1;40.0;1;2;25.0;2;3;30.0;1;1;30.0;1;2;35.0;1;1;40.0;1;2;2;30.05882352941176
15;466.9;62.84;51.55;61.19;53.56;19;15.0;0;11;0;11;5;0;5;1;4;1;15.0;1;15.0;1;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;0.0;0;2;0;0.0
20;487.33;58.15;61.03;57.36;55.64;10;34.46666666666667;0;15;15;0;7;7;0;2;4;2;35.0;1;35.0;1;2;30.0;1;3;40.0;1;1;35.0;1;2;35.0;1;1;36.0;1;2;2;32.41176470588236
5;479.25;67.77;49.04;55.53;60.2;5;31.9;1;15;12;3;7;6;1;2;4;5;30.0;1;40.0;1;2;27.5;2;3;30.0;1;1;35.0;1;2;30.0;1;1;33.0;1;2;2;33.44117647058823
11;438.22;62.82;56.51;51.92;59.81;11;31.88888888888889;1;15;11;4;7;6;1;2;4;5;23.33333333333333;3;35.0;1;2;30.0;1;3;40.0;1;1;35.0;1;2;35.0;1;1;40.0;1;2;2;34.1764705882353
10;474.29;76.15;50.98;60.01;100.34;10;29.09090909090909;0;11;8;3;5;4;1;1;4;1;30.0;1;30.0;1;2;25.0;1;3;35.0;1;1;0.0;0;2;30.0;1;1;0.0;0;2;0;0.0
10;437.85;56.59;61.99;53.85;58.45;11;22.7968253968254;4;15;5;10;7;3;4;1;4;1;21.66666666666667;3;35.0;1;2;16.42857142857143;7;3;35.0;1;1;5.0;2;2;25.0;3;1;33.0;1;2;1;17.73076923076923
7;468.52;57.98;60.98;60.55;54.19;7;15.0;0;11;0;11;5;0;5;1;4;1;15.0;1;15.0;1;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;0.0;0;2;0;0.0
10;380.82;39.56;50.98;50.07;33.63;10;28.33333333333333;2;15;8;7;7;5;2;1;4;1;20.0;3;35.0;1;2;25.0;2;3;40.0;1;1;30.0;1;2;40.0;1;1;30.0;1;2;1;27.53333333333333
10;441.95;57.98;56.39;55.18;41.36;8;15.0;0;11;0;11;5;0;5;1;4;1;15.0;1;15.0;1;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;0.0;0;2;0;0.0
18;456.96;72.34;54.91;55.8;59.81;18;35.0;1;15;11;4;7;6;1;2;4;5;25.0;2;35.0;1;2;30.0;1;3;40.0;1;1;45.0;1;2;35.0;1;1;50.0;1;2;2;37.11764705882353
10;445.47;62.84;56.34;65.51;55.64;10;26.8;3;15;4;11;7;3;4;1;4;10;22.5;2;40.0;1;2;28.33333333333333;3;3;35.0;1;1;27.5;2;2;35.0;1;1;11.0;1;2;2;31.61764705882353
12;445.87;69.34;63.02;44.38;54.57;13;31.43333333333333;1;15;12;3;7;6;1;2;4;11;30.0;1;30.0;1;2;27.5;2;3;35.0;1;1;35.0;1;2;30.0;1;1;37.0;1;2;2;31.11764705882353
15;450.96;66.5;50.98;68.01;57.13;15;31.5;2;15;8;7;7;5;2;2;4;5;25.0;3;35.0;1;2;22.5;2;3;40.0;1;1;35.0;1;2;35.0;1;1;45.0;1;2;2;30.08823529411765
10;446.31;65.16;58.93;49.87;71.53;8;18.18181818181818;0;11;1;10;5;1;4;1;4;1;15.0;1;15.0;1;2;15.0;1;3;40.0;1;1;0.0;0;2;25.0;1;1;0.0;0;2;0;0.0
18;488.26;63.87;50.98;60.01;76.45;7;20.45;4;13;4;9;6;3;3;1;4;1;18.4;5;30.0;1;2;18.75;4;3;30.0;1;1;8.0;2;2;30.0;2;1;0.0;0;2;1;18.0
16;436.57;67.54;54.12;58.09;71.53;16;26.15384615384615;2;13;4;9;6;3;3;1;4;1;22.5;2;35.0;1;2;25.0;2;3;40.0;1;1;15.0;1;2;35.0;1;1;0.0;0;2;1;21.11111111111111
10;443.82;62.52;48.9;56.94;50.67;11;28.78787878787879;2;11;4;7;5;3;2;1;4;10;21.66666666666667;3;40.0;1;2;25.0;3;3;40.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;1;28.68333333333333
9;443.77;62.52;67.96;66.69;47.14;9;34.26666666666667;0;15;15;0;7;7;0;2;4;1;35.0;1;40.0;1;2;30.0;1;3;30.0;1;1;35.0;1;2;30.0;1;1;37.0;1;2;2;35.0
11;483.7;55.8;53.97;61.19;47.66;11;37.46666666666667;0;15;15;0;7;7;0;2;4;5;30.0;1;45.0;1;2;30.0;1;3;45.0;1;1;45.0;1;2;35.0;1;1;46.0;1;2;2;34.35294117647059
10;443.29;75.98;47.54;53.85;83.41;10;35.86666666666667;0;15;15;0;7;7;0;2;4;5;35.0;1;40.0;1;2;30.0;1;3;35.0;1;1;31.0;1;2;35.0;1;1;48.0;1;2;1;29.88235294117647
8;408.88;52.06;52.53;46.34;49.65;8;33.88888888888889;1;15;11;4;7;6;1;2;4;5;21.83333333333333;6;45.0;1;2;30.0;1;3;40.0;1;1;34.0;1;2;35.0;1;1;49.0;1;2;1;29.38235294117647
11;439.56;66.5;60.61;50.07;65.86;11;35.2;0;15;15;0;7;7;0;2;4;2;35.0;1;35.0;1;2;30.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;34.0;1;2;2;35.8235294117647
4;411.5;65.16;58.93;53.95;54.57;4;35.2;1;15;11;4;7;6;1;2;4;5;22.5;2;45.0;1;2;30.0;1;3;45.0;1;1;45.0;1;2;35.0;1;1;44.0;1;2;2;35.05882352941177
11;436.51;59.02;55.85;51.94;65.86;7;34.13333333333333;1;15;11;4;7;6;1;2;4;5;22.5;2;45.0;1;2;30.0;1;3;45.0;1;1;40.0;1;2;35.0;1;1;41.0;1;2;2;34.58823529411764
13;440.62;61.4;55.85;57.84;65.86;14;36.83333333333334;1;15;15;0;7;7;0;2;4;5;35.0;1;45.0;1;2;30.0;1;3;40.0;1;1;40.0;1;2;32.5;2;1;40.0;1;2;2;33.94117647058823
8;458.13;61.4;50.98;60.01;53.32;8;32.8;1;15;11;4;7;6;1;2;4;2;20.0;3;40.0;1;2;30.0;1;3;40.0;1;1;45.0;1;2;40.0;1;1;36.0;1;2;2;31.91176470588235
10;433.56;66.35;54.91;60.0;33.63;10;29.63636363636364;1;11;7;4;5;4;1;1;4;1;19.0;5;40.0;1;2;30.0;1;3;40.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;2;31.59722222222222
6;435.13;61.26;57.26;48.23;48.43;6;35.33333333333334;1;15;11;4;7;6;1;2;4;5;22.5;2;45.0;1;2;30.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;50.0;1;2;2;35.79411764705883
9;433.14;67.33;48.9;58.72;48.92;9;37.26666666666667;0;15;15;0;7;7;0;2;4;5;30.0;1;50.0;1;2;30.0;1;3;45.0;1;1;36.0;1;2;40.0;1;1;46.0;1;2;2;36.23529411764706
8;455.92;67.13;55.56;55.09;52.09;7;38.2;1;15;11;4;7;6;1;2;4;13;25.0;2;45.0;1;2;40.0;1;3;45.0;1;1;45.0;1;2;40.0;1;1;44.0;1;2;2;38.1764705882353
8;478.1;58.94;57.99;69.68;44.71;8;15.0;0;11;0;11;5;0;5;1;4;1;15.0;1;15.0;1;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;0.0;0;2;0;0.0
5;460.51;70.26;50.58;55.09;62.69;6;15.90909090909091;0;11;0;11;5;0;5;1;4;1;15.0;1;20.0;1;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;0.0;0;2;0;0.0
6;452.54;61.49;60.67;48.79;56.48;8;38.06666666666667;0;15;15;0;7;7;0;2;4;5;30.0;1;45.0;1;2;35.0;1;3;35.0;1;1;45.0;1;2;45.0;1;1;43.0;1;2;2;33.26470588235294
16;471.63;73.57;48.33;56.82;67.51;16;33.2;1;15;11;4;7;6;1;2;4;5;20.0;3;45.0;1;2;30.0;1;3;40.0;1;1;36.0;1;2;40.0;1;1;43.0;1;2;2;31.26470588235294
9;481.97;73.76;50.58;55.09;69.92;9;41.6;0;15;15;0;7;7;0;2;4;13;40.0;1;45.0;1;2;35.0;1;3;45.0;1;1;50.0;1;2;40.0;1;1;42.0;1;2;2;37.41176470588236
5;427.8;75.27;54.12;49.87;52.09;5;30.87179487179488;1;13;9;4;6;5;1;2;4;1;13.83333333333333;6;45.0;1;2;35.0;1;3;45.0;1;1;33.0;1;2;40.0;1;1;0.0;0;2;1;25.25
10;491.07;61.49;60.67;58.93;74.73;10;35.66666666666666;0;15;15;0;7;7;0;2;4;5;30.0;1;40.0;1;2;30.0;1;3;45.0;1;1;37.0;1;2;40.0;1;1;43.0;1;2;2;33.08823529411764
1;450.99;70.26;53.11;44.9;49.63;1;39.2;0;15;15;0;7;7;0;2;4;5;35.0;1;45.0;1;2;35.0;1;3;45.0;1;1;40.0;1;2;40.0;1;1;44.0;1;2;2;37.05882352941177
8;458.67;70.26;57.99;55.09;61.22;8;40.86666666666667;0;15;15;0;7;7;0;2;4;5;35.0;1;45.0;1;2;35.0;1;3;45.0;1;1;45.0;1;2;45.0;1;1;49.0;1;2;2;37.41176470588236
8;466.49;70.11;60.67;56.82;54.9;6;31.88888888888889;2;15;8;7;7;5;2;2;4;1;23.33333333333333;3;45.0;1;2;25.0;2;3;45.0;1;1;32.0;1;2;45.0;1;1;33.0;1;2;2;30.70588235294118
11;452.49;67.13;57.99;55.09;59.64;11;29.41025641025641;2;13;7;6;6;4;2;1;4;10;23.33333333333333;3;40.0;1;2;30.0;1;3;45.0;1;1;17.0;3;2;40.0;1;1;0.0;0;2;2;33.86666666666667
1;439.44;73.76;53.11;51.06;67.51;1;38.66666666666666;0;15;15;0;7;7;0;2;4;5;30.0;1;45.0;1;2;30.0;1;3;50.0;1;1;45.0;1;2;40.0;1;1;50.0;1;2;2;31.76470588235294
