CON_MAT_ICFES;IDIOMA_ICFES;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;QUIMICA_ICFES;PG_ICFES;LITERATURA_ICFES;PROMEDIO_UNO;NOTA_DIFERENCIAL;NOTA_CATEDRA_DEM;NOTA_PROG_BASICA;NAA_UNO;CAR_UNO;NOTA_TEXTOS;NOTA_LOGICA;NOTA_SEMINARIO;VECES_LOGICA;NAC_UNO;NCC_UNO;NCA_UNO;VECES_CATEDRA_DEM;NOTA_EE_UNO;NAP_UNO;VECES_DIFERENCIAL;NOTA_CATEDRA_CON;VECES_EE_UNO;PROMEDIO_DOS;NOTA_TGS;NOTA_PROG_AVANZADA;NOTA_FISICA_DOS;NOTA_MULTIVARIADO;NOTA_SEGUNDA_LENGUA_DOS;VECES_FISICA_DOS;NOTA_EE_DOS;VECES_PROG_AVANZADA;NAA_DOS;VECES_TGS;NCA_DOS;VECES_MULTIVARIADO;NOTA_ECUACIONES;NAC_DOS;NOTA_METODOS_NUM;NOTA_A_SISTEMAS;NOTA_MOD_PROG_UNO;NOTA_MAT_DIS;NOTA_HOMBRE;NOTA_GT_DOS;VECES_A_SISTEMAS;VECES_HOMBRE;NCC_TRES;NAA_TRES;NOTA_FUND_BASES;NAC_TRES;PROMEDIO_CINCO;RENDIMIENTO_CINCO
74.0;69.0;6;76.0;0.0;337.0;58.0;36.5;30.0;33.0;40.0;9;0;36.0;31.0;45.0;1;9;18.0;18.0;1;48.0;0;1;44.0;1;39.21052631578947;37.0;42.0;40.0;37.0;44.0;1;50;1;8;1;19.0;1;28.0;8;44.0;44.0;41.0;38.0;41.0;44;1;1;18.0;6;36.0;7;36.94117647058823;2.0
74.0;63.0;20;69.0;0.0;350.0;72.0;34.72222222222222;25.0;40.0;36.0;8;1;33.0;34.0;45.0;1;9;18.0;14.0;1;39.0;1;2;46.0;1;37.13157894736842;39.0;38.0;39.0;32.0;43.0;1;50;1;7;1;16.0;1;34.0;8;34.0;41.0;40.0;33.0;41.0;50;1;1;18.0;7;34.0;7;40.35294117647059;3.0
74.0;68.0;22;74.0;0.0;341.0;60.0;36.05555555555556;25.5;38.0;36.0;8;1;34.0;40.0;45.0;1;9;18.0;14.0;1;45.0;1;2;43.0;1;37.21052631526316;38.0;43.0;40.0;28.0;0.0;1;45;1;7;1;17.0;2;30.0;8;31.0;35.0;38.0;38.0;40.0;50;1;1;16.0;5;35.0;6;33.26470588235294;2.0
75.0;82.0;11;69.0;0.0;348.0;63.0;30.375;19.0;37.0;32.0;7;1;33.0;33.0;31.0;1;8;16.0;12.0;1;0.0;1;2;43.0;0;23.406250000625;44.0;35.0;15.0;0.0;0.0;2;0;1;3;1;8.0;0;2.0;6;0.0;35.0;36.0;0.0;0.0;0;1;0;11.0;2;0.0;4;5.0;1.0
74.0;59.0;20;70.0;0.0;343.0;67.0;29.444444444444443;25.5;36.0;35.0;7;1;31.0;37.0;33.0;1;9;18.0;12.0;1;2.0;2;2;43.0;1;38.23684210526316;41.0;33.0;37.0;36.0;41.0;1;42;1;8;1;19.0;1;39.0;8;44.0;39.0;39.0;50.0;40.0;40;1;1;18.0;7;31.0;7;38.78947368421053;2.0
70.0;60.0;1;76.0;0.0;336.0;67.0;33.833333333333336;33.0;37.0;38.0;8;0;33.0;44.0;40.0;1;9;18.0;16.0;1;5.0;1;1;39.0;1;39.421052631578945;42.0;41.0;36.0;36.0;41.0;1;45;1;8;1;19.0;1;36.0;8;37.0;41.0;37.0;43.0;46.0;50;1;1;18.0;7;38.0;7;40.36842105263158;3.0
72.0;66.0;8;69.0;0.0;346.0;67.0;36.074074073333335;26.33333333;38.0;37.0;8;1;32.0;35.0;45.0;1;9;18.0;14.0;1;47.0;1;3;48.0;1;35.94736842105263;45.0;37.0;36.0;35.0;45.0;1;48;1;7;1;16.0;1;30.0;8;42.0;38.0;40.0;50.0;0.0;50;1;0;18.0;7;31.0;7;36.705882352941174;2.0
67.0;82.0;6;70.0;0.0;355.0;65.0;30.61111111111111;25.5;34.0;35.0;7;1;36.0;40.0;33.0;1;9;18.0;12.0;1;5.0;2;2;40.0;1;34.97222222222222;39.0;40.0;38.0;31.33333333;40.0;1;37;1;5;1;12.0;3;32.0;7;44.0;41.0;35.0;39.0;30.0;0;1;1;18.0;7;32.0;7;38.785714285714285;2.0
72.0;65.0;11;73.0;0.0;337.0;58.0;32.05555555555556;22.5;32.0;35.0;8;1;33.0;30.0;45.0;1;9;18.0;14.0;1;41.0;1;2;37.0;1;33.76315789473684;43.0;39.0;38.0;32.0;31.0;1;45;1;6;1;13.0;1;32.5;8;42.0;38.0;36.0;40.0;41.0;44;1;1;18.0;7;37.0;7;33.38235294117647;2.0
78.0;74.0;20;57.0;62.0;444.0;62.0;25.36111111111111;22.0;39.0;28.5;5;3;30.0;20.0;31.0;2;9;18.0;6.0;1;5.0;4;2;42.0;1;28.61111111111111;30.0;32.0;20.33333333;0.0;0.0;3;0;1;4;1;10.0;1;0.0;7;0.0;42.0;6.0;32.0;0.0;0;1;0;11.0;2;19.0;4;19.0;1.0
62.0;51.0;20;49.0;59.0;410.0;54.0;30.125;23.0;30.0;33.0;7;1;30.0;30.0;45.0;1;8;16.0;12.0;1;0.0;1;2;36.0;0;34.23529411764706;41.0;40.0;30.0;38.0;0.0;1;0;1;4;1;8.0;1;31.0;7;44.0;41.0;31.0;39.0;45.0;42;1;1;14.0;5;34.0;5;33.94117647058823;2.0
75.0;60.0;12;63.0;53.0;430.0;77.0;31.555555555555557;21.5;30.0;39.0;8;1;31.0;31.0;32.0;1;9;18.0;14.0;1;42.0;1;2;33.0;1;34.72222222222222;43.0;40.0;36.0;30.5;40.0;1;0;1;5;1;13.0;2;15.33333333;7;30.0;43.0;38.0;34.0;44.0;0;1;1;16.0;5;37.0;6;31.852941176470587;2.0
65.0;83.0;6;55.0;59.0;429.0;65.0;30.61111111111111;20.5;38.0;39.0;7;1;34.0;39.0;45.0;1;9;18.0;12.0;1;4.0;2;2;41.0;1;40.31578947368421;43.0;41.0;42.0;31.0;45.0;1;44;1;8;1;19.0;1;32.0;8;37.0;43.0;43.0;42.0;42.0;50;1;1;18.0;7;33.0;7;40.76315789473684;3.0
68.0;71.0;8;59.0;59.0;450.0;58.0;35.01851851833333;35.0;40.0;37.0;8;1;34.0;36.0;19.33333333;1;9;18.0;17.0;1;31.0;1;1;40.0;1;35.63157894789474;37.0;36.0;42.0;0.0;41.0;1;39;1;7;1;16.0;0;26.5;8;33.0;41.0;38.0;33.0;0.0;0;1;0;15.0;5;37.0;6;39.642857142857146;2.0
69.0;52.0;8;51.0;55.0;401.0;53.0;36.388888888888886;33.0;35.0;36.0;8;1;33.0;44.0;18.0;1;9;18.0;17.0;1;43.0;1;1;42.0;1;41.64705882352941;42.0;46.0;37.0;30.0;0.0;1;0;1;7;1;17.0;1;33.0;7;41.0;38.0;44.0;36.0;43.0;0;1;1;14.0;5;30.0;5;38.05882352941177;2.0
54.0;56.0;22;51.0;65.0;416.0;58.0;33.888888888888886;35.0;32.0;37.0;8;0;42.0;39.0;43.0;1;9;18.0;16.0;1;5.0;1;1;42.0;1;37.1578947368421;37.0;42.0;38.0;30.0;41.0;1;39;1;8;1;19.0;1;30.5;8;33.0;41.0;41.0;42.0;41.0;50;1;1;18.0;7;36.0;7;37.8421052631579;2.0
58.0;65.0;20;49.0;54.0;367.0;48.0;32.43055555555556;30.0;31.5;50.0;6;3;39.0;41.0;18.0;1;9;18.0;14.0;2;0.0;3;1;37.0;1;38.526315789473685;45.0;38.0;42.0;35.0;32.0;1;40;1;8;1;19.0;1;43.0;8;35.0;40.0;45.0;38.0;0.0;40;1;0;18.0;7;38.0;7;37.0625;2.0
75.0;71.0;4;73.0;0.0;324.0;57.0;39.333333333333336;44.0;41.0;46.0;8;0;43.0;45.0;50.0;1;9;18.0;16.0;1;0.0;1;1;41.0;1;43.36842105263158;46.0;46.0;45.0;42.0;47.0;1;45;1;8;1;19.0;1;41.0;8;39.0;43.0;48.0;39.0;46.0;47;1;1;18.0;7;38.0;7;44.578947368421055;3.0
72.0;63.0;10;65.0;0.0;345.0;72.0;32.77777777777778;32.0;39.0;34.0;8;0;35.0;38.0;40.0;1;9;18.0;16.0;1;8.0;1;1;44.0;1;38.60526315789474;37.0;36.0;40.0;35.0;39.0;1;38;1;8;1;19.0;1;35.0;8;35.0;41.0;45.0;41.0;37.0;0;1;1;18.0;7;34.0;7;37.0;2.0
75.0;82.0;10;70.0;0.0;394.0;88.0;37.55555555555556;31.0;42.0;45.0;8;0;50.0;44.0;44.0;1;9;18.0;16.0;1;6.0;1;1;45.0;1;42.05263157894737;50.0;49.0;44.0;30.0;46.0;1;46;1;8;1;19.0;1;39.0;8;42.0;46.0;40.0;34.0;45.0;44;1;1;18.0;7;32.0;7;43.09090909090909;3.0
74.0;93.0;9;76.0;0.0;387.0;70.0;46.55555555555556;47.0;47.0;50.0;9;0;50.0;44.0;43.0;1;9;18.0;18.0;1;43.0;0;1;48.0;1;46.68421052631579;44.0;47.0;39.0;45.0;45.0;1;47;1;8;1;19.0;1;40.0;8;44.0;46.0;49.0;42.0;44.0;0;1;1;18.0;7;46.0;7;45.07142857142857;4.0
73.0;65.0;8;75.0;0.0;386.0;67.0;32.729166667499996;20.66666667;31.0;39.0;7;1;40.0;33.0;37.0;1;8;16.0;12.0;1;0.0;1;3;44.0;0;30.11111111;41.0;26.5;0.0;0.0;38.0;0;0;2;4;1;10.0;0;0.0;7;31.0;37.0;29.0;0.0;31.0;0;1;1;7.0;2;34.0;3;32.0;2.0
79.0;60.0;10;78.0;0.0;359.0;65.0;34.25;30.0;30.0;36.0;8;0;38.0;34.0;39.0;1;8;16.0;16.0;1;0.0;0;1;43.0;0;30.11111111111111;37.0;26.5;0.0;21.33333333;0.0;0;0;2;5;1;12.0;3;29.0;7;31.0;43.0;28.0;34.0;37.0;0;1;1;11.0;1;30.0;4;20.6;1.0
81.0;77.0;18;70.0;0.0;354.0;65.0;43.5;34.5;47.0;48.0;9;1;50.0;44.0;45.0;1;9;18.0;18.0;1;44.0;0;2;45.0;1;42.0;42.0;43.0;36.0;30.0;47.0;1;49;1;8;1;19.0;1;30.0;8;33.0;41.0;43.0;42.0;40.0;50;1;1;18.0;7;37.0;7;41.294117647058826;3.0
73.0;72.0;6;76.0;0.0;361.0;62.0;40.888888888888886;34.0;45.0;46.0;9;1;50.0;43.0;40.0;1;9;18.0;18.0;1;33.0;0;2;43.0;1;42.421052631578945;44.0;47.0;38.0;42.0;45.0;1;47;1;8;1;19.0;1;36.0;8;41.0;45.0;48.0;37.0;40.0;0;1;1;18.0;7;45.0;7;43.0;3.0
83.0;65.0;9;69.0;0.0;348.0;62.0;35.55555555555556;26.0;45.0;47.0;7;1;47.0;43.0;43.0;1;9;18.0;12.0;1;0.0;2;2;42.0;1;40.1578947368421;45.0;40.0;29.5;36.0;43.0;2;40;1;8;1;19.0;1;34.0;8;38.0;45.0;42.0;33.0;46.0;50;1;1;18.0;6;33.0;7;41.36842105263158;3.0
89.0;45.0;5;68.0;0.0;340.0;56.0;42.375;32.5;48.0;47.0;8;1;50.0;44.0;44.0;1;8;16.0;16.0;1;0.0;0;2;41.0;0;39.26315789473684;43.0;42.0;34.0;34.0;43.0;1;0;1;8;1;19.0;1;26.0;8;42.0;42.0;43.0;35.0;38.0;0;1;1;16.0;5;45.0;6;38.875;2.0
79.0;54.0;8;74.0;0.0;345.0;62.0;35.27777777777778;24.5;44.0;46.0;7;1;50.0;41.0;44.0;1;9;18.0;12.0;1;3.0;2;2;41.0;1;35.14705882352941;0.0;0.0;36.0;0.0;40.0;1;13;0;6;0;14.0;0;0.0;7;0.0;0.0;0.0;32.0;0.0;0;0;0;7.0;2;0.0;3;17.0;1.0
81.0;76.0;15;64.0;0.0;358.0;69.0;36.388888888888886;30.0;42.0;50.0;8;0;50.0;40.0;44.0;1;9;18.0;16.0;1;0.0;1;1;41.0;1;40.31578947368421;37.0;48.0;30.0;37.0;44.0;1;44;1;8;1;19.0;1;34.0;8;30.0;41.0;41.0;0.0;46.0;50;1;1;18.0;7;43.0;7;41.25;3.0
75.0;62.0;8;75.0;0.0;337.0;61.0;38.22222222222222;31.0;34.0;44.0;9;0;45.0;44.0;43.0;1;9;18.0;18.0;1;31.0;0;1;38.0;1;33.10526315789474;36.0;32.0;21.0;42.0;33.0;2;46;1;6;1;15.0;1;17.0;8;41.0;40.0;22.0;33.0;40.0;50;1;1;18.0;5;0.0;7;32.0;2.0
77.0;49.0;16;71.0;0.0;337.0;67.0;37.94444444444444;26.0;36.0;40.0;8;1;50.0;43.0;43.0;1;9;18.0;14.0;1;37.0;1;2;44.0;1;35.578947367894735;41.0;23.5;31.0;30.0;35.0;1;48;2;7;1;16.0;1;43.0;8;30.0;31.0;42.0;35.0;38.0;42;2;1;18.0;6;37.0;7;32.035714285714285;2.0
79.0;54.0;4;72.0;0.0;329.0;61.0;37.27777777777778;25.5;37.0;40.0;8;1;38.0;42.0;42.0;1;9;18.0;14.0;1;42.0;1;2;40.0;1;37.1875;36.0;31.0;30.5;21.5;36.0;2;47;1;6;1;16.0;2;27.0;6;0.0;45.0;39.0;30.0;0.0;0;1;0;18.0;5;36.0;7;35.6;2.0
71.0;70.0;19;69.0;0.0;350.0;73.0;38.22222222222222;25.5;37.0;40.0;8;1;50.0;39.0;42.0;1;9;18.0;14.0;1;41.0;1;2;42.0;1;39.1578947368421;41.0;42.0;36.0;42.0;45.0;1;50;1;8;1;19.0;1;35.0;8;39.0;45.0;48.0;41.0;40.0;42;1;1;18.0;7;41.0;7;43.23529411764706;3.0
70.0;67.0;8;76.0;0.0;337.0;62.0;40.72222222222222;34.0;39.0;36.0;9;0;50.0;42.0;43.0;1;9;18.0;18.0;1;46.0;0;1;44.0;1;43.111111111111114;44.0;47.0;41.0;31.0;46.0;1;0;1;7;1;18.0;1;31.0;7;37.0;46.0;41.0;41.0;41.0;0;1;1;16.0;6;38.0;6;43.0;3.0
75.0;59.0;7;68.0;0.0;339.0;71.0;35.77777777777778;28.5;34.0;36.0;8;1;40.0;39.0;40.0;1;9;18.0;14.0;1;42.0;1;2;37.0;1;29.852941175882354;42.0;37.0;30.0;37.0;32.0;1;0;1;5;1;11.0;1;42.0;7;41.0;32.0;0.0;30.5;32.0;50;1;1;16.0;6;32.0;6;28.0;1.0
73.0;59.0;10;70.0;0.0;335.0;71.0;35.55555555555556;25.0;41.0;39.0;8;1;35.0;37.0;37.0;1;9;18.0;14.0;1;44.0;1;2;38.0;1;39.473684210526315;35.0;44.0;29.0;34.0;0.0;2;50;1;8;1;19.0;1;37.0;8;41.0;43.0;35.0;50.0;0.0;45;1;0;16.0;5;35.5;6;41.285714285714285;3.0
63.0;77.0;10;75.0;0.0;343.0;65.0;37.333333333333336;26.0;39.0;50.0;7;1;50.0;41.0;41.0;1;9;18.0;12.0;1;15.0;2;2;40.0;1;33.64705882411765;35.0;38.0;23.0;0.0;0.0;3;45;1;6;1;14.0;0;0.0;7;42.0;43.0;0.0;33.0;43.0;43;1;1;10.0;3;32.0;4;37.857142857142854;2.0
77.0;55.0;9;69.0;0.0;327.0;59.0;36.77777777777778;25.5;30.0;37.0;8;1;50.0;41.0;31.0;1;9;18.0;14.0;1;45.0;1;2;40.0;1;30.342105262631577;35.0;31.0;34.0;0.0;42.0;1;0;1;6;1;13.0;0;30.0;8;38.0;38.0;36.0;34.0;30.0;0;1;1;13.0;5;29.0;5;38.57142857142857;2.0
74.0;70.0;12;67.0;0.0;338.0;58.0;39.94444444444444;39.0;31.0;50.0;9;0;31.0;41.0;42.0;1;9;18.0;18.0;1;35.0;0;1;42.0;1;33.911764705882355;35.0;44.0;36.0;30.0;0.0;1;0;1;5;1;11.0;1;34.0;7;31.0;0.0;34.0;30.0;0.0;0;0;0;14.0;5;41.0;5;35.285714285714285;2.0
70.0;80.0;6;67.0;0.0;333.0;65.0;34.8125;27.0;38.0;40.0;7;1;30.0;37.0;45.0;1;8;16.0;12.0;1;0.0;1;2;36.0;0;34.72222222222222;38.0;38.0;38.0;34.0;38.0;1;0;1;5;1;12.0;1;37.0;7;31.0;37.0;44.0;34.0;35.0;0;1;1;16.0;6;32.0;6;37.857142857142854;2.0
71.0;58.0;6;68.0;0.0;335.0;58.0;35.833333333333336;33.0;45.0;35.0;8;2;37.0;26.0;44.0;2;9;18.0;15.0;1;42.0;1;2;41.0;1;37.588235294117645;43.0;0.0;24.0;35.0;39.0;1;44;0;7;1;17.0;2;35.0;7;25.5;44.0;0.0;38.0;0.0;50;1;0;15.0;5;30.0;6;30.0;1.0
68.0;65.0;8;70.0;0.0;332.0;61.0;31.805555555555557;26.0;43.0;27.5;7;2;30.0;35.0;40.0;1;9;18.0;11.0;1;32.0;2;2;38.0;1;32.05882352941177;37.0;39.0;35.0;19.33333333;41.0;1;0;1;5;1;11.0;3;30.0;7;42.0;37.0;47.0;32.0;30.0;0;1;1;16.0;5;42.0;6;37.0;2.0
65.0;57.0;7;72.0;0.0;329.0;67.0;31.5;26.0;48.0;31.0;7;1;35.0;40.0;40.0;1;9;18.0;12.0;1;2.0;2;2;41.0;1;38.421052631578945;38.0;45.0;37.0;38.0;44.0;1;42;1;7;1;16.0;1;36.0;8;39.0;45.0;45.0;40.0;44.0;45;1;1;18.0;7;43.0;7;37.5;2.0
62.0;73.0;11;70.0;0.0;340.0;67.0;35.27777777777778;29.5;43.0;33.0;8;2;31.0;30.0;40.0;1;9;18.0;14.0;1;50.0;1;2;39.0;1;38.31578947368421;38.0;42.0;28.5;31.0;42.0;2;50;1;8;1;19.0;2;32.5;8;43.0;45.0;43.0;30.0;38.0;45;1;1;18.0;6;39.0;7;35.411764705882355;2.0
86.0;56.0;8;59.0;74.0;431.0;54.0;42.4375;46.0;40.0;45.0;8;0;34.0;43.0;40.0;1;8;16.0;16.0;1;0.0;0;1;39.0;0;42.26315789473684;42.0;41.0;36.0;34.0;44.0;1;0;1;8;1;19.0;1;39.0;8;40.0;43.0;40.0;43.0;42.0;50;1;1;16.0;6;33.0;6;37.411764705882355;2.0
67.0;52.0;11;54.0;57.0;413.0;55.0;33.4375;26.0;30.0;43.0;6;2;21.5;37.0;44.0;1;8;16.0;10.0;1;0.0;2;2;40.0;0;30.142857142857142;0.0;50.0;0.0;0.0;0.0;0;0;1;4;0;11.0;0;0.0;5;0.0;0.0;11.0;30.0;0.0;0;0;0;3.0;1;0.0;1;30.0;1.0
71.0;46.0;8;51.0;59.0;393.0;54.0;35.8125;30.0;45.0;35.0;8;0;34.0;36.0;44.0;1;8;16.0;16.0;1;0.0;0;1;43.0;0;37.89473684210526;38.0;40.0;37.0;30.0;39.0;1;0;1;8;1;19.0;1;32.0;8;34.0;41.0;39.0;41.0;42.0;40;1;1;16.0;6;34.0;6;39.92857142857143;2.0
68.0;50.0;18;55.0;68.0;424.0;63.0;36.888888888888886;30.0;36.0;41.0;9;1;32.5;39.0;44.0;1;9;18.0;18.0;1;39.0;0;1;41.0;1;33.88235294117647;42.0;0.0;32.0;30.0;0.0;1;40;0;5;1;11.0;1;33.5;7;41.0;26.5;0.0;39.0;35.0;0;2;1;13.0;5;0.0;5;43.0;3.0
76.0;51.0;12;65.0;58.0;426.0;60.0;40.05555555555556;38.0;49.0;43.0;8;0;50.0;50.0;45.0;1;9;18.0;16.0;1;4.0;1;1;42.0;1;43.421052631578945;42.0;42.0;26.5;30.0;0.0;2;22;1;8;1;19.0;1;31.5;8;31.0;46.0;35.0;30.0;46.0;50;1;1;16.0;4;37.0;6;33.5;2.0
72.0;68.0;11;63.0;56.0;418.0;54.0;32.75;33.0;30.0;37.0;7;1;19.0;32.0;44.0;1;8;16.0;14.0;1;0.0;1;1;39.0;0;34.125;0.0;0.0;0.0;8.0;0.0;0;0;0;4;0;12.0;2;0.0;4;0.0;0.0;13.0;30.0;0.0;0;0;0;3.0;0;0.0;1;25.166666666666668;1.0
54.0;66.0;1;59.0;59.0;407.0;60.0;30.333333333333332;29.0;37.0;36.0;7;4;32.5;32.0;40.0;2;9;18.0;12.0;1;4.0;2;2;37.0;1;32.805555555;0.0;24.0;0.0;0.0;44.0;0;36;2;4;0;9.0;0;0.0;7;31.0;44.0;0.0;0.0;0.0;0;1;0;7.0;2;0.0;3;46.0;4.0
68.0;47.0;11;51.0;52.0;394.0;58.0;31.0;30.0;35.0;36.0;8;0;39.0;30.0;35.0;1;9;18.0;16.0;1;4.0;1;1;45.0;1;33.861111111111114;37.0;37.0;31.0;27.5;49.0;2;40;1;6;1;15.0;2;22.0;7;38.0;38.0;44.0;40.0;44.0;0;1;1;18.0;5;34.0;7;41.625;3.0
67.0;60.0;15;69.0;57.0;411.0;52.0;30.375;27.0;31.0;34.0;6;3;32.0;26.0;30.0;2;8;16.0;9.0;1;0.0;2;2;40.0;0;22.527777778388888;7.0;0.0;25.5;0.0;41.0;2;0;0;3;1;7.0;0;0.0;7;0.0;11.0;0.0;0.0;36.0;0;1;1;7.0;1;0.0;3;16.0;1.0
52.0;54.0;5;51.0;52.0;386.0;68.0;37.9375;36.0;42.0;34.0;8;0;40.0;36.0;47.0;1;8;16.0;16.0;1;0.0;0;1;40.0;0;34.78947368421053;48.0;49.0;36.0;23.0;0.0;1;0;1;8;1;19.0;2;29.0;8;37.0;44.0;41.0;35.0;0.0;44;1;0;14.0;3;40.0;5;40.75;3.0
58.0;49.0;20;61.0;0.0;295.0;51.0;30.444444444444443;30.0;37.0;30.0;8;1;38.0;30.0;40.0;1;9;18.0;16.0;1;8.0;1;1;42.0;1;30.694444444444443;35.0;0.0;23.0;0.0;30.0;3;24;0;5;1;13.0;0;30.0;7;37.0;30.0;0.0;30.0;36.0;0;2;1;12.0;3;0.0;5;34.0;2.0
65.67;57.27;21;54.06;51.07;374.52;56.37;33.25;31.0;29.5;30.0;7;2;37.0;37.0;27.0;1;9;18.0;16.0;2;33.0;2;1;36.0;1;34.84210526263158;31.0;30.0;29.5;0.0;30.0;2;0;1;7;1;16.0;1;30.0;8;34.0;40.0;19.33333333;0.0;44.0;0;1;1;16.0;4;0.0;6;30.454545454545453;2.0
65.0;58.0;7;72.0;0.0;322.0;56.0;34.84375;30.0;42.0;35.0;8;1;40.0;32.0;34.5;1;8;16.0;16.0;1;0.0;0;1;42.0;0;32.19444444444444;35.0;30.0;0.0;0.0;0.0;0;0;1;6;1;15.0;0;6.0;7;39.0;45.0;0.0;0.0;0.0;0;1;0;8.0;2;26.0;3;12.0;1.0
67.0;64.0;10;64.0;0.0;327.0;67.0;34.55555555555556;31.0;37.0;32.0;9;0;38.0;33.0;38.0;1;9;18.0;18.0;1;33.0;0;1;42.0;1;38.21052631578947;43.0;39.0;38.0;27.0;47.0;1;41;1;8;1;19.0;2;32.5;8;41.0;41.0;40.0;43.0;40.0;0;1;1;18.0;6;41.0;7;36.357142857142854;2.0
72.0;79.0;10;60.0;0.0;322.0;63.0;36.333333333333336;31.0;46.0;34.0;9;0;41.0;33.0;35.0;1;9;18.0;18.0;1;42.0;0;1;40.0;1;37.94736842105263;41.0;36.0;31.0;36.0;43.0;1;44;1;8;1;19.0;1;30.5;8;41.0;45.0;48.0;31.0;42.0;50;1;1;18.0;7;42.0;7;41.9375;3.0
67.0;77.0;4;68.0;0.0;332.0;62.0;33.30555555555556;36.0;41.0;31.5;8;1;39.0;34.0;44.0;1;9;18.0;16.0;1;8.0;1;1;41.0;1;37.526315789473685;39.0;39.0;33.0;30.0;0.0;1;38;1;8;1;19.0;1;23.5;8;43.0;42.0;38.0;40.0;45.0;0;1;1;16.0;5;40.0;6;37.36842105263158;2.0
64.0;82.0;8;67.0;0.0;337.0;63.0;35.111111111111114;30.0;42.0;32.0;9;0;39.0;34.0;33.0;1;9;18.0;18.0;1;39.0;0;1;44.0;1;36.416666666666664;43.0;41.0;31.0;31.0;47.0;1;0;1;6;1;15.0;1;27.5;7;42.0;41.0;39.0;41.0;35.0;0;1;1;16.0;5;34.0;6;32.392857142857146;2.0
58.0;77.0;20;72.0;0.0;340.0;72.0;34.72222222222222;40.0;42.0;35.0;8;0;39.0;35.0;40.0;1;9;18.0;16.0;1;6.0;1;1;43.0;1;37.63157894736842;50.0;47.0;38.0;43.0;38.0;1;40;1;8;1;19.0;1;30.0;8;43.0;47.0;40.0;50.0;36.0;44;1;1;18.0;7;33.5;7;43.0;3.0
62.0;59.0;8;53.0;59.0;410.0;60.0;38.0;32.0;47.0;36.0;9;0;39.0;33.0;50.0;1;9;18.0;18.0;1;46.0;0;1;42.0;1;38.94736842105263;36.0;41.0;38.0;35.0;35.0;1;0;1;8;1;19.0;1;27.5;8;31.0;40.0;38.0;30.0;44.0;0;1;1;16.0;5;40.0;6;39.642857142857146;2.0
71.0;82.0;11;68.0;0.0;322.0;56.0;36.111111111111114;30.0;42.0;32.0;9;0;38.0;34.0;43.0;1;9;18.0;18.0;1;45.0;0;1;43.0;1;39.166666666666664;44.0;47.0;34.0;37.0;46.0;1;49;1;7;1;18.0;1;30.0;7;43.0;44.0;41.0;44.0;43.0;0;1;1;18.0;7;36.0;7;40.785714285714285;3.0
71.0;58.0;20;69.0;0.0;318.0;49.0;32.96875;32.0;42.0;30.0;7;1;40.0;26.5;30.0;2;8;16.0;13.0;1;0.0;1;1;40.0;0;32.5;32.0;37.0;33.0;6.0;0.0;1;0;1;4;1;11.0;2;0.0;5;42.0;34.0;43.0;37.0;0.0;0;1;0;11.0;3;25.66666667;4;33.75;2.0
68.0;43.0;9;69.0;0.0;327.0;56.0;30.11111111111111;30.0;37.0;31.5;7;2;41.0;28.5;33.0;2;9;18.0;13.0;1;3.0;2;1;42.0;1;31.22222222222222;40.0;38.0;31.0;0.0;0.0;1;30;1;4;1;10.0;0;0.0;7;30.0;39.0;35.0;40.0;38.0;0;1;1;10.0;4;28.5;4;31.884615384615383;2.0
61.0;51.0;10;62.0;64.0;393.0;52.0;32.25;32.0;30.0;34.5;7;4;29.5;30.0;18.66666667;1;9;18.0;15.0;1;40.0;2;1;40.0;1;33.526315789473685;35.0;35.0;34.0;22.66666667;33.5;1;41;1;7;1;16.0;3;31.0;8;38.0;43.0;32.0;31.0;0.0;0;1;0;18.0;6;36.0;7;35.0;2.0
70.0;57.0;10;61.0;0.0;330.0;63.0;33.84375;30.0;43.0;28.5;7;1;39.0;32.0;38.0;1;8;16.0;13.0;1;0.0;1;1;41.0;0;31.694444444444443;44.0;35.0;27.5;28.0;38.0;2;0;1;4;1;10.0;2;20.0;7;41.0;41.0;37.0;30.0;39.0;0;1;1;16.0;3;33.66666667;6;27.666666666666668;1.0
65.0;64.0;18;72.0;0.0;332.0;55.0;35.611111111111114;36.0;35.0;34.0;9;0;43.0;34.0;38.0;1;9;18.0;18.0;1;31.0;0;1;39.0;1;38.1578947368421;43.0;41.0;29.0;27.0;39.0;2;41;1;8;1;19.0;2;30.0;8;42.0;40.0;40.0;35.0;36.0;0;1;1;18.0;5;41.0;7;35.5;2.0
68.0;72.0;5;69.0;0.0;330.0;56.0;34.1875;32.0;36.0;35.0;7;1;38.0;28.0;38.0;2;8;16.0;13.0;1;0.0;1;1;41.0;0;36.388888888888886;39.0;37.0;33.0;30.0;38.0;1;0;1;7;1;18.0;1;27.0;7;42.0;39.0;37.0;38.0;40.0;0;1;1;16.0;5;32.0;6;35.0;2.0
74.0;70.0;8;76.0;0.0;366.0;65.0;32.1875;24.0;32.0;36.0;7;1;33.0;34.0;38.0;1;8;16.0;12.0;1;0.0;1;2;39.0;0;31.653846153846153;33.0;38.0;31.5;30.0;0.0;2;0;1;3;1;7.0;1;30.0;5;0.0;34.0;0.0;33.0;0.0;0;1;0;14.0;5;32.0;5;27.0;1.0
