NOTA_DIS_ARQ_SOFT;NOTA_EI_OP_AI;NOTA_ING_ECONOMICA;NOTA_REDES_COM_TRES;NOTA_CIBERNETICA_TRES;VECES_EI_OP_AI;VECES_DIS_ARQ_SOFT;VECES_ING_ECONOMICA;VECES_EI_OP_BI;VECES_CIBERNETICA_TRES;NOTA_INV_OP_DOS;NOTA_F_ING_SOF;VECES_REDES_COM_TRES;NAP_SIETE;NOTA_GI_DOS;NOTA_EI_OP_BI;NOTA_INV_OP_TRES;NCA_SIETE;NOTA_REDES_COM_DOS;VECES_CIBERNETICA_DOS;NOTA_MOD_PROG_DOS;CAR_SIETE;NOTA_EI_DOS;NOTA_CIBERNETICA_UDOS;NAA_SIETE;NCC_SIETE;NOTA_ESTADISTICA;NOTA_GT_TRES;NOTA_HISTORIA_COL;VECES_REDES_COM_DOS;NCP_SEIS;NOTA_ECONOMIA;VECES_EI_DOS;NAC_SIETE;VECES_ECONOMIA;EPA_SIETE;NOTA_METODOS_NUM;NCP_SIETE;CREDITOS_CIBERNETICA_TRES;CREDITOS_EE_CUATRO;VECES_F_ING_SOF;NOTA_EE_CUATRO;CREDITOS_ING_ECONOMICA;CREDITOS_EI_OP_BI;CREDITOS_EI_OP_AI;CREDITOS_DIS_ARQ_SOFT;CREDITOS_REDES_COM_TRES;PROMEDIO_UNO;PROMEDIO_DOS;PROMEDIO_TRES;PROMEDIO_CINCO;PROMEDIO_SEIS;RENDIMIENTO_OCHO;PROMEDIO_OCHO
48.0;50.0;50.0;39.0;35.0;1;1;1;1;1;38.0;36.0;1;0;50.0;39.0;48;19.0;41;1;45.0;0;32.0;47.0;9;19.0;37.0;48;42.0;1;0.0;42.0;1;9;1;2;37.0;0.0;2;2;1;0;2;3;3;4;2;41.77777777777778;38.5;36.111111111111114;38.26315789473684;41.666666666666664;3.0;44.1875
50.0;50.0;46.0;46.0;45.0;1;1;1;0;1;44.0;40.0;1;0;50.0;0.0;46;19.0;48;1;48.0;0;43.0;39.0;9;19.0;34.0;50;42.0;1;0.0;42.0;1;9;1;2;34.0;0.0;2;2;1;0;2;3;3;4;2;41.333333333333336;38.78947368421053;36.833333333333336;39.1578947368421;41.833333333333336;4.0;48.0
44.0;30.0;32.0;43.0;50.0;1;1;1;1;1;42.0;39.0;1;0;45.0;37.0;31;19.0;36;1;49.0;0;40.0;41.0;9;19.0;38.0;50;46.0;1;0.0;36.0;1;9;1;2;45.0;0.0;2;2;1;0;2;3;3;4;2;39.72222222222222;34.76315789473684;34.72222222222222;38.421052631578945;40.888888888888886;2.0;39.1875
43.0;41.0;37.0;40.0;45.0;1;1;1;1;1;42.0;45.0;1;0;50.0;36.0;41;19.0;47;1;42.0;0;33.0;42.0;9;19.0;47.0;50;43.0;1;0.0;43.0;1;9;1;2;43.0;0.0;2;2;1;0;2;3;3;4;2;35.638888888888886;32.0;36.80555555555556;38.78947368421053;42.888888888888886;3.0;40.4375
47.0;47.0;24.0;39.0;49.0;1;1;2;1;1;40.0;38.0;1;0;50.0;37.0;46;19.0;42;1;41.0;0;31.0;38.0;9;19.0;39.0;50;43.0;1;0.0;35.0;1;9;1;2;44.0;0.0;2;2;1;0;2;3;3;4;2;37.611111111111114;34.763157895263156;36.388888888888886;36.578947368421055;39.55555555555556;3.0;41.5
50.0;47.0;43.0;48.0;49.0;1;1;1;0;1;44.0;39.0;1;0;50.0;0.0;46;19.0;46;1;49.0;0;43.0;47.0;9;19.0;45.0;50;43.0;1;0.0;40.0;1;9;1;2;36.0;0.0;2;2;1;0;2;3;3;4;2;40.44444444444444;36.8421052631579;35.388888888888886;41.1578947368421;46.166666666666664;4.0;47.76923076923077
49.0;9.0;32.0;47.0;42.0;2;1;1;0;1;31.0;27.0;1;3;50.0;0.0;35;12.0;40;2;48.0;3;44.0;28.0;5;18.0;30.0;0;35.0;1;3.0;40.0;1;8;1;1;47.0;6.0;2;2;2;0;2;3;3;4;2;38.611111111111114;31.833333333333332;35.638888888888886;36.31578947368421;35.916666666666664;2.0;35.76923076923077
48.0;45.0;29.5;43.0;32.0;1;1;2;1;1;44.0;46.0;1;1;50.0;36.0;46;16.0;31;1;41.0;1;32.0;37.0;7;18.0;39.0;0;35.0;1;0.0;26.33333333;1;8;3;2;31.0;2.0;2;2;1;0;2;3;3;4;2;30.27777777777778;31.47368421;32.05555555555556;35.578947368421055;38.55555555555556;3.0;40.25
49.0;44.0;50.0;44.0;43.0;1;1;1;0;1;42.0;36.0;1;0;50.0;0.0;45;19.0;39;1;39.0;0;41.0;43.0;9;19.0;34.0;50;35.0;1;0.0;45.0;1;9;1;2;34.0;0.0;2;2;1;0;2;3;3;4;2;37.111111111111114;35.5;34.388888888888886;39.05263157894737;41.5;4.0;46.30769230769231
25.5;16.5;37.0;38.0;0.0;2;2;1;0;0;30.0;45.0;1;1;50.0;0.0;38;17.0;34;1;44.0;0;29.5;31.0;8;19.0;39.0;50;43.0;1;3.0;39.0;1;9;1;2;30.0;2.0;2;2;1;0;2;3;3;4;2;34.26851851833333;29.94736842105263;29.944444444444443;36.94736842105263;38.638888888888886;1.0;27.40909090909091
24.5;39.0;30.0;34.0;36.0;1;2;1;1;1;40.0;45.0;1;0;40.0;36.0;40;19.0;39;2;33.0;2;31.5;30.0;9;19.0;34.0;50;37.0;1;0.0;33.5;1;9;2;2;43.0;0.0;2;2;1;0;2;3;3;4;2;34.02777777777778;32.078947367894735;33.83333333388889;34.1578947368421;36.638888888888886;2.0;32.6875
47.0;46.0;35.0;34.0;34.0;1;1;1;1;1;35.0;47.0;1;0;0.0;38.0;34;16.0;34;1;49.0;1;38.0;38.0;8;16.0;38.0;42;31.5;1;0.0;31.5;1;8;2;2;40.0;0.0;2;2;1;0;2;3;3;4;2;36.94444444444444;31.578947368947368;38.888888888888886;37.86842105263158;39.666666666666664;3.0;40.375
48.0;50.0;35.0;40.0;39.0;1;1;2;1;1;42.0;48.0;1;0;45.0;37.0;45;19.0;43;1;44.0;0;33.0;31.0;9;19.0;42.0;50;42.0;1;0.0;45.0;1;9;1;2;36.0;0.0;2;2;1;0;2;3;3;4;2;37.611111111111114;31.42105263157895;35.80555555555556;38.68421052631579;41.833333333333336;3.0;42.5625
47.0;30.0;34.0;42.0;42.0;1;1;1;0;1;34.0;45.0;1;0;50.0;0.0;38;19.0;41;1;35.0;0;44.0;38.0;9;19.0;34.0;43;39.0;1;0.0;39.0;1;9;1;2;44.0;0.0;2;2;1;0;2;3;3;4;2;40.22222222222222;35.13157894736842;32.611111111111114;36.94736842105263;38.0;2.0;39.53846153846154
44.0;40.0;49.0;49.0;43.0;1;1;1;0;1;40.0;38.0;1;0;50.0;0.0;40;18.0;44;1;48.0;0;43.0;45.0;8;18.0;43.0;0;47.0;1;0.0;33.0;1;8;1;2;44.0;0.0;2;2;1;0;2;3;3;4;2;45.55555555555556;37.578947368421055;39.44444444444444;40.8421052631579;42.27777777777778;3.0;44.46153846153846
0.0;0.0;0.0;0.0;7.0;0;0;0;0;2;41.0;33.0;0;0;45.0;0.0;40;16.0;35;1;49.0;0;0.0;44.0;7;16.0;39.0;0;24.0;1;2.0;37.0;0;7;1;2;38.0;0.0;2;2;1;0;2;3;3;4;2;41.388888888888886;32.1578947368421;33.97222222222222;29.999999999411763;40.4;1.0;7.0
36.0;45.0;37.0;46.0;41.0;1;1;1;0;1;43.0;46.0;1;0;50.0;0.0;46;19.0;41;1;50.0;0;38.0;44.0;9;19.0;37.0;50;0.0;1;0.0;42.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;39.44444444444444;32.3421052631579;36.833333333333336;36.63157894736842;39.9375;3.0;40.53846153846154
35.0;30.0;42.0;44.0;34.0;1;2;1;1;1;44.0;43.0;1;1;50.0;36.0;42;17.0;44;1;35.0;0;28.5;37.0;8;19.0;32.0;45;45.0;1;0.0;44.0;1;9;1;2;44.0;2.0;2;2;1;0;2;3;3;4;2;36.31481481555555;34.10526315789474;33.55555555555556;37.6578947368421;39.388888888888886;2.0;36.125
47.0;43.0;37.0;49.0;47.0;1;1;1;1;1;40.0;42.0;1;0;50.0;34.0;39;19.0;42;1;36.0;0;31.0;37.0;9;19.0;32.0;50;45.0;1;0.0;37.0;1;9;1;2;45.0;0.0;2;2;1;0;2;3;3;4;2;38.72222222222222;33.68421052631579;37.111111111111114;34.55263157894737;40.72222222222222;3.0;42.8125
24.0;28.5;40.0;38.0;43.0;2;2;1;1;1;32.0;44.0;1;1;50.0;41.0;41;16.0;31;1;32.0;1;33.0;37.0;7;18.0;34.0;0;19.0;1;2.0;20.5;1;8;2;2;42.0;2.0;2;2;1;0;2;3;3;4;2;34.55555555555556;32.10526315736842;35.27777777777778;33.8421052631579;34.888888888888886;2.0;34.15625
24.5;0.0;28.5;43.0;0.0;0;2;2;0;0;31.0;43.0;1;3;0.0;0.0;0;7.0;43;0;42.0;2;20.66666;0.0;3;12.0;34.0;45;19.5;1;6.0;16.5;1;6;2;1;38.0;5.0;2;2;1;0;2;3;3;4;2;42.888888888888886;40.578947368421055;34.0;37.8421052631579;29.27777777777778;2.0;30.125
37.0;45.0;39.0;45.0;45.0;1;1;1;0;1;45.0;43.0;1;0;50.0;0.0;44;19.0;43;1;48.0;0;45.0;47.0;9;19.0;35.0;48;42.0;1;0.0;42.0;1;9;1;2;44.0;0.0;2;2;1;0;2;3;3;4;2;39.77777777777778;34.44736842105263;37.333333333333336;39.473684210526315;41.611111111111114;3.0;41.61538461538461
38.0;45.0;48.0;47.0;45.0;1;1;1;0;1;45.0;45.0;1;0;50.0;0.0;46;19.0;42;1;48.0;0;45.0;44.0;9;19.0;46.0;48;43.0;1;0.0;44.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;38.77777777777778;34.5;37.94444444444444;38.21052631578947;41.77777777777778;3.0;43.61538461538461
48.0;30.0;40.0;50.0;38.0;1;1;1;1;1;33.0;43.0;1;1;50.0;34.0;41;17.0;43;1;30.0;0;26.0;37.0;8;19.0;34.0;45;43.0;1;0.0;44.0;1;9;1;2;35.0;2.0;2;2;1;0;2;3;3;4;2;38.27777777777778;32.28947368421053;33.47222222222222;37.10526315789474;37.72222222222222;2.0;40.0
20.0;0.0;0.333333333;0.0;0.0;0;2;3;0;0;32.0;42.0;0;2;0.0;0.0;30;9.0;25;2;37.0;2;0.0;27.5;5;14.0;33.0;49;1.333333333;2;2.0;36.0;0;7;1;2;35.0;5.0;2;2;1;0;2;3;3;4;2;37.666666666666664;30.970588235294116;31.892857142857142;36.214285714285715;33.314814814777776;1.0;13.444444444333334
36.0;44.0;30.0;30.0;43.0;1;2;1;1;1;44.0;42.0;1;0;0.0;39.0;42;16.0;42;1;36.0;0;38.0;39.0;8;16.0;32.0;49;34.0;1;0.0;38.0;1;8;1;2;38.0;0.0;2;2;1;0;2;3;3;4;2;40.166666666666664;33.921052631578945;33.916666666666664;36.315789474210526;38.52777777777778;2.0;37.4375
48.0;48.0;45.0;44.0;41.0;1;1;1;1;1;45.0;42.0;1;0;50.0;40.0;44;19.0;44;1;49.0;0;38.0;47.0;9;19.0;42.0;49;43.0;1;0.0;40.0;1;9;1;2;44.0;0.0;2;2;1;0;2;3;3;4;2;36.5;33.28947368421053;34.22222222222222;39.421052631578945;43.111111111111114;3.0;44.75
38.0;38.0;37.0;31.0;36.0;1;1;1;0;1;42.0;39.0;1;0;0.0;0.0;41;15.0;36;1;25.5;0;39.0;32.0;7;15.0;40.0;0;34.0;1;5.0;34.0;1;7;1;2;38.0;0.0;2;2;1;0;2;3;3;4;2;34.44444444444444;33.37719298157895;34.888888888888886;32.3421052631579;36.22222222222222;2.0;36.46153846153846
46.0;33.0;25.5;40.0;41.0;1;1;2;0;1;42.0;36.0;1;1;0.0;0.0;36;14.0;34;1;44.0;1;33.0;41.0;7;16.0;35.0;42;38.0;1;0.0;24.0;1;8;3;2;38.0;2.0;2;2;1;0;2;3;3;4;2;36.0;33.705882352941174;35.312500000625;38.6578947368421;39.94444444444444;2.0;38.15384615384615
39.0;44.0;39.0;50.0;43.0;1;1;1;1;1;42.0;35.0;1;0;50.0;48.0;44;19.0;40;1;38.0;0;36.0;30.0;9;19.0;42.0;50;48.0;1;0.0;33.0;1;9;1;2;44.0;0.0;2;2;1;0;2;3;3;4;2;35.44444444444444;32.86842105263158;33.611111111111114;38.421052631578945;42.72222222222222;3.0;43.5
0.0;0.0;34.5;0.0;0.0;0;0;2;0;0;36.0;47.0;0;0;0.0;0.0;44;16.0;35;1;36.0;0;35.0;31.0;8;16.0;40.0;50;19.0;1;5.0;33.0;1;8;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;32.30555555555556;33.78947368421053;35.416666666666664;32.117647059411766;33.63333333333333;2.0;34.5
36.0;48.0;34.0;50.0;41.0;1;1;1;1;1;43.0;40.0;1;0;50.0;45.0;44;19.0;33;1;34.0;0;35.0;40.0;9;19.0;38.0;50;48.0;1;0.0;37.0;1;9;1;2;43.0;0.0;2;2;1;0;2;3;3;4;2;34.55555555555556;34.31578947368421;36.80555555555556;32.921052632105265;43.55555555555556;3.0;42.0625
0.0;0.0;39.0;0.0;0.0;0;0;1;0;0;42.0;0.0;0;0;0.0;0.0;41;3.0;0;0;0.0;0;0.0;0.0;2;3.0;24.0;0;42.0;0;5.0;0.0;0;2;0;2;43.0;0.0;2;2;0;0;2;3;3;4;2;32.166666666666664;31.874999999375;29.333333333888888;38.0;29.4;2.0;39.0
32.0;48.0;38.0;44.0;45.0;1;1;1;1;1;47.0;38.0;1;0;0.0;35.0;40;16.0;36;1;45.0;0;31.0;37.0;8;16.0;36.0;47;45.0;1;0.0;41.0;1;8;1;2;37.0;0.0;2;2;1;0;2;3;3;4;2;34.44444444444444;36.63157894736842;35.55555555611111;38.1578947368421;43.0;2.0;39.4375
40.0;41.0;39.0;47.0;46.0;1;1;1;0;1;42.0;36.0;1;0;50.0;0.0;38;19.0;36;1;48.0;0;38.0;42.0;9;19.0;42.0;50;40.0;1;0.0;33.0;1;9;1;2;36.0;0.0;2;2;1;0;2;3;3;4;2;36.94444444444444;39.21052631578947;34.72222222222222;41.1578947368421;43.94444444444444;3.0;42.07692307692308
47.0;41.0;42.0;46.0;44.0;1;1;1;0;1;40.0;37.0;1;0;50.0;0.0;47;19.0;38;1;49.0;0;37.0;31.0;9;19.0;43.0;50;45.0;1;0.0;43.0;1;9;1;2;40.0;0.0;2;2;1;0;2;3;3;4;2;39.166666666666664;37.0;35.77777777777778;36.3421052631579;44.05555555555556;3.0;44.23076923076923
46.0;33.0;25.0;0.0;0.0;1;1;2;1;0;33.0;31.0;0;1;0.0;35.0;40;13.0;37;1;44.0;0;24.5;31.0;6;15.0;40.0;0;30.0;1;2.0;41.0;1;7;1;2;43.0;2.0;2;2;1;0;2;3;3;4;2;30.333333333888888;35.05263157894737;31.666666667222223;34.578947368421055;37.611111111111114;2.0;36.5
50.0;41.0;39.0;45.0;39.0;1;1;1;0;1;41.0;38.0;1;0;45.0;0.0;43;19.0;42;1;50.0;0;38.0;39.0;9;19.0;41.0;50;43.0;1;0.0;39.0;1;9;1;2;37.0;0.0;2;2;1;0;2;3;3;4;2;33.75;35.578947368421055;34.388888888888886;38.73684210526316;44.333333333333336;3.0;43.76923076923077
24.0;31.0;34.0;38.0;39.0;1;2;1;0;1;35.0;36.0;1;0;0.0;0.0;41;15.0;30;1;34.0;1;45.0;39.0;7;15.0;36.0;0;38.0;2;0.0;41.0;1;7;1;2;40.0;0.0;2;2;1;0;2;3;3;4;2;32.888888888888886;32.55555555555556;32.1875;32.26315789473684;36.6;2.0;31.615384615384617
0.0;0.0;38.0;0.0;5.0;0;0;1;1;2;34.0;0.0;0;1;45.0;36.0;0;7.0;0;1;23.5;1;0.0;31.0;4;9.0;34.0;48;44.0;0;4.0;21.0;0;5;2;2;41.0;2.0;2;2;0;0;2;3;3;4;2;27.499999999444444;35.684210525789474;27.694444445000002;31.678571428571427;33.266666666666666;1.0;27.714285714285715
37.5;45.0;36.0;0.0;36.0;1;2;1;1;1;36.0;33.0;0;0;50.0;36.0;41;18.0;37;1;36.0;0;38.0;31.0;8;18.0;28.0;0;44.0;1;3.0;30.0;1;8;1;2;37.0;0.0;2;2;1;0;2;3;3;4;2;31.77777777777778;34.36842105263158;35.166666666666664;33.88235294117647;39.0;2.0;38.357142857142854
46.0;45.0;42.0;39.0;40.0;1;1;1;1;1;38.0;38.0;1;1;45.0;36.0;43;16.0;35;1;39.0;0;24.0;31.0;7;18.0;40.0;0;44.0;1;0.0;37.0;1;8;1;2;42.0;2.0;2;2;1;0;2;3;3;4;2;26.88888888888889;29.552631579473683;32.19444444444444;35.375;40.666666666666664;3.0;41.8125
47.0;46.0;31.0;48.0;50.0;1;1;1;1;1;45.0;42.0;1;0;50.0;47.0;50;19.0;43;1;47.0;0;42.0;46.0;9;19.0;30.0;50;39.0;1;0.0;34.0;1;9;1;2;43.0;0.0;2;2;1;0;2;3;3;4;2;35.44444444444444;36.76315789473684;34.888888888888886;39.26315789473684;42.05555555555556;4.0;45.3125
27.0;34.0;31.0;45.0;41.0;1;2;1;2;1;42.0;41.0;1;0;0.0;16.5;38;16.0;39;1;38.0;0;31.0;33.0;8;16.0;31.0;40;35.0;1;0.0;31.0;1;8;1;2;43.0;0.0;2;2;1;0;2;3;3;4;2;37.111111111111114;35.78947368421053;32.22222222222222;34.078947368421055;37.333333333333336;2.0;30.84375
47.0;35.0;39.0;38.0;40.0;1;1;1;0;1;45.0;45.0;1;0;0.0;0.0;44;16.0;46;1;34.0;0;37.0;33.0;8;16.0;41.0;47;42.0;1;0.0;40.0;1;8;1;2;32.0;0.0;2;2;1;0;2;3;3;4;2;37.611111111111114;38.18421052631579;38.44444444444444;37.89473684210526;41.72222222222222;3.0;40.53846153846154
48.0;47.0;41.0;35.0;40.0;1;1;1;1;1;44.0;40.0;1;0;47.5;37.0;46;19.0;39;1;37.0;1;41.0;32.0;9;19.0;34.0;31;34.0;1;0.0;33.0;1;9;1;2;47.0;0.0;2;2;1;0;2;3;3;4;2;30.333333333333332;38.28947368421053;36.916666666666664;38.63157894736842;40.0;3.0;42.25
48.0;46.0;46.0;48.0;47.0;1;1;1;1;1;45.0;46.0;1;0;50.0;44.0;50;19.0;44;1;47.0;0;42.0;43.0;9;19.0;40.0;50;48.0;1;0.0;43.0;1;9;1;2;44.0;0.0;2;2;1;0;2;3;3;4;2;45.611111111111114;43.36842105263158;40.22222222222222;43.05263157894737;45.77777777777778;4.0;46.5
4.0;0.0;0.0;24.0;0.0;0;1;0;1;0;37.0;44.0;1;0;0.0;0.0;42;14.0;35;1;50.0;0;36.0;30.0;7;14.0;35.0;50;0.0;1;0.0;0.0;1;7;0;2;34.5;0.0;2;2;1;0;2;3;3;4;2;35.05555555555556;37.078947368421055;25.78125;36.07142857142857;41.4375;1.0;7.111111111111111
37.0;48.0;35.0;44.0;44.0;1;1;1;1;1;40.0;36.0;1;0;0.0;37.0;50;15.0;40;1;38.0;0;39.0;30.0;7;15.0;34.0;0;42.0;1;0.0;32.0;1;7;1;2;37.0;0.0;2;2;1;0;2;3;3;4;2;31.833333333333332;34.31578947368421;33.72222222222222;36.1578947368421;38.0;3.0;40.5625
40.0;42.0;37.0;46.0;50.0;1;1;1;0;1;50.0;50.0;1;0;50.0;0.0;50;19.0;47;1;50.0;0;50.0;46.0;9;19.0;0.0;50;48.0;1;0.0;50.0;1;9;1;2;48.0;0.0;2;2;1;0;2;3;3;4;2;45.111111111111114;45.10526315789474;45.388888888888886;47.0;49.2;3.0;42.46153846153846
48.0;39.0;38.0;47.0;35.0;1;1;1;0;1;44.0;46.0;1;0;0.0;0.0;50;16.0;42;1;48.0;0;38.0;41.0;8;16.0;35.0;48;45.0;1;0.0;50.0;1;8;1;2;40.0;0.0;2;2;1;0;2;3;3;4;2;39.05555555555556;40.8421052631579;40.55555555555556;40.39473684210526;42.77777777777778;3.0;42.23076923076923
47.0;39.0;30.0;47.0;46.0;1;1;1;1;1;47.0;46.0;1;0;0.0;42.0;40;16.0;42;1;43.0;0;32.0;42.0;8;16.0;22.0;50;44.0;1;3.0;32.0;1;8;1;2;37.0;0.0;2;2;1;0;2;3;3;4;2;32.22222222222222;35.76315789473684;37.94444444444444;32.55263157894737;38.93333333333333;3.0;42.3125
44.0;0.0;39.0;0.0;43.0;0;1;1;0;1;34.0;35.0;0;0;0.0;0.0;31;15.0;30;1;33.0;0;47.0;34.0;7;15.0;37.0;0;28.0;1;4.0;35.0;1;7;1;2;33.0;0.0;2;2;1;0;2;3;3;4;2;35.333333333333336;32.973684210526315;33.583333333333336;32.05882352941177;31.755555555999997;3.0;42.5
50.0;35.0;35.0;38.0;35.0;1;1;1;0;2;45.0;35.0;1;0;0.0;0.0;44;16.0;41;1;38.0;0;42.0;44.0;8;16.0;44.0;47;36.0;1;2.0;38.0;1;8;1;2;31.0;0.0;2;2;1;0;2;3;3;4;2;34.27777777777778;34.68421052631579;33.97222222222222;38.8421052631579;40.166666666666664;3.0;40.07692307692308
49.0;49.0;48.0;46.0;50.0;1;1;1;0;1;48.0;49.0;1;0;0.0;0.0;50;15.0;43;1;50.0;0;41.0;50.0;7;15.0;46.0;0;45.0;1;0.0;45.0;1;7;1;2;40.0;0.0;2;2;1;0;2;3;3;4;2;44.55555555555556;44.63157894736842;43.27777777777778;45.10526315789474;47.5;4.0;48.53846153846154
0.0;0.0;31.0;0.0;0.0;0;0;1;0;0;47.0;42.0;0;0;0.0;0.0;46;11.0;40;0;34.0;0;0.0;0.0;5;11.0;33.0;0;46.0;1;0.0;39.0;0;5;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;34.125;32.44444444388889;32.406250000625;36.42857142857143;41.0625;2.0;31.0
44.0;0.0;34.0;35.0;36.0;0;1;1;0;1;36.0;33.5;1;1;0.0;0.0;0;11.0;34;1;41.0;2;38.0;35.0;5;13.0;34.0;50;39.0;1;0.0;25.33333333;1;6;3;2;41.0;2.0;2;2;2;0;2;3;3;4;2;25.694444444444443;30.10526315736842;31.833333333333332;33.78947368421053;37.44444444444444;2.0;38.6
47.0;45.0;30.0;43.0;42.0;1;1;1;0;1;40.0;41.0;1;0;0.0;0.0;45;16.0;32;1;34.0;0;34.0;43.0;8;16.0;31.0;50;33.0;1;0.0;34.0;1;8;1;2;30.0;0.0;2;2;1;0;2;3;3;4;2;34.333333333333336;36.588235294117645;33.83333333277778;33.5;36.27777777777778;3.0;42.53846153846154
50.0;46.0;44.0;35.0;44.0;1;1;1;0;1;46.0;45.0;1;1;50.0;0.0;48;17.0;40;2;47.0;1;37.0;28.5;8;19.0;38.0;50;45.0;1;0.0;39.0;1;9;1;2;31.0;2.0;2;2;1;0;2;3;3;4;2;33.29629629555556;37.421052631578945;37.916666666666664;40.94736842105263;42.55555555555556;3.0;44.92307692307692
46.0;48.0;47.0;50.0;45.0;1;1;1;1;1;50.0;49.0;1;0;50.0;47.0;50;19.0;44;1;50.0;0;41.0;44.0;9;19.0;45.0;50;37.0;1;0.0;43.0;1;9;1;2;50.0;0.0;2;2;1;0;2;3;3;4;2;46.388888888888886;45.473684210526315;41.111111111111114;43.78947368421053;46.833333333333336;4.0;47.0625
45.0;48.0;47.0;50.0;46.0;1;1;1;1;1;46.0;49.0;1;0;50.0;47.0;50;19.0;44;1;49.0;0;31.0;45.0;9;19.0;35.0;50;45.0;1;0.0;50.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;41.44444444444444;39.68421052631579;40.27777777777778;40.73684210526316;45.72222222222222;4.0;46.9375
44.0;31.0;50.0;36.0;44.0;1;1;1;1;1;45.0;44.0;1;0;50.0;35.0;38;19.0;40;1;50.0;0;38.0;36.0;9;19.0;38.0;50;39.0;1;0.0;39.0;1;9;1;2;33.0;0.0;2;2;1;0;2;3;3;4;2;30.055555555555557;37.31578947368421;33.05555555555556;41.55263157894737;41.5;2.0;39.625
44.0;33.0;50.0;37.0;0.0;1;1;1;0;0;39.0;39.0;2;2;0.0;0.0;32;12.0;30;1;28.5;0;29.5;30.0;6;16.0;34.0;40;45.0;1;0.0;24.0;1;8;1;2;42.0;4.0;2;2;1;0;2;3;3;4;2;29.055555555555557;33.263157895263156;31.777777778333334;32.5625;37.666666666666664;3.0;40.81818181818182
47.0;42.0;29.0;46.0;44.0;1;1;2;1;1;46.0;45.0;1;0;45.0;37.0;49;19.0;39;1;49.0;0;30.0;30.0;9;19.0;33.0;50;49.0;1;0.0;39.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;34.19444444444444;32.578947367894735;37.55555555555556;40.421052631578945;39.94444444444444;3.0;41.4375
46.0;49.0;46.0;50.0;50.0;1;1;1;0;1;45.0;46.0;1;0;50.0;0.0;48;19.0;42;1;49.0;0;37.0;34.0;9;19.0;44.0;50;43.0;1;0.0;45.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;39.44444444444444;38.05263157894737;37.166666666666664;43.05263157894737;45.94444444444444;4.0;47.92307692307692
47.0;30.0;35.0;41.0;44.0;1;1;1;0;1;33.0;45.0;1;0;0.0;0.0;40;16.0;44;1;36.0;0;39.0;39.0;8;16.0;36.0;50;30.5;1;0.0;45.0;1;8;1;2;32.0;0.0;2;2;1;0;2;3;3;4;2;30.194444444444443;31.236842105789474;28.805555555555557;33.34375;34.166666666666664;2.0;39.84615384615385
49.0;30.0;32.0;46.0;45.0;1;1;1;0;1;41.0;46.0;1;0;0.0;0.0;44;16.0;40;1;31.0;0;32.0;40.0;8;16.0;36.0;46;28.0;1;2.0;44.0;1;8;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;26.444444444444443;32.44736842105263;31.583333333333332;35.526315789473685;37.733333333333334;3.0;40.92307692307692
35.0;49.0;37.0;49.0;50.0;1;1;1;0;1;45.0;41.0;1;0;50.0;0.0;43;19.0;50;1;50.0;0;32.0;43.0;9;19.0;40.0;50;47.0;1;0.0;45.0;1;9;1;2;32.0;0.0;2;2;1;0;2;3;3;4;2;36.166666666666664;34.71052631578947;37.22222222222222;41.68421052631579;45.72222222222222;3.0;43.0
46.0;49.0;44.0;46.0;50.0;1;1;1;0;1;50.0;39.0;1;0;50.0;0.0;50;19.0;42;1;50.0;0;41.0;36.0;9;19.0;35.0;50;48.0;1;0.0;48.0;1;9;1;2;34.0;0.0;2;2;1;0;2;3;3;4;2;39.333333333333336;37.63157894736842;36.083333333333336;40.36842105263158;46.22222222222222;4.0;47.0
32.0;40.0;36.5;46.0;36.0;1;1;2;0;1;46.0;41.0;1;0;50.0;0.0;38;19.0;37;1;50.0;0;40.0;36.0;9;19.0;35.0;50;46.0;1;0.0;37.0;1;9;1;2;33.0;0.0;2;2;1;0;2;3;3;4;2;33.94444444444444;34.526315789473685;35.0;38.0;43.44444444444444;2.0;37.30769230769231
50.0;50.0;32.0;47.0;45.0;1;1;1;0;1;42.0;39.0;1;0;45.0;0.0;47;19.0;41;1;47.0;0;35.0;48.0;9;19.0;44.0;50;38.0;1;0.0;38.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;35.5;35.578947368421055;34.111111110555555;37.473684210526315;44.72222222222222;4.0;46.0
42.0;37.0;38.0;44.0;50.0;1;1;1;0;1;44.0;41.0;1;0;50.0;0.0;47;19.0;47;1;50.0;0;37.0;34.0;9;19.0;33.0;50;42.0;1;0.0;45.0;1;9;1;2;32.0;0.0;2;2;1;0;2;3;3;4;2;40.72222222222222;35.44736842105263;36.916666666666664;40.10526315789474;43.55555555555556;3.0;41.76923076923077
