CON_MAT_ICFES;IDIOMA_ICFES;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;QUIMICA_ICFES;PG_ICFES;LITERATURA_ICFES;ANO_INGRESO;FILOSOFIA_ICFES;APT_VERB_ICFES;FISICA_ICFES;MUNICIPIO;GENERO;APT_MAT_ICFES;LOCALIDAD;DEPARTAMENTO;SOCIALES_ICFES;ESTRATO;CALENDARIO;TIPO_COLEGIO;DISTANCIA;INSCRIPCION;CORTE_INGRESO;RENDIMIENTO_UNO;PROMEDIO_UNO
97.66;53.32;20;56.46;56.98;440.76;52.56;2011;51.21;52.56;69.57;0;0;97.66;10;0;0;2;0;0;6;10;3;2.0;34.357142857142854
76.1;72.06;10;61.6;61.02;453.17;60.16;2011;57.15;60.16;78.65;0;0;76.1;18;0;0;4;0;0;3;10;3;3.0;43.57142857142857
97.5;57.27;14;67.75;70.4;454.14;58.05;2011;44.46;58.05;53.27;0;0;97.5;16;0;0;2;0;0;1;10;3;3.0;42.57142857142857
74.79;64.24;20;51.88;68.87;431.59;58.33;2011;42.41;58.33;75.89;109;0;74.79;11;28;0;2;1;1;5;10;3;2.0;36.57142857142857
80.88;72.06;16;56.51;63.62;443.78;60.16;2011;57.15;60.16;66.97;0;1;80.88;6;0;0;3;0;0;3;10;3;2.0;39.142857142857146
72.53;54.64;7;56.48;66.78;428.46;53.65;2011;46.81;53.65;69.97;0;0;72.53;18;0;0;2;0;0;5;10;3;2.0;30.845238094285715
85.89;81.98;10;62.09;59.53;432.66;58.33;2011;52.03;58.33;59.37;20;0;85.89;18;5;0;3;1;2;3;10;3;2.0;33.57142857142857
94.5;58.01;14;55.79;50.53;420.52;54.28;2011;48.75;54.28;56.97;20;0;94.5;20;5;0;3;1;1;5;10;3;1.0;23.928571428571427
84.71;73.24;14;57.8;68.87;448.45;58.25;2011;60.48;58.25;52.14;20;0;84.71;11;5;0;3;1;1;3;10;3;3.0;42.714285714285715
73.85;71.53;20;70.07;66.12;439.72;67.19;2011;48.75;67.19;61.79;100;0;73.85;20;18;0;2;1;2;6;10;3;3.0;44.57142857142857
76.1;83.41;8;67.79;56.55;437.47;60.16;2011;57.15;60.16;61.23;0;0;76.1;11;0;0;2;0;0;5;10;3;2.0;30.785714285714285
76.65;54.64;12;58.91;56.98;431.74;61.89;2011;56.47;61.89;60.45;0;1;76.65;11;0;0;2;0;0;5;10;3;2.0;31.714285714285715
72.63;68.31;11;54.13;66.93;421.46;60.16;2011;51.21;60.16;66.24;0;0;72.63;5;0;0;2;0;0;5;10;3;1.0;29.071428570714286
