NOTA_F_ING_SOF;NOTA_GT_TRES;NOTA_ECONOMIA;NOTA_EI_DOS;NOTA_REDES_COM_DOS;VECES_ECONOMIA;NOTA_CIBERNETICA_UDOS;NOTA_INV_OP_TRES;NOTA_INV_OP_DOS;NOTA_HISTORIA_COL;VECES_F_ING_SOF;VECES_REDES_COM_DOS;NOTA_METODOS_NUM;VECES_EI_DOS;VECES_CIBERNETICA_DOS;NOTA_ESTADISTICA;NCP_SEIS;NOTA_MOD_PROG_DOS;NOTA_GI_DOS;NOTA_FUND_IA;CAR_CINCO;VECES_GT_TRES;NOTA_CIENCIAS_COMP_DOS;VECES_CIENCIAS_COMP_DOS;NAP_SEIS;NAC_SEIS;NAA_SEIS;EPA_SEIS;CAR_SEIS;VECES_FUND_IA;VECES_GI_DOS;VECES_INV_OP_TRES;VECES_GI_UNO;VECES_HISTORIA_COL;VECES_INV_OP_DOS;VECES_CIBERNETICA_UNO;NOTA_GI_UNO;NOTA_CIBERNETICA_UNO;NCC_SEIS;NCA_SEIS;NOTA_REDES_COM_UNO;VECES_REDES_COM_UNO;VECES_ESTADISTICA;VECES_FISICA_TRES;CREDITOS_GI_DOS;CREDITOS_ECONOMIA;CREDITOS_INV_OP_TRES;CREDITOS_GT_TRES;CREDITOS_F_ING_SOF;CREDITOS_FUND_IA;CREDITOS_EI_DOS;CREDITOS_REDES_COM_DOS;CREDITOS_CIBERNETICA_DOS;PROMEDIO_UNO;PROMEDIO_DOS;PROMEDIO_TRES;PROMEDIO_CINCO;RENDIMIENTO_SIETE;PROMEDIO_SIETE
47.0;50;42.0;37.0;47;1;50.0;45;45.0;36.0;1;1;43.0;1;1;37.0;0.0;49.0;46.0;42.0;0;1;40.0;1;0;7;7;2;1;1;1;1;1;1;1;1;45;41.0;18.0;18.0;33.0;2;1;1;3;2;2;1;3;1;2;3;2;37.361111111111114;39.81578947368421;37.77777777777778;45.05263157894737;4.0;45.26315789473684
45.0;0;38.0;17.0;40;1;30.0;39;45.0;36.0;1;1;44.0;1;1;43.0;0.0;34.0;45.0;39.0;3;0;38.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;34.0;18.0;18.0;49.0;1;1;1;3;2;2;1;3;1;2;3;2;35.55555555555556;35.73684210526316;33.22222222222222;32.21052631526316;2.0;37.611111111111114
31.0;50;37.0;24.0;35;1;0.0;34;44.0;19.66666667;1;1;32.0;1;2;35.0;4.0;38.0;0.0;0.0;2;1;0.0;0;2;5;3;2;2;0;0;1;0;3;1;1;0;34.0;12.0;8.0;27.0;2;1;0;3;2;2;1;3;1;2;3;2;33.55555555555556;33.05882352941177;33.28125;33.031250000625;1.0;29.2
32.0;45;31.0;37.0;38;1;33.0;38;36.0;31.0;1;1;22.0;1;1;33.0;0.0;38.0;0.0;36.0;2;1;40.0;1;0;6;6;2;1;1;0;1;0;1;1;1;0;37.0;15.0;15.0;35.0;1;2;1;3;2;2;1;3;1;2;3;2;33.40740740722222;32.55263157894737;27.63888888888889;34.94736842105263;2.0;35.5625
30.0;45;30.0;28.0;29;1;33.0;42;31.0;39.0;1;2;43.0;1;1;29.5;6.0;41.0;46.0;38.0;1;1;24.66666667;3;2;7;5;2;3;1;1;1;1;1;1;1;46;31.0;18.0;12.0;31.0;2;2;1;3;2;2;1;3;1;2;3;2;32.611111111111114;33.94736842157895;34.27777777777778;36.26315789473684;2.0;34.94736842105263
48.0;49;42.0;37.0;42;1;41.0;47;42.0;40.0;1;1;44.0;1;1;30.0;0.0;44.0;45.0;35.0;0;1;39.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;33.0;18.0;18.0;41.0;1;1;1;3;2;2;1;3;1;2;3;2;35.22222222222222;34.28947368421053;36.94444444444444;37.578947368421055;3.0;43.31578947368421
47.0;50;47.0;41.0;45;1;44.0;45;43.0;44.0;1;1;38.0;1;1;39.0;0.0;40.0;50.0;43.0;0;1;42.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;48.0;18.0;18.0;38.0;1;1;1;3;2;2;1;3;1;2;3;2;37.55555555555556;36.10526315789474;34.80555555555556;39.526315789473685;4.0;45.94736842105263
41.0;50;42.0;39.0;41;1;37.0;43;40.0;44.0;1;1;34.0;1;1;34.0;0.0;49.0;50.0;42.0;0;1;42.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;34.0;18.0;18.0;41.0;1;1;1;3;2;2;1;3;1;2;3;2;38.5;36.8421052631579;34.44444444444444;38.94736842105263;3.0;42.63157894736842
43.0;50;43.0;30.0;47;1;38.0;48;43.0;42.0;1;1;44.0;1;1;35.0;0.0;50.0;50.0;43.0;0;1;34.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;49.0;18.0;18.0;42.0;1;1;1;3;2;2;1;3;1;2;3;2;37.0;35.60526315789474;37.55555555555556;39.68421052631579;3.0;43.73684210526316
43.0;50;39.0;39.0;31;1;35.0;33;44.0;35.0;1;1;29.5;1;1;49.0;0.0;42.0;50.0;40.0;0;1;34.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;32.0;18.0;18.0;43.0;1;1;1;3;2;2;1;3;1;2;3;2;37.77777777777778;34.26315789473684;39.5;37.73684210526316;2.0;39.68421052631579
45.0;50;44.0;30.0;38;1;41.0;34;36.0;41.0;1;1;32.0;1;1;30.0;0.0;44.0;50.0;39.0;1;1;31.0;2;0;7;7;2;1;1;1;1;1;1;1;1;45;40.0;18.0;18.0;41.0;1;1;1;3;2;2;1;3;1;2;3;2;36.74074074000001;36.21052631578947;33.0;36.89473684210526;3.0;41.36842105263158
46.0;47;41.0;38.0;40;1;31.0;43;39.0;40.0;1;1;44.0;1;1;36.0;0.0;44.0;45.0;37.0;0;1;36.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;32.0;18.0;18.0;39.0;1;1;1;3;2;2;1;3;1;2;3;2;37.0;35.89473684210526;34.888888888888886;37.473684210526315;3.0;41.21052631578947
46.0;50;35.0;31.0;39;1;33.0;34;41.0;32.0;1;1;45.0;1;1;37.0;0.0;50.0;45.0;36.0;0;1;42.0;1;0;7;7;2;1;1;1;1;1;1;1;1;45;32.0;18.0;18.0;31.5;2;1;1;3;2;2;1;3;1;2;3;2;34.388888888888886;29.315789474210526;32.361111111111114;35.526315789473685;2.0;39.05263157894737
46.0;50;43.0;44.0;45;1;49.0;44;42.0;47.0;1;1;38.0;1;1;47.0;0.0;44.0;50.0;43.0;0;1;40.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;50.0;18.0;18.0;45.0;1;1;1;3;2;2;1;3;1;2;3;2;40.27777777777778;39.0;38.44444444444444;42.473684210526315;4.0;46.10526315789474
41.0;50;42.0;43.0;48;1;39.0;47;45.0;47.0;1;1;42.0;1;1;40.0;0.0;50.0;50.0;42.0;0;1;50.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;49.0;18.0;18.0;41.0;1;1;1;3;2;2;1;3;1;2;3;2;38.94444444444444;37.78947368421053;38.333333333333336;39.05263157894737;3.0;44.78947368421053
44.0;0;32.0;32.0;0;1;33.0;36;38.0;19.5;1;0;45.0;1;1;39.0;4.0;42.0;0.0;36.0;1;0;35.0;2;2;6;4;2;3;1;0;1;0;2;1;1;0;34.0;15.0;11.0;22.0;2;1;0;3;2;2;1;3;1;2;3;2;35.388888888888886;28.263157894210526;30.75;34.875;2.0;36.166666666666664
36.0;48;42.0;32.0;41;1;47.0;48;38.0;42.0;1;1;37.0;1;1;37.0;0.0;45.0;50.0;42.0;0;1;37.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;49.0;18.0;18.0;41.0;1;1;1;3;2;2;1;3;1;2;3;2;41.77777777777778;38.5;36.111111111111114;38.26315789473684;3.0;42.578947368421055
40.0;50;42.0;43.0;48;1;39.0;46;44.0;42.0;1;1;34.0;1;1;34.0;0.0;48.0;50.0;43.0;0;1;45.0;1;0;7;7;2;0;1;1;1;1;1;1;1;40;43.0;18.0;18.0;47.0;1;1;1;3;2;2;1;3;1;2;3;2;41.333333333333336;38.78947368421053;36.833333333333336;39.1578947368421;3.0;44.578947368421055
39.0;50;36.0;40.0;36;1;41.0;31;42.0;46.0;1;1;45.0;1;1;38.0;0.0;49.0;45.0;37.0;0;1;36.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;37.0;18.0;18.0;36.0;1;1;1;3;2;2;1;3;1;2;3;2;39.72222222222222;34.76315789473684;34.72222222222222;38.421052631578945;2.0;39.10526315789474
45.0;50;43.0;33.0;47;1;42.0;41;42.0;43.0;1;1;43.0;1;1;47.0;0.0;42.0;50.0;40.0;0;1;36.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;42.0;18.0;18.0;46.0;1;1;1;3;2;2;1;3;1;2;3;2;35.638888888888886;32.0;36.80555555555556;38.78947368421053;3.0;43.89473684210526
38.0;50;35.0;31.0;42;1;38.0;46;40.0;43.0;1;1;44.0;1;1;39.0;0.0;41.0;50.0;34.0;2;1;42.0;1;0;7;7;2;0;1;1;1;1;1;1;1;35;47.0;18.0;18.0;32.0;1;1;2;3;2;2;1;3;1;2;3;2;37.611111111111114;34.763157895263156;36.388888888888886;36.578947368421055;3.0;40.73684210526316
39.0;50;40.0;43.0;46;1;47.0;46;44.0;43.0;1;1;36.0;1;1;45.0;0.0;49.0;50.0;43.0;0;1;44.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;50.0;18.0;18.0;48.0;1;1;1;3;2;2;1;3;1;2;3;2;40.44444444444444;36.8421052631579;35.388888888888886;41.1578947368421;3.0;44.73684210526316
27.0;0;40.0;44.0;40;1;28.0;35;31.0;35.0;2;1;47.0;1;2;30.0;3.0;48.0;50.0;22.66666667;2;0;28.5;2;1;7;6;2;1;3;1;1;1;1;1;1;50;46.0;18.0;15.0;33.0;1;1;1;3;2;2;1;3;1;2;3;2;38.611111111111114;31.833333333333332;35.638888888888886;36.31578947368421;2.0;37.09259259277778
46.0;0;26.33333333;32.0;31;3;37.0;46;44.0;35.0;1;1;31.0;1;1;39.0;0.0;41.0;50.0;37.0;1;0;37.0;1;0;7;7;2;0;1;1;1;1;1;1;1;38;43.0;18.0;18.0;32.0;1;1;1;3;2;2;1;3;1;2;3;2;30.27777777777778;31.47368421;32.05555555555556;35.578947368421055;2.0;38.92592592555556
36.0;50;45.0;41.0;39;1;43.0;45;42.0;35.0;1;1;34.0;1;1;34.0;0.0;39.0;50.0;38.0;0;1;41.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;49.0;18.0;18.0;39.0;1;1;1;3;2;2;1;3;1;2;3;2;37.111111111111114;35.5;34.388888888888886;39.05263157894737;3.0;42.68421052631579
45.0;50;39.0;29.5;34;1;31.0;38;30.0;43.0;1;1;30.0;1;1;39.0;3.0;44.0;50.0;30.0;1;1;29.5;2;1;7;6;2;2;1;1;1;1;1;2;1;50;34.0;18.0;15.0;48.0;1;1;2;3;2;2;1;3;1;2;3;2;34.26851851833333;29.94736842105263;29.944444444444443;36.94736842105263;2.0;39.05263157894737
45.0;50;33.5;31.5;39;2;30.0;40;40.0;37.0;1;1;43.0;1;2;34.0;0.0;33.0;40.0;36.0;0;1;30.5;2;0;7;7;2;1;1;1;1;1;1;1;1;40;31.0;18.0;18.0;45.0;1;1;1;3;2;2;1;3;1;2;3;2;34.02777777777778;32.078947367894735;33.83333333388889;34.1578947368421;2.0;38.31578947368421
47.0;42;31.5;38.0;34;2;38.0;34;35.0;31.5;1;1;40.0;1;1;38.0;0.0;49.0;0.0;40.0;2;1;39.0;1;0;7;7;2;1;1;0;1;1;2;1;1;43;47.0;18.0;18.0;46.0;1;1;2;3;2;2;1;3;1;2;3;2;36.94444444444444;31.578947368947368;38.888888888888886;37.86842105263158;2.0;38.0
48.0;50;45.0;33.0;43;1;31.0;45;42.0;42.0;1;1;36.0;1;1;42.0;0.0;44.0;45.0;41.0;0;1;35.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;42.0;18.0;18.0;39.0;1;1;1;3;2;2;1;3;1;2;3;2;37.611111111111114;31.42105263157895;35.80555555555556;38.68421052631579;3.0;42.473684210526315
45.0;43;39.0;44.0;41;1;38.0;38;34.0;39.0;1;1;44.0;1;1;34.0;0.0;35.0;50.0;42.0;0;1;37.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;48.0;18.0;18.0;30.0;1;1;1;3;2;2;1;3;1;2;3;2;40.22222222222222;35.13157894736842;32.611111111111114;36.94736842105263;3.0;42.68421052631579
38.0;0;33.0;43.0;44;1;45.0;40;40.0;47.0;1;1;44.0;1;1;43.0;0.0;48.0;50.0;41.0;0;0;32.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;39.0;18.0;18.0;47.0;1;1;1;3;2;2;1;3;1;2;3;2;45.55555555555556;37.578947368421055;39.44444444444444;40.8421052631579;3.0;42.166666666666664
33.0;0;37.0;0.0;35;1;44.0;40;41.0;24.0;1;1;38.0;0;1;39.0;2.0;49.0;45.0;39.0;3;0;0.0;0;1;6;5;2;1;1;1;1;1;2;1;1;50;44.0;15.0;13.0;40.0;1;1;2;3;2;2;1;3;1;2;3;2;41.388888888888886;32.1578947368421;33.97222222222222;29.999999999411763;2.0;38.75
46.0;50;42.0;38.0;41;1;44.0;46;43.0;0.0;1;1;42.0;1;1;37.0;0.0;50.0;50.0;40.0;1;1;42.0;1;0;6;6;2;0;1;1;1;1;0;1;1;47;35.0;16.0;16.0;31.0;1;1;2;3;2;2;1;3;1;2;3;2;39.44444444444444;32.3421052631579;36.833333333333336;36.63157894736842;3.0;44.26315789473684
43.0;45;44.0;28.5;44;1;37.0;42;44.0;45.0;1;1;44.0;1;1;32.0;0.0;35.0;50.0;41.0;2;1;35.0;1;0;7;7;2;0;1;1;1;1;1;1;1;48;36.0;18.0;18.0;35.0;1;1;2;3;2;2;1;3;1;2;3;2;36.31481481555555;34.10526315789474;33.55555555555556;37.6578947368421;3.0;42.10526315789474
0.0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0;45.0;0;0;38.0;0.0;41.0;0.0;37.0;0;0;0.0;0;0;1;1;2;0;1;0;0;0;0;0;0;0;0.0;3.0;3.0;0.0;0;1;0;3;2;2;1;3;1;2;3;2;36.3125;34.64705882352941;31.46875;37.0;2.0;37.0
25.5;0;31.0;0.0;0;1;0.0;0;22.5;0.0;2;0;41.0;0;0;24.0;9.0;35.0;0.0;22.0;1;0;14.0;1;3;3;0;1;2;2;0;0;0;0;2;0;0;0.0;9.0;0.0;0.0;0;3;1;3;2;2;1;3;1;2;3;2;37.9375;32.294117647058826;31.571428570714286;33.44117647058823;1.0;26.75
42.0;50;37.0;31.0;42;1;37.0;39;40.0;45.0;1;1;45.0;1;1;32.0;0.0;36.0;50.0;39.0;2;1;31.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;44.0;18.0;18.0;48.0;1;1;1;3;2;2;1;3;1;2;3;2;38.72222222222222;33.68421052631579;37.111111111111114;34.55263157894737;3.0;41.0
44.0;0;20.5;33.0;31;2;37.0;41;32.0;19.0;1;1;42.0;1;1;34.0;2.0;32.0;50.0;42.0;1;0;38.0;1;1;7;6;2;1;1;1;1;1;2;1;1;50;32.0;18.0;16.0;32.0;1;1;1;3;2;2;1;3;1;2;3;2;34.55555555555556;32.10526315736842;35.27777777777778;33.8421052631579;2.0;37.77777777777778
43.0;45;16.5;20.66666;43;2;0.0;0;31.0;19.5;1;1;38.0;1;0;34.0;6.0;42.0;0.0;20.0;0;1;32.0;1;3;7;4;1;3;2;0;0;1;2;1;2;50;5.0;18.0;12.0;18.5;2;1;1;3;2;2;1;3;1;2;3;2;42.888888888888886;40.578947368421055;34.0;37.8421052631579;2.0;33.111110000000004
0.0;0;0.0;0.0;0;0;0.0;0;0.0;21.0;0;0;39.0;0;0;34.0;4.0;49.0;0.0;39.0;0;0;0.0;0;2;4;2;1;0;1;0;0;0;1;0;1;0;7.0;9.0;5.0;31.0;1;1;1;3;2;2;1;3;1;2;3;2;37.44444444444444;34.6764705882353;34.857142857142854;32.714285714285715;2.0;39.0
43.0;48;42.0;45.0;43;1;47.0;44;45.0;42.0;1;1;44.0;1;1;35.0;0.0;48.0;50.0;41.0;1;1;38.0;1;0;7;7;2;0;1;1;1;1;1;1;1;49;42.0;18.0;18.0;40.0;1;1;2;3;2;2;1;3;1;2;3;2;39.77777777777778;34.44736842105263;37.333333333333336;39.473684210526315;3.0;44.89473684210526
0.0;50;36.0;0.0;0;1;0.0;0;0.0;0.0;0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0;1;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;3;2;2;1;3;1;2;3;2;33.3125;31.333333334;28.625;0.0;3.0;40.666666666666664
45.0;48;44.0;45.0;42;1;44.0;46;45.0;43.0;1;1;42.0;1;1;46.0;0.0;48.0;50.0;41.0;0;1;40.0;1;0;7;7;2;0;1;1;1;1;1;1;1;43;42.0;18.0;18.0;30.0;1;1;1;3;2;2;1;3;1;2;3;2;38.77777777777778;34.5;37.94444444444444;38.21052631578947;4.0;45.1578947368421
43.0;45;44.0;26.0;43;1;37.0;41;33.0;43.0;1;1;35.0;1;1;34.0;0.0;30.0;50.0;41.0;1;1;36.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;32.0;18.0;18.0;35.0;1;1;1;3;2;2;1;3;1;2;3;2;38.27777777777778;32.28947368421053;33.47222222222222;37.10526315789474;3.0;41.578947368421055
42.0;49;36.0;0.0;25;1;27.5;30;32.0;1.333333333;1;2;35.0;0;2;33.0;2.0;37.0;0.0;31.0;0;1;30.0;1;1;7;6;2;1;1;0;1;1;3;1;1;50;40.0;18.0;16.0;41.0;1;1;0;3;2;2;1;3;1;2;3;2;37.666666666666664;30.970588235294116;31.892857142857142;36.214285714285715;2.0;33.42857142857143
42.0;49;38.0;38.0;42;1;39.0;42;44.0;34.0;1;1;38.0;1;1;32.0;0.0;36.0;0.0;40.0;1;1;35.5;2;0;7;7;2;1;1;0;1;1;1;1;1;43;35.0;18.0;18.0;46.0;1;1;1;3;2;2;1;3;1;2;3;2;40.166666666666664;33.921052631578945;33.916666666666664;36.315789474210526;3.0;40.9375
42.0;49;40.0;38.0;44;1;47.0;44;45.0;43.0;1;1;44.0;1;1;42.0;0.0;49.0;50.0;43.0;0;1;39.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;41.0;18.0;18.0;40.0;1;1;1;3;2;2;1;3;1;2;3;2;36.5;33.28947368421053;34.22222222222222;39.421052631578945;3.0;44.10526315789474
39.0;0;34.0;39.0;36;1;32.0;41;42.0;34.0;1;1;38.0;1;1;40.0;5.0;25.5;0.0;34.0;2;0;27.0;2;2;7;5;2;2;1;0;1;1;1;1;1;44;40.0;18.0;13.0;22.5;2;1;1;3;2;2;1;3;1;2;3;2;34.44444444444444;33.37719298157895;34.888888888888886;32.3421052631579;2.0;36.733333333333334
36.0;42;24.0;33.0;34;3;41.0;36;42.0;38.0;1;1;38.0;1;1;35.0;0.0;44.0;0.0;41.0;1;1;41.0;1;0;7;7;2;0;1;0;1;1;1;1;1;49;36.0;18.0;18.0;35.0;1;1;1;3;2;2;1;3;1;2;3;2;36.0;33.705882352941174;35.312500000625;38.6578947368421;2.0;35.0625
35.0;50;33.0;36.0;40;1;30.0;44;42.0;48.0;1;1;44.0;1;1;42.0;0.0;38.0;50.0;42.0;0;1;33.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;40.0;18.0;18.0;46.0;1;1;1;3;2;2;1;3;1;2;3;2;35.44444444444444;32.86842105263158;33.611111111111114;38.421052631578945;2.0;39.63157894736842
0.0;0;30.0;0.0;0;1;0.0;0;0.0;43.0;0;0;44.0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;1;1;2;0;0;0;0;0;1;0;0;0;0.0;2.0;2.0;0.0;0;0;0;3;2;2;1;3;1;2;3;2;27.63888888888889;32.9;25.846153846153847;0.0;1.0;30.0
47.0;50;33.0;35.0;35;1;31.0;44;36.0;19.0;1;1;42.0;1;1;40.0;5.0;36.0;0.0;37.0;1;1;25.5;2;2;6;4;2;2;1;0;1;0;3;1;1;0;42.0;15.0;10.0;39.0;1;1;3;3;2;2;1;3;1;2;3;2;32.30555555555556;33.78947368421053;35.416666666666664;32.117647059411766;2.0;38.6875
40.0;50;37.0;35.0;33;1;40.0;44;43.0;48.0;1;1;43.0;1;1;38.0;0.0;34.0;50.0;38.0;3;1;45.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;34.0;18.0;18.0;46.0;1;1;1;3;2;2;1;3;1;2;3;2;34.55555555555556;34.31578947368421;36.80555555555556;32.921052632105265;3.0;40.473684210526315
0.0;0;12.0;0.0;0;1;0.0;0;0.0;0.0;0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;3;2;2;1;3;1;2;3;2;24.09375;31.6;0.0;0.0;1.0;12.0
0.0;0;0.0;0.0;0;0;0.0;41;42.0;42.0;0;0;43.0;0;0;24.0;5.0;0.0;0.0;41.0;0;0;0.0;0;2;4;2;1;2;1;0;1;0;1;1;0;0;0.0;10.0;5.0;6.0;2;2;0;3;2;2;1;3;1;2;3;2;32.166666666666664;31.874999999375;29.333333333888888;38.0;3.0;41.0
38.0;47;41.0;31.0;36;1;37.0;40;47.0;45.0;1;1;37.0;1;1;36.0;0.0;45.0;0.0;41.0;0;1;41.0;1;0;7;7;2;0;1;0;1;1;1;1;1;50;39.0;18.0;18.0;42.0;1;1;1;3;2;2;1;3;1;2;3;2;34.44444444444444;36.63157894736842;35.55555555611111;38.1578947368421;2.0;38.0
36.0;50;33.0;38.0;36;1;42.0;38;42.0;40.0;1;1;36.0;1;1;42.0;0.0;48.0;50.0;40.0;0;1;41.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;45.0;18.0;18.0;48.0;1;1;1;3;2;2;1;3;1;2;3;2;36.94444444444444;39.21052631578947;34.72222222222222;41.1578947368421;2.0;39.89473684210526
37.0;50;43.0;37.0;38;1;31.0;47;40.0;45.0;1;1;40.0;1;1;43.0;0.0;49.0;50.0;42.0;1;1;38.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;50.0;18.0;18.0;45.0;1;1;2;3;2;2;1;3;1;2;3;2;39.166666666666664;37.0;35.77777777777778;36.3421052631579;3.0;41.21052631578947
0.0;0;3.0;0.0;0;1;0.0;0;0.0;35.0;0;0;26.0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;1;1;2;0;0;0;0;0;1;0;0;0;0.0;2.0;2.0;0.0;0;0;0;3;2;2;1;3;1;2;3;2;33.888888888888886;25.91176470588235;20.96153846153846;0.0;1.0;3.0
31.0;0;41.0;24.5;37;1;31.0;40;33.0;30.0;1;1;43.0;1;1;40.0;2.0;44.0;0.0;38.0;2;0;38.0;1;1;7;6;2;1;1;0;1;1;1;1;2;45;29.5;18.0;16.0;45.0;1;1;1;3;2;2;1;3;1;2;3;2;30.333333333888888;35.05263157894737;31.666666667222223;34.578947368421055;2.0;34.333333333333336
38.0;50;39.0;38.0;42;1;39.0;43;41.0;43.0;1;1;37.0;1;1;41.0;0.0;50.0;45.0;37.0;0;1;42.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;47.0;18.0;18.0;48.0;1;1;1;3;2;2;1;3;1;2;3;2;33.75;35.578947368421055;34.388888888888886;38.73684210526316;3.0;41.05263157894737
36.0;0;41.0;45.0;30;1;39.0;41;35.0;38.0;1;2;40.0;1;1;36.0;0.0;34.0;0.0;31.0;1;0;32.0;1;0;6;6;2;0;1;0;1;0;1;1;1;0;42.0;15.0;15.0;40.0;1;1;1;3;2;2;1;3;1;2;3;2;32.888888888888886;32.55555555555556;32.1875;32.26315789473684;2.0;37.4
0.0;48;21.0;0.0;0;2;31.0;0;34.0;44.0;0;0;41.0;0;1;34.0;4.0;23.5;45.0;37.0;1;1;0.0;0;2;6;4;2;2;1;1;0;1;1;1;2;46;22.0;15.0;11.0;12.5;2;1;0;3;2;2;1;3;1;2;3;2;27.499999999444444;35.684210525789474;27.694444445000002;31.678571428571427;2.0;36.0
33.0;0;30.0;38.0;37;1;31.0;41;36.0;44.0;1;1;37.0;1;1;28.0;3.0;36.0;50.0;33.0;0;0;38.0;1;1;7;6;2;1;1;1;1;1;1;1;1;50;34.0;18.0;15.0;45.0;1;2;1;3;2;2;1;3;1;2;3;2;31.77777777777778;34.36842105263158;35.166666666666664;33.88235294117647;2.0;37.388888888888886
38.0;0;37.0;24.0;35;1;31.0;43;38.0;44.0;1;1;42.0;1;1;40.0;0.0;39.0;45.0;43.0;1;0;39.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;35.0;18.0;18.0;44.0;1;1;0;3;2;2;1;3;1;2;3;2;26.88888888888889;29.552631579473683;32.19444444444444;35.375;2.0;37.05555555555556
42.0;50;34.0;42.0;43;1;46.0;50;45.0;39.0;1;1;43.0;1;1;30.0;0.0;47.0;50.0;40.0;0;1;40.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;43.0;18.0;18.0;49.0;1;1;1;3;2;2;1;3;1;2;3;2;35.44444444444444;36.76315789473684;34.888888888888886;39.26315789473684;3.0;44.1578947368421
41.0;40;31.0;31.0;39;1;33.0;38;42.0;35.0;1;1;43.0;1;1;31.0;0.0;38.0;0.0;38.0;1;1;36.0;1;0;7;7;2;0;1;0;1;1;1;1;1;45;36.0;18.0;18.0;34.0;1;1;2;3;2;2;1;3;1;2;3;2;37.111111111111114;35.78947368421053;32.22222222222222;34.078947368421055;2.0;36.5
45.0;47;40.0;37.0;46;1;33.0;44;45.0;42.0;1;1;32.0;1;1;41.0;0.0;34.0;0.0;42.0;0;1;36.0;1;0;7;7;2;1;1;0;1;1;1;1;1;50;45.0;18.0;18.0;30.5;2;1;1;3;2;2;1;3;1;2;3;2;37.611111111111114;38.18421052631579;38.44444444444444;37.89473684210526;3.0;41.875
40.0;31;33.0;41.0;39;1;32.0;46;44.0;34.0;1;1;47.0;1;1;34.0;0.0;37.0;47.5;40.0;0;1;36.0;1;0;7;7;2;0;1;2;1;1;1;1;1;50;45.0;18.0;18.0;35.0;1;1;1;3;2;2;1;3;1;2;3;2;30.333333333333332;38.28947368421053;36.916666666666664;38.63157894736842;2.0;39.71052631578947
46.0;50;43.0;42.0;44;1;43.0;50;45.0;48.0;1;1;44.0;1;1;40.0;0.0;47.0;50.0;41.0;0;1;45.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;45.0;18.0;18.0;49.0;1;1;1;3;2;2;1;3;1;2;3;2;45.611111111111114;43.36842105263158;40.22222222222222;43.05263157894737;4.0;45.63157894736842
44.0;50;0.0;36.0;35;0;30.0;42;37.0;0.0;1;1;34.5;1;1;35.0;0.0;50.0;0.0;39.0;0;1;45.0;1;0;6;6;2;0;1;0;1;1;0;1;1;50;41.0;16.0;16.0;40.0;1;1;0;3;2;2;1;3;1;2;3;2;35.05555555555556;37.078947368421055;25.78125;36.07142857142857;2.0;38.714285714285715
36.0;0;32.0;39.0;40;1;30.0;50;40.0;42.0;1;1;37.0;1;1;34.0;0.0;38.0;0.0;41.0;1;0;44.0;1;0;7;7;2;0;1;0;1;1;1;1;1;36;37.0;18.0;18.0;32.0;1;1;2;3;2;2;1;3;1;2;3;2;31.833333333333332;34.31578947368421;33.72222222222222;36.1578947368421;2.0;38.06666666666667
