RENDIMIENTO_DOS;NOTA_POO;NOTA_INT;NOTA_FIS_DOS;NOTA_EYB;NOTA_DEM;NOTA_CIR_UNO;NOTA_HCI;VECES_INT;VECES_FIS_DOS;PROMEDIO_UNO;PG_ICFES;NCA_UNO;EPA_UNO;NAP_UNO;NCP_UNO;IDIOMA_ICFES;VECES_POO;NAA_UNO;VECES_CIR_UNO;VECES_EYB;VECES_DEM;CAR_UNO;QUIMICA_ICFES;ANO_INGRESO;GENERO;NCC_UNO;VECES_HCI;BIOLOGIA_ICFES;NAC_UNO;APT_VERB_ICFES;PROMEDIO_DOS;FILOSOFIA_ICFES;FISICA_ICFES;CREDITOS_HCI
2.0;42;35;36;50;48;29;45;2;1;36.88235294117647;369.67;17.0;2;0;0.0;39.07;1;7;3;1;1;1;46.68;2009;0;17.0;1;34.26;7;44.9;38.6875;47.29;48.49;1
2.0;45;35;30;35;35;30;40;2;1;35.88235294117647;425.9;17.0;2;0;0.0;48.65;1;7;2;1;1;0;51.64;2009;0;17.0;1;56.75;7;62.59;35.3125;45.07;63.27;1
2.0;0;0;0;35;0;0;45;0;0;30.0;414.81;10.0;2;2;7.0;52.09;0;5;0;1;0;3;59.25;2009;0;17.0;1;46.32;7;54.87;38.333333333333336;36.44;48.41;1
2.0;40;30;30;45;38;35;50;1;1;34.705882352941174;435.96;17.0;2;0;0.0;36.79;1;7;2;1;1;0;50.65;2009;0;17.0;1;48.54;7;68.15;36.4375;48.19;55.5;1
2.0;45;40;30;40;50;35;50;2;2;39.11764705882353;442.08;17.0;2;0;0.0;51.23;1;7;2;1;1;0;57.04;2009;0;17.0;1;56.75;7;53.24;39.375;47.61;56.0;1
2.0;30;35;35;45;35;35;35;3;2;33.8235294117647;406.68;17.0;2;0;0.0;54.64;1;7;2;1;1;4;51.64;2009;0;17.0;1;64.3;7;51.14;35.3125;43.64;56.0;1
2.0;45;40;30;35;50;30;50;1;1;45.588235294117645;441.81;17.0;2;0;0.0;44.34;1;7;1;1;1;0;64.14;2009;0;17.0;1;57.49;7;51.41;37.8125;49.72;60.0;1
2.0;40;27;36;40;39;16;40;3;3;33.8235294117647;446.56;17.0;2;0;0.0;57.13;1;7;4;1;1;2;59.94;2009;0;17.0;1;64.97;7;48.95;32.25;49.38;64.43;1
2.0;35;30;30;40;45;35;50;1;1;41.76470588235294;443.93;17.0;2;0;0.0;47.79;1;7;2;1;1;0;53.36;2009;0;17.0;1;56.75;7;60.02;35.3125;39.25;48.49;1
2.0;40;35;30;40;42;30;50;1;1;39.11764705882353;467.57;17.0;2;0;0.0;58.59;1;7;1;1;1;0;46.94;2009;0;17.0;1;53.11;7;51.41;36.0625;54.89;57.57;1
1.0;20;15;0;35;40;25;45;5;1;32.94117647058823;442.5;14.0;2;1;3.0;52.09;5;6;4;1;2;1;54.29;2009;0;17.0;1;60.0;7;58.52;20.9375;44.33;54.91;1
2.0;40;30;30;45;39;35;50;1;1;36.1764705882353;438.83;17.0;2;0;0.0;48.65;1;7;2;1;1;0;46.94;2009;0;17.0;1;53.11;7;51.41;36.5;54.89;47.62;1
2.0;40;35;40;45;40;30;50;3;2;32.94117647058823;451.75;17.0;2;0;0.0;45.71;1;7;3;1;1;0;54.05;2009;0;17.0;1;63.27;7;53.3;38.4375;56.09;58.68;1
1.0;40;6;35;40;35;25;45;1;1;36.470588235294116;409.87;17.0;2;0;0.0;46.06;1;7;2;1;1;3;48.59;2009;0;17.0;1;53.11;7;51.41;29.875;36.39;50.22;1
2.0;30;30;30;35;40;30;30;3;1;35.588235294117645;416.56;17.0;2;0;0.0;53.56;1;7;3;1;1;1;49.26;2009;0;17.0;1;51.89;7;59.11;31.25;56.09;51.55;1
1.0;15;0;0;45;40;15;45;0;0;32.705882352941174;437.65;14.0;2;1;3.0;36.71;5;6;5;1;2;3;54.01;2009;0;17.0;1;58.09;7;57.32;26.5;55.47;54.12;1
2.0;40;40;30;35;35;35;45;2;1;40.294117647058826;415.09;17.0;2;0;0.0;81.05;1;7;2;1;1;0;59.25;2009;0;17.0;1;48.2;7;52.97;36.5625;33.32;55.85;1
2.0;40;30;30;35;35;30;40;1;1;37.05882352941177;427.62;17.0;2;0;0.0;51.56;1;7;1;1;1;1;55.66;2009;0;17.0;1;53.71;7;55.21;33.4375;36.49;51.55;1
2.0;40;30;30;36;40;30;40;1;1;37.35294117647059;434.27;17.0;2;0;0.0;49.65;1;7;1;1;1;2;53.84;2009;0;17.0;1;46.32;7;42.93;33.875;44.72;55.85;1
1.0;0;0;0;0;0;0;30;0;0;30.647058823529413;444.91;14.0;2;1;3.0;46.92;0;6;0;0;0;5;45.02;2009;0;17.0;3;64.3;7;55.4;30.0;45.07;58.4;1
2.0;35;30;35;35;0;25;40;1;2;36.76470588235294;384.33;17.0;2;0;0.0;39.58;1;7;2;2;0;2;47.6;2009;0;17.0;1;48.15;7;49.43;32.333333333333336;42.38;58.68;1
1.0;0;0;15;0;0;0;0;0;1;27.352941176470587;432.4;5.0;1;4;12.0;52.09;0;3;0;0;0;3;59.25;2009;0;17.0;0;57.84;7;56.79;15.0;49.38;48.41;1
2.0;40;30;40;45;45;30;45;1;3;36.76470588235294;415.5;17.0;2;0;0.0;43.48;1;7;2;1;1;2;54.01;2009;0;17.0;1;62.54;7;53.22;37.5;41.05;51.73;1
2.0;30;30;30;30;45;30;50;1;2;34.411764705882355;413.9;17.0;2;0;0.0;46.69;1;7;2;3;1;1;46.96;2009;0;17.0;1;55.22;7;50.2;32.1875;49.86;56.61;1
2.0;45;30;35;45;45;35;50;1;1;34.411764705882355;423.58;17.0;2;0;0.0;76.45;2;7;2;1;1;1;53.84;2009;0;17.0;1;51.94;7;49.15;38.75;56.21;53.45;1
2.0;30;30;30;50;30;30;30;2;2;38.8235294117647;416.69;17.0;2;0;0.0;55.95;1;7;2;2;1;1;50.23;2009;0;17.0;2;55.27;7;51.41;32.5;42.4;52.72;1
2.0;40;20;30;30;30;27;40;4;3;35.88235294117647;432.6;17.0;2;0;0.0;48.43;1;7;5;1;1;3;59.25;2009;0;17.0;1;53.84;7;49.15;30.0625;46.69;55.85;1
2.0;37;30;35;30;50;30;40;2;2;37.05882352941177;424.9;17.0;2;0;0.0;44.66;1;7;1;1;1;1;48.89;2009;0;17.0;2;55.73;7;52.33;34.125;46.23;48.79;1
2.0;40;30;35;35;37;35;45;2;2;35.588235294117645;407.52;17.0;2;0;0.0;39.11;1;7;2;1;1;0;46.0;2009;0;17.0;2;48.23;7;56.57;35.75;47.08;52.53;1
1.0;15;0;0;0;0;0;0;0;0;24.11764705882353;434.99;4.0;1;5;13.0;42.2;1;2;0;0;0;4;55.57;2009;1;17.0;0;57.84;7;56.79;15.0;51.65;48.41;1
1.0;0;15;15;25;0;0;40;3;3;34.11764705882353;420.3;17.0;2;0;0.0;49.65;0;7;0;3;0;3;55.57;2009;0;17.0;1;55.79;7;56.79;20.0;48.98;50.98;1
2.0;40;30;35;40;35;30;45;2;3;35.88235294117647;414.02;17.0;2;0;0.0;38.31;1;7;1;1;1;1;52.59;2009;0;17.0;1;50.09;7;50.87;35.3125;44.72;44.84;1
2.0;40;30;40;35;30;30;40;2;2;37.94117647058823;427.45;17.0;2;0;0.0;49.65;1;7;2;1;1;2;57.36;2009;0;17.0;1;55.79;7;49.15;35.0;41.86;45.69;1
1.0;15;30;30;40;40;30;35;1;1;35.294117647058826;453.79;17.0;2;0;0.0;54.9;2;7;1;1;1;1;52.83;2010;0;17.0;1;53.07;7;56.64;29.375;51.14;50.58;1
2.0;39;30;37;30;37;24;45;3;3;36.470588235294116;440.42;17.0;2;0;0.0;39.11;2;7;4;1;1;2;53.84;2010;0;17.0;1;57.84;7;56.79;33.25;48.98;53.45;1
2.0;45;35;30;45;50;35;50;1;1;39.411764705882355;429.97;17.0;2;0;0.0;67.51;1;7;1;1;1;0;52.57;2010;1;17.0;1;48.79;7;52.45;39.0625;58.46;48.33;1
2.0;45;30;35;30;50;30;45;1;1;38.23529411764706;463.73;17.0;2;0;0.0;59.64;1;7;1;1;1;0;64.8;2010;0;17.0;1;49.05;7;50.37;35.9375;48.86;57.99;1
2.0;40;35;35;35;30;30;35;2;2;36.1764705882353;421.91;17.0;2;0;0.0;53.32;1;7;2;1;1;1;58.28;2010;0;17.0;4;44.9;7;52.45;34.6875;48.86;57.99;1
1.0;35;25;25;35;30;25;45;1;1;33.8235294117647;478.26;17.0;2;0;0.0;77.14;1;7;1;1;1;0;57.93;2010;0;17.0;1;54.77;7;63.4;29.6875;55.96;58.27;1
2.0;30;30;30;35;40;26;40;1;1;34.705882352941174;431.96;17.0;2;0;0.0;67.6;1;7;4;1;1;2;56.05;2010;0;17.0;1;53.85;7;52.77;31.125;51.25;59.61;1
2.0;45;35;30;45;35;35;45;2;1;41.1764705882353;480.28;17.0;2;0;0.0;57.84;1;7;2;1;1;0;57.31;2010;0;17.0;1;68.0;7;63.33;37.8125;53.94;56.34;1
2.0;30;35;35;35;35;30;50;2;2;37.35294117647059;445.29;17.0;2;0;0.0;56.01;1;7;2;1;1;0;50.18;2010;0;17.0;1;62.46;7;66.67;34.0625;57.3;54.01;1
2.0;35;30;40;40;40;30;30;1;1;35.294117647058826;441.57;17.0;2;0;0.0;47.17;1;7;2;1;1;2;56.4;2010;0;17.0;1;49.05;7;50.37;34.6875;46.59;50.58;1
2.0;38;32;30;30;33;30;30;4;1;32.05882352941177;447.88;17.0;2;0;0.0;48.4;2;7;2;1;2;2;51.1;2010;0;17.0;1;53.07;7;58.8;32.0625;61.03;50.58;1
2.0;40;30;40;35;44;30;43;1;1;34.705882352941174;441.81;17.0;2;0;0.0;59.64;1;7;1;1;1;2;59.89;2010;0;17.0;1;50.78;7;56.64;36.0625;46.77;58.27;1
2.0;40;36;30;30;40;30;35;2;2;38.529411764705884;475.81;17.0;2;0;0.0;41.7;1;7;1;1;1;1;59.03;2010;0;17.0;1;68.0;7;59.11;33.9375;49.58;56.34;1
2.0;45;30;35;30;40;36;50;1;2;36.76470588235294;453.48;17.0;2;0;0.0;52.09;1;7;3;1;1;0;56.08;2010;0;17.0;1;61.16;7;54.54;36.75;53.59;53.43;1
2.0;35;35;30;40;40;30;45;2;1;37.94117647058823;431.93;17.0;2;0;0.0;43.48;1;7;2;1;1;0;56.08;2010;0;17.0;1;48.79;7;52.45;34.6875;42.19;48.33;1
2.0;45;25;30;40;35;25;45;4;1;36.1764705882353;429.33;17.0;2;0;0.0;52.09;1;7;5;1;1;1;47.22;2010;0;17.0;1;51.92;7;53.22;33.4375;46.04;58.93;1
2.0;35;32;35;40;41;30;40;4;2;37.64705882352941;458.1;17.0;2;0;0.0;42.76;1;7;4;1;1;1;54.59;2010;0;17.0;1;59.3;7;54.54;34.8125;53.46;55.56;1
3.0;45;35;35;45;45;40;50;2;1;36.1764705882353;452.32;17.0;2;0;0.0;60.23;1;7;1;1;1;0;53.85;2010;0;17.0;1;50.63;7;57.87;40.625;62.45;51.86;1
2.0;25;36;31;35;0;25;40;4;4;35.0;450.23;17.0;2;0;0.0;45.71;5;7;4;1;0;2;52.46;2010;0;17.0;1;59.24;7;57.14;30.733333333333334;51.78;56.34;1
2.0;35;30;35;45;45;37;40;1;1;36.1764705882353;389.23;17.0;2;0;0.0;48.4;1;7;3;1;1;2;49.37;2010;0;17.0;1;47.0;7;43.99;36.625;46.59;53.11;1
2.0;45;15;40;40;35;35;50;1;1;37.05882352941177;437.45;17.0;2;0;0.0;67.51;1;7;1;1;1;0;52.57;2010;0;17.0;1;48.79;7;46.23;35.625;42.19;50.94;1
2.0;35;40;35;30;35;35;40;2;2;39.705882352941174;443.92;17.0;2;0;0.0;64.23;1;7;1;1;1;1;57.44;2010;0;17.0;1;53.95;7;53.22;35.625;38.35;64.0;1
2.0;0;30;45;45;40;25;40;1;1;40.588235294117645;441.27;17.0;2;0;0.0;49.63;0;7;1;1;1;0;54.3;2010;0;17.0;1;50.78;7;58.8;36.15384615384615;46.77;58.27;1
3.0;45;40;40;50;35;35;45;1;1;40.88235294117647;442.56;17.0;2;0;0.0;58.06;1;7;1;1;1;2;58.28;2010;1;17.0;1;51.06;7;50.37;41.25;44.29;53.11;1
2.0;35;35;35;45;45;45;50;1;1;42.35294117647059;411.86;17.0;2;0;0.0;59.64;1;7;1;1;1;1;54.59;2010;1;17.0;1;53.07;7;50.37;39.6875;46.59;57.99;1
2.0;40;30;30;40;45;35;45;2;1;35.588235294117645;439.54;17.0;2;0;0.0;42.76;1;7;1;1;1;0;56.4;2010;1;17.0;1;53.07;7;52.54;35.9375;51.14;50.58;1
2.0;45;35;40;41;40;30;45;1;1;38.8235294117647;445.87;17.0;2;0;0.0;65.1;1;7;1;1;1;3;54.3;2010;0;17.0;1;52.77;7;54.6;38.5625;53.59;53.43;1
2.0;40;30;30;45;39;30;50;2;1;35.588235294117645;462.5;17.0;2;0;0.0;49.6;1;7;1;1;1;0;59.03;2010;0;17.0;1;63.27;7;55.21;35.5625;51.78;53.97;1
2.0;40;35;40;45;45;35;45;2;1;38.8235294117647;478.75;17.0;2;0;0.0;79.55;1;7;2;1;1;0;64.33;2010;1;17.0;1;54.77;7;54.54;39.375;53.59;48.33;1
2.0;40;30;31;40;0;23;45;1;3;33.23529411764706;433.24;17.0;2;0;0.0;41.68;1;7;4;1;0;1;54.3;2010;0;17.0;1;46.76;7;61.03;33.13333333333333;42.19;48.33;1
2.0;40;32;35;45;35;37;45;1;2;37.35294117647059;394.33;17.0;2;0;0.0;35.81;2;7;4;1;1;1;51.1;2010;0;17.0;1;53.07;7;52.54;37.625;44.29;45.15;1
2.0;30;30;30;40;45;30;40;2;1;36.470588235294116;424.65;17.0;2;0;0.0;50.86;1;7;1;1;1;0;58.28;2010;0;17.0;1;59.3;7;58.8;32.8125;39.52;55.56;1
2.0;40;35;40;45;45;35;45;2;2;37.94117647058823;428.73;17.0;2;0;0.0;56.48;1;7;1;1;1;1;54.3;2010;0;17.0;1;44.68;7;61.07;39.375;44.51;55.86;1
2.0;40;40;35;45;0;26;45;1;1;36.1764705882353;451.49;17.0;2;0;0.0;51.23;1;7;4;1;0;2;53.59;2010;0;17.0;1;59.82;7;55.65;37.2;52.48;47.62;1
2.0;40;42;35;45;35;21;45;2;1;37.64705882352941;453.55;17.0;2;0;0.0;61.22;1;7;2;1;1;1;52.83;2010;0;17.0;1;51.06;7;56.7;36.5;51.14;60.41;1
2.0;35;40;30;40;40;30;45;2;2;35.0;441.59;17.0;2;0;0.0;39.05;1;7;1;1;1;0;64.33;2010;0;17.0;1;52.77;7;54.54;35.625;44.51;53.43;1
2.0;35;35;30;40;35;40;40;1;1;40.88235294117647;441.79;17.0;2;0;0.0;54.9;1;7;2;1;1;1;58.28;2010;0;17.0;1;59.3;7;52.54;35.9375;46.59;53.11;1
2.0;40;35;30;40;40;35;45;1;1;39.705882352941174;456.1;17.0;2;0;0.0;62.69;1;7;1;1;1;0;50.85;2010;0;17.0;1;50.78;7;50.37;36.5625;49.02;58.27;1
2.0;45;30;30;45;40;35;50;1;1;37.64705882352941;470.32;17.0;2;0;0.0;54.9;1;7;1;1;1;1;59.89;2010;0;17.0;1;50.78;7;63.4;37.5;49.02;60.67;1
3.0;50;35;30;50;50;40;50;1;1;37.94117647058823;455.01;17.0;2;0;0.0;65.86;1;7;1;1;1;0;56.05;2010;0;17.0;1;60.0;7;60.56;41.5625;44.72;47.54;1
2.0;40;35;30;45;40;30;45;2;1;36.76470588235294;438.56;17.0;2;0;0.0;62.69;1;7;1;1;1;0;50.85;2010;0;17.0;1;48.79;7;54.54;36.25;37.24;53.43;1
2.0;40;35;30;50;50;30;40;1;1;39.411764705882355;477.7;17.0;2;0;0.0;72.32;1;7;1;1;1;0;56.4;2010;0;17.0;1;51.06;7;56.7;37.1875;51.14;50.58;1
2.0;45;35;45;40;40;30;50;2;1;35.88235294117647;426.08;17.0;2;0;0.0;48.4;1;7;1;1;1;0;52.57;2010;0;17.0;1;48.79;7;56.64;39.6875;49.02;58.27;1
2.0;30;30;30;40;40;30;45;1;2;39.411764705882355;439.19;17.0;2;0;0.0;59.64;1;7;1;1;1;0;52.83;2010;0;17.0;1;51.06;7;46.1;32.8125;51.14;60.41;1
2.0;40;30;30;35;40;34;45;2;2;32.64705882352941;453.6;17.0;2;0;0.0;65.1;1;7;4;1;1;2;49.37;2010;0;17.0;1;55.09;7;52.54;34.8125;53.46;57.99;1
2.0;40;35;30;35;40;30;40;1;1;36.1764705882353;450.37;17.0;2;0;0.0;83.41;1;7;1;1;1;0;56.08;2010;0;17.0;1;56.82;7;58.8;34.6875;58.46;58.27;1
2.0;45;30;40;40;45;30;45;2;1;35.0;440.49;17.0;2;0;0.0;56.48;1;7;1;1;1;0;54.59;2010;1;17.0;1;53.07;7;50.37;37.8125;53.46;53.11;1
2.0;40;37;35;40;45;30;50;2;1;42.05882352941177;418.18;17.0;2;0;0.0;69.92;1;7;1;1;1;1;52.57;2010;1;17.0;1;50.78;7;56.64;37.5625;37.24;50.94;1
2.0;45;30;35;45;40;30;40;2;1;33.23529411764706;424.24;17.0;2;0;0.0;42.76;1;7;1;1;1;1;49.12;2010;1;17.0;1;50.78;7;48.26;36.875;44.51;58.27;1
2.0;38;36;39;43;47;30;30;1;1;34.94117647058823;430.88;17.0;2;0;0.0;69.92;1;7;2;1;1;1;57.93;2010;1;17.0;1;50.78;7;52.45;37.0;46.77;50.94;1
2.0;35;30;30;40;36;30;45;1;1;37.94117647058823;431.56;17.0;2;0;0.0;47.17;1;7;1;1;1;0;52.57;2010;0;17.0;1;50.78;7;61.03;33.5;46.77;53.43;1
1.0;35;25;35;35;30;15;35;3;2;35.88235294117647;427.61;17.0;2;0;0.0;62.69;1;7;3;1;1;1;47.38;2010;0;17.0;1;56.82;7;56.64;29.0625;51.28;48.33;1
2.0;40;40;30;0;35;30;45;1;1;35.0;444.1;17.0;2;0;0.0;55.64;1;7;1;0;1;2;57.31;2010;0;17.0;1;65.51;7;59.11;35.714285714285715;56.09;43.5;1
2.0;35;45;30;30;35;40;45;2;1;34.411764705882355;450.54;17.0;2;0;0.0;50.86;1;7;2;1;1;0;58.28;2010;0;17.0;1;42.7;7;50.37;36.875;41.95;47.95;1
2.0;40;40;30;35;45;30;35;1;1;38.529411764705884;434.63;17.0;2;0;0.0;42.76;1;7;2;1;1;1;56.08;2010;0;17.0;1;48.79;7;48.37;35.625;46.77;58.27;1
2.0;40;30;35;45;50;30;40;1;1;36.470588235294116;402.89;17.0;2;0;0.0;49.63;1;7;1;1;1;0;49.37;2010;0;17.0;1;49.05;7;52.45;36.5625;39.52;50.58;1
2.0;45;30;40;45;35;30;50;1;1;41.470588235294116;425.88;17.0;2;0;0.0;49.63;1;7;1;1;1;0;56.4;2010;0;17.0;1;49.05;7;48.26;38.125;41.95;60.41;1
2.0;40;30;40;32;33;37;45;1;1;36.1764705882353;413.72;17.0;2;0;0.0;69.92;1;7;3;1;2;3;56.4;2010;0;17.0;1;53.07;7;48.37;36.4375;46.59;50.58;1
2.0;35;35;35;40;45;32;45;1;1;36.1764705882353;440.52;17.0;2;0;0.0;49.51;1;7;2;1;1;0;55.37;2010;0;17.0;1;57.49;7;57.88;36.3125;52.48;44.88;1
2.0;30;33;30;40;40;30;40;1;1;34.411764705882355;431.92;17.0;2;0;0.0;47.79;1;7;1;1;1;1;48.57;2010;0;17.0;1;51.72;7;56.74;33.0625;48.87;58.08;1
2.0;40;0;0;40;40;15;50;0;0;34.11764705882353;440.65;13.0;2;1;4.0;61.22;1;6;1;1;1;2;62.0;2010;0;17.0;1;48.79;7;52.45;33.5;46.77;55.86;1
2.0;30;35;40;45;0;27;45;1;1;37.35294117647059;488.28;17.0;2;0;0.0;61.22;1;7;3;1;0;0;55.74;2010;1;17.0;1;59.74;7;62.61;35.4;56.17;66.75;1
1.0;0;12;0;40;0;7;17;1;0;31.529411764705884;360.16;11.0;2;2;6.0;0.0;0;5;1;1;0;3;39.81;2010;0;17.0;2;44.05;7;49.43;17.11111111111111;51.78;40.3;1
3.0;45;40;30;45;40;40;50;1;1;44.11764705882353;480.22;17.0;2;0;0.0;53.32;1;7;1;1;1;0;53.73;2010;0;17.0;1;59.85;7;56.74;40.3125;46.23;63.26;1
1.0;30;25;15;30;45;15;45;1;1;34.411764705882355;484.52;17.0;2;0;0.0;55.64;1;7;1;1;1;0;62.83;2010;1;17.0;1;65.51;7;57.14;25.3125;58.26;63.43;1
2.0;35;30;31;40;40;33;45;1;1;34.411764705882355;440.73;17.0;2;0;0.0;44.92;1;7;2;1;1;1;51.98;2010;0;17.0;1;47.86;7;56.52;34.5;58.95;50.54;1
2.0;40;30;35;35;0;35;45;2;1;36.1764705882353;440.29;17.0;2;0;0.0;67.51;1;7;1;1;0;0;54.3;2010;0;17.0;1;48.79;7;54.6;35.666666666666664;49.02;48.33;1
2.0;40;35;39;40;40;30;41;1;3;33.529411764705884;426.26;17.0;2;0;0.0;47.14;1;7;4;1;1;0;52.03;2010;0;17.0;1;53.42;7;59.42;37.0625;57.3;60.98;1
1.0;31;30;37;21;33;22;39;1;3;34.705882352941174;426.88;17.0;2;0;0.0;47.79;1;7;3;2;1;3;57.67;2010;0;17.0;1;45.64;7;54.57;29.625;48.58;58.78;1
2.0;30;30;35;40;40;30;45;2;1;35.588235294117645;434.74;17.0;2;0;0.0;40.28;1;7;1;1;1;0;50.26;2010;1;17.0;1;53.65;7;58.49;33.75;53.93;58.08;1
2.0;0;47;32;39;41;30;45;3;3;37.94117647058823;448.56;17.0;2;0;0.0;45.71;0;7;1;1;1;1;54.05;2010;0;17.0;1;59.24;7;53.3;37.76923076923077;53.94;63.43;1
2.0;35;30;30;40;40;30;45;1;1;35.0;422.58;17.0;2;0;0.0;46.35;1;7;1;1;1;0;50.26;2010;0;17.0;1;47.86;7;50.62;33.75;51.42;55.56;1
2.0;35;35;30;35;35;33;50;1;1;35.294117647058826;426.97;17.0;2;0;0.0;53.32;1;7;2;1;1;0;51.1;2010;0;17.0;1;51.06;7;41.48;34.625;58.36;47.95;1
2.0;35;30;35;45;40;30;45;1;1;39.411764705882355;442.26;17.0;2;0;0.0;67.51;1;7;1;1;1;0;54.3;2010;0;17.0;1;56.82;7;54.54;35.3125;53.59;48.33;1
2.0;33;40;39;45;0;42;45;1;1;39.8235294117647;431.3;17.0;2;0;0.0;40.89;1;7;1;1;0;1;49.3;2010;0;17.0;1;51.96;7;54.66;39.8;51.25;54.91;1
2.0;35;35;40;40;45;30;50;1;1;39.11764705882353;429.18;17.0;2;0;0.0;44.74;1;7;1;1;1;0;56.05;2010;1;17.0;1;53.85;7;48.95;37.1875;46.69;54.91;1
2.0;36;31;43;39;44;39;40;1;3;33.64705882352941;423.88;17.0;2;0;0.0;38.31;2;7;2;2;1;0;48.83;2010;0;17.0;1;53.84;7;45.12;38.0625;44.72;53.45;1
2.0;40;30;43;40;44;30;45;1;2;36.1764705882353;410.67;17.0;2;0;0.0;43.48;1;7;1;1;1;2;53.91;2010;0;17.0;1;43.61;7;50.62;37.375;45.93;66.75;1
1.0;20;0;0;20;20;0;40;0;0;31.764705882352942;465.82;10.0;2;2;7.0;38.31;1;5;0;1;1;2;57.36;2010;0;17.0;1;57.84;7;56.79;22.857142857142858;58.57;58.23;1
2.0;35;40;35;35;35;40;45;1;1;37.94117647058823;424.73;17.0;2;0;0.0;37.1;1;7;1;1;1;0;53.91;2010;0;17.0;1;51.5;7;64.83;37.5;51.15;51.21;1
2.0;35;35;40;40;35;31;40;1;1;40.88235294117647;427.86;17.0;2;0;0.0;65.1;1;7;2;1;1;0;54.3;2010;0;17.0;1;48.79;7;54.54;36.125;53.59;50.94;1
2.0;40;30;35;40;39;35;45;1;1;37.05882352941177;471.8;17.0;2;0;0.0;49.63;1;7;1;1;1;0;57.93;2010;0;17.0;1;52.77;7;58.8;36.5;51.28;58.27;1
2.0;36;30;41;40;47;33;45;1;1;36.294117647058826;435.64;17.0;2;0;0.0;65.1;1;7;1;1;1;1;49.37;2010;0;17.0;1;53.07;7;52.45;37.0;41.95;53.11;1
2.0;30;40;35;35;35;30;40;1;1;36.470588235294116;441.03;17.0;2;0;0.0;45.98;1;7;1;1;1;0;50.5;2010;0;17.0;1;60.01;7;51.08;34.375;49.38;50.98;1
2.0;40;30;30;35;35;30;40;1;1;36.76470588235294;470.52;17.0;2;0;0.0;47.79;1;7;1;1;1;0;57.48;2010;0;17.0;1;51.72;7;60.74;33.4375;48.87;63.26;1
2.0;35;30;30;40;40;30;45;1;1;37.35294117647059;434.04;17.0;2;0;0.0;49.22;1;7;1;1;1;0;59.76;2010;1;17.0;1;57.54;7;52.61;33.75;48.58;51.21;1
2.0;30;32;31;40;0;32;46;1;1;38.8235294117647;443.16;17.0;2;0;0.0;67.51;1;7;1;1;0;0;54.59;2010;0;17.0;1;59.3;7;58.8;33.4;46.59;50.58;1
2.0;40;30;30;40;42;35;45;1;1;37.64705882352941;440.83;17.0;2;0;0.0;50.86;1;7;1;1;1;0;52.83;2010;0;17.0;1;57.16;7;56.64;35.75;48.86;50.58;1
1.0;15;15;0;35;15;0;35;4;0;34.411764705882355;474.5;14.0;2;1;3.0;47.66;4;6;0;1;3;2;55.66;2010;0;17.0;1;74.35;7;68.26;21.0;65.26;46.37;1
2.0;35;30;35;40;40;35;45;1;1;39.11764705882353;440.34;17.0;2;0;0.0;46.35;1;7;1;1;1;0;50.26;2010;1;17.0;1;49.79;7;62.84;35.625;56.42;50.54;1
2.0;30;33;40;40;35;35;50;1;1;38.23529411764706;450.72;17.0;2;0;0.0;57.84;1;7;1;1;1;2;47.6;2010;0;17.0;1;65.51;7;61.16;36.1875;62.81;49.04;1
2.0;35;34;39;35;35;42;43;1;2;34.11764705882353;446.34;17.0;2;0;0.0;43.48;2;7;3;1;1;3;59.94;2010;0;17.0;1;50.09;7;58.52;37.375;41.86;54.91;1
2.0;39;30;43;40;35;31;45;1;2;35.588235294117645;410.88;17.0;2;0;0.0;45.94;2;7;2;1;1;1;52.83;2010;0;17.0;1;42.7;7;46.1;36.8125;48.86;50.58;1
2.0;38;30;30;40;35;30;45;1;1;38.8235294117647;444.13;17.0;2;0;0.0;65.1;1;7;1;1;1;1;54.3;2010;1;17.0;1;52.77;7;48.26;34.0;44.51;55.86;1
2.0;0;26;30;40;30;30;45;4;1;38.88235294117647;420.81;17.0;2;0;0.0;43.74;0;7;2;1;1;2;54.05;2010;0;17.0;1;53.71;7;53.3;31.76923076923077;51.78;51.55;1
2.0;42;32;35;45;33;30;40;2;1;34.411764705882355;436.69;17.0;2;0;0.0;54.64;1;7;4;1;1;2;45.33;2010;0;17.0;1;51.5;7;56.52;36.25;64.0;53.74;1
3.0;40;40;40;45;35;40;45;1;1;44.11764705882353;420.44;17.0;2;0;0.0;61.22;1;7;1;1;1;0;45.4;2010;0;17.0;1;55.99;7;55.25;40.625;48.41;51.73;1
2.0;40;35;35;35;35;31;35;2;1;37.05882352941177;425.45;17.0;2;0;0.0;44.71;1;7;2;1;1;1;54.59;2010;0;17.0;1;47.0;7;61.03;35.1875;46.59;47.95;1
2.0;42;35;43;30;33;30;35;3;1;36.76470588235294;438.92;17.0;2;0;0.0;42.76;1;7;2;1;1;3;56.08;2010;0;17.0;1;50.78;7;54.6;36.125;53.59;58.27;1
3.0;45;40;35;45;35;40;45;1;1;40.294117647058826;371.25;17.0;2;0;0.0;49.22;1;7;1;1;1;1;39.76;2010;0;17.0;1;47.62;7;48.81;40.625;36.89;53.74;1
2.0;32;30;40;40;30;40;45;1;1;36.8235294117647;422.38;17.0;2;0;0.0;77.14;1;7;2;1;1;1;54.3;2010;0;17.0;1;46.76;7;54.54;36.3125;34.5;50.94;1
