RENDIMIENTO_DOS;NOTA_POO;NOTA_INT;NOTA_FIS_DOS;NOTA_EYB;NOTA_DEM;NOTA_CIR_UNO;NOTA_HCI;VECES_INT;VECES_FIS_DOS;PROMEDIO_UNO;PG_ICFES;NCA_UNO;EPA_UNO;NAP_UNO;NCP_UNO;IDIOMA_ICFES;VECES_POO;NAA_UNO;VECES_CIR_UNO;VECES_EYB;VECES_DEM;CAR_UNO;QUIMICA_ICFES;ANO_INGRESO;GENERO;NCC_UNO;VECES_HCI;BIOLOGIA_ICFES;NAC_UNO;APT_VERB_ICFES;PROMEDIO_DOS;FILOSOFIA_ICFES;FISICA_ICFES;CREDITOS_HCI
3.0;37;41;40;46;45;45;48;1;1;42.94117647058823;442.0;17.0;2;0;0.0;50.0;1;7;1;1;1;0;68.0;2013;0;17.0;1;51.0;7;69.0;42.125;69.0;65.0;1
2.0;37;20;25;43;43;26;33;2;2;35.94117647058823;396.0;17.0;2;0;0.0;70.0;1;7;2;1;1;3;65.0;2013;0;17.0;1;56.0;7;63.0;30.375;33.0;70.0;1
2.0;39;30;30;44;37;43;40;1;1;35.88235294117647;440.0;17.0;2;0;0.0;65.0;1;7;3;1;2;2;64.0;2013;0;17.0;1;72.0;7;57.0;36.9375;48.0;57.0;1
2.0;38;30;35;45;43;33;49;1;3;35.88235294117647;441.0;17.0;2;0;0.0;63.0;1;7;3;1;1;1;65.0;2013;0;17.0;1;59.0;7;63.0;36.875;65.0;70.0;1
2.0;43;32;39;45;45;39;45;1;1;38.11764705882353;450.0;17.0;2;0;0.0;56.0;1;7;1;1;1;0;70.0;2013;0;17.0;1;86.0;7;60.0;39.9375;49.0;60.0;1
2.0;45;33;33;47;39;37;48;1;1;37.705882352941174;414.0;17.0;2;0;0.0;60.0;1;7;1;1;1;2;59.0;2013;0;17.0;1;50.0;7;59.0;39.0625;50.0;67.0;1
2.0;31;25;24;44;49;28;41;2;2;32.411764705882355;410.0;17.0;2;0;0.0;55.0;1;7;2;1;1;1;56.0;2013;1;17.0;1;56.0;7;59.0;31.375;45.0;64.0;1
1.0;19;36;20;35;37;20;40;2;3;36.11764705882353;411.0;17.0;2;0;0.0;43.0;3;7;2;1;2;2;58.0;2013;0;17.0;1;55.0;7;69.0;27.0;44.0;51.0;1
2.0;36;33;30;41;38;36;43;2;1;36.76470588235294;419.0;17.0;2;0;0.0;80.0;3;7;2;1;1;2;59.0;2013;0;17.0;1;66.0;7;55.0;35.5;46.0;65.0;1
1.0;37;4;15;44;40;1;44;2;2;34.05882352941177;420.0;17.0;2;0;0.0;56.0;1;7;2;1;1;2;65.0;2013;0;17.0;1;57.0;7;57.0;21.4375;50.0;63.0;1
2.0;37;36;35;35;37;34;50;2;2;37.11764705882353;420.56;17.0;2;0;0.0;64.24;1;7;1;1;1;1;54.03;2013;0;17.0;1;62.09;7;58.33;36.4375;52.03;61.79;1
3.0;42;30;39;47;45;40;50;1;1;35.05882352941177;416.0;17.0;2;0;0.0;77.0;1;7;1;1;1;0;64.0;2013;0;17.0;1;54.0;7;55.0;40.125;50.0;62.0;1
1.0;37;2;1;44;42;7;47;1;1;35.705882352941174;403.0;17.0;2;0;0.0;43.0;1;7;1;1;1;5;67.0;2013;0;17.0;1;55.0;7;50.0;19.875;41.0;60.0;1
2.0;42;31;37;47;45;40;50;1;1;38.64705882352941;422.0;17.0;2;0;0.0;54.0;1;7;1;1;1;0;75.0;2013;0;17.0;1;54.0;7;63.0;39.9375;53.0;52.0;1
2.0;45;30;36;42;49;36;48;1;1;36.8235294117647;413.0;17.0;2;0;0.0;57.0;1;7;1;1;1;0;58.0;2013;0;17.0;1;60.0;7;53.0;38.875;50.0;52.0;1
1.0;3;5;0;32;0;9;33;1;0;31.0;412.0;14.0;2;1;3.0;45.0;2;6;1;1;0;5;52.0;2013;0;17.0;2;55.0;7;69.0;12.333333333333334;53.0;47.0;1
2.0;34;30;41;42;36;30;50;2;1;38.88235294117647;409.0;17.0;2;0;0.0;61.0;1;7;1;1;1;3;65.0;2013;0;17.0;1;59.0;7;63.0;35.9375;50.0;57.0;1
1.0;5;0;0;0;20;0;18;0;0;26.352941176470587;414.71;6.0;1;4;11.0;76.45;2;3;0;0;2;4;52.59;2013;0;17.0;2;60.0;7;65.04;10.6;48.98;52.53;1
1.0;18;0;0;31;23;0;0;0;0;31.58823529411765;386.0;10.0;2;2;7.0;57.0;1;5;0;1;1;2;55.0;2013;0;17.0;0;59.0;7;55.0;23.166666666666668;39.0;65.0;1
1.0;35;30;27;38;42;7;47;1;1;36.705882352941174;390.0;17.0;2;0;0.0;52.0;1;7;1;1;1;3;50.0;2013;1;17.0;1;52.0;7;63.0;28.875;50.0;66.0;1
2.0;35;35;36;33;40;31;50;2;3;37.88235294117647;412.0;17.0;2;0;0.0;60.0;1;7;2;1;1;1;54.0;2013;0;17.0;1;54.0;7;74.0;35.4375;56.0;55.0;1
3.0;44;32;38;47;48;38;50;1;1;39.0;401.0;17.0;2;0;0.0;77.0;1;7;1;1;1;0;58.0;2013;0;17.0;1;56.0;7;58.0;40.5;45.0;54.0;1
2.0;43;32;31;48;47;33;49;1;1;36.23529411764706;417.0;17.0;2;0;0.0;83.0;1;7;1;1;1;1;54.0;2013;0;17.0;1;64.0;7;57.0;38.0625;56.0;46.0;1
3.0;45;32;44;46;48;39;50;1;2;40.64705882352941;399.0;17.0;2;0;0.0;54.0;1;7;1;1;1;0;65.0;2013;0;17.0;1;47.0;7;57.0;41.875;56.0;60.0;1
1.0;41;27;20;39;34;13;48;1;1;39.294117647058826;406.0;17.0;2;0;0.0;57.0;1;7;1;1;1;2;54.0;2013;0;17.0;1;57.0;7;61.0;28.9375;46.0;53.0;1
1.0;7;0;0;0;16;0;5;0;0;21.58823529411765;411.0;7.0;1;3;10.0;53.0;1;4;0;0;1;3;60.0;2013;0;17.0;1;58.0;7;57.0;8.4;58.0;54.0;1
2.0;42;30;44;42;42;36;48;1;1;39.35294117647059;401.0;17.0;2;0;0.0;60.0;1;7;2;1;1;2;61.0;2013;0;17.0;1;59.0;7;57.0;39.375;43.0;51.0;1
2.0;32;30;30;41;44;34;45;2;1;37.294117647058826;404.0;17.0;2;0;0.0;47.0;2;7;2;1;1;0;53.0;2013;0;17.0;1;63.0;7;62.0;34.3125;53.0;60.0;1
3.0;47;41;34;46;48;32;49;2;2;39.0;420.0;17.0;2;0;0.0;61.0;1;7;1;1;1;0;75.0;2013;0;17.0;1;65.0;7;57.0;40.6875;56.0;55.0;1
2.0;0;31;30;44;35;34;47;1;1;38.64705882352941;402.85;17.0;2;0;0.0;73.24;0;7;1;1;1;0;71.9;2013;0;17.0;1;55.21;7;67.34;35.0;39.78;44.37;1
2.0;42;26;34;39;40;30;41;3;1;35.588235294117645;397.0;17.0;2;0;0.0;54.0;2;7;2;1;1;2;60.0;2013;0;17.0;1;56.0;7;67.0;34.6875;41.0;52.0;1
2.0;37;32;32;41;41;38;48;1;1;35.529411764705884;404.0;17.0;2;0;0.0;52.0;1;7;1;1;1;3;59.0;2013;0;17.0;1;59.0;7;59.0;36.75;50.0;55.0;1
1.0;23;16;25;40;30;0;39;1;1;35.05882352941177;394.0;14.0;2;1;3.0;58.0;2;6;0;1;1;4;56.0;2013;0;17.0;1;51.0;7;58.0;26.23076923076923;49.0;52.0;1
3.0;48;40;43;42;50;38;50;1;1;41.705882352941174;382.0;17.0;2;0;0.0;70.0;1;7;1;1;1;0;57.0;2013;1;17.0;1;45.0;7;50.0;43.1875;51.0;63.0;1
2.0;37;0;0;35;32;0;47;0;0;30.705882352941178;395.0;9.0;1;3;8.0;61.0;1;4;0;1;1;3;64.0;2013;0;17.0;1;62.0;7;53.0;37.142857142857146;42.0;53.0;1
2.0;42;30;31;37;44;34;48;1;2;34.05882352941177;391.0;17.0;2;0;0.0;61.0;1;7;1;1;1;0;56.0;2013;0;17.0;1;51.0;7;60.0;36.0625;50.0;57.0;1
1.0;29;17;26;4;0;15;48;1;1;34.705882352941174;367.0;17.0;2;0;0.0;43.0;2;7;1;1;0;5;56.0;2013;0;17.0;1;51.0;7;43.0;21.133333333333333;45.0;70.0;1
2.0;40;41;33;40;33;33;40;2;1;32.64705882352941;393.0;17.0;2;0;0.0;45.0;1;7;1;1;1;3;53.0;2013;0;17.0;1;52.0;7;52.0;37.125;55.0;50.0;1
2.0;45;31;38;39;48;37;50;2;2;36.294117647058826;378.0;17.0;2;0;0.0;48.0;1;7;2;1;1;2;54.0;2013;0;17.0;1;46.0;7;57.0;39.3125;43.0;57.0;1
2.0;43;30;42;42;42;37;48;1;1;39.470588235294116;414.0;17.0;2;0;0.0;75.0;1;7;2;1;1;1;74.0;2013;1;17.0;1;60.0;7;55.0;39.375;50.0;45.0;1
2.0;40;33;26;44;40;13;46;3;3;38.705882352941174;377.0;17.0;2;0;0.0;45.0;1;7;3;1;1;3;51.0;2013;0;17.0;1;52.0;7;48.0;31.875;45.0;57.0;1
2.0;47;30;34;43;37;33;49;2;2;35.8235294117647;401.0;17.0;2;0;0.0;59.0;1;7;2;1;1;2;53.0;2013;0;17.0;1;58.0;7;61.0;37.75;58.0;57.0;1
2.0;38;30;31;45;48;36;44;1;1;36.05882352941177;389.0;17.0;2;0;0.0;46.0;1;7;1;1;1;1;52.0;2013;1;17.0;1;62.0;7;61.0;36.6875;39.0;53.0;1
1.0;2;0;0;31;5;0;17;0;0;27.0;381.0;10.0;1;2;7.0;39.0;1;5;0;1;1;1;58.0;2013;0;17.0;1;54.0;7;53.0;12.857142857142858;42.0;55.0;1
2.0;33;32;39;0;45;31;45;3;3;41.529411764705884;401.54;17.0;2;0;0.0;48.4;2;7;2;0;1;2;59.89;2013;0;17.0;1;48.79;7;61.07;35.357142857142854;51.28;45.57;1
2.0;38;34;0;40;38;0;47;1;0;32.470588235294116;373.0;14.0;2;1;3.0;47.0;1;6;0;1;1;3;46.0;2013;0;17.0;1;54.0;7;53.0;38.1;50.0;65.0;1
3.0;50;30;38;48;44;37;49;1;1;40.588235294117645;392.0;17.0;2;0;0.0;54.0;1;7;1;1;1;0;60.0;2013;0;17.0;1;62.0;7;58.0;40.875;45.0;59.0;1
2.0;45;30;33;47;44;34;50;1;1;38.05882352941177;387.47;17.0;2;0;0.0;65.57;1;7;1;1;1;0;57.63;2013;0;17.0;1;49.94;7;48.38;38.375;49.69;56.97;1
2.0;35;35;23;36;38;25;47;3;2;37.470588235294116;398.0;17.0;2;0;0.0;58.0;1;7;2;1;1;1;65.0;2013;1;17.0;1;49.0;7;63.0;31.9375;59.0;60.0;1
2.0;32;31;35;41;44;32;46;2;2;37.11764705882353;373.0;17.0;2;0;0.0;50.0;1;7;3;1;1;3;55.0;2013;0;17.0;1;61.0;7;48.0;35.125;40.0;60.0;1
2.0;33;31;32;50;42;30;37;2;3;37.705882352941174;383.0;17.0;2;0;0.0;49.0;1;7;3;1;2;1;59.0;2013;1;17.0;1;51.0;7;50.0;34.8125;44.0;55.0;1
2.0;48;27;32;49;43;31;47;1;1;38.88235294117647;390.0;17.0;2;0;0.0;50.0;1;7;1;1;1;0;50.0;2013;1;17.0;1;63.0;7;63.0;37.625;49.0;56.0;1
1.0;0;0;0;0;0;0;20;0;0;25.235294117647058;372.0;8.0;1;4;9.0;43.0;2;3;0;0;0;4;51.0;2013;0;17.0;2;52.0;7;58.0;5.0;38.0;57.0;1
2.0;0;30;36;46;40;0;48;1;1;37.0;400.0;17.0;2;0;0.0;83.0;0;7;0;1;1;0;62.0;2013;1;17.0;1;60.0;7;59.0;37.8;60.0;59.0;1
1.0;0;0;0;12;0;0;2;0;0;32.05882352941177;388.0;9.0;1;3;8.0;43.0;0;4;0;2;2;3;57.0;2013;0;17.0;2;57.0;7;46.0;6.5;50.0;60.0;1
3.0;44;0;0;45;38;0;48;0;0;32.8235294117647;383.49;10.0;2;2;7.0;52.54;1;5;0;1;1;2;50.53;2013;0;17.0;1;62.09;7;54.35;44.0;42.41;54.57;1
2.0;43;30;33;47;44;35;50;1;1;37.11764705882353;393.0;17.0;2;0;0.0;56.0;1;7;1;1;1;0;52.0;2013;0;17.0;1;59.0;7;48.0;38.1875;54.0;51.0;1
2.0;39;33;30;46;48;30;50;2;1;36.23529411764706;366.43;17.0;2;0;0.0;62.13;1;7;2;1;1;0;50.53;2013;1;17.0;1;47.96;7;50.31;36.625;39.03;59.37;1
2.0;43;33;32;37;35;34;49;1;3;36.1764705882353;384.0;17.0;2;0;0.0;48.0;1;7;2;1;1;1;53.0;2013;0;17.0;1;63.0;7;53.0;36.5;45.0;54.0;1
2.0;47;0;0;20;0;0;45;0;0;28.235294117647058;380.0;10.0;1;2;7.0;47.0;1;5;0;1;0;2;56.0;2013;0;17.0;1;47.0;7;63.0;37.666666666666664;43.0;52.0;1
2.0;42;30;35;47;44;30;49;1;1;35.11764705882353;402.0;17.0;2;0;0.0;57.0;1;7;2;1;1;3;60.0;2013;0;17.0;1;68.0;7;48.0;37.375;55.0;57.0;1
2.0;36;34;32;31;39;19;31;2;2;34.294117647058826;367.0;17.0;2;0;0.0;48.0;2;7;2;2;2;4;56.0;2013;0;17.0;1;41.0;7;54.0;30.9375;34.0;42.0;1
2.0;39;30;30;33;44;45;49;3;1;37.23529411764706;374.0;17.0;2;0;0.0;89.0;1;7;3;1;1;1;52.0;2013;0;17.0;1;58.0;7;52.0;36.9375;34.0;45.0;1
2.0;40;36;36;41;49;32;48;2;1;37.470588235294116;380.0;17.0;2;0;0.0;37.0;1;7;2;1;1;1;47.0;2013;1;17.0;1;57.0;7;54.0;38.1875;53.0;60.0;1
2.0;35;30;33;45;39;35;50;2;3;37.294117647058826;375.0;17.0;2;0;0.0;68.0;1;7;2;1;1;2;52.0;2013;0;17.0;1;54.0;7;55.0;36.125;50.0;60.0;1
2.0;34;30;30;44;49;34;50;2;1;36.76470588235294;385.0;17.0;2;0;0.0;56.0;1;7;2;1;1;1;51.0;2013;1;17.0;1;54.0;7;55.0;35.6875;53.0;60.0;1
3.0;45;33;32;46;42;45;50;1;1;37.11764705882353;378.48;17.0;2;0;0.0;69.93;2;7;2;1;1;1;54.03;2013;0;17.0;1;64.45;7;54.35;40.5625;39.78;52.14;1
3.0;43;33;40;46;42;42;49;1;1;41.1764705882353;380.78;17.0;2;0;0.0;48.4;1;7;1;1;1;0;62.42;2013;0;17.0;1;51.06;7;50.37;41.0625;46.59;47.95;1
2.0;37;36;34;39;42;33;42;2;1;35.294117647058826;384.0;17.0;2;0;0.0;35.0;1;7;2;1;1;1;60.0;2013;0;17.0;1;54.0;7;54.0;36.375;56.0;57.0;1
3.0;44;0;0;38;34;0;50;0;0;35.529411764705884;369.59;13.0;2;1;4.0;54.9;1;6;0;1;1;3;49.37;2013;0;17.0;1;47.0;7;48.26;41.714285714285715;48.86;50.58;1
2.0;36;31;30;44;48;32;48;1;1;35.8235294117647;371.0;17.0;2;0;0.0;57.0;1;7;1;1;1;1;50.0;2013;0;17.0;1;52.0;7;56.0;35.6875;45.0;52.0;1
1.0;0;0;0;11;45;0;30;0;0;25.41176470588235;384.0;10.0;1;2;7.0;52.0;0;5;0;1;1;2;54.0;2013;0;17.0;1;54.0;7;70.0;24.25;53.0;52.0;1
2.0;41;32;31;36;49;31;50;1;1;35.23529411764706;386.0;17.0;2;0;0.0;50.0;1;7;1;1;1;0;58.0;2013;0;17.0;1;51.0;7;47.0;36.0;65.0;63.0;1
1.0;0;3;0;0;0;0;0;1;0;27.41176470588235;372.61;10.0;1;3;7.0;52.09;0;4;0;0;0;3;59.94;2013;0;17.0;0;51.96;7;54.66;3.0;48.98;44.84;1
2.0;44;37;37;43;49;28;46;2;1;37.411764705882355;373.0;17.0;2;0;0.0;51.0;1;7;3;1;1;0;52.0;2013;1;17.0;1;57.0;7;63.0;38.6875;50.0;40.0;1
1.0;22;0;0;10;0;0;2;0;0;17.176470588235293;359.0;6.0;1;4;11.0;47.0;2;3;0;1;0;4;57.0;2013;0;17.0;2;51.0;7;50.0;14.666666666666666;43.0;43.0;1
1.0;30;0;0;10;0;0;2;0;0;16.58823529411765;364.0;6.0;1;4;11.0;50.0;2;3;0;1;0;4;45.0;2013;0;17.0;2;59.0;7;57.0;18.666666666666668;46.0;40.0;1
2.0;36;31;30;48;39;35;38;1;1;35.05882352941177;354.36;17.0;2;0;0.0;48.42;2;7;2;1;1;3;44.7;2013;0;17.0;1;40.89;7;48.29;35.5625;58.0;57.16;1
2.0;34;34;40;43;38;34;50;2;2;35.0;385.02;17.0;2;0;0.0;68.41;1;7;2;1;1;3;52.28;2013;0;17.0;1;53.82;7;54.28;37.5;51.03;52.14;1
1.0;0;0;0;27;0;0;0;0;0;27.88235294117647;363.0;9.0;1;3;8.0;55.0;0;4;0;1;0;2;51.0;2013;1;17.0;0;61.0;7;55.0;27.0;37.0;48.0;1
2.0;46;30;37;46;45;34;50;1;1;38.294117647058826;403.0;17.0;2;0;0.0;52.0;1;7;1;1;1;2;55.0;2013;1;17.0;1;59.0;7;62.0;39.25;60.0;47.0;1
3.0;43;35;37;44;45;39;50;2;1;42.294117647058826;367.0;17.0;2;0;0.0;51.0;1;7;1;1;1;2;57.0;2013;0;17.0;1;49.0;7;44.0;40.3125;54.0;55.0;1
2.0;32;32;31;31;41;33;46;3;1;33.94117647058823;373.0;17.0;2;0;0.0;47.0;1;7;1;1;1;3;52.0;2013;0;17.0;1;51.0;7;58.0;33.3125;44.0;51.0;1
2.0;30;45;30;47;38;33;50;2;1;35.294117647058826;374.32;17.0;2;0;0.0;28.64;1;7;2;1;1;1;49.45;2013;0;17.0;1;56.46;7;60.16;37.25;41.7;55.29;1
1.0;0;0;0;0;17;0;0;0;0;26.705882352941178;368.11;7.0;1;3;10.0;48.42;0;4;0;1;1;3;50.53;2013;0;17.0;0;53.82;7;48.38;5.666666666666667;47.31;49.63;1
2.0;30;34;30;46;47;30;45;2;1;36.11764705882353;369.0;17.0;2;0;0.0;50.0;1;7;1;1;1;4;49.0;2013;1;17.0;1;56.0;7;57.0;34.75;45.0;54.0;1
2.0;38;30;38;38;42;30;46;3;3;35.35294117647059;361.0;17.0;2;0;0.0;46.0;1;7;2;1;1;2;52.0;2013;0;17.0;1;51.0;7;60.0;35.75;41.0;52.0;1
2.0;30;39;39;46;47;34;50;2;2;36.76470588235294;370.0;17.0;2;0;0.0;48.0;1;7;2;1;1;1;49.0;2013;0;17.0;1;53.0;7;56.0;38.4375;46.0;51.0;1
3.0;0;0;0;42;42;0;0;0;0;29.41176470588235;371.0;7.0;1;3;10.0;46.0;0;4;0;1;1;0;53.0;2013;0;17.0;0;56.0;7;50.0;42.0;48.0;48.0;1
1.0;39;17;0;35;0;7;43;2;0;34.1764705882353;364.0;14.0;2;1;3.0;49.0;1;6;2;1;0;3;50.0;2013;1;17.0;1;51.0;7;58.0;25.166666666666668;49.0;63.0;1
2.0;9;30;30;42;42;33;50;1;1;37.11764705882353;354.0;17.0;2;0;0.0;51.0;1;7;1;1;1;0;54.0;2013;0;17.0;1;53.0;7;54.0;30.125;34.0;48.0;1
1.0;10;0;0;21;26;0;18;0;0;30.058823529411764;361.0;10.0;2;2;7.0;53.0;1;5;0;1;1;2;47.0;2013;0;17.0;1;46.0;7;63.0;16.571428571428573;46.0;50.0;1
1.0;0;0;0;11;0;0;0;0;0;26.058823529411764;385.0;7.0;1;3;10.0;59.0;0;4;0;1;0;4;57.0;2013;0;17.0;0;62.0;7;53.0;11.0;50.0;53.0;1
2.0;40;38;42;38;37;34;49;1;1;39.1764705882353;406.0;17.0;2;0;0.0;53.0;1;7;2;1;1;0;53.0;2014;0;17.0;1;60.0;7;62.0;39.0;48.0;55.0;1
2.0;42;36;32;42;39;33;50;1;1;38.94117647058823;479.0;17.0;2;0;0.0;59.0;1;7;1;1;1;1;62.0;2014;0;17.0;1;62.0;7;67.0;37.625;54.0;79.0;1
2.0;38;37;32;38;42;31;49;1;1;37.23529411764706;466.0;17.0;2;0;0.0;59.0;1;7;1;1;1;0;70.0;2014;0;17.0;1;68.0;7;60.0;36.3125;53.0;79.0;1
2.0;42;30;38;38;43;35;47;1;2;38.94117647058823;454.0;17.0;2;0;0.0;66.0;1;7;1;1;1;0;59.0;2014;0;17.0;1;59.0;7;62.0;37.5625;55.0;80.0;1
3.0;47;39;40;39;42;33;50;1;1;41.8235294117647;453.0;17.0;2;0;0.0;74.0;1;7;1;1;1;0;53.0;2014;0;17.0;1;63.0;7;54.0;40.4375;60.0;87.0;1
2.0;36;35;31;44;34;30;45;1;1;40.1764705882353;461.0;17.0;2;0;0.0;66.0;1;7;2;1;1;2;76.0;2014;1;17.0;1;57.0;7;67.0;35.1875;61.0;70.0;1
2.0;45;38;33;44;47;34;50;1;1;41.0;472.0;17.0;2;0;0.0;47.0;1;7;1;1;1;0;88.0;2014;1;17.0;1;55.0;7;67.0;39.6875;61.0;70.0;1
1.0;34;0;0;9;6;0;18;0;0;23.625;440.0;7.0;1;3;9.0;66.0;1;3;0;1;1;3;59.0;2014;0;16.0;1;59.0;6;62.0;20.571428571428573;55.0;87.0;1
2.0;37;39;37;35;47;36;50;1;1;40.588235294117645;444.0;17.0;2;0;0.0;89.0;1;7;1;1;1;0;69.0;2014;0;17.0;1;57.0;7;65.0;38.375;50.0;66.0;1
1.0;31;5;3;37;41;12;47;2;2;33.94117647058823;441.0;17.0;2;0;0.0;58.0;1;7;2;1;2;2;88.0;2014;0;17.0;1;57.0;7;54.0;19.6875;47.0;70.0;1
2.0;0;0;0;37;38;0;33;0;0;35.588235294117645;439.0;17.0;2;0;0.0;50.0;0;7;0;1;1;2;59.0;2014;1;17.0;1;59.0;7;60.0;36.25;56.0;70.0;1
1.0;6;12;11;35;32;4;45;3;3;39.23529411764706;451.0;17.0;2;0;0.0;52.0;1;7;1;1;1;2;70.0;2014;0;17.0;1;62.0;7;65.0;15.375;54.0;59.0;1
2.0;40;36;31;32;43;30;50;1;2;35.588235294117645;453.0;17.0;2;0;0.0;52.0;1;7;1;1;1;2;77.0;2014;0;17.0;1;55.0;7;65.0;35.5;62.0;69.0;1
2.0;35;30;31;42;42;31;50;2;1;35.529411764705884;462.0;17.0;2;0;0.0;57.0;1;7;1;1;1;2;66.0;2014;0;17.0;1;68.0;7;64.0;34.8125;70.0;65.0;1
1.0;32;30;25;37;32;20;45;1;2;31.58823529411765;431.0;17.0;2;0;0.0;42.0;1;7;1;2;1;5;54.0;2014;0;17.0;1;64.0;7;62.0;29.5;47.0;62.0;1
1.0;38;2;0;37;36;4;39;1;0;30.470588235294116;426.0;16.0;2;1;1.0;48.0;2;6;1;2;2;3;65.0;2014;0;17.0;1;61.0;7;54.0;21.615384615384617;44.0;62.0;1
2.0;41;30;36;31;44;30;50;2;2;36.411764705882355;427.0;17.0;2;0;0.0;60.0;1;7;2;1;2;2;56.0;2014;0;17.0;1;64.0;7;60.0;35.4375;48.0;80.0;1
3.0;46;41;39;40;42;31;49;1;2;38.470588235294116;429.0;17.0;2;0;0.0;42.0;1;7;1;1;1;1;62.0;2014;0;17.0;1;53.0;7;52.0;40.125;59.0;59.0;1
1.0;30;30;25;30;30;28;50;1;2;34.8235294117647;438.0;17.0;2;0;0.0;66.0;1;7;2;1;1;4;55.0;2014;0;17.0;1;60.0;7;68.0;29.9375;56.0;65.0;1
2.0;44;38;30;43;47;37;50;1;1;38.470588235294116;433.0;17.0;2;0;0.0;80.0;1;7;1;1;1;0;66.0;2014;0;17.0;1;58.0;7;56.0;39.375;56.0;62.0;1
2.0;45;35;30;47;47;32;50;1;1;40.0;435.0;17.0;2;0;0.0;48.0;1;7;1;1;1;0;55.0;2014;1;17.0;1;55.0;7;71.0;38.5625;63.0;69.0;1
2.0;36;38;30;45;47;40;50;1;1;42.35294117647059;409.0;17.0;2;0;0.0;68.0;1;7;1;1;1;0;62.0;2014;0;17.0;1;55.0;7;50.0;38.6875;48.0;74.0;1
2.0;34;0;0;41;36;0;50;0;0;35.11764705882353;415.0;14.0;2;1;3.0;47.0;1;6;0;1;1;3;57.0;2014;0;17.0;1;59.0;7;57.0;38.57142857142857;39.0;60.0;1
2.0;47;37;30;45;47;34;50;1;1;41.94117647058823;429.0;17.0;2;0;0.0;48.0;1;7;1;1;1;0;65.0;2014;0;17.0;1;62.0;7;58.0;39.4375;59.0;74.0;1
1.0;30;20;27;38;36;25;43;2;2;37.294117647058826;425.0;17.0;2;0;0.0;56.0;1;7;2;1;1;0;65.0;2014;1;17.0;1;53.0;7;52.0;28.8125;61.0;66.0;1
2.0;38;30;31;44;35;30;50;1;2;33.88235294117647;414.0;17.0;2;0;0.0;59.0;1;7;1;1;1;2;69.0;2014;0;17.0;1;47.0;7;54.0;35.0;50.0;66.0;1
2.0;45;32;30;44;39;30;49;1;1;34.0;422.0;17.0;2;0;0.0;45.0;1;7;2;1;1;1;56.0;2014;0;17.0;1;57.0;7;60.0;36.6875;55.0;70.0;1
2.0;39;30;29;40;40;10;49;1;2;36.588235294117645;408.0;17.0;2;0;0.0;46.0;1;7;2;1;1;1;59.0;2014;0;17.0;1;58.0;7;56.0;30.8125;48.0;73.0;1
1.0;0;3;0;6;0;0;0;1;1;34.1764705882353;414.0;14.0;2;1;3.0;58.0;1;6;0;1;1;1;62.0;2014;1;17.0;1;55.0;7;56.0;1.6153846153846154;53.0;70.0;1
2.0;33;40;30;45;40;30;46;1;1;40.470588235294116;422.0;17.0;2;0;0.0;77.0;1;7;1;1;1;0;66.0;2014;1;17.0;1;53.0;7;62.0;35.9375;54.0;62.0;1
2.0;31;40;30;37;38;32;50;1;1;38.705882352941174;414.0;17.0;2;0;0.0;45.0;1;7;1;1;1;0;52.0;2014;0;17.0;1;51.0;7;63.0;35.0625;48.0;75.0;1
2.0;37;31;34;39;32;30;50;2;3;35.11764705882353;417.0;17.0;2;0;0.0;58.0;1;7;2;1;1;1;69.0;2014;0;17.0;1;55.0;7;56.0;34.75;43.0;59.0;1
2.0;30;0;0;37;28;0;37;0;0;27.88235294117647;419.0;10.0;1;2;7.0;51.0;1;5;0;1;1;3;59.0;2014;0;17.0;1;55.0;7;65.0;32.714285714285715;58.0;70.0;1
1.0;8;32;31;31;41;31;50;1;1;37.11764705882353;415.0;17.0;2;0;0.0;51.0;2;7;1;1;1;1;62.0;2014;0;17.0;1;53.0;7;52.0;28.6875;56.0;66.0;1
2.0;31;0;0;29;41;0;50;0;0;30.58823529411765;414.0;10.0;2;2;7.0;40.0;1;5;0;1;1;1;61.0;2014;0;17.0;1;49.0;7;52.0;34.57142857142857;58.0;70.0;1
2.0;41;30;37;45;42;32;49;2;2;35.1764705882353;424.0;17.0;2;0;0.0;50.0;1;7;2;1;1;0;62.0;2014;1;17.0;1;51.0;7;60.0;37.5625;71.0;69.0;1
2.0;30;33;33;35;46;35;48;1;1;32.94117647058823;419.0;17.0;2;0;0.0;63.0;1;7;1;1;1;2;54.0;2014;0;17.0;1;64.0;7;60.0;34.8125;55.0;66.0;1
2.0;36;37;31;32;36;34;43;3;1;36.411764705882355;390.0;17.0;2;0;0.0;55.0;1;7;2;2;1;1;56.0;2014;0;17.0;1;58.0;7;54.0;34.8125;29.0;72.0;1
2.0;35;30;33;38;44;30;45;2;2;37.76470588235294;394.0;17.0;2;0;0.0;51.0;1;7;1;1;1;0;59.0;2014;1;17.0;1;53.0;7;52.0;34.3125;47.0;80.0;1
1.0;29;11;7;38;0;12;43;1;1;36.470588235294116;419.0;17.0;2;0;0.0;71.0;3;7;1;1;0;2;77.0;2014;1;17.0;1;51.0;7;60.0;19.733333333333334;48.0;59.0;1
1.0;39;14;11;42;40;26;46;2;2;35.411764705882355;425.0;17.0;2;0;0.0;80.0;1;7;2;1;1;0;88.0;2014;0;17.0;1;51.0;7;56.0;27.5;52.0;50.0;1
