CON_MAT_ICFES;IDIOMA_ICFES;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;QUIMICA_ICFES;PG_ICFES;LITERATURA_ICFES;PROMEDIO_UNO;NOTA_DIFERENCIAL;NOTA_CATEDRA_DEM;NOTA_PROG_BASICA;NAA_UNO;CAR_UNO;NOTA_TEXTOS;NOTA_LOGICA;NOTA_SEMINARIO;VECES_LOGICA;NAC_UNO;NCC_UNO;NCA_UNO;VECES_CATEDRA_DEM;NOTA_EE_UNO;NAP_UNO;VECES_DIFERENCIAL;NOTA_CATEDRA_CON;VECES_EE_UNO;PROMEDIO_DOS;NOTA_TGS;NOTA_PROG_AVANZADA;NOTA_FISICA_DOS;NOTA_MULTIVARIADO;NOTA_SEGUNDA_LENGUA_DOS;VECES_FISICA_DOS;NOTA_EE_DOS;VECES_PROG_AVANZADA;NAA_DOS;VECES_TGS;NCA_DOS;VECES_MULTIVARIADO;NOTA_ECUACIONES;NAC_DOS;NOTA_METODOS_NUM;NOTA_A_SISTEMAS;NOTA_MOD_PROG_UNO;NOTA_MAT_DIS;NOTA_HOMBRE;NOTA_GT_DOS;VECES_A_SISTEMAS;VECES_HOMBRE;NCC_TRES;NAA_TRES;NOTA_FUND_BASES;NAC_TRES;PROMEDIO_TRES;NOTA_PROB;NOTA_CIENCIAS_COMP_UNO;NOTA_MOD_PROG_DOS;NOTA_ARQ_COMP;NOTA_INV_OP_UNO;NOTA_FISICA_TRES;VECES_INV_OP_UNO;VECES_PROB;VECES_MOD_PROG_DOS;VECES_FISICA_TRES;NOTA_HISTORIA_COL;NOTA_ESTADISTICA;NOTA_CIBERNETICA_UNO;NOTA_INV_OP_DOS;NOTA_REDES_COM_UNO;NOTA_GI_UNO;VECES_HISTORIA_COL;VECES_CIBERNETICA_UNO;NOTA_CIENCIAS_COMP_DOS;VECES_REDES_COM_UNO;VECES_GI_UNO;VECES_ESTADISTICA;VECES_CIENCIAS_COMP_DOS;VECES_INV_OP_DOS;CAR_CINCO;PROMEDIO_CINCO;NOTA_F_ING_SOF;NOTA_GT_TRES;NOTA_ECONOMIA;NOTA_EI_DOS;NOTA_REDES_COM_DOS;VECES_ECONOMIA;NOTA_CIBERNETICA_UDOS;NOTA_INV_OP_TRES;VECES_F_ING_SOF;VECES_REDES_COM_DOS;VECES_EI_DOS;VECES_CIBERNETICA_DOS;NCP_SEIS;NOTA_GI_DOS;PROMEDIO_SEIS;NOTA_DIS_ARQ_SOFT;NOTA_EI_OP_AI;NOTA_ING_ECONOMICA;NOTA_REDES_COM_TRES;NOTA_CIBERNETICA_TRES;VECES_EI_OP_AI;VECES_DIS_ARQ_SOFT;VECES_ING_ECONOMICA;VECES_EI_OP_BI;VECES_CIBERNETICA_TRES;PROMEDIO_NUEVE;RENDIMIENTO_NUEVE
85.0;55.0;10;57.0;61.0;438.0;57.0;37.111111111111114;37.0;38.0;38.0;9;0;35.0;33.0;46.0;1;9;18.0;18.0;1;32.0;0;1;41.0;1;35.78947368421053;32.0;33.0;33.0;29.0;32.0;1;34;1;7;1;16.0;2;33.0;8;43.0;45.0;34.0;36.0;40.0;50;1;1;18.0;6;31.5;7;32.22222222222222;30.0;33.0;38.0;40.0;33.0;28.5;1;1;1;2;35.0;31.0;36.0;42.0;34.0;45;1;1;36.0;1;1;1;1;1;1;34.078947368421055;41.0;40;31.0;31.0;39;1;33.0;38;1;1;1;1;0.0;0.0;37.333333333333336;27.0;34.0;31.0;45.0;41.0;1;2;1;2;1;38.666666666666664;2.0
81.0;75.0;8;68.0;68.0;460.0;67.0;37.611111111111114;22.5;45.0;43.0;8;1;42.0;39.0;46.0;1;9;18.0;14.0;1;40.0;1;2;41.0;1;38.18421052631579;36.0;36.0;42.0;36.0;47.0;1;41;1;7;1;16.0;1;34.0;8;32.0;38.0;42.0;40.0;42.0;50;1;1;18.0;7;40.0;7;38.44444444444444;36.0;35.0;34.0;38.0;39.0;40.0;1;1;1;1;42.0;41.0;45.0;45.0;30.5;50;1;1;36.0;2;1;1;1;1;0;37.89473684210526;45.0;47;40.0;37.0;46;1;33.0;44;1;1;1;1;0.0;0.0;41.72222222222222;47.0;35.0;39.0;38.0;40.0;1;1;1;0;1;46.6;4.0
81.0;57.0;4;53.0;55.0;436.0;64.0;30.333333333333332;23.0;30.0;40.0;7;1;33.0;34.0;46.0;1;9;18.0;12.0;1;3.0;2;2;38.0;1;38.28947368421053;44.0;42.0;30.5;32.0;37.0;2;30;1;8;1;19.0;2;43.0;8;47.0;38.0;40.0;40.0;40.0;48;1;1;18.0;7;34.0;7;36.916666666666664;33.0;40.0;37.0;34.0;42.0;40.0;1;1;1;1;34.0;34.0;45.0;44.0;35.0;50;1;1;36.0;1;1;1;1;1;0;38.63157894736842;40.0;31;33.0;41.0;39;1;32.0;46;1;1;1;1;0.0;47.5;40.0;48.0;47.0;41.0;35.0;40.0;1;1;1;1;1;42.25;3.0
81.0;70.0;20;78.0;57.0;450.0;57.0;28.28125;5.0;19.5;37.0;6;2;34.0;35.0;46.0;1;8;16.0;11.0;2;0.0;2;2;39.0;0;5.6;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;4;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;50.0;4.0
81.0;60.0;8;57.0;61.0;437.0;59.0;45.611111111111114;41.0;42.0;47.0;9;0;50.0;48.0;46.0;1;9;18.0;18.0;1;46.0;0;1;45.0;1;43.36842105263158;39.0;40.0;39.0;33.0;39.0;1;47;1;8;1;19.0;1;46.0;8;44.0;42.0;40.0;44.0;45.0;50;1;1;18.0;7;43.0;7;40.22222222222222;43.0;41.0;47.0;45.0;39.0;40.0;1;1;1;1;48.0;40.0;45.0;45.0;49.0;50;1;1;45.0;1;1;1;1;1;0;43.05263157894737;46.0;50;43.0;42.0;44;1;43.0;50;1;1;1;1;0.0;50.0;45.77777777777778;48.0;46.0;46.0;48.0;47.0;1;1;1;1;1;44.5;3.0
85.0;61.0;11;62.0;59.0;436.0;53.0;35.05555555555556;31.0;31.0;41.0;9;0;36.0;32.0;44.0;1;9;18.0;18.0;1;33.0;0;1;31.0;1;37.078947368421055;42.0;24.0;17.5;35.0;0.0;2;0;2;7;1;16.0;1;33.0;8;34.5;39.0;31.0;41.0;42.0;50;1;1;16.0;3;33.0;6;25.78125;30.0;33.0;50.0;38.0;30.0;0.0;1;1;1;0;0.0;35.0;41.0;37.0;40.0;50;0;1;45.0;1;1;1;1;1;0;36.07142857142857;44.0;50;0.0;36.0;35;0;30.0;42;1;1;1;1;0.0;0.0;41.4375;4.0;0.0;0.0;24.0;0.0;0;1;0;1;0;18.0;1.0
81.0;77.0;18;65.0;68.0;447.0;55.0;31.833333333333332;22.0;37.0;43.0;7;1;44.0;32.0;46.0;1;9;18.0;12.0;1;1.0;2;2;41.0;1;34.31578947368421;38.0;35.0;33.0;29.0;38.0;1;37;1;7;1;16.0;2;30.0;8;37.0;39.0;34.0;36.0;47.0;38;1;1;18.0;6;38.0;7;33.72222222222222;31.0;30.0;38.0;43.0;43.0;31.0;1;1;1;2;42.0;34.0;37.0;40.0;32.0;36;1;1;44.0;1;1;1;1;1;1;36.1578947368421;36.0;0;32.0;39.0;40;1;30.0;50;1;1;1;1;0.0;0.0;38.0;37.0;48.0;35.0;44.0;44.0;1;1;1;1;1;42.0;3.0
81.0;52.0;12;73.0;61.0;446.0;64.0;33.72222222222222;35.0;30.0;40.0;8;0;34.0;36.0;46.0;1;9;18.0;16.0;1;8.0;1;1;34.0;1;24.34375;0.0;0.0;0.0;0.0;10.0;0;0;0;4;1;10.0;0;0.0;6;0.0;0.0;0.0;0.0;0.0;0;0;0;4.0;0;0.0;2;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;50.0;4.0
76.0;60.0;11;54.0;73.0;435.0;56.0;45.111111111111114;41.0;44.0;48.0;9;0;50.0;43.0;46.0;1;9;18.0;18.0;1;48.0;0;1;43.0;1;45.10526315789474;45.0;48.0;43.0;44.0;42.0;1;50;1;8;1;19.0;1;46.0;8;48.0;48.0;41.0;47.0;42.0;50;1;1;18.0;7;42.0;7;45.388888888888886;47.0;45.0;50.0;50.0;48.0;43.0;1;1;1;1;48.0;0.0;49.0;50.0;50.0;50;1;1;48.0;1;1;0;1;1;0;47.0;50.0;50;50.0;50.0;47;1;46.0;50;1;1;1;1;0.0;50.0;49.2;40.0;42.0;37.0;46.0;50.0;1;1;1;0;1;45.0;3.0
67.0;65.0;4;62.0;64.0;446.0;59.0;29.875;8.0;39.0;38.0;7;1;30.0;36.0;44.0;1;8;16.0;12.0;1;0.0;1;2;37.0;0;9.8;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;4;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;50.0;4.0
70.0;83.0;11;64.0;57.0;436.0;64.0;39.05555555555556;32.0;33.0;41.0;9;0;35.0;43.0;48.0;1;9;18.0;18.0;1;44.0;0;1;39.0;1;40.8421052631579;44.0;46.0;34.0;33.0;42.0;1;45;1;8;1;19.0;1;43.0;8;40.0;38.0;39.0;43.0;45.0;50;1;1;18.0;7;43.0;7;40.55555555555556;33.0;38.0;48.0;43.0;48.0;29.5;1;1;1;2;45.0;35.0;43.0;44.0;45.0;45;1;1;44.0;1;1;1;1;1;1;40.39473684210526;46.0;48;50.0;38.0;42;1;41.0;50;1;1;1;1;0.0;0.0;42.77777777777778;48.0;39.0;38.0;47.0;35.0;1;1;1;0;1;31.5;2.0
85.0;71.0;6;69.0;59.0;446.0;58.0;32.22222222222222;31.0;32.0;40.0;8;0;30.0;33.0;46.0;1;9;18.0;16.0;1;11.0;1;1;35.0;1;35.76315789473684;45.0;40.0;36.0;37.0;46.0;1;33;1;6;1;13.0;1;32.0;8;37.0;39.0;39.0;35.0;38.0;50;1;1;18.0;7;29.5;7;37.94444444444444;30.0;32.0;43.0;33.0;23.5;33.0;2;1;1;1;44.0;22.0;45.0;47.0;44.0;0;1;1;37.0;1;0;2;1;1;1;32.55263157894737;46.0;50;32.0;32.0;42;1;42.0;40;1;1;1;1;3.0;0.0;38.93333333333333;47.0;39.0;30.0;47.0;46.0;1;1;1;1;1;39.5;2.0
81.0;80.0;10;62.0;59.0;432.0;52.0;35.333333333333336;34.0;34.0;39.0;8;1;28.5;34.0;46.0;1;9;18.0;16.0;1;34.0;1;1;33.0;1;32.973684210526315;43.0;38.0;22.5;28.0;37.0;2;40;1;6;1;13.0;2;33.0;8;33.0;35.0;27.0;30.0;36.0;47;1;1;18.0;5;40.0;7;33.583333333333336;32.0;27.0;33.0;34.0;30.0;37.0;1;1;1;1;28.0;37.0;40.0;34.0;18.66666667;0;2;1;30.0;3;0;1;1;1;1;32.05882352941177;35.0;0;35.0;47.0;30;1;34.0;31;1;1;1;1;4.0;0.0;31.755555555999997;44.0;0.0;39.0;0.0;43.0;0;1;1;0;1;32.0;2.0
73.0;48.0;11;41.0;56.0;406.0;46.0;18.0;8.0;23.0;13.0;2;0;14.0;25.0;27.0;1;8;16.0;2.0;1;0.0;6;1;31.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;30.0;1.0
60.0;52.0;20;55.0;62.0;422.0;53.0;34.27777777777778;23.0;30.0;34.0;8;2;35.0;34.0;46.0;1;9;18.0;14.0;1;44.0;1;2;42.0;1;34.68421052631579;31.0;22.5;30.0;38.0;35.0;1;44;2;6;1;13.0;1;40.0;8;31.0;34.0;33.0;34.0;39.0;50;1;1;18.0;6;36.0;7;33.97222222222222;39.0;34.0;38.0;41.0;37.0;40.0;1;1;1;1;36.0;44.0;49.0;45.0;26.0;40;1;1;38.0;2;1;1;1;1;0;38.8421052631579;35.0;47;38.0;42.0;41;1;44.0;44;1;1;1;1;2.0;0.0;40.166666666666664;50.0;35.0;35.0;38.0;35.0;1;1;1;0;2;41.0;3.0
74.0;68.0;16;69.0;66.0;440.0;57.0;44.55555555555556;36.0;43.0;50.0;9;0;50.0;45.0;46.0;1;9;18.0;18.0;1;45.0;0;1;47.0;1;44.63157894736842;47.0;44.0;42.0;41.0;46.0;1;46;1;8;1;19.0;1;40.0;8;40.0;47.0;47.0;48.0;48.0;50;1;1;18.0;7;44.0;7;43.27777777777778;46.0;42.0;50.0;47.0;42.0;41.0;1;1;1;1;45.0;46.0;49.0;48.0;44.0;50;1;1;49.0;1;1;1;1;1;0;45.10526315789474;49.0;0;45.0;41.0;43;1;50.0;50;1;1;1;1;0.0;0.0;47.5;49.0;49.0;48.0;46.0;50.0;1;1;1;0;1;46.333333333333336;4.0
73.0;63.0;8;58.0;57.0;429.0;62.0;34.125;27.0;35.0;36.0;7;1;35.0;33.0;43.0;1;8;16.0;12.0;1;0.0;1;2;38.0;0;32.44444444388889;42.0;44.0;31.0;12.66666667;40.0;1;0;1;5;1;13.0;3;30.5;7;42.0;48.0;45.0;41.0;38.0;0;1;1;16.0;5;40.0;6;32.406250000625;34.0;35.0;34.0;39.0;41.0;0.0;1;1;1;0;46.0;33.0;0.0;47.0;41.0;41;1;0;40.0;1;1;1;1;1;0;36.42857142857143;42.0;0;39.0;0.0;40;1;0.0;46;1;1;0;0;0.0;0.0;41.0625;0.0;0.0;31.0;0.0;0.0;0;0;1;0;0;46.0;4.0
77.0;77.0;15;69.0;59.0;424.0;61.0;25.694444444444443;18.0;30.0;35.0;5;4;29.5;26.5;46.0;2;9;18.0;7.0;2;0.0;4;2;31.0;1;30.10526315736842;43.0;30.0;26.5;27.0;50.0;2;30;1;5;1;10.0;2;25.5;8;41.0;36.0;30.0;30.0;32.0;45;1;1;18.0;4;40.0;7;31.833333333333332;36.0;30.0;41.0;39.0;30.0;27.0;1;1;1;2;39.0;34.0;30.0;36.0;31.0;50;1;1;38.0;1;1;1;1;1;1;33.78947368421053;33.5;50;25.33333333;38.0;34;3;35.0;0;2;1;1;1;0.0;0.0;37.44444444444444;44.0;0.0;34.0;35.0;36.0;0;1;1;0;1;38.333333333333336;2.0
77.0;70.0;11;63.0;58.0;434.0;64.0;29.5625;22.5;36.0;19.0;6;2;30.0;34.0;46.0;1;8;16.0;9.0;1;0.0;2;2;37.0;0;31.90625;0.0;0.0;33.0;21.66666667;0.0;1;0;0;3;0;7.0;3;34.0;6;38.0;40.0;20.5;0.0;0.0;0;1;0;9.0;2;40.0;3;29.55555555666667;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;46.0;4.0
73.0;55.0;10;65.0;65.0;427.0;67.0;34.333333333333336;31.0;37.0;44.0;8;0;32.0;42.0;44.0;1;9;18.0;16.0;1;4.0;1;1;39.0;1;36.588235294117645;43.0;32.0;36.0;26.33333333;35.0;1;40;1;7;1;17.0;3;30.0;7;30.0;35.0;35.0;35.0;32.0;50;1;1;18.0;6;44.0;7;33.83333333277778;32.0;30.0;34.0;39.0;38.0;25.5;1;1;1;2;33.0;31.0;40.0;40.0;33.0;41;1;1;35.0;1;1;1;2;1;1;33.5;41.0;50;34.0;34.0;32;1;43.0;45;1;1;1;1;0.0;0.0;36.27777777777778;47.0;45.0;30.0;43.0;42.0;1;1;1;0;1;39.5;2.0
60.0;77.0;16;76.0;62.0;447.0;69.0;33.29629629555556;28.33333333;42.0;37.0;7;1;41.0;40.0;44.0;1;9;18.0;12.0;1;4.0;2;3;34.0;1;37.421052631578945;45.0;29.5;36.0;33.0;46.0;1;47;2;7;1;16.0;1;37.0;8;31.0;48.0;39.0;48.0;42.0;50;1;1;18.0;6;35.0;7;37.916666666666664;40.0;37.0;47.0;41.0;42.0;34.0;1;1;1;1;45.0;38.0;45.0;46.0;41.0;50;1;1;34.0;1;1;1;1;1;0;40.94736842105263;45.0;50;39.0;37.0;40;1;28.5;48;1;1;1;2;0.0;50.0;42.55555555555556;50.0;46.0;44.0;35.0;44.0;1;1;1;0;1;45.75;4.0
81.0;70.0;17;43.0;63.0;413.0;53.0;46.388888888888886;42.0;46.0;50.0;9;0;50.0;49.0;46.0;1;9;18.0;18.0;1;46.0;0;1;42.0;1;45.473684210526315;42.0;43.0;34.0;39.0;44.0;1;47;1;8;1;19.0;1;42.0;8;50.0;48.0;47.0;50.0;48.0;50;1;1;18.0;7;38.0;7;41.111111111111114;38.0;42.0;50.0;45.0;43.0;41.0;1;1;1;1;37.0;45.0;49.0;50.0;46.0;50;1;1;48.0;1;1;1;1;1;0;43.78947368421053;49.0;50;43.0;41.0;44;1;44.0;50;1;1;1;1;0.0;50.0;46.833333333333336;46.0;48.0;47.0;50.0;45.0;1;1;1;1;1;47.0;4.0
74.0;56.0;20;63.0;57.0;431.0;64.0;27.1875;7.5;43.0;38.0;6;2;43.0;11.0;46.0;2;8;16.0;9.0;1;0.0;2;2;37.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;3;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;50.0;4.0
85.0;57.0;9;63.0;62.0;422.0;55.0;41.44444444444444;31.0;40.0;50.0;9;0;50.0;37.0;46.0;1;9;18.0;18.0;1;45.0;0;1;42.0;1;39.68421052631579;42.0;45.0;33.0;44.0;40.0;1;48;1;8;1;19.0;1;33.0;8;42.0;39.0;48.0;42.0;47.0;50;1;1;18.0;7;36.0;7;40.27777777777778;34.0;38.0;49.0;45.0;42.0;33.0;1;1;1;1;45.0;35.0;49.0;46.0;49.0;50;1;1;48.0;1;1;1;1;1;0;40.73684210526316;49.0;50;50.0;31.0;44;1;45.0;50;1;1;1;1;0.0;50.0;45.72222222222222;45.0;48.0;47.0;50.0;46.0;1;1;1;1;1;45.25;4.0
67.0;70.0;20;66.0;57.0;423.0;61.0;34.888888888888886;20.5;31.0;48.0;8;1;30.0;39.0;46.0;1;9;18.0;14.0;1;36.0;1;2;34.0;1;32.46875;41.0;39.0;19.5;20.0;36.0;2;0;1;5;1;13.0;1;28.5;6;31.0;35.0;33.0;0.0;0.0;0;1;0;16.0;3;35.0;6;29.6875;30.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;30.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;50.0;4.0
81.0;75.0;11;59.0;57.0;410.0;52.0;30.055555555555557;26.0;36.0;37.0;7;1;37.0;31.0;46.0;1;9;18.0;12.0;1;0.0;2;3;32.0;1;37.31578947368421;41.0;31.0;25.0;32.0;38.0;2;40;1;7;1;16.0;1;31.0;8;33.0;38.0;32.0;36.0;33.0;50;1;1;18.0;6;36.0;7;33.05555555555556;42.0;30.5;50.0;40.0;43.0;41.0;1;1;1;1;39.0;38.0;40.0;45.0;44.0;45;1;1;39.0;1;1;1;1;1;1;41.55263157894737;44.0;50;39.0;38.0;40;1;36.0;38;1;1;1;1;0.0;50.0;41.5;44.0;31.0;50.0;36.0;44.0;1;1;1;1;1;40.75;3.0
85.0;47.0;6;45.0;50.0;408.0;43.0;29.055555555555557;24.5;34.0;28.0;6;2;41.0;31.0;44.0;1;9;18.0;9.0;1;4.0;3;2;39.0;1;33.263157895263156;40.0;30.0;22.66666667;30.0;38.0;3;39;1;5;1;10.0;1;30.0;8;42.0;40.0;32.0;30.0;39.0;46;1;1;18.0;6;44.0;7;31.777777778333334;22.5;34.0;28.5;43.0;32.0;0.0;1;2;2;0;45.0;34.0;33.0;39.0;44.0;0;1;1;34.0;1;0;1;1;1;3;32.5625;39.0;40;24.0;29.5;30;1;30.0;32;1;1;1;1;0.0;0.0;37.666666666666664;44.0;33.0;50.0;37.0;0.0;1;1;1;0;0;36.25;2.0
69.0;74.0;20;55.0;74.0;414.0;54.0;36.916666666666664;36.0;36.0;34.0;8;1;36.0;26.5;46.0;2;9;18.0;15.0;1;48.0;1;1;42.0;1;17.818181818181817;0.0;0.0;0.0;0.0;0.0;0;0;0;1;0;2.0;0;0.0;4;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;32.0;2.0
67.0;77.0;16;60.0;65.0;428.0;59.0;34.19444444444444;31.0;32.0;38.0;8;1;30.0;25.5;46.0;2;9;18.0;15.0;1;44.0;1;1;32.0;1;32.578947367894735;39.0;40.0;32.0;30.0;44.0;1;48;1;4;1;7.0;1;36.0;8;42.0;41.0;37.0;42.0;45.0;50;1;1;18.0;7;38.0;7;37.55555555555556;30.0;36.0;49.0;38.0;43.0;40.0;1;1;1;1;49.0;33.0;39.0;46.0;39.0;41;1;1;35.0;1;1;1;1;1;0;40.421052631578945;45.0;50;39.0;30.0;39;1;30.0;49;1;1;1;1;0.0;45.0;39.94444444444444;47.0;42.0;29.0;46.0;44.0;1;1;2;1;1;39.3;2.0
64.0;43.0;8;54.0;56.0;414.0;55.0;39.44444444444444;31.0;38.0;48.0;9;0;35.0;40.0;46.0;1;9;18.0;18.0;1;40.0;0;1;43.0;1;38.05263157894737;43.0;45.0;36.0;28.0;37.0;1;46;1;8;1;19.0;2;30.0;8;42.0;47.0;46.0;30.0;44.0;50;1;1;18.0;6;44.0;7;37.166666666666664;47.0;38.0;49.0;44.0;35.0;41.0;1;1;1;1;43.0;44.0;49.0;45.0;41.0;50;1;1;48.0;1;1;1;1;1;0;43.05263157894737;46.0;50;45.0;37.0;42;1;34.0;48;1;1;1;1;0.0;50.0;45.94444444444444;46.0;49.0;46.0;50.0;50.0;1;1;1;0;1;44.75;3.0
67.0;68.0;11;61.0;55.0;415.0;55.0;30.194444444444443;27.0;34.0;37.0;7;2;31.0;32.5;47.0;2;9;18.0;12.0;1;3.0;2;2;36.0;1;31.236842105789474;41.0;30.0;31.0;30.0;32.0;1;10;1;6;1;13.0;1;26.5;8;32.0;37.0;40.0;40.0;45.0;42;1;1;18.0;5;37.0;7;28.805555555555557;35.0;27.5;36.0;38.0;30.0;0.0;1;1;1;0;30.5;36.0;30.0;33.0;37.0;41;2;1;30.0;1;1;1;1;1;1;33.34375;45.0;50;45.0;39.0;44;1;39.0;40;1;1;1;1;0.0;0.0;34.166666666666664;47.0;30.0;35.0;41.0;44.0;1;1;1;0;1;35.125;2.0
67.0;46.0;15;59.0;61.0;411.0;50.0;26.444444444444443;24.5;30.0;33.0;6;2;35.0;24.0;30.0;2;9;18.0;9.0;1;1.0;3;2;34.0;1;32.44736842105263;41.0;33.0;17.5;29.0;42.0;2;40;1;5;1;11.0;2;28.0;8;42.0;30.0;44.0;31.0;39.0;42;1;1;18.0;4;34.0;7;31.583333333333332;35.0;36.0;31.0;35.0;31.0;38.0;1;1;1;1;28.0;36.0;39.0;41.0;39.0;0;2;1;41.0;1;0;1;1;1;0;35.526315789473685;46.0;46;44.0;32.0;40;1;40.0;44;1;1;1;1;2.0;0.0;37.733333333333334;49.0;30.0;32.0;46.0;45.0;1;1;1;0;1;42.666666666666664;3.0
67.0;77.0;15;64.0;59.0;417.0;64.0;36.3125;32.0;35.0;40.0;8;0;30.0;37.0;46.0;1;8;16.0;16.0;1;0.0;0;1;37.0;0;33.40625;44.0;46.0;15.33333333;33.0;0.0;3;0;1;4;1;10.0;1;33.0;6;43.0;37.0;35.0;9.0;0.0;0;1;0;14.0;4;16.0;5;33.57142857071428;14.0;0.0;0.0;0.0;0.0;0.0;0;2;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;1;14.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;30.0;1.0
64.0;60.0;8;64.0;55.0;419.0;57.0;36.166666666666664;31.0;32.0;39.0;9;1;34.0;34.0;43.0;1;9;18.0;18.0;1;42.0;0;1;37.0;1;34.71052631578947;40.0;35.0;36.0;32.0;43.0;1;45;1;6;1;13.0;1;35.0;8;32.0;38.0;34.0;31.0;44.0;50;1;1;18.0;7;39.0;7;37.22222222222222;32.0;44.0;50.0;37.0;43.0;39.0;1;1;1;1;47.0;40.0;50.0;45.0;46.0;50;1;1;44.0;1;1;1;1;1;0;41.68421052631579;41.0;50;45.0;32.0;50;1;43.0;43;1;1;1;1;0.0;50.0;45.72222222222222;35.0;49.0;37.0;49.0;50.0;1;1;1;0;1;45.75;4.0
75.0;56.0;16;55.0;59.0;408.0;50.0;39.333333333333336;34.0;46.0;42.0;9;0;32.0;36.0;47.0;1;9;18.0;18.0;1;45.0;0;1;44.0;1;37.63157894736842;39.0;42.0;30.0;30.5;41.0;1;46;1;7;1;16.0;2;30.0;8;34.0;49.0;40.0;42.0;44.0;50;1;1;18.0;7;37.0;7;36.083333333333336;36.0;35.0;50.0;44.0;42.0;32.0;1;1;1;1;48.0;35.0;50.0;50.0;48.0;50;1;1;45.0;1;1;1;1;1;0;40.36842105263158;39.0;50;48.0;41.0;42;1;36.0;50;1;1;1;1;0.0;50.0;46.22222222222222;46.0;49.0;44.0;46.0;50.0;1;1;1;0;1;47.0;4.0
61.0;77.0;1;65.0;60.0;443.0;64.0;28.6875;31.0;38.0;36.0;6;0;19.0;14.0;30.0;1;8;16.0;11.0;1;0.0;2;1;35.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;48.0;4.0
