NOTA_STG;PROMEDIO_SEIS;NOTA_C_UNO;NOTA_FDS;PROMEDIO_OCHO;NOTA_ELECPOT;NOTA_INSIND;NOTA_SISDIN;NAP_OCHO;NOTA_INGECO;NOTA_TFM;NOTA_EI_IA;VECES_EI_IA;CREDITOS_EI_IA;NOTA_EI_IIA;VECES_EI_IIA;CREDITOS_EI_IIA;NOTA_EI_IIIA;VECES_EI_IIIA;CREDITOS_EI_IIIA;NOTA_TRABGRAD;VECES_TRABGRAD;CREDITOS_TRABGRAD;NOTA_TV;VECES_TV;CREDITOS_TV;NOTA_FGEP;VECES_FGEP;CREDITOS_FGEP;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;RENDIMIENTO_DIEZ;PROMEDIO_DIEZ
0.0;32.625;0.0;24.33333333;36.285714285714285;14.0;0.0;37.0;0;35.0;30.0;45.0;0;3;39.0;2;3;0.0;0;3;0.0;1;3;0.0;0;3;41.0;0;2;19.5;1;6.0;8.0;2.0;2;3;1;1;1.0;22.666666666666668
34.0;33.3125;42.0;23.33333333;32.224999999375;20.0;18.2;32.0;2;34.0;20.5;44.0;0;3;45.0;4;3;35.0;0;3;34.0;1;3;25.0;0;3;47.0;0;2;39.5;1;6.0;14.0;8.0;2;5;3;2;3.0;41.916666666666664
45.0;40.125;34.0;30.0;39.625;32.0;35.0;34.0;0;45.0;36.0;34.0;0;3;42.0;3;3;40.0;0;3;45.0;1;3;38.0;0;3;35.0;0;2;43.5;1;6.0;17.0;11.0;2;6;4;2;2.0;38.166666666666664
33.5;35.437500000625;34.0;39.0;38.96875;19.66666667;41.0;25.5;0;39.0;36.0;48.0;1;3;36.0;2;3;38.0;2;3;33.5;1;3;42.0;0;3;44.0;1;2;39.607142857142854;2;14.0;17.0;3.0;5;6;1;2;2.0;31.750000000833335
50.0;43.1875;27.5;35.5;38.03125;33.0;36.0;30.5;1;43.0;30.0;44.0;0;3;43.0;2;3;28.0;2;3;50.0;1;3;46.0;0;3;45.0;0;2;40.333333333333336;2;9.0;14.0;5.0;3;5;2;2;3.0;42.55555555555556
45.0;40.3125;33.0;30.0;37.625;19.0;33.0;31.5;0;49.0;44.0;47.0;1;3;42.0;2;3;31.5;2;3;45.0;1;3;33.0;0;3;48.0;1;2;42.32142857142857;2;14.0;17.0;3.0;5;6;1;2;2.0;32.375
50.0;39.0;36.0;30.0;40.0625;33.0;35.0;31.0;0;34.0;48.0;45.0;1;3;48.0;2;3;42.0;1;3;50.0;1;3;45.0;0;3;48.0;1;2;46.5;1;14.0;17.0;3.0;5;6;1;2;3.0;43.75
24.5;39.125;17.66666667;36.0;33.343750000625;25.0;34.0;32.0;2;36.0;48.0;44.0;1;3;37.0;2;3;37.0;0;3;24.5;1;3;35.0;0;3;46.0;1;2;37.13636363636363;1;11.0;14.0;3.0;4;5;1;2;2.0;33.06666666666667
25.0;40.09375;30.0;30.0;33.5;32.0;29.0;26.5;2;31.0;38.0;44.0;1;3;40.0;3;3;44.0;0;3;25.0;1;3;34.0;0;3;48.0;1;2;38.45454545454545;1;11.0;14.0;3.0;4;5;1;2;4.0;47.166666666666664
50.0;40.8125;39.0;30.0;41.625;43.0;34.0;39.0;0;49.0;36.0;38.0;2;3;37.0;1;3;42.0;0;3;50.0;1;3;37.0;0;3;45.0;1;2;42.27272727272727;1;11.0;17.0;6.0;4;6;2;2;4.0;46.46666666666667
32.5;36.09375;39.0;32.0;38.21875;25.0;43.0;20.5;0;36.0;29.0;44.0;2;3;38.0;1;3;39.0;1;3;32.5;1;3;34.0;0;3;37.0;1;2;38.17857142857143;1;14.0;17.0;3.0;5;6;1;2;2.0;37.99999999933333
48.0;30.4375;42.0;31.0;36.375;26.0;38.0;30.0;1;31.0;37.0;46.0;2;3;44.0;2;3;38.0;2;3;48.0;1;3;34.0;0;3;45.0;2;2;44.142857142857146;4;14.0;17.0;3.0;5;6;1;2;2.0;35.166666666666664
46.0;28.5625;41.0;24.33333333;34.75;26.66666667;31.0;33.0;1;19.5;20.5;35.0;1;3;38.0;4;3;28.5;1;3;46.0;1;3;41.0;0;3;47.0;1;2;38.32142857142857;1;14.0;14.0;0.0;5;5;0;2;3.0;43.75
16.0;29.260416666250002;19.33333333;30.0;28.718749999375;13.0;28.0;26.0;4;33.0;33.0;35.0;1;3;35.0;3;3;40.0;0;3;16.0;1;3;30.0;0;3;48.0;1;2;32.18181818181818;1;11.0;14.0;3.0;4;5;1;2;2.0;34.2
37.5;33.625;33.0;42.0;36.59375;18.5;38.0;35.0;0;32.0;44.0;47.0;1;3;49.0;4;3;37.0;0;3;37.5;1;3;37.0;0;3;48.0;1;2;45.13636363636363;1;11.0;17.0;6.0;4;6;2;2;3.0;41.0
40.0;44.75;42.0;34.0;42.25;46.0;40.0;37.0;0;46.0;48.0;43.0;2;3;40.0;1;3;46.0;0;3;40.0;1;3;41.0;0;3;47.0;1;2;42.09090909090909;1;11.0;17.0;6.0;4;6;2;2;4.0;45.2
50.0;38.375;35.0;37.0;40.8125;30.0;40.0;32.0;0;41.0;31.0;44.0;1;3;45.0;3;3;43.0;0;3;50.0;1;3;38.0;0;3;39.0;1;2;45.0;1;11.0;17.0;6.0;4;6;2;2;3.0;43.083333333333336
47.0;33.5625;34.0;37.0;36.1875;30.0;42.0;32.0;1;35.0;30.0;43.0;2;3;34.0;3;3;40.0;0;3;47.0;1;3;35.0;0;3;36.0;1;2;40.36363636363637;2;11.0;17.0;6.0;4;6;2;2;3.0;41.75
43.0;34.9375;38.0;30.0;38.8125;25.66666667;39.0;21.0;0;43.0;35.0;44.0;1;3;35.0;3;3;44.0;1;3;43.0;1;3;38.0;0;3;43.0;1;2;41.714285714285715;1;14.0;17.0;3.0;5;6;1;2;3.0;40.125
43.0;33.9375;22.5;36.0;34.0625;20.5;43.0;26.5;2;32.0;40.0;46.0;2;3;44.0;3;3;32.5;0;3;43.0;2;3;45.0;0;3;29.5;2;2;41.63636363636363;4;11.0;15.0;4.0;4;5;1;2;4.0;45.333333333333336
46.0;37.8125;36.0;39.0;38.9375;17.5;40.0;37.0;0;35.0;40.0;47.0;1;3;32.0;2;3;40.0;1;3;46.0;1;3;39.0;0;3;48.0;1;2;42.214285714285715;1;14.0;17.0;3.0;5;6;1;2;3.0;41.833333333333336
0.0;24.607142857142858;0.0;0.0;33.0;31.0;0.0;32.0;0;33.0;26.0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;0.0;0.0;0.0;0;0;0;1;1.0;22.666666666666668
40.0;43.0625;43.0;32.0;42.5625;45.0;38.0;39.0;0;50.0;47.0;43.0;2;3;40.0;1;3;46.0;0;3;40.0;1;3;41.0;0;3;47.0;1;2;42.09090909090909;1;11.0;17.0;6.0;4;6;2;2;3.0;44.4
50.0;39.34375;30.0;42.0;40.75;36.0;40.0;31.0;0;46.0;33.0;47.0;1;3;48.0;4;3;46.0;0;3;50.0;1;3;42.0;0;3;49.0;1;2;48.45454545454545;1;11.0;17.0;6.0;4;6;2;2;3.0;45.0
0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;1;13.0;0.0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;0.0;0.0;0.0;0;0;0;1;1.0;23.333333333333332
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;26.0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;0.0;0.0;0.0;0;0;0;1;1.0;26.666666666666668
45.0;39.25;39.0;20.0;40.5;27.66666667;43.0;31.5;0;31.5;34.0;45.0;1;3;46.0;2;3;39.0;0;3;45.0;1;3;45.0;0;3;48.0;0;2;45.333333333333336;1;9.0;17.0;8.0;3;6;3;2;3.0;41.7
45.0;42.0;38.0;30.0;42.875;39.0;38.0;34.0;0;49.0;42.0;37.0;2;3;43.0;0;3;33.0;1;3;45.0;1;3;36.0;0;3;47.0;1;2;39.90909090909091;1;11.0;17.0;6.0;4;6;2;2;2.0;37.2
50.0;38.1875;25.5;31.0;38.21875;41.0;36.0;27.5;1;43.0;47.0;43.0;1;3;47.0;2;3;44.0;1;3;50.0;1;3;38.0;0;3;41.0;1;2;45.285714285714285;1;14.0;17.0;3.0;5;6;1;2;4.0;46.4
47.0;35.46875;42.0;30.0;39.3125;27.0;41.0;27.5;0;34.0;32.0;45.0;1;3;35.0;4;3;37.0;0;3;47.0;1;3;40.0;0;3;45.0;1;2;42.81818181818182;1;11.0;17.0;6.0;4;6;2;2;3.0;44.333333333333336
40.0;38.4375;25.5;30.0;36.15625;32.0;31.0;28.0;1;46.0;36.0;40.0;1;3;41.0;1;3;32.0;1;3;40.0;1;3;32.0;0;3;48.0;1;2;39.642857142857146;0;14.0;17.0;3.0;5;6;1;2;2.0;38.05555555555556
38.0;28.187499999375;43.0;30.0;36.8125;26.25;28.0;30.0;1;35.0;41.0;43.0;1;3;35.0;3;3;43.0;0;3;38.0;1;3;25.5;0;3;38.0;1;2;38.54545454545455;1;11.0;14.0;3.0;4;5;1;2;2.0;31.1
22.5;36.53125;30.0;32.0;33.9375;18.0;32.5;37.0;1;35.0;30.0;44.0;1;3;41.0;1;3;33.5;2;3;22.5;1;3;37.0;0;3;39.0;1;2;35.785714285714285;1;14.0;14.0;0.0;5;5;0;2;2.0;38.5
47.0;35.875;45.0;30.0;39.625;30.0;38.0;34.0;0;31.0;33.5;44.0;1;3;40.0;3;3;42.0;0;3;47.0;1;3;38.0;0;3;45.0;1;2;43.90909090909091;1;11.0;17.0;6.0;4;6;2;2;3.0;40.733333333333334
50.0;38.3125;35.0;43.0;37.6875;45.0;30.0;30.0;0;44.0;33.0;37.0;2;3;42.0;0;3;37.0;1;3;50.0;1;3;35.0;0;3;45.0;1;2;42.0;1;11.0;17.0;6.0;4;6;2;2;2.0;31.233333333333334
50.0;41.625;30.0;30.0;37.6875;37.0;30.0;28.0;0;43.0;32.0;42.0;1;3;37.0;2;3;40.0;2;3;50.0;1;3;41.0;0;3;45.0;0;2;42.25;2;12.0;17.0;5.0;4;6;2;2;2.0;39.583333333333336
45.0;31.75;33.0;37.0;37.875;18.5;38.0;33.0;0;37.0;25.5;42.0;1;3;44.0;2;3;42.0;1;3;45.0;1;3;33.0;0;3;35.0;1;2;42.07142857142857;1;14.0;17.0;3.0;5;6;1;2;3.0;40.1
50.0;37.34375;34.0;30.0;39.1875;35.0;36.0;30.0;0;38.0;31.0;44.0;1;3;34.0;3;3;43.0;0;3;50.0;1;3;41.0;0;3;48.0;1;2;43.63636363636363;1;11.0;17.0;6.0;4;6;2;2;3.0;42.86666666666667
0.0;25.571428570714286;0.0;0.0;18.0;0.0;0.0;35.0;1;18.0;30.0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;0.0;0.0;0.0;0;0;0;1;1.0;26.666666666666668
0.0;24.2;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;0.0;0.0;0.0;0;0;0;1;1.0;26.0
15.0;37.0625;31.0;31.0;32.25;30.0;29.0;29.0;2;32.0;36.0;46.0;0;3;30.0;4;3;34.0;2;3;15.0;1;3;36.0;0;3;35.0;0;2;26.333333333333332;2;9.0;14.0;5.0;3;5;2;1;2.0;31.666666666666668
45.0;41.0625;32.0;31.0;38.5625;35.0;37.0;32.5;0;49.0;39.0;42.0;1;3;43.0;1;3;32.0;1;3;45.0;1;3;33.0;0;3;43.0;1;2;40.857142857142854;0;14.0;17.0;3.0;5;6;1;2;3.0;41.72222222222222
31.0;42.1875;34.0;32.0;37.0625;39.0;31.0;35.0;0;47.0;42.0;42.0;2;3;40.0;1;3;41.0;0;3;31.0;1;3;39.0;0;3;47.0;1;2;39.36363636363637;1;11.0;17.0;6.0;4;6;2;2;2.0;39.06666666733334
46.0;31.9375;37.0;31.0;37.0;15.5;40.0;33.0;0;31.0;31.0;30.0;1;3;45.0;2;3;40.0;1;3;46.0;1;3;39.0;0;3;47.0;1;2;41.214285714285715;1;14.0;17.0;3.0;5;6;1;2;2.0;35.46666666666667
0.0;26.625000000625;40.0;31.0;39.5;4.0;0.0;22.5;0;40.0;30.0;44.0;1;3;45.0;2;3;37.0;0;3;0.0;1;3;0.0;0;3;45.0;1;2;32.45454545454545;1;11.0;11.0;0.0;4;4;0;2;2.0;38.333333333333336
0.0;27.656249999375;17.5;15.5;22.8;2.0;0.0;38.0;2;32.0;31.0;45.0;2;3;38.0;2;3;17.5;0;3;0.0;2;3;0.0;0;3;28.5;2;2;27.818181818181817;4;11.0;6.0;5.0;4;2;2;1;1.0;27.5
45.0;40.3125;25.0;30.0;34.6875;31.0;31.0;27.0;1;39.0;38.0;40.0;0;3;40.0;2;3;32.0;1;3;45.0;1;3;34.0;0;3;48.0;0;2;39.0;1;9.0;17.0;8.0;3;6;3;2;2.0;39.333333333333336
48.0;40.75;42.0;46.0;43.5;37.0;42.0;41.0;0;46.0;39.0;46.0;1;3;46.0;2;3;47.0;1;3;48.0;1;3;47.0;0;3;48.0;1;2;46.92857142857143;1;14.0;17.0;3.0;5;6;1;2;4.0;46.666666666666664
50.0;41.3125;33.0;44.0;41.875;44.0;49.0;44.0;0;44.0;36.0;46.0;0;3;31.0;2;3;46.0;1;3;50.0;1;3;39.0;0;3;45.0;0;2;42.333333333333336;1;9.0;17.0;8.0;3;6;3;2;2.0;39.46666666666667
43.0;32.5625;31.0;31.0;37.0;28.0;34.0;33.0;0;35.0;36.0;44.0;2;3;46.0;3;3;42.0;0;3;43.0;1;3;35.0;0;3;45.0;2;2;44.45454545454545;3;11.0;17.0;6.0;4;6;2;2;2.0;38.75
44.0;36.125;39.0;35.0;41.0625;33.0;43.0;37.0;0;39.0;33.0;44.0;2;3;49.0;1;3;42.0;0;3;44.0;1;3;43.0;0;3;45.0;1;2;45.54545454545455;1;11.0;17.0;6.0;4;6;2;2;3.0;41.4
36.0;33.687499999375;44.0;32.5;38.53125;27.5;38.0;35.0;0;34.0;30.0;44.0;2;3;42.0;2;3;42.0;0;3;36.0;1;3;38.0;0;3;48.0;2;2;42.0;3;11.0;17.0;6.0;4;6;2;2;3.0;42.083333333333336
45.0;37.6875;37.0;38.0;39.375;29.0;39.0;37.0;0;34.0;30.0;44.0;1;3;43.0;3;3;42.0;0;3;45.0;1;3;39.0;0;3;46.0;1;2;44.36363636363637;1;11.0;17.0;6.0;4;6;2;2;3.0;43.208333333333336
21.5;34.4375;36.0;30.0;37.65625;27.0;44.0;33.5;1;41.0;33.0;44.0;2;3;46.0;2;3;41.0;0;3;21.5;1;3;38.0;0;3;44.0;1;2;38.40909090909091;2;11.0;14.0;3.0;4;5;1;2;3.0;40.708333333333336
41.0;35.4375;42.0;42.0;43.375;31.0;45.0;32.0;0;42.0;33.0;45.0;1;3;42.0;2;3;40.0;1;3;41.0;1;3;46.0;0;3;47.0;1;2;42.714285714285715;1;14.0;17.0;3.0;5;6;1;2;2.0;37.99999999933333
50.0;44.4375;33.0;35.0;39.875;49.0;38.0;40.0;0;40.0;38.0;34.0;2;3;45.0;2;3;43.0;0;3;50.0;1;3;48.0;0;3;48.0;1;2;43.90909090909091;2;11.0;17.0;6.0;4;6;2;2;3.0;44.333333333333336
44.0;43.125;36.5;31.0;39.21875;23.0;36.0;36.0;0;46.0;33.0;44.0;3;3;35.5;2;3;32.0;0;3;44.0;2;3;33.0;0;3;44.0;1;2;41.68181818181818;3;11.0;17.0;6.0;4;6;2;2;2.0;34.866666667333334
31.5;44.1875;30.0;43.0;36.59375;37.0;30.0;36.0;0;38.0;39.0;38.0;2;3;46.0;2;3;43.0;0;3;31.5;1;3;36.0;0;3;48.0;1;2;40.22727272727273;2;11.0;17.0;6.0;4;6;2;2;3.0;43.166666666666664
41.0;29.6875;18.0;32.0;33.0;23.5;0.0;26.0;1;31.0;29.0;0.0;0;3;0.0;0;3;0.0;0;3;41.0;1;3;0.0;0;3;36.0;0;2;41.0;0;3.0;5.0;2.0;1;2;1;2;1.0;28.666666666666668
44.0;41.8125;32.0;36.0;40.4375;33.0;40.0;32.0;0;44.0;38.0;38.0;1;3;44.0;2;3;44.0;1;3;44.0;1;3;34.0;0;3;33.5;1;2;41.214285714285715;1;14.0;17.0;3.0;5;6;1;2;2.0;39.416666666666664
0.0;18.0;0.0;0.0;0.0;0.0;0.0;18.5;0;0.0;21.5;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;0.0;0.0;0.0;0;0;0;1;1.0;29.333333333333332
45.0;34.375;39.0;34.0;37.375;31.5;33.0;32.5;0;36.0;28.66666667;45.0;2;3;44.0;2;3;43.0;1;3;45.0;1;3;34.0;0;3;41.0;2;2;43.785714285714285;3;14.0;17.0;3.0;5;6;1;2;3.0;44.666666666666664
50.0;41.0;32.0;44.0;41.5625;34.0;36.0;40.0;0;46.0;32.0;46.0;1;3;44.0;2;3;41.0;0;3;50.0;1;3;36.0;0;3;44.0;1;2;46.18181818181818;1;11.0;17.0;6.0;4;6;2;2;3.0;42.733333333333334
50.0;42.8125;27.5;34.0;38.78125;45.0;39.0;40.0;1;42.0;38.0;46.0;1;3;47.0;2;3;49.0;0;3;50.0;1;3;32.0;0;3;48.0;1;2;47.72727272727273;1;11.0;17.0;6.0;4;6;2;2;2.0;39.56666666666667
43.0;35.5;31.0;34.0;37.5625;20.0;35.0;36.0;0;35.0;34.0;42.0;1;3;42.0;1;3;33.5;2;3;43.0;1;3;30.0;0;3;48.0;1;2;41.25;1;14.0;17.0;3.0;5;6;1;2;2.0;34.72222222166667
46.0;42.125;36.0;31.0;40.0625;44.0;32.0;33.5;0;37.0;31.0;31.0;0;3;47.0;2;3;46.0;2;3;46.0;1;3;37.0;0;3;48.0;0;2;46.333333333333336;2;9.0;17.0;8.0;3;6;3;2;2.0;38.06666666733334
44.0;35.23958333375;40.0;23.5;37.875;25.5;32.0;32.0;0;42.0;28.0;44.0;1;3;43.0;3;3;46.0;2;3;44.0;1;3;40.0;0;3;44.0;1;2;44.214285714285715;2;14.0;17.0;3.0;5;6;1;2;2.0;38.416666666666664
48.0;43.5625;33.0;36.0;41.3125;47.0;48.0;43.0;0;45.0;38.0;47.0;1;3;43.0;1;3;40.0;1;3;48.0;1;3;36.0;0;3;48.0;1;2;45.0;0;14.0;17.0;3.0;5;6;1;2;3.0;40.666666666666664
27.5;36.25;32.0;25.0;36.28125;26.0;41.0;30.5;1;33.0;38.0;45.0;1;3;40.0;2;3;43.0;0;3;27.5;1;3;35.0;0;3;37.0;1;2;37.40909090909091;1;11.0;14.0;3.0;4;5;1;2;2.0;38.9
43.0;34.8125;30.0;32.0;39.0;26.0;45.0;30.0;0;41.0;31.0;41.0;3;3;45.0;1;3;39.0;0;3;43.0;1;3;42.0;0;3;44.0;2;2;43.18181818181818;2;11.0;17.0;6.0;4;6;2;2;2.0;38.766666666666666
43.0;33.5625;32.0;33.0;38.625;29.5;40.0;31.5;0;45.0;37.0;41.0;2;3;44.0;1;3;44.0;0;3;43.0;1;3;43.0;0;3;47.0;1;2;43.45454545454545;1;11.0;17.0;6.0;4;6;2;2;2.0;38.533333332666665
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;0.0;0.0;0.0;0;0;0;1;1.0;14.0
50.0;37.15625;44.0;32.0;40.4375;28.0;39.0;33.0;0;32.0;39.0;45.0;2;3;32.0;3;3;45.0;0;3;50.0;1;3;33.0;0;3;45.0;1;2;42.81818181818182;2;11.0;17.0;6.0;4;6;2;2;2.0;39.958333333333336
48.0;41.3125;38.0;41.0;40.0;30.0;40.0;34.0;0;38.0;30.0;47.0;1;3;46.0;4;3;39.0;0;3;48.0;1;3;42.0;0;3;45.0;1;2;46.63636363636363;1;11.0;17.0;6.0;4;6;2;2;2.0;37.041666666666664
44.0;37.6875;32.0;30.0;37.1875;30.5;35.0;35.0;0;32.0;38.0;45.0;2;3;44.0;2;3;43.0;0;3;44.0;1;3;32.0;0;3;45.0;2;2;44.45454545454545;3;11.0;17.0;6.0;4;6;2;2;2.0;37.733333333333334
42.0;38.6875;46.0;36.0;38.46875;31.0;38.0;38.0;0;31.0;30.5;45.0;2;3;42.0;2;3;42.0;0;3;42.0;1;3;35.0;0;3;36.0;2;2;41.72727272727273;3;11.0;17.0;6.0;4;6;2;2;4.0;45.888888888888886
50.0;39.9375;40.0;39.0;44.125;31.0;46.0;32.5;0;41.0;34.0;47.0;0;3;35.0;2;3;43.0;1;3;50.0;1;3;34.0;0;3;44.0;0;2;42.666666666666664;1;9.0;17.0;8.0;3;6;3;2;3.0;42.93333333333333
49.0;24.604166666875;45.0;31.0;40.1875;22.0;38.0;21.0;1;44.0;34.0;44.0;1;3;43.0;3;3;45.0;1;3;49.0;1;3;35.0;0;3;43.0;1;2;44.92857142857143;1;14.0;17.0;3.0;5;6;1;2;3.0;42.916666666666664
31.5;39.25;39.0;37.0;40.40625;30.0;48.0;36.0;0;37.0;38.0;41.0;2;3;47.0;2;3;43.0;0;3;31.5;1;3;35.0;0;3;44.0;1;2;40.59090909090909;2;11.0;17.0;6.0;4;6;2;2;4.0;45.083333333333336
47.0;32.375;36.0;38.0;37.8125;34.0;31.0;32.0;0;45.0;39.0;43.0;1;3;41.0;2;3;39.0;1;3;47.0;1;3;38.0;0;3;48.0;1;2;43.285714285714285;1;14.0;17.0;3.0;5;6;1;2;3.0;43.666666666666664
44.0;36.5625;34.0;33.0;38.375;30.0;38.0;40.0;0;41.0;30.0;45.0;0;3;46.0;3;3;42.0;0;3;44.0;1;3;41.0;0;3;44.0;0;2;45.0;1;6.0;17.0;11.0;2;6;4;2;2.0;38.291666666666664
50.0;41.1875;35.0;39.0;42.3125;47.0;39.0;42.0;0;49.0;38.0;42.0;1;3;44.0;2;3;33.0;1;3;50.0;1;3;37.0;0;3;50.0;1;2;43.357142857142854;1;14.0;17.0;3.0;5;6;1;2;3.0;42.266666666666666
50.0;43.9375;31.0;43.0;39.0625;46.0;31.0;34.0;0;44.0;36.0;46.0;1;3;42.0;1;3;38.0;1;3;50.0;1;3;35.0;0;3;50.0;1;2;44.857142857142854;0;14.0;17.0;3.0;5;6;1;2;4.0;45.27777777777778
48.0;34.71875;38.0;31.0;39.375;19.5;33.0;35.0;0;39.0;27.5;42.0;1;3;40.0;3;3;47.0;0;3;48.0;1;3;38.0;0;3;48.0;1;2;44.18181818181818;1;11.0;17.0;6.0;4;6;2;2;2.0;39.166666666666664
42.0;34.249999999375;27.66666667;33.0;35.937500000625;21.0;33.0;33.0;1;38.0;33.0;41.0;1;3;40.0;2;3;39.0;1;3;42.0;1;3;41.0;0;3;47.0;1;2;41.42857142857143;1;14.0;17.0;3.0;5;6;1;2;2.0;32.4166666675
32.0;35.8125;37.0;43.0;38.1875;26.5;40.0;32.0;0;41.0;31.0;44.0;2;3;44.0;3;3;42.0;0;3;32.0;1;3;40.0;0;3;48.0;1;2;41.45454545454545;2;11.0;17.0;6.0;4;6;2;2;3.0;41.833333333333336
44.0;36.5625;32.0;36.0;35.1875;23.0;33.0;32.0;0;36.0;24.5;43.0;1;3;42.0;3;3;41.0;0;3;44.0;1;3;35.0;0;3;43.0;1;2;43.0;1;11.0;17.0;6.0;4;6;2;2;2.0;35.666666666666664
40.0;39.4375;39.0;39.0;37.34375;29.0;41.0;41.0;1;40.0;31.66666667;43.0;2;3;46.0;3;3;42.0;0;3;40.0;1;3;43.0;0;3;43.0;2;2;43.0;3;11.0;17.0;6.0;4;6;2;2;2.0;39.583333333333336
50.0;45.375;42.0;45.0;45.125;42.0;47.0;45.0;0;47.0;40.0;42.0;2;3;42.0;2;3;40.0;1;3;50.0;1;3;41.0;0;3;50.0;1;2;44.42857142857143;2;14.0;17.0;3.0;5;6;1;2;3.0;41.333333333333336
43.0;38.5625;34.0;45.0;39.25;26.0;41.0;38.0;0;44.0;34.0;33.0;3;3;32.0;3;3;38.0;0;3;43.0;1;3;36.0;0;3;45.0;1;2;37.63636363636363;2;11.0;17.0;6.0;4;6;2;2;3.0;44.833333333333336
50.0;37.375;39.0;46.0;45.5;42.0;46.0;43.0;0;50.0;37.0;48.0;1;3;44.0;1;3;38.0;1;3;50.0;1;3;35.0;0;3;44.0;1;2;44.857142857142854;0;14.0;17.0;3.0;5;6;1;2;3.0;43.388888888888886
42.0;36.875;37.0;34.0;40.0;32.0;39.0;31.0;0;40.0;31.5;42.0;1;3;36.0;2;3;41.0;1;3;42.0;1;3;39.0;0;3;45.0;1;2;40.92857142857143;1;14.0;17.0;3.0;5;6;1;2;2.0;37.96666666666667
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;0.0;0.0;0.0;0;0;0;1;1.0;22.0
39.0;34.84375;31.0;32.0;39.4375;30.0;45.0;31.0;0;38.0;25.5;44.0;2;3;46.0;3;3;40.0;0;3;39.0;1;3;37.0;0;3;44.0;2;2;43.18181818181818;3;11.0;17.0;6.0;4;6;2;2;2.0;37.291666666666664
47.0;33.291666666875;29.5;38.0;36.15625;30.0;44.0;28.5;1;30.0;24.0;44.0;1;3;39.0;3;3;35.0;0;3;47.0;1;3;41.0;0;3;39.0;1;2;42.54545454545455;1;11.0;17.0;6.0;4;6;2;2;3.0;40.791666666666664
48.0;45.4375;37.0;43.0;42.0625;48.0;39.0;48.0;0;43.0;37.0;33.0;2;3;46.0;2;3;43.0;0;3;48.0;1;3;35.0;0;3;48.0;1;2;43.36363636363637;2;11.0;17.0;6.0;4;6;2;2;3.0;42.416666666666664
44.0;39.9375;33.0;40.0;36.4375;32.0;33.0;36.0;0;38.0;37.0;37.0;1;3;44.0;2;3;42.0;2;3;44.0;1;3;35.0;0;3;35.0;1;2;40.785714285714285;2;14.0;17.0;3.0;5;6;1;2;2.0;33.41666666583333
44.0;36.75;30.0;27.5;34.625;28.0;31.0;34.0;1;28.5;29.0;43.0;4;3;21.5;3;3;29.0;0;3;44.0;1;3;33.0;0;3;45.0;4;2;37.77272727272727;3;11.0;11.0;0.0;4;4;0;2;2.0;34.666666666666664
43.0;40.9375;33.0;38.0;40.9375;38.0;45.0;39.0;0;46.0;32.0;42.0;2;3;46.0;2;3;41.0;0;3;43.0;1;3;35.0;0;3;47.0;1;2;44.27272727272727;2;11.0;17.0;6.0;4;6;2;2;2.0;36.0
50.0;38.15625;35.0;41.0;37.0;31.0;33.0;41.0;0;41.0;43.0;43.0;2;3;48.0;1;3;45.0;1;3;50.0;1;3;40.0;0;3;37.0;2;2;45.142857142857146;2;14.0;17.0;3.0;5;6;1;2;3.0;40.13333333333333
47.0;39.125;33.0;43.0;40.1875;27.0;43.0;35.0;0;37.0;37.0;32.0;2;3;44.0;2;3;44.0;0;3;47.0;1;3;43.0;0;3;47.0;1;2;42.09090909090909;2;11.0;17.0;6.0;4;6;2;2;2.0;38.533333332666665
44.0;36.96875;25.5;35.0;35.59375;31.0;40.0;33.0;1;34.0;37.0;45.0;1;3;37.0;1;3;42.0;2;3;44.0;1;3;34.0;0;3;45.0;1;2;42.42857142857143;1;14.0;17.0;3.0;5;6;1;2;3.0;42.0
