CON_MAT_ICFES;IDIOMA_ICFES;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;QUIMICA_ICFES;PG_ICFES;LITERATURA_ICFES;PROMEDIO_UNO;NOTA_DIFERENCIAL;NOTA_CATEDRA_DEM;NOTA_PROG_BASICA;NAA_UNO;CAR_UNO;NOTA_TEXTOS;NOTA_LOGICA;NOTA_SEMINARIO;VECES_LOGICA;NAC_UNO;NCC_UNO;NCA_UNO;VECES_CATEDRA_DEM;NOTA_EE_UNO;NAP_UNO;VECES_DIFERENCIAL;NOTA_CATEDRA_CON;VECES_EE_UNO;PROMEDIO_TRES;RENDIMIENTO_TRES
54.74;42.76;16;57.69;50.26;441.49;67.47;33.94444444444444;23.0;35.0;40.0;8;1;30.0;30.0;45.0;1;9;18.0;14.0;1;44.0;1;3;41.0;1;32.611111111111114;2.0
59.86;57.27;20;45.9;53.73;451.5;56.52;32.0;30.0;35.0;35.0;7;0;35.0;30.0;30.0;1;7;15.0;15.0;1;0.0;0;1;0.0;0;13.071428570714286;1.0
67.01;79.55;10;63.55;62.0;464.6;54.54;19.883333331875;25.33333333;30.0;19.6;1;6;8.75;20.33333333;6.0;3;8;16.0;1.0;1;0.0;7;3;16.0;0;40.0;2.0
60.49;71.53;14;45.64;55.7;434.3;64.21;34.09259259333333;29.66666667;35.0;35.0;8;1;40.0;30.0;30.0;1;9;18.0;14.0;1;41.0;1;3;38.0;1;31.52777777888889;2.0
55.71;67.6;1;65.0;54.01;463.41;59.48;34.333333333333336;30.0;35.0;40.0;7;0;35.0;30.0;40.0;1;7;15.0;15.0;1;0.0;0;1;0.0;0;21.125;1.0
51.6;58.06;16;61.16;59.89;455.28;52.45;34.0;24.0;35.0;40.0;8;1;35.0;30.0;40.0;1;9;18.0;14.0;1;41.0;1;3;44.0;1;33.305555555;2.0
63.87;49.65;5;60.01;55.57;439.47;51.08;37.0;30.0;35.0;45.0;9;1;35.0;40.0;35.0;1;9;18.0;18.0;1;40.0;0;2;41.0;1;34.916666666666664;2.0
67.13;69.92;4;55.09;56.4;446.59;54.6;25.572916666875;20.0;21.66666667;27.66666667;3;5;21.75;25.33333333;35.0;3;8;16.0;3.0;3;0.0;5;5;35.0;0;30.428571428571427;2.0
69.93;43.4;7;64.49;58.12;448.53;53.89;33.666666666666664;27.5;40.0;45.0;8;2;30.0;30.0;35.0;1;9;18.0;14.0;1;37.0;1;2;32.0;1;35.05555555555556;2.0
54.77;57.27;10;49.56;53.91;443.96;64.83;35.666666666666664;30.0;35.0;45.0;7;0;40.0;30.0;30.0;1;7;15.0;15.0;1;0.0;0;1;0.0;0;31.357142857142858;2.0
64.24;53.32;10;53.07;54.59;452.63;54.6;36.05555555555556;27.5;40.0;35.0;8;1;45.0;35.0;40.0;1;9;18.0;14.0;1;40.0;1;2;44.0;1;38.94444444444444;2.0
59.86;53.32;15;39.49;50.26;430.03;58.49;36.111111111111114;30.0;45.0;40.0;9;0;45.0;30.0;30.0;1;9;18.0;18.0;1;38.0;0;1;34.0;1;29.96875;1.0
74.38;49.22;11;53.46;53.91;464.96;60.51;38.94444444444444;35.0;30.0;45.0;9;0;45.0;35.0;35.0;1;9;18.0;18.0;1;38.0;0;1;45.0;1;38.22222222222222;2.0
58.94;48.4;8;61.16;50.85;446.44;52.54;36.55555555555556;32.5;35.0;40.0;9;1;45.0;30.0;35.0;1;9;18.0;18.0;1;38.0;0;2;37.0;1;33.5;2.0
50.97;53.56;20;65.51;57.31;456.41;61.16;39.44444444444444;35.0;35.0;50.0;9;0;40.0;40.0;35.0;1;9;18.0;18.0;1;37.0;0;1;31.0;1;38.22222222222222;2.0
54.77;43.48;7;57.54;55.74;434.95;56.52;32.5;30.0;40.0;27.5;5;2;45.0;25.0;35.0;2;7;15.0;9.0;1;0.0;2;1;0.0;0;33.0;2.0
62.48;47.79;6;47.86;50.26;416.6;52.61;35.55555555555556;27.5;35.0;30.0;8;1;45.0;30.0;40.0;1;9;18.0;14.0;1;47.0;1;2;46.0;1;40.166666666666664;3.0
67.01;42.76;20;56.82;57.93;451.22;46.1;35.520833332500004;24.33333333;40.0;35.0;7;1;45.0;40.0;30.0;1;8;16.0;12.0;1;0.0;1;3;41.0;0;30.8;2.0
56.43;40.45;20;53.07;51.1;397.78;41.63;25.433333333333334;13.25;30.0;27.5;4;3;40.0;22.0;30.0;3;7;15.0;5.0;1;0.0;3;4;0.0;0;5.5;1.0
68.11;52.09;10;59.74;62.07;461.89;62.61;40.44444444444444;35.0;35.0;50.0;9;0;40.0;40.0;35.0;1;9;18.0;18.0;1;39.0;0;1;45.0;1;39.44444444444444;2.0
61.53;72.32;4;42.7;56.4;411.79;50.37;35.79629629611111;25.0;22.33333333;45.0;7;2;45.0;35.0;30.0;1;9;18.0;13.0;3;42.0;2;2;33.0;1;31.833333334444447;2.0
62.48;52.09;20;49.79;48.57;437.24;62.84;36.111111111111114;30.0;40.0;35.0;9;1;45.0;30.0;39.0;1;9;18.0;18.0;1;41.0;0;2;44.0;1;38.05555555555556;2.0
64.16;50.86;11;52.77;56.08;445.19;52.45;38.111111111111114;30.0;40.0;40.0;9;0;45.0;35.0;35.0;1;9;18.0;18.0;1;45.0;0;1;46.0;1;40.77777777777778;3.0
58.94;77.14;10;59.3;58.28;463.21;54.6;41.666666666666664;30.0;45.0;50.0;7;0;50.0;40.0;45.0;1;7;15.0;15.0;1;0.0;0;1;0.0;0;35.4;2.0
62.84;51.56;8;68.0;52.46;493.94;53.3;38.583333333333336;40.0;27.5;45.0;7;2;40.0;45.0;30.0;1;9;18.0;16.0;2;32.0;2;1;23.0;1;35.27777777777778;2.0
56.59;53.32;5;62.35;57.92;444.73;58.52;35.71296296222223;27.33333333;30.0;50.0;7;2;45.0;30.0;22.5;1;9;18.0;13.0;1;38.0;2;3;35.0;1;34.52777777777778;2.0
65.25;43.74;20;50.05;52.46;444.22;59.11;32.96296296222223;24.33333333;45.0;35.0;7;1;45.0;30.0;30.0;1;9;18.0;12.0;1;23.0;2;3;45.0;1;22.611111110555555;1.0
49.14;56.48;8;50.78;50.85;412.81;56.7;34.72222222222222;28.0;40.0;35.0;7;2;50.0;29.0;30.0;2;9;18.0;11.0;1;38.0;2;3;35.0;1;32.49999999944444;2.0
59.93;52.09;10;53.46;50.44;433.35;52.61;32.611111111111114;25.0;40.0;30.0;8;1;40.0;30.0;30.0;1;9;18.0;14.0;1;38.0;1;3;36.0;1;31.13888888888889;2.0
59.86;49.22;7;49.79;51.98;433.75;50.62;36.02777777777778;30.0;27.5;40.0;8;1;45.0;35.0;30.0;1;9;18.0;17.0;2;38.0;1;1;40.0;1;35.944444445;2.0
42.69;41.7;6;50.05;49.26;383.05;40.63;34.333333333333336;35.0;35.0;30.0;7;1;40.0;30.0;40.0;2;7;15.0;15.0;1;0.0;0;1;0.0;0;37.38461538461539;2.0
41.01;40.45;7;37.89;49.37;357.4;46.1;30.620370371111107;21.66666667;35.0;30.0;7;2;35.0;27.5;35.0;2;9;18.0;11.0;1;40.0;2;3;37.0;1;36.166666666666664;2.0
67.01;83.41;10;48.79;62.0;440.38;52.45;34.166666666666664;32.5;30.0;35.0;9;1;35.0;30.0;35.0;1;9;18.0;18.0;1;37.0;0;2;46.0;1;35.55555555555556;2.0
58.94;45.94;8;46.76;45.59;422.1;54.6;34.388888888888886;30.0;35.0;35.0;9;1;35.0;30.0;35.0;1;9;18.0;18.0;1;41.0;0;1;47.0;1;33.833333333333336;2.0
58.13;65.86;8;53.95;45.4;435.55;51.21;32.166666666666664;27.5;35.0;35.0;5;2;40.0;27.5;30.0;2;7;15.0;8.0;1;0.0;2;2;0.0;0;14.454545454545455;1.0
62.82;49.65;15;53.95;54.01;455.05;57.32;40.833333333333336;35.0;35.0;50.0;9;0;45.0;40.0;35.0;1;9;18.0;18.0;1;39.0;0;1;42.0;1;35.94444444444444;2.0
67.01;62.69;8;46.76;57.93;438.12;50.47;35.0;27.5;35.0;40.0;8;2;40.0;30.0;35.0;2;9;18.0;14.0;1;40.0;1;2;40.0;1;37.77777777777778;2.0
68.11;61.22;6;51.5;53.91;451.71;60.51;32.64705882352941;30.0;35.0;40.0;7;0;30.0;40.0;35.0;1;8;17.0;15.0;1;15.0;1;1;0.0;1;15.0;1.0
62.48;77.14;16;62.19;55.55;472.99;56.52;33.588235294117645;30.0;30.0;40.0;8;1;30.0;30.0;35.0;1;8;17.0;17.0;1;38.0;0;2;0.0;1;33.0625;2.0
56.43;67.51;15;53.07;54.59;429.07;48.26;29.933333334;30.0;30.0;24.66666667;6;1;35.0;30.0;35.0;1;7;15.0;12.0;1;0.0;1;1;0.0;0;22.0;1.0
53.42;55.64;3;55.53;57.31;444.29;57.14;37.48148148166667;35.0;20.66666667;40.0;8;1;40.0;35.0;35.0;1;9;18.0;17.0;3;39.0;1;1;46.0;1;32.27777777833333;2.0
67.13;53.32;15;59.3;54.59;436.79;54.54;33.02777777777778;35.0;35.0;35.0;8;2;30.0;30.0;35.0;1;9;18.0;17.0;1;31.0;1;2;45.0;1;33.611111110555555;2.0
73.76;62.69;11;57.16;51.1;446.27;56.7;36.05555555555556;30.0;35.0;35.0;9;1;40.0;35.0;35.0;1;9;18.0;18.0;1;44.0;0;1;46.0;1;38.52777777777778;2.0
46.62;45.94;20;52.77;49.12;366.3;36.27;33.8235294117647;30.0;30.0;40.0;8;0;30.0;30.0;35.0;1;8;17.0;17.0;1;40.0;0;1;0.0;1;30.928571429285714;2.0
61.53;53.32;19;59.3;60.27;447.33;56.7;41.388888888888886;40.0;40.0;40.0;9;0;45.0;45.0;35.0;1;9;18.0;18.0;1;39.0;0;1;47.0;1;45.27777777777778;4.0
61.49;59.64;5;52.77;50.85;427.36;54.54;29.177777778666666;25.0;35.0;30.0;4;3;40.0;23.66666667;21.66666667;3;7;15.0;7.0;1;0.0;3;3;0.0;0;21.5625;1.0
61.49;58.06;1;54.77;49.12;426.44;61.03;36.833333333333336;30.0;40.0;35.0;9;0;40.0;35.0;35.0;1;9;18.0;18.0;1;46.0;0;1;46.0;1;39.166666666666664;2.0
53.45;67.36;9;55.18;58.12;442.81;56.52;35.861111111111114;30.0;35.0;40.0;8;1;40.0;27.5;40.0;2;9;18.0;15.0;1;39.0;1;1;50.0;1;35.77777777777778;2.0
62.56;38.78;7;51.5;52.15;424.54;44.42;32.72222222222222;30.0;35.0;35.0;8;1;35.0;30.0;35.0;1;9;18.0;17.0;1;37.0;1;1;25.0;1;31.187500000625;2.0
61.53;58.06;11;61.56;49.37;435.97;56.7;30.533333334;30.0;35.0;35.0;6;3;35.0;22.66666667;30.0;3;7;15.0;12.0;1;0.0;1;2;0.0;0;27.8;1.0
58.94;50.86;3;52.77;57.93;435.87;52.45;34.55555555555556;27.5;35.0;35.0;8;1;35.0;40.0;35.0;1;9;18.0;14.0;1;38.0;1;2;36.0;1;34.75;2.0
61.53;67.51;8;55.09;54.59;422.51;46.23;25.577777779333335;11.66666667;35.0;35.0;5;2;30.0;20.66666667;30.0;3;7;15.0;8.0;1;0.0;2;3;0.0;0;11.0;1.0
58.94;65.1;11;50.78;56.08;446.76;56.64;29.91176470588235;24.0;35.0;30.0;6;2;35.0;22.5;30.0;2;8;17.0;10.0;1;40.0;2;3;0.0;1;30.318181818181817;2.0
55.73;48.92;9;49.8;53.94;420.63;66.67;30.944444443888887;28.0;35.0;30.0;7;2;35.0;23.33333333;35.0;3;9;18.0;11.0;1;33.0;2;3;39.0;1;31.52777777777778;2.0
64.16;47.17;16;56.82;52.57;451.46;56.7;37.22222222222222;30.0;40.0;45.0;9;1;40.0;35.0;35.0;1;9;18.0;18.0;1;40.0;0;2;35.0;1;35.166666666666664;2.0
68.03;52.09;10;59.85;57.48;448.02;54.79;30.61111111111111;27.5;30.0;35.0;6;1;40.0;35.0;35.0;1;9;18.0;11.0;1;23.0;3;2;0.0;1;12.523809523857143;1.0
72.05;65.57;11;66.77;64.44;455.25;62.21;30.533333333333335;13.25;35.0;40.0;6;1;35.0;35.0;45.0;1;7;15.0;11.0;1;0.0;1;4;0.0;0;39.0;2.0
79.26;58.01;22;83.7;78.83;489.85;62.21;37.666666666666664;30.0;35.0;40.0;9;0;40.0;35.0;40.0;1;9;18.0;18.0;1;45.0;0;1;43.0;1;34.47222222222222;2.0
74.62;81.98;8;72.69;59.52;444.51;67.8;42.44444444444444;40.0;45.0;50.0;9;0;45.0;40.0;45.0;1;9;18.0;18.0;1;37.0;0;1;35.0;1;32.666666666666664;2.0
60.51;68.41;11;72.69;72.45;477.8;73.83;35.833333333333336;30.0;35.0;35.0;9;0;35.0;35.0;40.0;1;9;18.0;18.0;1;40.0;0;1;50.0;1;36.833333333333336;2.0
60.91;62.94;15;55.09;78.39;477.56;56.55;42.27777777777778;35.0;45.0;40.0;9;0;50.0;45.0;50.0;1;9;18.0;18.0;1;43.0;0;1;45.0;1;41.611111111111114;3.0
63.5;62.94;10;72.69;66.99;469.47;70.87;29.240740740000003;19.33333333;29.0;30.0;5;4;25.0;25.0;35.0;2;9;18.0;8.0;2;43.0;4;3;44.0;1;31.5;2.0
89.86;67.6;20;65.0;63.27;468.1;66.94;38.90625;35.0;35.0;40.0;7;1;41.0;45.0;25.5;1;8;16.0;15.0;1;0.0;1;1;45.0;0;29.384615384615383;1.0
72.05;77.13;3;83.7;82.67;486.29;70.87;36.44444444444444;35.0;40.0;40.0;8;0;45.0;40.0;40.0;1;9;18.0;16.0;1;13.0;1;1;40.0;1;32.47222222222222;2.0
69.01;48.86;10;63.2;69.14;441.21;53.63;39.611111111111114;32.5;40.0;40.0;9;1;45.0;40.0;45.0;1;9;18.0;18.0;1;39.0;0;2;50.0;1;38.166666666666664;2.0
78.36;61.66;11;68.87;66.48;487.62;73.83;38.666666666666664;30.0;40.0;45.0;7;0;45.0;35.0;45.0;1;7;15.0;15.0;1;0.0;0;1;0.0;0;35.61538461538461;2.0
72.05;79.4;10;61.28;75.48;470.74;73.98;39.111111111111114;30.0;45.0;35.0;9;0;45.0;40.0;50.0;1;9;18.0;18.0;1;42.0;0;1;45.0;1;37.333333333333336;2.0
78.36;81.98;11;71.9;82.24;490.98;56.41;39.5;30.0;35.0;45.0;9;0;45.0;45.0;45.0;1;9;18.0;18.0;1;38.0;0;1;35.0;1;34.888888888888886;2.0
74.62;77.13;10;78.77;71.97;491.4;73.83;32.388888888888886;29.5;35.0;35.0;7;1;40.0;30.0;35.0;1;9;18.0;12.0;1;20.0;2;2;40.0;1;33.083333333333336;2.0
66.17;48.42;7;53.19;61.96;417.88;47.41;30.805555555555557;25.5;35.0;27.5;5;4;23.0;35.0;40.0;1;9;18.0;8.0;1;39.0;4;2;26.0;1;36.47222222222222;2.0
74.62;70.37;18;69.65;72.45;484.3;64.91;31.41176470588235;30.0;30.0;35.0;7;0;35.0;30.0;45.0;1;8;17.0;15.0;1;17.0;1;1;0.0;1;26.937499999375;1.0
69.01;59.21;20;69.65;59.52;476.25;73.98;35.388888888888886;28.0;40.0;40.0;8;1;40.0;30.0;45.0;1;9;18.0;14.0;1;32.0;1;2;46.0;1;33.69444444444444;2.0
68.39;67.41;9;69.65;57.08;473.17;70.74;39.22222222222222;29.0;40.0;40.0;8;1;45.0;40.0;45.0;1;9;18.0;14.0;1;44.0;1;2;47.0;1;33.05555555555556;2.0
66.17;71.98;10;53.19;61.96;455.56;77.28;38.111111111111114;30.0;40.0;40.0;9;0;40.0;40.0;45.0;1;9;18.0;18.0;1;39.0;0;1;38.0;1;37.388888888888886;2.0
79.26;62.94;11;63.2;61.43;459.89;56.55;35.088235294117645;30.0;35.0;45.0;7;2;35.0;25.5;45.0;2;8;17.0;14.0;1;35.0;1;2;0.0;1;34.611111111111114;2.0
68.39;61.66;16;63.99;66.99;454.82;62.11;30.38888888888889;32.5;32.0;30.0;7;3;29.5;35.0;35.0;1;9;18.0;14.0;2;12.0;2;2;37.0;1;35.69444444444444;2.0
66.17;85.05;1;63.2;75.02;462.77;56.55;36.13333333333333;30.5;30.0;45.0;7;1;45.0;30.0;35.0;1;7;15.0;15.0;1;0.0;0;2;0.0;0;8.5;1.0
63.5;82.38;12;72.69;66.99;482.23;67.92;32.44444444444444;24.0;30.0;40.0;6;3;45.0;23.5;22.5;2;9;18.0;10.0;1;38.0;3;3;39.0;1;32.0625;2.0
69.01;59.21;16;69.65;75.48;479.21;65.03;34.166666666666664;30.0;30.0;35.0;9;0;45.0;30.0;30.0;1;9;18.0;18.0;1;40.0;0;1;40.0;1;37.22222222222222;2.0
71.35;53.27;10;57.8;61.43;436.85;53.5;30.647058823529413;30.0;35.0;35.0;6;1;40.0;23.0;35.0;2;8;17.0;12.0;1;16.0;2;1;0.0;1;14.0625;1.0
72.05;66.95;20;69.65;57.08;456.39;70.87;34.833333333333336;30.0;30.0;35.0;9;0;45.0;35.0;30.0;1;9;18.0;18.0;1;30.0;0;1;47.0;1;36.166666666666664;2.0
74.62;55.62;6;65.98;69.14;481.95;62.11;34.76470588235294;30.0;30.0;40.0;7;1;45.0;30.0;26.0;1;8;17.0;16.0;1;35.0;1;1;0.0;1;14.0;1.0
58.05;63.4;8;60.48;54.1;408.18;53.5;33.937500000625;30.0;30.0;24.66666667;7;1;45.0;35.0;40.0;1;8;16.0;13.0;1;0.0;1;1;44.0;0;19.181818181818183;1.0
69.01;81.98;7;61.28;61.96;480.84;89.5;40.27777777777778;30.0;35.0;40.0;9;0;45.0;45.0;40.0;1;9;18.0;18.0;1;44.0;0;1;47.0;1;40.22222222222222;3.0
69.01;52.08;8;82.9;69.14;472.16;53.63;36.22222222222222;28.0;30.0;40.0;8;1;40.0;35.0;35.0;1;9;18.0;14.0;1;38.0;1;2;49.0;1;34.916666666666664;2.0
63.02;69.93;20;68.87;75.02;476.47;64.91;38.611111111111114;35.0;35.0;40.0;9;0;45.0;30.0;45.0;1;9;18.0;18.0;1;40.0;0;1;50.0;1;35.0;2.0
79.26;64.24;8;71.9;69.14;462.08;53.63;33.76470588235294;28.0;30.0;29.0;6;2;45.0;30.0;35.0;1;8;17.0;10.0;1;45.0;2;2;0.0;1;23.535714285714285;1.0
58.05;75.1;15;63.2;92.99;485.79;67.8;36.55555555555556;35.0;35.0;35.0;9;0;45.0;30.0;40.0;1;9;18.0;18.0;1;34.0;0;1;45.0;1;34.0;2.0
63.02;66.95;11;75.95;72.45;470.16;84.56;36.27777777777778;30.0;30.0;35.0;9;0;45.0;40.0;35.0;1;9;18.0;18.0;1;35.0;0;1;38.0;1;32.94444444444444;2.0
68.39;52.08;11;66.77;69.64;455.67;56.41;32.916666666666664;26.0;30.0;50.0;6;3;45.0;26.5;30.0;2;9;18.0;9.0;1;14.0;3;2;41.0;1;29.875;1.0
78.36;69.93;10;69.65;64.44;482.79;67.8;15.177777777333334;10.0;30.0;30.0;2;5;11.33333333;11.0;7.0;4;7;15.0;4.0;1;0.0;5;4;0.0;0;5.0;1.0
71.35;77.13;8;52.34;75.02;459.4;73.83;35.333333333333336;30.0;30.0;40.0;7;0;45.0;30.0;40.0;1;7;15.0;15.0;1;0.0;0;1;0.0;0;31.615384615384617;2.0
72.05;75.1;6;61.28;69.64;459.7;70.87;38.44444444444444;30.0;30.0;50.0;9;0;45.0;35.0;40.0;1;9;18.0;18.0;1;34.0;0;1;44.0;1;35.55555555555556;2.0
82.87;64.24;14;72.69;61.96;473.85;67.8;37.05555555555556;30.0;30.0;40.0;9;0;45.0;35.0;35.0;1;9;18.0;18.0;1;41.0;0;1;40.0;1;34.666666666666664;2.0
83.87;53.73;10;63.99;64.44;468.03;59.4;30.25;20.0;30.0;23.0;5;4;45.0;25.0;25.5;4;9;18.0;7.0;1;45.0;4;4;40.0;1;29.5;1.0
68.39;61.66;10;82.9;69.14;472.85;62.11;31.444444444444443;27.0;35.0;35.0;6;3;35.0;26.0;23.0;2;9;18.0;10.0;1;31.0;3;2;45.0;1;36.361111111111114;2.0
83.87;70.37;17;61.28;69.64;464.99;70.87;35.27777777777778;30.0;35.0;40.0;9;0;40.0;30.0;35.0;1;9;18.0;18.0;1;39.0;0;1;37.0;1;32.80555555555556;2.0
69.01;64.24;8;65.98;71.97;458.08;67.92;42.27777777777778;40.0;40.0;40.0;9;0;45.0;50.0;45.0;1;9;18.0;18.0;1;36.0;0;1;39.0;1;38.333333333333336;2.0
78.36;71.53;6;88.69;75.48;496.86;62.11;40.77777777777778;30.0;40.0;45.0;9;0;45.0;50.0;45.0;1;9;18.0;18.0;1;32.0;0;1;50.0;1;36.388888888888886;2.0
79.26;73.24;10;68.87;75.02;466.05;65.03;33.0;30.0;35.0;35.0;7;0;35.0;30.0;35.0;1;7;15.0;15.0;1;0.0;0;1;0.0;0;27.0;1.0
68.39;61.66;16;71.9;59.0;475.56;80.64;34.611111111111114;25.0;30.0;40.0;8;2;40.0;30.0;45.0;2;9;18.0;14.0;1;37.0;1;2;39.0;1;34.77777777888889;2.0
75.41;68.86;14;68.87;82.24;483.94;67.92;37.22222222222222;40.0;35.0;45.0;8;0;40.0;45.0;45.0;1;9;18.0;16.0;1;0.5;1;1;39.0;1;30.97222222222222;2.0
69.01;60.9;10;69.65;72.45;484.33;65.03;35.72222222222222;35.0;35.0;40.0;9;0;35.0;30.0;40.0;1;9;18.0;18.0;1;30.0;0;1;48.0;1;31.805555555555557;2.0
71.35;60.44;20;78.77;69.14;493.61;56.41;35.77777777777778;30.0;35.0;40.0;9;0;35.0;35.0;35.0;1;9;18.0;18.0;1;40.0;0;1;39.0;1;33.55555555555556;2.0
83.87;66.95;10;57.8;61.43;468.56;70.87;37.388888888888886;30.0;40.0;40.0;9;0;45.0;35.0;40.0;1;9;18.0;18.0;1;34.0;0;1;45.0;1;35.416666666666664;2.0
74.62;64.24;15;63.2;61.43;461.46;64.91;31.944444444444443;28.0;35.0;35.0;7;2;35.0;24.0;30.0;2;9;18.0;11.0;1;35.0;2;3;41.0;1;32.638888888888886;2.0
68.39;61.66;19;69.65;82.67;474.0;64.91;44.111111111111114;35.0;40.0;45.0;9;0;50.0;50.0;45.0;1;9;18.0;18.0;1;48.0;0;1;43.0;1;36.94444444444444;2.0
68.39;65.57;11;58.6;72.45;475.08;73.83;28.64814814944445;25.66666667;35.0;40.0;6;2;30.0;16.66666667;40.0;3;9;18.0;9.0;1;13.0;3;3;42.0;1;26.625;1.0
79.26;61.66;8;55.92;78.83;458.61;65.03;37.77777777777778;30.0;35.0;40.0;9;0;45.0;35.0;45.0;1;9;18.0;18.0;1;35.0;0;1;50.0;1;35.52777777777778;2.0
63.02;64.24;10;68.87;63.93;445.0;56.41;27.422222220666665;13.33333333;35.0;35.0;5;2;45.0;14.33333333;40.0;3;7;15.0;8.0;1;0.0;2;3;0.0;0;13.0;1.0
63.02;44.93;10;65.98;54.1;455.29;70.74;34.666666666666664;35.0;35.0;35.0;7;0;35.0;30.0;35.0;1;7;15.0;15.0;1;0.0;0;1;0.0;0;25.625000000125;1.0
74.62;43.11;8;75.95;69.64;448.79;62.11;29.166666666666668;30.0;35.0;30.0;5;2;23.0;30.0;11.5;1;7;15.0;12.0;1;0.0;2;1;0.0;0;31.272727272727273;2.0
69.01;55.62;20;69.65;59.52;441.35;59.4;36.94444444444444;32.5;35.0;40.0;9;1;45.0;30.0;35.0;1;9;18.0;18.0;1;44.0;0;2;37.0;1;37.5;2.0
72.05;54.92;22;75.16;59.0;442.23;70.87;27.75;22.0;35.0;30.0;6;2;45.0;26.5;35.0;4;9;18.0;9.0;1;0.0;3;4;37.0;1;19.083333333333332;1.0
74.62;68.41;11;72.69;72.45;449.71;53.5;33.361111111111114;30.0;40.0;35.0;8;1;35.0;27.5;35.0;2;9;18.0;15.0;1;35.0;1;1;38.0;1;35.833333333333336;2.0
79.26;56.82;8;61.28;64.44;457.79;56.55;35.44444444444444;30.0;40.0;30.0;9;0;40.0;30.0;45.0;1;9;18.0;18.0;1;43.0;0;1;42.0;1;35.72222222222222;2.0
58.05;50.87;22;66.77;64.44;464.19;67.8;28.26851851777778;18.33333333;30.0;30.0;7;2;30.0;23.5;35.0;2;9;18.0;11.0;1;34.0;2;3;42.0;1;19.136363636363637;1.0
75.41;53.73;7;55.09;69.14;453.92;70.87;31.583333333333332;25.5;35.0;30.0;7;2;30.0;26.5;40.0;2;9;18.0;11.0;1;36.0;2;4;45.0;1;34.638888889444445;2.0
63.02;71.53;20;65.98;71.97;460.09;70.74;30.2;28.0;30.0;30.0;5;3;31.0;28.0;30.0;2;7;15.0;8.0;1;0.0;2;2;0.0;0;1.0666666668;1.0
68.39;64.7;9;71.9;63.93;458.29;62.11;32.588235294117645;28.5;35.0;35.0;6;3;30.0;28.0;35.0;2;8;17.0;10.0;1;38.0;2;2;0.0;1;15.6;1.0
55.62;52.54;18;47.48;66.99;406.24;62.11;34.333333333333336;25.0;30.0;40.0;8;1;40.0;35.0;40.0;1;9;18.0;14.0;1;30.0;1;2;38.0;1;34.833333333333336;2.0
