NUMERO;PROMEDIO_CINCO;PROMEDIO_SEIS;NOTA_IECONOMICA;PROMEDIO_SIETE;NOTA_GRAFOS;PROMEDIO_OCHO;NCC_OCHO;NOTA_LOG_UNO;NOTA_CALIDAD_DOS;NOTA_LENGUA_DOS;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;NOTA_GRADO_UNO;VECES_GRADO_UNO;CREDITOS_GRADO_UNO;NOTA_LOG_DOS;VECES_LOG_DOS;CREDITOS_LOG_DOS;NOTA_DECISION;VECES_DECISION;CREDITOS_DECISION;NOTA_PRODUCCION;VECES_PRODUCCION;CREDITOS_PRODUCCION;NOTA_FINANZAS;VECES_FINANZAS;CREDITOS_FINANZAS;NOTA_GIT;VECES_GIT;CREDITOS_GIT;NOTA_GTH;VECES_GTH;CREDITOS_GTH;NOTA_HISTORIA;VECES_HISTORIA;CREDITOS_HISTORIA;RENDIMIENTO_DIEZ;PROMEDIO_DIEZ
1725;37.94117647058823;36.58823529411764;35.0;41.81818181818182;45.0;43.0;9;47.0;43.0;39.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;2;38.0
1727;39.46666666666667;38.73333333333333;42.0;41.63636363636363;42.0;39.1;10;33.0;40.0;50.0;42.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;42.0;1;2;4;50.0
1730;41.23529411764706;35.47058823529412;30.0;41.53846153846154;42.0;44.33333333333334;12;43.0;47.0;44.0;38.0;0;8;8;0;4;4;0;2;0.0;0;1;0.0;0;2;33.0;1;2;0.0;0;3;0.0;0;2;37.0;1;2;37.0;1;2;45.0;1;2;3;45.0
1731;33.8235294117647;34.3;30.0;39.33333333333334;0.0;46.0;2;0.0;0.0;46.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1733;42.05882352941177;39.8235294117647;47.0;43.76923076923077;44.0;44.9;10;46.0;47.0;50.0;41.5;0;8;8;0;4;4;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;41.0;1;2;38.0;1;2;42.0;1;2;45.0;1;2;3;43.5
1734;35.8235294117647;35.75;30.0;41.0;0.0;42.66666666666666;3;0.0;0.0;41.0;40.0;0;4;4;0;2;2;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;36.0;1;2;0.0;0;2;0.0;0;2;44.0;1;2;0;0.0
1738;33.92307692307692;33.1;43.0;40.28571428571428;44.0;29.57142857142857;7;32.0;0.0;34.0;29.0;1;2;0;2;1;0;1;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;29.0;2;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1740;35.05882352941177;35.25;33.0;39.72727272727273;40.0;37.5;8;32.0;46.0;0.0;36.5;0;4;4;0;2;2;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;30.0;1;2;0.0;0;2;0.0;0;2;43.0;1;2;0;0.0
1742;39.70588235294117;41.13333333333333;50.0;42.11111111111111;39.0;40.2;10;39.0;47.0;47.0;37.75;0;8;8;0;4;4;0;2;0.0;0;1;36.0;1;2;35.0;1;2;0.0;0;3;0.0;0;2;40.0;1;2;40.0;1;2;0.0;0;2;2;40.0
1744;37.02941176470588;37.9;35.0;40.0;38.0;39.85714285714285;7;32.0;47.0;37.0;37.125;1;8;6;2;4;3;1;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;28.5;2;2;36.0;1;2;42.0;1;2;42.0;1;2;2;35.0
1745;36.35294117647059;33.2;48.0;38.55555555555556;36.0;37.0;8;35.0;0.0;45.0;34.28571428571428;0;7;5;2;3;2;1;2;0.0;0;1;0.0;0;2;29.0;1;2;34.0;1;3;0.0;0;2;0.0;0;2;0.0;0;2;40.0;1;2;3;41.0
1747;36.97058823529412;37.93333333333333;40.0;41.57142857142857;43.0;46.0;1;0.0;0.0;0.0;41.33333333333334;0;6;6;0;3;3;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;42.0;1;2;44.0;1;2;38.0;1;2;0;0.0
1748;37.73333333333333;36.60714285714285;36.0;43.45454545454545;0.0;43.0;1;0.0;0.0;0.0;42.5;0;4;4;0;2;2;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;40.0;1;2;45.0;1;2;0;0.0
1752;29.76923076923077;40.44444444444444;42.0;0.0;0.0;32.33333333333334;3;0.0;0.0;30.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1770;35.05882352941177;34.86666666666667;30.0;40.85714285714285;42.0;40.0;5;36.0;0.0;42.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1771;34.94117647058823;37.70588235294117;34.0;40.45454545454545;43.0;37.8;10;35.0;45.0;42.0;41.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;41.0;1;2;0.0;0;2;0;0.0
1774;30.42857142857143;31.41666666666667;31.0;38.0;0.0;44.0;2;0.0;0.0;44.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1785;32.55882352941177;33.83333333333334;36.0;39.85714285714285;39.0;45.0;4;0.0;45.0;45.0;39.0;0;4;4;0;2;2;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;34.0;1;2;44.0;1;2;0;0.0
1787;36.64705882352941;36.0;36.0;41.33333333333334;39.0;40.85714285714285;7;31.0;46.0;47.0;46.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;46.0;1;2;2;40.0
1789;39.55882352941177;38.8235294117647;34.0;44.09090909090909;45.0;39.4;10;32.0;41.0;41.0;42.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;42.0;1;2;0.0;0;2;3;44.0
1792;36.8125;34.76470588235294;34.0;39.0;44.0;34.1;10;34.0;40.0;32.0;45.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;45.0;1;2;0.0;0;2;0;0.0
1796;36.41176470588236;33.4;30.5;39.44444444444444;37.0;37.14285714285715;7;22.5;46.0;45.0;35.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;35.0;1;2;0.0;0;2;0;0.0
1797;30.76470588235294;33.33333333333334;28.5;40.2;0.0;42.4;5;0.0;41.0;41.0;37.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;37.0;1;2;0;0.0
1809;35.86666666666667;35.9;34.0;41.0;0.0;48.0;1;0.0;0.0;0.0;42.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;42.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1810;41.23529411764706;38.8235294117647;44.0;42.4;46.0;43.0;2;0.0;0.0;43.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;3;44.0
1814;37.35294117647059;36.0;34.5;39.4;41.0;44.0;2;44.0;0.0;0.0;46.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;46.0;1;2;0;0.0
1815;35.86666666666667;37.85714285714285;39.0;40.0;0.0;39.0;1;0.0;0.0;0.0;45.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;45.0;1;2;0;0.0
1820;36.79411764705883;37.1;34.0;41.25;41.0;34.8;5;0.0;0.0;42.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;3;42.0
1822;33.93333333333333;36.0;38.0;0.0;0.0;46.0;3;0.0;0.0;45.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;2;38.0
1826;31.92307692307692;34.625;33.0;37.5;37.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1834;35.64285714285715;37.66666666666666;44.0;41.75;42.0;43.5;4;0.0;0.0;0.0;47.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;47.0;1;2;0;0.0
1836;34.90909090909091;32.8;36.0;40.0;0.0;38.0;1;0.0;0.0;0.0;41.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;41.0;1;2;0;0.0
1837;40.13333333333333;36.0;42.0;36.5;24.0;23.6;5;0.0;0.0;41.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;4;46.0
1839;38.4375;35.23333333333333;40.0;41.57142857142857;0.0;39.0;1;0.0;0.0;0.0;41.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;41.0;1;2;0;0.0
1841;37.8;32.25;30.0;38.5;31.0;36.66666666666666;3;31.0;0.0;0.0;27.5;1;2;0;2;1;0;1;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;27.5;2;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1846;34.08333333333334;35.0;36.0;37.0;0.0;42.0;1;0.0;0.0;0.0;43.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;43.0;1;2;0;0.0
1861;36.21428571428572;33.875;37.0;43.0;0.0;40.0;1;0.0;0.0;0.0;42.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;42.0;1;2;0;0.0
1862;33.64705882352941;31.5;30.0;42.0;0.0;43.0;2;0.0;0.0;43.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1863;34.35294117647059;31.5;37.0;36.5;0.0;42.0;2;0.0;0.0;42.0;40.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;40.0;1;2;2;34.0
1865;36.33333333333334;35.36666666666667;32.5;42.57142857142857;0.0;49.0;1;0.0;0.0;0.0;37.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;37.0;1;2;0;0.0
1903;39.76470588235294;37.0;31.0;42.57142857142857;0.0;47.0;1;0.0;0.0;0.0;45.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;45.0;1;2;0;0.0
1917;35.41666666666666;38.0;38.0;39.4;0.0;48.0;1;0.0;0.0;0.0;36.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;36.0;1;2;0;0.0
1927;33.38461538461539;40.6;35.0;44.0;0.0;42.0;2;0.0;0.0;42.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1932;38.0;39.70588235294117;43.0;43.25;45.0;41.25;4;0.0;0.0;0.0;47.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;47.0;1;2;0;0.0
1943;38.0;37.5;40.0;38.0;0.0;41.0;2;0.0;0.0;41.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1948;35.21428571428572;39.38461538461539;47.0;43.33333333333334;43.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1951;36.61764705882353;37.25;41.0;40.0;0.0;33.0;2;0.0;0.0;33.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1957;33.54545454545455;37.5;49.0;39.0;0.0;46.0;1;0.0;0.0;0.0;48.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;48.0;1;2;0;0.0
1960;38.16666666666666;38.0;34.0;41.0;0.0;34.0;1;0.0;0.0;0.0;43.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;43.0;1;2;0;0.0
1963;33.69230769230769;37.25;0.0;42.66666666666666;0.0;46.0;2;0.0;0.0;46.0;43.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;43.0;1;2;0;0.0
1967;39.53333333333333;39.5;43.0;41.28571428571428;44.0;44.66666666666666;3;0.0;0.0;50.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;2;40.0
1975;34.64285714285715;35.4;46.0;44.4;0.0;39.66666666666666;3;0.0;0.0;41.0;46.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;46.0;1;2;3;44.0
1977;38.61538461538461;38.08333333333334;44.0;43.8;45.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1987;39.46666666666667;38.30769230769231;44.0;43.0;43.0;50.0;2;0.0;0.0;50.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;4;47.0
1998;38.0;41.4;46.0;42.2;0.0;0.0;0;0.0;0.0;0.0;48.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;48.0;1;2;0;0.0
2001;43.35294117647059;45.66666666666666;49.0;45.5;44.0;46.0;2;0.0;0.0;46.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;3;42.0
2004;34.72727272727273;0.0;0.0;33.0;0.0;41.33333333333334;3;0.0;0.0;40.0;33.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;33.0;1;2;0;0.0
2005;28.58333333333334;0.0;0.0;40.0;0.0;41.33333333333334;3;0.0;0.0;38.0;37.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;37.0;1;2;0;0.0
2008;36.53333333333333;41.0;50.0;38.33333333333334;0.0;0.0;0;0.0;0.0;0.0;41.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;41.0;1;2;0.0;0;2;0;0.0
2010;37.21428571428572;35.33333333333334;35.0;42.0;42.0;48.0;2;0.0;0.0;48.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;4;48.0
2011;32.0;11.0;11.0;25.0;0.0;38.0;2;0.0;38.0;0.0;36.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;36.0;1;2;0;0.0
2015;36.9;30.625;42.0;39.0;0.0;39.0;1;0.0;0.0;0.0;46.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;46.0;1;2;0;0.0
2022;39.33333333333334;36.5;36.0;40.4;0.0;48.0;1;0.0;0.0;0.0;45.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;45.0;1;2;0;0.0
2029;30.71428571428572;24.4;23.0;34.0;0.0;31.0;1;0.0;0.0;0.0;44.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;44.0;1;2;0;0.0
2032;35.41176470588236;31.57142857142857;34.5;39.0;0.0;0.0;0;0.0;0.0;0.0;43.5;0;4;4;0;2;2;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;46.0;1;2;41.0;1;2;0;0.0
2034;39.35294117647059;39.14285714285715;50.0;42.33333333333334;43.0;40.0;5;47.0;0.0;30.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
2039;31.53846153846154;33.33333333333334;28.0;41.0;36.0;0.0;0;0.0;0.0;0.0;39.0;0;4;4;0;2;2;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;34.0;1;2;44.0;1;2;0;0.0
2040;39.47058823529412;39.33333333333334;42.0;39.4;0.0;45.33333333333334;3;0.0;0.0;44.0;45.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;45.0;1;2;2;39.0
2042;35.73333333333333;31.16666666666667;39.0;41.66666666666666;0.0;40.5;3;0.0;0.0;43.0;36.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;36.0;1;2;0;0.0
2043;34.93333333333333;32.0;32.0;0.0;0.0;47.33333333333334;3;0.0;0.0;47.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;3;45.0
2045;39.46666666666667;38.875;30.0;40.33333333333334;0.0;0.0;0;0.0;0.0;0.0;40.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;40.0;1;2;0;0.0
2049;35.63636363636363;34.4;32.0;39.4;0.0;41.33333333333334;3;0.0;0.0;39.0;33.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;33.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2;32.0
2051;36.57142857142857;27.0;19.0;37.0;0.0;40.66666666666666;3;0.0;0.0;40.0;42.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;42.0;1;2;2;32.5
2057;36.53846153846154;38.0;46.0;43.0;43.0;33.0;2;33.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
2058;33.42857142857143;37.66666666666666;40.0;0.0;0.0;0.0;0;0.0;0.0;0.0;45.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;45.0;1;2;0;0.0
2065;37.53333333333333;39.75;48.0;43.0;43.0;31.0;2;31.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
2067;34.54166666666666;32.4;36.0;39.33333333333334;0.0;41.0;1;0.0;0.0;0.0;36.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;36.0;1;2;0;0.0
2079;33.55555555555556;38.0;0.0;0.0;0.0;30.0;2;0.0;0.0;30.0;39.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;39.0;1;2;0;0.0
2083;33.85714285714285;0.0;0.0;34.0;0.0;40.0;2;0.0;40.0;0.0;43.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;43.0;1;2;0;0.0
2172;38.88888888888889;31.0;30.0;44.0;0.0;0.0;0;0.0;0.0;0.0;42.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;42.0;1;2;0;0.0
2192;35.11111111111111;43.0;0.0;0.0;0.0;49.0;2;0.0;0.0;49.0;46.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;46.0;1;2;0;0.0
2207;39.3125;36.69230769230769;44.0;38.0;39.0;37.58333333333334;12;32.0;37.0;37.0;31.83333333333333;1;9;6;3;4;3;1;2;0.0;0;1;0.0;0;2;0.0;0;2;29.5;2;3;0.0;0;2;33.0;1;2;36.0;1;2;30.0;1;2;2;36.0
2208;40.05882352941177;38.0;46.0;42.66666666666666;48.0;41.78571428571428;14;42.0;46.0;42.0;37.61538461538461;1;13;10;3;6;5;1;2;0.0;0;1;34.0;1;2;0.0;0;2;29.0;2;3;41.0;1;2;43.0;1;2;39.0;1;2;44.0;1;2;3;44.5
2209;40.41176470588236;38.8235294117647;40.0;36.0;39.0;38.25;12;30.0;42.0;31.0;32.53333333333333;2;15;13;2;7;6;1;2;0.0;0;1;30.0;1;2;32.0;1;2;30.0;2;3;27.0;2;2;33.0;1;2;36.0;1;2;41.0;1;2;2;36.0
2224;38.5;0.0;0.0;0.0;0.0;48.0;2;0.0;0.0;48.0;47.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;47.0;1;2;0;0.0
2230;33.4;36.0;36.0;0.0;0.0;0.0;0;0.0;0.0;0.0;50.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;50.0;1;2;0;0.0
2232;38.8;0.0;0.0;37.0;0.0;37.33333333333334;3;0.0;0.0;37.0;44.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;44.0;1;2;0;0.0
2239;28.83333333333333;34.0;34.0;0.0;0.0;0.0;0;0.0;0.0;0.0;48.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;48.0;1;2;0;0.0
2732;44.5;46.85714285714285;48.0;46.55555555555556;0.0;45.0;8;41.0;0.0;42.0;46.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;46.0;1;2;0.0;0;2;3;41.0
2733;43.9375;45.71428571428572;47.0;46.22222222222222;0.0;45.25;8;38.0;0.0;45.0;44.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;44.0;1;2;0.0;0;2;3;43.5
12;34.07692307692308;35.26666666666667;30.0;38.77777777777778;49.0;31.0;9;28.5;30.0;0.0;34.82051282051282;1;13;11;2;6;5;1;2;0.0;0;1;32.0;1;2;31.0;1;2;42.0;1;3;23.33333333333333;3;2;38.0;1;2;39.0;1;2;0.0;0;2;2;38.4
56;35.07692307692308;34.76666666666667;30.0;37.55555555555556;35.0;33.66666666666666;9;34.0;31.0;0.0;37.30769230769231;0;13;13;0;6;6;0;2;0.0;0;1;43.0;1;2;38.0;1;2;31.0;1;3;30.0;1;2;46.0;1;2;39.0;1;2;0.0;0;2;2;37.9
92;35.0;33.53333333333333;30.0;34.11111111111111;34.0;31.33333333333333;9;21.5;37.0;0.0;36.53846153846154;2;13;11;2;6;5;1;2;0.0;0;1;32.0;1;2;33.0;2;2;45.0;1;3;25.0;2;2;45.0;1;2;35.0;1;2;0.0;0;2;2;31.125
217;38.07692307692308;32.7;30.0;41.33333333333334;43.0;35.77777777777778;9;35.0;40.0;0.0;39.38461538461539;0;13;13;0;6;6;0;2;0.0;0;1;37.0;1;2;32.0;1;2;46.0;1;3;30.0;1;2;45.0;1;2;43.0;1;2;0.0;0;2;2;37.7
242;41.53846153846154;38.06666666666667;40.0;38.90909090909091;30.0;35.81818181818182;11;37.0;39.0;42.0;39.84615384615385;0;13;13;0;6;6;0;2;0.0;0;1;41.0;1;2;30.0;1;2;46.0;1;3;37.0;1;2;40.0;1;2;42.0;1;2;0.0;0;2;3;42.25
945;38.58823529411764;36.76470588235294;37.0;43.26666666666667;46.0;45.92857142857143;14;44.0;45.0;49.0;37.5;1;16;16;0;8;8;0;2;47.0;1;1;34.0;1;2;30.0;2;2;41.0;1;3;30.0;1;2;42.0;1;2;44.0;1;2;35.0;1;2;3;42.77777777777778
