RENDIMIENTO_TRES;IDIOMA_ICFES;PG_ICFES;FISICA_ICFES;ANO_INGRESO;APT_VERB_ICFES;QUIMICA_ICFES;FILOSOFIA_ICFES;GENERO;BIOLOGIA_ICFES;PROMEDIO_UNO;NOTA_POO;NOTA_INT;NOTA_FIS_DOS;NOTA_EYB;NOTA_DEM;NOTA_CIR_UNO;NOTA_HCI;VECES_INT;VECES_FIS_DOS;PROMEDIO_TRES
2.0;43.0;379.0;68.0;2014;59.0;50.0;53.0;1;47.0;33.1764705882353;37;33;30;41;37;32;43;2;2;31.333333333333332
2.0;50.0;388.0;62.0;2014;64.0;54.0;48.0;1;47.0;38.88235294117647;42;30;33;43;42;32;43;1;1;39.0
2.0;80.0;380.0;59.0;2014;55.0;57.0;46.0;0;48.0;36.470588235294116;45;36;37;44;46;37;40;1;1;35.666666666666664
2.0;66.95;393.1;54.57;2014;56.23;66.12;48.75;0;57.8;40.05882352941177;38;31;32;32;41;39;40;1;2;36.333333333333336
2.0;75.0;391.0;50.0;2014;56.0;58.0;50.0;0;54.0;33.23529411764706;45;36;32;30;40;30;45;2;2;36.666666666666664
2.0;30.0;382.0;59.0;2014;49.0;52.0;48.0;0;51.0;34.23529411764706;32;35;32;44;45;30;39;1;2;35.833333333333336
2.0;47.0;394.0;50.0;2014;52.0;55.0;50.0;0;56.0;36.88235294117647;42;40;37;39;40;32;37;2;1;36.166666666666664
2.0;54.45;386.74;54.57;2014;58.33;57.63;49.69;0;49.94;36.705882352941174;37;40;35;39;40;30;39;2;1;32.0
2.0;60.9;391.34;54.57;2014;50.41;59.53;52.03;0;49.94;40.529411764705884;42;30;36;38;44;33;46;1;1;34.166666666666664
2.0;68.0;384.0;53.0;2014;58.0;54.0;58.0;0;51.0;33.35294117647059;30;32;33;36;37;35;41;1;1;33.0
2.0;73.68;387.29;57.16;2014;56.32;48.39;54.39;0;57.23;36.470588235294116;37;32;32;41;35;33;33;1;2;35.0
2.0;71.0;373.0;59.0;2014;48.0;59.0;33.0;0;60.0;35.470588235294116;30;30;32;36;40;30;43;1;1;35.166666666666664
2.0;53.0;371.0;53.0;2014;45.0;57.0;44.0;1;47.0;36.23529411764706;37;32;34;32;39;42;39;2;2;37.0
2.0;33.0;374.0;62.0;2014;52.0;53.0;45.0;1;48.0;36.529411764705884;42;34;36;46;40;37;49;1;1;37.166666666666664
1.0;68.0;387.0;55.0;2014;55.0;59.0;45.0;0;59.0;34.88235294117647;30;31;23;29;40;21;40;1;1;23.0
2.0;48.0;370.0;62.0;2014;53.0;50.0;50.0;0;43.0;37.588235294117645;38;38;34;36;36;30;47;2;2;35.333333333333336
1.0;44.71;382.52;53.43;2014;48.37;56.08;46.77;0;50.78;36.64705882352941;37;30;40;41;44;31;43;2;2;26.166666666666668
1.0;47.0;380.0;47.0;2014;52.0;53.0;43.0;0;58.0;36.294117647058826;20;4;1;17;40;11;0;1;1;1.0
1.0;60.0;373.0;55.0;2014;58.0;53.0;45.0;0;51.0;34.470588235294116;33;9;16;50;37;28;50;1;1;16.0
2.0;58.0;381.0;43.0;2014;56.0;65.0;50.0;0;49.0;38.23529411764706;35;39;35;42;37;25;50;1;1;35.5
2.0;74.0;386.0;47.0;2014;62.0;50.0;51.0;0;55.0;39.11764705882353;43;30;31;42;37;34;47;1;1;36.166666666666664
2.0;56.0;387.0;53.0;2014;58.0;49.0;48.0;0;65.0;39.35294117647059;42;30;30;39;39;33;41;1;1;34.833333333333336
1.0;54.0;365.0;51.0;2014;49.0;57.0;40.0;0;52.0;37.05882352941177;30;31;30;34;40;36;48;2;2;29.833333333333332
2.0;41.0;353.0;56.0;2014;58.0;41.0;37.0;0;48.0;34.23529411764706;41;30;30;41;39;37;41;1;1;34.666666666666664
2.0;42.0;353.0;49.0;2014;57.0;52.0;32.0;0;46.0;34.705882352941174;39;30;36;36;35;33;40;1;1;33.666666666666664
2.0;48.0;374.0;52.0;2014;55.0;60.0;39.0;0;56.0;38.470588235294116;38;38;37;45;41;34;48;1;1;39.0
2.0;52.0;377.0;53.0;2014;54.0;59.0;53.0;0;49.0;35.529411764705884;35;41;39;33;37;30;34;1;3;31.2
1.0;56.0;367.0;50.0;2014;53.0;53.0;36.0;0;63.0;38.88235294117647;45;13;15;0;22;32;50;2;2;16.333333333333332
2.0;48.0;354.0;59.0;2014;42.0;51.0;50.0;0;45.0;35.588235294117645;35;30;33;37;41;34;48;2;1;34.166666666666664
2.0;56.0;361.0;57.0;2014;52.0;51.0;45.0;0;54.0;35.94117647058823;34;32;31;31;40;36;38;1;1;34.5
2.0;53.0;380.0;56.0;2014;57.0;55.0;53.0;0;52.0;38.35294117647059;46;45;40;43;44;43;41;1;2;38.833333333333336
2.0;52.0;382.0;50.0;2014;52.0;57.0;51.0;0;62.0;37.588235294117645;38;42;31;34;32;35;50;1;1;34.833333333333336
2.0;80.0;422.0;50.0;2014;74.0;67.0;56.0;1;56.0;38.76470588235294;37;37;35;43;31;31;30;1;1;33.666666666666664
1.0;48.0;386.0;53.0;2014;56.0;56.0;53.0;0;53.0;35.705882352941174;10;20;19;30;33;20;31;3;3;19.0
1.0;48.0;418.0;74.0;2014;58.0;56.0;55.0;0;55.0;34.94117647058823;3;25;1;13;15;13;0;2;2;1.0
2.0;50.0;386.0;68.0;2014;51.0;55.0;50.0;0;45.0;45.294117647058826;33;30;32;36;45;30;39;1;2;33.5
1.0;66.0;366.0;0.0;2015;0.0;0.0;0.0;0;84.0;32.8235294117647;46;38;17;0;32;26;44;2;2;24.0
1.0;79.0;372.0;0.0;2015;0.0;0.0;0.0;0;75.0;33.64705882352941;0;37;18;50;35;0;43;2;1;18.0
2.0;73.0;359.0;0.0;2015;0.0;0.0;0.0;0;77.0;33.94117647058823;37;30;37;35;41;33;47;2;2;35.166666666666664
1.0;66.0;357.0;0.0;2015;0.0;0.0;0.0;0;74.0;34.11764705882353;0;34;20;0;31;30;0;1;1;20.0
1.0;79.0;371.0;0.0;2015;0.0;0.0;0.0;1;71.0;38.23529411764706;45;37;29;0;41;31;45;1;1;29.333333333333332
2.0;88.0;360.0;0.0;2015;0.0;0.0;0.0;0;75.0;34.8235294117647;44;41;37;42;39;33;39;2;1;35.333333333333336
2.0;77.0;350.0;0.0;2015;0.0;0.0;0.0;0;71.0;37.294117647058826;45;34;38;44;43;30;40;1;1;37.166666666666664
2.0;84.0;361.0;0.0;2015;0.0;0.0;0.0;0;70.0;36.588235294117645;45;30;38;41;34;30;34;1;1;37.0
1.0;60.0;347.0;0.0;2015;0.0;0.0;0.0;0;75.0;35.35294117647059;44;42;34;38;35;27;40;2;2;15.25
2.0;71.0;352.0;0.0;2015;0.0;0.0;0.0;1;75.0;39.0;41;30;30;43;40;36;44;1;1;36.333333333333336
2.0;88.0;358.0;0.0;2015;0.0;0.0;0.0;1;74.0;38.705882352941174;39;39;31;50;42;34;39;1;1;33.833333333333336
2.0;71.0;337.0;0.0;2015;0.0;0.0;0.0;0;63.0;33.705882352941174;42;44;36;44;30;32;41;2;2;33.166666666666664
2.0;73.0;336.0;0.0;2015;0.0;0.0;0.0;0;65.0;37.35294117647059;39;33;32;40;30;36;41;1;1;35.833333333333336
2.0;83.0;448.0;80.0;2015;62.0;59.0;59.0;0;53.0;39.1764705882353;38;43;30;37;32;30;39;1;2;32.5
1.0;54.0;332.0;0.0;2015;0.0;0.0;0.0;0;74.0;36.35294117647059;32;9;26;33;41;5;44;1;1;26.0
2.0;48.0;335.0;0.0;2015;0.0;0.0;0.0;0;75.0;37.411764705882355;44;36;34;40;32;37;42;1;1;36.5
2.0;50.0;333.0;0.0;2015;0.0;0.0;0.0;1;70.0;38.76470588235294;46;30;34;41;43;37;37;1;1;34.833333333333336
2.0;60.0;350.0;0.0;2015;0.0;0.0;0.0;0;67.0;35.8235294117647;35;33;35;37;40;35;41;2;1;33.166666666666664
2.0;77.0;333.0;0.0;2015;0.0;0.0;0.0;1;68.0;36.23529411764706;44;34;35;39;43;33;36;1;1;36.5
1.0;45.0;314.0;0.0;2015;0.0;0.0;0.0;0;64.0;32.64705882352941;38;13;5;30;41;5;42;2;2;5.0
2.0;53.0;334.0;0.0;2015;0.0;0.0;0.0;0;67.0;35.411764705882355;41;37;32;34;42;35;42;1;1;33.5
2.0;54.0;318.0;0.0;2015;0.0;0.0;0.0;0;70.0;37.294117647058826;42;30;32;39;40;32;44;1;1;34.0
2.0;73.0;327.0;0.0;2015;0.0;0.0;0.0;1;70.0;38.05882352941177;41;34;33;42;40;33;45;1;1;36.833333333333336
2.0;60.0;337.0;0.0;2015;0.0;0.0;0.0;0;67.0;39.05882352941177;40;33;32;41;41;15;47;1;1;32.0
1.0;61.0;473.0;59.0;2015;58.0;67.0;69.0;0;76.0;38.529411764705884;30;30;34;37;40;31;46;2;2;20.0
2.0;41.0;435.0;65.0;2015;69.0;59.0;49.0;0;55.0;38.529411764705884;43;36;30;35;39;30;44;1;2;34.666666666666664
2.0;49.0;313.0;0.0;2015;0.0;0.0;0.0;0;71.0;37.11764705882353;39;30;30;43;44;36;43;1;2;35.833333333333336
2.0;52.0;327.0;0.0;2015;0.0;0.0;0.0;0;74.0;38.1764705882353;42;34;37;44;38;32;48;1;1;36.5
2.0;58.0;329.0;0.0;2015;0.0;0.0;0.0;0;66.0;36.470588235294116;42;31;32;42;45;32;44;1;1;38.166666666666664
1.0;60.0;312.0;0.0;2015;0.0;0.0;0.0;1;66.0;35.529411764705884;40;27;12;35;39;12;41;1;1;12.0
1.0;69.0;301.0;0.0;2015;0.0;0.0;0.0;0;71.0;35.05882352941177;32;25;22;17;15;30;45;2;1;24.0
1.0;54.0;312.0;0.0;2015;0.0;0.0;0.0;0;67.0;34.35294117647059;34;30;33;50;34;31;42;1;1;28.333333333333332
3.0;53.0;434.0;59.0;2015;58.0;76.0;52.0;0;59.0;33.64705882352941;42;33;43;43;45;30;50;1;1;41.0
2.0;71.0;414.0;51.0;2015;58.0;59.0;44.0;1;48.0;35.0;32;43;35;39;33;31;41;2;1;35.333333333333336
2.0;52.0;413.0;65.0;2015;69.0;47.0;49.0;0;48.0;32.411764705882355;33;34;36;39;36;33;41;2;1;35.833333333333336
2.0;72.0;423.0;64.0;2015;63.0;54.0;55.0;0;58.0;33.76470588235294;32;33;31;42;30;40;44;2;1;35.166666666666664
2.0;56.0;440.0;59.0;2015;60.0;65.0;75.0;1;62.0;34.94117647058823;39;35;35;38;40;36;39;1;1;34.666666666666664
1.0;60.0;408.0;65.0;2015;58.0;55.0;59.0;1;55.0;35.8235294117647;13;32;32;34;39;21;44;1;1;12.0
2.0;47.0;386.0;69.0;2015;63.0;56.0;43.0;1;46.0;35.529411764705884;41;38;31;37;42;35;45;1;1;35.0
3.0;49.0;411.0;63.0;2015;58.0;55.0;53.0;0;58.0;37.8235294117647;50;42;44;44;41;41;48;1;1;40.333333333333336
2.0;48.0;401.0;70.0;2015;53.0;54.0;57.0;0;61.0;37.94117647058823;38;40;35;38;41;33;43;1;1;36.833333333333336
2.0;52.0;399.0;59.0;2015;54.0;52.0;49.0;0;55.0;35.88235294117647;50;30;32;38;40;34;46;1;2;38.666666666666664
1.0;63.0;408.0;50.0;2015;59.0;65.0;50.0;0;60.0;33.294117647058826;40;13;7;41;37;20;47;2;1;7.0
2.0;45.0;400.0;55.0;2015;53.0;52.0;69.0;0;51.0;34.94117647058823;38;38;33;48;41;31;50;1;2;30.333333333333332
2.0;53.0;400.0;53.0;2015;53.0;55.0;53.0;0;64.0;36.35294117647059;36;30;33;45;41;35;44;1;1;34.666666666666664
2.0;59.0;387.0;59.0;2015;52.0;54.0;47.0;0;59.0;35.35294117647059;34;36;31;38;37;30;47;1;1;32.5
2.0;39.0;361.0;59.0;2015;46.0;59.0;33.0;0;45.0;35.470588235294116;32;34;34;35;36;34;41;1;1;32.0
2.0;48.4;371.28;60.87;2015;43.96;45.4;49.2;0;51.93;37.8235294117647;39;30;31;42;38;33;50;3;3;31.166666666666668
2.0;50.0;362.0;57.0;2015;52.0;55.0;34.0;0;46.0;33.588235294117645;45;30;31;35;42;30;50;1;1;37.166666666666664
1.0;39.0;365.0;51.0;2015;53.0;44.0;53.0;0;48.0;32.1764705882353;35;30;29;36;34;32;45;1;3;24.6
2.0;60.0;315.0;0.0;2015;0.0;0.0;0.0;1;61.0;37.529411764705884;40;41;39;34;37;31;41;2;2;37.5
2.0;53.0;312.0;0.0;2015;0.0;0.0;0.0;0;64.0;36.294117647058826;42;30;32;30;39;41;45;1;1;34.666666666666664
2.0;85.0;330.0;0.0;2015;0.0;0.0;0.0;0;63.0;35.05882352941177;43;34;38;40;40;36;40;2;2;36.333333333333336
2.0;75.0;318.0;0.0;2015;0.0;0.0;0.0;0;68.0;37.411764705882355;33;33;34;42;43;33;40;1;1;35.333333333333336
2.0;65.0;322.0;0.0;2015;0.0;0.0;0.0;0;57.0;36.35294117647059;37;32;29;33;36;36;41;3;3;30.75
2.0;53.0;317.0;0.0;2015;0.0;0.0;0.0;0;67.0;34.64705882352941;35;30;38;36;40;31;41;1;2;35.166666666666664
2.0;62.0;313.0;0.0;2015;0.0;0.0;0.0;0;67.0;35.705882352941174;42;35;41;45;38;35;42;1;2;34.5
2.0;47.15;387.5;54.74;2015;54.28;55.44;44.08;0;59.32;39.0;37;32;34;44;40;40;46;1;1;36.666666666666664
2.0;64.0;321.0;0.0;2015;0.0;0.0;0.0;0;64.0;38.588235294117645;38;31;34;44;42;35;36;1;1;37.166666666666664
2.0;65.0;378.0;0.0;2015;0.0;0.0;0.0;0;83.0;39.35294117647059;40;37;30;38;48;33;45;1;1;35.5
2.0;78.0;382.0;0.0;2015;0.0;0.0;0.0;0;87.0;42.05882352941177;34;38;40;44;42;38;48;1;1;36.833333333333336
2.0;67.0;365.0;0.0;2015;0.0;0.0;0.0;1;69.0;42.411764705882355;39;31;31;45;43;33;48;1;1;33.666666666666664
2.0;62.0;364.0;0.0;2015;0.0;0.0;0.0;0;75.0;35.94117647058823;35;34;30;39;43;33;47;1;1;33.0
1.0;66.0;359.0;0.0;2015;0.0;0.0;0.0;0;68.0;30.294117647058822;33;7;5;0;0;0;46;2;2;5.0
2.0;40.0;321.0;0.0;2015;0.0;0.0;0.0;0;82.0;36.588235294117645;38;30;36;31;46;31;42;2;3;33.4
2.0;77.0;350.0;0.0;2015;0.0;0.0;0.0;0;64.0;41.35294117647059;36;43;31;41;43;33;49;1;1;38.0
1.0;64.0;340.0;0.0;2015;0.0;0.0;0.0;0;75.0;36.35294117647059;41;34;23;35;30;1;43;2;3;9.333333333333334
1.0;47.0;339.0;0.0;2015;0.0;0.0;0.0;0;75.0;35.411764705882355;40;30;26;34;0;11;37;1;1;26.0
2.0;49.0;329.0;0.0;2015;0.0;0.0;0.0;1;67.0;39.8235294117647;40;34;37;42;39;30;44;1;2;38.5
2.0;68.0;323.0;0.0;2015;0.0;0.0;0.0;0;63.0;37.294117647058826;41;35;30;38;44;33;46;1;1;35.833333333333336
2.0;60.0;336.0;0.0;2015;0.0;0.0;0.0;0;68.0;37.411764705882355;40;49;37;35;46;35;48;1;2;36.0
2.0;54.0;333.0;0.0;2015;0.0;0.0;0.0;0;72.0;37.294117647058826;37;35;36;40;37;33;48;1;1;37.666666666666664
1.0;56.0;332.0;0.0;2015;0.0;0.0;0.0;0;73.0;39.0;33;26;30;36;43;30;48;1;1;30.0
1.0;68.0;323.0;0.0;2015;0.0;0.0;0.0;0;71.0;33.705882352941174;38;32;26;33;44;9;46;1;2;15.333333333333334
1.0;66.0;324.0;0.0;2015;0.0;0.0;0.0;0;70.0;37.470588235294116;37;8;19;35;40;1;41;2;2;19.0
2.0;67.0;343.0;0.0;2015;0.0;0.0;0.0;1;65.0;38.64705882352941;39;22;33;39;43;0;45;1;1;33.0
2.0;52.0;320.0;0.0;2015;0.0;0.0;0.0;0;68.0;35.88235294117647;43;36;34;43;43;34;48;1;2;37.25
2.0;59.0;333.0;0.0;2015;0.0;0.0;0.0;0;62.0;38.94117647058823;36;30;32;42;42;33;43;1;3;31.333333333333332
1.0;51.0;445.0;69.0;2015;60.0;70.0;54.0;0;60.0;39.1764705882353;36;15;9;50;35;15;26;3;3;9.0
2.0;73.0;330.0;0.0;2015;0.0;0.0;0.0;1;65.0;42.588235294117645;38;32;35;46;45;36;48;1;1;34.833333333333336
1.0;47.0;310.0;0.0;2015;0.0;0.0;0.0;0;62.0;35.294117647058826;34;36;34;35;44;23;45;1;2;28.5
2.0;51.0;331.0;0.0;2015;0.0;0.0;0.0;0;61.0;36.411764705882355;34;34;30;36;44;35;47;1;2;35.0
1.0;43.0;418.0;60.0;2015;58.0;50.0;60.0;0;55.0;40.294117647058826;35;31;33;35;32;24;48;2;2;24.0
1.0;47.0;416.0;62.0;2015;50.0;66.0;51.0;0;55.0;42.294117647058826;38;35;29;38;47;35;45;1;3;26.2
1.0;71.0;414.0;62.0;2015;58.0;65.0;52.0;0;53.0;40.470588235294116;7;35;9;35;38;0;43;1;1;9.0
1.0;40.0;399.0;59.0;2015;56.0;53.0;45.0;0;53.0;36.23529411764706;31;26;12;47;22;27;43;2;1;12.0
1.0;56.0;388.0;66.0;2015;57.0;61.0;23.0;0;58.0;34.529411764705884;43;27;29;31;0;36;44;3;3;21.333333333333332
3.0;47.0;390.0;68.0;2015;54.0;47.0;53.0;0;51.0;43.294117647058826;42;47;47;47;45;41;44;1;1;42.166666666666664
2.0;43.0;382.0;65.0;2015;58.0;50.0;45.0;0;41.0;36.23529411764706;38;39;41;40;36;32;46;1;1;38.5
2.0;48.0;393.0;59.0;2015;62.0;61.0;44.0;1;49.0;35.23529411764706;0;33;32;38;44;30;41;1;1;35.833333333333336
1.0;61.0;418.0;53.0;2015;55.0;57.0;56.0;0;62.0;31.58823529411765;0;14;4;37;0;10;0;2;2;4.0
2.0;48.42;388.1;57.16;2015;54.28;51.9;48.75;0;51.3;38.588235294117645;36;45;38;44;42;40;46;1;1;32.666666666666664
2.0;50.0;403.0;60.0;2015;53.0;53.0;69.0;0;41.0;35.35294117647059;39;30;35;40;42;34;46;1;2;39.0
1.0;68.41;419.45;49.63;2015;60.38;59.53;52.03;0;62.09;39.94117647058823;0;9;20;0;0;19;0;1;1;20.0
2.0;54.0;400.0;56.0;2015;61.0;61.0;53.0;0;50.0;33.35294117647059;34;31;28;50;39;20;45;1;2;30.666666666666668
1.0;69.0;330.0;0.0;2015;0.0;0.0;0.0;0;60.0;35.64705882352941;35;37;35;0;39;28;46;1;1;24.0
2.0;56.0;305.0;0.0;2015;0.0;0.0;0.0;1;61.0;35.588235294117645;34;30;34;47;38;39;45;1;2;34.0
2.0;77.0;320.0;0.0;2015;0.0;0.0;0.0;0;66.0;40.76470588235294;39;31;43;39;42;33;46;1;2;35.333333333333336
2.0;74.0;320.0;0.0;2015;0.0;0.0;0.0;0;65.0;37.1764705882353;38;30;38;32;39;31;44;1;2;34.666666666666664
2.0;45.0;302.0;0.0;2015;0.0;0.0;0.0;0;66.0;38.1764705882353;34;33;43;48;37;37;41;1;2;40.0
2.0;49.0;315.0;0.0;2015;0.0;0.0;0.0;0;58.0;40.05882352941177;34;37;31;38;30;34;47;1;1;37.0
2.0;57.0;307.0;0.0;2015;0.0;0.0;0.0;0;68.0;35.588235294117645;37;33;41;37;39;36;42;1;1;36.166666666666664
1.0;58.0;327.0;0.0;2015;0.0;0.0;0.0;0;61.0;35.05882352941177;39;0;3;0;10;0;48;1;1;3.0
2.0;62.0;307.0;0.0;2015;0.0;0.0;0.0;0;65.0;38.470588235294116;37;36;32;31;40;30;43;1;3;34.6
2.0;49.0;306.0;0.0;2015;0.0;0.0;0.0;0;55.0;37.23529411764706;30;41;37;43;37;34;50;1;1;39.0
2.0;54.0;322.0;0.0;2015;0.0;0.0;0.0;0;65.0;36.23529411764706;35;31;37;42;41;32;46;1;2;36.666666666666664
2.0;68.0;315.0;0.0;2015;0.0;0.0;0.0;1;63.0;40.294117647058826;38;37;33;50;42;35;45;1;1;35.833333333333336
1.0;43.0;401.0;55.0;2015;58.0;55.0;53.0;0;63.0;37.8235294117647;41;33;40;39;42;16;47;2;2;27.25
2.0;47.17;385.79;53.27;2015;56.37;45.4;46.81;0;54.16;37.1764705882353;38;36;34;39;36;40;45;1;1;37.166666666666664
2.0;45.0;364.0;56.0;2015;50.0;54.0;46.0;0;45.0;36.529411764705884;34;34;33;37;30;31;44;1;2;33.166666666666664
2.0;10.0;35.0;0.0;2015;0.0;0.0;0.0;1;10.0;42.294117647058826;39;30;38;42;42;32;48;1;1;39.0
2.0;67.0;356.0;0.0;2016;0.0;0.0;0.0;0;83.0;35.8235294117647;41;39;37;41;39;33;50;1;1;35.2
2.0;47.0;415.0;60.0;2016;57.0;57.0;39.0;0;59.0;41.294117647058826;40;32;33;39;38;32;45;1;1;31.166666666666668
2.0;53.0;406.0;74.0;2016;54.0;59.0;46.0;0;59.0;41.11764705882353;42;40;33;48;39;33;50;1;1;38.666666666666664
1.0;43.0;403.0;60.0;2016;50.0;67.0;41.0;0;55.0;38.294117647058826;30;12;29;33;34;24;48;2;2;29.0
1.0;88.0;351.0;0.0;2016;0.0;0.0;0.0;0;64.0;35.64705882352941;30;24;15;41;42;10;43;1;1;15.0
2.0;56.0;407.0;66.0;2016;60.0;59.0;55.0;1;57.0;40.0;46;34;30;38;39;37;46;1;1;32.5
1.0;45.0;400.0;74.0;2016;54.0;56.0;50.0;0;55.0;34.294117647058826;39;22;7;31;34;5;47;1;1;7.0
1.0;77.0;418.0;60.0;2016;63.0;56.0;59.0;0;54.0;40.05882352941177;30;31;30;33;42;34;46;1;2;20.333333333333332
3.0;97.0;370.0;0.0;2016;0.0;0.0;0.0;0;76.0;44.23529411764706;41;35;41;47;43;33;42;1;1;42.0
2.0;91.0;356.0;0.0;2016;0.0;0.0;0.0;0;64.0;41.11764705882353;47;33;32;47;38;34;48;1;1;33.666666666666664
1.0;77.0;373.0;0.0;2016;0.0;0.0;0.0;0;73.0;36.294117647058826;31;12;13;43;39;5;48;1;1;13.0
2.0;65.0;347.0;0.0;2016;0.0;0.0;0.0;0;68.0;39.8235294117647;47;34;31;33;38;34;49;1;1;34.5
2.0;33.0;403.0;66.0;2016;57.0;56.0;53.0;0;52.0;39.6;30;32;33;49;28;31;33;1;2;33.5
2.0;73.0;398.0;0.0;2016;0.0;0.0;0.0;0;73.0;40.05882352941177;40;31;43;46;39;32;46;1;1;39.5
2.0;80.0;364.0;0.0;2016;0.0;0.0;0.0;0;73.0;38.1764705882353;30;39;42;48;39;35;48;1;1;38.166666666666664
2.0;58.0;342.0;0.0;2016;0.0;0.0;0.0;0;72.0;42.8235294117647;34;42;43;46;44;36;47;1;1;40.0
2.0;76.0;355.0;0.0;2016;0.0;0.0;0.0;1;69.0;41.470588235294116;49;32;46;48;44;35;49;1;1;37.0
2.0;80.0;415.0;55.0;2016;53.0;55.0;50.0;0;67.0;34.333333333333336;0;30;36;33;0;7;0;1;1;31.666666666666668
2.0;77.0;353.0;0.0;2016;0.0;0.0;0.0;0;73.0;38.8235294117647;34;37;41;44;37;41;50;1;1;38.666666666666664
2.0;65.0;343.0;0.0;2016;0.0;0.0;0.0;0;64.0;36.76470588235294;41;41;33;45;39;43;50;1;1;36.166666666666664
2.0;74.0;350.0;0.0;2016;0.0;0.0;0.0;1;76.0;42.35294117647059;40;32;41;47;39;37;50;1;1;38.5
2.0;54.0;327.0;0.0;2016;0.0;0.0;0.0;0;78.0;41.588235294117645;47;45;42;45;38;40;49;1;1;33.333333333333336
2.0;64.0;359.0;0.0;2016;0.0;0.0;0.0;0;74.0;38.88235294117647;35;33;31;38;43;34;48;1;1;32.666666666666664
2.0;79.0;362.0;0.0;2016;0.0;0.0;0.0;1;76.0;39.529411764705884;30;32;0;36;40;27;49;1;0;33.0
2.0;67.0;338.0;0.0;2016;0.0;0.0;0.0;0;62.0;42.05882352941177;46;37;41;42;43;41;50;1;1;40.0
2.0;72.0;406.0;62.0;2016;61.0;53.0;49.0;0;53.0;37.0;35;30;31;46;43;11;48;1;1;31.0
1.0;59.0;363.0;0.0;2016;0.0;0.0;0.0;0;76.0;39.8235294117647;31;19;18;40;44;21;49;2;2;18.0
2.0;70.0;336.0;0.0;2016;0.0;0.0;0.0;0;68.0;38.23529411764706;37;32;37;37;38;34;49;1;1;38.833333333333336
1.0;56.0;408.0;62.0;2016;52.0;55.0;53.0;0;55.0;38.705882352941174;42;24;27;34;36;18;45;2;2;27.0
2.0;77.0;347.0;0.0;2016;0.0;0.0;0.0;0;68.0;36.94117647058823;41;41;42;42;43;31;40;2;1;36.666666666666664
2.0;64.0;349.0;0.0;2016;0.0;0.0;0.0;0;67.0;38.05882352941177;46;30;35;41;43;31;49;2;2;33.833333333333336
2.0;57.0;346.0;0.0;2016;0.0;0.0;0.0;0;73.0;37.1764705882353;42;38;30;31;43;46;50;2;1;33.333333333333336
2.0;74.0;335.0;0.0;2016;0.0;0.0;0.0;1;66.0;36.705882352941174;39;36;38;41;42;35;49;1;1;36.0
2.0;52.0;357.0;0.0;2016;0.0;0.0;0.0;0;73.0;39.2;37;32;32;33;35;33;35;1;1;34.833333333333336
2.0;52.0;293.0;0.0;2016;0.0;0.0;0.0;0;57.0;40.411764705882355;33;37;34;39;39;32;38;1;1;33.0
2.0;44.0;287.0;0.0;2016;0.0;0.0;0.0;0;55.0;39.588235294117645;40;30;31;32;41;30;41;3;1;32.5
2.0;60.0;342.0;0.0;2016;0.0;0.0;0.0;0;73.0;34.76470588235294;34;30;35;30;0;30;30;1;1;30.6
2.0;67.0;325.0;0.0;2016;0.0;0.0;0.0;0;65.0;37.64705882352941;44;35;33;50;42;28;46;2;1;33.0
3.0;67.0;329.0;0.0;2016;0.0;0.0;0.0;0;70.0;41.64705882352941;46;36;42;50;43;36;50;1;1;42.166666666666664
2.0;91.0;334.0;0.0;2016;0.0;0.0;0.0;0;71.0;33.1764705882353;35;30;31;37;38;28;44;2;1;32.333333333333336
2.0;64.0;336.0;0.0;2016;0.0;0.0;0.0;0;67.0;35.88235294117647;30;31;31;39;39;31;34;1;1;32.666666666666664
2.0;52.0;340.0;0.0;2016;0.0;0.0;0.0;0;71.0;39.411764705882355;33;35;34;33;41;32;41;2;2;33.333333333333336
2.0;58.0;340.0;0.0;2016;0.0;0.0;0.0;0;68.0;38.1764705882353;31;37;32;40;39;31;49;1;1;35.0
2.0;83.0;408.0;50.0;2016;60.0;65.0;52.0;0;53.0;36.529411764705884;39;31;32;43;36;34;45;1;1;36.166666666666664
1.0;42.0;416.0;62.0;2016;56.0;65.0;59.0;0;59.0;34.94117647058823;33;41;33;30;33;23;49;1;2;28.25
2.0;77.0;343.0;0.0;2016;0.0;0.0;0.0;0;67.0;38.588235294117645;34;30;36;50;42;35;43;1;1;31.166666666666668
2.0;64.0;337.0;0.0;2016;0.0;0.0;0.0;1;67.0;39.294117647058826;48;30;33;50;43;30;50;1;1;33.0
1.0;66.0;313.0;0.0;2016;0.0;0.0;0.0;0;68.0;34.529411764705884;38;30;30;35;44;33;49;1;3;30.0
2.0;76.0;327.0;0.0;2016;0.0;0.0;0.0;0;67.0;39.76470588235294;34;38;35;42;38;38;50;1;1;35.0
3.0;82.0;388.0;0.0;2016;0.0;0.0;0.0;1;74.0;39.94117647058823;49;33;43;0;43;39;45;1;1;40.666666666666664
1.0;77.0;369.0;0.0;2016;0.0;0.0;0.0;0;78.0;33.294117647058826;0;22;27;34;31;28;0;1;1;27.0
2.0;65.0;350.0;0.0;2016;0.0;0.0;0.0;0;69.0;33.470588235294116;30;31;37;30;0;37;40;2;2;36.166666666666664
2.0;64.0;352.0;0.0;2016;0.0;0.0;0.0;0;66.0;39.35294117647059;37;41;30;33;30;41;45;1;1;36.833333333333336
