RENDIMIENTO_TRES;IDIOMA_ICFES;PG_ICFES;FISICA_ICFES;ANO_INGRESO;APT_VERB_ICFES;QUIMICA_ICFES;FILOSOFIA_ICFES;GENERO;BIOLOGIA_ICFES;PROMEDIO_UNO;NOTA_POO;NOTA_INT;NOTA_FIS_DOS;NOTA_EYB;NOTA_DEM;NOTA_CIR_UNO;NOTA_HCI;VECES_INT;VECES_FIS_DOS;PROMEDIO_TRES
2.0;71.0;426.0;70.0;2012;50.0;59.0;69.0;0;55.0;34.11764705882353;33;37;37;38;40;39;48;1;1;36.833333333333336
1.0;45.0;414.0;63.0;2012;62.0;59.0;49.0;0;63.0;33.470588235294116;0;30;17;31;41;9;0;1;2;20.333333333333332
1.0;52.0;404.0;59.0;2012;63.0;50.0;49.0;0;45.0;32.470588235294116;0;0;3;31;40;0;42;0;1;3.0
1.0;70.18;427.88;56.13;2012;56.37;58.69;57.15;0;67.79;34.705882352941174;33;35;39;41;41;34;41;2;1;26.0
2.0;47.0;442.0;56.0;2012;69.0;53.0;69.0;0;68.0;34.0;30;30;35;43;38;35;41;1;3;32.333333333333336
2.0;45.0;401.0;68.0;2012;54.0;44.0;44.0;0;59.0;33.11764705882353;30;32;31;37;45;33;40;1;1;33.166666666666664
2.0;55.0;432.0;56.0;2012;78.0;59.0;53.0;0;63.0;33.294117647058826;36;34;32;39;45;32;30;1;1;36.5
2.0;61.66;421.87;59.57;2012;58.33;59.17;56.79;0;66.5;36.05882352941177;40;31;37;37;30;34;31;1;1;35.0
2.0;47.0;390.0;68.0;2012;54.0;47.0;53.0;0;51.0;35.35294117647059;36;30;37;39;45;38;42;1;1;35.833333333333336
3.0;53.0;416.0;56.0;2012;58.0;50.0;49.0;0;63.0;33.76470588235294;45;36;43;39;41;37;31;1;1;40.333333333333336
2.0;61.22;402.11;56.51;2012;59.48;55.7;38.35;0;60.25;35.294117647058826;37;37;32;33;40;33;47;1;2;34.333333333333336
2.0;53.0;421.0;60.0;2012;57.0;56.0;60.0;0;69.0;32.294117647058826;44;33;30;33;35;30;40;1;2;33.5
2.0;52.0;404.0;65.0;2012;63.0;53.0;53.0;0;58.0;34.11764705882353;41;31;31;38;34;33;30;1;1;32.166666666666664
1.0;56.0;421.0;56.0;2012;57.0;44.0;69.0;0;63.0;29.941176470588236;30;0;19;20;34;0;35;0;1;19.0
2.0;43.0;401.0;59.0;2012;53.0;52.0;40.0;0;51.0;35.23529411764706;38;22;40;31;30;26;44;1;1;40.0
2.0;89.0;413.0;56.0;2012;63.0;47.0;49.0;0;63.0;35.705882352941174;49;32;45;40;41;34;33;1;1;36.666666666666664
2.0;52.0;395.0;56.0;2012;63.0;56.0;41.0;1;51.0;34.76470588235294;40;38;30;35;34;35;38;2;1;35.333333333333336
2.0;47.0;407.0;59.0;2012;58.0;58.0;53.0;0;58.0;37.35294117647059;44;34;35;45;41;30;38;1;1;35.5
2.0;55.0;406.0;56.0;2012;58.0;56.0;53.0;0;58.0;37.529411764705884;42;32;31;39;38;30;47;1;1;35.833333333333336
1.0;68.41;419.45;49.63;2012;60.38;59.53;52.03;0;62.09;37.294117647058826;34;31;33;33;36;35;41;1;2;22.333333333333332
2.0;43.0;402.0;63.0;2012;57.0;58.0;53.0;0;55.0;36.23529411764706;38;31;30;40;40;33;39;1;2;34.833333333333336
2.0;39.0;416.0;56.0;2012;58.0;59.0;49.0;0;69.0;35.411764705882355;30;30;37;38;43;31;45;3;1;30.833333333333332
2.0;69.93;411.82;54.74;2012;64.72;51.9;58.0;0;57.23;36.8235294117647;38;0;34;37;39;0;47;0;1;34.0
2.0;49.0;412.0;59.0;2012;69.0;44.0;69.0;0;59.0;36.64705882352941;30;40;35;43;39;24;45;1;1;34.5
1.0;43.0;417.0;52.0;2012;68.0;53.0;69.0;0;51.0;31.0;2;0;2;0;20;0;31;0;1;2.0
2.0;34.0;393.0;59.0;2012;54.0;44.0;49.0;0;55.0;37.11764705882353;38;31;30;35;41;31;48;2;1;31.166666666666668
1.0;50.0;404.0;60.0;2012;62.0;47.0;45.0;0;63.0;35.411764705882355;43;32;30;30;41;31;38;1;3;17.333333333333332
1.0;53.0;407.0;56.0;2012;54.0;53.0;60.0;0;59.0;29.11764705882353;0;0;2;15;0;0;0;0;2;2.0
2.0;47.0;408.0;49.0;2012;69.0;56.0;54.0;0;55.0;38.35294117647059;43;13;35;30;40;29;33;2;2;34.5
1.0;41.0;385.0;56.0;2012;58.0;41.0;54.0;0;48.0;33.8235294117647;42;0;19;31;40;0;47;0;2;19.0
2.0;41.0;391.0;51.0;2012;58.0;55.0;40.0;0;58.0;36.35294117647059;36;37;30;40;44;35;50;1;2;34.333333333333336
2.0;43.0;393.0;65.0;2012;58.0;53.0;49.0;0;59.0;37.88235294117647;41;30;34;35;32;30;37;1;2;31.166666666666668
2.0;47.0;404.0;55.0;2012;54.0;47.0;53.0;0;63.0;34.23529411764706;35;33;36;38;42;33;46;2;2;33.833333333333336
1.0;50.0;380.0;60.0;2012;49.0;63.0;37.0;1;44.0;29.11764705882353;0;0;19;41;21;0;0;0;1;19.0
2.0;50.0;400.0;63.0;2012;63.0;52.0;60.0;1;51.0;39.05882352941177;43;32;38;46;44;32;44;1;1;36.5
2.0;36.0;404.0;52.0;2012;63.0;67.0;45.0;0;51.0;35.294117647058826;42;33;31;43;44;33;40;3;3;33.5
2.0;49.0;380.0;65.0;2012;54.0;56.0;41.0;0;51.0;36.05882352941177;38;36;41;37;39;30;33;2;1;36.166666666666664
2.0;53.0;401.0;56.0;2012;54.0;53.0;60.0;0;55.0;39.11764705882353;34;32;45;41;46;42;48;1;1;39.166666666666664
2.0;45.0;397.0;52.0;2012;68.0;53.0;54.0;0;51.0;34.11764705882353;41;31;35;30;39;35;37;1;1;35.666666666666664
1.0;61.22;398.41;60.87;2012;56.18;54.64;54.22;0;54.16;25.0;0;0;3;23;17;0;0;0;2;3.0
2.0;47.0;391.0;63.0;2012;49.0;55.0;48.0;1;55.0;36.11764705882353;46;34;30;41;45;31;50;1;2;31.166666666666668
2.0;52.0;399.0;55.0;2012;53.0;59.0;49.0;0;55.0;36.8235294117647;35;33;33;43;39;30;42;2;2;35.5
2.0;60.0;407.0;56.0;2012;62.0;53.0;60.0;1;58.0;36.94117647058823;42;30;30;41;44;32;40;1;2;34.333333333333336
2.0;41.0;403.0;55.0;2012;54.0;55.0;60.0;0;55.0;41.470588235294116;43;37;39;35;35;30;48;1;1;33.833333333333336
2.0;63.0;404.0;56.0;2012;63.0;53.0;53.0;0;63.0;37.0;33;32;43;44;42;31;38;2;1;35.0
2.0;36.0;391.0;63.0;2012;62.0;46.0;44.0;0;55.0;38.35294117647059;32;9;31;20;12;14;23;1;1;31.0
1.0;47.58;396.81;52.29;2012;54.35;51.9;56.79;0;57.23;33.0;18;29;22;41;35;0;30;2;2;22.0
2.0;52.0;388.0;63.0;2012;62.0;49.0;53.0;1;51.0;40.588235294117645;33;41;37;36;41;33;44;2;2;33.333333333333336
1.0;49.0;392.0;63.0;2012;58.0;44.0;60.0;0;51.0;28.764705882352942;0;0;13;43;0;0;22;0;1;13.0
2.0;52.0;412.0;49.0;2012;50.0;59.0;69.0;0;55.0;31.705882352941178;30;0;32;33;0;0;0;0;1;32.0
2.0;58.01;396.77;56.97;2012;52.4;57.63;59.25;1;49.94;42.35294117647059;30;32;38;33;38;37;38;1;2;34.666666666666664
2.0;39.0;407.0;60.0;2012;62.0;50.0;60.0;0;63.0;36.529411764705884;1;6;37;41;28;0;26;2;1;37.0
1.0;43.0;401.0;55.0;2012;58.0;55.0;53.0;0;63.0;34.11764705882353;30;4;33;39;35;0;36;2;1;18.0
3.0;43.0;397.0;52.0;2012;58.0;47.0;60.0;0;45.0;32.705882352941174;0;0;41;33;40;0;41;0;1;41.0
1.0;74.0;389.0;52.0;2012;58.0;53.0;60.0;0;45.0;27.823529411764707;0;0;21;50;0;0;43;0;1;21.0
2.0;48.86;392.59;54.57;2012;50.31;50.53;51.03;0;59.89;38.35294117647059;35;33;36;39;41;30;37;1;1;36.0
2.0;30.0;382.0;59.0;2012;49.0;52.0;48.0;0;51.0;34.76470588235294;30;0;32;30;0;0;36;0;1;32.0
1.0;50.0;394.0;51.0;2012;57.0;41.0;49.0;0;68.0;35.8235294117647;43;31;28;36;41;21;35;2;1;28.0
3.0;56.0;405.0;51.0;2012;63.0;59.0;49.0;0;59.0;40.88235294117647;45;32;39;40;43;31;36;1;1;41.166666666666664
2.0;52.0;391.0;52.0;2012;78.0;47.0;45.0;0;51.0;38.1764705882353;43;33;40;43;41;38;42;2;1;35.0
2.0;55.0;427.0;47.0;2012;57.0;59.0;84.0;0;59.0;32.470588235294116;45;25;31;50;40;0;42;1;1;31.0
2.0;53.0;382.0;60.0;2012;63.0;41.0;45.0;0;55.0;36.94117647058823;46;36;30;35;39;35;41;1;2;36.333333333333336
1.0;94.41;399.56;64.28;2012;60.29;59.53;55.62;0;57.8;37.470588235294116;44;17;36;47;18;22;44;2;1;23.5
1.0;43.0;385.0;55.0;2012;43.0;59.0;60.0;0;51.0;34.529411764705884;34;36;30;39;31;37;31;2;3;25.333333333333332
2.0;49.0;398.0;56.0;2012;49.0;53.0;54.0;0;63.0;36.64705882352941;30;38;30;38;33;37;34;2;1;33.666666666666664
2.0;63.0;401.0;55.0;2012;50.0;49.0;59.0;1;55.0;37.588235294117645;44;36;41;43;41;30;30;1;1;36.666666666666664
2.0;47.21;373.83;58.93;2012;51.21;50.66;35.44;0;62.54;36.05882352941177;43;31;32;46;40;30;40;2;1;31.333333333333332
2.0;65.86;377.59;53.45;2012;51.08;63.57;44.72;0;50.07;40.529411764705884;48;41;35;34;38;37;49;1;1;38.666666666666664
2.0;48.0;467.0;77.0;2012;63.0;56.0;48.0;0;78.0;37.76470588235294;0;33;37;0;33;27;0;1;2;37.0
2.0;48.0;453.0;75.0;2012;56.0;52.0;61.0;0;60.0;42.1764705882353;43;41;31;32;45;37;45;1;1;36.0
1.0;56.0;432.0;68.0;2012;63.0;52.0;46.0;0;57.0;32.35294117647059;0;15;2;16;0;9;0;1;1;2.0
2.0;46.0;431.0;80.0;2012;56.0;52.0;50.0;0;68.0;35.94117647058823;30;30;35;38;41;33;50;1;2;37.333333333333336
2.0;65.0;419.0;81.0;2012;61.0;61.0;55.0;0;54.0;34.470588235294116;42;30;31;37;40;35;49;1;1;33.833333333333336
2.0;48.0;436.0;60.0;2012;54.0;65.0;61.0;0;60.0;36.35294117647059;47;30;33;35;34;35;40;2;2;30.5
3.0;63.0;427.0;63.0;2012;69.0;60.0;50.0;0;66.0;38.0;43;32;34;43;47;44;50;1;1;40.666666666666664
3.0;33.0;407.0;66.0;2012;59.0;58.0;55.0;0;49.0;42.1764705882353;38;37;34;44;45;32;50;1;1;41.333333333333336
2.0;37.0;415.0;63.0;2012;54.0;55.0;57.0;0;61.0;35.76470588235294;41;30;34;35;40;33;50;1;1;36.5
2.0;63.0;431.0;57.0;2012;59.0;62.0;68.0;0;60.0;33.94117647058823;46;33;30;36;45;33;49;1;1;33.666666666666664
2.0;80.0;410.0;59.0;2012;63.0;53.0;57.0;1;53.0;39.11764705882353;30;36;34;48;48;32;47;1;1;32.5
1.0;43.0;418.0;59.0;2012;68.0;59.0;60.0;1;59.0;35.64705882352941;0;0;28;45;41;0;42;0;1;28.0
1.0;45.0;441.0;51.0;2012;78.0;55.0;53.0;0;76.0;33.11764705882353;30;38;30;39;33;22;48;2;1;28.0
1.0;47.0;386.0;69.0;2012;63.0;56.0;43.0;1;46.0;33.294117647058826;48;30;27;43;41;40;47;3;3;27.0
1.0;39.0;402.0;56.0;2012;63.0;41.0;54.0;0;63.0;32.470588235294116;6;2;8;28;33;6;43;1;2;8.0
2.0;47.0;400.0;60.0;2012;54.0;63.0;49.0;0;51.0;36.35294117647059;42;33;30;42;36;30;48;1;1;34.166666666666664
2.0;52.0;403.0;55.0;2012;62.0;74.0;48.0;0;51.0;36.470588235294116;39;31;30;44;40;38;49;1;1;32.833333333333336
2.0;43.0;403.0;55.0;2012;62.0;55.0;40.0;0;63.0;34.23529411764706;44;32;38;34;36;32;45;2;3;35.6
1.0;50.0;394.0;62.0;2012;61.0;62.0;46.0;0;53.0;32.294117647058826;0;30;30;38;40;21;40;1;2;27.25
2.0;60.0;414.0;52.0;2012;62.0;53.0;54.0;0;59.0;35.588235294117645;32;35;30;42;40;33;50;2;1;35.5
2.0;55.0;396.0;66.0;2012;54.0;54.0;58.0;0;49.0;35.588235294117645;42;32;31;36;46;39;46;1;2;33.333333333333336
2.0;55.0;412.0;52.0;2012;65.0;60.0;61.0;0;58.0;35.76470588235294;45;31;30;41;42;34;50;1;1;34.5
2.0;60.0;398.0;52.0;2012;61.0;58.0;48.0;0;49.0;34.35294117647059;46;30;30;42;47;30;46;1;2;36.166666666666664
1.0;53.0;387.0;69.0;2012;50.0;62.0;46.0;0;53.0;33.94117647058823;50;31;30;36;34;36;50;2;2;21.0
2.0;53.0;387.0;70.0;2012;78.0;41.0;45.0;0;55.0;37.1764705882353;38;33;30;41;44;30;45;1;1;32.666666666666664
1.0;45.0;402.0;51.0;2012;68.0;52.0;44.0;0;59.0;32.470588235294116;42;11;8;44;39;11;44;1;1;8.0
1.0;52.0;416.0;47.0;2012;63.0;52.0;60.0;0;68.0;35.05882352941177;36;30;33;37;44;32;49;1;1;20.666666666666668
2.0;50.0;395.0;60.0;2012;58.0;50.0;54.0;0;51.0;32.88235294117647;34;30;30;42;47;31;50;2;2;33.5
2.0;49.0;394.0;65.0;2012;50.0;38.0;69.0;0;63.0;34.05882352941177;30;30;36;32;34;32;50;1;1;34.5
2.0;43.0;424.0;55.0;2012;54.0;46.0;84.0;1;68.0;35.294117647058826;37;30;30;40;38;33;47;1;1;33.0
2.0;54.45;397.17;54.57;2012;56.23;52.28;51.03;0;59.89;41.411764705882355;37;39;35;39;40;30;44;1;1;35.333333333333336
1.0;55.0;388.0;60.0;2012;57.0;47.0;49.0;0;55.0;33.0;40;0;23;0;0;0;50;0;1;23.0
1.0;49.0;379.0;65.0;2012;58.0;47.0;33.0;0;69.0;28.294117647058822;0;0;16;0;0;0;40;0;1;16.0
1.0;43.0;385.0;47.0;2012;54.0;49.0;44.0;0;58.0;34.588235294117645;10;9;1;34;14;19;50;3;3;1.0
1.0;40.0;373.0;62.0;2012;54.0;45.0;50.0;0;48.0;33.294117647058826;2;7;8;27;39;5;28;1;1;8.0
1.0;60.0;400.0;56.0;2012;63.0;47.0;60.0;0;59.0;37.23529411764706;7;8;7;25;21;8;14;2;2;7.0
2.0;53.0;393.0;60.0;2012;58.0;44.0;53.0;0;63.0;35.529411764705884;35;40;40;41;37;30;43;1;1;39.0
1.0;53.0;362.0;57.0;2012;56.0;49.0;39.0;0;46.0;35.1764705882353;40;23;26;33;32;28;50;3;3;26.0
1.0;50.0;394.0;52.0;2012;46.0;53.0;60.0;0;63.0;34.8235294117647;23;0;15;0;0;0;47;0;1;15.0
2.0;57.0;363.0;55.0;2012;59.0;49.0;41.0;1;46.0;40.35294117647059;38;41;34;44;46;34;47;1;1;36.833333333333336
2.0;51.33;382.47;49.63;2012;50.31;57.63;51.03;0;55.79;36.294117647058826;42;31;31;35;44;31;46;1;1;32.666666666666664
2.0;56.0;393.0;49.0;2012;69.0;38.0;49.0;0;63.0;34.588235294117645;49;31;39;38;38;30;44;1;2;39.833333333333336
1.0;39.0;373.0;56.0;2012;63.0;44.0;45.0;0;51.0;30.823529411764707;0;0;16;30;0;0;43;0;2;16.0
2.0;43.0;360.0;54.0;2012;61.0;50.0;32.0;1;48.0;34.470588235294116;40;36;30;36;34;30;50;1;3;32.166666666666664
2.0;47.0;384.0;52.0;2012;58.0;47.0;53.0;0;58.0;34.1764705882353;37;42;34;39;43;30;50;2;1;36.5
1.0;68.41;373.48;54.57;2012;56.32;52.28;33.84;0;59.89;21.352941176470587;0;0;2;5;0;0;25;0;1;2.0
1.0;43.0;380.0;54.0;2012;50.0;58.0;48.0;0;57.0;31.88235294117647;30;30;27;35;36;31;45;1;2;30.0
1.0;42.0;363.0;62.0;2012;48.0;56.0;39.0;0;53.0;32.0;38;30;30;38;34;30;37;2;2;21.4
2.0;53.27;357.29;54.74;2012;50.31;50.15;36.24;1;47.34;33.0;40;31;31;31;36;34;37;1;2;33.0
2.0;41.7;378.42;53.97;2012;51.38;55.66;51.78;0;51.89;37.23529411764706;30;42;35;42;48;30;45;1;1;34.5
2.0;34.0;377.0;63.0;2012;49.0;41.0;59.0;0;63.0;34.11764705882353;42;30;39;41;33;32;32;1;1;37.666666666666664
2.0;43.0;359.0;63.0;2012;48.0;58.0;39.0;0;58.0;35.588235294117645;38;32;31;35;30;34;47;2;3;33.833333333333336
1.0;52.09;367.42;56.13;2012;54.48;50.78;49.23;0;45.47;37.294117647058826;40;32;22;39;38;28;49;1;3;26.333333333333332
1.0;41.0;394.0;43.0;2012;58.0;59.0;49.0;0;59.0;36.11764705882353;33;30;30;37;40;38;33;2;3;23.333333333333332
2.0;59.0;374.0;52.0;2012;52.0;54.0;58.0;1;46.0;33.705882352941174;40;38;32;39;42;35;42;1;1;33.833333333333336
1.0;39.0;360.0;54.0;2012;63.0;51.0;40.0;1;51.0;35.11764705882353;33;30;30;32;40;27;43;2;1;26.666666666666668
2.0;48.42;371.65;47.15;2012;48.38;50.15;39.78;0;61.52;37.11764705882353;50;31;30;40;45;30;50;1;1;33.166666666666664
1.0;47.0;376.0;56.0;2012;58.0;53.0;54.0;0;51.0;31.764705882352942;6;0;10;31;12;0;27;0;2;10.0
2.0;37.51;378.17;50.09;2012;58.52;49.3;49.38;0;60.0;36.88235294117647;35;21;30;40;37;26;36;3;2;34.0
2.0;45.0;366.0;49.0;2012;63.0;50.0;45.0;0;48.0;36.0;40;30;30;40;46;34;42;1;3;35.666666666666664
2.0;47.0;375.0;54.0;2012;54.0;53.0;57.0;0;49.0;37.05882352941177;40;30;30;37;40;40;43;1;3;34.0
2.0;71.53;374.55;49.63;2012;52.31;63.72;51.03;0;53.82;33.294117647058826;37;35;31;34;44;30;49;1;1;30.666666666666668
3.0;43.0;383.0;49.0;2012;54.0;56.0;60.0;1;55.0;38.23529411764706;34;34;33;45;43;40;49;1;1;40.666666666666664
1.0;42.2;367.15;52.53;2012;50.87;52.59;48.98;0;55.8;36.470588235294116;33;14;30;31;36;36;42;3;2;18.75
1.0;44.71;364.23;60.41;2012;46.23;47.62;51.14;0;57.16;33.411764705882355;40;0;20;34;44;0;50;0;2;20.0
1.0;46.0;361.0;49.0;2012;59.0;49.0;48.0;0;48.0;35.64705882352941;44;35;30;41;39;30;50;2;2;29.5
2.0;45.98;363.1;54.12;2012;47.14;47.22;46.04;0;60.25;35.64705882352941;40;32;32;35;45;26;47;1;1;31.75
2.0;37.0;353.0;49.0;2012;56.0;52.0;39.0;0;53.0;36.64705882352941;37;30;28;39;42;34;47;3;3;32.0
2.0;52.0;356.0;46.0;2012;52.0;55.0;45.0;1;45.0;36.470588235294116;37;35;34;40;48;31;50;1;1;34.833333333333336
2.0;68.0;468.0;66.0;2013;67.0;65.0;58.0;1;60.0;37.11764705882353;38;38;33;0;0;36;47;1;1;33.0
2.0;60.0;455.0;73.0;2013;57.0;66.0;54.0;0;61.0;40.23529411764706;42;32;35;42;40;38;47;1;1;37.5
2.0;55.0;438.0;60.0;2013;57.0;66.0;51.0;0;51.0;33.35294117647059;43;37;36;43;39;37;47;2;2;35.5
2.0;75.0;437.0;65.0;2013;55.0;59.0;53.0;0;59.0;37.23529411764706;40;33;32;45;45;41;50;1;1;38.166666666666664
1.0;72.0;454.0;67.0;2013;59.0;62.0;53.0;0;78.0;37.470588235294116;34;33;21;0;28;31;45;1;1;21.0
2.0;61.0;433.0;65.0;2013;57.0;61.0;51.0;0;57.0;34.94117647058823;36;35;32;35;40;31;49;2;1;33.5
2.0;75.0;445.0;64.0;2013;59.0;65.0;58.0;0;65.0;34.94117647058823;30;32;32;43;37;31;47;3;2;35.833333333333336
2.0;71.0;429.0;63.0;2013;68.0;55.0;48.0;0;63.0;36.705882352941174;39;30;35;43;32;34;48;1;1;37.333333333333336
2.0;77.0;438.0;65.0;2013;68.0;63.0;60.0;0;59.0;31.88235294117647;0;18;36;40;44;18;43;2;2;36.0
2.0;70.0;434.0;63.0;2013;70.0;57.0;54.0;0;63.0;35.1764705882353;46;36;33;36;43;31;46;2;1;34.833333333333336
2.0;61.0;419.0;65.0;2013;59.0;59.0;42.0;0;67.0;38.8235294117647;42;33;39;44;44;30;50;1;1;36.666666666666664
2.0;77.0;432.0;57.0;2013;59.0;61.0;54.0;1;59.0;37.94117647058823;40;32;33;44;41;31;50;1;1;36.833333333333336
3.0;80.0;425.0;64.0;2013;61.0;56.0;50.0;0;63.0;42.11764705882353;37;41;42;0;43;45;50;1;1;42.0
1.0;63.0;421.0;57.0;2013;55.0;61.0;49.0;0;57.0;36.588235294117645;43;20;31;45;46;37;50;2;1;20.5
2.0;54.0;417.0;60.0;2013;63.0;61.0;50.0;0;54.0;35.588235294117645;40;40;30;41;38;33;35;1;1;32.333333333333336
2.0;51.0;420.0;57.0;2013;56.0;59.0;53.0;0;54.0;35.1764705882353;37;34;31;48;34;31;47;1;1;38.833333333333336
1.0;50.0;420.0;59.0;2013;58.0;52.0;59.0;0;63.0;36.35294117647059;29;24;25;45;44;33;47;2;2;25.0
2.0;39.0;417.0;59.0;2013;53.0;47.0;55.0;0;60.0;38.8235294117647;43;36;41;41;44;41;47;2;1;37.333333333333336
2.0;65.0;417.0;62.0;2013;55.0;64.0;53.0;1;57.0;40.588235294117645;44;33;40;49;44;39;50;1;1;37.166666666666664
2.0;68.0;418.0;57.0;2013;57.0;56.0;47.0;1;65.0;35.1764705882353;39;30;31;40;43;31;47;1;1;36.166666666666664
2.0;61.0;404.0;62.0;2013;55.0;55.0;37.0;0;64.0;34.470588235294116;42;30;40;37;35;31;46;1;1;34.666666666666664
1.0;66.91;403.23;62.46;2013;60.24;61.54;49.72;0;50.99;35.05882352941177;34;19;17;39;44;24;45;3;1;17.0
2.0;52.0;389.0;73.0;2013;50.0;57.0;43.0;0;53.0;39.8235294117647;43;36;30;37;50;30;47;1;1;37.0
2.0;70.0;414.0;66.0;2013;53.0;60.0;55.0;0;60.0;35.294117647058826;30;30;35;31;43;31;50;1;1;34.333333333333336
2.0;39.0;409.0;54.0;2013;59.0;50.0;50.0;0;58.0;38.470588235294116;35;30;31;41;48;30;47;1;2;33.833333333333336
1.0;60.0;397.0;66.0;2013;55.0;56.0;45.0;0;54.0;34.0;38;30;28;37;32;16;47;1;3;23.666666666666668
2.0;47.0;407.0;67.0;2013;52.0;61.0;47.0;0;59.0;33.411764705882355;44;35;33;42;43;33;41;1;3;31.4
2.0;51.0;408.0;67.0;2013;55.0;57.0;53.0;0;59.0;33.411764705882355;39;32;35;47;38;35;50;1;1;34.5
2.0;57.0;413.0;57.0;2013;59.0;61.0;45.0;1;64.0;35.411764705882355;34;32;38;44;46;41;50;2;2;37.166666666666664
2.0;75.0;415.0;57.0;2013;61.0;59.0;47.0;0;59.0;32.11764705882353;45;30;35;45;43;36;49;1;1;31.666666666666668
1.0;43.0;400.0;60.0;2013;46.0;44.0;54.0;0;55.0;33.11764705882353;0;17;32;30;27;27;44;2;1;24.5
1.0;61.0;413.0;48.0;2013;52.0;64.0;50.0;1;54.0;37.88235294117647;0;23;12;39;41;6;50;2;2;12.0
2.0;43.0;388.0;55.0;2013;52.0;57.0;45.0;0;52.0;36.0;38;30;34;39;38;31;45;1;1;33.0
1.0;36.0;397.0;65.0;2013;58.0;53.0;53.0;0;55.0;33.35294117647059;12;32;22;32;0;12;44;1;2;22.0
2.0;50.0;406.0;57.0;2013;52.0;56.0;53.0;1;56.0;33.64705882352941;32;30;30;42;32;45;50;1;1;38.5
2.0;83.0;395.0;57.0;2013;57.0;59.0;43.0;0;53.0;36.0;36;32;31;48;37;38;49;1;1;39.0
2.0;60.44;411.25;59.37;2013;50.31;57.63;58.0;0;53.82;35.76470588235294;43;31;33;47;39;32;50;1;1;36.166666666666664
2.0;50.0;396.0;67.0;2013;42.0;61.0;51.0;0;55.0;34.470588235294116;37;32;34;42;31;31;35;2;2;35.5
2.0;59.0;396.0;59.0;2013;53.0;51.0;48.0;0;50.0;36.1764705882353;32;39;34;35;31;33;49;2;1;37.166666666666664
1.0;63.0;386.0;64.0;2013;55.0;55.0;36.0;0;54.0;34.11764705882353;0;3;2;37;36;5;5;1;1;2.0
1.0;47.0;415.0;51.0;2013;64.0;63.0;57.0;0;57.0;34.294117647058826;30;32;33;41;38;41;46;1;3;29.166666666666668
2.0;68.0;409.0;57.0;2013;59.0;60.0;63.0;1;50.0;38.23529411764706;0;30;31;36;38;11;47;2;2;30.5
1.0;54.9;389.31;67.99;2013;41.48;62.42;46.59;0;55.09;34.705882352941174;40;23;8;31;34;28;44;3;2;8.0
2.0;53.0;398.0;60.0;2013;64.0;57.0;50.0;0;52.0;37.0;30;41;30;48;35;32;31;2;1;33.666666666666664
2.0;48.0;391.0;62.0;2013;52.0;52.0;50.0;0;54.0;33.88235294117647;40;42;30;30;38;31;34;2;1;31.333333333333332
2.0;75.0;413.0;57.0;2013;59.0;55.0;54.0;0;64.0;35.588235294117645;45;30;33;37;42;31;32;1;3;32.8
2.0;57.0;403.0;57.0;2013;53.0;59.0;49.0;0;55.0;37.35294117647059;33;34;34;37;41;35;49;1;1;39.833333333333336
2.0;55.0;395.0;57.0;2013;57.0;57.0;47.0;0;52.0;38.470588235294116;44;35;34;45;43;41;50;1;1;39.333333333333336
1.0;72.0;411.0;57.0;2013;59.0;54.0;56.0;0;59.0;33.294117647058826;0;34;30;47;41;33;44;1;2;29.0
2.0;43.0;391.0;56.0;2013;54.0;50.0;49.0;0;59.0;33.94117647058823;35;39;35;41;40;33;40;1;2;36.166666666666664
2.0;51.0;396.0;59.0;2013;51.0;51.0;48.0;0;62.0;35.64705882352941;40;33;30;34;33;31;50;1;1;35.5
1.0;83.0;412.0;60.0;2013;64.0;55.0;54.0;0;66.0;32.588235294117645;20;0;13;33;38;7;46;0;1;13.0
2.0;58.0;375.0;60.0;2013;60.0;54.0;30.0;0;52.0;34.35294117647059;32;30;34;44;40;31;44;2;1;33.75
1.0;59.0;401.0;59.0;2013;59.0;56.0;50.0;0;58.0;34.470588235294116;30;30;25;38;42;32;32;2;3;26.2
2.0;53.0;408.0;51.0;2013;59.0;59.0;51.0;0;66.0;38.11764705882353;37;32;38;34;37;34;30;1;1;38.833333333333336
2.0;52.0;385.0;64.0;2013;60.0;56.0;42.0;0;48.0;36.76470588235294;42;34;32;45;44;40;48;1;1;36.833333333333336
1.0;56.0;399.0;63.0;2013;54.0;55.0;60.0;0;55.0;34.588235294117645;30;18;15;0;31;2;50;1;1;15.0
1.0;63.0;430.0;52.0;2013;59.0;65.0;64.0;0;63.0;35.294117647058826;40;12;12;45;48;11;46;1;1;12.0
1.0;48.0;411.0;46.0;2013;60.0;59.0;57.0;0;57.0;34.23529411764706;39;35;30;43;41;22;48;1;1;29.5
2.0;75.0;405.0;53.0;2013;53.0;59.0;49.0;1;64.0;40.11764705882353;43;37;36;49;45;31;46;1;1;36.333333333333336
1.0;43.0;363.0;63.0;2013;54.0;52.0;36.0;1;41.0;33.0;33;22;28;38;44;22;43;2;2;28.0
2.0;45.0;398.0;55.0;2013;63.0;50.0;53.0;0;50.0;35.705882352941174;47;31;30;35;41;34;35;3;3;33.5
1.0;48.0;385.0;57.0;2013;55.0;51.0;43.0;0;59.0;34.11764705882353;36;35;34;33;35;30;37;2;1;27.666666666666668
2.0;52.0;393.0;52.0;2013;53.0;58.0;50.0;0;58.0;35.705882352941174;39;35;31;39;41;33;50;2;1;33.166666666666664
