CON_MAT_ICFES;QUIMICA_ICFES;PG_ICFES;FISICA_ICFES;IDIOMA_ICFES;BIOLOGIA_ICFES;GENERO;LOCALIDAD;LITERATURA_ICFES;PROMEDIO_UNO;NOTA_DIF;EPA_UNO;NOTA_PROGB;NOTA_FIS_UNO;NCP_UNO;NOTA_TEXTOS;NOTA_CFJC;NAP_UNO;PROMEDIO_DOS;NAA_DOS;NOTA_INT;VECES_INT;NCA_DOS;NOTA_FIS_DOS;CAR_DOS;PROMEDIO_TRES;NCA_TRES;NOTA_FIS_TRES;NOTA_EL_UNO;VECES_FIS_TRES;NOTA_DEM;PROMEDIO_CINCO;RENDIMIENTO_CINCO
78.0;77.0;438.0;63.0;68.0;54.0;0;1;56.0;32.42857142785714;30.0;2;31.0;27.33333333;3.0;40.0;46.0;1;35.35294117647059;5;31.0;1;14.0;35.0;1;30.194444445000002;9.0;30.0;24.66666667;1;36.0;30.0;1.0
68.0;69.0;447.0;66.0;71.0;59.0;0;20;58.0;36.0;30.0;2;39.0;36.0;0.0;37.0;42.0;0;34.55882352941177;6;31.0;1;17.0;35.0;1;32.5;18.0;34.0;31.0;1;37.0;34.0;2.0
68.0;88.0;431.0;70.0;56.0;55.0;0;10;52.0;38.07142857142857;31.0;2;41.0;41.0;0.0;39.0;40.0;0;35.76470588235294;6;30.0;1;17.0;34.0;1;41.388888888888886;18.0;39.0;41.0;1;39.0;44.333333333333336;3.0
71.0;59.0;437.0;66.0;57.0;64.0;0;20;62.0;38.0;33.0;2;44.0;35.0;0.0;40.0;41.0;0;33.529411764705884;6;30.0;1;17.0;33.0;0;32.083333333333336;15.0;35.0;20.5;1;45.0;33.71111111066667;2.0
78.0;59.0;444.0;59.0;68.0;57.0;1;10;62.0;38.714285714285715;39.0;2;43.0;36.0;0.0;37.0;30.0;0;35.76470588235294;6;33.0;2;17.0;31.0;1;33.02777777777778;18.0;30.0;30.0;1;32.0;39.06666666666667;2.0
58.0;77.0;448.0;69.0;46.0;62.0;0;5;65.0;37.642857142857146;31.0;2;39.0;40.0;0.0;40.0;43.0;0;35.6764705882353;6;33.0;1;17.0;35.0;1;37.111111111111114;18.0;40.0;37.0;1;39.0;34.6;2.0
65.0;69.0;446.0;66.0;66.0;64.0;0;20;60.0;36.714285714285715;32.0;2;37.0;36.0;0.0;39.0;46.0;0;33.470588235294116;5;31.0;1;14.0;32.0;1;33.583333333333336;18.0;33.0;30.0;1;32.0;33.044444444;2.0
75.0;69.0;441.0;59.0;60.0;62.0;0;16;58.0;33.57142857142857;33.0;2;31.0;32.0;0.0;35.0;37.0;0;26.91176470588235;3;17.5;2;8.0;30.0;5;27.75;4.0;36.0;26.5;1;42.0;31.0;2.0
65.0;62.0;418.0;74.0;57.0;49.0;0;9;58.0;32.32142857142857;30.0;2;35.0;26.5;3.0;36.0;40.0;1;29.676470588235293;4;28.5;2;11.0;32.0;2;26.36111111111111;13.0;30.0;23.5;1;41.0;28.533333333333335;1.0
57.0;69.0;421.0;80.0;47.0;51.0;0;18;52.0;38.07142857142857;31.0;2;48.0;36.0;0.0;40.0;46.0;0;29.852941175882354;3;24.33333333;3;8.0;27.5;3;35.19444444444444;15.0;36.0;24.0;1;42.0;30.34722222166667;2.0
78.0;54.0;416.0;66.0;58.0;45.0;0;10;52.0;41.0;39.0;2;46.0;35.0;0.0;42.0;44.0;0;40.8235294117647;6;40.0;1;17.0;41.0;0;37.55555555555556;18.0;35.0;36.0;1;41.0;39.93333333333333;2.0
68.0;65.0;421.0;70.0;66.0;53.0;0;10;56.0;37.142857142857146;35.0;2;36.0;38.0;0.0;37.0;45.0;0;34.205882352941174;5;41.0;1;14.0;35.0;1;30.944444444444443;16.0;39.0;32.0;1;47.0;20.433333333333334;1.0
71.0;77.0;454.0;56.0;43.0;67.0;0;3;62.0;34.857142857142854;30.0;2;35.0;36.0;0.0;39.0;40.0;0;32.1764705882353;5;33.0;1;14.0;31.0;2;32.69444444444444;15.0;30.0;24.5;1;37.0;24.375;1.0
68.0;65.0;410.0;74.0;48.0;53.0;0;18;54.0;34.214285714285715;32.0;2;35.0;35.0;0.0;36.0;34.0;0;32.3235294117647;4;29.0;2;11.0;28.5;2;23.750000000555556;1.0;29.5;28.0;2;40.0;1.2;1.0
80.0;65.0;442.0;53.0;61.0;63.0;0;20;61.0;38.92857142857143;33.0;2;44.0;39.0;0.0;39.0;48.0;0;40.8235294117647;6;33.0;1;17.0;42.0;0;33.27777777777778;16.0;35.0;30.0;1;40.0;25.300000000666667;1.0
68.0;77.0;441.0;59.0;66.0;55.0;0;8;60.0;33.357142857142854;31.0;2;35.0;30.0;0.0;35.0;45.0;0;34.14705882352941;6;30.0;1;17.0;31.0;1;36.333333333333336;18.0;34.0;33.0;1;42.0;37.111111111111114;2.0
69.0;49.0;439.0;63.0;66.0;63.0;0;8;69.0;38.357142857142854;33.0;2;38.0;40.0;0.0;44.0;42.0;0;33.5;5;28.0;2;14.0;33.0;2;33.30555555555556;18.0;38.0;32.5;1;32.0;38.06666666666667;2.0
65.0;65.0;442.0;62.0;51.0;59.0;0;7;65.0;35.785714285714285;36.0;2;38.0;32.0;1.0;37.0;27.0;1;29.431372549411762;2;24.0;2;6.0;27.0;4;27.944444444444443;7.0;27.5;29.0;2;41.0;7.8;1.0
67.0;53.0;361.0;52.0;59.0;56.0;0;11;50.0;33.5;33.0;2;32.0;30.0;0.0;37.0;42.0;0;32.8;3;29.5;2;9.0;30.0;2;29.944444443888887;16.0;34.0;34.0;1;40.0;26.266666666666666;1.0
71.0;59.0;445.0;59.0;66.0;62.0;0;7;60.0;37.57142857142857;38.0;2;41.0;30.0;0.0;39.0;41.0;0;39.11764705882353;6;37.0;1;17.0;35.0;0;33.888888888888886;18.0;37.0;33.0;1;39.0;41.266666666666666;3.0
74.0;65.0;422.0;56.0;52.0;62.0;0;11;60.0;34.07142857142857;32.0;2;32.0;33.0;0.0;38.0;42.0;0;35.05882352941177;6;34.0;1;17.0;30.0;1;36.666666666666664;18.0;41.0;35.0;1;43.0;37.266666666666666;2.0
88.0;88.0;504.0;80.0;77.0;61.0;0;8;60.0;38.857142857142854;33.0;2;36.0;47.0;0.0;40.0;42.0;0;38.88235294117647;6;35.0;1;17.0;46.0;0;36.72222222222222;15.0;40.0;28.0;1;45.0;38.86666666666667;2.0
83.0;77.0;484.0;69.0;57.0;58.0;0;8;56.0;31.904761905714285;27.66666667;2;28.0;37.0;7.0;36.0;39.0;2;35.88235294117647;5;40.0;1;14.0;35.0;1;27.944444444444443;10.0;37.0;28.0;1;38.0;2.4;1.0
78.0;71.0;457.0;70.0;51.0;54.0;0;10;63.0;33.214285714285715;30.0;2;39.0;29.0;4.0;40.0;27.0;2;33.64705882352941;6;33.0;1;17.0;33.0;0;34.27777777777778;18.0;30.0;31.0;1;40.0;37.93333333333333;2.0
62.0;66.0;441.0;79.0;53.0;53.0;0;20;71.0;34.92857142857143;38.0;2;28.0;32.0;3.0;39.0;34.0;1;28.411764705294118;3;22.33333333;3;8.0;24.0;4;34.30555555611111;18.0;30.0;30.66666667;2;42.0;32.791666666666664;2.0
51.0;55.0;430.0;93.0;43.0;54.0;1;11;63.0;37.07142857142857;34.0;2;35.0;38.0;0.0;41.0;37.0;0;34.05882352882353;5;31.0;1;14.0;26.33333333;1;31.166666667222223;9.0;41.0;25.5;1;41.0;38.13333333333333;2.0
68.0;62.0;439.0;80.0;94.0;55.0;0;20;58.0;38.142857142857146;30.0;2;49.0;39.0;0.0;37.0;41.0;0;39.88235294117647;6;37.0;1;17.0;30.0;0;35.94444444444444;18.0;39.0;34.0;1;36.0;25.933333333333334;1.0
71.0;67.0;436.0;77.0;77.0;52.0;0;10;57.0;39.42857142857143;30.0;2;50.0;43.0;0.0;37.0;41.0;0;37.588235294117645;6;35.0;1;17.0;31.0;0;32.166666666666664;15.0;32.0;29.0;1;39.0;41.733333333333334;3.0
83.0;59.0;443.0;66.0;59.0;55.0;0;19;58.0;33.92857142857143;30.0;2;32.0;35.0;0.0;35.0;42.0;0;30.5;3;28.0;2;9.0;26.5;3;34.916666666666664;15.0;30.0;21.5;2;44.0;35.666666666666664;2.0
74.0;65.0;434.0;74.0;45.0;55.0;0;5;52.0;34.714285714285715;28.5;2;36.0;40.0;4.0;35.0;36.0;1;36.76470588235294;6;44.0;1;17.0;37.0;1;35.72222222222222;18.0;36.0;30.0;1;43.0;27.8;1.0
72.0;63.0;420.0;72.0;52.0;51.0;0;9;66.0;41.0;41.0;2;41.0;39.0;0.0;50.0;31.0;0;35.14705882352941;5;33.0;1;14.0;27.5;1;27.805555555555557;10.0;30.0;27.0;1;33.0;36.53333333333333;2.0
75.0;59.0;436.0;65.0;56.0;55.0;0;7;62.0;36.642857142857146;35.0;2;31.0;36.0;0.0;50.0;34.0;0;34.05882352941177;6;31.0;1;17.0;30.0;0;23.36111111111111;4.0;33.5;18.5;2;35.0;22.54444444466667;1.0
71.0;61.0;439.0;72.0;60.0;63.0;0;8;51.0;39.357142857142854;38.0;2;40.0;38.0;0.0;43.0;43.0;0;33.88235294117647;5;22.0;2;14.0;34.0;2;33.333333333333336;16.0;36.0;36.0;1;30.0;29.666666666666668;1.0
59.0;53.0;465.0;65.0;56.0;90.0;0;7;77.0;29.773809523571426;20.5;1;39.0;24.5;8.0;50.0;14.33333333;3;32.44117647058823;5;24.5;2;14.0;30.0;1;30.166666666666668;14.0;34.0;30.0;1;22.0;8.6;1.0
62.0;59.0;420.0;79.0;56.0;49.0;0;20;60.0;29.178571428571427;22.0;1;33.0;33.0;4.0;30.0;30.5;1;34.705882352941174;6;33.0;1;17.0;32.0;1;31.055555555555557;16.0;31.0;30.0;1;40.0;27.966666666666665;1.0
78.0;65.0;448.0;59.0;66.0;59.0;1;11;62.0;37.714285714285715;36.0;2;37.0;32.0;0.0;44.0;40.0;0;35.23529411764706;6;33.0;1;17.0;33.0;0;33.166666666666664;12.0;40.0;33.0;1;40.0;39.6;2.0
65.0;57.0;405.0;83.0;49.0;47.0;0;14;53.0;36.714285714285715;32.0;2;46.0;30.0;0.0;36.0;45.0;0;31.5;5;34.0;1;14.0;26.5;1;35.638888888888886;15.0;39.0;27.0;1;40.0;30.466666666666665;2.0
65.0;59.0;419.0;77.0;75.0;50.0;0;8;63.0;32.857142857142854;27.0;2;31.0;38.0;4.0;35.0;40.0;1;32.49999999941176;5;31.0;1;14.0;30.0;2;34.80555555555556;15.0;30.0;26.5;1;37.0;23.666666666666668;1.0
63.0;55.0;410.0;83.0;61.0;58.0;0;10;51.0;31.5;23.0;2;36.0;33.0;4.0;34.0;40.0;1;33.85294117588235;5;33.5;2;14.0;33.0;3;27.694444444444443;10.0;37.0;30.0;1;38.0;22.3;1.0
86.0;55.0;413.0;63.0;30.0;55.0;0;8;50.0;31.607142857142858;23.5;2;27.5;40.0;7.0;36.0;34.0;2;33.411764705882355;4;33.0;1;11.0;31.0;2;33.58333333277778;15.0;32.0;30.33333333;1;45.0;15.857142857142858;1.0
63.0;64.0;423.0;72.0;47.0;63.0;0;10;61.0;37.42857142857143;40.0;2;37.0;36.0;0.0;37.0;30.0;0;31.941176471176473;5;30.0;1;14.0;27.66666667;1;30.705882352941178;11.0;31.0;21.5;1;0.0;33.96666666666667;2.0
71.0;76.0;435.0;59.0;57.0;55.0;0;7;58.0;36.607142857142854;39.0;2;35.5;31.0;0.0;41.0;30.0;0;31.558823529411764;4;21.0;2;11.0;27.5;4;25.305555555555557;7.0;27.0;24.5;2;40.0;3.0;1.0
71.0;65.0;434.0;62.0;58.0;59.0;1;8;60.0;31.964285714285715;29.0;2;30.0;35.0;4.0;37.0;31.5;1;31.264705882941175;3;28.0;2;8.0;28.5;4;31.333333333888888;12.0;34.0;31.0;1;45.0;33.333333333333336;2.0
77.0;59.0;403.0;68.0;69.0;48.0;0;10;53.0;31.964285714285715;28.0;2;38.0;30.0;5.0;39.0;21.5;2;28.941176470588236;4;18.0;2;11.0;22.0;3;31.833333333333332;18.0;33.0;30.0;1;35.0;33.733333333333334;2.0
62.0;65.0;433.0;66.0;66.0;64.0;0;20;62.0;38.42857142857143;34.0;2;43.0;42.0;0.0;38.0;37.0;0;37.588235294117645;6;32.0;1;17.0;36.0;0;37.72222222222222;18.0;40.0;37.0;1;40.0;29.533333334;1.0
61.0;67.0;419.0;72.0;48.0;58.0;0;11;57.0;34.07142857142857;36.0;2;30.0;31.0;0.0;34.0;39.0;0;32.88235294117647;6;34.0;1;17.0;33.0;0;38.111111111111114;18.0;35.0;36.0;1;38.0;33.733333333333334;2.0
60.0;61.0;426.0;66.0;63.0;53.0;0;8;65.0;36.07142857142857;30.0;2;42.0;37.0;0.0;36.0;38.0;0;37.0;6;32.0;1;17.0;36.0;0;34.888888888888886;18.0;35.0;33.0;1;39.0;35.233333333333334;2.0
63.0;59.0;424.0;65.0;43.0;59.0;0;19;68.0;34.57142857142857;30.0;2;35.0;35.0;0.0;42.0;37.0;0;29.000000000588237;3;23.5;2;8.0;29.66666667;3;28.583333333333332;10.0;33.0;23.0;1;30.0;33.6;2.0
65.0;69.0;424.0;62.0;71.0;55.0;0;9;62.0;36.357142857142854;31.0;2;42.0;37.0;0.0;37.0;38.0;0;35.0;6;30.0;1;17.0;32.0;0;36.22222222222222;18.0;40.0;32.0;1;42.0;34.4;2.0
65.0;78.0;424.0;62.0;48.0;54.0;0;4;59.0;33.92857142785714;33.0;2;36.0;22.33333333;3.0;43.0;38.0;1;25.970588235882353;2;14.66666667;3;5.0;35.0;4;23.75;7.0;34.0;19.0;1;42.0;21.11111111111111;1.0
68.0;57.0;417.0;62.0;58.0;52.0;0;19;61.0;39.42857142857143;37.0;2;41.0;38.0;0.0;39.0;42.0;0;33.17647058764706;4;35.0;1;11.0;28.0;2;28.38888888888889;13.0;40.0;30.0;1;40.0;25.033333333333335;1.0
60.0;70.0;423.0;65.0;74.0;58.0;0;19;56.0;37.142857142857146;28.5;2;42.0;36.0;4.0;42.0;42.0;1;33.32352941235294;5;32.0;1;14.0;32.0;2;35.02777777777778;15.0;39.0;31.5;1;42.0;35.93333333333333;2.0
65.0;69.0;425.0;59.0;63.0;57.0;1;9;60.0;33.32142857142857;25.0;2;35.0;30.5;4.0;39.0;47.0;1;35.411764705882355;6;34.0;1;17.0;40.0;0;34.27777777777778;15.0;30.0;29.0;1;44.0;39.666666666666664;2.0
62.0;62.0;417.0;66.0;42.0;64.0;0;16;58.0;34.785714285714285;32.0;2;37.0;30.0;0.0;35.0;46.0;0;32.911764705882355;5;30.0;1;14.0;32.0;1;29.333333333333332;13.0;37.0;25.0;1;48.0;34.9;2.0
68.0;77.0;434.0;50.0;60.0;57.0;0;19;62.0;41.0;43.0;2;40.0;34.0;0.0;44.0;43.0;0;37.294117647058826;6;30.0;1;17.0;35.0;0;35.083333333333336;15.0;36.0;28.0;1;43.0;40.06666666666667;3.0
68.0;59.0;405.0;65.0;51.0;50.0;0;1;51.0;33.857142857142854;35.0;2;30.0;32.0;0.0;35.0;38.0;0;33.35294117647059;5;36.0;1;14.0;26.0;1;31.333333333333332;9.0;33.0;27.0;1;37.0;10.399999997999998;1.0
71.0;56.0;410.0;59.0;60.0;57.0;0;19;60.0;36.357142857142854;33.0;2;39.0;35.0;0.0;37.0;39.0;0;30.794117647058822;4;23.0;2;11.0;36.0;2;35.77777777777778;15.0;32.0;28.0;1;37.0;38.53333333333333;2.0
62.0;69.0;435.0;56.0;77.0;67.0;0;7;62.0;37.5;31.0;2;42.0;35.0;0.0;43.0;35.0;0;31.88235294117647;5;30.0;1;14.0;29.5;3;32.80555555611111;12.0;33.0;26.5;1;40.0;26.666666667333335;1.0
68.0;61.0;425.0;53.0;56.0;64.0;0;5;60.0;38.0;32.0;2;44.0;32.0;0.0;44.0;44.0;0;32.85294117647059;6;31.0;1;17.0;34.0;1;35.55555555555556;18.0;40.0;34.0;1;48.0;35.9;2.0
63.0;65.0;411.0;62.0;47.0;57.0;0;20;58.0;38.785714285714285;34.0;2;39.0;37.0;0.0;44.0;45.0;0;31.647058823529413;6;31.0;1;17.0;30.0;0;33.611111111111114;18.0;34.0;30.0;1;43.0;38.93333333333333;2.0
69.96;54.03;404.5;59.37;69.93;51.88;0;11;58.25;39.285714285714285;35.0;2;36.0;42.0;0.0;42.0;45.0;0;34.11764705882353;6;31.0;1;17.0;36.0;0;33.111111110555555;15.0;30.0;25.33333333;1;40.0;29.88888888933333;1.0
68.0;62.0;394.0;66.0;59.0;51.0;0;8;48.0;33.0;26.0;2;34.0;30.0;4.0;38.0;47.0;1;32.1764705882353;5;30.0;1;14.0;25.0;2;31.25;12.0;30.0;25.0;1;41.0;27.666666666666668;1.0
59.0;59.0;415.0;62.0;57.0;59.0;0;19;62.0;31.75;25.0;2;33.5;35.0;4.0;33.0;35.0;1;35.5;6;37.0;1;17.0;30.0;1;34.72222222222222;15.0;33.0;33.0;1;45.0;33.36666666666667;2.0
70.78;61.2;396.08;57.16;65.57;51.3;1;7;54.35;42.642857142857146;45.0;2;42.0;37.0;0.0;44.0;43.0;0;33.23529411764706;6;31.0;1;17.0;30.0;0;33.666666666666664;15.0;33.0;23.0;1;42.0;32.3;2.0
63.0;61.0;403.0;59.0;63.0;58.0;1;20;68.0;35.07142857142857;36.0;2;33.0;30.0;0.0;39.0;37.0;0;31.382352941764708;4;30.0;2;11.0;25.0;4;33.27777777777778;15.0;37.0;24.0;1;37.0;35.46666666666667;2.0
63.0;47.0;426.0;56.0;52.0;63.0;0;8;57.0;38.214285714285715;32.0;2;44.0;34.0;0.0;42.0;43.0;0;33.0;6;30.0;1;17.0;35.0;0;34.44444444444444;18.0;37.0;31.0;1;40.0;40.06666666666667;3.0
60.0;52.0;394.0;63.0;60.0;55.0;0;20;63.0;38.92857142857143;37.0;2;37.0;37.0;0.0;43.0;45.0;0;35.529411764705884;6;40.0;1;17.0;34.0;1;36.44444444444444;18.0;40.0;35.0;1;40.0;34.4;2.0
64.0;65.0;411.0;57.0;57.0;60.0;0;20;52.0;31.714285714285715;25.0;2;34.0;32.0;4.0;35.0;39.0;1;37.14705882352941;6;32.0;1;17.0;34.0;1;32.77777777777778;15.0;34.0;33.0;1;37.0;34.86666666666667;2.0
68.0;56.0;411.0;53.0;60.0;62.0;0;8;58.0;30.61904762;26.66666667;2;30.0;28.0;7.0;37.0;38.0;2;37.38235294117647;6;38.0;1;17.0;37.0;1;34.05555555555556;18.0;36.0;30.0;1;42.0;32.86666666666667;2.0
62.0;54.0;405.0;59.0;52.0;57.0;0;6;65.0;39.142857142857146;35.0;2;45.0;34.0;0.0;39.0;44.0;0;34.294117647058826;6;32.0;1;17.0;36.0;1;37.388888888888886;18.0;40.0;31.0;1;45.0;28.0;1.0
63.0;59.0;415.0;55.0;57.0;60.0;0;20;60.0;39.0;36.0;2;41.0;34.0;0.0;44.0;43.0;0;33.26470588235294;6;30.0;1;17.0;33.0;1;37.27777777777778;18.0;39.0;37.0;1;40.0;37.166666666666664;2.0
59.0;53.0;420.0;56.0;55.0;76.0;0;9;63.0;35.02380952357142;30.0;2;41.0;35.0;1.0;44.0;22.33333333;1;28.558823529411764;4;32.5;2;11.0;21.5;4;27.97222222222222;13.0;33.0;30.5;1;37.0;17.571428571428573;1.0
57.0;57.0;401.0;62.0;50.0;55.0;0;19;60.0;34.714285714285715;30.0;2;33.0;32.0;0.0;42.0;44.0;0;34.11764705882353;6;31.0;1;17.0;31.0;0;33.30555555555556;18.0;37.0;30.0;1;40.0;35.86666666666667;2.0
59.0;65.0;404.0;56.0;80.0;55.0;0;20;60.0;34.357142857142854;30.0;2;30.0;33.0;0.0;44.0;45.0;0;37.294117647058826;6;30.0;1;17.0;35.0;0;33.55555555555556;18.0;37.0;34.0;1;43.0;32.233333333333334;2.0
68.0;47.0;393.0;49.0;55.0;41.0;0;8;77.0;38.0;39.0;2;34.0;34.0;0.0;43.0;43.0;0;30.647058823529413;5;30.5;2;14.0;30.0;2;33.22222222222222;15.0;35.0;17.0;1;40.0;33.93333333333333;2.0
61.0;48.0;411.0;83.0;53.0;54.0;0;20;51.0;36.107142857142854;35.0;2;40.0;37.0;1.0;41.0;20.5;1;32.73529411764706;5;32.0;1;14.0;34.0;1;34.666666666666664;18.0;39.0;35.0;1;34.0;22.166666666666668;1.0
65.0;70.0;420.0;65.0;80.0;51.0;0;7;56.0;37.07142857142857;30.0;2;42.0;41.0;0.0;39.0;36.0;0;36.55882352941177;6;32.0;1;17.0;40.0;1;37.111111111111114;18.0;40.0;31.0;1;38.0;35.46666666666667;2.0
95.0;0.0;362.0;0.0;73.0;76.0;0;9;61.0;36.142857142857146;30.0;2;35.0;39.0;0.0;43.0;38.0;0;40.294117647058826;6;50.0;1;17.0;31.0;0;36.388888888888886;18.0;30.0;41.0;1;42.0;36.9;2.0
85.0;0.0;384.0;0.0;68.0;75.0;1;16;75.0;36.357142857142854;30.0;2;46.0;33.0;0.0;36.0;40.0;0;37.588235294117645;5;41.0;1;14.0;29.0;1;38.111111111111114;18.0;33.0;41.0;1;45.0;40.53333333333333;3.0
81.0;0.0;372.0;0.0;68.0;81.0;0;10;72.0;36.42857142857143;31.0;2;44.0;33.0;0.0;39.0;40.0;0;36.44117647058823;6;35.0;1;17.0;32.5;1;36.19444444444444;18.0;31.5;34.0;2;45.0;38.63636363545454;2.0
77.0;0.0;392.0;0.0;88.0;74.0;1;10;84.0;35.714285714285715;28.5;2;34.0;40.0;4.0;39.0;46.0;1;33.26470588235294;5;35.0;1;14.0;25.0;3;27.72222222222222;12.0;17.0;4.0;2;45.0;24.6;1.0
79.0;0.0;390.0;0.0;88.0;74.0;0;5;75.0;38.92857142857143;31.0;2;46.0;45.0;0.0;36.0;39.0;0;42.294117647058826;6;48.0;1;17.0;34.0;1;42.166666666666664;18.0;38.0;45.0;1;45.0;40.0;2.0
75.0;0.0;385.0;0.0;68.0;81.0;0;6;72.0;40.214285714285715;30.0;2;50.0;45.0;0.0;39.0;39.0;0;38.0;6;42.0;1;17.0;35.0;0;37.611111111111114;18.0;38.0;41.0;1;40.0;35.333333333333336;2.0
75.0;0.0;383.0;0.0;88.0;78.0;0;8;69.0;44.142857142857146;43.0;2;48.0;41.0;0.0;42.0;48.0;0;40.470588235294116;6;45.0;1;17.0;36.0;0;39.44444444444444;18.0;39.0;35.0;1;33.0;31.333333333333332;2.0
89.0;0.0;364.0;0.0;79.0;71.0;0;16;63.0;31.928571428571427;24.5;2;44.0;30.0;4.0;31.0;31.0;1;30.970588235294116;5;30.0;1;14.0;30.5;3;33.0;12.0;30.5;24.5;2;43.0;27.0;1.0
74.0;0.0;375.0;0.0;93.0;79.0;1;16;72.0;35.92857142857143;36.0;2;35.0;33.0;0.0;42.0;32.0;0;35.26470588235294;6;32.0;1;17.0;30.5;1;36.888888888888886;18.0;37.0;34.0;1;45.0;36.833333333333336;2.0
74.0;0.0;377.0;0.0;79.0;78.0;0;20;75.0;35.642857142857146;31.0;2;45.0;35.0;0.0;34.0;31.0;0;34.588235294117645;6;31.0;1;17.0;30.0;0;27.666666666666668;16.0;30.0;30.0;1;33.0;25.677777777333336;1.0
81.0;0.0;361.0;0.0;75.0;78.0;1;1;67.0;34.535714285714285;35.0;2;31.5;31.0;0.0;38.0;46.0;0;35.35294117647059;6;38.0;1;17.0;30.5;2;31.0;16.0;36.0;30.0;1;45.0;26.222222222666666;1.0
77.0;0.0;372.0;0.0;93.0;78.0;1;20;63.0;38.0;36.0;2;43.0;37.0;0.0;38.0;34.0;0;37.55882352941177;6;40.0;1;17.0;31.5;1;38.888888888888886;18.0;39.0;36.0;1;40.0;39.4;2.0
81.0;0.0;367.0;0.0;88.0;74.0;0;18;65.0;42.57142857142857;43.0;2;41.0;42.0;0.0;43.0;46.0;0;38.4;5;37.0;1;15.0;32.0;0;39.05555555555556;18.0;39.0;30.0;1;45.0;36.666666666666664;2.0
74.0;0.0;368.0;0.0;63.0;81.0;0;4;72.0;37.642857142857146;30.0;2;37.0;40.0;0.0;44.0;47.0;0;37.88235294117647;6;45.0;1;17.0;30.0;0;39.5;18.0;36.0;40.0;1;45.0;35.53333333333333;2.0
85.0;0.0;356.0;0.0;59.0;76.0;0;19;63.0;33.892857142857146;24.5;2;45.0;32.0;4.0;39.0;30.5;1;33.23529411764706;6;30.0;1;17.0;32.0;0;21.4;7.0;15.0;0.0;1;38.0;1.8;1.0
77.0;0.0;366.0;0.0;84.0;76.0;1;16;75.0;35.857142857142854;25.5;2;37.0;40.0;4.0;40.0;47.0;1;33.23529411764706;6;35.0;1;17.0;30.0;1;37.111111111111114;18.0;38.0;33.0;1;44.0;34.733333333333334;2.0
75.0;0.0;366.0;0.0;60.0;77.0;1;9;83.0;32.17857142857143;30.0;2;31.0;36.0;1.0;37.0;24.5;1;31.794117647058822;3;28.5;2;8.0;28.5;4;33.75000000055556;12.0;29.5;25.66666667;2;45.0;36.11538461538461;2.0
74.0;0.0;372.0;0.0;88.0;76.0;0;8;72.0;40.285714285714285;36.0;2;43.0;41.0;0.0;44.0;43.0;0;35.94117647058823;6;35.0;1;17.0;34.0;0;38.27777777777778;18.0;33.0;41.0;1;39.0;32.733333333333334;2.0
75.0;0.0;366.0;0.0;58.0;78.0;0;8;72.0;40.642857142857146;39.0;2;44.0;36.0;0.0;41.0;45.0;0;33.26470588235294;6;31.0;2;17.0;30.5;2;35.27777777777778;18.0;40.0;30.0;1;36.0;27.5;1.0
81.0;0.0;357.0;0.0;60.0;76.0;0;18;65.0;36.785714285714285;32.0;2;36.0;34.0;0.0;43.0;47.0;0;32.411764705882355;4;30.0;1;11.0;28.5;2;24.305555554444442;4.0;28.5;23.33333333;2;38.0;25.875;1.0
85.0;0.0;352.0;0.0;75.0;73.0;0;4;60.0;40.714285714285715;39.0;2;47.0;34.0;0.0;42.0;43.0;0;36.0;6;39.0;1;17.0;35.0;0;33.55555555555556;18.0;32.0;32.0;1;36.0;26.6;1.0
81.0;0.0;358.0;0.0;68.0;73.0;0;8;69.0;32.392857142857146;30.5;2;37.0;31.0;1.0;35.0;23.5;1;33.294117647058826;6;41.0;1;17.0;30.0;0;30.416666666666668;9.0;35.0;21.0;1;48.0;29.2;1.0
79.0;0.0;365.0;0.0;84.0;71.0;0;2;63.0;38.392857142857146;32.0;2;45.0;32.5;0.0;44.0;45.0;0;32.705882352941174;6;32.0;1;17.0;39.0;0;35.22222222222222;12.0;30.0;29.0;1;48.0;29.066666666666666;1.0
72.0;0.0;357.0;0.0;73.0;79.0;0;6;67.0;31.404761905000004;28.5;2;31.0;30.0;4.0;38.0;30.66666667;1;32.911764705882355;5;30.0;2;14.0;28.0;3;26.972222221666666;10.0;30.0;20.33333333;1;48.0;27.692307692307693;1.0
75.0;0.0;363.0;0.0;63.0;74.0;0;3;67.0;33.714285714285715;30.0;2;37.0;32.0;0.0;37.0;33.0;0;33.61764705882353;5;32.0;1;14.0;29.5;1;24.555555554444442;7.0;23.33333333;21.33333333;3;35.0;23.181818181818183;1.0
77.0;0.0;357.0;0.0;81.0;74.0;0;20;62.0;33.714285714285715;31.5;2;30.0;30.0;0.0;44.0;40.0;0;38.11764705882353;6;35.0;1;17.0;39.0;0;29.555555555555557;16.0;35.0;32.0;1;40.0;25.8;1.0
74.0;0.0;365.0;0.0;82.0;72.0;0;20;72.0;38.92857142857143;30.0;2;47.0;36.0;0.0;44.0;43.0;0;34.76470588235294;6;32.0;1;17.0;31.0;0;28.083333333333332;16.0;33.0;30.0;1;33.0;26.066666666666666;1.0
81.0;0.0;351.0;0.0;61.0;72.0;0;20;67.0;38.785714285714285;33.0;2;45.0;35.0;0.0;43.0;46.0;0;35.0;6;35.0;1;17.0;33.0;1;37.97222222222222;18.0;32.5;36.0;2;45.0;36.53333333333333;2.0
