NOTA_HISTORIA_COL;NOTA_ESTADISTICA;NOTA_CIBERNETICA_UNO;NOTA_INV_OP_DOS;NOTA_REDES_COM_UNO;NOTA_GI_UNO;VECES_HISTORIA_COL;VECES_CIBERNETICA_UNO;NOTA_CIENCIAS_COMP_DOS;VECES_REDES_COM_UNO;VECES_GI_UNO;VECES_ESTADISTICA;NOTA_MOD_PROG_DOS;VECES_CIENCIAS_COMP_DOS;VECES_INV_OP_DOS;CAR_CINCO;NOTA_METODOS_NUM;VECES_FISICA_TRES;NOTA_MOD_PROG_UNO;NOTA_PROB;NAC_CINCO;NOTA_ARQ_COMP;NOTA_CIENCIAS_COMP_UNO;NOTA_FISICA_TRES;NCA_CINCO;NCC_CINCO;NOTA_INV_OP_UNO;VECES_MOD_PROG_DOS;VECES_INV_OP_UNO;NCP_CINCO;NAA_CINCO;EPA_CINCO;NAP_CINCO;VECES_PROB;CREDITOS_ESTADISTICA;CREDITOS_HISTORIA_COL;CREDITOS_GI_UNO;CREDITOS_CIENCIAS_COMP_DOS;CREDITOS_INV_OP_DOS;CREDITOS_CIBERNETICA_UNO;CREDITOS_REDES_COM_UNO;PROMEDIO_UNO;PROMEDIO_DOS;PROMEDIO_TRES;RENDIMIENTO_SEIS;PROMEDIO_SEIS
32.0;35.0;46.0;36.0;38.0;0;1;1;37.0;1;0;1;26.0;1;1;2;42.0;2;32.0;30.0;7;40.0;33.0;28.5;13.0;19.0;33.0;2;1;6.0;5;2;2;1;3;2;3;3;3;2;2;34.77777777777778;35.5;31.333333333888888;2.0;37.06666666666667
0.0;13.0;0.0;0.0;10.0;0;0;0;0.0;1;0;1;0.0;0;0;0;42.0;0;18.5;30.0;3;30.0;0.0;0.0;5.0;8.0;0.0;0;0;3.0;2;1;1;1;3;2;3;3;3;2;2;37.8235294117647;33.714285714285715;25.928571428571427;1.0;11.8
0.0;46.0;0.0;0.0;0.0;0;0;0;0.0;0;0;1;0.0;0;0;0;0.0;0;0.0;37.0;3;34.0;0.0;0.0;7.0;7.0;0.0;0;0;0.0;3;2;0;1;3;2;3;3;3;2;2;39.333333333333336;37.71875;36.4;4.0;46.0
35.0;36.0;26.0;0.0;30.0;0;2;1;36.0;1;0;1;31.0;1;0;2;42.0;0;30.0;24.5;5;40.0;30.0;0.0;8.0;14.0;25.5;1;2;6.0;3;1;2;2;3;2;3;3;3;2;2;33.72222222222222;33.28125;35.111111111111114;2.0;33.166666666666664
0.0;36.0;0.0;0.0;0.0;0;0;0;0.0;0;0;1;0.0;0;0;0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;1;0;0;3;2;3;3;3;2;2;34.36666666666667;11.571428571428571;0.0;2.0;36.0
6.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0;0;0;0.0;0;0;0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;1;0;0;3;2;3;3;3;2;2;30.642857142857142;2.1818181818181817;0.0;1.0;6.0
40.0;37.0;50.0;47.0;44.0;50;1;1;43.0;1;1;1;46.0;1;1;0;46.0;1;35.0;45.0;7;47.0;38.0;39.0;19.0;19.0;34.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;39.05555555555556;40.78947368421053;36.666666666666664;3.0;44.388888888888886
39.0;41.0;45.0;43.0;42.0;0;1;1;47.0;1;0;1;46.0;1;1;0;35.0;1;34.0;48.0;7;46.0;42.0;37.0;19.0;19.0;43.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.5;40.578947368421055;39.388888888888886;3.0;43.0
7.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0;0;0;0.0;0;0;0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;1;0;0;3;2;3;3;3;2;2;41.06666666666667;12.357142857142858;0.0;1.0;7.0
15.0;0.0;0.0;0.0;0.0;0;2;0;0.0;0;0;0;0.0;0;0;0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;1;0;0;3;2;3;3;3;2;2;33.65625;21.9218749999375;14.3;1.0;15.0
33.0;36.0;32.0;28.5;33.5;0;1;2;32.0;2;0;1;35.0;2;2;1;45.0;0;39.0;28.0;5;36.0;34.0;0.0;11.0;14.0;31.0;1;1;3.0;4;2;1;2;3;2;3;3;3;2;2;31.61111111111111;28.657894736842106;31.13888888888889;2.0;32.43333333333333
36.0;40.0;23.0;36.0;36.0;45;1;2;46.0;1;1;1;48.0;1;1;0;35.0;1;40.0;32.0;7;39.0;38.0;30.0;19.0;19.0;30.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;35.47222222222222;35.05263157894737;34.361111111111114;2.0;38.388888888888886
35.0;34.0;37.0;41.0;37.0;50;1;1;45.0;1;1;1;50.0;1;1;1;45.0;1;42.0;30.5;7;39.0;30.0;37.0;19.0;19.0;30.0;1;1;0.0;7;2;0;2;3;2;3;3;3;2;2;36.72222222222222;35.921052631578945;36.861111111111114;3.0;40.44444444444444
35.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0;0;0;0.0;0;0;1;43.0;0;0.0;22.5;1;0.0;0.0;0.0;0.0;3.0;0.0;0;0;3.0;0;1;1;2;3;2;3;3;3;2;2;33.35294117647059;29.79411764647059;34.92307692307692;2.0;35.0
40.0;50.0;49.0;45.0;44.0;50;1;1;43.0;1;1;1;43.0;1;1;0;36.0;1;43.0;37.0;7;46.0;41.0;39.0;19.0;19.0;39.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;40.111111111111114;40.26315789473684;37.72222222222222;4.0;46.111111111111114
0.0;20.0;0.0;0.0;0.0;0;0;0;0.0;0;0;1;0.0;0;0;0;34.0;0;32.0;47.0;3;45.0;37.0;0.0;8.0;8.0;0.0;0;0;0.0;3;2;0;1;3;2;3;3;3;2;2;36.111111111111114;36.529411764705884;34.562500000625;1.0;20.0
39.0;36.0;49.0;45.0;37.0;50;1;1;41.0;1;1;1;46.0;1;1;0;34.0;1;36.0;49.0;7;44.0;42.0;35.0;19.0;19.0;38.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;42.333333333333336;42.473684210526315;37.94444444444444;3.0;42.55555555555556
36.0;40.0;50.0;45.0;40.0;50;1;1;40.0;1;1;1;47.0;1;1;0;42.0;1;39.0;39.0;7;43.0;32.0;33.0;19.0;19.0;36.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;38.77777777777778;39.526315789473685;39.833333333333336;3.0;43.166666666666664
34.0;34.0;47.0;37.0;39.0;0;1;1;0.0;1;0;1;43.0;0;1;1;40.0;1;41.0;31.0;6;40.0;14.0;24.0;11.0;17.0;32.0;1;1;6.0;4;2;2;1;3;2;3;3;3;2;2;35.333333333333336;32.3235294117647;34.499999999375;2.0;37.75
41.0;30.0;39.0;35.0;35.0;45;1;1;33.0;2;1;1;45.0;1;1;1;34.0;1;31.0;37.0;7;38.0;28.0;40.0;16.0;19.0;30.0;1;1;3.0;6;2;1;1;3;2;3;3;3;2;2;35.333333333333336;34.81578947368421;33.138888888888886;2.0;36.611111111111114
49.0;41.0;33.0;40.0;41.0;48;1;1;42.0;1;1;1;46.0;1;1;0;35.0;1;32.0;34.0;7;44.0;37.0;33.0;19.0;19.0;37.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.611111111111114;39.0;36.388888888888886;3.0;42.166666666666664
40.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0;0;0;0.0;0;0;0;42.0;0;14.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;1;0;0;3;2;3;3;3;2;2;39.19444444444444;32.96875;22.818181818181817;2.0;40.0
32.0;33.0;38.0;37.0;38.0;45;1;1;43.0;1;1;1;48.0;1;1;1;42.0;1;30.0;27.0;7;38.0;31.0;35.0;16.0;19.0;30.0;1;1;3.0;6;2;1;2;3;2;3;3;3;2;2;33.583333333333336;33.92105263105263;36.44444444444444;2.0;38.333333333333336
36.0;35.0;0.0;0.0;24.0;0;1;0;0.0;1;0;1;0.0;0;0;0;42.0;0;39.0;30.0;1;0.0;0.0;0.0;3.0;3.0;0.0;0;0;0.0;1;2;0;1;3;2;3;3;3;2;2;36.1875;30.59999999933333;28.3333333325;2.0;32.142857142857146
38.0;40.0;37.0;37.0;35.5;45;1;1;38.0;2;1;1;45.0;1;1;0;42.0;1;31.0;36.0;7;34.0;41.0;32.0;19.0;19.0;30.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;34.22222222222222;34.6578947368421;34.05555555555556;2.0;38.94444444444444
40.0;37.0;35.0;43.0;39.0;50;1;1;30.0;1;1;1;41.0;1;1;0;35.0;1;32.0;43.0;7;44.0;30.0;36.0;19.0;19.0;34.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;41.05555555555556;37.89473684210526;33.52777777777778;2.0;39.333333333333336
41.0;40.0;35.0;40.0;44.0;45;1;1;44.0;1;1;1;38.0;1;1;0;34.0;1;33.0;36.0;7;42.0;37.0;40.0;19.0;19.0;31.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;36.333333333333336;38.18421052631579;34.75;3.0;41.5
44.0;35.0;46.0;41.0;41.0;47;1;1;33.0;1;1;1;32.0;1;1;0;35.0;1;32.0;40.0;7;44.0;33.0;30.0;19.0;19.0;31.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;39.77777777777778;37.18421052631579;36.083333333333336;3.0;40.55555555555556
44.0;37.0;50.0;40.0;47.0;47;1;1;37.0;1;1;1;35.0;1;1;0;35.0;1;32.0;45.0;7;42.0;34.0;40.0;19.0;19.0;37.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;40.27777777777778;36.473684210526315;35.166666666666664;3.0;42.5
31.0;37.0;35.0;37.0;41.0;47;1;1;33.0;1;1;1;40.0;1;1;1;35.0;1;32.0;38.0;7;42.0;35.0;35.0;19.0;19.0;32.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.888888888888886;38.18421052631579;32.083333333333336;2.0;37.55555555555556
43.0;39.0;44.0;36.0;38.0;50;1;1;37.0;1;1;1;36.0;1;1;0;35.0;1;43.0;36.0;7;42.0;36.0;31.0;19.0;19.0;32.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;38.388888888888886;35.8421052631579;36.55555555555556;3.0;40.888888888888886
45.0;41.0;50.0;48.0;38.0;45;1;1;42.0;1;1;1;43.0;1;1;0;35.0;1;36.0;43.0;7;44.0;38.0;39.0;19.0;19.0;41.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;36.0;40.578947368421055;35.611111111111114;3.0;44.111111111111114
43.0;33.0;36.0;38.0;30.5;45;1;1;45.0;2;1;1;30.0;1;1;1;45.0;1;25.0;32.0;7;39.0;28.0;30.0;16.0;19.0;34.0;1;1;3.0;6;2;1;1;3;2;3;3;3;2;2;33.833333333333336;33.10526315789474;29.96296296444445;2.0;39.0
25.5;35.0;27.66666667;38.0;30.0;50;2;3;30.0;1;1;1;42.0;1;1;2;36.0;2;32.0;32.0;7;39.0;31.0;24.0;16.0;19.0;32.5;1;2;3.0;6;2;1;1;3;2;3;3;3;2;2;37.916666666666664;34.111111111111114;31.555555555555557;2.0;34.74074074111112
39.0;38.0;45.0;41.0;30.0;50;1;1;38.0;1;1;1;43.0;1;1;1;43.0;1;29.0;33.0;7;30.0;31.0;36.0;19.0;19.0;41.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;35.59259259333333;32.60526315789474;30.750000000555556;3.0;40.5
34.0;38.0;45.0;41.0;41.0;50;1;1;39.0;1;1;1;42.0;1;1;1;42.0;2;36.0;33.0;7;39.0;32.0;20.0;16.0;19.0;30.0;1;1;3.0;6;2;1;1;3;2;3;3;3;2;2;33.98148148222222;31.342105263157894;31.555555555555557;3.0;41.333333333333336
26.5;33.0;39.0;44.0;41.0;50;2;1;40.0;1;1;1;38.0;1;1;0;44.0;1;41.0;33.0;7;38.0;38.0;40.0;19.0;19.0;39.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;34.083333333333336;30.684210525789474;32.916666666666664;2.0;39.666666666666664
41.0;40.0;46.0;40.0;37.0;50;1;1;33.0;1;1;1;47.0;1;1;1;43.0;1;35.0;32.0;7;30.5;38.0;35.0;19.0;19.0;35.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.833333333333336;34.68421052631579;39.22222222222222;3.0;40.94444444444444
47.0;46.0;49.0;42.0;46.0;50;1;1;46.0;1;1;1;50.0;1;1;0;43.0;1;43.0;41.0;7;44.0;43.0;37.0;19.0;19.0;39.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;42.94444444444444;42.94736842105263;40.77777777777778;4.0;46.44444444444444
36.0;32.0;35.0;41.0;41.0;50;1;1;40.0;1;1;1;47.0;1;1;1;44.0;2;44.0;34.0;7;46.0;33.0;28.0;16.0;19.0;32.0;1;1;3.0;6;2;1;1;3;2;3;3;3;2;2;38.05555555555556;34.578947367894735;39.611111111111114;2.0;39.611111111111114
37.0;34.0;44.0;47.0;44.0;50;1;1;47.0;1;1;1;49.0;1;1;0;43.0;1;43.0;41.0;7;41.0;37.0;36.0;19.0;19.0;38.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;41.888888888888886;39.8421052631579;39.55555555555556;3.0;43.55555555555556
47.0;43.0;50.0;45.0;46.0;50;1;1;47.0;1;1;1;49.0;1;1;0;38.0;1;43.0;40.0;7;46.0;42.0;38.0;19.0;19.0;43.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;43.0;43.78947368421053;39.05555555555556;4.0;46.72222222222222
41.0;42.0;47.0;41.0;43.0;50;1;1;47.0;1;1;1;47.0;1;1;0;37.0;1;38.0;36.0;7;40.0;34.0;34.0;19.0;19.0;30.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;38.5;34.473684211052635;36.111111111111114;3.0;44.55555555555556
46.0;37.0;40.0;41.0;28.5;50;1;1;24.0;2;1;1;30.0;2;1;0;43.0;1;30.0;40.0;7;41.0;39.0;33.0;19.0;19.0;37.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;36.611111111111114;35.578947368421055;33.166666666666664;2.0;38.05555555555556
40.0;36.0;43.0;38.0;39.0;0;1;1;25.5;1;0;1;39.0;2;1;3;37.0;2;35.0;21.0;7;35.0;25.5;29.0;10.0;19.0;30.0;1;1;9.0;4;1;3;2;3;2;3;3;3;2;2;37.416666666666664;35.26470588235294;34.375;2.0;36.166666666666664
15.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0;0;0;48.0;0;0;0;42.0;0;30.0;0.0;1;0.0;0.0;0.0;3.0;3.0;0.0;1;0;0.0;1;2;0;0;3;2;3;3;3;2;2;38.6875;35.88235294117647;27.68749999875;1.0;15.0
0.0;30.0;0.0;0.0;13.0;0;0;0;0.0;2;0;1;0.0;1;0;1;36.0;2;31.5;35.0;4;38.0;30.0;24.5;8.0;11.0;0.0;0;0;3.0;3;2;1;1;3;2;3;3;3;2;2;36.44444444444444;36.0;30.33333333222222;1.0;14.5
33.0;42.0;37.0;41.0;43.0;50;1;1;34.0;1;1;1;37.0;1;1;2;42.0;1;30.0;37.0;7;43.0;28.5;30.0;16.0;19.0;39.0;1;1;3.0;6;2;1;2;3;2;3;3;3;2;2;39.111111111111114;35.71052631578947;35.888888888888886;3.0;40.388888888888886
45.0;43.0;35.0;40.0;36.0;43;1;1;38.0;1;1;1;50.0;1;1;1;42.0;2;30.0;32.0;7;42.0;36.0;26.5;16.0;19.0;37.0;1;1;3.0;6;2;1;1;3;2;3;3;3;2;2;35.27777777777778;34.31578947368421;33.333333333333336;3.0;40.22222222222222
41.0;43.0;50.0;45.0;31.0;50;1;1;50.0;1;1;1;50.0;1;1;0;39.0;1;43.0;37.0;7;41.0;43.0;33.0;19.0;19.0;36.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;40.111111111111114;38.578947368421055;38.611111111111114;3.0;44.888888888888886
36.0;37.0;41.0;45.0;33.0;45;1;1;40.0;2;1;1;49.0;1;1;0;43.0;1;30.5;44.0;7;46.0;40.0;47.0;19.0;19.0;44.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.361111111111114;39.81578947368421;37.77777777777778;3.0;40.05555555555556
36.0;43.0;34.0;45.0;49.0;45;1;1;38.0;1;1;1;34.0;1;1;3;44.0;1;32.5;22.33333333;7;38.0;32.0;36.0;16.0;19.0;31.0;1;1;3.0;6;2;1;3;3;2;3;3;3;2;2;35.55555555555556;35.73684210526316;33.22222222222222;3.0;41.72222222222222
19.66666667;35.0;34.0;44.0;27.0;0;3;1;0.0;2;0;1;38.0;0;1;2;32.0;0;41.0;20.66666667;6;37.0;28.5;0.0;10.0;16.0;35.0;1;1;6.0;4;2;2;3;3;2;3;3;3;2;2;33.55555555555556;33.05882352941177;33.28125;2.0;33.194444444999995
31.0;33.0;37.0;36.0;35.0;0;1;1;40.0;1;0;2;38.0;1;1;2;22.0;1;38.0;43.0;7;32.0;32.0;34.0;19.0;19.0;31.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;33.40740740722222;32.55263157894737;27.63888888888889;2.0;35.53333333333333
39.0;29.5;31.0;31.0;31.0;46;1;1;24.66666667;2;1;2;41.0;3;1;1;43.0;1;31.0;30.0;7;40.0;38.0;30.0;19.0;19.0;38.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;32.611111111111114;33.94736842157895;34.27777777777778;2.0;33.08333333388889
40.0;30.0;33.0;42.0;41.0;50;1;1;39.0;1;1;1;44.0;1;1;0;44.0;1;40.0;36.0;7;41.0;34.0;36.0;19.0;19.0;30.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;35.22222222222222;34.28947368421053;36.94444444444444;2.0;39.5
44.0;39.0;48.0;43.0;38.0;50;1;1;42.0;1;1;1;40.0;1;1;0;38.0;1;35.5;43.0;7;45.0;36.0;34.0;19.0;19.0;38.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.55555555555556;36.10526315789474;34.80555555555556;3.0;43.44444444444444
33.0;31.0;27.0;0.0;31.0;0;1;1;0.0;1;0;1;40.0;0;0;2;38.0;3;35.0;39.0;7;35.0;26.0;18.66666667;10.0;19.0;25.0;1;1;9.0;4;1;3;1;3;2;3;3;3;2;2;34.27777777777778;32.357142857142854;35.44444444444444;2.0;30.555555555555557
44.0;34.0;34.0;40.0;41.0;50;1;1;42.0;1;1;1;49.0;1;1;0;34.0;1;38.0;39.0;7;37.0;32.0;40.0;19.0;19.0;32.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;38.5;36.8421052631579;34.44444444444444;3.0;40.888888888888886
42.0;35.0;49.0;43.0;42.0;50;1;1;34.0;1;1;1;50.0;1;1;0;44.0;1;43.0;41.0;7;42.0;34.0;34.0;19.0;19.0;35.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.0;35.60526315789474;37.55555555555556;3.0;41.77777777777778
35.0;49.0;32.0;44.0;43.0;50;1;1;34.0;1;1;1;42.0;1;1;0;29.5;1;41.0;33.0;7;31.0;39.0;34.0;19.0;19.0;41.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.77777777777778;34.26315789473684;39.5;3.0;41.72222222222222
41.0;30.0;40.0;36.0;41.0;45;1;1;31.0;1;1;1;44.0;2;1;1;32.0;1;34.0;40.0;7;30.0;28.0;30.0;16.0;19.0;39.0;1;1;3.0;6;2;1;1;3;2;3;3;3;2;2;36.74074074000001;36.21052631578947;33.0;2.0;37.22222222222222
40.0;36.0;32.0;39.0;39.0;50;1;1;36.0;1;1;1;44.0;1;1;0;44.0;1;34.0;32.0;7;38.0;37.0;33.0;19.0;19.0;38.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.0;35.89473684210526;34.888888888888886;2.0;39.166666666666664
32.0;37.0;32.0;41.0;31.5;45;1;1;42.0;2;1;1;50.0;1;1;0;45.0;1;34.0;31.0;7;36.0;33.0;31.0;19.0;19.0;30.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;34.388888888888886;29.315789474210526;32.361111111111114;2.0;38.111111111111114
47.0;47.0;50.0;42.0;45.0;50;1;1;40.0;1;1;1;44.0;1;1;0;38.0;1;41.0;48.0;7;41.0;40.0;39.0;19.0;19.0;40.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;40.27777777777778;39.0;38.44444444444444;4.0;45.611111111111114
47.0;40.0;49.0;45.0;41.0;50;1;1;50.0;1;1;1;50.0;1;1;0;42.0;1;42.0;36.0;7;41.0;37.0;34.0;19.0;19.0;33.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;38.94444444444444;37.78947368421053;38.333333333333336;4.0;46.05555555555556
19.5;39.0;34.0;38.0;22.0;0;2;1;35.0;2;0;1;42.0;2;1;1;45.0;0;29.5;22.0;6;33.0;33.0;0.0;13.0;16.0;35.0;1;1;3.0;5;2;1;2;3;2;3;3;3;2;2;35.388888888888886;28.263157894210526;30.75;2.0;32.46666666666667
42.0;37.0;49.0;38.0;41.0;50;1;1;37.0;1;1;1;45.0;1;1;0;37.0;1;31.0;43.0;7;41.0;35.0;30.0;19.0;19.0;32.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;41.77777777777778;38.5;36.111111111111114;3.0;41.666666666666664
42.0;34.0;43.0;44.0;47.0;40;1;1;45.0;1;1;1;48.0;1;1;0;34.0;1;39.0;37.0;7;42.0;39.0;31.0;19.0;19.0;37.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;41.333333333333336;38.78947368421053;36.833333333333336;3.0;41.833333333333336
46.0;38.0;37.0;42.0;36.0;50;1;1;36.0;1;1;1;49.0;1;1;0;45.0;1;34.0;38.0;7;40.0;33.0;33.0;19.0;19.0;33.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;39.72222222222222;34.76315789473684;34.72222222222222;3.0;40.888888888888886
43.0;47.0;42.0;42.0;46.0;45;1;1;36.0;1;1;1;42.0;1;1;0;43.0;1;38.0;41.0;7;38.0;32.0;34.0;19.0;19.0;38.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;35.638888888888886;32.0;36.80555555555556;3.0;42.888888888888886
43.0;39.0;47.0;40.0;32.0;35;1;1;42.0;1;1;1;41.0;1;1;2;44.0;2;40.0;34.0;7;44.0;32.0;32.5;16.0;19.0;29.5;1;2;3.0;6;2;1;1;3;2;3;3;3;2;2;37.611111111111114;34.763157895263156;36.388888888888886;2.0;39.55555555555556
28.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0;0;0;0.0;0;0;0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;1;0;0;3;2;3;3;3;2;2;37.71875;26.392857142857142;6.0;1.0;28.0
43.0;45.0;50.0;44.0;48.0;50;1;1;44.0;1;1;1;49.0;1;1;0;36.0;1;43.0;40.0;7;40.0;40.0;38.0;19.0;19.0;35.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;40.44444444444444;36.8421052631579;35.388888888888886;4.0;46.166666666666664
35.0;30.0;46.0;31.0;33.0;50;1;1;28.5;1;1;1;48.0;2;1;2;47.0;1;41.0;30.0;7;37.0;34.0;31.0;16.0;19.0;29.0;1;2;3.0;6;2;1;3;3;2;3;3;3;2;2;38.611111111111114;31.833333333333332;35.638888888888886;2.0;35.916666666666664
35.0;39.0;43.0;44.0;32.0;38;1;1;37.0;1;1;1;41.0;1;1;1;31.0;1;41.0;34.0;7;37.0;31.0;25.0;16.0;19.0;43.0;1;1;3.0;6;2;1;1;3;2;3;3;3;2;2;30.27777777777778;31.47368421;32.05555555555556;2.0;38.55555555555556
35.0;34.0;49.0;42.0;39.0;50;1;1;41.0;1;1;1;39.0;1;1;0;34.0;1;34.5;40.0;7;38.0;35.0;37.0;19.0;19.0;39.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.111111111111114;35.5;34.388888888888886;3.0;41.5
43.0;39.0;34.0;30.0;48.0;50;1;1;29.5;1;1;1;44.0;2;2;1;30.0;2;38.0;30.0;7;41.0;37.0;27.0;16.0;19.0;42.0;1;1;3.0;6;2;1;1;3;2;3;3;3;2;2;34.26851851833333;29.94736842105263;29.944444444444443;2.0;38.638888888888886
37.0;34.0;31.0;40.0;45.0;40;1;1;30.5;1;1;1;33.0;2;1;0;43.0;1;36.0;31.0;7;36.0;33.0;30.0;19.0;19.0;36.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;34.02777777777778;32.078947367894735;33.83333333388889;2.0;36.638888888888886
31.5;38.0;47.0;35.0;46.0;43;2;1;39.0;1;1;1;49.0;1;1;2;40.0;2;41.0;36.0;7;38.0;36.0;23.5;16.0;19.0;40.0;1;1;3.0;6;2;1;1;3;2;3;3;3;2;2;36.94444444444444;31.578947368947368;38.888888888888886;2.0;39.666666666666664
42.0;42.0;42.0;42.0;39.0;50;1;1;35.0;1;1;1;44.0;1;1;0;36.0;1;30.0;40.0;7;38.0;31.0;42.0;19.0;19.0;30.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.611111111111114;31.42105263157895;35.80555555555556;3.0;41.833333333333336
39.0;34.0;48.0;34.0;30.0;45;1;1;37.0;1;1;1;35.0;1;1;0;44.0;1;38.0;39.0;7;35.0;32.0;36.0;19.0;19.0;40.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;40.22222222222222;35.13157894736842;32.611111111111114;2.0;38.0
47.0;43.0;39.0;40.0;47.0;50;1;1;32.0;1;1;1;48.0;1;1;0;44.0;1;50.0;34.0;7;50.0;41.0;37.0;19.0;19.0;34.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;45.55555555555556;37.578947368421055;39.44444444444444;3.0;42.27777777777778
13.0;0.0;0.0;0.0;0.0;0;1;0;36.0;0;0;0;32.0;1;0;0;0.0;0;38.0;28.0;4;34.0;40.0;0.0;8.0;11.0;0.0;1;0;3.0;3;2;1;1;3;2;3;3;3;2;2;34.22222222222222;31.970588234117645;28.45;1.0;26.8
24.0;39.0;44.0;41.0;40.0;50;2;1;0.0;1;1;1;49.0;0;1;3;38.0;2;36.0;22.0;6;31.0;24.33333333;21.0;8.0;17.0;33.0;1;1;9.0;3;1;3;2;3;2;3;3;3;2;2;41.388888888888886;32.1578947368421;33.97222222222222;3.0;40.4
0.0;37.0;35.0;43.0;31.0;47;0;1;42.0;1;1;1;50.0;1;1;1;42.0;2;48.0;30.0;7;41.0;34.0;28.0;16.0;19.0;34.0;1;1;3.0;6;2;1;1;3;2;3;3;3;2;2;39.44444444444444;32.3421052631579;36.833333333333336;2.0;39.9375
45.0;32.0;36.0;44.0;35.0;48;1;1;35.0;1;1;1;35.0;1;1;2;44.0;2;34.0;29.0;7;38.0;45.0;31.5;16.0;19.0;44.0;1;1;3.0;6;2;1;2;3;2;3;3;3;2;2;36.31481481555555;34.10526315789474;33.55555555555556;2.0;39.388888888888886
0.0;38.0;0.0;0.0;0.0;0;0;0;0.0;0;0;1;41.0;0;0;0;45.0;0;36.0;42.0;3;0.0;0.0;0.0;6.0;9.0;28.0;1;1;3.0;2;2;1;1;3;2;3;3;3;2;2;36.3125;34.64705882352941;31.46875;2.0;38.0
0.0;24.0;0.0;22.5;0.0;0;0;0;14.0;0;0;3;35.0;1;2;1;41.0;1;40.0;30.0;6;36.0;30.5;31.0;17.0;17.0;39.0;1;1;0.0;6;2;0;1;3;2;3;3;3;2;2;37.9375;32.294117647058826;31.571428570714286;1.0;20.166666666666668
