NUMERO;LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCP_UNO;NAA_UNO;NAP_UNO;ESTADO_FINAL;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_QUIMICA;NOTA_CFJC;NOTA_TEXTOS;NOTA_SEMINARIO;NOTA_EE_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INTEGRAL;VECES_INTEGRAL;CREDITOS_INTEGRAL;NOTA_FISICA_UNO;VECES_FISICA_UNO;CREDITOS_FISICA_UNO;NOTA_MATERIALES;VECES_MATERIALES;CREDITOS_MATERIALES;NOTA_DEMOCRACIA;VECES_DEMOCRACIA;CREDITOS_DEMOCRACIA;NOTA_PBASICA;VECES_PBASICA;CREDITOS_PBASICA;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;RENDIMIENTO_TRES;PROMEDIO_TRES
1097;11;419.0;69.0;63.0;55.0;52.0;1;30.06666666666667;2;15;7;5;2;1;24.0;33.0;22.66666666666667;32.0;37.0;31.0;42.0;32.0;4;17;8;9;7;4;3;1;24.5;2;3;28.5;2;3;24.0;2;3;37.0;1;2;36.0;1;1;39.0;2;3;43.0;1;2;2;34.63888888888889
1098;14;413.0;68.0;65.0;59.0;50.0;8;38.66666666666666;0;15;0;7;0;5;38.0;39.0;37.0;38.0;40.0;33.0;44.0;35.8235294117647;0;17;17;0;7;7;0;2;30.0;1;3;38.0;1;3;32.0;1;3;30.0;1;2;41.0;1;1;42.0;1;3;41.0;1;2;2;39.16666666666666
1099;10;427.19;77.8;53.11;57.16;56.48;10;30.78888888888889;3;15;7;4;3;9;24.33333333333333;27.5;30.0;40.0;38.0;25.5;39.0;23.68888888888889;3;15;7;8;6;3;3;1;10.5;2;3;12.5;2;3;30.0;1;3;28.66666666666667;3;2;43.0;1;1;32.0;1;3;0.0;0;2;2;34.0
1101;16;408.0;85.0;56.0;51.0;41.0;16;31.32222222222222;3;15;5;5;2;5;23.0;31.0;30.5;36.0;33.0;24.33333333333333;49.0;30.47058823529412;4;17;7;10;7;3;4;1;25.5;2;3;26.5;2;3;25.5;2;3;40.0;1;2;19.5;2;1;34.0;1;3;42.0;1;2;2;38.0
1102;8;407.0;76.0;59.0;55.0;53.0;8;26.28205128205128;4;13;10;2;4;9;20.33333333333333;29.0;27.0;34.0;33.0;21.33333333333333;0.0;27.2;0;10;4;6;4;2;2;1;22.0;1;3;0.0;0;3;25.0;1;3;0.0;0;2;41.0;1;1;30.0;1;3;0.0;0;2;2;34.0
1104;10;402.0;75.0;60.0;48.0;68.0;10;34.33333333333334;0;15;0;7;0;2;31.0;39.0;34.0;39.0;35.0;32.0;35.0;35.26470588235294;1;17;14;3;7;6;1;2;29.5;2;3;32.0;1;3;30.0;1;3;33.0;1;2;41.0;1;1;40.0;1;3;49.0;1;2;2;36.11111111111111
1105;6;429.0;64.0;59.0;63.0;43.0;18;37.2;0;15;0;7;0;5;34.0;36.0;36.0;40.0;40.0;30.0;46.0;37.94117647058823;0;17;17;0;7;7;0;2;34.0;1;3;37.0;1;3;35.0;1;3;32.0;1;2;41.0;1;1;42.0;1;3;48.0;1;2;3;41.22222222222222
1106;16;415.0;69.0;59.0;55.0;55.0;10;33.55555555555556;2;15;5;5;2;2;26.33333333333333;37.0;33.0;35.0;35.0;22.0;49.0;31.67647058823529;3;17;9;8;7;4;3;1;28.5;2;3;31.0;1;3;24.0;2;3;28.0;3;2;42.0;1;1;34.0;1;3;44.0;1;2;3;41.11111111111111
1109;11;413.0;75.0;60.0;63.0;55.0;11;30.8;3;15;7;5;2;9;24.0;30.0;29.5;36.0;37.0;33.5;37.0;26.0;0;8;2;6;3;1;2;1;22.0;1;3;0.0;0;3;24.0;1;3;0.0;0;2;0.0;0;1;0.0;0;3;35.0;1;2;0;0.0
1110;2;431.0;75.0;49.0;63.0;49.0;10;20.8;3;15;10;3;4;9;11.5;34.0;14.5;38.0;33.0;12.5;19.0;1.5;0;6;0;6;2;0;2;1;3.0;1;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;1;3;0.0;0;2;0;0.0
1120;14;410.0;69.0;63.0;68.0;52.0;14;21.07692307692308;0;13;8;3;3;9;8.0;30.0;25.0;35.0;31.0;10.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
1121;1;413.0;75.0;56.0;63.0;83.0;1;34.36666666666667;2;15;5;5;2;2;29.5;34.0;35.0;33.0;37.0;25.5;46.0;33.58888888888889;3;15;13;2;6;5;1;2;31.0;2;3;34.0;1;3;34.5;2;3;27.66666666666667;3;2;39.0;1;1;37.0;1;3;0.0;0;2;2;33.5
1124;7;402.0;64.0;69.0;58.0;45.0;20;25.21794871794872;3;13;8;3;3;9;18.33333333333333;32.0;24.5;38.0;32.0;15.0;0.0;15.75;0;12;3;9;5;1;4;1;6.0;1;3;0.0;0;3;16.0;1;3;5.0;1;2;8.0;1;1;35.0;1;3;0.0;0;2;0;0.0
1125;19;412.0;75.0;56.0;48.0;45.0;8;27.23076923076923;4;13;10;2;4;9;24.5;32.0;28.0;34.0;25.0;24.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
1126;8;454.0;59.0;52.0;59.0;49.0;8;37.26666666666667;1;15;4;6;1;5;29.0;37.0;35.0;40.0;50.0;34.0;45.0;33.3235294117647;1;17;14;3;7;6;1;2;27.5;2;3;36.0;1;3;32.0;1;3;32.0;1;2;36.0;1;1;36.0;1;3;36.0;1;2;2;38.94444444444444
1127;9;426.0;69.0;55.0;51.0;49.0;9;37.6;0;15;0;7;0;5;34.0;30.0;39.0;33.0;50.0;30.0;44.0;37.38235294117647;1;17;17;0;7;7;0;2;33.5;2;3;32.0;1;3;34.0;1;3;39.0;1;2;42.0;1;1;43.0;1;3;44.0;1;2;2;39.0
1128;8;415.0;63.0;65.0;55.0;58.0;8;26.76666666666667;4;15;10;3;4;9;22.66666666666667;26.66666666666667;23.0;36.0;33.0;20.5;33.0;31.16666666666667;3;15;7;8;6;3;3;1;25.0;2;3;19.5;2;3;40.0;1;3;26.5;2;2;41.0;1;1;40.0;1;3;0.0;0;2;1;25.90909090909091
1129;19;418.0;60.0;63.0;51.0;47.0;19;14.5;5;13;12;1;5;9;2.5;13.5;19.5;36.0;20.5;16.0;0.0;2.0;0;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;2.0;1;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
1131;8;405.0;76.0;55.0;51.0;53.0;8;33.33333333333334;1;15;4;6;1;5;27.0;32.0;32.0;34.0;35.0;30.0;49.0;37.47058823529412;1;17;15;2;7;6;1;2;37.0;1;3;37.0;1;3;31.0;1;3;27.5;2;2;36.0;1;1;47.0;1;3;45.0;1;2;2;39.0
1133;11;409.0;75.0;56.0;51.0;52.0;11;27.74358974358974;2;13;7;4;2;9;25.66666666666667;35.0;21.66666666666667;30.0;31.0;31.0;0.0;22.66666666666667;3;9;0;9;3;0;3;1;23.0;2;3;0.0;0;3;19.5;2;3;0.0;0;2;0.0;0;1;25.5;2;3;0.0;0;2;0;0.0
1134;8;428.0;64.0;59.0;63.0;52.0;8;35.73333333333333;1;15;3;6;1;5;30.0;42.0;26.33333333333333;37.0;50.0;30.0;43.0;36.58823529411764;0;17;17;0;7;7;0;2;31.0;1;3;37.0;1;3;30.0;1;3;36.0;1;2;44.0;1;1;38.0;1;3;49.0;1;2;2;38.94444444444444
1136;8;425.0;76.0;51.0;63.0;63.0;10;31.23333333333333;3;15;7;5;2;2;25.0;36.0;26.5;30.0;34.0;31.0;44.0;34.1764705882353;2;17;14;3;7;6;1;2;33.5;2;3;25.5;2;3;30.0;1;3;31.0;1;2;47.0;1;1;39.0;1;3;44.0;1;2;2;37.83333333333334
1137;8;442.0;63.0;52.0;68.0;71.0;8;30.9;4;15;7;5;2;9;24.0;34.0;26.5;37.0;34.0;31.0;42.0;33.58823529411764;3;17;11;6;7;5;2;2;32.5;2;3;29.5;2;3;24.33333333333333;3;3;30.0;1;2;41.0;1;1;41.0;1;3;44.0;1;2;1;28.73076923076923
1140;4;432.0;63.0;60.0;48.0;56.0;18;31.35897435897436;3;13;8;3;3;9;26.66666666666667;44.0;24.0;34.0;41.0;25.0;0.0;24.3;1;15;9;6;6;4;2;1;22.5;2;3;1.0;1;3;30.0;1;3;34.0;1;2;34.0;1;1;34.0;1;3;0.0;0;2;2;35.0
1141;11;429.0;68.0;52.0;68.0;74.0;16;34.36666666666667;2;15;3;6;1;5;30.0;39.0;24.5;40.0;39.0;30.0;48.0;33.1764705882353;1;17;14;3;7;6;1;2;30.0;1;3;26.0;2;3;30.0;1;3;30.0;1;2;41.0;1;1;41.0;1;3;41.0;1;2;2;39.72222222222222
1144;8;411.0;69.0;59.0;63.0;47.0;19;30.05128205128205;3;13;8;3;3;9;21.66666666666667;42.0;24.5;37.0;42.0;25.5;0.0;31.75;1;12;9;3;5;4;1;2;19.0;2;3;0.0;0;3;30.0;1;3;39.0;1;2;42.0;1;1;38.0;1;3;0.0;0;2;2;38.0
1145;11;424.0;55.0;65.0;77.0;52.0;11;32.15555555555555;2;15;7;5;2;2;26.33333333333333;43.0;24.66666666666667;37.0;39.0;30.0;36.0;31.55882352941176;4;17;6;11;7;3;4;1;28.5;2;3;27.0;2;3;20.0;2;3;26.5;2;2;43.0;1;1;42.0;1;3;44.0;1;2;2;38.83333333333334
1146;10;416.0;59.0;65.0;63.0;56.0;3;29.84444444444444;3;15;8;4;3;9;22.66666666666667;40.0;25.33333333333333;35.0;34.0;22.0;38.0;30.2;1;15;12;3;6;5;1;2;35.0;1;3;10.0;2;3;30.0;1;3;30.0;1;2;42.0;1;1;42.0;1;3;0.0;0;2;2;30.14285714285714
1147;12;409.0;68.0;60.0;59.0;53.0;8;31.74444444444445;3;15;8;4;3;2;25.0;42.0;26.5;32.0;34.0;24.66666666666667;44.0;32.64705882352941;3;17;8;9;7;4;3;1;21.5;2;3;27.5;2;3;27.0;2;3;30.0;1;2;42.0;1;1;45.0;1;3;45.0;1;2;3;40.44444444444444
1149;5;386.0;76.0;59.0;33.0;50.0;5;27.46153846153846;2;13;7;4;2;9;15.0;42.0;21.0;40.0;40.0;30.0;0.0;22.7;3;10;1;9;4;1;3;1;18.0;2;3;0.0;0;3;16.5;2;3;0.0;0;2;41.0;1;1;27.5;2;3;0.0;0;2;0;0.0
1152;19;424.0;55.0;65.0;77.0;61.0;19;31.86666666666667;2;15;3;6;1;2;30.0;37.0;23.33333333333333;39.0;30.0;31.0;42.0;35.61764705882353;1;17;17;0;7;7;0;2;31.5;2;3;31.0;1;3;38.0;1;3;36.0;1;2;40.0;1;1;40.0;1;3;36.0;1;2;2;39.19444444444444
1156;16;384.74;52.71;52.14;49.94;70.37;19;35.93333333333333;1;15;3;6;1;2;34.0;44.0;23.33333333333333;36.0;43.0;33.0;45.0;36.35294117647059;0;17;17;0;7;7;0;2;40.0;1;3;33.0;1;3;35.0;1;3;32.0;1;2;47.0;1;1;39.0;1;3;33.0;1;2;2;34.13888888888889
1159;10;387.41;55.69;52.29;59.32;94.05;7;35.03333333333333;1;15;3;6;1;2;30.0;36.0;28.5;40.0;40.0;34.0;47.0;32.05882352941177;3;17;8;9;7;4;3;1;28.0;3;3;20.0;2;3;28.0;2;3;34.0;1;2;42.0;1;1;41.0;1;3;42.0;1;2;2;37.88888888888889
1164;10;413.0;55.0;49.0;69.0;47.0;10;28.92307692307692;2;13;4;4;2;9;31.0;30.0;20.0;35.0;39.0;19.0;0.0;21.125;4;12;0;12;4;0;4;1;20.0;2;3;15.5;2;3;21.5;2;3;0.0;0;2;0.0;0;1;27.5;2;3;0.0;0;2;0;0.0
1165;11;422.0;55.0;60.0;63.0;43.0;11;35.06666666666667;3;15;9;4;3;5;26.0;28.0;29.0;41.0;50.0;38.0;50.0;41.35294117647059;0;17;17;0;7;7;0;2;32.0;1;3;50.0;1;3;35.0;1;3;41.0;1;2;43.0;1;1;47.0;1;3;43.0;1;2;4;46.83333333333334
1166;5;401.0;63.0;52.0;51.0;52.0;5;31.16666666666667;3;15;7;5;2;9;25.0;32.5;20.5;41.0;40.0;36.0;42.0;27.9;2;15;6;9;6;3;3;1;25.5;2;3;18.0;1;3;22.0;2;3;34.0;1;2;40.0;1;1;38.0;1;3;0.0;0;2;3;43.0
1167;15;409.0;55.0;56.0;59.0;58.0;18;34.96666666666667;3;15;8;4;3;5;28.0;37.0;28.0;41.0;50.0;27.5;43.0;38.58823529411764;0;17;17;0;7;7;0;2;40.0;1;3;38.0;1;3;37.0;1;3;41.0;1;2;38.0;1;1;35.0;1;3;43.0;1;2;3;43.5
1169;4;388.06;61.49;58.27;52.77;52.09;5;14.44871794871795;4;13;10;2;4;9;6.0;40.0;9.5;32.0;6.0;11.33333333333333;0.0;44.0;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;44.0;1;3;0.0;0;2;3;44.0
1171;11;377.0;64.0;47.0;51.0;45.0;11;33.3;1;15;3;6;1;2;30.0;34.0;23.5;38.0;38.0;31.0;48.0;37.47058823529412;1;17;14;3;7;6;1;2;33.0;1;3;25.66666666666667;3;3;38.0;1;3;34.0;1;2;39.0;1;1;50.0;1;3;45.0;1;2;3;42.11111111111111
1173;9;479.0;108.0;61.0;65.0;70.0;9;39.0;0;15;0;7;0;5;30.0;45.0;31.0;46.0;50.0;42.0;47.0;42.14705882352941;1;17;17;0;7;7;0;2;35.5;2;3;50.0;1;3;34.0;1;3;43.0;1;2;44.0;1;1;46.0;1;3;45.0;1;2;3;41.66666666666666
1174;6;464.0;77.0;78.0;54.0;68.0;19;39.26666666666667;0;15;0;7;0;2;35.0;45.0;30.0;37.0;45.0;44.0;49.0;40.64705882352941;0;17;17;0;7;7;0;2;36.0;1;3;42.0;1;3;35.0;1;3;43.0;1;2;44.0;1;1;44.0;1;3;45.0;1;2;3;43.94444444444444
1175;13;471.0;85.0;67.0;64.0;75.0;10;32.80769230769231;2;13;7;4;2;9;28.5;45.0;23.5;39.0;36.0;41.0;0.0;32.33333333333334;0;9;6;3;3;2;1;2;19.0;1;3;0.0;0;3;33.0;1;3;0.0;0;2;0.0;0;1;45.0;1;3;0.0;0;2;0;0.0
1176;16;460.0;77.0;70.0;67.0;65.0;16;29.15384615384615;0;13;7;4;2;9;23.0;45.0;19.0;31.0;35.0;39.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
1178;16;459.0;80.0;70.0;64.0;72.0;16;36.93333333333333;1;15;0;7;0;11;32.0;45.0;31.0;35.0;43.0;36.0;43.0;35.11764705882353;0;17;17;0;7;7;0;2;30.0;1;3;30.0;1;3;31.0;1;3;34.0;1;2;41.0;1;1;41.0;1;3;46.0;1;2;2;38.44444444444444
1179;19;467.0;91.0;52.0;63.0;61.0;19;35.2;0;15;0;7;0;9;31.0;45.0;30.0;37.0;35.0;37.0;40.0;38.1764705882353;1;17;15;2;7;6;1;2;35.0;1;3;33.0;1;3;42.0;1;3;29.5;2;2;44.0;1;1;42.0;1;3;45.0;1;2;2;37.61111111111111
1180;2;452.0;80.0;67.0;67.0;65.0;9;40.8;0;15;0;7;0;2;36.0;45.0;38.0;36.0;50.0;46.0;41.0;37.64705882352941;0;17;17;0;7;7;0;2;32.0;1;3;30.0;1;3;33.0;1;3;43.0;1;2;44.0;1;1;43.0;1;3;48.0;1;2;2;39.27777777777778
1181;6;441.0;85.0;67.0;54.0;50.0;6;29.73333333333333;3;15;11;3;4;9;27.0;45.0;26.33333333333333;30.0;27.0;39.0;23.0;29.3;2;15;9;6;6;4;2;1;32.0;1;3;24.5;2;3;28.66666666666667;3;3;30.0;1;2;31.0;1;1;31.0;1;3;0.0;0;2;2;31.875
1183;10;461.0;91.0;53.0;64.0;80.0;10;37.8;0;15;0;7;0;2;33.0;45.0;31.0;37.0;41.0;41.0;46.0;36.41176470588236;1;17;17;0;7;7;0;2;32.0;1;3;33.0;2;3;34.0;1;3;32.0;1;2;42.0;1;1;44.0;1;3;42.0;1;2;3;43.16666666666666
1184;11;442.0;90.0;62.0;62.0;70.0;11;38.0;1;15;0;7;0;5;30.0;45.0;32.0;38.0;43.0;42.0;49.0;41.41176470588236;0;17;17;0;7;7;0;2;41.0;1;3;44.0;1;3;34.0;1;3;35.0;1;2;41.0;1;1;48.0;1;3;46.0;1;2;2;39.72222222222222
1185;11;446.0;80.0;67.0;59.0;77.0;11;30.76923076923077;0;13;7;4;2;9;21.0;45.0;19.0;37.0;50.0;32.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
1187;1;449.0;76.0;67.0;64.0;59.0;1;39.0;1;15;0;7;0;2;35.5;45.0;30.0;36.0;47.0;39.0;47.0;39.23529411764706;1;17;17;0;7;7;0;2;42.0;1;3;36.0;1;3;40.0;1;3;32.5;2;2;43.0;1;1;43.0;1;3;38.0;1;2;2;39.72222222222222
1189;9;450.0;81.0;64.0;65.0;75.0;9;41.33333333333334;0;15;0;7;0;5;38.0;45.0;37.0;41.0;42.0;42.0;50.0;40.58823529411764;0;17;17;0;7;7;0;2;34.0;1;3;39.0;1;3;39.0;1;3;41.0;1;2;45.0;1;1;45.0;1;3;46.0;1;2;3;43.44444444444444
1190;8;421.0;90.0;66.0;56.0;58.0;8;36.2;3;15;2;6;1;2;36.0;45.0;30.0;37.0;29.0;42.0;41.0;36.58823529411764;0;17;17;0;7;7;0;2;41.0;1;3;37.0;1;3;33.0;1;3;30.0;1;2;30.0;1;1;37.0;1;3;44.0;1;2;2;36.5
1191;10;450.0;74.0;67.0;64.0;65.0;10;37.6;0;15;0;7;0;2;31.0;45.0;38.0;32.0;40.0;38.0;43.0;38.29411764705883;0;17;17;0;7;7;0;2;37.0;1;3;35.0;1;3;42.0;1;3;43.0;1;2;38.0;1;1;37.0;1;3;37.0;1;2;3;41.0
1192;8;419.0;90.0;70.0;55.0;55.0;8;36.26666666666667;2;15;3;6;1;11;34.5;39.0;25.0;35.0;45.0;42.0;43.0;36.58823529411764;0;17;17;0;7;7;0;2;32.0;1;3;30.0;1;3;42.0;1;3;37.0;1;2;35.0;1;1;43.0;1;3;36.0;1;2;2;33.58333333333334
1193;10;452.0;73.0;70.0;69.0;70.0;10;30.30769230769231;0;13;5;4;2;9;30.0;24.0;20.0;36.0;50.0;30.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
1194;14;426.0;90.0;59.0;62.0;56.0;7;34.13333333333333;2;15;3;6;1;2;34.0;36.0;23.0;40.0;37.0;41.0;40.0;34.58823529411764;2;17;14;3;7;6;1;2;27.0;2;3;31.0;1;3;31.0;1;3;31.0;1;2;47.0;1;1;40.0;2;3;46.0;1;2;2;31.36111111111111
1195;10;452.0;73.0;65.0;67.0;75.0;10;34.61538461538461;0;13;3;5;1;9;33.0;42.0;24.0;36.0;43.0;40.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
1198;14;451.0;64.0;65.0;54.0;65.0;11;40.46666666666667;0;15;0;7;0;2;36.0;43.0;33.0;38.0;50.0;40.0;50.0;44.47058823529412;0;17;17;0;7;7;0;2;50.0;1;3;43.0;1;3;41.0;1;3;36.0;1;2;43.0;1;1;47.0;1;3;49.0;1;2;3;42.66666666666666
1202;14;426.0;90.0;55.0;50.0;61.0;16;33.69230769230769;1;13;3;5;1;9;31.0;37.0;28.0;38.0;38.0;42.0;0.0;20.96666666666667;4;15;6;9;6;2;4;1;11.0;3;3;13.33333333333333;3;3;35.0;1;3;3.0;2;2;7.5;2;1;41.0;1;3;0.0;0;2;1;4.0
1203;9;435.0;85.0;57.0;58.0;70.0;13;20.80769230769231;3;13;9;3;3;9;12.0;24.5;14.5;30.0;30.0;40.0;0.0;8.5;0;6;0;6;2;0;2;1;0.0;0;3;0.0;0;3;5.0;1;3;0.0;0;2;0.0;0;1;12.0;1;3;0.0;0;2;0;0.0
1204;7;435.0;76.0;65.0;64.0;51.0;7;18.17948717948718;5;13;12;1;5;9;19.0;24.33333333333333;16.0;12.66666666666667;10.5;30.0;0.0;14.0;1;3;0;3;1;0;1;1;14.0;2;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
1206;10;439.0;80.0;57.0;59.0;68.0;10;28.92307692307692;0;13;3;5;1;9;30.0;34.0;13.0;37.0;40.0;32.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
1207;15;435.0;81.0;61.0;63.0;68.0;4;38.6;1;15;0;7;0;11;34.0;42.0;35.0;39.0;43.0;41.0;44.0;39.6;0;15;15;0;6;6;0;2;35.0;1;3;45.0;1;3;30.0;1;3;39.0;1;2;36.0;1;1;50.0;1;3;0.0;0;2;2;39.0625
1208;4;425.0;74.0;67.0;54.0;68.0;12;27.61538461538462;0;13;9;3;3;9;25.0;28.0;21.0;35.0;32.0;41.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
1209;17;447.0;70.0;62.0;66.0;70.0;19;34.36666666666667;3;15;3;6;1;2;31.0;30.0;23.5;37.0;43.0;44.0;47.0;35.35294117647059;1;17;17;0;7;7;0;2;33.0;1;3;30.0;1;3;31.0;2;3;39.0;1;2;44.0;1;1;37.0;1;3;43.0;1;2;2;38.08333333333334
1210;11;423.0;80.0;65.0;57.0;80.0;11;35.66666666666666;2;15;7;5;2;5;29.5;39.0;25.0;36.0;44.0;42.0;49.0;37.47058823529412;0;17;17;0;7;7;0;2;37.0;1;3;31.0;1;3;30.0;1;3;36.0;1;2;39.0;1;1;48.0;1;3;44.0;1;2;2;37.72222222222222
1211;11;443.0;74.0;60.0;71.0;55.0;11;23.07692307692308;2;13;7;4;2;9;16.0;30.0;8.0;35.0;41.0;35.0;0.0;0.0;0;1;0;1;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;1;1;0.0;0;3;0.0;0;2;0;0.0
1212;3;447.0;70.0;67.0;69.0;50.0;20;25.23076923076923;0;13;10;2;4;9;23.0;27.0;22.0;33.0;34.0;15.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
1213;15;432.0;84.0;61.0;63.0;61.0;14;33.83333333333334;1;15;1;6;1;3;30.0;33.0;34.0;32.0;38.0;25.5;43.0;36.43333333333333;2;15;15;0;6;6;0;2;35.0;1;3;33.0;2;3;30.5;2;3;42.0;1;2;41.0;1;1;42.0;1;3;0.0;0;2;2;37.0
1214;11;444.0;76.0;57.0;64.0;75.0;11;31.11111111111111;2;15;1;6;1;9;30.0;35.0;32.0;31.0;35.0;17.66666666666667;31.0;26.23529411764706;2;17;10;7;7;4;3;1;30.0;1;3;11.66666666666667;3;3;32.0;1;3;27.5;2;2;40.0;1;1;42.0;1;3;2.0;1;2;2;32.0
1215;8;441.0;77.0;61.0;66.0;51.0;8;32.96666666666667;3;15;8;4;3;2;29.0;37.0;28.5;35.0;38.0;22.0;43.0;36.41176470588236;0;17;17;0;7;7;0;2;40.0;1;3;30.0;1;3;33.0;1;3;37.0;1;2;41.0;1;1;35.0;1;3;45.0;1;2;2;37.16666666666666
1217;11;435.0;74.0;67.0;61.0;63.0;11;39.13333333333333;0;15;0;7;0;2;40.0;34.0;38.0;37.0;42.0;34.0;45.0;40.70588235294117;0;17;17;0;7;7;0;2;43.0;1;3;35.0;1;3;38.0;1;3;43.0;1;2;43.0;1;1;41.0;1;3;46.0;1;2;3;43.55555555555556
1220;11;451.0;67.0;64.0;68.0;83.0;11;20.47435897435897;5;13;10;1;5;9;13.5;17.33333333333333;30.0;20.5;29.5;8.0;0.0;16.5;2;6;0;6;2;0;2;1;0.0;0;3;0.0;0;3;9.0;2;3;0.0;0;2;0.0;0;1;24.0;2;3;0.0;0;2;0;0.0
1221;19;437.0;74.0;62.0;64.0;56.0;19;38.13333333333333;0;15;0;7;0;2;31.0;44.0;36.0;36.0;41.0;34.0;50.0;40.11764705882353;0;17;17;0;7;7;0;2;30.0;1;3;34.0;1;3;45.0;1;3;40.0;1;2;43.0;1;1;46.0;1;3;47.0;1;2;3;43.16666666666666
1222;8;429.0;77.0;62.0;64.0;68.0;8;24.15384615384615;0;13;8;3;3;9;10.0;30.0;28.0;34.0;42.0;12.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
1223;14;429.0;90.0;52.0;56.0;50.0;8;36.83333333333334;1;15;1;6;1;2;39.0;38.0;35.0;31.0;37.0;24.5;43.0;30.92156862745098;5;17;7;10;7;3;4;1;29.5;2;3;32.5;2;3;29.0;3;3;28.33333333333333;3;2;37.0;1;1;37.0;3;3;24.0;1;2;2;35.22222222222222
1224;11;439.0;77.0;61.0;65.0;57.0;11;28.07692307692308;2;13;6;4;2;9;28.5;15.0;32.0;30.0;30.0;35.0;0.0;4.0;0;7;0;7;3;0;3;1;1.0;1;3;0.0;0;3;0.0;0;3;0.0;0;2;4.0;1;1;7.0;1;3;0.0;0;2;0;0.0
1225;5;439.0;74.0;59.0;56.0;56.0;5;27.51282051282051;2;13;7;4;2;9;20.66666666666667;31.0;23.0;35.0;38.0;33.0;0.0;16.33333333333333;3;15;4;11;6;2;4;1;13.0;2;3;0.0;1;3;30.0;2;3;14.0;1;2;37.0;1;1;17.0;3;3;0.0;0;2;2;31.5
1226;7;448.0;74.0;60.0;71.0;70.0;7;32.86666666666667;1;15;1;6;1;2;30.0;30.0;35.0;33.0;33.0;25.0;42.0;32.64705882352941;4;17;12;5;7;5;2;2;27.5;2;3;31.5;2;3;31.0;2;3;28.5;2;2;35.0;1;1;35.0;1;3;44.0;1;2;2;36.77777777777778
1228;8;442.0;74.0;57.0;64.0;75.0;8;31.92307692307692;2;13;3;4;2;9;30.0;29.5;34.0;36.0;42.0;14.0;0.0;30.58333333333333;0;12;9;3;5;4;1;2;26.0;1;3;34.0;1;3;30.0;1;3;30.0;1;2;37.0;1;1;0.0;0;3;0.0;0;2;0;0.0
1230;14;437.0;77.0;57.0;58.0;57.0;9;35.26666666666667;0;15;0;7;0;2;35.0;30.0;37.0;32.0;38.0;30.0;40.0;37.11764705882353;0;17;17;0;7;7;0;2;31.0;1;3;34.0;1;3;37.0;1;3;41.0;1;2;40.0;1;1;41.0;1;3;40.0;1;2;2;38.61111111111111
