CON_MAT_ICFES;QUIMICA_ICFES;PG_ICFES;FISICA_ICFES;IDIOMA_ICFES;BIOLOGIA_ICFES;GENERO;LOCALIDAD;LITERATURA_ICFES;PROMEDIO_UNO;NOTA_DIF;EPA_UNO;NOTA_PROGB;NOTA_FIS_UNO;NCP_UNO;NOTA_TEXTOS;NOTA_CFJC;NAP_UNO;PROMEDIO_TRES;RENDIMIENTO_TRES
69.0;0.0;365.0;0.0;52.0;79.0;0;20;78.0;39.857142857142854;37.0;2;39.0;40.0;0.0;44.0;43.0;0;33.111111111111114;2.0
81.0;0.0;348.0;0.0;76.0;74.0;0;20;61.0;29.821428571428573;24.0;1;34.0;18.5;7.0;42.0;42.0;2;10.666666666666666;1.0
81.0;0.0;365.0;0.0;81.0;66.0;1;4;67.0;35.214285714285715;34.0;2;30.0;33.0;0.0;42.0;43.0;0;31.555555554999998;2.0
83.0;0.0;348.0;0.0;52.0;72.0;0;7;62.0;35.142857142857146;31.0;2;38.0;35.0;0.0;39.0;39.0;0;7.555555555555555;1.0
75.0;0.0;362.0;0.0;77.0;70.0;0;20;72.0;35.92857142857143;34.0;2;32.0;38.0;0.0;41.0;33.0;0;29.97222222222222;1.0
75.0;0.0;341.0;0.0;61.0;81.0;0;10;55.0;28.250000000714287;21.0;1;30.5;28.66666667;7.0;33.0;35.0;2;16.555555555555557;1.0
74.0;69.0;482.0;80.0;51.0;71.0;0;8;58.0;34.357142857142854;30.0;2;44.0;30.0;0.0;34.0;34.0;0;29.416666666666668;1.0
85.0;68.0;490.0;70.0;58.0;76.0;0;20;54.0;37.285714285714285;34.0;2;39.0;35.0;0.0;40.0;38.0;0;34.916666666666664;2.0
70.0;0.0;350.0;0.0;79.0;74.0;0;16;72.0;35.17857142857143;35.5;2;38.0;35.0;0.0;34.0;33.0;0;4.0;1.0
71.0;0.0;337.0;0.0;64.0;81.0;0;19;59.0;32.035714285714285;31.0;2;33.0;28.5;3.0;36.0;36.0;1;14.899999999399999;1.0
74.0;0.0;353.0;0.0;73.0;70.0;0;20;61.0;23.178571428571427;24.0;1;19.0;22.5;14.0;24.0;28.5;6;9.666666666666666;1.0
75.0;0.0;337.0;0.0;59.0;76.0;0;10;56.0;27.857142857142858;24.5;1;25.0;30.0;8.0;30.0;29.0;3;25.5;1.0
72.0;0.0;347.0;0.0;60.0;73.0;0;10;63.0;32.5;31.0;2;30.0;31.0;0.0;41.0;31.0;0;30.027777777222223;2.0
73.0;0.0;345.0;0.0;68.0;72.0;1;20;64.0;35.57142857142857;30.0;2;31.0;43.0;0.0;41.0;41.0;0;32.361111111111114;2.0
72.0;0.0;352.0;0.0;73.0;67.0;1;20;75.0;39.714285714285715;30.0;2;46.0;45.0;0.0;42.0;40.0;0;35.25;2.0
75.0;0.0;345.0;0.0;50.0;70.0;1;8;61.0;39.92857142857143;30.0;2;48.0;43.0;0.0;41.0;41.0;0;32.916666666666664;2.0
75.0;0.0;343.0;0.0;74.0;68.0;1;20;64.0;37.92857142857143;39.0;2;40.0;30.0;0.0;44.0;38.0;0;27.805555555555557;1.0
78.0;77.0;460.0;74.0;68.0;62.0;0;20;58.0;36.142857142857146;27.0;2;37.0;36.0;4.0;50.0;41.0;1;35.388888888888886;2.0
75.0;0.0;339.0;0.0;53.0;70.0;0;7;67.0;41.42857142857143;42.0;2;41.0;42.0;0.0;41.0;41.0;0;34.97222222222222;2.0
70.0;0.0;344.0;0.0;58.0;71.0;0;21;72.0;33.32142857142857;33.5;2;25.5;34.0;3.0;34.0;45.0;1;37.52777777777778;2.0
66.0;0.0;348.0;0.0;66.0;72.0;1;18;72.0;36.214285714285715;30.0;2;38.0;40.0;0.0;38.0;40.0;0;32.833333333333336;2.0
64.0;0.0;351.0;0.0;67.0;71.0;1;21;78.0;38.92857142857143;42.0;2;42.0;31.0;0.0;39.0;40.0;0;27.88888888888889;1.0
86.0;67.0;470.0;63.0;49.0;59.0;0;15;62.0;33.5;26.0;2;38.0;26.0;7.0;50.0;37.0;2;7.5;1.0
85.89;63.72;463.86;66.88;75.1;62.09;0;11;60.38;43.07142857142857;47.0;2;41.0;40.0;0.0;41.0;45.0;0;29.666666666666668;1.0
83.0;0.0;325.0;0.0;52.0;65.0;0;9;61.0;40.357142857142854;38.0;2;43.0;35.0;0.0;50.0;40.0;0;37.94444444444444;2.0
68.0;0.0;337.0;0.0;67.0;74.0;1;11;62.0;31.642857142857142;29.0;2;30.0;31.0;4.0;37.0;38.0;1;15.0;1.0
64.0;0.0;347.0;0.0;70.0;73.0;0;11;69.0;32.714285714285715;29.5;2;33.0;32.0;4.0;39.0;34.0;1;29.583333333333332;1.0
70.0;0.0;340.0;0.0;57.0;70.0;0;20;67.0;34.67857142857143;30.0;2;36.0;31.5;0.0;41.0;40.0;0;29.055555555555557;1.0
68.0;0.0;348.0;0.0;55.0;68.0;0;10;73.0;30.571428571428573;32.0;2;33.0;15.0;3.0;41.0;31.0;1;3.3333333333333335;1.0
72.0;0.0;332.0;0.0;60.0;70.0;0;8;67.0;39.142857142857146;36.0;2;43.0;36.0;0.0;41.0;39.0;0;33.916666666666664;2.0
81.0;60.0;434.0;76.0;48.0;58.0;0;20;57.0;38.5;40.0;2;40.0;31.0;0.0;50.0;32.0;0;7.111111111111111;1.0
70.0;0.0;335.0;0.0;63.0;72.0;0;7;60.0;41.857142857142854;46.0;2;39.0;38.0;0.0;44.0;37.0;0;26.444444445000002;1.0
79.0;0.0;331.0;0.0;53.0;65.0;0;4;60.0;36.642857142857146;31.0;2;41.0;35.0;0.0;41.0;38.0;0;29.38888889;1.0
69.0;0.0;335.0;0.0;59.0;71.0;0;20;69.0;36.142857142857146;31.0;2;35.0;37.0;0.0;43.0;42.0;0;33.0;2.0
75.0;0.0;326.0;0.0;55.0;70.0;0;20;62.0;36.214285714285715;33.0;2;40.0;31.0;0.0;41.0;38.0;0;12.333333333333334;1.0
72.0;0.0;337.0;0.0;59.0;69.0;0;18;60.0;31.392857142857142;28.0;2;31.0;23.5;7.0;39.0;44.0;2;10.333333333333334;1.0
75.0;0.0;327.0;0.0;49.0;70.0;0;10;58.0;27.357142857142858;25.0;1;32.0;16.0;7.0;34.0;37.0;2;13.666666666666666;1.0
68.0;0.0;323.0;0.0;60.0;76.0;0;20;61.0;34.035714285714285;32.0;2;29.5;32.0;3.0;40.0;42.0;1;27.583333333333332;1.0
67.0;0.0;332.0;0.0;60.0;73.0;0;4;63.0;38.357142857142854;37.0;2;38.0;35.0;0.0;40.0;43.0;0;31.0;2.0
78.0;58.0;439.0;74.0;43.0;54.0;0;10;60.0;33.42857142857143;32.0;2;30.0;29.0;3.0;42.0;41.0;1;8.722222222222221;1.0
75.0;0.0;330.0;0.0;52.0;67.0;0;18;58.0;36.5;33.0;2;36.0;33.0;0.0;44.0;43.0;0;33.833333333333336;2.0
65.0;0.0;340.0;0.0;59.0;72.0;1;10;62.0;36.785714285714285;36.0;2;36.0;34.0;0.0;40.0;42.0;0;34.22222222222222;2.0
71.0;70.0;452.0;69.0;45.0;60.0;0;8;60.0;33.785714285714285;35.0;2;30.0;32.0;1.0;40.0;40.0;1;30.833333333333332;2.0
83.0;62.0;449.0;59.0;66.0;57.0;0;4;67.0;35.785714285714285;32.0;2;33.5;32.5;0.0;45.0;44.0;0;35.05555555555556;2.0
83.0;65.0;428.0;66.0;63.0;55.0;0;20;60.0;32.50000000071429;38.0;2;14.66666667;30.0;3.0;50.0;38.0;1;14.777777777777779;1.0
71.0;65.0;433.0;70.0;77.0;57.0;0;11;58.0;37.857142857142854;41.0;2;32.0;30.0;0.0;46.0;43.0;0;27.11111111111111;1.0
73.85;68.57;426.59;64.55;60.44;57.23;0;13;58.25;38.285714285714285;42.0;2;41.0;31.0;0.0;40.0;32.0;0;27.583333333888888;1.0
65.0;57.0;434.0;69.0;72.0;63.0;0;4;59.0;34.5;31.0;2;31.5;35.0;1.0;50.0;33.0;1;2.0625;1.0
89.0;59.0;416.0;53.0;51.0;53.0;0;5;54.0;31.988095237142858;24.33333333;2;36.0;29.5;7.0;43.0;30.0;2;7.0;1.0
54.0;66.0;432.0;69.0;74.0;60.0;0;8;62.0;42.285714285714285;41.0;2;47.0;40.0;0.0;42.0;40.0;0;37.94444444444444;2.0
68.0;57.0;407.0;69.0;46.0;51.0;0;8;52.0;35.142857142857146;28.0;2;42.0;35.0;4.0;38.0;35.0;1;34.47222222222222;2.0
74.79;65.81;422.06;54.74;58.01;57.23;0;8;60.38;36.714285714285715;34.0;2;37.0;34.0;0.0;44.0;39.0;0;32.47222222222222;2.0
70.0;58.0;422.0;59.0;60.0;63.0;0;11;61.0;24.571428571428573;23.0;1;26.0;19.0;11.0;34.0;15.0;4;15.666666666666666;1.0
75.0;53.0;415.0;56.0;50.0;55.0;1;20;63.0;36.5;27.5;2;38.0;41.0;4.0;44.0;40.0;1;19.071428571428573;1.0
84.0;71.0;396.0;55.0;52.0;56.0;1;20;47.0;39.714285714285715;39.0;2;37.0;40.0;0.0;50.0;34.0;0;31.61111111111111;2.0
63.0;65.0;413.0;66.0;53.0;55.0;0;18;54.0;33.0;24.0;2;39.0;36.0;4.0;34.0;41.0;1;13.666666666666666;1.0
60.0;47.0;404.0;70.0;42.0;55.0;0;10;60.0;35.785714285714285;28.0;2;46.0;36.0;4.0;32.0;44.0;1;5.75;1.0
70.0;59.0;405.0;57.0;57.0;54.0;0;11;59.0;33.892857142857146;36.0;2;34.0;32.0;1.0;36.0;28.5;1;25.722222221666666;1.0
76.0;55.0;394.0;59.0;50.0;48.0;0;8;50.0;30.178571428571427;21.0;2;33.0;26.5;7.0;40.0;40.0;2;31.444444445000002;2.0
71.0;59.0;409.0;56.0;71.0;57.0;1;20;54.0;34.357142857142854;23.5;2;42.0;30.0;4.0;44.0;41.0;1;32.638888888888886;2.0
75.0;56.0;423.0;52.0;53.0;59.0;1;10;53.0;36.785714285714285;31.0;2;38.0;32.0;0.0;50.0;42.0;0;26.583333333888888;1.0
70.0;0.0;321.0;0.0;54.0;60.0;0;10;61.0;26.035714285714285;31.0;1;8.0;23.5;6.0;36.0;37.0;2;10.666666666666666;1.0
56.0;0.0;315.0;0.0;45.0;71.0;0;10;63.0;29.535714285714285;33.0;1;30.0;14.5;3.0;40.0;33.0;1;12.666666666666666;1.0
51.0;0.0;295.0;0.0;70.0;64.0;0;20;55.0;31.571428571428573;22.5;2;37.0;30.0;4.0;34.0;43.0;1;28.944444444444443;1.0
55.0;0.0;283.0;0.0;55.0;50.0;0;10;63.0;31.821428571428573;22.0;2;30.0;34.5;4.0;43.0;40.0;1;28.500000000555556;1.0
59.0;50.0;371.0;49.0;50.0;44.0;0;8;62.0;36.92857142857143;31.0;2;38.0;41.0;0.0;40.0;44.0;0;20.666666666666668;1.0
61.0;0.0;305.0;0.0;52.0;62.0;0;7;60.0;34.107142857142854;27.0;2;40.0;31.5;4.0;36.0;42.0;1;27.52777777777778;1.0
53.05;46.93;371.57;49.63;60.44;57.8;1;0;54.35;30.071428570714286;31.0;2;32.0;19.33333333;3.0;38.0;35.0;1;23.266666666666666;1.0
92.0;0.0;356.0;0.0;50.0;74.0;0;6;64.0;41.42857142857143;43.0;2;40.0;44.0;0.0;39.0;42.0;0;39.5;2.0
60.0;50.0;402.0;66.0;46.0;55.0;0;7;58.0;34.92857142857143;34.0;2;30.0;30.0;0.0;46.0;43.0;0;13.0;1.0
66.0;0.0;342.0;0.0;81.0;66.0;0;18;67.0;33.857142857142854;32.0;2;33.0;34.0;0.0;37.0;37.0;0;20.72222222222222;1.0
58.0;50.0;400.0;72.0;41.0;60.0;0;10;55.0;33.964285714285715;31.0;2;38.0;28.5;3.0;39.0;38.0;1;22.933333333333334;1.0
56.0;55.0;415.0;63.0;55.0;58.0;0;10;62.0;38.67857142857143;36.0;2;42.0;34.0;0.0;50.0;30.5;0;25.166666666666668;1.0
72.0;0.0;327.0;0.0;51.0;72.0;0;1;60.0;34.214285714285715;30.0;2;34.0;33.0;0.0;41.0;40.0;0;33.0;2.0
67.0;0.0;333.0;0.0;52.0;70.0;0;10;65.0;36.142857142857146;31.0;2;31.0;36.0;0.0;46.0;45.0;0;26.083333332777777;1.0
66.0;0.0;327.0;0.0;53.0;72.0;0;18;69.0;32.607142857142854;31.0;2;34.0;28.5;3.0;40.0;30.0;1;19.0;1.0
74.0;0.0;331.0;0.0;59.0;64.0;0;8;60.0;32.91666666571429;23.33333333;2;41.0;26.5;7.0;43.0;41.0;2;18.125;1.0
71.0;0.0;337.0;0.0;66.0;63.0;1;20;69.0;39.357142857142854;31.0;2;42.0;46.0;0.0;40.0;44.0;0;35.333333333333336;2.0
65.0;0.0;328.0;0.0;52.0;75.0;0;5;65.0;36.92857142857143;33.0;2;46.0;38.0;0.0;33.0;36.0;0;32.861111111666666;2.0
70.0;0.0;334.0;0.0;58.0;65.0;0;8;69.0;35.57142857142857;31.5;2;39.0;30.0;0.0;44.0;40.0;0;27.083333333333332;1.0
65.0;0.0;339.0;0.0;71.0;69.0;0;19;61.0;38.07142857142857;31.0;2;40.0;39.0;0.0;43.0;42.0;0;28.944444444444443;1.0
67.0;0.0;328.0;0.0;85.0;70.0;0;9;57.0;29.904761905714285;22.66666667;1;36.0;30.0;4.0;33.0;31.0;1;35.44444444444444;2.0
83.0;65.0;487.0;80.0;71.0;55.0;0;8;71.0;19.803030302727272;30.0;1;0.0;0.0;5.0;31.0;11.33333333;3;9.333333333333334;1.0
77.0;0.0;362.0;0.0;53.0;84.0;0;16;60.0;33.22619047642857;32.0;2;31.5;30.0;0.0;40.0;34.66666667;0;8.966666666666667;1.0
87.0;0.0;355.0;0.0;88.0;68.0;0;11;58.0;38.357142857142854;41.0;2;32.0;37.0;0.0;43.0;44.0;0;27.083333333333332;1.0
68.0;65.0;443.0;62.0;59.0;51.0;1;10;71.0;43.142857142857146;44.0;2;41.0;45.0;0.0;38.0;44.0;0;39.166666666666664;2.0
65.0;62.0;482.0;97.0;54.0;68.0;0;18;71.0;33.357142857142854;31.0;2;34.0;34.0;0.0;34.0;31.0;0;23.78703703777778;1.0
100.0;0.0;398.0;0.0;76.0;75.0;0;9;69.0;35.214285714285715;37.0;2;35.0;33.0;0.0;34.0;34.0;0;29.27777777777778;1.0
90.0;0.0;384.0;0.0;77.0;83.0;0;19;67.0;34.17857142857143;31.0;2;36.0;29.5;3.0;39.0;40.0;1;27.444444444444443;1.0
87.0;0.0;361.0;0.0;68.0;80.0;0;10;58.0;40.142857142857146;37.0;2;42.0;41.0;0.0;42.0;43.0;0;35.138888888888886;2.0
90.0;0.0;416.0;0.0;80.0;80.0;0;20;80.0;39.214285714285715;38.0;2;37.0;40.0;0.0;40.0;44.0;0;33.94444444388889;2.0
80.0;0.0;350.0;0.0;82.0;78.0;0;19;58.0;39.5;36.0;2;40.0;39.0;0.0;45.0;44.0;0;36.388888888888886;2.0
90.0;0.0;396.0;0.0;88.0;74.0;1;19;80.0;37.857142857142854;31.0;2;42.0;40.0;0.0;42.0;40.0;0;14.666666666666666;1.0
89.0;0.0;372.0;0.0;74.0;90.0;0;18;60.0;38.214285714285715;33.0;2;43.0;40.0;0.0;39.0;38.0;0;36.80555555555556;2.0
96.0;0.0;373.0;0.0;70.0;74.0;0;10;67.0;39.214285714285715;37.0;2;38.0;42.0;0.0;39.0;45.0;0;36.333333333333336;2.0
90.0;0.0;383.0;0.0;79.0;70.0;1;10;74.0;37.07142857142857;34.0;2;35.0;39.0;0.0;42.0;44.0;0;27.916666666666668;1.0
82.0;0.0;375.0;0.0;85.0;74.0;0;20;69.0;25.892857142857142;16.5;1;24.5;30.0;9.0;26.5;30.0;3;15.666666666666666;1.0
89.0;0.0;357.0;0.0;64.0;71.0;0;19;63.0;43.92857142857143;45.0;2;46.0;40.0;0.0;41.0;45.0;0;34.111111111111114;2.0
80.0;0.0;383.0;0.0;77.0;83.0;0;16;65.0;44.357142857142854;47.0;2;42.0;42.0;0.0;43.0;45.0;0;38.5;2.0
78.0;0.0;373.0;0.0;79.0;80.0;0;9;71.0;40.142857142857146;45.0;2;33.0;38.0;0.0;38.0;43.0;0;37.22222222222222;2.0
90.0;0.0;375.0;0.0;71.0;76.0;0;7;67.0;41.357142857142854;47.0;2;37.0;37.0;0.0;38.0;43.0;0;40.27777777777778;3.0
87.0;0.0;378.0;0.0;70.0;76.0;0;10;63.0;36.357142857142854;31.0;2;39.0;37.0;0.0;45.0;31.0;0;30.166666666666668;2.0
96.0;0.0;405.0;0.0;79.0;77.0;0;20;80.0;37.714285714285715;31.0;2;43.0;40.0;0.0;44.0;31.0;0;35.166666666666664;2.0
74.0;0.0;362.0;0.0;85.0;74.0;1;11;80.0;41.642857142857146;45.0;2;37.0;40.0;0.0;41.0;40.0;0;34.55555555555556;2.0
89.0;0.0;392.0;0.0;78.0;84.0;1;13;75.0;42.714285714285715;47.0;2;37.0;42.0;0.0;41.0;41.0;0;25.5;1.0
72.0;0.0;385.0;0.0;71.0;77.0;0;2;80.0;39.714285714285715;46.0;2;32.0;37.0;0.0;41.0;33.0;0;31.555555555555557;2.0
82.0;0.0;378.0;0.0;54.0;69.0;0;20;78.0;37.07142857142857;31.5;2;40.0;35.0;0.0;43.0;44.0;0;23.86111111111111;1.0
84.0;0.0;365.0;0.0;60.0;75.0;0;15;69.0;41.642857142857146;47.0;2;36.0;40.0;0.0;42.0;33.0;0;29.47222222222222;1.0
82.0;0.0;355.0;0.0;60.0;74.0;0;20;62.0;40.57142857142857;44.0;2;36.0;40.0;0.0;40.0;34.0;0;10.333333333333334;1.0
82.0;0.0;359.0;0.0;64.0;71.0;0;8;69.0;37.642857142857146;42.0;2;33.0;38.0;0.0;32.0;32.0;0;34.138888888888886;2.0
100.0;0.0;411.0;0.0;85.0;80.0;1;7;80.0;43.714285714285715;50.0;2;35.0;44.0;0.0;43.0;39.0;0;35.361111111111114;2.0
82.0;0.0;387.0;0.0;80.0;78.0;0;10;73.0;33.07142857142857;26.0;2;35.0;36.0;4.0;32.0;32.0;1;18.0;1.0
87.0;0.0;379.0;0.0;79.0;68.0;0;19;71.0;36.142857142857146;36.0;2;35.0;37.0;0.0;41.0;34.0;0;29.333333333333332;1.0
84.0;0.0;370.0;0.0;79.0;83.0;0;20;62.0;41.214285714285715;47.0;2;36.0;39.0;0.0;38.0;38.0;0;36.388888888888886;2.0
96.0;0.0;376.0;0.0;65.0;71.0;1;8;73.0;41.214285714285715;38.0;2;42.0;42.0;0.0;42.0;50.0;0;42.05555555555556;3.0
90.0;0.0;380.0;0.0;77.0;71.0;0;20;71.0;42.214285714285715;50.0;2;32.0;41.0;0.0;43.0;36.0;0;29.166666666666668;1.0
84.0;0.0;359.0;0.0;76.0;69.0;0;20;62.0;39.92857142857143;47.0;2;35.0;36.0;0.0;38.0;32.0;0;35.388888888888886;2.0
96.0;0.0;356.0;0.0;67.0;68.0;0;10;60.0;33.07692307692308;32.0;2;37.0;32.0;0.0;31.0;0.0;0;6.444444444444445;1.0
89.0;0.0;357.0;0.0;82.0;69.0;0;4;56.0;37.0;31.0;2;41.0;37.0;0.0;42.0;38.0;0;36.30555555555556;2.0
76.0;0.0;401.0;0.0;91.0;80.0;0;5;77.0;34.785714285714285;31.0;2;34.0;37.0;0.0;41.0;34.0;0;30.61111111111111;2.0
71.0;69.0;477.0;66.0;52.0;62.0;0;10;62.0;36.42857142857143;30.0;2;39.0;35.0;0.0;45.0;39.0;0;19.11111111111111;1.0
82.0;0.0;377.0;0.0;85.0;73.0;1;20;69.0;40.57142857142857;37.0;2;46.0;39.0;0.0;42.0;40.0;0;32.5;2.0
80.0;0.0;376.0;0.0;59.0;78.0;1;20;80.0;44.142857142857146;50.0;2;39.0;41.0;0.0;43.0;42.0;0;35.333333333333336;2.0
100.0;0.0;394.0;0.0;80.0;68.0;0;18;71.0;39.642857142857146;32.0;2;41.0;44.0;0.0;43.0;48.0;0;33.94444444444444;2.0
93.0;0.0;377.0;0.0;77.0;73.0;0;20;65.0;36.214285714285715;32.0;2;36.0;34.0;0.0;44.0;42.0;0;27.25;1.0
71.0;76.0;467.0;66.0;57.0;64.0;0;9;64.0;36.92857142857143;31.0;2;38.0;42.0;0.0;38.5;37.0;0;35.666666666666664;2.0
84.0;0.0;359.0;0.0;57.0;86.0;0;8;63.0;20.363636363636363;1.0;1;21.0;0.0;7.0;41.0;38.0;2;43.0;3.0
78.0;0.0;385.0;0.0;82.0;83.0;0;1;71.0;34.42857142857143;30.0;2;37.0;34.0;0.0;40.0;31.0;0;10.0;1.0
87.0;0.0;348.0;0.0;73.0;73.0;0;19;57.0;36.57142857142857;30.0;2;31.0;42.0;0.0;43.0;48.0;0;23.25;1.0
80.0;0.0;372.0;0.0;76.0;74.0;0;7;69.0;40.92857142857143;37.0;2;50.0;39.0;0.0;36.0;45.0;0;33.30555555555556;2.0
78.0;67.0;480.0;74.0;58.0;62.0;0;19;89.0;39.61538461538461;50.0;2;8.0;47.0;3.0;50.0;0.0;1;1.5;1.0
84.0;0.0;385.0;0.0;97.0;76.0;0;9;67.0;36.67857142857143;36.0;2;43.0;33.0;0.0;40.0;30.5;0;13.0;1.0
77.0;0.0;378.0;0.0;71.0;84.0;0;19;71.0;33.357142857142854;20.5;2;36.0;39.0;4.0;45.0;34.0;1;27.11111111111111;1.0
61.0;80.0;447.0;65.0;68.0;63.0;0;10;68.0;32.76190476142857;31.0;2;43.0;34.0;2.0;17.33333333;33.0;1;15.0;1.0
78.0;0.0;366.0;0.0;76.0;78.0;0;1;71.0;36.0;36.0;2;46.0;23.0;3.0;40.0;38.0;1;11.0;1.0
65.0;70.0;435.0;79.0;53.0;55.0;0;20;60.0;33.67857142857143;35.0;2;41.0;35.0;3.0;25.0;32.0;2;19.333333333333332;1.0
83.0;0.0;389.0;0.0;88.0;73.0;0;10;69.0;36.57142857142857;30.0;2;33.0;39.0;0.0;43.0;49.0;0;6.833333333333333;1.0
87.0;0.0;382.0;0.0;82.0;78.0;0;16;67.0;33.42857142857143;30.0;2;46.0;20.0;3.0;39.0;34.0;1;11.0;1.0
78.0;0.0;380.0;0.0;82.0;90.0;0;4;74.0;33.57142857142857;35.0;2;30.0;31.0;0.0;42.0;32.0;0;15.0;1.0
93.0;0.0;371.0;0.0;70.0;70.0;0;10;67.0;35.92857142857143;33.0;2;31.0;37.0;0.0;43.0;41.0;0;32.75;2.0
82.0;0.0;367.0;0.0;70.0;76.0;0;20;69.0;37.357142857142854;33.0;2;32.0;41.0;0.0;44.0;43.0;0;28.86111111111111;1.0
86.0;0.0;379.0;0.0;70.0;74.0;0;15;73.0;38.214285714285715;37.0;2;31.0;41.0;0.0;43.0;44.0;0;24.033333333333335;1.0
81.0;0.0;370.0;0.0;76.0;78.0;0;20;67.0;29.0;42.0;1;35.0;0.0;3.0;4.0;33.0;2;13.666666666666666;1.0
84.0;0.0;365.0;0.0;62.0;71.0;0;7;65.0;29.357142857142858;30.0;1;4.0;40.0;3.0;45.0;33.0;1;2.3333333333333335;1.0
80.0;0.0;368.0;0.0;62.0;73.0;0;20;71.0;36.42857142857143;30.5;2;38.0;37.0;0.0;43.0;37.0;0;19.666666666666668;1.0
62.0;54.0;388.0;53.0;47.0;53.0;0;11;60.0;36.92857142857143;42.0;2;38.0;26.0;3.0;41.0;33.0;1;17.0;1.0
67.0;0.0;305.0;0.0;63.0;59.0;0;20;58.0;25.571428571428573;1.0;1;35.0;33.0;4.0;40.0;37.0;1;14.0;1.0
66.0;0.0;322.0;0.0;53.0;61.0;0;3;66.0;35.357142857142854;29.5;2;39.0;33.0;4.0;41.0;41.0;1;34.55555555555556;2.0
84.0;0.0;353.0;0.0;67.0;70.0;0;8;60.0;38.0;38.0;2;38.0;38.0;0.0;35.0;40.0;0;22.444444444444443;1.0
78.0;0.0;360.0;0.0;82.0;72.0;0;20;67.0;35.892857142857146;31.5;2;33.5;39.0;0.0;40.0;41.0;0;3.3333333333333335;1.0
80.0;0.0;355.0;0.0;63.0;73.0;0;8;60.0;39.714285714285715;35.0;2;48.0;39.0;0.0;41.0;41.0;0;27.916666666666668;1.0
84.0;0.0;352.0;0.0;85.0;67.0;0;10;63.0;33.357142857142854;41.0;2;14.0;35.0;3.0;35.0;43.0;1;9.0;1.0
76.0;0.0;354.0;0.0;74.0;76.0;0;14;60.0;38.92857142857143;40.0;2;33.0;38.0;0.0;41.0;40.0;0;28.77777777777778;1.0
76.0;0.0;367.0;0.0;79.0;71.0;1;8;71.0;37.57142857142857;28.0;2;39.0;39.0;4.0;44.0;50.0;1;27.86111111111111;1.0
81.0;60.0;425.0;59.0;65.0;63.0;0;9;57.0;38.214285714285715;33.0;2;43.0;38.0;0.0;41.0;38.0;0;34.111111111111114;2.0
69.03;66.78;431.71;60.87;47.17;64.46;0;10;64.17;39.642857142857146;38.0;2;40.0;42.0;0.0;40.0;39.0;0;14.823529411764707;1.0
80.0;0.0;359.0;0.0;79.0;66.0;0;18;67.0;38.57142857142857;34.0;2;41.0;38.0;0.0;42.0;43.0;0;34.416666666666664;2.0
80.0;0.0;351.0;0.0;70.0;71.0;0;18;63.0;36.57142857142857;30.0;2;40.0;38.0;0.0;42.0;38.0;0;33.05555555555556;2.0
87.0;0.0;352.0;0.0;63.0;63.0;0;9;69.0;37.142857142857146;39.0;2;35.0;38.0;0.0;41.0;31.0;0;28.38888888888889;1.0
71.0;0.0;358.0;0.0;58.0;77.0;0;5;76.0;42.642857142857146;46.0;2;40.0;41.0;0.0;42.0;36.0;0;31.38888888888889;2.0
81.0;0.0;363.0;0.0;67.0;66.0;0;20;65.0;37.54761904857143;25.66666667;2;46.0;38.0;4.0;42.0;43.0;1;28.166666666666668;1.0
96.0;0.0;387.0;0.0;68.0;78.0;0;19;63.0;35.25;31.0;2;44.0;35.0;0.0;30.0;31.5;0;27.88888888888889;1.0
94.0;0.0;385.0;0.0;87.0;70.0;0;11;66.0;39.785714285714285;32.0;2;50.0;41.0;0.0;37.0;40.0;0;34.111111111111114;2.0
77.0;0.0;355.0;0.0;63.0;91.0;0;20;56.0;32.42857142857143;23.0;2;43.0;30.0;4.0;33.0;36.0;1;21.3;1.0
77.0;0.0;377.0;0.0;60.0;78.0;0;20;83.0;36.857142857142854;31.0;2;48.0;30.0;0.0;38.0;37.0;0;3.3333333333333335;1.0
82.0;0.0;360.0;0.0;73.0;80.0;0;10;67.0;35.07142857142857;32.0;2;38.0;38.0;0.0;30.0;39.0;0;30.333333333333332;2.0
91.0;0.0;355.0;0.0;49.0;74.0;0;20;59.0;39.214285714285715;44.0;2;39.0;35.0;0.0;36.0;37.0;0;30.0;1.0
84.0;0.0;359.0;0.0;79.0;71.0;0;7;63.0;35.642857142857146;30.5;2;43.0;32.0;0.0;37.0;37.0;0;13.333333333333334;1.0
91.0;0.0;350.0;0.0;68.0;67.0;0;10;54.0;32.00000000071429;30.0;2;37.0;25.66666667;4.0;36.0;24.0;2;14.125;1.0
80.0;0.0;348.0;0.0;67.0;74.0;0;18;62.0;36.214285714285715;30.0;2;46.0;32.0;0.0;34.0;44.0;0;29.02777777777778;1.0
74.0;0.0;355.0;0.0;60.0;77.0;0;19;65.0;37.32142857142857;40.0;2;34.5;37.0;0.0;32.0;42.0;0;29.558823529411764;1.0
72.0;0.0;357.0;0.0;73.0;74.0;0;16;63.0;35.642857142857146;33.0;2;31.0;35.0;0.0;41.0;44.0;0;31.999999999444444;2.0
80.0;0.0;344.0;0.0;70.0;70.0;0;20;65.0;33.857142857142854;30.0;2;32.0;34.0;0.0;36.0;43.0;0;5.777777777777778;1.0
84.0;0.0;346.0;0.0;62.0;67.0;0;6;59.0;36.785714285714285;31.0;2;38.0;38.0;0.0;42.0;39.0;0;28.027777778333334;1.0
