NUMERO;PROMEDIO_UNO;NOTA_EE_UNO;PROMEDIO_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NAA_TRES;NOTA_MULTIVARIADO;NOTA_ESTADISTICA_UNO;NOTA_TERMODINAMICA;NOTA_TGS;NOTA_EE_TRES;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;NOTA_ECONOMIA_UNO;VECES_ECONOMIA_UNO;CREDITOS_ECONOMIA_UNO;NOTA_ECUACIONES;VECES_ECUACIONES;CREDITOS_ECUACIONES;NOTA_ESTADISTICA_DOS;VECES_ESTADISTICA_DOS;CREDITOS_ESTADISTICA_DOS;NOTA_FISICA_DOS;VECES_FISICA_DOS;CREDITOS_FISICA_DOS;NOTA_MECANICA;VECES_MECANICA;CREDITOS_MECANICA;NOTA_PROCESOSQ;VECES_PROCESOSQ;CREDITOS_PROCESOSQ;NOTA_EE_CUATRO;VECES_EE_CUATRO;CREDITOS_EE_CUATRO;RENDIMIENTO_CINCO;PROMEDIO_CINCO
2234;36.53333333333333;50.0;41.05882352941177;42.0;31.0;35.0;48.0;42.9375;6;40.0;45.0;44.0;32.0;0.0;39.15384615384615;0;13;13;0;5;5;0;2;43.0;1;2;42.0;1;3;33.0;1;3;0.0;0;3;30.0;1;2;46.0;1;3;0;0;2;2;35.0
2235;35.15384615384615;0.0;39.73333333333333;46.0;31.0;36.0;0.0;39.07692307692308;5;0.0;33.0;40.0;33.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;39.125
2236;34.53846153846154;0.0;37.46666666666667;31.0;39.0;35.0;0.0;35.5625;5;32.0;25.0;39.0;32.0;0.0;30.0;0;2;2;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;30.0;1;2;0.0;0;3;0;0;2;2;37.4
2237;31.76923076923077;0.0;31.46666666666667;20.0;28.0;32.0;0.0;39.57142857142857;3;0.0;0.0;0.0;32.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;39.57142857142857
2238;31.03846153846154;0.0;32.4;32.0;31.0;34.0;0.0;33.0;3;0.0;0.0;0.0;32.0;0.0;30.0;0;2;2;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;30.0;1;2;0.0;0;3;0;0;2;2;33.0
2239;35.30769230769231;0.0;33.8;30.0;32.0;34.0;0.0;40.3;4;0.0;0.0;42.0;36.0;0.0;23.0;0;2;0;2;1;0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;23.0;1;2;0.0;0;3;0;0;2;1;28.83333333333333
2240;34.61538461538461;0.0;37.46666666666667;40.0;34.0;31.0;0.0;36.875;6;31.0;34.0;41.0;30.0;0.0;26.0;0;2;0;2;1;0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;26.0;1;2;0.0;0;3;0;0;2;2;32.8
2241;31.83333333333333;46.0;31.76470588235294;30.0;12.0;33.0;50.0;37.14285714285715;3;0.0;0.0;0.0;33.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;35.16666666666666
2242;33.9;30.0;35.86666666666667;36.0;30.0;33.0;0.0;34.78571428571428;5;34.0;35.0;36.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;29.0
2243;33.88461538461539;0.0;34.15384615384615;30.0;22.0;0.0;0.0;40.42857142857143;3;0.0;0.0;0.0;38.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;33.0
2244;35.46153846153846;0.0;35.73333333333333;38.0;29.0;33.0;0.0;39.42857142857143;3;0.0;0.0;0.0;33.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;3;40.125
2245;31.73076923076923;0.0;31.06666666666667;30.0;19.0;30.0;0.0;36.57142857142857;2;0.0;0.0;0.0;28.5;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;36.0
2246;27.61538461538462;0.0;25.93333333333333;30.0;0.0;33.0;0.0;35.14285714285715;3;0.0;0.0;0.0;31.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;28.66666666666667
2248;31.80769230769231;0.0;36.96666666666667;38.0;33.5;31.0;0.0;36.25;6;40.0;31.0;33.0;32.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;34.75
2250;38.0;50.0;34.03333333333333;35.0;30.5;34.0;0.0;38.14285714285715;3;0.0;0.0;0.0;39.0;0.0;23.0;0;2;0;2;1;0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;23.0;1;2;0.0;0;3;0;0;2;2;39.41666666666666
2251;29.6025641025641;0.0;34.26666666666667;34.0;32.0;32.0;0.0;39.42857142857143;3;0.0;0.0;0.0;35.0;0.0;25.0;0;2;0;2;1;0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;25.0;1;2;0.0;0;3;0;0;2;2;34.4375
2252;35.88461538461539;0.0;31.73333333333333;30.0;19.0;29.0;0.0;33.28571428571428;3;0.0;0.0;0.0;30.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;30.25
2253;30.38461538461538;0.0;29.53333333333333;28.5;12.5;32.0;0.0;36.28571428571428;2;0.0;0.0;0.0;29.5;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;39.33333333333334
2254;38.84615384615385;0.0;34.13333333333333;30.0;29.0;35.0;0.0;13.03125;2;4.0;5.0;3.0;30.0;0.0;8.0;0;2;0;2;1;0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;8.0;1;2;0.0;0;3;0;0;2;0;0.0
2255;32.0;0.0;33.1;33.0;28.5;27.0;0.0;35.0;2;0.0;0.0;0.0;27.5;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;35.66666666666666
2256;40.42307692307692;0.0;36.33333333333334;36.0;30.0;33.0;0.0;37.78125;6;31.5;36.0;40.0;42.0;0.0;38.9;0;10;10;0;4;4;0;2;43.0;1;2;0.0;0;3;34.0;1;3;0.0;0;3;30.0;1;2;47.0;1;3;0;0;2;2;38.0
2258;39.06666666666667;44.0;37.53333333333333;45.0;30.0;38.0;0.0;37.375;6;40.0;30.0;36.0;36.0;0.0;38.84615384615385;0;13;13;0;5;5;0;2;44.0;1;2;38.0;1;3;34.0;1;3;0.0;0;3;30.0;1;2;47.0;1;3;0;0;2;2;37.0
2259;39.07692307692308;0.0;35.13333333333333;28.66666666666667;35.0;34.0;0.0;36.3125;6;36.0;30.0;45.0;30.0;0.0;31.42857142857143;1;7;2;5;3;1;2;2;39.0;1;2;28.0;1;3;0.0;0;3;0.0;0;3;29.0;2;2;0.0;0;3;0;0;2;2;35.0
2263;39.46666666666667;44.0;41.1764705882353;46.0;40.0;33.0;42.0;40.8125;6;36.0;44.0;48.0;34.0;0.0;40.38461538461539;0;13;13;0;5;5;0;2;45.0;1;2;41.0;1;3;34.0;1;3;0.0;0;3;33.0;1;2;48.0;1;3;0;0;2;3;44.0
2264;33.19230769230769;0.0;30.93333333333333;35.0;14.0;32.0;0.0;35.71428571428572;2;0.0;0.0;0.0;28.5;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;28.83333333333333
2265;31.69230769230769;0.0;32.66666666666666;30.0;23.0;31.0;0.0;38.57142857142857;3;0.0;0.0;0.0;42.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;30.88888888888889
2267;36.69230769230769;0.0;36.6;35.0;30.0;34.0;0.0;38.875;6;30.0;42.0;47.0;36.0;0.0;38.45454545454545;0;11;11;0;4;4;0;2;0.0;0;2;44.0;1;3;30.0;1;3;0.0;0;3;30.0;1;2;47.0;1;3;0;0;2;3;41.6
2268;33.43333333333333;37.0;25.13333333333333;20.33333333333333;11.0;26.5;0.0;37.0;3;0.0;0.0;0.0;39.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;34.0
2269;35.26666666666667;48.0;41.0;42.0;37.0;35.0;47.0;40.4375;6;36.0;39.0;41.0;38.0;0.0;38.23076923076923;0;13;13;0;5;5;0;2;41.0;1;2;40.0;1;3;35.0;1;3;0.0;0;3;32.0;1;2;42.0;1;3;0;0;2;2;39.0
2270;31.28205128205128;0.0;30.7;25.5;25.0;32.0;0.0;40.28571428571428;3;0.0;0.0;0.0;30.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;35.71428571428572
2274;41.4;50.0;39.0;42.0;36.0;35.0;42.0;40.77777777777778;7;33.0;42.0;40.0;35.0;48.0;38.0;0;13;13;0;5;5;0;2;43.0;1;2;36.0;1;3;35.0;1;3;0.0;0;3;30.0;1;2;45.0;1;3;0;0;2;2;36.0
2277;32.76666666666667;43.0;32.33333333333334;32.0;25.66666666666667;33.0;0.0;34.85714285714285;3;0.0;0.0;0.0;31.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;35.125
2279;31.4;42.0;28.63333333333333;22.5;16.0;33.0;0.0;34.57142857142857;3;0.0;0.0;0.0;30.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;24.33333333333333
2280;34.07692307692308;0.0;32.33333333333334;31.0;17.0;36.0;0.0;41.0;3;0.0;0.0;0.0;31.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;35.7
2282;32.93333333333333;40.0;35.26666666666667;35.0;34.0;35.0;0.0;36.38461538461539;5;0.0;31.0;37.0;32.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;39.71428571428572
2284;34.4;39.0;30.0;34.0;23.0;30.0;0.0;32.7;4;30.0;0.0;33.0;30.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;24.5
2286;34.69230769230769;0.0;38.33333333333334;44.0;33.0;33.0;0.0;34.84375;5;34.0;28.5;38.0;35.0;0.0;37.5;0;6;6;0;2;2;0;2;0.0;0;2;35.0;1;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;3;0;0;2;2;36.21428571428572
2288;33.06666666666667;44.0;34.56666666666667;34.0;29.5;34.0;0.0;38.57142857142857;3;0.0;0.0;0.0;30.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;33.6
2291;29.61538461538462;0.0;32.2;24.0;25.0;34.0;0.0;42.0;3;0.0;0.0;0.0;31.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;26.0
2292;39.15384615384615;0.0;36.33333333333334;37.0;30.0;34.0;0.0;41.0625;6;36.0;36.0;47.0;42.0;0.0;38.18181818181818;0;11;11;0;4;4;0;2;42.0;1;2;34.0;1;3;30.0;1;3;0.0;0;3;0.0;0;2;48.0;1;3;0;0;2;0;0.0
2295;35.4;46.0;28.4;34.0;16.0;29.0;0.0;38.57142857142857;3;0.0;0.0;0.0;36.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;34.0
2297;36.13333333333333;46.0;33.53333333333333;21.0;32.0;30.0;0.0;41.4;4;0.0;0.0;35.0;32.0;0.0;17.0;0;2;0;2;1;0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;17.0;1;2;0.0;0;3;0;0;2;2;38.0
2299;40.23076923076923;0.0;38.46666666666667;30.33333333333333;37.0;39.0;0.0;39.5;6;31.0;30.0;46.0;39.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;30.0
2300;42.33333333333334;49.0;38.11764705882353;33.5;33.5;38.0;43.0;38.15384615384615;5;31.0;0.0;37.0;31.5;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;33.5
2301;36.3;37.0;28.21428571428572;14.66666666666667;19.66666666666667;20.5;49.0;38.57142857142857;3;0.0;0.0;0.0;31.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;30.5
2302;35.07692307692308;0.0;31.56666666666667;27.5;25.0;35.0;0.0;35.71428571428572;3;0.0;0.0;0.0;31.0;0.0;20.0;1;2;0;2;1;0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;20.0;2;2;0.0;0;3;0;0;2;2;32.0
2307;33.76923076923077;0.0;23.36666666666667;19.66666666666667;5.0;27.0;0.0;17.0;1;0.0;0.0;0.0;39.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;12.0
2308;35.15384615384615;0.0;26.625;22.5;0.0;28.5;0.0;36.0;3;0.0;0.0;0.0;41.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;35.5
2310;40.76923076923077;0.0;28.4;30.0;17.0;36.0;0.0;33.0;2;0.0;0.0;0.0;24.5;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;38.0
2311;34.86666666666667;40.0;32.94117647058823;30.0;23.0;30.0;42.0;36.2;2;0.0;0.0;0.0;0.0;0.0;25.0;0;2;0;2;1;0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;25.0;1;2;0.0;0;3;0;0;2;2;37.875
2312;37.93333333333333;45.0;32.8;34.0;26.33333333333333;35.0;0.0;35.0;5;33.0;0.0;42.0;30.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;31.0
2315;40.06666666666667;44.0;28.20588235294118;28.5;18.0;35.0;24.0;24.14285714285714;1;0.0;0.0;0.0;23.0;39.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
2316;38.46666666666667;39.0;27.83333333333333;24.5;22.5;34.0;0.0;30.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;35.0
2318;42.66666666666666;45.0;40.35294117647059;43.0;33.0;36.0;44.0;40.25;6;38.0;40.0;40.0;35.0;0.0;39.46153846153846;0;13;13;0;5;5;0;2;45.0;1;2;38.0;1;3;35.0;1;3;0.0;0;3;30.0;1;2;48.0;1;3;0;0;2;2;34.0
2319;35.53333333333333;33.0;32.3;31.5;25.0;33.0;0.0;32.38461538461539;4;0.0;20.0;33.0;31.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;31.5
2320;34.26666666666667;36.0;31.26470588235294;31.0;23.5;32.0;42.0;30.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;33.8
2321;36.13333333333333;38.0;34.33333333333334;32.0;29.0;32.0;0.0;42.57142857142857;3;0.0;0.0;0.0;40.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;32.0
2323;36.30769230769231;0.0;35.58333333333334;29.33333333333333;0.0;35.0;0.0;42.85714285714285;3;0.0;0.0;0.0;45.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;3;40.28571428571428
2324;37.53846153846154;0.0;32.93333333333333;35.0;23.33333333333333;37.0;0.0;41.28571428571428;3;0.0;0.0;0.0;37.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;38.0
2326;44.23076923076923;0.0;35.0;33.0;30.0;35.0;0.0;34.25;5;30.0;27.0;39.0;35.0;0.0;38.875;0;8;8;0;3;3;0;2;0.0;0;2;38.0;1;3;0.0;0;3;0.0;0;3;31.0;1;2;45.0;1;3;0;0;2;2;34.0
2329;39.33333333333334;43.0;33.46666666666667;31.5;21.5;37.0;0.0;28.57142857142857;1;0.0;0.0;0.0;21.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
2330;37.13333333333333;41.0;32.83333333333334;34.5;25.5;32.0;0.0;35.61538461538461;5;31.0;0.0;34.0;45.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;34.75
2331;31.84615384615385;0.0;32.26666666666667;17.33333333333333;30.0;28.5;0.0;40.14285714285715;3;0.0;0.0;0.0;31.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;33.0
2340;40.46666666666667;44.0;39.5;31.0;0.0;32.0;0.0;43.71428571428572;3;0.0;0.0;0.0;40.0;0.0;45.0;0;3;3;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;3;45.0;1;3;0.0;0;2;0.0;0;3;0;0;2;3;44.0
2341;34.86666666666667;43.0;33.96666666666667;34.0;23.5;31.0;0.0;41.14285714285715;3;0.0;0.0;0.0;43.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;3;42.5
2342;34.33333333333334;43.0;28.7;31.0;16.5;31.0;0.0;39.0;2;0.0;0.0;0.0;36.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;37.0
2345;35.15384615384615;0.0;34.8;35.0;21.0;35.0;0.0;36.6;3;25.0;0.0;0.0;33.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;36.1
2353;29.76923076923077;0.0;32.3;26.5;34.0;26.0;0.0;32.5;2;0.0;0.0;0.0;30.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
2354;36.46666666666667;46.0;38.0;31.0;33.0;35.0;0.0;45.42857142857143;3;0.0;0.0;0.0;38.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;40.0
2355;32.0;0.0;35.65384615384615;24.5;38.0;0.0;0.0;42.5;2;0.0;0.0;0.0;40.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;34.66666666666666
2358;36.6;43.0;37.76666666666667;45.0;23.5;38.0;0.0;41.85714285714285;3;0.0;0.0;0.0;46.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;3;40.5
2359;37.33333333333334;46.0;37.13333333333333;43.0;20.0;36.0;0.0;44.42857142857143;3;0.0;0.0;0.0;32.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;34.0
2360;32.5;0.0;35.2;39.0;27.0;31.0;0.0;44.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
2362;31.38461538461538;0.0;33.46666666666667;34.0;21.0;32.0;0.0;42.71428571428572;3;0.0;0.0;0.0;42.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
2371;33.53333333333333;42.0;34.06666666666667;34.0;24.0;33.0;0.0;42.42857142857143;3;0.0;0.0;0.0;39.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;40.0
2375;33.06666666666667;41.0;35.25;0.0;25.0;36.0;0.0;38.0;2;0.0;0.0;0.0;37.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;4;48.0
2376;31.07692307692308;0.0;36.61538461538461;41.0;30.0;0.0;0.0;37.0;2;32.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
2377;31.42307692307692;0.0;32.33333333333334;31.0;0.0;32.0;0.0;39.14285714285715;3;0.0;0.0;0.0;36.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;4;47.33333333333334
2379;32.0;49.0;35.66666666666666;37.0;30.0;32.0;0.0;42.4;2;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
2381;34.69230769230769;0.0;32.13333333333333;31.0;18.0;31.0;0.0;41.57142857142857;3;0.0;0.0;0.0;43.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;34.42857142857143
2382;34.63333333333333;42.0;39.0;0.0;35.0;32.0;0.0;36.81818181818182;3;0.0;27.0;34.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;39.0
2383;30.1025641025641;0.0;37.91666666666666;44.0;0.0;31.0;0.0;39.28571428571428;3;0.0;0.0;0.0;32.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
2385;36.5;42.0;37.25;37.0;0.0;37.0;0.0;41.2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
2389;34.30769230769231;0.0;35.26666666666667;25.0;32.0;33.0;0.0;43.5;2;0.0;0.0;0.0;37.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;37.0
2390;32.76923076923077;0.0;40.46153846153846;31.0;48.0;0.0;0.0;39.28571428571428;3;0.0;0.0;0.0;30.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
2392;35.0;0.0;33.13333333333333;30.0;31.0;31.0;0.0;35.85714285714285;3;0.0;0.0;0.0;30.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;32.83333333333334
2398;34.61538461538461;0.0;37.6;32.0;46.0;35.0;0.0;41.5;2;0.0;0.0;0.0;40.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
2399;38.2;42.0;39.66666666666666;42.0;32.0;37.0;0.0;40.875;6;38.0;30.0;49.0;41.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;3;44.0
2400;34.03846153846154;0.0;32.375;26.5;0.0;33.0;0.0;41.0;1;0.0;0.0;0.0;41.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
2401;34.7;43.0;33.625;28.5;30.0;0.0;0.0;22.0;0;22.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
2403;34.84615384615385;0.0;33.04166666666666;24.5;0.0;31.0;0.0;42.14285714285715;3;0.0;0.0;0.0;42.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0;0.0
