PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;IDIOMA_ICFES;LOCALIDAD;RENDIMIENTO_UNO;PROMEDIO_UNO;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;CAR_UNO;NCC_UNO;NAA_UNO;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_QUIMICA;NOTA_CFJC;NOTA_TEXTOS;NOTA_SEMINARIO;NOTA_EE_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS;NCC_DOS;NCA_DOS;NAA_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_PBASICA;NOTA_EE_DOS;RENDIMIENTO_TRES;PROMEDIO_TRES;NAA_TRES;NOTA_MULTIVARIADO;NOTA_ESTADISTICA_UNO;NOTA_TERMODINAMICA;NOTA_TGS;NOTA_EE_TRES;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO;NOTA_ECUACIONES;NOTA_ESTADISTICA_DOS;NOTA_FISICA_DOS;NOTA_MECANICA;NOTA_PROCESOSQ;RENDIMIENTO_CINCO;PROMEDIO_CINCO;NOTA_EE_CUATRO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;RENDIMIENTO_SEIS;PROMEDIO_SEIS;NCA_SEIS;NOTA_PLINEAL;NOTA_DISENO;NOTA_EI_TRES;RENDIMIENTO_SIETE;PROMEDIO_SIETE;NOTA_IECONOMICA;NAA_SIETE;NOTA_GRAFOS;NOTA_CALIDAD_UNO;NOTA_ERGONOMIA;NOTA_EI_CINCO;RENDIMIENTO_OCHO;PROMEDIO_OCHO;PROMEDIO_NUEVE;RENDIMIENTO_NUEVE
396.0;64.0;59.0;55.0;68.0;8;2.0;33.0;15;58.0;0;15.0;7;30.0;37.0;30.0;39.0;41.0;30.0;30.0;1.0;29.3125;16.0;5.0;2;32.0;28.0;29.0;27.0;45.0;1.0;29.5;3;34.0;0.0;35.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
392.0;59.0;49.0;47.0;58.0;20;1.0;29.33333333333333;20;59.0;2;15.0;5;21.0;30.0;21.0;41.0;45.0;30.0;36.0;1.0;23.60714285714293;14.0;3.0;1;20.5;20.0;24.0;35.0;0.0;2.0;35.714285714285715;3;0.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
429.0;51.11;48.9;48.36;45.31;8;1.0;27.179487179487;14;64.49;4;13.0;3;22.333333333333;30.0;20.333333333333;39.0;39.0;26.0;0.0;1.0;25.666666666666668;12.0;3.0;2;18.0;23.0;42.0;0.0;0.0;2.0;38.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;30.0;0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2.0;36.0;0.0;0.0
350.63;47.84;49.63;52.28;66.03;18;2.0;30.666666666666767;18;51.88;3;13.0;3;23.666666666667;35.0;29.0;40.0;39.0;29.0;0.0;2.0;30.500000000000146;14.0;6.0;2;23.666666666667;30.0;28.5;44.0;0.0;1.0;28.142857142857142;2;0.0;20.0;0.0;31.5;0.0;1.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
421.0;68.0;65.0;53.0;47.0;20;2.0;31.23333333333333;20;63.0;4;15.0;4;27.0;35.5;26.0;30.0;34.0;25.5;44.0;2.0;33.08333333333337;16.0;14.0;5;30.0;36.0;28.666666666667;38.0;35.0;2.0;33.375;5;34.0;34.0;34.0;23.0;0.0;2.0;32.0625;33.0;31.0;28.0;32.0;33.0;2.0;36.333333333333336;0;0.0;0.0;41.0;41.0;0.0;1.0;26.0;2.0;20.0;0.0;0;1.0;22.33333333333333;27.0;1;0.0;0.0;0.0;0.0;2.0;37.0;0.0;0.0
427.0;63.0;45.0;47.0;66.0;17;2.0;31.28888888888873;9;68.0;3;15.0;4;24.333333333333;30.0;22.333333333333;38.0;47.0;25.0;44.0;2.0;31.70588235294124;17.0;9.0;4;24.0;24.666666666667;27.5;45.0;39.0;2.0;36.22222222222222;7;33.0;31.0;31.0;32.0;37.0;2.0;31.49074074074084;31.0;20.666666666667;29.5;25.666666666667;36.0;2.0;35.11764705882347;46;34.0;30.0;48.0;31.0;39.0;2.0;33.705882352941174;14.0;21.0;37.0;41;2.0;36.4;31.5;8;38.0;30.0;39.0;30.0;2.0;36.142857142857146;37.90909090909091;2.0
447.0;75.0;60.0;63.0;61.0;5;2.0;30.46153846153838;18;63.0;2;13.0;4;26.333333333333;30.0;32.0;38.0;38.0;20.666666666667;0.0;1.0;25.6333333333334;15.0;6.0;3;12.666666666667;21.0;40.0;30.5;0.0;2.0;37.0;2;0.0;0.0;0.0;35.0;0.0;1.0;22.0;0.0;0.0;0.0;18.0;0.0;1.0;12.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
431.0;75.0;56.0;56.0;58.0;10;2.0;34.6;10;68.0;2;15.0;6;30.0;32.5;27.0;45.0;40.0;40.0;44.0;2.0;33.8235294117647;17.0;8.0;4;28.0;22.5;37.0;45.0;45.0;3.0;40.27777777777778;7;33.0;50.0;41.0;34.0;40.0;2.0;34.388888888888886;32.0;32.0;36.0;30.0;41.0;2.0;35.76470588235294;35;32.0;35.0;50.0;30.0;47.0;2.0;36.70588235294117;17.0;34.0;36.0;43;2.0;37.53333333333333;30.5;7;43.0;33.0;40.0;34.0;3.0;43.0;30.3125;2.0
457.0;69.0;47.0;55.0;47.0;18;1.0;2.0;18;89.0;2;13.0;0;1.0;1.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
356.0;68.0;52.0;47.0;43.0;20;2.0;32.777777777777864;20;37.0;2;15.0;5;22.666666666667;37.0;23.0;40.0;45.0;38.0;45.0;2.0;30.714285714285715;7.0;7.0;3;30.0;0.0;0.0;30.0;0.0;3.0;44.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
430.0;59.0;56.0;56.0;58.0;1;2.0;39.0;10;76.0;5;15.0;7;38.0;36.0;33.0;43.0;36.0;47.0;50.0;2.0;34.1764705882353;17.0;14.0;6;28.0;30.0;30.0;35.0;42.0;2.0;37.11111111111112;7;37.0;37.0;42.0;32.0;40.0;2.0;33.72222222222222;27.0;32.0;36.0;29.0;34.0;2.0;36.4;50;37.0;30.0;0.0;42.0;34.0;2.0;34.47058823529412;17.0;31.0;30.0;41;2.0;38.46666666666667;30.0;8;30.0;37.0;42.0;42.0;2.0;34.833333333333336;35.8;2.0
483.0;116.0;75.0;60.0;80.0;15;2.0;38.2;6;62.0;1;15.0;6;39.0;47.0;29.0;42.0;34.0;38.0;44.0;3.0;40.11764705882353;17.0;17.0;7;36.0;35.0;38.0;49.0;41.0;2.0;39.833333333333336;7;38.0;33.0;39.0;33.0;50.0;2.0;38.44444444444444;42.0;34.0;34.0;38.0;36.0;2.0;38.41176470588236;41;36.0;38.0;41.0;35.0;42.0;2.0;36.794117647058826;17.0;30.5;42.0;39;3.0;40.4;34.0;8;46.0;39.0;41.0;42.0;2.0;36.785714285714285;38.5625;2.0
447.0;91.0;63.0;56.0;75.0;7;2.0;33.933333333333266;14;51.0;1;15.0;6;33.0;35.0;26.333333333333;37.0;35.0;31.0;45.0;2.0;32.333333333333336;9.0;6.0;2;38.0;32.0;0.0;27.0;0.0;2.0;30.09090909090909;1;27.0;24.0;42.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
442.0;89.0;65.0;59.0;75.0;15;2.0;32.63333333333333;14;53.0;2;15.0;6;30.0;40.0;32.0;40.0;32.0;27.5;31.0;2.0;32.794117647058826;17.0;11.0;5;30.5;26.5;31.0;40.0;43.0;2.0;35.333333333333336;7;41.0;31.0;38.0;32.5;30.0;2.0;32.05555555555556;24.0;26.0;32.0;37.0;33.0;2.0;33.35294117647059;47;30.0;39.0;46.0;30.0;33.0;2.0;37.0;17.0;34.0;42.0;37;2.0;36.13333333333333;40.0;8;41.0;39.0;39.0;31.0;2.0;35.0;35.13333333333333;2.0
454.0;75.0;71.0;54.0;53.0;11;2.0;33.9;11;55.0;2;15.0;7;30.0;32.5;32.5;41.0;40.0;37.0;34.0;2.0;37.85294117647059;17.0;17.0;7;42.0;30.0;35.0;43.0;43.0;2.0;39.333333333333336;7;33.0;44.0;40.0;30.0;49.0;2.0;35.666666666666664;30.0;35.0;35.0;32.0;38.0;2.0;33.64705882352941;48;30.0;39.0;44.0;37.0;31.0;2.0;37.52941176470589;17.0;34.0;44.0;45;3.0;42.4;31.0;8;42.0;45.0;42.0;46.0;4.0;45.07142857142857;35.8125;2.0
428.0;78.0;77.0;62.0;50.0;19;2.0;35.46153846153846;6;58.0;0;13.0;5;35.0;47.0;21.0;37.0;44.0;39.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
433.0;86.0;59.0;58.0;36.0;8;2.0;34.766666666666666;20;58.0;1;15.0;6;31.0;34.0;29.5;36.0;38.0;35.0;47.0;2.0;34.26470588235294;17.0;17.0;7;32.0;30.5;33.0;41.0;34.0;2.0;39.44444444444444;7;43.0;48.0;43.0;30.0;39.0;2.0;35.72222222222222;35.0;31.0;33.0;35.0;34.0;2.0;35.294117647058826;50;30.0;36.0;43.0;43.0;42.0;2.0;38.0;17.0;32.0;33.0;43;3.0;40.266666666666666;42.0;8;42.0;43.0;40.0;39.0;2.0;39.57142857142857;39.625;2.0
451.0;79.0;63.0;58.0;75.0;15;2.0;34.63333333333333;15;63.0;1;15.0;7;30.0;47.0;32.5;39.0;32.0;41.0;32.0;2.0;33.029411764705884;17.0;14.0;6;36.0;27.0;32.0;36.0;32.0;2.0;37.5;7;36.0;39.0;36.0;31.0;45.0;3.0;40.22222222222222;38.0;42.0;43.0;28.5;42.0;2.0;34.411764705882355;48;31.0;37.0;43.0;32.0;39.0;2.0;38.0;17.0;36.0;36.0;45;3.0;40.73333333333333;33.0;8;43.0;36.0;42.0;43.0;2.0;37.96428571428572;33.25;2.0
425.0;84.0;68.0;58.0;61.0;20;2.0;36.4;20;48.0;1;15.0;7;31.0;47.0;32.0;40.0;35.0;42.0;40.0;2.0;38.05882352941177;17.0;17.0;7;44.0;41.0;33.0;35.0;42.0;2.0;38.61111111111112;7;32.0;48.0;40.0;33.0;44.0;3.0;41.5;41.0;42.0;38.0;35.0;46.0;2.0;39.05882352941177;49;37.0;36.0;46.0;36.0;44.0;2.0;38.8235294117647;17.0;35.0;41.0;43;3.0;42.266666666666666;35.0;8;45.0;44.0;42.0;39.0;2.0;37.142857142857146;40.375;3.0
461.0;76.0;63.0;62.0;55.0;11;1.0;29.99999999999992;11;63.0;2;13.0;4;21.0;47.0;24.333333333333;36.0;32.0;39.0;0.0;1.0;21.615384615384617;13.0;6.0;2;30.0;3.0;0.0;31.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
464.0;63.0;65.0;63.0;52.0;1;4.0;46.15384615384615;1;69.0;0;13.0;6;50.0;47.0;39.0;42.0;50.0;47.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
442.0;69.0;68.0;55.0;56.0;19;2.0;32.56410256410246;7;63.0;2;13.0;4;27.333333333333;47.0;24.0;38.0;34.0;42.0;0.0;1.0;29.07692307692308;13.0;10.0;4;30.0;22.0;0.0;31.0;0.0;1.0;25.428571428571427;1;0.0;0.0;0.0;26.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
442.0;63.0;76.0;55.0;77.0;8;2.0;37.13333333333333;9;61.0;1;15.0;6;32.0;47.0;28.0;43.0;47.0;42.0;36.0;2.0;31.0;15.0;6.0;3;26.0;24.0;40.0;39.0;0.0;2.0;31.90625;5;34.0;33.0;41.0;33.0;0.0;1.0;22.90625;31.0;12.0;27.5;17.0;35.0;1.0;22.4;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
444.0;69.0;72.0;55.0;63.0;7;2.0;39.06666666666667;7;63.0;0;15.0;7;33.0;47.0;30.0;44.0;40.0;46.0;50.0;2.0;37.52941176470589;17.0;17.0;7;32.0;38.0;32.0;41.0;48.0;3.0;40.888888888888886;7;40.0;38.0;48.0;35.0;43.0;2.0;38.66666666666666;47.0;33.0;34.0;30.0;42.0;2.0;39.11764705882353;49;30.0;36.0;48.0;41.0;47.0;2.0;39.294117647058826;17.0;36.0;38.0;45;3.0;40.46666666666667;30.0;7;43.0;40.0;42.0;42.0;3.0;43.642857142857146;38.875;2.0
436.0;69.0;69.0;55.0;60.0;10;2.0;32.93333333333333;12;55.0;3;15.0;5;24.0;47.0;24.0;38.0;31.0;38.0;47.0;2.0;32.05882352941177;17.0;8.0;4;26.5;27.5;30.0;36.0;46.0;2.0;34.111111111111114;7;31.0;35.0;32.0;32.0;37.0;2.0;35.72222222222222;36.0;30.0;38.0;28.5;36.0;2.0;37.02941176470589;47;35.0;45.0;48.0;38.0;33.0;2.0;37.35294117647059;17.0;32.0;48.0;34;2.0;39.66666666666666;31.0;8;38.0;43.0;41.0;44.0;2.0;34.607142857142854;32.1;2.0
420.0;75.0;71.0;56.0;88.0;6;1.0;7.0;6;55.0;0;13.0;1;0.0;43.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
454.97;70.78;57.16;71.9;71.98;20;2.0;37.6;20;69.49;0;15.0;7;32.0;47.0;30.0;38.0;43.0;42.0;43.0;2.0;37.41176470588236;17.0;17.0;7;36.0;30.0;33.0;49.0;38.0;3.0;41.77777777777778;7;39.0;34.0;48.0;39.0;42.0;3.0;40.28125;45.0;45.0;32.5;31.0;45.0;2.0;35.8235294117647;0;30.0;31.0;41.0;41.0;35.0;2.0;38.1764705882353;17.0;37.0;31.0;36;3.0;40.6;37.0;8;41.0;39.0;39.0;40.0;3.0;44.142857142857146;37.5625;2.0
421.0;71.0;68.0;65.0;77.0;18;2.0;37.7333333333334;10;55.0;1;15.0;6;30.0;47.0;25.666666666667;45.0;45.0;50.0;45.0;2.0;38.088235294117645;17.0;17.0;7;45.0;30.5;32.0;41.0;47.0;2.0;38.80555555555556;6;25.5;43.0;44.0;42.0;49.0;2.0;36.35185185185188;35.0;31.0;34.0;28.666666666667;43.0;3.0;40.05882352941177;50;35.0;40.0;46.0;45.0;44.0;2.0;34.23529411764706;14.0;21.0;38.0;46;3.0;42.53333333333333;32.0;8;43.0;47.0;42.0;43.0;3.0;41.785714285714285;35.6875;2.0
441.0;74.0;62.0;65.0;70.0;16;2.0;36.266666666666666;16;62.0;0;15.0;7;30.0;47.0;30.0;40.0;37.0;42.0;42.0;2.0;37.52941176470589;17.0;17.0;7;30.0;36.0;34.0;45.0;47.0;2.0;39.0;7;33.0;34.0;48.0;34.0;49.0;3.0;42.16666666666666;42.0;43.0;40.0;44.0;44.0;2.0;38.588235294117645;50;33.0;40.0;50.0;34.0;45.0;2.0;36.794117647058826;14.0;28.5;33.0;41;3.0;41.8;36.0;8;34.0;43.0;39.0;40.0;2.0;39.57142857142857;37.45833333333337;2.0
441.0;75.0;60.0;53.0;50.0;4;2.0;30.46153846153846;4;63.0;2;13.0;4;17.0;47.0;24.0;37.0;43.0;39.0;0.0;0.0;0.0;3.0;0.0;0;0.0;0.0;0.0;0.0;0.0;3.0;42.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;42.0;0;0.0;0.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
427.0;69.0;69.0;49.0;60.0;8;1.0;28.35897435897446;8;55.0;2;13.0;4;15.666666666667;47.0;13.0;39.0;47.0;40.0;0.0;1.0;22.0;6.0;3.0;1;0.0;0.0;0.0;38.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
445.0;75.0;56.0;56.0;74.0;4;3.0;40.66666666666666;11;63.0;0;15.0;7;40.0;47.0;32.0;40.0;40.0;44.0;48.0;2.0;37.13333333333333;15.0;15.0;6;40.0;35.0;30.0;45.0;0.0;3.0;41.0;6;39.0;40.0;47.0;38.0;0.0;3.0;44.625;44.0;47.0;44.0;46.0;45.0;3.0;40.583333333333336;0;30.0;39.0;49.0;0.0;0.0;3.0;43.66666666666666;6.0;42.0;0.0;0;3.0;41.5;50.0;2;0.0;39.0;0.0;0.0;2.0;36.0;30.0;1.0
427.0;65.0;69.0;59.0;56.0;20;2.0;33.13333333333333;20;56.0;2;15.0;5;25.5;47.0;25.0;39.0;40.0;37.0;35.0;2.0;30.9;15.0;9.0;4;14.0;25.5;30.0;39.0;0.0;1.0;28.40625;4;33.0;37.0;8.0;41.0;0.0;2.0;32.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
432.0;76.0;59.0;50.0;53.0;10;2.0;31.653846153846157;10;59.0;1;13.0;5;36.0;47.0;10.5;37.0;37.0;31.0;0.0;1.0;2.5;6.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
414.0;83.0;60.0;58.0;63.0;10;2.0;36.15384615384615;20;51.0;0;13.0;5;42.0;47.0;20.0;36.0;35.0;42.0;0.0;1.0;23.25;12.0;0.0;0;27.0;22.0;0.0;24.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
421.0;71.0;68.0;58.0;43.0;5;1.0;27.846153846153847;20;57.0;0;13.0;4;12.0;47.0;19.0;36.0;43.0;41.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
419.0;76.0;63.0;67.0;55.0;7;2.0;35.0;20;48.0;2;13.0;6;31.0;41.0;32.0;38.0;37.0;41.0;0.0;1.0;26.90000000000007;15.0;10.0;4;31.5;32.0;12.0;21.666666666667;0.0;2.0;33.0;1;33.0;0.0;0.0;0.0;0.0;1.0;15.0;15.0;0.0;0.0;0.0;0.0;1.0;14.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
429.0;68.0;60.0;56.0;43.0;20;2.0;38.43333333333333;20;63.0;1;15.0;6;39.0;38.0;29.5;34.0;43.0;42.0;47.0;2.0;39.294117647058826;17.0;17.0;7;40.0;30.0;39.0;50.0;47.0;3.0;41.0;7;39.0;37.0;38.0;32.0;47.0;4.0;45.388888888888886;48.0;49.0;41.0;40.0;45.0;3.0;40.52941176470589;45;33.0;36.0;43.0;46.0;46.0;3.0;40.88235294117647;17.0;38.0;42.0;47;3.0;43.46666666666667;43.0;8;40.0;45.0;44.0;45.0;3.0;41.35714285714285;36.375;2.0
422.0;68.0;63.0;60.0;80.0;20;1.0;5.0;20;44.0;6;13.0;0;6.5;0.0;11.5;3.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
443.0;64.0;63.0;55.0;63.0;7;1.0;14.923076923076923;8;63.0;4;13.0;2;3.0;16.5;11.0;16.0;32.0;36.0;0.0;0.0;0.0;3.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;12.0;0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
440.0;68.0;65.0;68.0;53.0;10;2.0;37.6666666666666;13;76.0;1;15.0;7;37.0;31.0;30.333333333333;41.0;47.0;43.0;43.0;2.0;36.05882352941177;17.0;17.0;7;41.0;32.0;30.0;44.0;31.0;2.0;36.0;7;30.0;42.0;36.0;40.0;42.0;2.0;32.94444444444444;29.5;28.5;31.0;31.0;38.0;2.0;36.76470588235294;43;30.0;41.0;38.0;41.0;46.0;2.0;36.8235294117647;17.0;34.0;38.0;39;2.0;39.4;31.0;8;46.0;43.0;40.0;35.0;2.0;38.0;34.78125;2.0
429.0;69.0;69.0;56.0;43.0;4;2.0;32.61538461538461;15;73.0;2;13.0;5;31.5;41.0;27.0;35.0;30.0;40.0;0.0;1.0;29.433333333333334;15.0;7.0;3;27.5;30.0;23.0;37.0;0.0;2.0;33.36363636363637;3;40.0;0.0;33.0;18.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
417.0;75.0;65.0;57.0;57.0;13;2.0;33.6;2;56.0;1;15.0;6;27.0;32.0;30.0;40.0;40.0;38.0;42.0;2.0;36.794117647058826;17.0;14.0;6;26.5;39.0;40.0;46.0;33.0;2.0;37.0;7;35.0;34.0;37.0;32.0;44.0;2.0;39.16666666666666;39.0;35.0;35.0;32.0;48.0;2.0;35.294117647058826;47;33.0;35.0;41.0;39.0;36.0;2.0;38.588235294117645;17.0;37.0;37.0;43;2.0;39.93333333333333;30.5;8;42.0;36.0;39.0;39.0;2.0;38.642857142857146;34.9375;2.0
409.0;68.0;72.0;41.0;68.0;6;1.0;28.384615384615383;14;60.0;2;13.0;4;17.0;40.0;27.0;31.0;34.0;41.0;0.0;1.0;23.0;9.0;0.0;0;27.0;0.0;0.0;25.0;0.0;2.0;32.0;1;0.0;0.0;0.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
450.0;68.0;60.0;50.0;55.0;6;1.0;23.96153846153846;6;58.0;2;13.0;4;12.0;35.0;18.5;35.0;33.0;37.0;0.0;1.0;24.0;3.0;0.0;0;24.0;0.0;0.0;0.0;0.0;2.0;31.0;1;0.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
421.0;68.0;65.0;53.0;58.0;20;2.0;32.0;20;55.0;3;13.0;3;27.0;28.0;26.0;39.0;47.0;41.0;0.0;1.0;29.199999999999868;15.0;6.0;3;23.333333333333;24.0;41.0;30.0;0.0;1.0;28.4;3;0.0;23.0;0.0;32.0;0.0;1.0;29.571428571428573;0.0;0.0;0.0;20.5;34.0;2.0;30.6;0;0.0;37.0;0.0;37.5;0.0;1.0;23.625;1.0;16.5;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2.0;37.0;0.0;0.0
