NOTA_GEO_FIS;NOTA_L_DOS;NOTA_ECUA;CAR_CINCO;NOTA_CARTO;NOTA_LEGIC;NOTA_GEOGEO;NOTA_POO;NOTA_CFJC;NOTA_INGECO;VECES_L_DOS;NOTA_SUELOS;NOTA_FOTO;NAA_SEIS;NCA_SEIS;NOTA_HSE;NOTA_SIG;NOTA_ME;NOTA_EE_UNO;NOTA_PROGB;CAR_SEIS;VECES_CARTO;NOTA_TOP;LITERATURA_ICFES;VECES_EE_UNO;NOTAS_SISC;NCP_SEIS;VECES_BD;NCC_SEIS;NAP_SEIS;VECES_GEO_FIS;VECES_SIG;NAC_SEIS;EPA_SEIS;VECES_INGECO;PROMEDIO_DOS;PROMEDIO_UNO;PROMEDIO_CINCO;PROMEDIO_CUATRO;PROMEDIO_SEIS;VECES_LEGIC;CREDITOS_GEO_FIS;CREDITOS_L_DOS;CREDITOS_EE_UNO;CREDITOS_INGECO;CREDITOS_LEGIC;VECES_HSE;CREDITOS_SIG;RENDIMIENTO_SIETE;PROMEDIO_SIETE
32;46;45;0;43;40;35;42;32;49;1;49;44;7;15.0;42;42;44;44;35;0;1;42;61.0;1.0;40;0.0;1;15.0;0;1;1;7;2;1;36.529411764705884;37.2;40.333333333333336;41.64705882352941;41.46666666666667;1;3;2;2;2;2;1;3;3.0;43.875
0;0;34;1;35;0;0;42;44;0;0;42;39;1;1.0;38;0;0;0;42;0;1;31;47.0;0.0;30;0.0;2;1.0;0;0;0;1;2;0;37.8235294117647;36.2;35.45454545454545;45.333333333333336;38.0;0;3;2;2;2;2;1;3;0.0;0.0
30;37;39;2;33;38;36;37;46;34;1;44;44;7;15.0;48;31;30;43;39;0;1;36;52.31;1.0;32;0.0;2;15.0;0;1;1;7;2;1;34.05882352941177;36.46666666666667;37.111111111111114;41.11764705882353;35.666666666666664;1;3;2;2;2;2;1;3;2.0;37.125
0;39;0;0;0;0;0;0;33;0;1;37;40;1;2.0;0;0;0;0;16;0;0;30;53.0;0.0;0;0.0;0;2.0;0;0;0;1;2;0;27.454545454545453;32.266666666666666;0.0;41.833333333333336;39.0;0;3;2;2;2;2;0;3;0.0;0.0
30;39;40;0;43;36;44;32;36;42;1;36;41;7;15.0;44;37;40;46;43;1;1;32;46.0;1.0;40;0.0;1;15.0;0;3;1;7;2;1;35.05882352941177;34.86666666666667;39.5;44.588235294117645;38.06666666666667;1;3;2;2;2;2;1;3;2.0;39.5
30;45;39;0;42;40;42;48;33;50;1;47;42;7;15.0;46;40;30;47;31;0;1;36;58.0;1.0;40;0.0;1;15.0;0;1;1;7;2;1;35.76470588235294;37.8;37.388888888888886;41.1764705882353;41.333333333333336;1;3;2;2;2;2;1;3;3.0;42.5
32;41;38;0;41;38;43;45;33;31;1;43;42;7;15.0;42;41;42;42;34;0;1;36;48.0;1.0;40;0.0;1;15.0;0;1;1;7;2;1;36.411764705882355;38.333333333333336;38.72222222222222;38.94117647058823;37.666666666666664;1;3;2;2;2;2;1;3;3.0;41.6875
35;30;34;2;37;30;30;35;31;40;1;35;39;7;15.0;41;33;30;33;39;2;1;33;57.0;1.0;35;0.0;1;15.0;0;2;1;7;2;3;36.35294117647059;34.06666666666667;34.94444444444444;34.35294117647059;34.06666666666667;1;3;2;2;2;2;1;3;2.0;36.15384615384615
0;0;40;2;33;31;30;30;37;21;0;36;30;2;3.0;30;0;0;0;36;2;2;40;50.0;0.0;30;2.0;1;5.0;1;0;0;3;1;1;35.11764705882353;35.86666666666667;32.27272727272727;32.64705882352941;26.8;2;3;2;2;2;2;2;3;1.0;24.0
30;38;39;1;39;35;36;32;41;47;1;37;45;7;15.0;45;42;32;40;46;0;1;32;58.33;1.0;34;0.0;1;15.0;0;1;1;7;2;1;35.94117647058823;36.8;36.5;43.11764705882353;38.733333333333334;1;3;2;2;2;2;1;3;2.0;34.125
30;30;36;2;39;37;41;34;34;36;2;37;44;7;15.0;41;31;32;48;46;1;1;40;57.0;1.0;35;0.0;2;15.0;0;1;1;7;2;1;39.294117647058826;36.4;34.94444444444444;38.94117647058823;35.06666666666667;1;3;2;2;2;2;1;3;2.0;37.0
0;48;31;1;32;38;40;31;32;32;1;36;37;6;12.0;36;37;37;47;30;0;1;37;63.0;1.0;32;0.0;1;12.0;0;0;1;6;2;1;33.294117647058826;36.4;33.94444444444444;37.88235294117647;39.75;1;3;2;2;2;2;1;3;2.0;34.76923076923077
16;0;37;0;39;30;41;33;33;31;0;33;37;3;5.0;30;5;31;15;33;5;1;32;58.52;1.0;35;8.0;1;13.0;3;2;2;6;1;2;35.94117647058823;39.4;36.05555555555556;36.8235294117647;18.846153846153847;3;3;2;2;2;2;3;3;2.0;31.2
0;0;0;0;0;0;0;0;38;0;0;0;0;1;2.0;0;0;0;33;29;0;0;27;52.0;1.0;0;0.0;0;2.0;0;0;0;1;2;0;26.11764705882353;34.46666666666667;0.0;0.0;33.0;0;3;2;2;2;2;0;3;0.0;0.0
0;7;25;0;40;0;0;15;32;0;1;35;41;1;1.0;42;0;0;0;40;0;1;36;63.0;0.0;0;2.0;0;3.0;1;0;0;2;1;0;35.05882352941177;33.266666666666666;40.0;30.454545454545453;18.666666666666668;0;3;2;2;2;2;1;3;1.0;9.0
37;41;40;0;42;36;42;42;37;43;1;44;44;7;15.0;43;39;34;50;47;1;1;33;70.0;1.0;39;0.0;1;15.0;0;2;1;7;2;1;35.529411764705884;37.46666666666667;39.27777777777778;41.05882352941177;40.733333333333334;1;3;2;2;2;2;1;3;2.0;37.625
32;44;40;0;38;34;38;44;42;33;1;41;43;7;15.0;41;30;33;37;43;0;1;36;49.0;1.0;50;0.0;1;15.0;0;1;1;7;2;1;35.35294117647059;35.53333333333333;38.666666666666664;40.76470588235294;34.86666666666667;1;3;2;2;2;2;1;3;3.0;40.4375
30;25;30;1;33;34;41;30;37;32;1;33;36;6;13.0;37;30;39;36;30;0;1;31;62.0;1.0;30;2.0;1;15.0;1;1;1;7;2;1;32.76470588235294;36.733333333333334;33.0;39.733333333333334;31.4;1;3;2;2;2;2;1;3;2.0;33.92307692307692
30;40;38;0;35;38;41;48;37;41;1;35;36;7;15.0;44;39;34;45;30;0;1;34;57.0;1.0;37;0.0;1;15.0;0;1;1;7;2;1;32.94117647058823;37.666666666666664;37.611111111111114;40.05882352941177;38.6;1;3;2;2;2;2;1;3;2.0;37.4375
30;45;37;0;44;40;40;50;38;50;1;45;42;7;15.0;46;44;41;43;31;0;1;35;56.0;1.0;40;0.0;1;15.0;0;1;1;7;2;1;32.11764705882353;37.0;40.05555555555556;42.05882352941177;41.6;1;3;2;2;2;2;1;3;3.0;43.9375
33;38;35;1;33;37;39;35;36;35;1;45;39;7;15.0;42;31;33;43;47;1;1;33;69.0;1.0;30;0.0;1;15.0;0;2;1;7;2;1;36.529411764705884;36.666666666666664;34.833333333333336;42.0;36.0;1;3;2;2;2;2;1;3;2.0;36.875
37;41;43;1;40;36;33;35;33;35;1;43;39;7;15.0;43;40;32;30;41;0;1;33;61.41;1.0;39;0.0;1;15.0;0;1;1;7;2;1;35.294117647058826;35.86666666666667;37.888888888888886;38.1764705882353;37.2;1;3;2;2;2;2;1;3;3.0;43.6875
30;38;37;0;40;37;36;40;37;40;1;34;43;7;15.0;43;42;32;46;48;0;1;42;57.0;1.0;38;0.0;1;15.0;0;1;1;7;2;1;38.23529411764706;37.86666666666667;37.388888888888886;38.8235294117647;38.733333333333334;1;3;2;2;2;2;1;3;2.0;37.8125
38;41;36;0;44;36;42;34;42;42;1;35;43;7;15.0;48;41;37;40;35;1;1;30;57.0;1.0;39;0.0;1;15.0;0;2;1;7;2;1;32.64705882352941;37.46666666666667;37.333333333333336;44.76470588235294;40.2;1;3;2;2;2;2;1;3;2.0;36.8125
0;0;0;1;38;0;32;43;32;0;0;36;38;1;1.0;34;0;0;0;30;0;1;30;53.0;0.0;36;0.0;2;1.0;0;0;0;1;2;0;32.05882352941177;35.666666666666664;36.666666666666664;37.083333333333336;34.0;0;3;2;2;2;2;1;3;0.0;0.0
0;0;0;1;0;0;22;35;35;0;0;31;34;0;0.0;0;0;0;0;30;0;0;33;57.0;0.0;0;0.0;2;0.0;0;0;0;0;1;0;32.64705882352941;32.666666666666664;30.0;28.4;0.0;0;3;2;2;2;2;0;3;0.0;0.0
30;0;31;2;42;37;38;31;35;32;1;33;41;6;13.0;39;35;33;37;33;2;2;36;52.0;1.0;32;2.0;1;15.0;1;3;1;7;1;1;34.64705882352941;34.666666666666664;36.333333333333336;39.23529411764706;29.733333333333334;1;3;2;2;2;2;2;3;2.0;39.5
31;41;38;2;37;35;39;47;30;35;1;30;40;7;15.0;37;30;30;47;35;0;1;33;56.0;1.0;34;0.0;1;15.0;0;1;1;7;2;1;34.11764705882353;34.13333333333333;33.666666666666664;38.35294117647059;35.733333333333334;1;3;2;2;2;2;1;3;2.0;33.5
31;0;35;0;37;37;35;35;43;36;0;33;34;6;13.0;40;39;30;41;43;1;1;30;63.0;1.0;33;0.0;1;13.0;0;3;1;6;2;1;34.64705882352941;34.93333333333333;34.5;38.88235294117647;36.76923076923077;1;3;2;2;2;2;1;3;2.0;35.23076923076923
0;0;0;0;0;10;0;0;36;0;0;31;39;0;0.0;0;0;0;0;32;0;0;30;50.0;0.0;30;2.0;0;2.0;1;0;0;1;1;0;32.07142857142857;34.2;18.8;41.888888888888886;10.0;1;3;2;2;2;2;0;3;0.0;0.0
30;33;35;0;39;37;40;43;36;38;1;47;40;7;15.0;43;36;32;39;30;0;1;38;55.0;1.0;36;0.0;1;15.0;0;1;1;7;2;1;34.470588235294116;33.733333333333334;37.27777777777778;39.76470588235294;35.666666666666664;1;3;2;2;2;2;1;3;3.0;40.125
32;39;30;1;37;38;41;45;44;30;1;33;35;7;15.0;44;34;30;38;35;1;1;35;46.27;1.0;38;0.0;1;15.0;0;2;1;7;2;1;35.294117647058826;37.6;35.0;37.294117647058826;35.46666666666667;1;3;2;2;2;2;1;3;2.0;36.1875
0;0;39;0;34;0;20;32;31;0;0;34;30;0;0.0;0;0;0;0;30;0;1;34;55.0;0.0;31;0.0;1;0.0;0;0;0;0;1;0;33.23529411764706;33.46666666666667;32.23076923076923;37.166666666666664;0.0;0;3;2;2;2;2;0;3;0.0;0.0
0;17;0;0;0;0;0;34;32;0;1;34;31;0;0.0;0;0;0;27;42;0;0;39;50.31;1.0;0;4.0;1;4.0;2;0;0;2;1;0;32.76470588235294;34.53333333333333;34.0;20.833333333333332;22.0;0;3;2;2;2;2;0;3;1.0;5.0
0;35;25;2;34;30;30;35;30;23;1;31;38;5;10.0;44;31;34;49;31;0;1;32;55.0;1.0;35;2.0;1;12.0;1;0;1;6;2;1;32.529411764705884;34.53333333333333;33.07692307692308;35.714285714285715;34.25;1;3;2;2;2;2;1;3;1.0;27.285714285714285
38;44;38;1;46;39;30;43;31;44;1;37;34;7;15.0;41;47;43;44;37;1;1;38;65.0;1.0;39;0.0;1;15.0;0;3;1;7;2;1;37.94117647058823;38.333333333333336;40.94444444444444;36.35294117647059;42.53333333333333;1;3;2;2;2;2;1;3;2.0;38.5625
17;0;37;2;41;38;35;45;30;30;0;40;40;5;10.0;35;43;30;41;35;1;1;35;64.0;1.0;37;3.0;1;13.0;1;1;1;6;2;2;34.0;37.4;35.333333333333336;37.2;33.30769230769231;1;3;2;2;2;2;1;3;2.0;32.38461538461539
31;37;30;2;39;36;38;40;36;40;1;38;39;7;15.0;30;43;38;40;35;0;1;32;75.0;1.0;39;0.0;1;15.0;0;1;1;7;2;1;34.35294117647059;35.06666666666667;36.22222222222222;38.705882352941174;37.2;1;3;2;2;2;2;1;3;2.0;37.84615384615385
31;41;35;2;39;38;38;32;34;39;1;38;45;7;15.0;44;39;38;35;33;0;1;37;57.0;1.0;35;0.0;1;15.0;0;1;1;7;2;1;34.23529411764706;37.8;38.111111111111114;41.529411764705884;37.333333333333336;1;3;2;2;2;2;1;3;2.0;35.5625
39;41;30;1;43;42;31;32;43;47;1;40;43;7;15.0;42;46;45;38;31;0;1;33;91.0;1.0;38;0.0;1;15.0;0;1;1;7;2;1;32.705882352941174;37.46666666666667;38.611111111111114;38.88235294117647;42.2;1;3;2;2;2;2;1;3;2.0;36.625
30;46;44;0;47;32;44;43;39;50;1;42;42;7;15.0;43;43;38;50;39;1;1;40;67.0;1.0;50;0.0;1;15.0;0;2;1;7;2;1;41.8235294117647;42.93333333333333;43.333333333333336;41.11764705882353;41.2;1;3;2;2;2;2;1;3;3.0;40.625
36;0;37;0;42;40;37;34;45;49;0;38;43;6;13.0;40;42;33;50;35;0;1;32;67.0;1.0;38;0.0;1;13.0;0;1;1;6;2;1;34.411764705882355;34.93333333333333;38.22222222222222;40.13333333333333;42.46153846153846;1;3;2;2;2;2;1;3;2.0;37.3125
31;47;41;0;38;38;37;42;30;36;1;32;40;7;15.0;44;42;32;42;34;0;1;30;71.0;1.0;38;0.0;1;15.0;0;1;1;7;2;1;33.705882352941174;38.46666666666667;34.55555555555556;36.35294117647059;39.266666666666666;1;3;2;2;2;2;1;3;2.0;37.5
28;0;36;1;43;35;30;30;35;33;0;37;34;5;10.0;30;38;33;33;36;1;1;37;65.0;1.0;38;3.0;1;13.0;1;2;1;6;2;1;36.88235294117647;40.53333333333333;38.111111111111114;37.6;33.07692307692308;1;3;2;2;2;2;1;3;2.0;38.07692307692308
32;0;30;1;42;33;33;30;34;46;0;32;45;6;13.0;44;30;40;35;41;1;1;30;58.0;1.0;38;0.0;1;13.0;0;2;1;6;2;1;35.294117647058826;38.0;36.833333333333336;35.411764705882355;35.23076923076923;1;3;2;2;2;2;1;3;2.0;37.3125
30;43;43;0;44;39;31;35;30;40;1;35;43;7;15.0;38;36;34;50;30;0;1;30;67.0;1.0;38;0.0;1;15.0;0;1;1;7;2;1;31.941176470588236;37.46666666666667;40.27777777777778;39.13333333333333;38.666666666666664;1;3;2;2;2;2;1;3;2.0;38.0
41;44;44;0;49;42;43;50;40;46;1;40;45;7;15.0;46;44;35;48;41;0;1;40;65.0;1.0;50;0.0;1;15.0;0;1;1;7;2;1;39.470588235294116;40.06666666666667;42.0;45.94117647058823;44.06666666666667;1;3;2;2;2;2;1;3;3.0;40.1875
30;44;43;0;43;37;30;39;37;48;1;35;43;7;15.0;45;35;37;49;44;0;1;39;52.0;1.0;38;0.0;1;15.0;0;1;1;7;2;1;38.64705882352941;42.0;38.27777777777778;40.470588235294116;39.733333333333334;1;3;2;2;2;2;1;3;3.0;41.1875
40;42;34;1;41;40;39;33;41;32;1;36;44;7;15.0;46;45;40;50;31;0;1;39;58.0;1.0;35;0.0;1;15.0;0;1;1;7;2;1;35.88235294117647;40.13333333333333;37.72222222222222;39.64705882352941;41.93333333333333;1;3;2;2;2;2;1;3;2.0;37.25
30;42;31;0;35;40;40;45;36;50;1;42;46;7;15.0;41;43;38;41;30;0;1;32;58.0;1.0;44;0.0;1;15.0;0;1;1;7;2;1;33.94117647058823;34.666666666666664;38.27777777777778;39.411764705882355;40.4;1;3;2;2;2;2;1;3;2.0;36.625
32;39;30;2;45;39;41;44;31;32;1;31;39;7;15.0;46;32;32;42;40;0;1;40;63.0;1.0;34;0.0;1;15.0;0;1;1;7;2;1;37.8235294117647;36.333333333333336;35.94444444444444;37.94117647058823;36.13333333333333;1;3;2;2;2;2;1;3;2.0;36.5
6;35;38;2;35;36;35;38;30;45;1;35;41;6;12.0;30;37;31;42;45;1;1;34;62.0;1.0;33;3.0;2;15.0;1;1;1;7;2;2;37.294117647058826;35.0;35.388888888888886;36.588235294117645;31.666666666666668;1;3;2;2;2;2;1;3;2.0;34.72727272727273
33;48;39;0;48;34;42;50;39;46;1;38;44;7;15.0;46;45;44;47;31;0;1;36;64.0;1.0;50;0.0;1;15.0;0;1;1;7;2;1;34.76470588235294;36.8;42.44444444444444;45.705882352941174;42.0;1;3;2;2;2;2;1;3;2.0;40.0
36;43;46;0;43;39;37;43;37;37;1;40;47;7;15.0;38;45;38;38;34;1;1;41;60.0;1.0;36;0.0;1;15.0;0;2;1;7;2;1;37.64705882352941;38.6;38.72222222222222;36.8235294117647;39.666666666666664;1;3;2;2;2;2;1;3;2.0;37.6875
30;41;32;0;43;39;32;37;34;46;1;35;43;7;15.0;40;32;35;49;30;0;1;39;68.0;1.0;36;0.0;1;15.0;0;1;1;7;2;1;37.88235294117647;36.266666666666666;38.55555555555556;38.529411764705884;38.4;1;3;2;2;2;2;1;3;2.0;39.375
33;40;39;1;38;32;31;31;36;36;1;32;43;7;15.0;46;43;31;48;34;0;1;38;58.0;1.0;41;0.0;1;15.0;0;1;1;7;2;1;36.0;37.06666666666667;36.833333333333336;37.76470588235294;39.06666666666667;1;3;2;2;2;2;1;3;3.0;40.375
28;32;32;2;46;39;38;45;32;31;1;41;34;6;12.0;43;30;33;42;32;1;1;30;66.0;1.0;37;3.0;1;15.0;1;2;1;7;2;1;36.88235294117647;34.86666666666667;37.0;37.05882352941177;33.666666666666664;1;3;2;2;2;2;1;3;2.0;34.0
41;40;31;2;37;32;37;31;45;34;1;31;42;7;15.0;43;47;30;40;40;0;1;30;67.0;1.0;37;0.0;1;15.0;0;1;1;7;2;1;33.64705882352941;34.53333333333333;36.888888888888886;40.0;39.93333333333333;1;3;2;2;2;2;1;3;2.0;36.375
0;44;31;0;44;38;33;31;36;35;1;39;40;5;11.0;0;33;35;45;30;0;1;35;56.0;1.0;40;0.0;1;11.0;0;0;1;5;2;1;33.294117647058826;35.93333333333333;37.833333333333336;37.8235294117647;38.45454545454545;1;3;2;2;2;2;0;3;2.0;36.63636363636363
30;42;40;0;44;40;42;40;36;48;1;40;41;7;15.0;45;47;30;45;37;0;1;36;62.0;1.0;35;0.0;1;15.0;0;1;1;7;2;1;35.470588235294116;35.8;40.44444444444444;42.1764705882353;41.733333333333334;1;3;2;2;2;2;1;3;2.0;38.0
0;0;0;0;0;0;0;0;0;0;0;30;33;0;0.0;0;0;0;0;32;0;0;31;60.0;0.0;0;0.0;0;0.0;0;0;0;0;1;0;34.333333333333336;33.4;0.0;0.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
35;40;38;1;43;39;32;38;34;40;1;35;48;7;15.0;37;37;32;44;39;1;1;39;58.0;1.0;33;0.0;1;15.0;0;3;1;7;2;1;37.411764705882355;38.46666666666667;36.833333333333336;39.294117647058826;38.6;1;3;2;2;2;2;1;3;2.0;35.8125
16;31;37;1;33;35;40;37;30;31;1;32;31;5;11.0;27;38;30;44;30;2;2;37;57.0;1.0;33;4.0;1;15.0;2;2;1;7;2;1;31.764705882352942;36.2;33.77777777777778;37.64705882352941;31.4;1;3;2;2;2;2;2;3;1.0;27.11111111111111
29;0;30;1;42;41;32;30;33;36;0;37;37;4;9.0;0;32;30;48;31;0;1;35;60.0;1.0;39;3.0;1;12.0;1;1;1;5;2;1;31.941176470588236;35.266666666666666;38.44444444444444;37.05882352941177;36.083333333333336;1;3;2;2;2;2;0;3;2.0;36.84615384615385
34;0;39;0;37;35;37;33;47;32;0;35;38;6;13.0;40;40;30;35;33;0;1;30;58.0;1.0;37;0.0;1;13.0;0;1;1;6;2;1;34.0;33.86666666666667;34.72222222222222;38.94117647058823;35.84615384615385;1;3;2;2;2;2;1;3;2.0;34.46153846153846
0;0;0;0;0;0;0;36;35;0;0;40;48;0;0.0;0;0;0;0;37;0;0;36;62.0;0.0;0;0.0;0;0.0;0;0;0;0;1;0;33.1764705882353;32.93333333333333;0.0;0.0;0.0;0;3;2;2;2;2;0;3;0.0;0.0
0;46;36;2;40;34;39;44;34;30;1;33;37;5;10.0;34;34;41;7;32;0;1;33;52.0;1.0;36;2.0;2;12.0;1;0;1;6;2;1;32.8235294117647;36.333333333333336;36.0;36.8235294117647;30.833333333333332;1;3;2;2;2;2;1;3;2.0;34.81818181818182
36;39;47;1;39;39;43;39;33;48;1;37;41;7;15.0;44;31;41;47;32;1;1;38;65.0;1.0;40;0.0;1;15.0;0;2;1;7;2;1;34.411764705882355;38.4;36.166666666666664;43.529411764705884;39.4;1;3;2;2;2;2;1;3;2.0;36.625
31;47;36;0;49;39;38;40;37;43;1;34;43;7;15.0;43;33;30;47;30;0;1;36;50.0;1.0;38;0.0;1;15.0;0;1;1;7;2;1;35.470588235294116;39.2;38.77777777777778;42.35294117647059;39.13333333333333;1;3;2;2;2;2;1;3;2.0;38.9375
30;41;31;0;38;40;42;42;32;48;1;39;42;7;15.0;47;33;31;45;30;0;1;32;62.0;1.0;42;0.0;1;15.0;0;1;1;7;2;1;33.588235294117645;38.8;36.388888888888886;41.88235294117647;38.93333333333333;1;3;2;2;2;2;1;3;2.0;37.1875
30;36;35;0;47;38;40;45;32;43;1;32;41;7;15.0;46;34;35;46;30;0;1;38;62.0;1.0;35;0.0;1;15.0;0;1;1;7;2;1;33.88235294117647;38.733333333333334;37.166666666666664;42.8235294117647;37.6;1;3;2;2;2;2;1;3;2.0;39.75
14;0;31;1;41;41;37;43;42;35;0;36;36;5;10.0;43;31;31;46;34;0;1;36;62.0;1.0;34;3.0;1;13.0;1;1;1;6;2;1;36.0;35.53333333333333;34.333333333333336;39.88235294117647;32.46153846153846;1;3;2;2;2;2;1;3;2.0;37.53846153846154
33;43;37;1;41;34;36;37;37;49;1;30;40;7;15.0;42;31;39;40;37;0;1;31;68.0;1.0;36;0.0;1;15.0;0;1;1;7;2;1;34.294117647058826;33.46666666666667;35.72222222222222;39.1764705882353;37.733333333333334;1;3;2;2;2;2;1;3;3.0;40.15384615384615
39;46;39;1;39;39;39;35;31;33;1;34;41;7;15.0;38;31;37;39;31;1;1;41;60.0;1.0;32;0.0;1;15.0;0;2;1;7;2;1;35.529411764705884;39.6;36.77777777777778;41.8235294117647;37.46666666666667;1;3;2;2;2;2;1;3;2.0;34.84615384615385
30;30;42;0;40;42;41;36;33;39;1;35;46;7;15.0;42;42;35;46;42;0;1;37;53.0;1.0;42;0.0;1;15.0;0;1;1;7;2;1;38.470588235294116;38.666666666666664;37.166666666666664;38.23529411764706;38.13333333333333;1;3;2;2;2;2;1;3;3.0;40.9375
35;46;43;0;43;32;37;37;35;45;1;43;43;7;15.0;38;44;37;46;38;0;1;34;56.0;1.0;38;0.0;1;15.0;0;1;1;7;2;1;34.11764705882353;38.46666666666667;39.666666666666664;40.0;40.86666666666667;1;3;2;2;2;2;1;3;2.0;38.6875
32;39;36;0;38;36;38;38;35;45;1;34;46;7;15.0;40;31;32;33;36;0;1;38;71.0;1.0;50;0.0;1;15.0;0;1;1;7;2;1;34.76470588235294;35.13333333333333;38.0;38.94117647058823;35.666666666666664;1;3;2;2;2;2;1;3;2.0;34.9375
30;39;39;0;40;34;37;50;46;39;1;32;41;7;15.0;39;40;34;46;44;0;1;34;62.0;1.0;40;0.0;1;15.0;0;1;1;7;2;1;37.0;35.666666666666664;36.72222222222222;37.1764705882353;37.666666666666664;1;3;2;2;2;2;1;3;2.0;34.75
0;0;38;3;30;30;38;30;33;32;0;37;30;3;5.0;32;2;34;0;33;1;3;30;69.0;0.0;30;3.0;2;8.0;1;0;1;4;1;3;33.88235294117647;34.46666666666667;32.84615384615385;31.0;20.25;1;3;2;2;2;2;1;3;1.0;22.8
32;40;44;0;45;39;30;50;30;39;1;39;44;7;15.0;44;44;45;49;39;0;1;40;50.0;1.0;31;0.0;1;15.0;0;1;1;7;2;1;39.470588235294116;38.333333333333336;37.611111111111114;39.35294117647059;40.4;1;3;2;2;2;2;1;3;2.0;40.0
0;0;13;1;24;0;23;44;35;0;0;30;38;1;1.0;31;0;0;0;30;1;2;30;56.0;0.0;32;0.0;1;1.0;0;0;0;1;2;0;31.764705882352942;34.13333333333333;29.0;32.357142857142854;31.0;0;3;2;2;2;2;2;3;0.0;0.0
42;42;39;0;42;42;40;40;34;50;1;44;45;7;15.0;44;41;42;49;39;0;1;34;46.0;1.0;39;0.0;1;15.0;0;1;1;7;2;1;36.11764705882353;35.13333333333333;40.0;44.294117647058826;43.93333333333333;1;3;2;2;2;2;1;3;2.0;39.25
40;43;41;0;44;38;39;37;42;36;1;32;36;7;15.0;38;46;34;44;45;0;1;32;54.0;1.0;38;0.0;1;15.0;0;1;1;7;2;1;35.470588235294116;36.13333333333333;37.94444444444444;41.35294117647059;41.2;1;3;2;2;2;2;1;3;2.0;35.0625
0;32;30;1;39;35;33;30;31;38;1;33;36;6;12.0;41;40;30;40;34;0;1;30;56.0;1.0;38;0.0;1;12.0;0;0;1;6;2;1;33.705882352941174;35.93333333333333;34.166666666666664;33.588235294117645;37.583333333333336;1;3;2;2;2;2;1;3;2.0;34.36363636363637
31;0;32;1;35;35;31;32;35;35;0;30;35;6;13.0;45;38;40;37;34;1;1;39;54.28;1.0;36;0.0;2;13.0;0;1;1;6;2;2;34.76470588235294;36.46666666666667;37.166666666666664;37.6;35.84615384615385;1;3;2;2;2;2;1;3;2.0;32.55555555555556
31;37;35;0;41;41;30;35;35;39;1;40;39;7;15.0;36;34;31;46;30;1;1;37;54.0;1.0;38;0.0;1;15.0;0;1;1;7;2;2;36.588235294117645;36.6;36.111111111111114;37.0;37.13333333333333;1;3;2;2;2;2;1;3;2.0;38.875
30;43;44;0;44;38;30;50;30;40;1;40;43;7;15.0;44;35;43;50;35;1;1;40;61.0;1.0;50;0.0;1;15.0;0;2;1;7;2;1;34.705882352941174;35.733333333333334;41.333333333333336;39.94117647058823;38.733333333333334;1;3;2;2;2;2;1;3;2.0;37.4375
31;45;30;0;46;40;37;32;37;50;1;35;35;7;15.0;42;42;40;50;32;0;1;35;54.0;1.0;43;0.0;1;15.0;0;1;1;7;2;1;35.529411764705884;39.0;39.5;37.05882352941177;42.06666666666667;1;3;2;2;2;2;1;3;2.0;38.25
30;33;36;2;43;35;41;40;35;34;1;32;44;7;15.0;42;39;40;39;36;1;1;37;62.0;1.0;35;0.0;1;15.0;0;3;1;7;2;1;34.470588235294116;38.13333333333333;35.77777777777778;39.76470588235294;35.4;1;3;2;2;2;2;1;3;2.0;36.46153846153846
14;0;35;2;31;31;38;38;33;30;0;35;36;5;10.0;40;33;31;42;35;2;3;36;58.0;1.0;41;3.0;1;13.0;1;3;1;6;1;1;35.8235294117647;35.8;35.72222222222222;36.4;29.76923076923077;2;3;2;2;2;2;1;3;1.0;29.714285714285715
0;44;41;3;30;35;41;30;33;32;1;34;38;4;9.0;0;40;14;0;30;0;2;30;48.0;0.0;34;0.0;1;9.0;0;0;1;4;2;1;33.64705882352941;33.0;31.944444444444443;37.94117647058823;38.0;1;3;2;2;2;2;0;3;2.0;31.77777777777778
15;36;36;1;38;32;37;40;31;36;1;36;43;5;11.0;0;43;32;41;30;0;1;35;58.0;1.0;30;3.0;1;14.0;1;1;1;6;2;1;32.0;34.333333333333336;34.0;37.294117647058826;33.142857142857146;1;3;2;2;2;2;0;3;2.0;35.90909090909091
35;42;38;0;44;39;39;36;45;50;1;34;43;7;15.0;47;41;47;45;30;1;1;38;58.0;1.0;37;0.0;1;15.0;0;2;1;7;2;1;38.588235294117645;37.6;38.72222222222222;43.411764705882355;41.8;1;3;2;2;2;2;1;3;2.0;38.125
28;36;36;1;41;36;30;30;30;37;1;37;32;5;10.0;42;30;30;0;36;1;1;30;60.0;0.0;30;3.0;1;13.0;1;2;1;6;2;1;32.529411764705884;35.46666666666667;32.94444444444444;35.470588235294116;33.38461538461539;1;3;2;2;2;2;1;3;2.0;35.69230769230769
11;30;42;1;41;35;38;40;33;34;1;34;43;6;12.0;41;40;33;41;35;0;1;31;62.0;1.0;30;3.0;1;15.0;1;1;1;7;2;1;34.0;34.2;35.833333333333336;35.23529411764706;31.6;1;3;2;2;2;2;1;3;2.0;35.30769230769231
