NOTA_ECUA;NOTA_TERMO;NOTA_CIR_DOS;NOTA_FIS_DOS;NOTA_EL_UNO;VECES_ECUA;NOTA_FIS_TRES;NOTA_MULTI;NCP_DOS;PROMEDIO_DOS;NCA_DOS;VECES_TERMO;VECES_EL_UNO;VECES_MULTI;VECES_CIR_DOS;NAA_DOS;NAP_DOS;EPA_DOS;VECES_CIR_UNO;VECES_FIS_TRES;NOTA_INT;NOTA_POO;NOTA_EYB;NOTA_HCI;NOTA_CIR_UNO;NCC_DOS;NAC_DOS;NOTA_DEM;VECES_FIS_DOS;VECES_INT;VECES_POO;CAR_DOS;CREDITOS_MULTI;CREDITOS_FIS_TRES;CREDITOS_CIR_DOS;CREDITOS_TERMO;CREDITOS_EL_UNO;CREDITOS_ECUA;RENDIMIENTO_TRES;PROMEDIO_TRES
30;50;34;30;30;1;30;30;0.0;32.5;16.0;1;1;2;3;7;0;2;2;2;30;30;50;30;30;16.0;7;30;2;2;1;5;3;3;3;3;3;3;2.0;34.0
0;34;0;30;0;0;30;0;6.0;30.0625;10.0;2;0;0;0;5;2;2;5;3;20;40;30;40;27;16.0;7;30;3;4;1;3;3;3;3;3;3;3;2.0;32.0
30;36;38;35;31;1;35;37;0.0;34.125;16.0;2;2;4;3;7;0;2;1;2;30;37;30;40;30;16.0;7;50;2;2;1;3;3;3;3;3;3;3;2.0;34.5
30;50;30;35;40;1;35;30;0.0;35.75;16.0;1;1;1;1;7;0;2;2;2;30;40;35;45;35;16.0;7;37;2;2;1;4;3;3;3;3;3;3;2.0;35.833333333333336
0;0;0;15;0;0;15;0;8.0;20.0;1.0;0;0;0;0;1;3;1;0;3;15;0;25;40;0;9.0;4;0;3;3;0;3;3;3;3;3;3;3;1.0;15.0
0;32;0;35;39;1;35;0;0.0;35.3125;16.0;1;1;0;1;7;0;2;1;3;30;40;40;45;30;16.0;7;35;3;2;1;2;3;3;3;3;3;3;1.0;21.2
30;50;35;40;35;1;40;30;0.0;35.0;16.0;1;1;1;3;7;0;2;2;2;30;40;35;40;30;16.0;7;30;2;2;1;3;3;3;3;3;3;3;2.0;36.666666666666664
25;30;24;30;30;2;30;33;3.0;29.375;13.0;2;2;2;2;6;1;1;1;1;30;15;40;35;30;16.0;7;40;1;1;2;1;3;3;3;3;3;3;1.0;28.666666666666668
32;0;0;37;0;1;37;30;3.0;33.25;13.0;0;0;1;0;6;1;2;4;3;30;39;30;45;24;16.0;7;37;3;3;2;4;3;3;3;3;3;3;2.0;33.0
40;50;30;30;30;2;30;30;0.0;39.0625;16.0;1;1;1;1;7;0;2;1;1;35;45;45;50;35;16.0;7;50;1;1;1;0;3;3;3;3;3;3;2.0;35.0
35;50;30;35;30;1;35;33;0.0;35.9375;16.0;1;1;1;3;7;0;2;1;1;30;45;30;45;30;16.0;7;50;1;1;1;0;3;3;3;3;3;3;2.0;35.5
4;36;15;35;14;1;35;0;0.0;34.6875;16.0;1;3;1;3;7;0;2;2;2;35;40;35;35;30;16.0;7;30;2;2;1;4;3;3;3;3;3;3;1.0;17.333333333333332
0;0;0;25;0;0;25;0;9.0;29.6875;7.0;0;0;0;0;4;3;1;1;1;25;35;35;45;25;16.0;7;30;1;1;1;0;3;3;3;3;3;3;1.0;25.0
35;50;0;30;0;1;30;30;3.0;31.125;13.0;1;0;1;0;6;1;2;4;1;30;30;35;40;26;16.0;7;40;1;1;1;1;3;3;3;3;3;3;2.0;36.25
39;50;32;30;35;1;30;36;0.0;37.8125;16.0;1;1;1;1;7;0;2;2;1;35;45;45;45;35;16.0;7;35;1;2;1;2;3;3;3;3;3;3;2.0;37.0
41;34;32;35;33;1;35;40;0.0;34.0625;16.0;1;1;1;1;7;0;2;2;2;35;30;35;50;30;16.0;7;35;2;2;1;3;3;3;3;3;3;3;2.0;35.833333333333336
39;36;30;40;30;1;40;37;0.0;34.6875;16.0;1;2;1;1;7;0;2;2;1;30;35;40;30;30;16.0;7;40;1;1;1;1;3;3;3;3;3;3;2.0;35.333333333333336
29;30;31;30;31;1;30;10;0.0;32.0625;16.0;1;3;1;2;7;0;2;2;1;32;38;30;30;30;16.0;7;33;1;4;2;4;3;3;3;3;3;3;1.0;26.833333333333332
38;37;30;40;31;1;40;31;0.0;36.0625;16.0;1;1;1;1;7;0;2;1;1;30;40;35;43;30;16.0;7;44;1;1;1;0;3;3;3;3;3;3;2.0;34.5
33;32;33;30;30;1;30;30;0.0;33.9375;16.0;1;1;1;2;7;0;2;1;2;36;40;30;35;30;16.0;7;40;2;2;1;2;3;3;3;3;3;3;2.0;31.333333333333332
30;37;34;35;42;1;35;32;0.0;36.75;16.0;2;1;2;1;7;0;2;3;2;30;45;30;50;36;16.0;7;40;2;1;1;2;3;3;3;3;3;3;2.0;35.0
39;30;33;30;30;1;30;33;0.0;34.6875;16.0;1;2;1;3;7;0;2;2;1;35;35;40;45;30;16.0;7;40;1;2;1;2;3;3;3;3;3;3;2.0;32.5
0;45;0;30;0;0;30;0;6.0;33.4375;10.0;1;0;0;0;5;2;2;5;1;25;45;40;45;25;16.0;7;35;1;4;1;2;3;3;3;3;3;3;2.0;37.5
15;41;26;35;30;1;35;24;0.0;34.8125;16.0;2;1;1;2;7;0;2;4;2;32;35;40;40;30;16.0;7;41;2;4;1;3;3;3;3;3;3;3;1.0;28.5
32;50;31;35;42;1;35;32;0.0;40.625;16.0;1;2;1;3;7;0;2;1;1;35;45;45;50;40;16.0;7;45;1;2;1;1;3;3;3;3;3;3;2.0;37.0
0;24;0;31;0;0;31;0;6.0;30.733333333333334;9.0;1;0;0;0;4;2;2;4;4;36;25;35;40;25;15.0;6;0;4;4;5;4;3;3;3;3;3;3;1.0;27.5
30;36;42;35;35;1;35;34;0.0;36.625;16.0;1;1;1;1;7;0;2;3;1;30;35;45;40;37;16.0;7;45;1;1;1;1;3;3;3;3;3;3;2.0;35.333333333333336
0;0;0;40;0;0;40;0;3.0;35.625;13.0;0;0;0;0;6;1;2;1;1;15;45;40;50;35;16.0;7;35;1;1;1;0;3;3;3;3;3;3;2.0;40.0
32;34;4;35;23;3;35;27;0.0;35.625;16.0;2;3;3;2;7;0;2;1;2;40;35;30;40;35;16.0;7;35;2;2;1;2;3;3;3;3;3;3;1.0;25.833333333333332
0;0;0;45;0;0;45;0;3.0;36.15384615384615;10.0;0;0;0;0;5;1;2;1;1;30;0;45;40;25;13.0;6;40;1;1;0;0;3;3;3;3;3;3;3.0;45.0
0;0;0;40;0;0;40;0;0.0;41.25;16.0;0;0;0;0;7;0;2;1;1;40;45;50;45;35;16.0;7;35;1;1;1;0;3;3;3;3;3;3;2.0;40.0
34;50;47;35;30;1;35;37;0.0;39.6875;16.0;1;1;2;3;7;0;2;1;1;35;35;45;50;45;16.0;7;45;1;1;1;0;3;3;3;3;3;3;2.0;38.833333333333336
30;50;30;30;30;2;30;36;0.0;35.9375;16.0;1;1;1;2;7;0;2;1;1;30;40;40;45;35;16.0;7;45;1;2;1;1;3;3;3;3;3;3;2.0;34.333333333333336
33;35;31;40;34;1;40;42;0.0;38.5625;16.0;1;2;1;1;7;0;2;1;1;35;45;41;45;30;16.0;7;40;1;1;1;0;3;3;3;3;3;3;2.0;35.833333333333336
37;33;30;30;30;3;30;30;0.0;35.5625;16.0;1;3;3;3;7;0;2;1;1;30;40;45;50;30;16.0;7;39;1;2;1;1;3;3;3;3;3;3;2.0;31.666666666666668
30;50;30;40;30;1;40;39;0.0;39.375;16.0;1;1;1;1;7;0;2;2;1;35;40;45;45;35;16.0;7;45;1;2;1;2;3;3;3;3;3;3;2.0;36.5
30;3;0;31;0;1;31;26;3.0;33.13333333333333;12.0;2;0;4;0;5;1;2;4;3;30;40;40;45;23;15.0;6;0;3;1;1;2;3;3;3;3;3;3;1.0;22.5
37;30;31;35;37;1;35;32;0.0;37.625;16.0;1;2;2;3;7;0;2;4;2;32;40;45;45;37;16.0;7;35;2;1;2;3;3;3;3;3;3;3;2.0;33.666666666666664
7;45;30;30;30;2;30;13;0.0;32.8125;16.0;1;1;2;1;7;0;2;1;1;30;30;40;40;30;16.0;7;45;1;2;1;1;3;3;3;3;3;3;1.0;25.833333333333332
33;32;34;40;40;1;40;30;0.0;39.375;16.0;1;2;1;3;7;0;2;1;2;35;40;45;45;35;16.0;7;45;2;2;1;2;3;3;3;3;3;3;2.0;34.833333333333336
30;0;0;35;0;1;35;41;3.0;37.2;12.0;1;0;2;0;5;1;2;4;1;40;40;45;45;26;15.0;6;0;1;1;1;1;3;3;3;3;3;3;1.0;26.5
0;30;0;35;0;0;35;0;3.0;36.5;13.0;1;0;0;0;6;1;2;2;1;42;40;45;45;21;16.0;7;35;1;2;1;2;3;3;3;3;3;3;2.0;32.5
38;35;30;30;30;1;30;36;0.0;35.625;16.0;1;1;2;1;7;0;2;1;2;40;35;40;45;30;16.0;7;40;2;2;1;2;3;3;3;3;3;3;2.0;33.166666666666664
34;35;43;30;36;1;30;39;0.0;35.9375;16.0;1;1;1;1;7;0;2;2;1;35;35;40;40;40;16.0;7;35;1;1;1;1;3;3;3;3;3;3;2.0;36.166666666666664
30;50;30;30;32;1;30;30;0.0;36.5625;16.0;1;2;1;2;7;0;2;1;1;35;40;40;45;35;16.0;7;40;1;1;1;0;3;3;3;3;3;3;2.0;33.666666666666664
35;50;30;30;39;1;30;30;0.0;37.5;16.0;1;2;1;1;7;0;2;1;1;30;45;45;50;35;16.0;7;40;1;1;1;0;3;3;3;3;3;3;2.0;35.666666666666664
35;50;35;30;30;1;30;30;0.0;41.5625;16.0;1;1;1;1;7;0;2;1;1;35;50;50;50;40;16.0;7;50;1;1;1;0;3;3;3;3;3;3;2.0;35.0
30;30;32;30;35;1;30;33;0.0;36.25;16.0;2;1;1;2;7;0;2;1;1;35;40;45;45;30;16.0;7;40;1;2;1;1;3;3;3;3;3;3;2.0;31.666666666666668
35;50;34;30;30;1;30;34;0.0;37.1875;16.0;1;1;2;2;7;0;2;1;1;35;40;50;40;30;16.0;7;50;1;1;1;0;3;3;3;3;3;3;2.0;35.5
30;50;30;45;35;1;45;38;0.0;39.6875;16.0;1;1;1;1;7;0;2;1;1;35;45;40;50;30;16.0;7;40;1;2;1;1;3;3;3;3;3;3;2.0;38.0
9;9;25;30;20;2;30;30;0.0;32.8125;16.0;1;3;2;3;7;0;2;1;2;30;30;40;45;30;16.0;7;40;2;1;1;1;3;3;3;3;3;3;1.0;20.5
30;30;21;30;35;2;30;41;0.0;34.8125;16.0;2;1;2;1;7;0;2;4;2;30;40;35;45;34;16.0;7;40;2;2;1;3;3;3;3;3;3;3;2.0;31.166666666666668
35;50;30;30;33;1;30;35;0.0;34.6875;16.0;1;2;1;1;7;0;2;1;1;35;40;35;40;30;16.0;7;40;1;1;1;0;3;3;3;3;3;3;2.0;35.5
30;50;30;40;35;1;40;39;0.0;37.8125;16.0;1;1;1;1;7;0;2;1;1;30;45;40;45;30;16.0;7;45;1;2;1;1;3;3;3;3;3;3;2.0;37.333333333333336
38;50;33;35;41;1;35;36;0.0;37.5625;16.0;1;2;1;3;7;0;2;1;1;37;40;40;50;30;16.0;7;45;1;2;1;1;3;3;3;3;3;3;2.0;38.833333333333336
32;50;30;35;30;1;35;39;0.0;36.875;16.0;1;1;1;2;7;0;2;1;1;30;45;45;40;30;16.0;7;40;1;2;1;1;3;3;3;3;3;3;2.0;36.0
30;43;36;39;46;1;39;31;0.0;37.0;16.0;1;2;1;2;7;0;2;2;1;36;38;43;30;30;16.0;7;47;1;1;1;1;3;3;3;3;3;3;2.0;37.5
30;50;35;30;32;1;30;34;0.0;33.5;16.0;1;2;2;1;7;0;2;1;1;30;35;40;45;30;16.0;7;36;1;1;1;0;3;3;3;3;3;3;2.0;35.166666666666664
0;0;0;35;0;0;35;0;6.0;29.0625;10.0;0;0;0;0;5;2;1;3;2;25;35;35;35;15;16.0;7;30;2;3;1;3;3;3;3;3;3;3;2.0;35.0
16;11;19;30;34;3;30;22;0.0;35.714285714285715;14.0;2;1;2;2;6;0;2;1;1;40;40;0;45;30;14.0;6;35;1;1;1;0;3;3;3;3;3;3;1.0;22.0
36;30;31;30;31;1;30;36;0.0;36.875;16.0;1;1;1;1;7;0;2;2;1;45;35;30;45;40;16.0;7;35;1;2;1;2;3;3;3;3;3;3;2.0;32.333333333333336
37;50;30;30;33;1;30;35;0.0;35.625;16.0;1;1;1;1;7;0;2;2;1;40;40;35;35;30;16.0;7;45;1;1;1;1;3;3;3;3;3;3;2.0;35.833333333333336
30;50;30;35;30;1;35;35;0.0;36.5625;16.0;1;1;1;1;7;0;2;1;1;30;40;45;40;30;16.0;7;50;1;1;1;0;3;3;3;3;3;3;2.0;35.0
35;50;35;40;38;1;40;31;0.0;38.125;16.0;1;2;2;2;7;0;2;1;1;30;45;45;50;30;16.0;7;35;1;1;1;0;3;3;3;3;3;3;2.0;38.166666666666664
44;40;23;40;36;1;40;31;0.0;36.4375;16.0;1;1;1;3;7;0;2;3;1;30;40;32;45;37;16.0;7;33;1;1;1;2;3;3;3;3;3;3;2.0;35.666666666666664
30;34;33;35;33;2;35;30;0.0;36.3125;16.0;1;1;1;2;7;0;2;2;1;35;35;40;45;32;16.0;7;45;1;1;1;1;3;3;3;3;3;3;2.0;32.5
31;33;30;30;38;2;30;30;0.0;33.0625;16.0;1;1;2;1;7;0;2;1;1;33;30;40;40;30;16.0;7;40;1;1;1;0;3;3;3;3;3;3;2.0;32.0
0;0;0;0;0;0;0;0;3.0;33.5;7.0;0;0;0;0;4;1;2;1;0;0;40;40;50;15;10.0;5;40;0;0;1;0;3;3;3;3;3;3;0.0;0.0
36;31;0;40;0;1;40;14;3.0;35.4;12.0;1;0;2;0;5;1;2;3;1;35;30;45;45;27;15.0;6;0;1;1;1;1;3;3;3;3;3;3;2.0;30.25
0;0;0;0;0;0;0;0;7.0;17.11111111111111;2.0;0;0;0;0;1;3;1;1;0;12;0;40;17;7;9.0;4;0;0;1;0;1;3;3;3;3;3;3;0.0;0.0
47;47;37;30;45;1;30;45;0.0;40.3125;16.0;1;1;1;1;7;0;2;1;1;40;45;45;50;40;16.0;7;40;1;1;1;0;3;3;3;3;3;3;3.0;41.833333333333336
0;0;0;15;0;0;15;0;9.0;25.3125;7.0;0;0;0;0;4;3;1;1;1;25;30;30;45;15;16.0;7;45;1;1;1;0;3;3;3;3;3;3;1.0;15.0
30;36;34;31;32;1;31;32;0.0;34.5;16.0;1;1;1;2;7;0;2;2;1;30;35;40;45;33;16.0;7;40;1;1;1;1;3;3;3;3;3;3;2.0;32.5
34;32;39;35;33;3;35;34;0.0;35.666666666666664;15.0;1;3;2;2;6;0;2;1;1;30;40;35;45;35;15.0;6;0;1;2;1;1;3;3;3;3;3;3;2.0;34.5
42;32;7;39;27;3;39;30;0.0;37.0625;16.0;1;1;3;1;7;0;2;4;3;35;40;40;41;30;16.0;7;40;3;1;1;2;3;3;3;3;3;3;1.0;29.5
21;0;0;37;0;2;37;15;5.0;29.625;11.0;0;0;2;0;5;2;1;3;3;30;31;21;39;22;16.0;7;33;3;1;1;3;3;3;3;3;3;3;1.0;24.333333333333332
31;30;30;35;40;1;35;30;0.0;33.75;16.0;1;1;2;3;7;0;2;1;1;30;30;40;45;30;16.0;7;40;1;2;1;1;3;3;3;3;3;3;2.0;32.666666666666664
0;0;10;32;7;1;32;0;0.0;37.76923076923077;13.0;1;2;1;2;6;0;2;1;3;47;0;39;45;30;13.0;6;41;3;3;0;2;3;3;3;3;3;3;1.0;8.166666666666666
40;33;30;30;33;1;30;31;0.0;33.75;16.0;1;1;1;2;7;0;2;1;1;30;35;40;45;30;16.0;7;40;1;1;1;0;3;3;3;3;3;3;2.0;32.833333333333336
36;34;31;30;31;1;30;40;0.0;34.625;16.0;1;1;1;1;7;0;2;2;1;35;35;35;50;33;16.0;7;35;1;1;1;1;3;3;3;3;3;3;2.0;33.666666666666664
37;34;22;35;34;1;35;37;0.0;35.3125;16.0;1;1;2;1;7;0;2;1;1;30;35;45;45;30;16.0;7;40;1;1;1;0;3;3;3;3;3;3;2.0;33.166666666666664
43;47;32;39;41;1;39;38;0.0;39.8;15.0;1;1;1;2;6;0;2;1;1;40;33;45;45;42;15.0;6;0;1;1;1;0;3;3;3;3;3;3;2.0;40.0
30;30;34;40;30;1;40;31;0.0;37.1875;16.0;1;1;1;3;7;0;2;1;1;35;35;40;50;30;16.0;7;45;1;1;1;0;3;3;3;3;3;3;2.0;32.5
43;38;30;43;41;1;43;42;0.0;38.0625;16.0;1;1;1;1;7;0;2;2;3;31;36;39;40;39;16.0;7;44;3;1;2;4;3;3;3;3;3;3;2.0;39.5
33;30;33;43;30;1;43;33;0.0;37.375;16.0;1;1;1;2;7;0;2;1;2;30;40;40;45;30;16.0;7;44;2;1;1;1;3;3;3;3;3;3;2.0;33.666666666666664
0;0;0;0;0;0;0;0;6.0;22.857142857142858;1.0;0;0;0;0;1;3;1;0;0;0;20;20;40;0;7.0;4;20;0;0;1;0;3;3;3;3;3;3;0.0;0.0
47;45;31;35;45;1;35;40;0.0;37.5;16.0;1;1;1;1;7;0;2;1;1;40;35;35;45;40;16.0;7;35;1;1;1;0;3;3;3;3;3;3;3.0;40.5
34;33;28;40;35;1;40;30;0.0;36.125;16.0;1;1;2;4;7;0;2;2;1;35;35;40;40;31;16.0;7;35;1;1;1;1;3;3;3;3;3;3;2.0;33.333333333333336
40;39;34;35;39;1;35;40;0.0;36.5;16.0;1;1;1;1;7;0;2;1;1;30;40;40;45;35;16.0;7;39;1;1;1;0;3;3;3;3;3;3;2.0;37.833333333333336
30;31;33;41;31;1;41;31;0.0;37.0;16.0;1;1;1;2;7;0;2;1;1;30;36;40;45;33;16.0;7;47;1;1;1;0;3;3;3;3;3;3;2.0;32.833333333333336
41;37;40;35;36;1;35;36;0.0;34.375;16.0;1;1;1;1;7;0;2;1;1;40;30;35;40;30;16.0;7;35;1;1;1;0;3;3;3;3;3;3;2.0;37.5
33;36;22;30;30;1;30;35;0.0;33.4375;16.0;3;2;3;2;7;0;2;1;1;30;40;35;40;30;16.0;7;35;1;1;1;0;3;3;3;3;3;3;2.0;31.0
32;34;30;30;41;1;30;42;0.0;33.75;16.0;1;1;1;2;7;0;2;1;1;30;35;40;45;30;16.0;7;40;1;1;1;0;3;3;3;3;3;3;2.0;34.833333333333336
30;30;37;31;37;1;31;30;0.0;33.4;15.0;1;2;1;2;6;0;2;1;1;32;30;40;46;32;15.0;6;0;1;1;1;0;3;3;3;3;3;3;2.0;32.5
31;34;35;30;34;1;30;31;0.0;35.75;16.0;1;1;1;1;7;0;2;1;1;30;40;40;45;35;16.0;7;42;1;1;1;0;3;3;3;3;3;3;2.0;32.5
0;0;0;0;0;0;0;0;7.0;21.0;3.0;0;0;0;0;2;3;1;0;0;15;15;35;35;0;10.0;5;15;0;4;4;3;3;3;3;3;3;3;0.0;0.0
34;38;37;35;40;1;35;34;0.0;35.625;16.0;1;1;1;1;7;0;2;1;1;30;35;40;45;35;16.0;7;40;1;1;1;0;3;3;3;3;3;3;2.0;36.333333333333336
34;31;33;40;39;1;40;35;0.0;36.1875;16.0;1;1;2;1;7;0;2;1;1;33;30;40;50;35;16.0;7;35;1;1;1;0;3;3;3;3;3;3;2.0;35.333333333333336
31;33;29;39;33;2;39;38;0.0;37.375;16.0;2;1;2;1;7;0;2;3;2;34;35;35;43;42;16.0;7;35;2;1;2;3;3;3;3;3;3;3;2.0;33.833333333333336
31;42;30;43;34;1;43;43;0.0;36.8125;16.0;1;1;1;2;7;0;2;2;2;30;39;40;45;31;16.0;7;35;2;1;2;3;3;3;3;3;3;3;2.0;37.166666666666664
40;39;37;30;38;1;30;31;0.0;34.0;16.0;1;1;1;2;7;0;2;1;1;30;38;40;45;30;16.0;7;35;1;1;1;0;3;3;3;3;3;3;2.0;35.833333333333336
0;0;18;30;21;0;30;0;3.0;31.76923076923077;10.0;0;2;0;2;5;1;2;2;1;26;0;40;45;30;13.0;6;30;1;4;0;2;3;3;3;3;3;3;1.0;23.0
31;32;30;35;32;2;35;38;0.0;36.25;16.0;1;1;2;2;7;0;2;4;1;32;42;45;40;30;16.0;7;33;1;2;1;2;3;3;3;3;3;3;2.0;33.0
39;39;30;40;39;1;40;40;0.0;40.625;16.0;1;1;1;1;7;0;2;1;1;40;40;45;45;40;16.0;7;35;1;1;1;0;3;3;3;3;3;3;2.0;37.833333333333336
30;30;33;35;33;1;35;33;0.0;35.1875;16.0;1;1;2;1;7;0;2;2;1;35;40;35;35;31;16.0;7;35;1;2;1;2;3;3;3;3;3;3;2.0;32.333333333333336
30;43;30;43;31;1;43;33;0.0;36.125;16.0;1;1;1;1;7;0;2;2;1;35;42;30;35;30;16.0;7;33;1;3;1;2;3;3;3;3;3;3;2.0;35.0
30;36;34;35;35;1;35;32;0.0;40.625;16.0;1;1;1;1;7;0;2;1;1;40;45;45;45;40;16.0;7;35;1;1;1;0;3;3;3;3;3;3;2.0;33.666666666666664
40;30;30;40;32;1;40;34;0.0;36.3125;16.0;1;1;1;1;7;0;2;2;1;30;32;40;45;40;16.0;7;30;1;1;1;1;3;3;3;3;3;3;2.0;34.333333333333336
37;38;36;40;39;1;40;39;0.0;40.9375;16.0;1;1;1;1;7;0;2;1;1;40;40;45;45;40;16.0;7;40;1;1;1;0;3;3;3;3;3;3;2.0;38.166666666666664
44;41;41;30;34;1;30;30;0.0;36.8125;16.0;1;1;1;2;7;0;2;1;1;30;45;40;45;35;16.0;7;44;1;1;1;1;3;3;3;3;3;3;2.0;36.666666666666664
34;0;26;33;35;1;33;0;0.0;35.625;16.0;0;1;0;2;7;0;2;3;1;40;30;40;50;32;16.0;7;35;1;3;1;2;3;3;3;3;3;3;2.0;32.0
0;0;0;33;0;0;33;0;3.0;23.166666666666668;3.0;0;0;0;0;1;2;1;0;1;0;0;18;4;0;6.0;3;0;1;0;0;2;3;3;3;3;3;3;2.0;33.0
31;35;19;35;38;1;35;31;0.0;33.5;16.0;2;1;2;3;7;0;2;2;1;30;38;33;38;30;16.0;7;33;1;1;1;1;3;3;3;3;3;3;2.0;31.5
30;32;0;30;0;2;30;0;3.0;32.3125;13.0;1;0;0;0;6;1;2;3;1;30;34;45;35;25;16.0;7;35;1;1;1;1;3;3;3;3;3;3;2.0;30.666666666666668
35;30;37;33;30;2;33;33;0.0;33.6875;16.0;1;1;1;1;7;0;2;1;2;30;35;40;40;30;16.0;7;35;2;1;1;1;3;3;3;3;3;3;2.0;33.0
33;39;36;40;34;1;40;31;0.0;36.5;16.0;1;1;1;1;7;0;2;1;1;35;35;35;40;35;16.0;7;39;1;1;1;0;3;3;3;3;3;3;2.0;35.5
0;0;0;0;0;0;0;0;3.0;20.428571428571427;4.0;0;0;0;0;3;1;1;0;1;0;0;34;40;0;7.0;4;35;1;0;0;0;3;3;3;3;3;3;0.0;0.0
32;37;26;35;33;1;35;38;0.0;37.5625;16.0;1;1;2;1;7;0;2;3;1;36;38;37;30;43;16.0;7;41;1;2;1;2;3;3;3;3;3;3;2.0;33.5
31;37;38;30;31;1;30;39;0.0;31.9375;16.0;1;1;1;3;7;0;2;1;1;33;30;30;40;30;16.0;7;42;1;2;1;1;3;3;3;3;3;3;2.0;34.333333333333336
10;0;0;31;0;1;31;34;0.0;33.86666666666667;15.0;0;0;1;0;6;0;2;2;1;32;41;32;36;32;15.0;6;0;1;1;1;1;3;3;3;3;3;3;1.0;25.0
0;0;0;0;0;0;0;0;3.0;30.0;10.0;0;0;0;0;5;1;2;1;0;30;35;40;35;15;13.0;6;35;0;1;1;0;3;3;3;3;3;3;0.0;0.0
30;30;37;32;30;3;32;36;0.0;35.4375;16.0;1;1;3;1;7;0;2;3;2;30;40;35;45;37;16.0;7;35;2;1;1;2;3;3;3;3;3;3;2.0;32.5
41;44;34;33;41;1;33;35;0.0;36.6875;16.0;1;1;1;2;7;0;2;2;1;36;40;35;44;35;16.0;7;41;1;3;1;3;3;3;3;3;3;3;2.0;38.0
30;45;32;35;34;3;35;30;0.0;35.3125;16.0;1;2;2;3;7;0;2;1;1;35;35;35;40;35;16.0;7;35;1;2;1;1;3;3;3;3;3;3;2.0;34.333333333333336
30;31;42;45;42;1;45;31;0.0;39.0;16.0;1;1;1;1;7;0;2;2;1;35;46;37;41;31;16.0;7;38;1;2;1;2;3;3;3;3;3;3;2.0;36.833333333333336
42;44;42;30;38;1;30;37;0.0;35.75;16.0;1;1;1;1;7;0;2;1;1;30;41;44;43;32;16.0;7;42;1;1;1;0;3;3;3;3;3;3;2.0;38.833333333333336
33;31;30;45;33;1;45;32;0.0;38.0625;16.0;1;2;1;3;7;0;2;2;1;31;37;41;41;35;16.0;7;42;1;2;1;2;3;3;3;3;3;3;2.0;34.0
31;42;21;40;30;1;40;30;0.0;35.733333333333334;15.0;1;1;1;2;6;0;2;3;1;33;39;30;41;33;15.0;6;0;1;1;1;1;3;3;3;3;3;3;2.0;32.333333333333336
41;45;44;36;44;1;36;41;0.0;43.25;16.0;1;1;1;1;7;0;2;1;1;46;50;43;44;42;16.0;7;40;1;1;1;0;3;3;3;3;3;3;3.0;41.833333333333336
16;0;0;31;0;1;31;8;4.0;32.0625;12.0;0;0;1;0;5;2;2;2;1;30;38;38;50;29;16.0;7;3;1;1;1;2;3;3;3;3;3;3;1.0;18.333333333333332
31;31;25;45;33;1;45;30;0.0;39.25;16.0;1;1;1;3;7;0;2;2;1;31;43;45;43;31;16.0;7;45;1;2;1;2;3;3;3;3;3;3;2.0;32.5
40;43;30;47;31;1;47;38;0.0;40.875;16.0;1;1;1;1;7;0;2;1;1;34;45;44;41;36;16.0;7;39;1;1;1;0;3;3;3;3;3;3;2.0;38.166666666666664
0;0;0;34;0;0;34;0;3.0;34.61538461538461;10.0;0;0;0;0;5;1;2;3;1;0;38;36;42;27;13.0;6;39;1;0;2;2;3;3;3;3;3;3;2.0;34.0
30;35;26;34;32;1;34;39;0.0;38.9375;16.0;1;1;2;3;7;0;2;2;1;39;40;41;47;39;16.0;7;38;1;1;1;1;3;3;3;3;3;3;2.0;32.666666666666664
0;0;0;31;0;0;31;0;8.0;25.75;8.0;0;0;0;0;4;3;1;2;2;26;31;7;38;18;16.0;7;42;2;3;1;3;3;3;3;3;3;3;2.0;31.0
0;0;0;36;0;0;36;0;0.0;34.61538461538461;13.0;0;0;0;0;6;0;2;1;1;30;0;42;40;30;13.0;6;38;1;2;0;1;3;3;3;3;3;3;2.0;36.0
34;31;44;45;37;1;45;39;0.0;40.25;16.0;1;1;1;1;7;0;2;1;1;39;40;41;41;37;16.0;7;38;1;2;1;1;3;3;3;3;3;3;2.0;38.333333333333336
44;41;31;41;43;1;41;36;0.0;38.625;16.0;1;1;1;1;7;0;2;2;1;32;42;42;50;32;16.0;7;43;1;3;1;2;3;3;3;3;3;3;2.0;39.333333333333336
1;39;0;30;0;1;30;2;3.0;32.8125;13.0;2;0;1;0;6;1;2;3;1;31;37;39;44;24;16.0;7;37;1;2;1;3;3;3;3;3;3;3;1.0;18.0
0;0;0;17;0;0;17;20;6.0;25.384615384615383;7.0;0;0;2;0;4;2;1;2;2;32;0;35;45;9;13.0;6;41;2;1;0;2;3;3;3;3;3;3;1.0;18.5
37;45;41;43;36;1;43;35;0.0;40.875;16.0;1;1;1;1;7;0;2;1;1;43;44;44;44;30;16.0;7;42;1;1;1;0;3;3;3;3;3;3;2.0;39.5
41;45;47;47;42;1;47;46;0.0;45.5;16.0;1;1;1;1;7;0;2;1;1;50;45;48;46;39;16.0;7;43;1;1;1;0;3;3;3;3;3;3;3.0;44.666666666666664
32;44;39;35;34;1;35;32;0.0;37.0625;16.0;1;1;2;1;7;0;2;2;1;33;43;43;34;36;16.0;7;32;1;2;1;2;3;3;3;3;3;3;2.0;36.0
