"NUMERO","ID","GENERO","TIPO_COLEGIO","LOCALIDAD_COLEGIO","CALENDARIO","MUNICIPIO","DEPARTAMENTO","PG_ICFES","CON_MAT_ICFES","APT_MAT_ICFES","FISICA_ICFES","QUIMICA_ICFES","APT_VERB_ICFES","LITERATURA_ICFES","BIOLOGIA_ICFES","SOCIALES_ICFES","FILOSOFIA_ICFES","IDIOMA_ICFES","LOCALIDAD","INSCRIPCION","ESTRATO","ANO_INGRESO","CORTE_INGRESO","ESTADO_FINAL","NOTA_DIFERENCIAL","VECES_DIFERENCIAL","CREDITOS_DIFERENCIAL","NOTA_DIBUJO","VECES_DIBUJO","CREDITOS_DIBUJO","NOTA_QUIMICA","VECES_QUIMICA","CREDITOS_QUIMICA","NOTA_CFJC","VECES_CFJC","CREDITOS_CFJC","NOTA_TEXTOS","VECES_TEXTOS","CREDITOS_TEXTOS","NOTA_SEMINARIO","VECES_SEMINARIO","CREDITOS_SEMINARIO","NOTA_EE_UNO","VECES_EE_UNO","CREDITOS_EE_UNO","NOTA_ALGEBRA","VECES_ALGEBRA","CREDITOS_ALGEBRA","NOTA_INTEGRAL","VECES_INTEGRAL","CREDITOS_INTEGRAL","NOTA_FISICA_UNO","VECES_FISICA_UNO","CREDITOS_FISICA_UNO","NOTA_MATERIALES","VECES_MATERIALES","CREDITOS_MATERIALES","NOTA_DEMOCRACIA","VECES_DEMOCRACIA","CREDITOS_DEMOCRACIA","NOTA_PBASICA","VECES_PBASICA","CREDITOS_PBASICA","NOTA_EE_DOS","VECES_EE_DOS","CREDITOS_EE_DOS","NOTA_MULTIVARIADO","VECES_MULTIVARIADO","CREDITOS_MULTIVARIADO","NOTA_ESTADISTICA_UNO","VECES_ESTADISTICA_UNO","CREDITOS_ESTADISTICA_UNO","NOTA_TERMODINAMICA","VECES_TERMODINAMICA","CREDITOS_TERMODINAMICA","NOTA_TGS","VECES_TGS","CREDITOS_TGS","NOTA_ETICA","VECES_ETICA","CREDITOS_ETICA","NOTA_PORIENTADA","VECES_PORIENTADA","CREDITOS_PORIENTADA","NOTA_EE_TRES","VECES_EE_TRES","CREDITOS_EE_TRES","NOTA_ECONOMIA_UNO","VECES_ECONOMIA_UNO","CREDITOS_ECONOMIA_UNO","NOTA_ECUACIONES","VECES_ECUACIONES","CREDITOS_ECUACIONES","NOTA_ESTADISTICA_DOS","VECES_ESTADISTICA_DOS","CREDITOS_ESTADISTICA_DOS","NOTA_FISICA_DOS","VECES_FISICA_DOS","CREDITOS_FISICA_DOS","NOTA_MECANICA","VECES_MECANICA","CREDITOS_MECANICA","NOTA_PROCESOSQ","VECES_PROCESOSQ","CREDITOS_PROCESOSQ","NOTA_EE_CUATRO","VECES_EE_CUATRO","CREDITOS_EE_CUATRO","NOTA_METODOLOGIA","VECES_METODOLOGIA","CREDITOS_METODOLOGIA","NOTA_FISICA_TRES","VECES_FISICA_TRES","CREDITOS_FISICA_TRES","NOTA_CONTABILIDAD","VECES_CONTABILIDAD","CREDITOS_CONTABILIDAD","NOTA_PROCESOSM","VECES_PROCESOSM","CREDITOS_PROCESOSM","NOTA_ADMINISTRACION","VECES_ADMINISTRACION","CREDITOS_ADMINISTRACION","NOTA_LENGUA_UNO","VECES_LENGUA_UNO","CREDITOS_LENGUA_UNO","NOTA_EI_UNO","VECES_EI_UNO","CREDITOS_EI_UNO","NOTA_EI_DOS","VECES_EI_DOS","CREDITOS_EI_DOS","NOTA_ECONOMIA_DOS","VECES_ECONOMIA_DOS","CREDITOS_ECONOMIA_DOS","NOTA_PLINEAL","VECES_PLINEAL","CREDITOS_PLINEAL","NOTA_DERECHO","VECES_DERECHO","CREDITOS_DERECHO","NOTA_IECONOMICA","VECES_IECONOMICA","CREDITOS_IECONOMICA","NOTA_DISENO","VECES_DISENO","CREDITOS_DISENO","NOTA_METODOS","VECES_METODOS","CREDITOS_METODOS","NOTA_SEGURIDAD","VECES_SEGURIDAD","CREDITOS_SEGURIDAD","NOTA_EI_TRES","VECES_EI_TRES","CREDITOS_EI_TRES","NOTA_EMPRENDIMIENTO","VECES_EMPRENDIMIENTO","CREDITOS_EMPRENDIMIENTO","NOTA_GRAFOS","VECES_GRAFOS","CREDITOS_GRAFOS","NOTA_CALIDAD_UNO","VECES_CALIDAD_UNO","CREDITOS_CALIDAD_UNO","NOTA_MERCADOTECNIA","VECES_MERCADOTECNIA","CREDITOS_MERCADOTECNIA","NOTA_ERGONOMIA","VECES_ERGONOMIA","CREDITOS_ERGONOMIA","NOTA_HOMBRE","VECES_HOMBRE","CREDITOS_HOMBRE","NOTA_EI_CUATRO","VECES_EI_CUATRO","CREDITOS_EI_CUATRO","NOTA_EI_CINCO","VECES_EI_CINCO","CREDITOS_EI_CINCO","NOTA_LOG_UNO","VECES_LOG_UNO","CREDITOS_LOG_UNO","NOTA_GOPERACIONES","VECES_GOPERACIONES","CREDITOS_GOPERACIONES","NOTA_CALIDAD_DOS","VECES_CALIDAD_DOS","CREDITOS_CALIDAD_DOS","NOTA_GAMBIENTAL","VECES_GAMBIENTAL","CREDITOS_GAMBIENTAL","NOTA_LENGUA_DOS","VECES_LENGUA_DOS","CREDITOS_LENGUA_DOS","NOTA_CONTEXTO","VECES_CONTEXTO","CREDITOS_CONTEXTO","NOTA_EI_SEIS","VECES_EI_SEIS","CREDITOS_EI_SEIS","NOTA_EI_SIETE","VECES_EI_SIETE","CREDITOS_EI_SIETE","NOTA_GRADO_UNO","VECES_GRADO_UNO","CREDITOS_GRADO_UNO","NOTA_LOG_DOS","VECES_LOG_DOS","CREDITOS_LOG_DOS","NOTA_DECISION","VECES_DECISION","CREDITOS_DECISION","NOTA_PRODUCCION","VECES_PRODUCCION","CREDITOS_PRODUCCION","NOTA_FINANZAS","VECES_FINANZAS","CREDITOS_FINANZAS","NOTA_GIT","VECES_GIT","CREDITOS_GIT","NOTA_GTH","VECES_GTH","CREDITOS_GTH","NOTA_HISTORIA","VECES_HISTORIA","CREDITOS_HISTORIA","NOTA_GRADO_DOS","VECES_GRADO_DOS","CREDITOS_GRADO_DOS","NOTA_LOG_TRES","VECES_LOG_TRES","CREDITOS_LOG_TRES","NOTA_SIMULACION","VECES_SIMULACION","CREDITOS_SIMULACION","NOTA_FORMULACION","VECES_FORMULACION","CREDITOS_FORMULACION","NOTA_GERENCIA","VECES_GERENCIA","CREDITOS_GERENCIA","NOTA_LENGUA_TRES","VECES_LENGUA_TRES","CREDITOS_LENGUA_TRES","NOTA_EI_OCHO","VECES_EI_OCHO","CREDITOS_EI_OCHO","NOTA_EI_NUEVE","VECES_EI_NUEVE","CREDITOS_EI_NUEVE"
"1327","3.1860248063979E+19","MASCULINO","OFICIAL","ENGATIVA","A","BOGOTA","BOGOTA","420","72","72","62","57","60","60","59","0","53","63","ENGATIVA","NORMAL","1","2013","3","ACTIVO","25.666666666667","3","4","30","1","2","25.5","2","3","32","1","1","27","2","2","40","1","1","32","1","2","30","1","3","37","1","3","39","1","3","30","1","2","31","1","1","40","1","3","34","1","2","31","2","3","41","1","3","30","1","3","30","1","2","38","1","2","30","1","3","35","1","2","33","1","2","31","1","3","30","1","3","33","1","3","30","2","2","36","1","3","0","0","0","31.5","2","1","32","1","3","32","1","2","28","2","3","29","2","2","39","1","2","36","1","2","31","1","2","42","1","2","30","1","3","32","1","1","41","1","2","38","1","2","0","0","0","30","1","2","43","1","2","0","0","0","33","1","2","33","1","2","32","1","2","38","1","2","30","1","1","38","1","2","0","0","0","33","1","2","36","1","3","40","1","2","0","0","0","39","1","2","39","1","1","0","0","0","0","0","0","0","0","0","41","1","2","30.5","2","2","22","1","3","29.5","2","2","39","1","2","40","1","2","0","0","0","0","0","0","0","0","0","31","1","3","0","0","0","0","0","0","42","1","2","0","0","0","0","0","0"
"1328","3.1860248065561E+19","MASCULINO","OFICIAL","FUERA DE BOGOTA","A","ZIPAQUIRA","CUNDINAMARCA","439","64","64","55","62","70","70","61","0","48","70","FUERA DE BOGOTA","NORMAL","2","2013","3","ACTIVO","31.5","2","4","42","1","2","44","1","3","33","1","1","35","1","2","34","2","1","44","1","2","30","1","3","32","1","3","40","1","3","33","1","2","36","1","1","47","1","3","43","1","2","38","1","3","35","1","3","33","1","3","33","1","2","38","1","2","47","1","3","47","1","2","34","1","2","39","1","3","30","1","3","43","1","3","30","1","2","47","1","3","38","1","2","30","1","1","32","1","3","35","1","2","37","1","3","40","1","2","49","1","2","45","1","2","45","1","2","35","1","2","41","1","3","33","1","1","49","1","2","41","1","2","40","1","3","41","1","2","39","1","2","33","1","2","36","1","2","41","1","2","40","1","2","44","1","2","41","1","1","41","1","2","36","1","2","38","1","2","39","1","3","46","1","2","0","0","0","49","1","2","47","1","1","47","1","2","47","1","2","0","0","0","41","1","2","38","1","2","39","1","3","28","2","2","43","1","2","41","1","2","45","1","2","0","0","0","43","1","3","30","1","3","36","1","2","42","1","2","40","1","2","47","1","2","40","1","2"
"1329","3.1860248067144E+19","MASCULINO","OFICIAL","PUENTE ARANDA","A","BOGOTA","BOGOTA","429","80","80","52","56","65","65","58","0","63","59","PUENTE ARANDA","NORMAL","3","2013","3","NO ESTUDIANTE AC004","20.333333333333","3","4","29.5","2","2","24.5","2","3","30","1","1","29","2","2","41","1","1","0","0","2","0","0","3","0","0","3","21.5","2","3","0","0","0","40","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","1","2","36","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","1","1","0","0","0","0","0","0","0","0","0","0","0","0","34","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1330","3.1860248070309E+19","MASCULINO","OFICIAL","ENGATIVA","A","BOGOTA","BOGOTA","435","74","74","53","59","64","64","64","0","56","75","FONTIBON","NORMAL","2","2013","3","NO ESTUDIANTE AC004","7","1","4","10","1","2","15","1","3","17","1","1","18","1","2","35","1","1","0","0","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1331","3.1860248071892E+19","MASCULINO","NO OFICIAL","ENGATIVA","A","BOGOTA","BOGOTA","415","77","77","60","59","52","52","59","0","47","43","ENGATIVA","NORMAL","2","2013","3","PRUEBA AC Y ACTIVO","26.5","2","4","31","1","2","26.5","2","3","36","1","1","30","1","2","40","1","1","40","1","2","31.666666666667","3","3","26.5","2","3","30","1","3","31","1","2","33","1","1","44","1","3","44","1","2","36","1","3","44","1","3","41","1","3","33","1","2","31","1","2","40","1","3","48","1","2","47","1","2","38","1","3","30","1","3","42","1","3","36","1","2","37","1","3","50","1","2","37","1","1","33","1","3","30","1","2","35","1","3","30","1","2","42","1","2","38","1","2","45","1","2","37","1","2","34","1","3","36","1","1","50","1","2","38","1","2","35","1","3","44","1","2","48","1","2","39","1","2","32","1","2","39","1","2","43","1","2","41","1","2","39","1","1","41","1","2","44","1","2","42","1","2","28.666666666667","3","3","40","1","2","0","0","0","0","0","0","47","1","1","42","1","2","42","1","2","0","0","0","0","0","0","43","1","2","0","0","0","30","1","2","41","1","2","36","1","2","50","1","2","0","0","0","0","0","0","36","1","3","37","1","2","42","1","2","36","1","2","41","1","2","0","0","0"
"1332","3.1860248073474E+19","FEMENINO","NO REGISTRA","TEUSAQUILLO","NO REGISTRA","NO REGISTRA","NO REGISTRA","425","73","73","52","58","74","74","54","0","53","56","SUBA","NORMAL","2","2013","3","ACTIVO","24","3","4","32.5","2","2","24.5","2","3","36","1","1","32","1","2","43","1","1","36","1","2","31","1","3","28","2","3","28.666666666667","3","3","31","1","2","38","1","1","40","1","3","0","0","0","32","1","3","32","1","3","41","1","3","35","1","2","46","1","2","40","1","3","0","0","0","44","1","2","25","2","3","30","1","3","34","1","3","30","1","2","42","1","3","0","0","0","44","1","1","28","2","3","30","1","2","35","1","3","34","1","2","0","0","0","35","1","2","47","1","2","32","2","2","33","2","3","48","1","1","48","1","2","42","1","2","38","1","3","34","1","2","30","1","2","0","0","0","40","1","2","42","1","2","44","1","2","40","1","2","39","1","1","40","1","2","43","1","2","31","1","2","31","1","3","40","1","2","0","0","0","40","1","2","40","1","1","33","1","2","0","0","0","0","0","0","31","1","2","19","2","2","0","0","0","28","2","2","37","1","2","34","1","2","38","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1333","3.1860248076639E+19","MASCULINO","OFICIAL","FUERA DE BOGOTA","A","EL COLEGIO","CUNDINAMARCA","413","67","67","64","58","59","59","50","0","50","57","FUERA DE BOGOTA","NORMAL","2","2013","3","NO ESTUDIANTE AC004","19.333333333333","3","4","32","1","2","20.333333333333","3","3","34","1","1","34","1","2","41","1","1","38","1","2","18","1","3","0","0","3","32","1","3","0","0","0","49","1","1","42","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","1","2","28","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1334","3.1860248078222E+19","MASCULINO","NO OFICIAL","TEUSAQUILLO","A","BOGOTA","BOGOTA","427","77","77","52","62","61","61","56","0","58","61","TEUSAQUILLO","NORMAL","4","2013","3","NO ESTUDIANTE AC004","19","1","4","29","1","2","15","1","3","38","1","1","35","1","2","41","1","1","0","0","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1335","3.1860248079804E+19","MASCULINO","NO REGISTRA","ENGATIVA","NO REGISTRA","NO REGISTRA","NO REGISTRA","412","73","73","63","65","50","50","62","0","43","50","CIUDAD BOLIVAR","NORMAL","3","2013","3","ACTIVO","23","3","4","32","2","2","23","3","3","35","1","1","34","1","2","40","1","1","38","1","2","31","1","3","34","1","3","30","1","3","27.666666666667","3","2","44","1","1","32","1","3","0","0","0","19.5","2","3","22.666666666667","3","3","33","1","3","33","1","2","48","1","2","32","1","3","0","0","0","31","1","2","16.333333333333","3","3","27.5","2","3","30.5","2","3","30","1","2","41","1","3","0","0","0","40","1","1","22.75","4","3","16","2","2","31","1","3","35","1","2","42","1","2","44","1","2","31","1","2","35","1","2","29","2","3","40","1","1","13.333333333333","3","2","33","1","2","31","1","3","0","0","0","40","1","2","0","0","0","45","1","2","38","1","2","45","1","2","37","1","2","41","1","1","37.5","2","2","0","0","0","25","2","2","30","1","3","30","1","2","0","0","0","39","1","2","34","1","1","0","0","0","0","0","0","0","0","0","0","0","0","21","1","2","0","0","0","0","0","0","39","1","2","33","1","2","41","1","2","0","0","0","0","0","0","0","0","0","0","0","0","23","1","2","42","1","2","0","0","0","0","0","0"
"1336","3.1860248081387E+19","FEMENINO","NO REGISTRA","LOS MARTIRES","NO REGISTRA","NO REGISTRA","NO REGISTRA","421","65","65","63","65","60","60","56","0","56","54","SAN CRISTOBAL","NORMAL","2","2013","3","ACTIVO","40","1","4","38","1","2","26","2","3","43","1","1","41","1","2","46","1","1","42","1","2","30","1","3","33","1","3","31","1","3","30","1","2","40","1","1","43","1","3","45","1","2","31","1","3","31.5","2","3","32","2","3","43","1","2","38","1","2","37","1","3","45","1","2","49","1","2","36","1","3","30","1","3","34","1","3","32","2","2","43","1","3","46","1","2","41","1","1","42","1","3","30","1","2","35","1","3","44","1","2","44","1","2","39","1","2","34","1","2","48","1","2","30","1","3","39","1","1","42","1","2","39","1","2","33","1","3","41","1","2","34","1","2","35","1","2","47","1","2","37","1","2","45","1","2","42","1","2","43","1","1","43","1","2","37","1","2","42","1","2","30","1","3","46","1","2","0","0","0","40","1","2","48","1","1","43","1","2","40","1","2","0","0","0","37","1","2","24.5","2","2","34","1","3","30","1","2","45","1","2","39","1","2","42","1","2","0","0","0","41","1","3","33.5","2","3","33","1","2","39","1","2","41","1","2","36","1","2","34","1","2"
"1337","3.1860248082969E+19","MASCULINO","NO REGISTRA","FONTIBON","NO REGISTRA","NO REGISTRA","NO REGISTRA","421","73","73","57","50","63","63","59","0","56","56","KENNEDY","NORMAL","2","2013","3","ACTIVO","36.5","2","4","43","1","2","30.5","2","3","42","1","1","40","1","2","42","1","1","42","1","2","45","1","3","44","1","3","38","1","3","36","1","2","35","1","1","40","1","3","47","1","2","41","1","3","37","1","3","44","1","3","33","1","2","32","1","2","40","1","3","44","1","2","47","1","2","43","1","3","30","1","3","36","1","3","32","1","2","36","1","3","45","1","2","36","1","1","40","1","3","30","1","2","35","1","3","42","1","2","45","1","2","34","1","2","45","1","2","38","1","2","30","1","3","44","1","1","47","1","2","36","1","2","37","1","3","43","1","2","48","1","2","28.666666666667","3","2","28.5","2","2","40","1","2","41","1","2","43","1","2","41","1","1","43","1","2","45","1","2","41","1","2","28","3","3","41","1","2","0","0","0","34","1","2","33","1","1","40","1","2","36","1","2","0","0","0","37","1","2","38","1","2","27","2","3","35","1","2","36","1","2","40","1","2","49","1","2","0","0","0","47","1","3","41","1","3","30","1","2","34","1","2","41","1","2","35","1","2","0","0","0"
"1338","3.1860248084552E+19","MASCULINO","NO REGISTRA","BARRIOS UNIDOS","NO REGISTRA","NO REGISTRA","NO REGISTRA","409","78","78","60","50","57","57","54","0","59","54","ENGATIVA","NORMAL","3","2013","3","NO ESTUDIANTE AC004","8.3333333333333","3","4","31","1","2","8","3","3","40","1","1","35","1","2","43","1","1","0","0","2","0","1","3","0","0","3","0","0","3","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1339","3.1860248086135E+19","MASCULINO","OFICIAL","FUERA DE BOGOTA","A","CUMARAL","META","455","60","60","59","59","68","68","89","0","69","43","KENNEDY","NORMAL","2","2013","3","NO ESTUDIANTE AC004","13.5","2","4","17.5","2","2","13.5","2","3","10","2","1","12.5","2","2","34","1","1","7","1","2","0","1","3","0","0","3","0","0","3","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1340","3.1860248087717E+19","MASCULINO","NO OFICIAL","SAN CRISTOBAL","A","BOGOTA","BOGOTA","427","64","64","59","58","69","69","58","0","59","68","SAN CRISTOBAL","NORMAL","2","2013","3","NO ESTUDIANTE AC004","5","3","4","11.333333333333","3","2","24","2","3","31","1","1","27.5","2","2","38","1","1","0","0","2","0","0","3","0","0","3","0","0","3","1","1","2","0","1","1","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1341","3.1860248090882E+19","MASCULINO","OFICIAL","FUERA DE BOGOTA","A","VILLAVICENCIO","META","400","77","77","60","61","59","59","57","0","40","43","FUERA DE BOGOTA","NORMAL","1","2013","3","ACTIVO","31","3","4","35","1","2","32","2","3","32","1","1","35","1","2","41","1","1","37","1","2","40","1","3","28","2","3","32","1","3","34","1","2","44","1","1","34","2","3","33","1","2","21.333333333333","3","3","30","1","3","38","1","3","33","1","2","37","1","2","32.5","2","3","34","1","2","43","1","2","30","1","3","32","1","3","28.5","2","3","30","1","2","33","1","3","32","1","2","38","1","1","32","1","3","30","1","2","36","1","3","39","1","2","37","1","2","40","1","2","28.5","2","2","30","1","2","31","1","3","39","1","1","36","1","2","37","1","2","29","1","3","37","1","2","35","1","2","38","1","2","41","1","2","41","1","2","34","1","2","38","1","2","39","1","1","30","1","2","38","1","2","12","1","2","39","1","3","44","1","2","0","0","0","39","1","2","48","1","1","36","1","2","40","1","2","0","0","0","0","0","0","0","0","0","0","0","0","30.5","2","2","46","1","2","40","1","2","37","1","2","0","0","0","0","0","0","0","0","0","32","1","2","30","1","2","37","1","2","7","1","2","0","0","0"
"1342","3.1860248092465E+19","MASCULINO","NO OFICIAL","SAN CRISTOBAL","A","BOGOTA","BOGOTA","386","64","64","75","50","58","58","45","0","44","50","SAN CRISTOBAL","NORMAL","2","2013","3","NO ESTUDIANTE AC004","0","1","4","0","1","2","0","1","3","0","1","1","3","1","2","0","1","1","0","0","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1343","3.1860248097213E+19","FEMENINO","NO OFICIAL","RAFAEL URIBE","A","BOGOTA","BOGOTA","417","77","77","53","54","61","61","62","0","45","72","RAFAEL URIBE URIBE","NORMAL","2","2013","3","ACTIVO","33","1","4","32","1","2","38","1","3","41","1","1","39","1","2","35","1","1","44","1","2","42","1","3","41","1","3","42","1","3","40","1","2","44","1","1","45","1","3","47","1","2","39","1","3","43","1","3","37","2","3","31","1","2","40","1","2","34","1","3","45","1","2","38","1","2","40","1","3","32","1","3","30","1","3","40","1","2","45","1","3","41","1","2","45","1","1","36","1","3","31","1","2","30","1","3","37","1","2","42","1","2","43","1","2","33","1","2","42","1","2","34","1","3","39","1","1","34","1","2","31","1","2","40","1","3","40","1","2","40","1","2","33","1","2","43","1","2","45","1","2","37","1","2","41","1","2","43","1","1","34","1","2","43","1","2","33","1","2","37","1","3","41","1","2","0","0","0","44","1","2","34","1","1","37","1","2","45","1","2","0","0","0","36","1","2","33","1","2","34","1","3","43","1","2","46","1","2","37","1","2","39","1","2","0","0","0","0","0","0","35","1","3","47","1","2","41","1","2","0","0","0","39","1","2","0","0","0"
"1344","3.1860248100378E+19","MASCULINO","NO REGISTRA","KENNEDY","NO REGISTRA","NO REGISTRA","NO REGISTRA","422","69","69","60","65","57","57","56","0","62","58","KENNEDY","NORMAL","3","2013","3","ACTIVO","33","2","4","34","1","2","42","1","3","39","1","1","39","1","2","34","1","1","44","1","2","30","1","3","42","1","3","39","1","3","38","1","2","37","1","1","46","1","3","46","1","2","35","1","3","39","1","3","44","1","3","45","1","2","38","1","2","46","1","3","34","1","2","46","1","2","37","1","3","32","1","3","43","1","3","30","1","2","45","1","3","48","1","2","42","1","1","36","1","3","30","1","2","33","1","3","39","1","2","41","1","2","37","1","2","36","1","2","50","1","2","34","1","3","37","1","1","31","1","2","35","1","2","40","1","3","45","1","2","46","1","2","46","1","2","48","1","2","44","1","2","42","1","2","43","1","2","48","1","1","48","1","2","43","1","2","40","1","2","39","1","3","41","1","2","0","0","0","39","1","2","47","1","1","42","1","2","48","1","2","0","0","0","37","1","2","30","1","2","30","1","3","32.5","2","2","35","1","2","40","1","2","47","1","2","0","0","0","44","1","3","33","1","3","36","1","2","46","1","2","42","1","2","0","0","0","0","0","0"
