"NUMERO","ID","GENERO","TIPO_COLEGIO","LOCALIDAD_COLEGIO","CALENDARIO","MUNICIPIO","DEPARTAMENTO","PG_ICFES","CON_MAT_ICFES","APT_MAT_ICFES","FISICA_ICFES","QUIMICA_ICFES","APT_VERB_ICFES","LITERATURA_ICFES","BIOLOGIA_ICFES","SOCIALES_ICFES","FILOSOFIA_ICFES","IDIOMA_ICFES","LOCALIDAD","INSCRIPCION","ESTRATO","ANO_INGRESO","CORTE_INGRESO","ESTADO_FINAL","NOTA_DIFERENCIAL","VECES_DIFERENCIAL","CREDITOS_DIFERENCIAL","NOTA_DIBUJO","VECES_DIBUJO","CREDITOS_DIBUJO","NOTA_QUIMICA","VECES_QUIMICA","CREDITOS_QUIMICA","NOTA_CFJC","VECES_CFJC","CREDITOS_CFJC","NOTA_TEXTOS","VECES_TEXTOS","CREDITOS_TEXTOS","NOTA_SEMINARIO","VECES_SEMINARIO","CREDITOS_SEMINARIO","NOTA_EE_UNO","VECES_EE_UNO","CREDITOS_EE_UNO","NOTA_ALGEBRA","VECES_ALGEBRA","CREDITOS_ALGEBRA","NOTA_INTEGRAL","VECES_INTEGRAL","CREDITOS_INTEGRAL","NOTA_FISICA_UNO","VECES_FISICA_UNO","CREDITOS_FISICA_UNO","NOTA_MATERIALES","VECES_MATERIALES","CREDITOS_MATERIALES","NOTA_DEMOCRACIA","VECES_DEMOCRACIA","CREDITOS_DEMOCRACIA","NOTA_PBASICA","VECES_PBASICA","CREDITOS_PBASICA","NOTA_EE_DOS","VECES_EE_DOS","CREDITOS_EE_DOS","NOTA_MULTIVARIADO","VECES_MULTIVARIADO","CREDITOS_MULTIVARIADO","NOTA_ESTADISTICA_UNO","VECES_ESTADISTICA_UNO","CREDITOS_ESTADISTICA_UNO","NOTA_TERMODINAMICA","VECES_TERMODINAMICA","CREDITOS_TERMODINAMICA","NOTA_TGS","VECES_TGS","CREDITOS_TGS","NOTA_ETICA","VECES_ETICA","CREDITOS_ETICA","NOTA_PORIENTADA","VECES_PORIENTADA","CREDITOS_PORIENTADA","NOTA_EE_TRES","VECES_EE_TRES","CREDITOS_EE_TRES","NOTA_ECONOMIA_UNO","VECES_ECONOMIA_UNO","CREDITOS_ECONOMIA_UNO","NOTA_ECUACIONES","VECES_ECUACIONES","CREDITOS_ECUACIONES","NOTA_ESTADISTICA_DOS","VECES_ESTADISTICA_DOS","CREDITOS_ESTADISTICA_DOS","NOTA_FISICA_DOS","VECES_FISICA_DOS","CREDITOS_FISICA_DOS","NOTA_MECANICA","VECES_MECANICA","CREDITOS_MECANICA","NOTA_PROCESOSQ","VECES_PROCESOSQ","CREDITOS_PROCESOSQ","NOTA_EE_CUATRO","VECES_EE_CUATRO","CREDITOS_EE_CUATRO","NOTA_METODOLOGIA","VECES_METODOLOGIA","CREDITOS_METODOLOGIA","NOTA_FISICA_TRES","VECES_FISICA_TRES","CREDITOS_FISICA_TRES","NOTA_CONTABILIDAD","VECES_CONTABILIDAD","CREDITOS_CONTABILIDAD","NOTA_PROCESOSM","VECES_PROCESOSM","CREDITOS_PROCESOSM","NOTA_ADMINISTRACION","VECES_ADMINISTRACION","CREDITOS_ADMINISTRACION","NOTA_LENGUA_UNO","VECES_LENGUA_UNO","CREDITOS_LENGUA_UNO","NOTA_EI_UNO","VECES_EI_UNO","CREDITOS_EI_UNO","NOTA_EI_DOS","VECES_EI_DOS","CREDITOS_EI_DOS","NOTA_ECONOMIA_DOS","VECES_ECONOMIA_DOS","CREDITOS_ECONOMIA_DOS","NOTA_PLINEAL","VECES_PLINEAL","CREDITOS_PLINEAL","NOTA_DERECHO","VECES_DERECHO","CREDITOS_DERECHO","NOTA_IECONOMICA","VECES_IECONOMICA","CREDITOS_IECONOMICA","NOTA_DISENO","VECES_DISENO","CREDITOS_DISENO","NOTA_METODOS","VECES_METODOS","CREDITOS_METODOS","NOTA_SEGURIDAD","VECES_SEGURIDAD","CREDITOS_SEGURIDAD","NOTA_EI_TRES","VECES_EI_TRES","CREDITOS_EI_TRES","NOTA_EMPRENDIMIENTO","VECES_EMPRENDIMIENTO","CREDITOS_EMPRENDIMIENTO","NOTA_GRAFOS","VECES_GRAFOS","CREDITOS_GRAFOS","NOTA_CALIDAD_UNO","VECES_CALIDAD_UNO","CREDITOS_CALIDAD_UNO","NOTA_MERCADOTECNIA","VECES_MERCADOTECNIA","CREDITOS_MERCADOTECNIA","NOTA_ERGONOMIA","VECES_ERGONOMIA","CREDITOS_ERGONOMIA","NOTA_HOMBRE","VECES_HOMBRE","CREDITOS_HOMBRE","NOTA_EI_CUATRO","VECES_EI_CUATRO","CREDITOS_EI_CUATRO","NOTA_EI_CINCO","VECES_EI_CINCO","CREDITOS_EI_CINCO","NOTA_LOG_UNO","VECES_LOG_UNO","CREDITOS_LOG_UNO","NOTA_GOPERACIONES","VECES_GOPERACIONES","CREDITOS_GOPERACIONES","NOTA_CALIDAD_DOS","VECES_CALIDAD_DOS","CREDITOS_CALIDAD_DOS","NOTA_GAMBIENTAL","VECES_GAMBIENTAL","CREDITOS_GAMBIENTAL","NOTA_LENGUA_DOS","VECES_LENGUA_DOS","CREDITOS_LENGUA_DOS","NOTA_CONTEXTO","VECES_CONTEXTO","CREDITOS_CONTEXTO","NOTA_EI_SEIS","VECES_EI_SEIS","CREDITOS_EI_SEIS","NOTA_EI_SIETE","VECES_EI_SIETE","CREDITOS_EI_SIETE","NOTA_GRADO_UNO","VECES_GRADO_UNO","CREDITOS_GRADO_UNO","NOTA_LOG_DOS","VECES_LOG_DOS","CREDITOS_LOG_DOS","NOTA_DECISION","VECES_DECISION","CREDITOS_DECISION","NOTA_PRODUCCION","VECES_PRODUCCION","CREDITOS_PRODUCCION","NOTA_FINANZAS","VECES_FINANZAS","CREDITOS_FINANZAS","NOTA_GIT","VECES_GIT","CREDITOS_GIT","NOTA_GTH","VECES_GTH","CREDITOS_GTH","NOTA_HISTORIA","VECES_HISTORIA","CREDITOS_HISTORIA","NOTA_GRADO_DOS","VECES_GRADO_DOS","CREDITOS_GRADO_DOS","NOTA_LOG_TRES","VECES_LOG_TRES","CREDITOS_LOG_TRES","NOTA_SIMULACION","VECES_SIMULACION","CREDITOS_SIMULACION","NOTA_FORMULACION","VECES_FORMULACION","CREDITOS_FORMULACION","NOTA_GERENCIA","VECES_GERENCIA","CREDITOS_GERENCIA","NOTA_LENGUA_TRES","VECES_LENGUA_TRES","CREDITOS_LENGUA_TRES","NOTA_EI_OCHO","VECES_EI_OCHO","CREDITOS_EI_OCHO","NOTA_EI_NUEVE","VECES_EI_NUEVE","CREDITOS_EI_NUEVE"
"1309","3.1860248021249E+19","MASCULINO","NO OFICIAL","BOSA","A","BOGOTA","BOGOTA","421","76","76","68","59","63","63","59","0","44","52","FUERA DE BOGOTA","NORMAL","3","2013","3","ACTIVO","35","2","4","35","1","2","23.5","2","3","32","1","1","38","1","2","40","1","1","38","1","2","37","1","3","31.5","2","3","31","1","3","33","1","2","40","1","1","41","1","3","39","1","2","30","1","3","31","1","3","30","1","3","33","1","2","37","1","2","41","1","3","41","1","2","32","1","2","39","1","3","31","1","3","35","1","3","29.5","2","2","36","1","3","49","1","2","44","1","1","32","1","3","25","2","2","34","1","3","33","1","2","37","1","2","32","1","2","32","1","2","46","1","2","30","1","3","39","1","1","23.333333333333","3","2","36","1","2","32","1","3","26","2","2","44","1","2","0","0","0","30.5","2","2","38","1","2","33","1","2","38","1","2","42","1","1","41","1","2","0","0","0","32","1","2","27.5","2","3","38","1","2","0","0","0","32","1","2","39","1","1","0","0","0","0","0","0","0","0","0","22.5","2","2","30","1","2","18","2","3","31","1","2","35","1","2","33","1","2","42","1","2","0","0","0","0","0","0","30","1","3","37","1","2","34","1","2","22","2","2","0","0","0","0","0","0"
"1310","3.1860248022832E+19","MASCULINO","NO OFICIAL","ENGATIVA","F","BOGOTA","BOGOTA","447","81","81","53","67","64","64","67","0","47","75","ENGATIVA","NORMAL","3","2013","3","NO ESTUDIANTE AC004","27","2","4","15.333333333333","3","2","14.666666666667","3","3","11.333333333333","3","1","19.5","2","2","41","1","1","33","1","2","0","0","3","12","2","3","0","0","3","0","0","0","37","1","1","21","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1311","3.186024802758E+19","MASCULINO","NO REGISTRA","RAFAEL URIBE","NO REGISTRA","NO REGISTRA","NO REGISTRA","448","65","65","66","67","63","63","57","0","69","68","RAFAEL URIBE URIBE","NORMAL","3","2013","3","ACTIVO","31","1","4","39","1","2","30.5","2","3","44","1","1","37","1","2","45","1","1","43","1","2","41","1","3","40","1","3","41","1","3","32","1","2","42","1","1","46","1","3","40","1","2","32","1","3","41","1","3","37","1","3","37","1","2","39","1","2","46","1","3","44","1","2","36","1","2","44","1","3","34","1","3","40","1","3","39","1","2","41","1","3","43","1","2","39","1","1","37","1","3","32","1","2","36","1","3","33","1","2","46","1","2","40","1","2","40","1","2","45","1","2","30","1","3","39","1","1","49","1","2","40","1","2","39","1","3","40","1","2","42","1","2","30","1","2","39","1","2","39","1","2","46","1","2","40","1","2","40","1","1","32","1","2","45","1","2","43","1","2","31","1","3","44","1","2","0","0","0","39","1","2","48","1","1","45","1","2","35","1","2","45","1","1","38","1","2","33","1","2","37","1","3","32","1","2","38","1","2","38","1","2","43","1","2","0","1","2","42","1","3","38","1","3","39","1","2","41","1","2","30","1","2","30","1","2","35","1","2"
"1312","3.1860248029162E+19","MASCULINO","NO REGISTRA","PUENTE ARANDA","NO REGISTRA","NO REGISTRA","NO REGISTRA","416","69","69","74","62","57","57","54","0","50","57","PUENTE ARANDA","NORMAL","3","2013","3","ACTIVO","26","2","4","44","1","2","24.5","2","3","40","1","1","43","1","2","42","1","1","43","1","2","32","1","3","26.666666666667","3","3","32","1","3","30","1","2","45","1","1","37","1","3","40","1","2","32","1","3","34","1","3","36","1","3","32","1","2","45","1","2","37","1","3","43","1","2","44","1","2","32","1","3","30","1","3","41","1","3","30","1","2","36","1","3","48","1","2","46","1","1","34","1","3","27.5","2","2","31","1","3","37","1","2","43","1","2","38","1","2","40","1","2","38","1","2","32","1","3","42","1","1","31","1","2","43","1","2","35","1","3","38","1","2","37","1","2","35","1","2","43","1","2","38","1","2","40","1","2","37","1","2","42","1","1","45","1","2","37","1","2","36","1","2","32","1","3","41","1","2","0","0","0","32","1","2","40","1","1","39","1","2","36","1","2","0","0","0","33","2","2","21.5","2","2","0","0","0","29.5","2","2","39","1","2","41","1","2","46","1","2","0","0","0","0","0","0","28","1","3","31","1","2","42","1","2","44","1","2","0","0","0","0","0","0"
"1313","3.1860248030745E+19","MASCULINO","NO OFICIAL","BARRIOS UNIDOS","A","BOGOTA","BOGOTA","434","76","76","60","54","68","68","57","0","59","75","SAN CRISTOBAL","NORMAL","2","2013","3","NO ESTUDIANTE AC004","29","2","4","32","1","2","3","2","3","33","1","1","34","1","2","42","1","1","0","0","2","8","2","3","0","1","3","0","0","3","0","0","0","0","0","0","13.5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1314","3.186024803391E+19","MASCULINO","NO OFICIAL","SOACHA","A","SOACHA","CUNDINAMARCA","449","76","76","59","52","68","68","63","0","84","60","FUERA DE BOGOTA","NORMAL","2","2013","3","NO ESTUDIANTE AC004","17.5","2","4","18.5","2","2","7.5","2","3","10.5","2","1","10.5","2","2","38","1","1","0","0","2","0","0","3","0","0","3","11","1","3","0","0","0","0","0","0","10","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1315","3.1860248035492E+19","MASCULINO","OFICIAL","TEUSAQUILLO","A","BOGOTA","BOGOTA","454","68","68","57","75","60","60","63","0","56","61","SUBA","NORMAL","2","2013","3","ACTIVO","37","2","4","46","1","2","30","1","3","37","1","1","49","1","2","44","1","1","45","1","2","34","1","3","38","1","3","38","1","3","32","1","2","45","1","1","49","1","3","38","1","2","38","1","3","31","1","3","36","1","3","34","1","2","43","1","2","49","1","3","37","1","2","50","1","2","37","1","3","33","1","3","41","1","3","31","2","2","38","1","3","49","1","2","44","1","1","33","1","3","35","1","2","34","1","3","37","1","2","47","1","2","45","1","2","44","1","2","48","1","2","36","1","3","39","1","1","49","1","2","36","1","2","35","1","3","42","1","2","43","1","2","26.5","2","2","47","1","2","43","1","2","41","1","2","44","1","2","43","1","1","42","1","2","43","1","2","46","1","2","30","1","3","42","1","2","0","0","0","41","1","2","42","1","1","43","1","2","42","1","2","45","1","1","37","1","2","32","1","2","30","1","3","41","1","2","36","1","2","35","1","2","43","1","2","0","1","2","45","1","3","39","1","3","35","1","2","37","1","2","44","1","2","46","1","2","35","1","2"
"1316","3.1860248037075E+19","MASCULINO","NO REGISTRA","FUERA DE BOGOTA","NO REGISTRA","NO REGISTRA","NO REGISTRA","436","65","65","66","60","70","70","65","0","56","75","KENNEDY","NORMAL","3","2013","3","NO ESTUDIANTE AC004","25","2","4","39","1","2","18","2","3","30","1","1","26.5","2","2","40","1","1","36","1","2","14.333333333333","3","3","0","2","3","6.5","2","3","12","2","2","13","3","1","2.5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1317","3.186024804024E+19","MASCULINO","NO REGISTRA","ENGATIVA","NO REGISTRA","NO REGISTRA","NO REGISTRA","429","78","78","60","60","60","60","56","0","59","83","ENGATIVA","NORMAL","3","2013","3","ACTIVO","31","1","4","35","1","2","33","1","3","30","1","1","32","1","2","39","1","1","37","1","2","39","1","3","33","1","3","39","1","3","32","1","2","37","1","1","41","1","3","0","0","0","43","1","3","40","1","3","38","1","3","35","1","2","43","1","2","41","1","3","0","0","0","35","1","2","33","1","3","37","1","3","36","1","3","31.5","2","2","45","1","3","0","0","0","19","2","1","41","1","3","38","1","2","32","1","3","30.5","2","2","47.5","2","2","39","1","2","24","1","2","46","1","2","31","1","3","43","1","1","44","1","2","39","1","2","33","1","3","32","1","2","41","1","2","41","1","2","36","1","2","41","1","2","39","1","2","39","1","2","34","1","1","43","1","2","42","1","2","35","1","2","30","1","3","43","1","2","0","0","0","48","2","2","32","1","1","46","1","2","31","1","2","50","1","1","41","1","2","33","1","2","36","1","3","30","1","2","35","1","2","34","1","2","38","1","2","50","1","2","32","1","3","37","1","3","40","1","2","33","1","2","42","2","2","37","1","2","33","1","2"
"1318","3.1860248043405E+19","MASCULINO","NO REGISTRA","BARRIOS UNIDOS","NO REGISTRA","NO REGISTRA","NO REGISTRA","390","84","84","74","58","43","43","59","0","38","31","FUERA DE BOGOTA","NORMAL","2","2013","3","NO ESTUDIANTE AC004","7","2","4","3","2","2","5","2","3","10.5","2","1","9","2","2","35","1","1","0","0","2","0","0","3","0","0","3","18","1","3","0","0","0","0","0","0","14","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1319","3.1860248044988E+19","FEMENINO","OFICIAL","SUBA","A","BOGOTA","BOGOTA","438.01","67.28","67.28","59.57","65.81","64.85","64.85","57.23","0","52.03","69.93","SUBA","NORMAL","3","2013","3","ACTIVO","31","2","4","32","1","2","33.5","2","3","30.5","2","1","33","1","2","41","1","1","40","1","2","37","1","3","23.5","2","3","35","1","3","30","1","2","34","1","1","37","1","3","34","1","2","41","1","3","30","1","3","35","1","3","33","1","2","32","1","2","34","1","3","40","1","2","32","1","2","30","1","3","30","1","3","36","1","3","27.333333333333","3","2","45","1","3","0","0","0","46","1","1","31","1","3","29.5","2","2","30","1","3","38","1","2","45","1","2","37","1","2","39","1","2","48","1","2","30","1","3","38","1","1","44","1","2","43","1","2","37","1","3","30","1","2","42","1","2","41","1","2","44","1","2","37","1","2","41","1","2","36","1","2","39","1","1","45","1","2","31","1","2","36","1","2","32","2","3","44","1","2","0","0","0","46","1","2","45","1","1","0","0","0","0","0","0","0","0","0","39","1","2","30","1","2","33","1","3","29","2","2","37","1","2","41","1","2","46","1","2","0","0","0","0","0","0","33","1","3","46","1","2","34","1","2","40","1","2","0","0","0","0","0","0"
"1320","3.186024804657E+19","MASCULINO","NO REGISTRA","FONTIBON","NO REGISTRA","NO REGISTRA","NO REGISTRA","409","73","73","70","58","54","54","51","0","50","63","FONTIBON","NORMAL","2","2013","3","NO ESTUDIANTE AC004","24.5","2","4","37","1","2","16.666666666667","3","3","38","1","1","37","1","2","40","1","1","30","1","2","11","1","3","0","1","3","0","0","3","0","0","0","12","1","1","31","1","3","0","0","0","0","0","0","0","0","0","0","0","0","6","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1321","3.1860248048153E+19","FEMENINO","NO REGISTRA","TUNJUELITO","NO REGISTRA","NO REGISTRA","NO REGISTRA","438","65","65","60","56","78","78","52","0","69","52","PUENTE ARANDA","NORMAL","3","2013","3","NO ESTUDIANTE AC004","27","2","4","31","2","2","26.5","2","3","30","1","1","35","1","2","43","1","1","42","1","2","31","1","3","30","1","3","26","2","3","0","0","0","0","0","0","36","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1322","3.1860248051318E+19","MASCULINO","OFICIAL","SAN CRISTOBAL","A","BOGOTA","BOGOTA","421","69","69","63","46","69","69","63","0","48","47","SAN CRISTOBAL","NORMAL","3","2013","3","NO ESTUDIANTE AC004","27.5","2","4","35","1","2","30.5","2","3","38","1","1","37","1","2","42","1","1","36","1","2","29.666666666667","3","3","13","2","3","27.5","2","3","25","1","2","41","1","1","28.5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","31","1","2","0","0","0","0","0","0","0","0","0","33","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1323","3.1860248054483E+19","MASCULINO","NO OFICIAL","RAFAEL URIBE","A","BOGOTA","BOGOTA","429","64","64","64","62","64","64","62","0","55","70","FUERA DE BOGOTA","NORMAL","2","2013","3","PRUEBA AC Y ACTIVO","27.333333333333","3","4","31","1","2","25.5","2","3","32","1","1","30","1","2","42","1","1","48","1","2","34","1","3","30","1","3","30","1","3","31","1","2","39","1","1","41","1","3","28","1","2","32.5","2","3","36","1","3","34","1","3","31","1","2","32","1","2","41","1","3","36","1","2","36","1","2","29","2","3","36","1","3","40","1","3","30","2","2","37","1","3","0","0","0","38","1","1","36","1","3","30","1","2","30","1","3","41","1","2","46","1","2","32","1","2","39","1","2","30","1","2","27.5","2","3","38","1","1","31","2","2","38","1","2","30","1","3","30.5","2","2","41","1","2","28","2","2","35","1","2","41","1","2","42","1","2","40","1","2","36","1","1","35","1","2","0","0","0","32","1","2","28.5","2","3","37","1","2","0","0","0","30","1","2","34","1","1","0","0","0","0","0","0","0","0","0","34","1","2","22.333333333333","3","2","30","1","3","30","1","2","39","1","2","39","1","2","37","1","2","0","0","0","0","0","0","0","0","0","30","1","2","0","0","0","36","1","2","0","0","0","0","0","0"
"1324","3.1860248056066E+19","MASCULINO","NO REGISTRA","FUERA DE BOGOTA","NO REGISTRA","NO REGISTRA","NO REGISTRA","411","84","84","55","65","60","60","51","0","50","45","ENGATIVA","NORMAL","3","2013","3","PRUEBA AC Y ACTIVO","32","2","4","33","1","2","32.5","2","3","33","1","1","31","1","2","43","1","1","37","1","2","37","1","3","33","1","3","36","1","3","29","2","2","40","1","1","40","1","3","33","1","2","44","1","3","36","1","3","40","1","3","30","1","2","43","1","2","40","1","3","34","1","2","46","1","2","42","1","3","30","1","3","41","1","3","27.5","2","2","45","1","3","0","0","0","38","1","1","34","1","3","29","2","2","33","1","3","39","1","2","38","1","2","38","1","2","41","1","2","48","1","2","28","2","3","35","1","1","30","1","2","36","1","2","35","1","3","30","1","2","37","1","2","41","1","2","43","1","2","39","1","2","41","1","2","41","1","2","39","1","1","33","1","2","38","1","2","43","1","2","30","1","3","39","1","2","0","0","0","33","1","2","44","1","1","38","1","2","37","1","2","0","0","0","27","2","2","27.5","2","2","24.5","2","3","26","2","2","46","1","2","41","1","2","35","1","2","0","0","0","0","0","0","0","0","0","36","1","2","0","0","0","37","1","2","0","0","0","0","0","0"
"1325","3.1860248060814E+19","MASCULINO","OFICIAL","KENNEDY","A","BOGOTA","BOGOTA","442","67","67","59","62","57","57","56","0","70","56","KENNEDY","NORMAL","2","2013","3","ACTIVO","34.5","2","4","36","1","2","29","2","3","45","1","1","34","1","2","46","1","1","44","1","2","43","1","3","44","1","3","44","1","3","33","1","2","49","1","1","49","1","3","44","1","2","46","1","3","40","1","3","35","1","3","35","1","2","34","1","2","49","1","3","34","1","2","39","1","2","43","1","3","34","1","3","46","1","3","35","1","2","48","1","3","46","1","2","39","1","1","39","1","3","41","1","2","35","1","3","43","1","2","39","1","2","43","1","2","42","1","2","42","1","2","39","1","3","39","1","1","33","1","2","40","1","2","38","1","3","44","1","2","41","1","2","43","1","2","49","1","2","42","1","2","44","1","2","43","1","2","40","1","1","42","1","2","31","1","2","44","1","2","42","1","3","43","1","2","0","0","0","40","1","2","48","1","1","42","1","2","42","1","2","0","0","0","44","1","2","30","1","2","41","1","3","32","1","2","44","1","2","37","1","2","40","1","2","0","0","0","43","1","3","32","1","3","37","1","2","43","1","2","42","1","2","47","1","2","32","1","2"
"1326","3.1860248062396E+19","FEMENINO","OFICIAL","SUBA","A","BOGOTA","BOGOTA","445","68","68","56","67","58","58","55","0","69","49","SUBA","NORMAL","2","2013","3","NO ESTUDIANTE AC004","7.5","2","4","17.5","2","2","12.5","2","3","36","1","1","35","1","2","42","1","1","6","1","2","0","1","3","0","0","3","8","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
